Store #,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail,State Min Retail,Current Store Retail
5239,$4.96,,$2.56,,$4.67,,$2.41,,$4.44,,$2.29,,$4.23,,$2.19,,$4.54,,$2.35,
2145,$4.96,,$2.56,,$4.67,,$2.41,,$4.44,,$2.29,,$4.23,,$2.19,,$4.54,,$2.35,
2252,$4.96,,$2.56,,$4.67,,$2.41,,$4.44,,$2.29,,$4.23,,$2.19,,$4.54,,$2.35,
2641,$4.96,,$2.56,,$4.67,,$2.41,,$4.44,,$2.29,,$4.23,,$2.19,,$4.54,,$2.35,
3563,$4.96,,$2.56,,$4.67,,$2.41,,$4.44,,$2.29,,$4.23,,$2.19,,$4.54,,$2.35,
4612,$4.96,,$2.56,,$4.67,,$2.41,,$4.44,,$2.29,,$4.23,,$2.19,,$4.54,,$2.35,
,,,,,,,,,,,,,,,,,,,,
2169,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2368,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
1623,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
1884,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2024,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2064,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2255,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2365,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2480,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2543,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
4276,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
1644,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
1794,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
1887,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
1945,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2185,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2208,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2528,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2481,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
2535,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
3634,$4.76,,$2.45,,$4.47,,$2.30,,$4.24,,$2.19,,$4.03,,$2.09,,$4.42,,$2.28,
,,,,,,,,,,,,,,,,,,,,
1591,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
1886,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2574,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
3412,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
1529,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2023,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2205,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2334,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2340,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2519,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
2888,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
4404,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
5200,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
1537,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
1823,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
1850,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
3633,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
5358,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
5469,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
5888,$5.06,,$2.59,,$4.72,,$2.42,,$4.46,,$2.29,,$4.25,,$2.19,,$4.70,,$2.41,
,,,,,,,,,,,,,,,,,,,,
1770,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
4644,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
4643,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
1820,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
1883,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
1885,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2603,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
3223,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
3738,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
3838,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2008,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2597,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2909,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5360,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
1568,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
1656,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2278,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2287,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2561,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2674,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
3253,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
3281,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5445,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
1739,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2281,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2300,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2420,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5040,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5446,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2019,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2588,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2611,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
4501,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5241,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5339,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
5379,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2059,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
2502,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
3228,$5.10,,$2.59,,$4.79,,$2.44,,$4.56,,$2.32,,$4.37,,$2.22,,$4.68,,$2.38,
,,,,,,,,,,,,,,,,,,,,
1769,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
1792,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2540,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
3429,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
3514,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
1607,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
1640,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2049,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2129,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2230,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
4348,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
5470,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
1684,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
1765,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
1935,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2318,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2663,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
2664,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
5356,$5.03,,$2.58,,$4.71,,$2.43,,$4.49,,$2.32,,$4.30,,$2.22,,$4.70,,$2.42,
