Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max_WM_WK_ID,OTD*,Avg. OTP*,Avg. Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago,,,,,,,,
290,75,1969,POINTPICKUP,Scheduled Standard Delivery,28,Executive Review,Recovering,Store Focus,202225,91.67%,92.31%,13.8,100.00%,,100.00%,90.00%,,,,,,,,
290,75,1969,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202225,88.13%,79.10%,12.6,90.80%,82.30%,86.60%,91.10%,,,,,,,,
290,75,2160,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,79.19%,78.76%,13.3,75.70%,84.10%,79.60%,76.30%,,,,,,,,
290,75,2821,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,-,Store Focus,202225,77.78%,50.00%,20.1,,,100.00%,66.70%,,,,,,,,
290,75,2821,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,91.20%,85.45%,13.9,90.10%,92.20%,88.50%,94.40%,,,,,,,,
291,75,2136,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,93.41%,85.93%,12.4,95.20%,98.10%,87.00%,92.30%,,,,,,,,
291,75,3588,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,-,Store Focus,202225,35.71%,26.67%,44.8,,,,35.70%,,,,,,,,
292,75,2038,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,85.27%,74.72%,14,73.90%,91.40%,86.50%,88.90%,,,,,,,,
292,75,5969,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,-,Store Focus,202225,71.43%,42.86%,39.2,,,75.00%,66.70%,,,,,,,,
292,75,5969,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,94.03%,79.64%,12,98.30%,94.10%,94.50%,88.90%,,,,,,,,
293,75,2412,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Recovering,Store Focus,202225,89.51%,87.70%,11.6,91.00%,96.40%,85.30%,87.70%,,,,,,,,
293,75,2436,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,75.00%,82.35%,13.3,0.00%,100.00%,100.00%,75.00%,,,,,,,,
293,75,3720,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,77.64%,72.35%,15.7,69.40%,74.00%,77.20%,87.70%,,,,,,,,
293,75,3720,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202225,68.70%,74.29%,14.2,56.00%,63.70%,73.30%,83.10%,,,,,,,,
293,75,3804,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,69.80%,63.47%,20.4,63.00%,51.60%,85.10%,89.70%,,,,,,,,
293,75,3804,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,202225,87.43%,75.83%,15.8,79.30%,79.40%,94.90%,95.80%,,,,,,,,
312,75,1292,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,86.93%,92.69%,11.4,88.90%,85.10%,88.20%,85.50%,,,,,,,,
312,75,1309,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,86.57%,76.77%,14.1,94.40%,91.00%,74.50%,85.60%,,,,,,,,
314,75,1486,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,86.40%,90.55%,9.9,88.70%,89.90%,80.20%,87.80%,,,,,,,,
314,75,2705,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Recovering,Store Focus,202225,84.33%,75.81%,10.2,90.40%,89.60%,66.10%,89.40%,,,,,,,,
315,75,1344,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,202225,78.99%,69.51%,14.9,88.10%,87.60%,83.00%,54.40%,,,,,,,,
315,75,1344,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,84.70%,71.75%,14.2,89.40%,96.20%,79.30%,70.20%,,,,,,,,
315,75,1350,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,90.84%,81.29%,15.5,86.70%,95.40%,89.70%,91.90%,,,,,,,,
315,75,1780,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,-,Store Focus,202225,92.86%,71.43%,10.8,,,100.00%,90.90%,,,,,,,,
315,75,2565,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,81.65%,76.34%,14.8,73.30%,90.60%,75.60%,85.40%,,,,,,,,
315,75,2565,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,89.39%,82.22%,12.8,87.80%,95.30%,87.80%,85.20%,,,,,,,,
315,75,4697,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,86.94%,70.99%,14.8,93.70%,93.40%,77.60%,81.30%,,,,,,,,
320,75,1653,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202225,86.08%,90.30%,7.1,87.10%,83.10%,89.90%,85.20%,,,,,,,,
320,75,1714,DOORDASH,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,86.01%,72.30%,20,89.40%,88.10%,74.30%,93.70%,,,,,,,,
320,75,2809,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,86.91%,83.66%,10.4,98.60%,80.40%,36.40%,100.00%,,,,,,,,
320,75,3215,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,60.71%,41.38%,29.9,80.00%,50.00%,16.70%,88.90%,,,,,,,,
320,75,3215,SPARK,Scheduled Standard Delivery,36,Executive Review,Degrading,Store Focus,202225,79.98%,61.24%,15.9,70.80%,70.20%,85.20%,85.80%,,,,,,,,
502,59,3885,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,87.67%,89.77%,10.3,89.20%,88.50%,87.90%,84.50%,,,,,,,,
502,59,5754,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,79.31%,65.43%,17.8,74.90%,72.50%,88.70%,82.00%,,,,,,,,
502,59,6798,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202225,66.56%,62.25%,22.9,64.50%,70.90%,52.00%,79.60%,,,,,,,,
508,75,1985,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,46.53%,51.48%,35.5,25.10%,30.80%,58.00%,55.40%,,,,,,,,
508,75,5129,DOORDASH,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,202225,97.30%,78.75%,9.1,100.00%,100.00%,100.00%,88.90%,,,,,,,,
418,52,1285,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Driver Supply Focus,202225,42.86%,96.43%,6.2,33.30%,50.00%,50.00%,40.00%,,,,,,,,
422,52,1864,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202225,85.74%,90.61%,8.8,80.70%,84.80%,89.20%,86.40%,,,,,,,,
422,52,1952,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202225,85.27%,95.04%,7.7,72.90%,87.70%,90.00%,85.50%,,,,,,,,
422,52,2087,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,74.55%,89.29%,14.1,100.00%,61.90%,91.70%,61.50%,,,,,,,,
422,52,2087,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,91.18%,88.93%,11.2,90.00%,87.90%,93.30%,92.80%,,,,,,,,
422,52,3404,DOORDASH,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202225,83.57%,73.06%,14.6,84.60%,76.60%,84.80%,90.40%,,,,,,,,
422,52,3404,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,202225,68.13%,78.09%,12.5,59.10%,60.80%,71.80%,82.00%,,,,,,,,
422,52,3498,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202225,81.85%,96.65%,5.9,79.40%,78.40%,86.30%,83.90%,,,,,,,,
422,52,5625,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202225,80.38%,89.49%,8.3,74.70%,73.50%,87.10%,87.10%,,,,,,,,
423,52,1472,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202225,86.47%,95.26%,7.8,88.20%,91.70%,75.00%,89.90%,,,,,,,,
423,52,2198,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,202225,88.67%,86.59%,10.3,88.90%,87.00%,87.20%,91.60%,,,,,,,,
423,52,2642,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,202225,85.54%,79.55%,13.5,93.30%,88.90%,64.70%,91.70%,,,,,,,,
423,52,3364,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,75.74%,79.92%,11.3,62.30%,75.40%,77.00%,87.80%,,,,,,,,
423,52,5977,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202225,86.67%,91.60%,8.6,78.20%,84.50%,93.60%,93.10%,,,,,,,,
424,52,1633,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,71.43%,82.22%,6.5,85.70%,60.00%,70.00%,73.30%,,,,,,,,
424,52,1999,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202225,89.68%,94.15%,7.5,84.30%,91.60%,94.10%,84.80%,,,,,,,,
424,52,3209,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202225,87.16%,94.26%,6.6,79.30%,85.50%,95.00%,88.80%,,,,,,,,
424,52,5976,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202225,85.95%,90.19%,7,79.20%,86.60%,88.60%,90.30%,,,,,,,,
29,4,635,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,73.78%,59.14%,18.1,68.20%,64.10%,77.60%,83.00%,,,,,,,,
29,4,728,DOORDASH,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,58.18%,57.93%,30.5,35.70%,70.00%,66.70%,50.00%,,,,,,,,
29,4,728,SPARK,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,202225,92.68%,79.59%,16.2,87.50%,100.00%,91.70%,88.90%,,,,,,,,
29,4,728,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202225,76.49%,80.83%,13.4,80.60%,80.50%,77.60%,69.00%,,,,,,,,
29,4,2832,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,202225,62.33%,55.03%,24.6,67.20%,51.20%,63.20%,70.30%,,,,,,,,
29,4,2832,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,73.73%,61.41%,16.7,76.00%,62.90%,70.00%,84.20%,,,,,,,,
29,4,2860,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,84.98%,85.71%,13.3,85.40%,81.70%,85.20%,87.30%,,,,,,,,
29,4,7181,POINTPICKUP,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,202225,75.00%,73.39%,17.8,81.60%,70.90%,66.20%,79.40%,,,,,,,,
29,4,7181,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,84.46%,77.99%,15.5,89.80%,80.90%,84.30%,82.80%,,,,,,,,
36,4,628,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,86.58%,83.87%,14.3,84.10%,84.10%,94.90%,84.40%,,,,,,,,
36,4,628,UBER,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,202225,83.58%,80.43%,16.6,87.80%,80.00%,90.10%,79.40%,,,,,,,,
36,4,632,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202225,49.24%,56.13%,18.8,27.80%,47.50%,41.90%,65.70%,,,,,,,,
36,4,632,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,46.35%,42.56%,31.4,40.60%,45.50%,51.40%,46.00%,,,,,,,,
36,4,1037,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,57.96%,51.97%,25.5,68.30%,37.10%,58.20%,65.10%,,,,,,,,
36,4,1037,UBER,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,53.94%,47.07%,37.2,81.00%,35.60%,49.60%,59.70%,,,,,,,,
36,4,1359,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,86.83%,84.47%,13.3,87.30%,83.70%,85.00%,93.20%,,,,,,,,
36,4,1359,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,87.97%,85.83%,15.4,89.50%,82.00%,87.40%,95.80%,,,,,,,,
36,4,1748,UBER,Scheduled Standard Delivery,41,Executive Review,Degrading,Store Focus,202225,56.05%,60.74%,29.3,43.20%,31.00%,56.60%,64.50%,,,,,,,,
36,4,2348,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,28.15%,48.95%,17.4,12.80%,22.80%,32.60%,50.00%,,,,,,,,
36,4,2348,UBER,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Store Focus,202225,63.64%,36.36%,13.9,100.00%,55.60%,,,,,,,,,,
36,4,2348,UBER,Scheduled Standard Delivery,43,Executive Review,Degrading,Store Focus,202225,28.74%,37.97%,26.5,20.60%,34.80%,25.90%,30.00%,,,,,,,,
36,4,2928,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,66.71%,57.74%,23,49.70%,38.40%,71.90%,90.30%,,,,,,,,
36,4,2928,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,60.17%,55.54%,31.3,40.20%,25.00%,70.80%,85.80%,,,,,,,,
36,4,3367,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Store Focus,202225,87.80%,91.50%,12.1,83.80%,84.70%,88.50%,93.00%,,,,,,,,
36,4,3367,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Store Focus,202225,83.40%,93.05%,13.7,75.00%,77.60%,90.70%,82.20%,,,,,,,,
36,4,4384,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,79.02%,78.12%,10.8,62.30%,71.90%,83.80%,87.00%,,,,,,,,
36,4,4384,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,202225,69.16%,68.79%,16.9,54.70%,59.30%,78.40%,75.30%,,,,,,,,
37,4,574,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,83.71%,73.25%,16.4,91.70%,82.70%,78.30%,85.70%,,,,,,,,
37,4,586,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,88.85%,93.35%,16,88.10%,91.30%,87.90%,87.70%,,,,,,,,
37,4,625,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,91.28%,87.43%,11.4,93.90%,93.50%,76.70%,100.00%,,,,,,,,
37,4,643,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,83.16%,83.53%,14.4,78.50%,85.00%,82.50%,86.20%,,,,,,,,
37,4,643,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,72.48%,74.33%,18.6,80.90%,74.40%,64.30%,76.90%,,,,,,,,
37,4,2712,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,83.12%,74.11%,18.5,85.20%,93.50%,71.90%,80.10%,,,,,,,,
37,4,2712,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,72.09%,63.70%,24.1,91.30%,85.00%,67.70%,61.80%,,,,,,,,
37,4,4664,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,87.93%,86.36%,12.6,78.40%,92.20%,84.70%,91.10%,,,,,,,,
37,4,5087,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,76.96%,78.38%,17.9,60.40%,82.60%,66.10%,88.70%,,,,,,,,
38,4,634,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,72.91%,80.83%,17,79.70%,57.60%,73.80%,77.20%,,,,,,,,
38,4,2703,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Store Focus,202225,86.44%,77.10%,14.2,93.80%,83.10%,82.10%,88.70%,,,,,,,,
41,4,1164,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,86.33%,73.92%,15.4,89.00%,91.80%,72.30%,91.20%,,,,,,,,
41,4,1286,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,80.83%,74.55%,18.6,68.40%,92.70%,90.00%,68.90%,,,,,,,,
41,4,2214,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,85.25%,81.21%,16.1,89.20%,79.80%,82.30%,91.00%,,,,,,,,
41,4,4440,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,78.81%,56.46%,20.6,76.10%,76.10%,74.90%,88.20%,,,,,,,,
41,4,4506,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,72.69%,73.98%,22,94.70%,66.20%,68.60%,72.60%,,,,,,,,
41,4,4521,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,69.49%,62.50%,14.6,75.20%,56.20%,68.60%,78.40%,,,,,,,,
42,4,3733,UBER,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,81.67%,72.58%,12.4,70.60%,71.40%,93.80%,92.30%,,,,,,,,
124,4,1080,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,75.00%,82.53%,13.1,73.20%,71.40%,75.00%,81.30%,,,,,,,,
124,4,2496,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,86.89%,74.40%,9.8,82.40%,95.30%,86.80%,82.80%,,,,,,,,
304,4,948,UBER,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,79.84%,95.00%,9.7,90.00%,72.70%,76.70%,80.60%,,,,,,,,
304,4,1096,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,83.82%,92.96%,9.4,81.30%,85.70%,78.90%,91.70%,,,,,,,,
304,4,1131,POINTPICKUP,Scheduled Express Delivery ,20,Executive Review,Recovering,Store Focus,202225,76.92%,95.45%,13.8,100.00%,85.70%,66.70%,71.40%,,,,,,,,
304,4,1290,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,92.25%,94.41%,9.5,85.70%,96.70%,94.60%,93.90%,,,,,,,,
304,4,1662,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,83.62%,76.92%,14.1,87.70%,81.90%,85.00%,80.30%,,,,,,,,
304,4,4410,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,202225,91.57%,89.04%,8.9,94.40%,94.10%,88.80%,89.90%,,,,,,,,
305,4,1385,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,202225,92.86%,89.47%,13,100.00%,88.20%,100.00%,89.30%,,,,,,,,
305,4,1464,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,89.41%,82.72%,12,87.70%,87.00%,90.80%,91.90%,,,,,,,,
305,4,1464,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,202225,88.16%,82.70%,12.6,88.40%,80.80%,90.70%,91.90%,,,,,,,,
305,4,5298,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Store Focus,202225,86.50%,82.58%,11.9,92.90%,77.40%,85.70%,88.40%,,,,,,,,
305,4,5481,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,88.77%,77.26%,12.6,85.80%,83.80%,94.10%,91.40%,,,,,,,,
305,4,5481,UBER,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,87.26%,78.66%,14.9,82.50%,83.10%,92.60%,90.30%,,,,,,,,
306,4,1027,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,-,Store Focus,202225,50.00%,41.18%,39.8,,,25.00%,62.50%,,,,,,,,
306,4,1027,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,76.44%,63.55%,20.7,61.80%,88.30%,71.10%,81.70%,,,,,,,,
306,4,2134,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,202225,88.78%,80.67%,14,87.00%,92.00%,93.40%,82.30%,,,,,,,,
306,4,2134,UBER,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,89.19%,78.12%,16.7,92.90%,90.90%,92.30%,82.10%,,,,,,,,
306,4,3371,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202225,82.13%,80.21%,10.9,77.50%,80.40%,77.40%,92.00%,,,,,,,,
306,4,5879,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,83.55%,74.06%,13.8,77.40%,89.70%,83.60%,83.50%,,,,,,,,
306,4,5879,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,85.60%,73.45%,16.1,86.40%,89.60%,84.40%,82.80%,,,,,,,,
496,59,2870,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,78.90%,80.14%,13.8,0.00%,62.50%,82.50%,89.60%,,,,,,,,
496,59,2887,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,76.36%,77.44%,20.9,83.30%,78.00%,69.50%,75.50%,,,,,,,,
497,59,3724,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,202225,85.36%,77.74%,19.9,78.90%,81.60%,89.30%,91.10%,,,,,,,,
497,59,3724,UBER,Scheduled Express Delivery ,11,Executive Review,-,Store Focus,202225,87.50%,84.62%,11.5,,100.00%,100.00%,75.00%,,,,,,,,
497,59,3724,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Store Focus,202225,58.00%,58.82%,31.4,42.90%,25.00%,66.70%,69.00%,,,,,,,,
497,59,4145,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Store Focus,202225,73.76%,69.15%,18.6,62.80%,63.50%,73.50%,93.40%,,,,,,,,
497,59,5291,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,202225,85.56%,67.50%,15.3,73.80%,83.80%,88.40%,96.30%,,,,,,,,
497,59,5378,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,202225,90.10%,69.23%,12.4,91.40%,85.20%,92.00%,92.30%,,,,,,,,
499,59,3359,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,93.13%,86.67%,9.3,98.70%,94.50%,81.00%,97.20%,,,,,,,,
499,59,4848,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,202225,96.83%,83.33%,9,93.80%,85.70%,100.00%,100.00%,,,,,,,,
499,59,6233,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,-,Store Focus,202225,100.00%,83.33%,12.1,,,,100.00%,,,,,,,,
499,59,6586,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,82.95%,63.28%,16.9,74.00%,84.10%,86.80%,86.70%,,,,,,,,
499,59,7180,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,202225,88.16%,83.85%,10.4,83.50%,86.40%,88.10%,95.80%,,,,,,,,
546,72,4530,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,202225,77.15%,69.88%,16.7,74.40%,64.90%,81.80%,87.90%,,,,,,,,
208,20,1707,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,202225,78.56%,77.83%,17.1,88.70%,68.10%,70.00%,85.50%,,,,,,,,
208,20,2211,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,79.57%,72.34%,16.9,80.60%,89.60%,82.90%,64.80%,,,,,,,,
208,20,2541,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,202225,83.39%,59.92%,18.1,78.60%,89.30%,86.40%,78.60%,,,,,,,,
208,20,2910,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,84.67%,56.97%,14.1,87.60%,86.40%,73.90%,91.20%,,,,,,,,
209,20,1863,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,202225,91.30%,91.41%,11.1,88.50%,93.50%,86.10%,94.80%,,,,,,,,
209,20,2313,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,82.02%,68.62%,16.4,80.60%,80.80%,79.90%,86.10%,,,,,,,,
209,20,2313,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,202225,84.82%,71.76%,16,74.10%,82.60%,87.70%,88.70%,,,,,,,,
209,20,2362,DOORDASH,Scheduled Standard Delivery,34,Executive Review,Degrading,Store Focus,202225,60.68%,61.93%,32.4,75.00%,54.50%,57.10%,65.40%,,,,,,,,
209,20,2362,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,202225,65.00%,71.56%,22.1,58.60%,84.30%,57.50%,63.10%,,,,,,,,
209,20,3250,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,67.92%,68.27%,28.3,78.50%,64.10%,62.70%,66.80%,,,,,,,,
209,20,3250,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Store Focus,202225,67.10%,69.59%,22.3,67.90%,63.60%,71.40%,66.10%,,,,,,,,
209,20,3608,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,91.29%,82.97%,13.4,92.90%,90.20%,95.60%,86.90%,,,,,,,,
214,20,1839,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,202225,78.41%,73.85%,20.3,93.70%,83.30%,69.30%,76.80%,,,,,,,,
214,20,1839,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,202225,81.07%,77.02%,19.9,79.30%,81.30%,79.40%,84.20%,,,,,,,,
214,20,1894,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,202225,89.61%,73.51%,15.8,96.20%,96.00%,87.30%,85.20%,,,,,,,,
214,20,1927,DOORDASH,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,202225,77.03%,80.18%,16.4,79.40%,84.60%,87.00%,65.90%,,,,,,,,
214,20,1927,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202225,79.51%,84.47%,13.3,69.90%,87.30%,91.60%,66.50%,,,,,,,,
214,20,2073,DOORDASH,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,202225,80.39%,82.95%,12.7,87.20%,86.20%,71.70%,76.10%,,,,,,,,
214,20,2073,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Store Focus,202225,78.09%,86.55%,11.2,69.20%,87.10%,74.10%,77.90%,,,,,,,,
