Facility,Outage Type,Status,Walmart Week,Outage Start Date,Outage Time,Outage Duration,Outage Time Zone,Building Type,Day of Month,Comms Notes,,
7013,Systems Outage Cancelled,Cancelled,24,July 12,2:30 a.m.,-,Central,GDC,,,,
7016,Systems Outage Cancelled,Cancelled,25,July 12,12:00 a.m.,-,Central,GDC,,,,
7077,Systems Outage Cancelled,Cancelled,24,July 12,11:00 p.m.,-,Central,GDC,,,,
6059,Systems Outage Cancelled,Cancelled,24,July 13,12:30 a.m.,-,Central,GDC,Second Wednesday,,,
6085,Systems Outage Cancelled,Cancelled,24,July 13,12:00 a.m.,-,Central,GDC,,,,
6090,Systems Outage Cancelled,Cancelled,24,July 13,2:00 a.m.,-,Central,GDC,,,,
6092,Systems Outage Cancelled,Cancelled,24,July 13,1:00 a.m.,-,Central,RDC,Second Wednesday,,,
7048,Systems Outage Cancelled,Cancelled,24,July 13,1:00 a.m.,-,Central,GDC,,,,
6083,Systems Outage Cancelled,Cancelled,24,July 14,12:30 a.m.,-,Central,GDC,,,,
7039,Systems Outage Cancelled,Cancelled,24,July 14,2:00 a.m.,-,Central,RDC,,,,
8397,Systems Outage Cancelled,Cancelled,24,July 14,3:00 a.m.,-,Central,GDC,,,,
6018,Systems Outage Cancelled,Cancelled,24,July 15,3:00 a.m.,-,Central,RDC,Third Friday,,,
6024,YMS 1.4 and DB Decoupling,Scheduled,24,July 15,1:00 a.m.,Three hours,Central,RDC,Third Friday,,,
6048,Systems Outage Cancelled,Cancelled,24,July 15,12:00 a.m.,-,Central,RDC,Third Friday,,,
6027,Systems Outage Cancelled,Cancelled,25,July 16,6:00 p.m.,-,Central,RDC,Third Saturday,,,
6060,Systems Outage Cancelled,Cancelled,25,July 16,11:00 p.m.,-,Central,GDC,Third Saturday,,,
6080,Systems Outage Cancelled,Cancelled,25,July 16,10:30 p.m.,-,Central,RDC,Third Saturday,,,
7079,Systems Outage Cancelled,Cancelled,25,July 17,1:30 a.m.,-,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,25,July 18,12:00 a.m.,-,Central,RDC,Third Monday,,,
6062,Systems Outage Cancelled,Cancelled,25,July 18,12:30 a.m.,-,Central,GDC,Third Monday,,,
6084,Systems Outage Cancelled,Cancelled,25,July 18,12:00 a.m.,-,Central,GDC,changed to 3rd Wed ,,,
7010,Systems Outage Cancelled,Cancelled,25,July 18,1:00 a.m.,-,Central,GDC,,,,
7012,Systems Outage Cancelled,Cancelled,25,July 18,11:30 p.m.,-,Central,GDC,,,,
7042,Systems Outage Cancelled,Cancelled,25,July 18,12:00 a.m.,-,Central,IDC,,,,
6042,Systems Outage Cancelled,Cancelled,25,July 19,12:30 a.m.,-,Central,GDC,third Tuesday,,,
6047,Systems Outage Cancelled,Cancelled,25,July 19,10:30 p.m.,-,Central,GDC,Third tuesday,,,
6065,Systems Outage Cancelled,Cancelled,25,July 19,12:30 a.m.,-,Central,GDC,Third Tuesday,,,
6096,Systems Outage Cancelled,Cancelled,25,July 19,11:30 p.m.,-,Central,GDC,,,,
7017,Systems Outage Cancelled,Cancelled,25,July 19,11:00 p.m.,-,Central,GDC,,,,
7021,Systems Outage Cancelled,Cancelled,25,July 19,1:00 a.m.,-,Central,GDC,Third Tuesday,,,
7047,Systems Outage Cancelled,Cancelled,25,July 19,3:00 a.m.,-,Central,GDC,,,,
7084,Systems Outage Cancelled,Cancelled,25,July 19,2:30 a.m.,-,Central,GDC,,,,
6068,YMS 1.4 and DB Decoupling,Scheduled,25,July 20,2:00 a.m.,Three hours,Central,RDC,,,,
6091,Systems Outage Cancelled,Cancelled,25,July 20,12:00 a.m.,-,Central,GDC,,,,
7015,Systems Outage Cancelled,Cancelled,25,July 20,10:00 p.m.,-,Central,GDC,Third Wednesday,,,
7024,Systems Outage Cancelled,Cancelled,25,July 20,11:00 p.m.,-,Central,GDC,,,,
7045,Systems Outage Cancelled,Cancelled,25,July 20,1:00 a.m.,-,Central,RDC,,,,
7095,Systems Outage Cancelled,Cancelled,25,July 20,4:00 a.m.,-,Central,IMP,,,,
6037,Systems Outage Cancelled,Cancelled,25,July 21,2:00 a.m.,-,Central,RDC,Third Thursday,,,
6054,YMS 1.4 and DB Decoupling,Scheduled,25,July 21,1:00 a.m.,Three hours,Central,RDC,Third Thirsday,,,
7030,Systems Outage Cancelled,Cancelled,25,July 21,12:00 a.m.,-,Central,GDC,,,,
6036,Systems Outage Cancelled,Cancelled,26,July 23,6:00 p.m.,-,Central,RDC,Fourth Saturday,,,
7067,Systems Outage Cancelled,Cancelled,26,July 23,12:30 a.m.,-,Central,IDC,,,,
6097,GLS 22.6,Scheduled,26,July 24,11:00 p.m.,Three hours,Central,GDC,,,,
6023,YMS 1.4 and DB Decoupling,Scheduled,26,July 25,7:00 p.m.,Three hours,Central,RDC,Second Sunday,,,
6030,Systems Outage Cancelled,Cancelled,26,July 25,11:00 p.m.,-,Central,RDC,Fourth Monday,,,
6082,GLS 22.6,Scheduled,26,July 25,12:00 a.m.,Three hours,Central,GDC,,,,
6858,GLS 22.6,Scheduled,26,July 25,11:30 p.m.,Three hours,Central,GDC,,,,
6038,Systems Outage Cancelled,Cancelled,26,July 26,11:00 p.m.,-,Central,RDC,Fourth Tuesday,,,
6056,Systems Outage Cancelled,Cancelled,26,July 26,11:00 p.m.,Three hours,Central,GDC,Fourth Tuesday,,,
6074,GLS 22.6,Scheduled,26,July 26,10:00 a.m.,Three hours,Central,GDC,,,,
7019,GLS 22.6,Scheduled,26,July 26,12:30 a.m.,Three hours,Central,GDC,,,,
6017,Systems Outage Cancelled,Cancelled,26,July 27,12:30 a.m.,-,Central,RDC,Fourth Wednesday,,,
6025,Systems Outage Cancelled,Cancelled,26,July 27,1:00 a.m.,Three hours,Central,RDC,Fourth Wednesday,,,
6071,Systems Outage Cancelled,Cancelled,26,July 27,12:00 a.m.,Three hours,Central,GDC,,,,
6099,GLS 22.6,Scheduled,26,July 27,11:30 p.m.,Three hours,Central,GDC,,,,
6066,Systems Outage Cancelled,Cancelled,26,July 28,1:30 a.m.,-,Central,RDC,Fourth Thursday,,,
6027,Systems Outage Cancelled,Cancelled,27,July 30,8:00 p.m.,-,Central,RDC,Third Saturday,,,
6039,Systems Outage Cancelled,Cancelled,27,August 01,6:00 p.m.,-,Central,RDC,First Monday,,,
6040,Systems Outage Cancelled,Cancelled,27,August 01,11:30 p.m.,-,Central,RDC,First Monday,,,
6043,Systems Outage Cancelled,Cancelled,27,August 01,12:00 a.m.,-,Central,RDC,First Monday,,,
7033,Systems Outage Cancelled,Cancelled,27,August 01,3:00 a.m.,-,Central,RDC,,,,
7036,Systems Outage Cancelled,Cancelled,27,August 02,1:00 a.m.,-,Central,RDC,First Tuesday,,,
7078,Systems Outage Cancelled,Cancelled,27,August 02,2:00 a.m.,-,Central,IMP,,,,
8851,Systems Outage Cancelled,Cancelled,27,August 02,8:00 p.m.,-,Central,GDC,,,,
6016,Systems Outage Cancelled,Cancelled,27,August 03,1:30 a.m.,-,Central,RDC,First Wednesday,,,
6035,Systems Outage Cancelled,Cancelled,27,August 03,1:30 a.m.,-,Central,RDC,First Wednesday,,,
7034,Systems Outage Cancelled,Cancelled,27,August 03,2:00 a.m.,-,Central,RDC,First Wednesday,,,
6012,Systems Outage Cancelled,Cancelled,27,August 04,12:00 a.m.,-,Central,RDC,First Thursday,,,
6031,Systems Outage Cancelled,Cancelled,27,August 04,3:00 a.m.,-,Central,RDC,First Thursday,,,
6061,Systems Outage Cancelled,Cancelled,27,August 04,11:30 p.m.,-,Central,IDC,First Thursday,,,
6019,Systems Outage Cancelled,Cancelled,28,August 06,2:00 a.m.,-,Central,RDC,First Saturday,,,
7026,Systems Outage Cancelled,Cancelled,28,August 06,9:00 p.m.,-,Central,RDC,First Saturday,,,
7014,GLS 22.6,Scheduled,28,August 07,11:00 p.m.,Three hours,Central,GDC,,,,
7038,YMS 2.0 Upgrade,Scheduled,28,August 07,11:00 p.m.,Three hours,Central,RDC,,,,
7039,YMS 2.0 Upgrade,Scheduled,28,August 07,11:00 p.m.,Three hours,Central,RDC,,,,
7055,GLS 22.6,Scheduled,28,August 07,10:30 p.m.,Three hours,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,28,August 08,12:00 a.m.,-,Central,RDC,Third Monday,,,
6021,Systems Outage Cancelled,Cancelled,28,August 08,4:30 a.m.,-,Central,RDC,Second Monday,,,
6069,Systems Outage Cancelled,Cancelled,28,August 08,1:00 a.m.,-,Central,RDC,Second Monday,,,
6072,GLS 22.6,Scheduled,28,August 08,12:30 a.m.,Three hours,Central,GDC,,,,
4027,Systems Outage Cancelled,Cancelled,28,August 09,1:00 a.m.,-,Central,RDC,,,,
6006,Systems Outage Cancelled,Cancelled,28,August 09,12:00 a.m.,-,Central,RDC,second Tuesday,,,
6020,Systems Outage Cancelled,Cancelled,28,August 09,1:00 a.m.,-,Central,RDC,Second Tuesday,,,
6026,Systems Outage Cancelled,Cancelled,28,August 09,3:00 a.m.,-,Central,RDC,Second Tuesday,,,
6057,GLS 22.6,Scheduled,28,August 09,11:00 p.m.,Three hours,Central,GDC,Second Tuesday,,,
6073,GLS 22.6,Scheduled,28,August 09,11:30 p.m.,Three hours,Central,GDC,,,,
6077,GLS 22.6,Scheduled,28,August 09,12:30 a.m.,Three hours,Central,GDC,,,,
7013,GLS 22.6,Scheduled,28,August 09,2:30 a.m.,Three hours,Central,GDC,,,,
7016,Systems Outage Cancelled,Cancelled,28,August 09,12:00 a.m.,-,Central,GDC,,,,
7077,Systems Outage Cancelled,Cancelled,28,August 09,11:00 p.m.,-,Central,GDC,,,,
6059,Systems Outage Cancelled,Cancelled,28,August 10,12:30 a.m.,-,Central,GDC,Second Wednesday,,,
6090,GLS 22.6,Scheduled,28,August 10,2:00 a.m.,Three hours,Central,GDC,,,,
6092,Systems Outage Cancelled,Cancelled,28,August 10,1:00 a.m.,-,Central,RDC,Second Wednesday,,,
7048,GLS 22.6,Scheduled,28,August 10,1:00 a.m.,Three hours,Central,GDC,,,,
6083,GLS 22.6,Scheduled,28,August 11,12:30 a.m.,Three hours,Central,GDC,,,,
8397,GLS 22.6,Scheduled,28,August 11,3:00 a.m.,Three hours,Central,GDC,,,,
6009,Systems Outage Cancelled,Cancelled,28,August 12,12:30 a.m.,-,Central,RDC,Second Friday,,,
6070,Systems Outage Cancelled,Cancelled,29,August 13,1:00 a.m.,-,Central,RDC,Second Saturday,,,
6088,Systems Outage Cancelled,Cancelled,29,August 13,12:30 a.m.,-,Central,,,,,
6010,Systems Outage Cancelled,Cancelled,29,August 14,12:00 a.m.,-,Central,RDC,second Sunday,,,
6023,Systems Outage Cancelled,Cancelled,29,August 14,11:00 p.m.,-,Central,RDC,Second Sunday,,,
6055,Systems Outage Cancelled,Cancelled,29,August 14,11:30 p.m.,-,Central,GDC,Second Sunday,,,
6085,Systems Outage Cancelled,Cancelled,29,August 14,12:30 a.m.,-,Central,GDC,,,,
7023,Systems Outage Cancelled,Cancelled,29,August 14,11:30 p.m.,-,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,29,August 15,12:00 a.m.,-,Central,RDC,Third Monday,,,
6062,GLS 22.6,Scheduled,29,August 15,12:30 a.m.,Three hours,Central,GDC,Third Monday,,,
6084,GLS 22.6,Scheduled,29,August 15,12:00 a.m.,Three hours,Central,GDC,changed to 3rd Wed ,,,
7010,Systems Outage Cancelled,Cancelled,29,August 15,1:00 a.m.,-,Central,GDC,,,,
7042,Systems Outage Cancelled,Cancelled,29,August 15,12:00 a.m.,-,Central,IDC,,,,
6042,GLS 22.6,Scheduled,29,August 16,12:30 a.m.,Three hours,Central,GDC,third Tuesday,,,
6047,GLS 22.6,Scheduled,29,August 16,10:30 p.m.,Three hours,Central,GDC,Third tuesday,,,
6064,Systems Outage Cancelled,Cancelled,29,August 16,12:30 a.m.,-,Central,GDC,Third Tuesday,,,
6065,Systems Outage Cancelled,Cancelled,29,August 16,12:30 a.m.,-,Central,GDC,Third Tuesday,,,
6094,YMS 2.0 Upgrade,Scheduled,29,August 16,11:00 p.m.,Four hours,Central,RDC,,,,
6096,Systems Outage Cancelled,Scheduled,29,August 16,11:30 p.m.,-,Central,GDC,,,,
7017,GLS 22.6,Scheduled,29,August 16,11:00 p.m.,Three hours,Central,GDC,,,,
7021,GLS 22.6,Scheduled,29,August 16,1:00 a.m.,Three hours,Central,GDC,Third Tuesday,,,
7047,Systems Outage Cancelled,Cancelled,29,August 16,2:30 a.m.,-,Central,GDC,,,,
7074,Systems Outage Cancelled,Cancelled,29,August 16,2:00 a.m.,-,Central,EDC,,,,
7078,Systems Outage Cancelled,Cancelled,29,August 16,2:00 a.m.,-,Central,IMP,,,,
7084,GLS 22.6,Scheduled,29,August 16,2:30 a.m.,Three hours,Central,GDC,,,,
6068,Systems Outage Cancelled,Cancelled,29,August 17,2:00 a.m.,-,Central,RDC,,,,
6091,GLS 22.6,Scheduled,29,August 17,12:00 a.m.,Three hours,Central,GDC,,,,
7015,Systems Outage Cancelled,Cancelled,29,August 17,10:00 p.m.,Three hours,Central,GDC,Third Wednesday,,,
7024,Systems Outage Cancelled,Cancelled,29,August 17,11:00 p.m.,Three hours,Central,GDC,,,,
7045,YMS 2.0 Upgrade,Scheduled,29,August 17,2:00 a.m.,Four hours,Central,RDC,,,,
7095,Systems Outage Cancelled,Cancelled,29,August 17,4:00 a.m.,-,Central,IMP,,,,
4013,Systems Outage Cancelled,Cancelled,29,August 18,1:00 a.m.,-,Central,RDC,,,,
6037,Systems Outage Cancelled,Cancelled,29,August 18,2:00 a.m.,-,Central,RDC,Third Thursday,,,
6054,Systems Outage Cancelled,Cancelled,29,August 18,1:00 a.m.,-,Central,RDC,Third Thirsday,,,
7030,Systems Outage Cancelled,Cancelled,29,August 18,12:00 a.m.,-,Central,GDC,,,,
6018,Systems Outage Cancelled,Cancelled,29,August 19,3:00 a.m.,-,Central,RDC,Third Friday,,,
6024,Systems Outage Cancelled,Cancelled,29,August 19,1:00 a.m.,-,Central,RDC,Third Friday,,,
6048,Systems Outage Cancelled,Cancelled,29,August 19,12:00 a.m.,-,Central,RDC,Third Friday,,,
7078,Systems Outage Cancelled,Cancelled,29,August 19,2:00 a.m.,-,Central,IDC,,,,
6027,YMS 1.4 and DB Decoupling,Scheduled,29,August 20,6:00 p.m.,Three hours,Central,RDC,Third Saturday,,,
6060,Systems Outage Cancelled,Scheduled,30,August 20,11:00 p.m.,-,Central,GDC,Third Saturday,,,
6080,Systems Outage Cancelled,Scheduled,30,August 20,10:30 p.m.,-,Central,RDC,Third Saturday,,,
6095,Systems Outage Cancelled,Cancelled,30,August 21,11:00 p.m.,-,Central,GDC,,,,
6097,Systems Outage Cancelled,Cancelled,30,August 21,11:00 p.m.,-,Central,GDC,,,,
6030,Systems Outage Cancelled,Scheduled,30,August 22,11:00 p.m.,-,Central,RDC,Fourth Monday,,,
6082,Systems Outage Cancelled,Scheduled,30,August 22,12:30 a.m.,-,Central,GDC,,,,
6858,Systems Outage Cancelled,Cancelled,30,August 22,11:30 p.m.,-,Central,GDC,,,,
7012,Systems Outage Cancelled,Cancelled,30,August 22,11:30 p.m.,-,Central,GDC,,,,
7018,Systems Outage Cancelled,Cancelled,30,August 22,12:00 a.m.,-,Central,GDC,,,,
6038,Systems Outage Cancelled,Scheduled,30,August 23,11:00 p.m.,-,Central,RDC,Fourth Tuesday,,,
6056,Systems Outage Cancelled,Cancelled,30,August 23,11:00 p.m.,-,Central,GDC,Fourth Tuesday,,,
6074,Systems Outage Cancelled,Cancelled,30,August 23,10:00 a.m.,-,Central,GDC,,,,
7019,Systems Outage Cancelled,Cancelled,30,August 23,12:30 a.m.,-,Central,GDC,,,,
6017,Systems Outage Cancelled,Cancelled,30,August 24,12:30 a.m.,-,Central,RDC,Fourth Wednesday,,,
6025,YMS 1.4 and DB Decoupling,Scheduled,30,August 24,1:00 a.m.,Three hours,Central,RDC,Fourth Wednesday,,,
6071,Systems Outage Cancelled,Cancelled,30,August 24,12:00 a.m.,-,Central,GDC,,,,
6099,Systems Outage Cancelled,Cancelled,30,August 24,11:30 p.m.,-,Central,GDC,,,,
6066,Systems Outage Cancelled,Cancelled,30,August 25,1:30 a.m.,-,Central,RDC,Fourth Thursday,,,
6036,Systems Outage Cancelled,Cancelled,31,August 27,6:00 p.m.,-,Central,RDC,Fourth Saturday,,,
7067,Systems Outage Cancelled,Cancelled,31,August 27,12:30 a.m.,-,Central,IDC,,,,
7079,Systems Outage Cancelled,Cancelled,31,August 28,1:30 a.m.,-,Central,GDC,,,,
6012,Systems Outage Cancelled,Cancelled,31,September 01,12:00 a.m.,-,Central,RDC,First Thursday,,,
6031,Systems Outage Cancelled,Cancelled,31,September 01,3:00 a.m.,-,Central,RDC,First Thursday,,,
6061,Systems Outage Cancelled,Cancelled,31,September 01,11:30 p.m.,-,Central,IDC,First Thursday,,,
7033,Systems Outage Cancelled,Cancelled,31,September 02,3:00 a.m.,-,Central,RDC,,,,
6019,Systems Outage Cancelled,Cancelled,32,September 03,2:00 a.m.,-,Central,RDC,First Saturday,,,
7018,Systems Outage Cancelled,Cancelled,32,September 03,12:00 a.m.,-,Central,GDC,,,,
7026,Systems Outage Cancelled,Cancelled,32,September 03,9:00 p.m.,-,Central,RDC,First Saturday,,,
7014,Systems Outage Cancelled,Cancelled,32,September 04,11:00 p.m.,-,Central,GDC,,,,
7035,Systems Outage Cancelled,Cancelled,32,September 04,12:30 a.m.,-,Central,RDC,First Sunday,,,
7055,Systems Outage Cancelled,Cancelled,32,September 04,10:30 p.m.,-,Central,GDC,,,,
6039,Systems Outage Cancelled,Cancelled,32,September 05,6:00 p.m.,-,Central,RDC,First Monday,,,
6040,Systems Outage Cancelled,Cancelled,32,September 05,11:30 p.m.,-,Central,RDC,First Monday,,,
6043,Systems Outage Cancelled,Cancelled,32,September 05,12:00 a.m.,-,Central,RDC,First Monday,,,
7036,Systems Outage Cancelled,Cancelled,32,September 06,1:00 a.m.,-,Central,RDC,First Tuesday,,,
7038,Systems Outage Cancelled,Cancelled,32,September 06,12:30 a.m.,-,Central,RDC,,,,
7078,Systems Outage Cancelled,Cancelled,32,September 06,2:00 a.m.,-,Central,IMP,,,,
8851,Systems Outage Cancelled,Cancelled,32,September 06,8:00 p.m.,-,Central,GDC,,,,
6016,Systems Outage Cancelled,Cancelled,32,September 07,1:30 a.m.,-,Central,RDC,First Wednesday,,,
6035,Systems Outage Cancelled,Cancelled,32,September 07,1:30 a.m.,-,Central,RDC,First Wednesday,,,
6090,Systems Outage Cancelled,Cancelled,32,September 07,2:00 a.m.,-,Central,GDC,,,,
7034,Systems Outage Cancelled,Cancelled,32,September 07,2:00 a.m.,-,Central,RDC,First Wednesday,,,
7048,Systems Outage Cancelled,Cancelled,32,September 07,1:00 a.m.,-,Central,GDC,,,,
6083,Systems Outage Cancelled,Cancelled,32,September 08,12:30 a.m.,-,Central,GDC,,,,
7039,Systems Outage Cancelled,Cancelled,32,September 08,2:00 a.m.,-,Central,RDC,,,,
8397,Systems Outage Cancelled,Cancelled,32,September 08,4:00 a.m.,-,Central,GDC,,,,
6009,Systems Outage Cancelled,Cancelled,32,September 09,12:30 a.m.,-,Central,RDC,Second Friday,,,
6094,Systems Outage Cancelled,Cancelled,32,September 09,1:00 a.m.,-,Central,RDC,,,,
6070,Systems Outage Cancelled,Cancelled,33,September 10,1:00 a.m.,-,Central,RDC,Second Saturday,,,
6088,Systems Outage Cancelled,Cancelled,33,September 10,12:30 a.m.,-,Central,,,,,
6023,Systems Outage Cancelled,Cancelled,33,September 11,11:00 p.m.,-,Central,RDC,Second Sunday,,,
6055,Systems Outage Cancelled,Cancelled,33,September 11,11:30 p.m.,-,Central,GDC,Second Sunday,,,
6085,Systems Outage Cancelled,Cancelled,33,September 11,12:30 a.m.,-,Central,GDC,,,,
6095,Systems Outage Cancelled,Cancelled,33,September 11,11:00 p.m.,-,Central,GDC,,,,
7023,Systems Outage Cancelled,Cancelled,33,September 11,11:30 p.m.,-,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,33,September 12,12:00 a.m.,-,Central,RDC,Third Monday,,,
6021,Systems Outage Cancelled,Cancelled,33,September 12,4:30 a.m.,-,Central,RDC,Second Monday,,,
6069,Systems Outage Cancelled,Cancelled,33,September 12,1:00 a.m.,-,Central,RDC,Second Monday,,,
6072,Systems Outage Cancelled,Cancelled,33,September 12,12:30 a.m.,-,Central,GDC,,,,
7016,Systems Outage Cancelled,Cancelled,33,September 12,11:30 p.m.,-,Central,GDC,,,,
6006,YMS 1.4 and DB Decoupling,Scheduled,33,September 13,12:00 a.m.,Three hours,Central,RDC,second Tuesday,,,
6020,Systems Outage Cancelled,Cancelled,33,September 13,1:00 a.m.,-,Central,RDC,Second Tuesday,,,
6026,Systems Outage Cancelled,Cancelled,33,September 13,3:00 a.m.,-,Central,RDC,Second Tuesday,,,
6057,Systems Outage Cancelled,Cancelled,33,September 13,11:00 p.m.,-,Central,GDC,Second Tuesday,,,
6065,Systems Outage Cancelled,Cancelled,33,September 13,12:30 a.m.,-,Central,GDC,Third Tuesday,,,
6073,Systems Outage Cancelled,Cancelled,33,September 13,11:30 p.m.,-,Central,GDC,,,,
6077,Systems Outage Cancelled,Cancelled,33,September 13,12:30 a.m.,-,Central,GDC,,,,
7013,Systems Outage Cancelled,Cancelled,33,September 13,2:30 a.m.,-,Central,GDC,,,,
7077,Systems Outage Cancelled,Cancelled,33,September 13,11:00 p.m.,-,Central,GDC,,,,
6010,YMS 1.4 and DB Decoupling,Scheduled,33,September 14,12:30 a.m.,Three hours,Central,RDC,second Sunday,,,
6059,Systems Outage Cancelled,Cancelled,33,September 14,12:30 a.m.,-,Central,GDC,Second Wednesday,,,
6092,Systems Outage Cancelled,Cancelled,33,September 14,1:00 a.m.,-,Central,RDC,Second Wednesday,,,
6037,Systems Outage Cancelled,Cancelled,33,September 15,2:00 a.m.,-,Central,RDC,Third Thursday,,,
6054,Systems Outage Cancelled,Cancelled,33,September 15,1:00 a.m.,-,Central,RDC,Third Thirsday,,,
7030,Systems Outage Cancelled,Cancelled,33,September 15,12:00 a.m.,-,Central,GDC,,,,
6018,Systems Outage Cancelled,Cancelled,33,September 16,3:00 a.m.,-,Central,RDC,Third Friday,,,
6024,Systems Outage Cancelled,Cancelled,33,September 16,1:00 a.m.,-,Central,RDC,Third Friday,,,
6048,Systems Outage Cancelled,Cancelled,33,September 16,12:00 a.m.,-,Central,RDC,Third Friday,,,
4154,Systems Outage Cancelled,Cancelled,34,September 17,9:00 p.m.,-,Central,GDC,,,,
6027,Systems Outage Cancelled,Cancelled,34,September 17,6:00 p.m.,-,Central,RDC,Third Saturday,,,
6060,Systems Outage Cancelled,Cancelled,34,September 17,11:00 p.m.,-,Central,GDC,Third Saturday,,,
6080,Systems Outage Cancelled,Cancelled,34,September 17,10:30 p.m.,-,Central,RDC,Third Saturday,,,
7079,Systems Outage Cancelled,Cancelled,34,September 18,1:30 a.m.,-,Central,GDC,,,,
6011,Systems Outage Cancelled,Cancelled,34,September 19,12:00 a.m.,-,Central,RDC,Third Monday,,,
6062,Systems Outage Cancelled,Cancelled,34,September 19,12:30 a.m.,-,Central,GDC,Third Monday,,,
6084,Systems Outage Cancelled,Cancelled,34,September 19,12:00 a.m.,-,Central,GDC,changed to 3rd Wed ,,,
6096,Systems Outage Cancelled,Cancelled,34,September 19,11:30 p.m.,-,Central,GDC,,,,
7010,Systems Outage Cancelled,Cancelled,34,September 19,1:00 a.m.,-,Central,GDC,,,,
7012,Systems Outage Cancelled,Cancelled,34,September 19,11:30 p.m.,-,Central,GDC,,,,
7042,Systems Outage Cancelled,Cancelled,34,September 19,12:00 a.m.,-,Central,IDC,,,,
6042,Systems Outage Cancelled,Cancelled,34,September 20,12:30 a.m.,-,Central,GDC,third Tuesday,,,
6064,Systems Outage Cancelled,Cancelled,34,September 20,12:30 a.m.,-,Central,GDC,Third Tuesday,,,
7017,Systems Outage Cancelled,Cancelled,34,September 20,11:00 p.m.,-,Central,GDC,,,,
7021,Systems Outage Cancelled,Cancelled,34,September 20,1:00 a.m.,-,Central,GDC,Third Tuesday,,,
7047,Systems Outage Cancelled,Cancelled,34,September 20,3:00 a.m.,-,Central,GDC,,,,
7084,Systems Outage Cancelled,Cancelled,34,September 20,2:30 a.m.,-,Central,GDC,,,,
6047,Systems Outage Cancelled,Cancelled,34,September 21,10:30 p.m.,-,Central,GDC,Third tuesday,,,
6068,Systems Outage Cancelled,Cancelled,34,September 21,2:00 a.m.,-,Central,RDC,,,,
6091,Systems Outage Cancelled,Cancelled,34,September 21,12:00 a.m.,-,Central,GDC,,,,
7015,Systems Outage Cancelled,Cancelled,34,September 21,10:00 p.m.,-,Central,GDC,Third Wednesday,,,
7024,Systems Outage Cancelled,Cancelled,34,September 21,11:00 p.m.,-,Central,GDC,,,,
7045,Systems Outage Cancelled,Cancelled,34,September 21,1:00 a.m.,-,Central,RDC,,,,
7095,Systems Outage Cancelled,Cancelled,34,September 21,4:00 a.m.,-,Central,IMP,,,,
6066,Systems Outage Cancelled,Cancelled,34,September 22,1:30 a.m.,-,Central,RDC,Fourth Thursday,,,
6036,Systems Outage Cancelled,Cancelled,35,September 24,6:00 p.m.,-,Central,RDC,Fourth Saturday,,,
7067,Systems Outage Cancelled,Cancelled,35,September 24,12:30 a.m.,-,Central,IDC,,,,
6097,GLS 22.8,Scheduled,35,September 25,11:00 p.m.,Three hours,Central,GDC,,,,
6030,Systems Outage Cancelled,Cancelled,35,September 26,11:00 p.m.,-,Central,RDC,Fourth Monday,,,
6858,Systems Outage Cancelled,Cancelled,35,September 26,11:30 p.m.,-,Central,GDC,,,,
6038,Systems Outage Cancelled,Cancelled,35,September 27,11:00 p.m.,-,Central,RDC,Fourth Tuesday,,,
6056,Systems Outage Cancelled,Cancelled,35,September 27,11:00 p.m.,-,Central,GDC,Fourth Tuesday,,,
6074,Systems Outage Cancelled,Cancelled,35,September 27,10:00 a.m.,-,Central,GDC,,,,
7019,Systems Outage Cancelled,Cancelled,35,September 27,12:30 a.m.,-,Central,GDC,,,,
6017,Systems Outage Cancelled,Cancelled,35,September 28,12:30 a.m.,-,Central,RDC,Fourth Wednesday,,,
6025,Systems Outage Cancelled,Cancelled,35,September 28,1:00 a.m.,-,Central,RDC,Fourth Wednesday,,,
6071,Systems Outage Cancelled,Cancelled,35,September 28,12:00 a.m.,-,Central,GDC,,,,
6099,Systems Outage Cancelled,Cancelled,35,September 28,11:30 p.m.,-,Central,GDC,,,,
6019,Systems Outage Cancelled,Cancelled,36,October 01,2:00 a.m.,-,Central,RDC,First Saturday,,,
7026,Systems Outage Cancelled,Cancelled,36,October 01,9:00 p.m.,-,Central,RDC,First Saturday,,,
7014,Systems Outage Cancelled,Cancelled,36,October 02,8:30 p.m.,-,Central,GDC,,,,
7035,Systems Outage Cancelled,Cancelled,36,October 02,12:30 a.m.,-,Central,RDC,First Sunday,,,
7035,Systems Outage Cancelled,Cancelled,36,October 02,12:30 a.m.,-,Central,RDC,First Sunday,,,
7055,Systems Outage Cancelled,Cancelled,36,October 02,10:30 p.m.,-,Central,GDC,,,,
6039,Systems Outage Cancelled,Cancelled,36,October 03,6:00 p.m.,-,Central,RDC,First Monday,,,
6040,Systems Outage Cancelled,Cancelled,36,October 03,11:30 p.m.,-,Central,RDC,First Monday,,,
6043,Systems Outage Cancelled,Cancelled,36,October 03,12:00 a.m.,-,Central,RDC,First Monday,,,
7033,Systems Outage Cancelled,Cancelled,36,October 03,3:00 a.m.,-,Central,RDC,,,,
7036,Systems Outage Cancelled,Cancelled,36,October 04,1:00 a.m.,-,Central,RDC,First Tuesday,,,
