Store,Install Date
702,7/2/2023
709,7/2/2023
802,7/2/2023
879,7/6/2023
905,7/3/2023
1053,7/2/2023
1210,7/2/2023
1259,7/2/2023
1285,7/2/2023
1446,7/2/2023
1450,7/2/2023
1509,7/6/2023
1528,7/2/2023
1625,7/2/2023
1732,7/2/2023
1764,7/2/2023
1908,7/2/2023
2083,7/2/2023
2127,7/2/2023
2223,7/3/2023
2610,7/2/2023
2628,7/2/2023
2638,7/2/2023
2658,7/2/2023
2668,7/2/2023
2714,7/3/2023
2792,7/5/2023
3497,7/2/2023
3857,7/2/2023
4461,7/6/2023
5236,7/2/2023
6931,7/2/2023
