Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status,Status,Trend,Directional Focus ,Max WM WK ID,OTD*,OTP*,Dwell_Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
268,25,1938,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,,84.70%,92%,4.5,82.90%,89.40%,86.00%,80.60%
268,25,5485,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,,85.60%,88%,6,85.60%,86.50%,86.50%,84.70%
269,25,1668,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,91.30%,91%,5.7,99.50%,96.70%,83.70%,90.20%
269,25,1735,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,,88.40%,99%,4.8,90.30%,90.60%,80.90%,90.60%
269,25,4177,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,,86.20%,99%,3.3,86.50%,92.00%,84.40%,83.20%
270,25,5060,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,92.10%,98%,5.4,96.70%,91.20%,92.80%,87.10%
271,25,216,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,,88.90%,91%,8.2,84.50%,85.90%,88.00%,98.80%
275,25,334,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,,93.10%,94%,7,98.30%,100.00%,83.70%,87.20%
275,25,1690,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,,91.90%,93%,7.2,89.50%,91.70%,94.30%,92.80%
275,25,2728,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,,92.40%,92%,5.5,92.40%,92.70%,95.20%,89.40%
275,25,3210,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,,87.30%,93%,5.6,92.30%,91.70%,79.90%,89.80%
275,25,3602,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,95.10%,82%,7.3,89.70%,97.80%,95.60%,96.70%
341,25,256,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,90.50%,89%,5.4,93.80%,90.00%,85.30%,92.60%
482,25,1275,SPARK,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,,85.40%,92%,6.1,75.90%,87.90%,84.60%,95.50%
482,25,1518,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,79.50%,86%,12.2,81.00%,82.00%,72.40%,82.50%
482,25,1557,DOORDASH,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,87.50%,88%,10.7,84.00%,81.50%,89.10%,94.10%
482,25,1557,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,88.10%,87%,6.3,88.40%,82.20%,91.20%,90.70%
482,25,2786,DOORDASH,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,93.50%,88%,7.3,96.90%,89.40%,92.70%,95.10%
482,25,3781,DOORDASH,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,80.60%,69%,19.1,75.90%,66.70%,89.90%,88.90%
482,25,3781,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,79.50%,68%,9.6,81.20%,67.20%,87.70%,81.50%
494,59,4053,DOORDASH,Scheduled Standard Delivery,22,Executive Review,Degrading,Store Focus,,78.90%,78%,16.5,87.00%,77.00%,73.20%,78.20%
494,59,5767,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,,92.10%,91%,8,100.00%,92.30%,94.00%,88.40%
494,59,5804,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,,77.40%,72%,11.5,85.20%,91.50%,65.80%,65.40%
494,59,6390,SPARK,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,,83.20%,76%,12.3,83.30%,84.70%,85.20%,80.40%
494,59,6390,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,,42.90%,77%,14.4,8.30%,50.40%,37.70%,37.80%
495,59,3110,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,,89.10%,96%,5.3,85.40%,90.20%,92.20%,88.60%
495,59,3166,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Store Focus,,76.50%,80%,8.7,74.90%,73.60%,79.80%,78.00%
495,59,5645,DOORDASH,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,,76.80%,85%,5.9,82.80%,73.30%,71.80%,78.80%
495,59,5645,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,,79.70%,87%,5.1,81.70%,78.00%,74.30%,84.80%
495,59,5646,SPARK,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Store Focus,,91.80%,89%,9.8,92.90%,93.10%,93.60%,88.60%
495,59,5646,SPARK,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,,65.70%,79%,4.8,64.40%,67.30%,73.80%,57.80%
580,25,1676,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,,81.70%,98%,7.4,70.60%,85.30%,87.80%,76.50%
580,25,1783,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,,86.20%,95%,7.7,82.60%,85.00%,88.90%,88.50%
165,22,2108,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Recovering,Store Focus,,83.00%,87%,8.7,92.90%,87.20%,73.30%,85.50%
165,22,2108,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Store Focus,,86.70%,85%,7.2,87.80%,94.40%,84.30%,80.50%
165,22,3422,UBER,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,,86.60%,96%,7.8,90.60%,88.80%,85.30%,81.60%
166,22,2141,DOORDASH,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Store Focus,,81.50%,90%,12,72.10%,82.70%,87.90%,77.00%
166,22,2141,DOORDASH,Scheduled Standard Delivery,29,Executive Review,Degrading,Store Focus,,65.70%,76%,11.6,52.50%,71.20%,73.30%,62.10%
166,22,2830,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Degrading,Store Focus,,79.20%,76%,9.7,72.70%,75.10%,73.40%,89.60%
166,22,5891,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,,70.30%,82%,10.1,82.30%,67.50%,57.10%,72.40%
167,22,3541,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,,88.80%,89%,7.1,89.10%,88.40%,86.60%,91.10%
167,22,5881,DOORDASH,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Store Focus,,89.80%,85%,6.5,90.50%,90.60%,84.80%,92.50%
168,22,2252,DOORDASH,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Store Focus,,87.10%,89%,9.2,92.50%,87.40%,81.10%,88.50%
168,22,2641,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Recovering,Driver Supply Focus,,91.90%,89%,7.6,93.50%,95.10%,84.90%,93.70%
170,22,2445,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,,84.90%,90%,8.1,88.40%,86.70%,74.60%,88.00%
170,22,5012,DOORDASH,Scheduled Standard Delivery,30,Executive Review,Degrading,Store Focus,,82.40%,92%,12.9,86.00%,82.30%,83.10%,79.20%
178,22,2195,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,,91.70%,99%,4.4,93.80%,91.50%,92.90%,88.60%
178,22,3236,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,92.10%,97%,5.3,94.30%,90.30%,89.30%,93.90%
231,22,2059,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,,89.20%,97%,5.6,88.20%,93.50%,86.00%,88.30%
231,22,2502,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,,93.80%,95%,4.3,96.40%,94.20%,89.90%,94.50%
231,22,3228,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,90.50%,87%,7.4,89.30%,93.30%,87.40%,92.00%
231,22,5241,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,91.70%,84%,5.7,87.30%,90.60%,90.00%,96.00%
232,22,2255,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,,81.20%,70%,9,96.00%,80.80%,69.60%,77.00%
232,22,2481,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,,83.90%,91%,12.2,74.50%,87.20%,79.20%,94.60%
232,22,3634,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Degrading,Driver Supply Focus,,80.60%,95%,8.1,84.60%,85.70%,68.80%,78.30%
233,22,5795,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,,90.50%,95%,7,95.70%,85.60%,86.00%,94.00%
237,22,4348,POINTPICKUP,Scheduled Express Delivery ,18,Executive Review,Degrading,Driver Supply Focus,,82.50%,96%,5.7,80.00%,91.70%,100.00%,73.30%
558,22,2871,SPARK,Scheduled Standard Delivery,25,Executive Review,Degrading,Store Focus,,74.00%,67%,7.9,79.30%,67.30%,75.00%,73.50%
558,22,2871,UBER,Scheduled Standard Delivery,44,Executive Review,Degrading,Store Focus,,69.90%,68%,12.7,75.30%,68.80%,73.60%,62.20%
558,22,4456,UBER,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,,80.70%,78%,10.7,90.50%,88.70%,68.30%,76.10%
558,22,5944,UBER,Scheduled Standard Delivery,33,Executive Review,Degrading,Store Focus,,83.50%,83%,10.3,87.20%,84.50%,83.40%,78.70%
280,75,1674,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,,89.70%,77%,6.9,93.20%,90.40%,83.30%,91.40%
281,75,2045,DOORDASH,Scheduled Standard Delivery,7,Executive Review,Recovering,Driver Supply Focus,,89.00%,94%,7.6,94.10%,86.80%,80.90%,93.50%
281,75,2045,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,,86.10%,94%,7,89.30%,91.20%,80.00%,84.50%
281,75,2577,DOORDASH,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,84.40%,78%,9.3,88.20%,90.60%,73.30%,85.40%
281,75,2577,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,84.20%,79%,8.1,80.20%,85.30%,82.70%,90.00%
281,75,3489,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,72.10%,78%,6,78.00%,69.30%,59.50%,79.00%
281,75,3489,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,84.40%,75%,9.1,81.50%,89.40%,79.90%,87.00%
281,75,3780,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,,82.80%,93%,6.9,85.60%,84.20%,73.20%,89.10%
282,75,1875,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,,86.20%,89%,5.8,91.70%,84.90%,85.10%,82.00%
282,75,2279,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,87.10%,83%,7.4,87.20%,85.50%,88.40%,86.90%
282,75,2279,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,79.50%,87%,5.2,80.20%,81.80%,76.60%,79.20%
282,75,2435,POINTPICKUP,Scheduled Express Delivery ,15,Executive Review,Degrading,Store Focus,,54.50%,87%,9,60.00%,60.00%,0.00%,75.00%
282,75,5382,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Store Focus,,89.50%,74%,7.3,87.80%,90.70%,90.90%,88.80%
283,75,2357,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,-,Store Focus,,54.80%,78%,14.2,,77.80%,63.60%,27.30%
283,75,2357,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,84.70%,77%,8.3,77.00%,83.20%,86.10%,92.50%
284,75,1736,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,84.50%,75%,8.7,82.30%,88.10%,89.30%,78.40%
284,75,1736,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,93.10%,74%,8,98.10%,96.60%,85.20%,93.30%
284,75,1741,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,86.60%,57%,10.2,85.10%,85.20%,87.30%,89.10%
284,75,1860,UBER,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,,82.10%,71%,12,83.60%,83.60%,80.00%,80.50%
284,75,1860,UBER,Scheduled Standard Delivery,26,Executive Review,Degrading,Store Focus,,48.20%,58%,10.5,57.70%,56.40%,37.20%,34.00%
284,75,3802,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,88.30%,78%,9,89.60%,91.30%,83.10%,89.60%
284,75,5450,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,79.80%,76%,9,87.00%,82.30%,72.50%,78.00%
285,75,3843,POINTPICKUP,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Driver Supply Focus,,87.20%,91%,5.9,100.00%,90.00%,50.00%,90.00%
286,75,3344,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Store Focus,,89.20%,86%,12.4,96.70%,89.80%,75.90%,93.90%
287,75,1523,POINTPICKUP,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,,86.40%,97%,6,88.40%,85.80%,85.50%,86.40%
287,75,1525,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Degrading,Store Focus,,83.80%,77%,7.5,86.80%,79.50%,86.60%,82.60%
287,75,7032,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,,83.60%,95%,5.4,85.80%,86.50%,81.20%,80.60%
290,75,1424,POINTPICKUP,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,,81.70%,88%,10.5,83.70%,84.60%,83.90%,73.70%
290,75,1424,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,84.60%,87%,8.6,86.30%,86.10%,83.70%,82.30%
290,75,1524,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,79.90%,74%,13.3,84.80%,84.70%,81.60%,74.30%
290,75,1969,POINTPICKUP,Scheduled Standard Delivery,18,Executive Review,Degrading,Store Focus,,83.00%,65%,10.1,89.60%,82.70%,74.10%,87.90%
290,75,2160,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,,86.50%,86%,8.7,91.10%,88.70%,86.80%,82.00%
290,75,2160,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,,91.30%,89%,7.5,92.30%,92.90%,85.10%,94.30%
290,75,4476,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,74.30%,68%,15.4,81.80%,54.40%,79.90%,78.10%
290,75,5847,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Store Focus,,87.10%,77%,10.7,83.20%,90.70%,89.00%,85.30%
291,75,1852,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,,86.50%,98%,6.9,80.00%,94.00%,77.40%,91.50%
291,75,2136,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Recovering,Store Focus,,92.90%,95%,11.1,91.70%,88.90%,89.70%,100.00%
291,75,3588,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,76.50%,97%,10.5,68.80%,76.90%,78.90%,80.00%
291,75,4638,POINTPICKUP,Scheduled Express Delivery ,3,Active Monitoring,Recovering,Driver Supply Focus,,91.90%,89%,8.5,94.40%,87.50%,91.30%,95.20%
291,75,4638,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,,82.50%,92%,5,84.00%,82.10%,82.30%,82.10%
292,75,2038,DOORDASH,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,,86.40%,90%,8.6,85.60%,85.00%,87.30%,90.00%
293,75,2412,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,89.20%,86%,6.5,89.00%,94.30%,83.20%,89.60%
293,75,2412,SPARK,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,,88.50%,85%,7.1,91.50%,86.20%,83.50%,92.20%
293,75,3720,DOORDASH,Scheduled Express Delivery ,1,Active Monitoring,Degrading,Store Focus,,85.50%,90%,10.2,77.10%,93.70%,86.10%,86.20%
293,75,3720,DOORDASH,Scheduled Standard Delivery,14,Executive Review,-,Driver Supply Focus,,81.90%,89%,5.7,,85.40%,81.70%,79.20%
293,75,3720,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,,77.90%,94%,4.6,81.40%,79.00%,73.80%,74.20%
293,75,3804,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,,87.30%,88%,11.2,92.00%,85.60%,85.10%,87.10%
293,75,3804,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,,81.60%,90%,7.2,81.60%,85.20%,77.90%,81.50%
312,75,1292,POINTPICKUP,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,,82.10%,96%,7.7,82.60%,73.90%,80.60%,92.90%
312,75,1652,POINTPICKUP,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,,92.30%,91%,5.1,95.50%,94.10%,87.60%,92.50%
314,75,1486,POINTPICKUP,Scheduled Express Delivery ,22,Executive Review,Degrading,Store Focus,,85.70%,78%,14.1,78.90%,100.00%,78.60%,85.70%
314,75,1486,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,81.90%,84%,10.7,75.80%,88.00%,82.40%,80.00%
314,75,2705,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Degrading,Driver Supply Focus,,82.80%,88%,5.1,80.00%,85.20%,74.30%,87.50%
315,75,1344,POINTPICKUP,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,76.90%,62%,8.6,75.40%,71.80%,73.60%,86.20%
315,75,1780,POINTPICKUP,Scheduled Standard Delivery,11,Executive Review,Recovering,Store Focus,,89.00%,83%,6.1,92.50%,92.90%,87.70%,85.80%
315,75,1780,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,,83.30%,90%,5.4,81.70%,81.20%,81.00%,90.10%
315,75,2565,DOORDASH,Scheduled Standard Delivery,13,Executive Review,Degrading,Store Focus,,86.50%,87%,9.8,89.20%,92.40%,77.50%,87.90%
315,75,2807,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Store Focus,,93.40%,83%,6.2,96.20%,94.80%,93.10%,89.80%
315,75,4697,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Store Focus,,93.30%,87%,5.9,96.90%,95.40%,89.30%,92.20%
320,75,1714,DOORDASH,Scheduled Standard Delivery,15,Executive Review,Recovering,Store Focus,,89.50%,83%,5.8,95.70%,94.60%,86.40%,80.20%
320,75,2083,POINTPICKUP,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,,82.00%,92%,5.6,81.90%,85.20%,78.40%,81.90%
320,75,3215,POINTPICKUP,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,,87.00%,96%,4.3,90.30%,90.30%,79.70%,86.90%
320,75,3215,SPARK,Scheduled Standard Delivery,24,Executive Review,Degrading,Driver Supply Focus,,74.90%,95%,4.5,64.10%,77.60%,73.90%,86.30%
502,59,3885,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Store Focus,,85.70%,72%,12.2,79.60%,87.90%,91.50%,83.10%
502,59,6798,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Store Focus,,61.90%,57%,14.7,85.00%,47.50%,62.10%,48.60%
502,59,7174,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,,92.70%,90%,5.7,96.70%,97.90%,91.40%,85.20%
412,52,1545,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,,92.30%,93%,5.5,95.50%,100.00%,100.00%,85.30%
412,52,5806,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Recovering,Driver Supply Focus,,93.20%,98%,3.9,95.40%,98.10%,97.70%,83.00%
413,52,1764,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Store Focus,,89.10%,79%,7.2,96.80%,95.90%,78.00%,85.30%
414,52,892,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,,91.00%,90%,6.3,91.30%,98.20%,90.50%,85.60%
415,52,753,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,,93.60%,98%,4.5,98.90%,95.20%,92.20%,83.70%
415,52,1496,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,,94.40%,96%,4.3,96.30%,97.70%,96.20%,86.30%
415,52,2004,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,,88.00%,95%,4.9,94.50%,93.00%,73.20%,83.80%
418,52,5115,SPARK,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,86.70%,92%,5.4,91.20%,89.70%,82.60%,83.10%
421,52,1473,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Store Focus,,89.60%,79%,7.3,97.10%,90.40%,90.40%,84.60%
422,52,1864,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Store Focus,,92.40%,87%,5.7,91.10%,95.90%,88.00%,100.00%
422,52,2643,DOORDASH,Scheduled Standard Delivery,10,Executive Review,Recovering,Store Focus,,92.00%,83%,7.5,92.20%,94.90%,88.30%,92.90%
422,52,2882,DOORDASH,Scheduled Standard Delivery,5,At Risk,Degrading,Store Focus,,86.80%,70%,12.2,86.10%,87.50%,83.90%,89.20%
422,52,2882,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,85.40%,76%,8.2,80.90%,93.90%,70.60%,88.60%
422,52,3404,DOORDASH,Scheduled Standard Delivery,16,Executive Review,Degrading,Store Focus,,84.80%,79%,9.4,86.10%,89.10%,87.60%,74.80%
422,52,3404,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,77.60%,87%,7.3,76.70%,87.40%,74.50%,71.10%
422,52,5625,DOORDASH,Scheduled Standard Delivery,12,Executive Review,Recovering,Store Focus,,84.50%,82%,10.3,93.40%,91.90%,76.30%,82.50%
423,52,1472,POINTPICKUP,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,,93.40%,96%,4.7,93.90%,93.30%,96.80%,89.90%
423,52,1855,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,,88.40%,95%,4.4,91.50%,91.40%,84.30%,86.50%
423,52,2198,SPARK,Scheduled Standard Delivery,20,Executive Review,Degrading,Store Focus,,87.00%,86%,5.7,89.70%,88.70%,86.30%,84.80%
423,52,2642,DOORDASH,Scheduled Express Delivery ,1,Active Monitoring,Recovering,Store Focus,,94.20%,88%,8.4,97.50%,95.30%,93.90%,89.50%
423,52,2642,DOORDASH,Scheduled Standard Delivery,8,Executive Review,Recovering,Store Focus,,90.00%,83%,7.4,91.90%,93.40%,85.50%,90.00%
423,52,3364,DOORDASH,Scheduled Standard Delivery,4,At Risk,Recovering,Store Focus,,88.20%,78%,10.3,96.20%,91.40%,81.70%,86.20%
423,52,3364,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Store Focus,,85.80%,78%,7.6,89.40%,91.50%,76.80%,85.70%
424,52,1577,POINTPICKUP,Scheduled Express Delivery ,8,Executive Review,Degrading,Store Focus,,84.70%,82%,6.3,88.20%,100.00%,77.80%,72.70%
424,52,2274,POINTPICKUP,Scheduled Standard Delivery,8,Executive Review,Recovering,Driver Supply Focus,,92.70%,97%,3.9,95.60%,94.10%,92.30%,88.70%
426,52,1332,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,89.80%,98%,5.1,98.70%,96.70%,94.20%,79.40%
426,52,1361,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,,94.40%,95%,6.9,96.60%,98.20%,94.30%,89.00%
29,4,728,DOORDASH,Scheduled Standard Delivery,11,Executive Review,Degrading,Store Focus,,85.80%,85%,7.9,82.00%,86.10%,90.30%,84.00%
29,4,2832,POINTPICKUP,Scheduled Express Delivery ,2,Active Monitoring,Degrading,Driver Supply Focus,,75.00%,95%,7.6,70.00%,88.20%,80.00%,60.00%
29,4,2832,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,Degrading,Store Focus,,75.20%,81%,8.3,80.90%,69.90%,77.00%,74.00%
29,4,7181,POINTPICKUP,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,80.00%,72%,9.7,86.50%,77.90%,77.30%,79.40%
36,4,628,UBER,Scheduled Standard Delivery,36,Executive Review,Recovering,Store Focus,,83.00%,77%,10.3,92.30%,92.40%,75.60%,82.20%
36,4,1037,UBER,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,90.60%,95%,9.4,90.80%,92.20%,88.60%,90.60%
36,4,1748,UBER,Scheduled Standard Delivery,40,Executive Review,Degrading,Store Focus,,80.70%,79%,11.8,83.60%,71.40%,78.90%,88.80%
36,4,2348,UBER,Scheduled Standard Delivery,27,Executive Review,Degrading,Store Focus,,79.00%,67%,9.7,79.80%,78.50%,75.20%,82.50%
36,4,3367,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Store Focus,,79.00%,87%,12.3,87.60%,86.70%,72.40%,71.90%
38,4,2703,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,89.50%,83%,6.6,92.30%,91.70%,79.60%,94.20%
124,4,1694,POINTPICKUP,Scheduled Express Delivery ,4,At Risk,Degrading,Driver Supply Focus,,75.20%,95%,6.1,89.80%,68.30%,64.70%,73.00%
304,4,1131,POINTPICKUP,Scheduled Express Delivery ,6,At Risk,Degrading,Driver Supply Focus,,68.40%,100%,5.2,71.40%,66.70%,66.70%,66.70%
305,4,1464,UBER,Scheduled Standard Delivery,9,Executive Review,Recovering,Store Focus,,90.10%,84%,8,91.70%,92.40%,84.70%,91.80%
305,4,4274,POINTPICKUP,Scheduled Express Delivery ,9,Executive Review,Recovering,Driver Supply Focus,,93.40%,92%,7.3,100.00%,82.10%,100.00%,100.00%
306,4,1027,UBER,Scheduled Standard Delivery,4,At Risk,-,Store Focus,,92.00%,93%,20.8,,100.00%,80.00%,90.00%
306,4,1156,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,,89.60%,96%,4.5,92.40%,90.30%,86.40%,88.90%
306,4,3371,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Store Focus,,68.30%,78%,10.9,67.50%,75.10%,65.30%,64.40%
497,59,3638,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Store Focus,,82.00%,76%,11.7,78.20%,89.00%,77.90%,82.60%
497,59,3724,UBER,Scheduled Express Delivery ,3,Active Monitoring,Degrading,Store Focus,,88.50%,80%,22,85.70%,97.20%,80.00%,87.80%
