STORE #,CLUSTER BEFORE,CLUSTER ,Total Bins,Mod Drop for Produce
1239,CLUSTER 3,CLUSTER 3,4,202509
1243,CLUSTER 3,CLUSTER 3,20,202509
1247,CLUSTER 3,CLUSTER 3,20,202509
1254,CLUSTER 3,CLUSTER 3,16,202509
1255,CLUSTER 3,CLUSTER 3,16,202509
1259,CLUSTER 3,CLUSTER 3,16,202509
1260,CLUSTER 3,CLUSTER 3,16,202509
1265,CLUSTER 3,CLUSTER 3,16,202509
1268,CLUSTER 3,CLUSTER 3,14,202509
1270,CLUSTER 3,CLUSTER 3,16,202509
1271,CLUSTER 3,CLUSTER 3,14,202509
1281,CLUSTER 3,CLUSTER 3,16,202509
1283,CLUSTER 3,CLUSTER 3,14,202509
1284,CLUSTER 3,CLUSTER 3,22,202509
1287,CLUSTER 3,CLUSTER 3,22,202509
1288,CLUSTER 3,CLUSTER 3,14,202509
1289,CLUSTER 3,CLUSTER 3,16,202509
1293,CLUSTER 3,CLUSTER 3,16,202509
1294,CLUSTER 3,CLUSTER 3,16,202509
1300,CLUSTER 3,CLUSTER 3,22,202509
1307,CLUSTER 3,CLUSTER 3,22,202509
1311,CLUSTER 3,CLUSTER 3,22,202509
1330,CLUSTER 3,CLUSTER 3,20,202509
1331,CLUSTER 3,CLUSTER 3,20,202509
1341,CLUSTER 3,CLUSTER 3,28,202509
1345,CLUSTER 3,CLUSTER 3,10,202509
1346,CLUSTER 3,CLUSTER 3,24,202509
1351,CLUSTER 3,CLUSTER 3,20,202509
1352,CLUSTER 3,CLUSTER 3,14,202509
1354,CLUSTER 3,CLUSTER 3,16,202509
1358,CLUSTER 3,CLUSTER 3,20,202509
1363,CLUSTER 3,CLUSTER 3,16,202509
1367,CLUSTER 3,CLUSTER 3,24,202509
1368,CLUSTER 3,CLUSTER 3,14,202509
1375,CLUSTER 3,CLUSTER 3,16,202509
1382,CLUSTER 3,CLUSTER 3,16,202509
1400,CLUSTER 3,CLUSTER 3,22,202509
1403,CLUSTER 3,CLUSTER 3,22,202509
1418,CLUSTER 3,CLUSTER 3,22,202509
1422,CLUSTER 3,CLUSTER 3,14,202509
1426,CLUSTER 3,CLUSTER 3,20,202509
1427,CLUSTER 3,CLUSTER 3,16,202509
1429,CLUSTER 3,CLUSTER 3,20,202509
1443,CLUSTER 3,CLUSTER 3,16,202509
1445,CLUSTER 3,CLUSTER 3,14,202509
1462,CLUSTER 3,CLUSTER 3,16,202509
1463,CLUSTER 3,CLUSTER 3,16,202509
1465,CLUSTER 3,CLUSTER 3,16,202509
1468,CLUSTER 3,CLUSTER 3,16,202509
1478,CLUSTER 3,CLUSTER 3,20,202509
1487,CLUSTER 3,CLUSTER 3,20,202509
1493,CLUSTER 3,CLUSTER 3,16,202509
1495,CLUSTER 3,CLUSTER 3,20,202509
1497,CLUSTER 3,CLUSTER 3,20,202509
1502,CLUSTER 3,CLUSTER 3,20,202509
1505,CLUSTER 3,CLUSTER 3,24,202509
1519,CLUSTER 3,CLUSTER 3,16,202509
1527,CLUSTER 3,CLUSTER 3,22,202509
1530,CLUSTER 3,CLUSTER 3,16,202509
1539,CLUSTER 3,CLUSTER 3,20,202509
1547,CLUSTER 3,CLUSTER 3,20,202509
1552,CLUSTER 3,CLUSTER 3,20,202509
1557,CLUSTER 3,CLUSTER 3,24,202509
1558,CLUSTER 3,CLUSTER 3,16,202509
1564,CLUSTER 3,CLUSTER 3,20,202509
1569,CLUSTER 3,CLUSTER 3,16,202509
1579,CLUSTER 3,CLUSTER 3,14,202509
1594,CLUSTER 3,CLUSTER 3,14,202509
1602,CLUSTER 3,CLUSTER 3,16,202509
1603,CLUSTER 3,CLUSTER 3,#N/A,202509
1611,CLUSTER 3,CLUSTER 3,14,202509
1620,CLUSTER 3,CLUSTER 3,16,202509
1622,CLUSTER 3,CLUSTER 3,22,202509
1628,CLUSTER 3,CLUSTER 3,16,202509
1638,CLUSTER 3,CLUSTER 3,14,202509
1641,CLUSTER 3,CLUSTER 3,16,202509
1652,CLUSTER 3,CLUSTER 3,20,202509
1658,CLUSTER 3,CLUSTER 3,14,202509
1661,CLUSTER 3,CLUSTER 3,16,202509
1662,CLUSTER 3,CLUSTER 3,18,202509
1664,CLUSTER 3,CLUSTER 3,22,202509
1674,CLUSTER 3,CLUSTER 3,24,202509
1675,CLUSTER 3,CLUSTER 3,#N/A,202509
1682,CLUSTER 3,CLUSTER 3,16,202509
1687,CLUSTER 3,CLUSTER 3,24,202509
1690,CLUSTER 3,CLUSTER 3,24,202509
1710,CLUSTER 3,CLUSTER 3,16,202509
1719,CLUSTER 3,CLUSTER 3,16,202509
1720,CLUSTER 3,CLUSTER 3,22,202509
1728,CLUSTER 3,CLUSTER 3,20,202509
1733,CLUSTER 3,CLUSTER 3,16,202509
1734,CLUSTER 3,CLUSTER 3,24,202509
1740,CLUSTER 3,CLUSTER 3,22,202509
1750,CLUSTER 3,CLUSTER 3,16,202509
1752,CLUSTER 3,CLUSTER 3,16,202509
1761,CLUSTER 3,CLUSTER 3,14,202509
1763,CLUSTER 3,CLUSTER 3,20,202509
1767,CLUSTER 3,CLUSTER 3,22,202509
1804,CLUSTER 3,CLUSTER 3,20,202509
1829,CLUSTER 3,CLUSTER 3,16,202509
1836,CLUSTER 3,CLUSTER 3,20,202509
1863,CLUSTER 3,CLUSTER 3,22,202509
1890,CLUSTER 3,CLUSTER 3,24,202509
1928,CLUSTER 3,CLUSTER 3,14,202509
1934,CLUSTER 3,CLUSTER 3,16,202509
1950,CLUSTER 3,CLUSTER 3,14,202509
1953,CLUSTER 3,CLUSTER 3,16,202509
1961,CLUSTER 3,CLUSTER 3,4,202509
1962,CLUSTER 3,CLUSTER 3,20,202509
2005,CLUSTER 3,CLUSTER 3,20,202509
2010,CLUSTER 3,CLUSTER 3,20,202509
2027,CLUSTER 3,CLUSTER 3,22,202509
2062,CLUSTER 3,CLUSTER 3,16,202509
2080,CLUSTER 3,CLUSTER 3,16,202509
2111,CLUSTER 3,CLUSTER 3,24,202509
2114,CLUSTER 3,CLUSTER 3,16,202509
2149,CLUSTER 3,CLUSTER 3,16,202509
2191,CLUSTER 3,CLUSTER 3,22,202509
2204,CLUSTER 3,CLUSTER 3,20,202509
2209,CLUSTER 3,CLUSTER 3,16,202509
2238,CLUSTER 3,CLUSTER 3,20,202509
2256,CLUSTER 3,CLUSTER 3,16,202509
2265,CLUSTER 3,CLUSTER 3,24,202509
2272,CLUSTER 3,CLUSTER 3,20,202509
2273,CLUSTER 3,CLUSTER 3,16,202509
2276,CLUSTER 3,CLUSTER 3,20,202509
2279,CLUSTER 3,CLUSTER 3,12,202509
2306,CLUSTER 3,CLUSTER 3,20,202509
2328,CLUSTER 3,CLUSTER 3,14,202509
2348,CLUSTER 3,CLUSTER 3,20,202509
2397,CLUSTER 3,CLUSTER 3,18,202509
2400,CLUSTER 3,CLUSTER 3,16,202509
2429,CLUSTER 3,CLUSTER 3,16,202509
2435,CLUSTER 3,CLUSTER 3,22,202509
2441,CLUSTER 3,CLUSTER 3,#N/A,202509
2465,CLUSTER 3,CLUSTER 3,14,202509
2481,CLUSTER 3,CLUSTER 3,16,202509
2491,CLUSTER 3,CLUSTER 3,16,202509
2493,CLUSTER 3,CLUSTER 3,16,202509
2513,CLUSTER 3,CLUSTER 3,16,202509
2514,CLUSTER 3,CLUSTER 3,20,202509
2533,CLUSTER 3,CLUSTER 3,20,202509
2534,CLUSTER 3,CLUSTER 3,16,202509
2544,CLUSTER 3,CLUSTER 3,22,202509
2567,CLUSTER 3,CLUSTER 3,16,202509
2572,CLUSTER 3,CLUSTER 3,4,202509
2575,CLUSTER 3,CLUSTER 3,16,202509
2580,CLUSTER 3,CLUSTER 3,16,202509
2588,CLUSTER 3,CLUSTER 3,22,202509
2605,CLUSTER 3,CLUSTER 3,16,202509
2610,CLUSTER 3,CLUSTER 3,20,202509
2613,CLUSTER 3,CLUSTER 3,4,202509
2630,CLUSTER 3,CLUSTER 3,16,202509
2631,CLUSTER 3,CLUSTER 3,22,202509
2638,CLUSTER 3,CLUSTER 3,16,202509
2644,CLUSTER 3,CLUSTER 3,24,202509
2645,CLUSTER 3,CLUSTER 3,8,202509
2646,CLUSTER 3,CLUSTER 3,4,202509
2665,CLUSTER 3,CLUSTER 3,22,202509
2687,CLUSTER 3,CLUSTER 3,16,202509
2692,CLUSTER 3,CLUSTER 3,20,202509
2703,CLUSTER 3,CLUSTER 3,16,202509
2705,CLUSTER 3,CLUSTER 3,#N/A,202509
2713,CLUSTER 3,CLUSTER 3,20,202509
2715,CLUSTER 3,CLUSTER 3,22,202509
2717,CLUSTER 3,CLUSTER 3,18,202509
2720,CLUSTER 3,CLUSTER 3,22,202509
2723,CLUSTER 3,CLUSTER 3,14,202509
2728,CLUSTER 3,CLUSTER 3,20,202509
2730,CLUSTER 3,CLUSTER 3,#N/A,202509
2732,CLUSTER 3,CLUSTER 3,16,202509
2733,CLUSTER 3,CLUSTER 3,16,202509
2739,CLUSTER 3,CLUSTER 3,14,202509
2743,CLUSTER 3,CLUSTER 3,18,202509
2744,CLUSTER 3,CLUSTER 3,18,202509
2754,CLUSTER 3,CLUSTER 3,22,202509
2755,CLUSTER 3,CLUSTER 3,16,202509
2760,CLUSTER 3,CLUSTER 3,16,202509
2761,CLUSTER 3,CLUSTER 3,14,202509
2762,CLUSTER 3,CLUSTER 3,14,202509
2773,CLUSTER 3,CLUSTER 3,16,202509
2786,CLUSTER 3,CLUSTER 3,22,202509
2792,CLUSTER 3,CLUSTER 3,#N/A,202509
2793,CLUSTER 3,CLUSTER 3,22,202509
2801,CLUSTER 3,CLUSTER 3,16,202509
2805,CLUSTER 3,CLUSTER 3,#N/A,202509
2811,CLUSTER 3,CLUSTER 3,16,202509
2817,CLUSTER 3,CLUSTER 3,18,202509
2822,CLUSTER 3,CLUSTER 3,20,202509
2840,CLUSTER 3,CLUSTER 3,16,202509
2845,CLUSTER 3,CLUSTER 3,16,202509
2846,CLUSTER 3,CLUSTER 3,24,202509
2849,CLUSTER 3,CLUSTER 3,14,202509
2858,CLUSTER 3,CLUSTER 3,16,202509
2872,CLUSTER 3,CLUSTER 3,20,202509
2877,CLUSTER 3,CLUSTER 3,14,202509
2890,CLUSTER 3,CLUSTER 3,16,202509
2908,CLUSTER 3,CLUSTER 3,16,202509
2912,CLUSTER 3,CLUSTER 3,24,202509
2913,CLUSTER 3,CLUSTER 3,20,202509
2919,CLUSTER 3,CLUSTER 3,12,202509
2929,CLUSTER 3,CLUSTER 3,22,202509
2931,CLUSTER 3,CLUSTER 3,20,202509
2933,CLUSTER 3,CLUSTER 3,14,202509
2938,CLUSTER 3,CLUSTER 3,22,202509
2939,CLUSTER 3,CLUSTER 3,14,202509
2959,CLUSTER 3,CLUSTER 3,16,202509
2967,CLUSTER 3,CLUSTER 3,16,202509
2977,CLUSTER 3,CLUSTER 3,16,202509
2984,CLUSTER 3,CLUSTER 3,16,202509
3042,CLUSTER 3,CLUSTER 3,20,202509
3059,CLUSTER 3,CLUSTER 3,12,202509
3060,CLUSTER 3,CLUSTER 3,16,202509
3061,CLUSTER 3,CLUSTER 3,20,202509
3062,CLUSTER 3,CLUSTER 3,12,202509
3110,CLUSTER 3,CLUSTER 3,14,202509
3168,CLUSTER 3,CLUSTER 3,12,202509
3185,CLUSTER 3,CLUSTER 3,16,202509
3191,CLUSTER 3,CLUSTER 3,16,202509
3192,CLUSTER 3,CLUSTER 3,18,202509
3206,CLUSTER 3,CLUSTER 3,16,202509
3230,CLUSTER 3,CLUSTER 3,22,202509
3251,CLUSTER 3,CLUSTER 3,16,202509
3271,CLUSTER 3,CLUSTER 3,16,202509
3282,CLUSTER 3,CLUSTER 3,16,202509
3288,CLUSTER 3,CLUSTER 3,16,202509
3304,CLUSTER 3,CLUSTER 3,16,202509
3310,CLUSTER 3,CLUSTER 3,24,202509
3330,CLUSTER 3,CLUSTER 3,14,202509
3331,CLUSTER 3,CLUSTER 3,22,202509
3336,CLUSTER 3,CLUSTER 3,20,202509
3338,CLUSTER 3,CLUSTER 3,14,202509
3340,CLUSTER 3,CLUSTER 3,20,202509
3342,CLUSTER 3,CLUSTER 3,16,202509
3386,CLUSTER 3,CLUSTER 3,16,202509
3388,CLUSTER 3,CLUSTER 3,24,202509
3403,CLUSTER 3,CLUSTER 3,22,202509
3424,CLUSTER 3,CLUSTER 3,12,202509
3430,CLUSTER 3,CLUSTER 3,16,202509
3445,CLUSTER 3,CLUSTER 3,16,202509
3450,CLUSTER 3,CLUSTER 3,16,202509
3456,CLUSTER 3,CLUSTER 3,12,202509
3460,CLUSTER 3,CLUSTER 3,24,202509
3461,CLUSTER 3,CLUSTER 3,28,202509
3480,CLUSTER 3,CLUSTER 3,4,202509
3483,CLUSTER 3,CLUSTER 3,20,202509
3484,CLUSTER 3,CLUSTER 3,24,202509
3488,CLUSTER 3,CLUSTER 3,20,202509
3515,CLUSTER 3,CLUSTER 3,4,202509
3528,CLUSTER 3,CLUSTER 3,16,202509
3570,CLUSTER 3,CLUSTER 3,24,202509
3580,CLUSTER 3,CLUSTER 3,20,202509
3581,CLUSTER 3,CLUSTER 3,14,202509
3593,CLUSTER 3,CLUSTER 3,14,202509
3599,CLUSTER 3,CLUSTER 3,16,202509
3602,CLUSTER 3,CLUSTER 3,22,202509
3614,CLUSTER 3,CLUSTER 3,14,202509
3616,CLUSTER 3,CLUSTER 3,16,202509
3622,CLUSTER 3,CLUSTER 3,14,202509
3638,CLUSTER 3,CLUSTER 3,14,202509
3641,CLUSTER 3,CLUSTER 3,16,202509
3644,CLUSTER 3,CLUSTER 3,24,202509
3701,CLUSTER 3,CLUSTER 3,16,202509
3720,CLUSTER 3,CLUSTER 3,24,202509
3724,CLUSTER 3,CLUSTER 3,12,202509
3726,CLUSTER 3,CLUSTER 3,22,202509
3727,CLUSTER 3,CLUSTER 3,18,202509
3736,CLUSTER 3,CLUSTER 3,16,202509
3743,CLUSTER 3,CLUSTER 3,12,202509
3745,CLUSTER 3,CLUSTER 3,14,202509
3746,CLUSTER 3,CLUSTER 3,12,202509
3747,CLUSTER 3,CLUSTER 3,16,202509
3748,CLUSTER 3,CLUSTER 3,22,202509
3750,CLUSTER 3,CLUSTER 3,16,202509
3752,CLUSTER 3,CLUSTER 3,14,202509
3765,CLUSTER 3,CLUSTER 3,14,202509
3768,CLUSTER 3,CLUSTER 3,16,202509
3770,CLUSTER 3,CLUSTER 3,5,202509
3772,CLUSTER 3,CLUSTER 3,8,202509
3784,CLUSTER 3,CLUSTER 3,16,202509
3791,CLUSTER 3,CLUSTER 3,4,202509
3792,CLUSTER 3,CLUSTER 3,16,202509
3860,CLUSTER 3,CLUSTER 3,20,202509
3862,CLUSTER 3,CLUSTER 3,16,202509
3876,CLUSTER 3,CLUSTER 3,12,202509
3899,CLUSTER 3,CLUSTER 3,16,202509
3990,CLUSTER 3,CLUSTER 3,14,202509
4048,CLUSTER 3,CLUSTER 3,14,202509
4049,CLUSTER 3,CLUSTER 3,20,202509
4054,CLUSTER 3,CLUSTER 3,12,202509
4129,CLUSTER 3,CLUSTER 3,22,202509
4187,CLUSTER 3,CLUSTER 3,16,202509
4188,CLUSTER 3,CLUSTER 3,16,202509
4189,CLUSTER 3,CLUSTER 3,12,202509
4200,CLUSTER 3,CLUSTER 3,16,202509
4206,CLUSTER 3,CLUSTER 3,12,202509
4210,CLUSTER 3,CLUSTER 3,8,202509
4224,CLUSTER 3,CLUSTER 3,20,202509
4243,CLUSTER 3,CLUSTER 3,20,202509
4273,CLUSTER 3,CLUSTER 3,22,202509
4274,CLUSTER 3,CLUSTER 3,22,202509
4278,CLUSTER 3,CLUSTER 3,14,202509
4283,CLUSTER 3,CLUSTER 3,16,202509
4295,CLUSTER 3,CLUSTER 3,16,202509
4318,CLUSTER 3,CLUSTER 3,22,202509
4323,CLUSTER 3,CLUSTER 3,14,202509
4330,CLUSTER 3,CLUSTER 3,16,202509
4357,CLUSTER 3,CLUSTER 3,12,202509
4367,CLUSTER 3,CLUSTER 3,12,202509
4373,CLUSTER 3,CLUSTER 3,14,202509
4384,CLUSTER 3,CLUSTER 3,20,202509
4399,CLUSTER 3,CLUSTER 3,16,202509
4407,CLUSTER 3,CLUSTER 3,24,202509
4409,CLUSTER 3,CLUSTER 3,16,202509
4420,CLUSTER 3,CLUSTER 3,20,202509
4421,CLUSTER 3,CLUSTER 3,14,202509
4432,CLUSTER 3,CLUSTER 3,12,202509
4440,CLUSTER 3,CLUSTER 3,24,202509
4452,CLUSTER 3,CLUSTER 3,14,202509
4457,CLUSTER 3,CLUSTER 3,5,202509
4459,CLUSTER 3,CLUSTER 3,16,202509
4460,CLUSTER 3,CLUSTER 3,14,202509
4461,CLUSTER 3,CLUSTER 3,12,202509
4487,CLUSTER 3,CLUSTER 3,20,202509
4497,CLUSTER 3,CLUSTER 3,16,202509
4499,CLUSTER 3,CLUSTER 3,24,202509
4506,CLUSTER 3,CLUSTER 3,20,202509
4517,CLUSTER 3,CLUSTER 3,14,202509
4521,CLUSTER 3,CLUSTER 3,24,202509
4525,CLUSTER 3,CLUSTER 3,16,202509
4527,CLUSTER 3,CLUSTER 3,16,202509
4533,CLUSTER 3,CLUSTER 3,16,202509
4540,CLUSTER 3,CLUSTER 3,20,202509
4545,CLUSTER 3,CLUSTER 3,14,202509
4558,CLUSTER 3,CLUSTER 3,21,202509
4564,CLUSTER 3,CLUSTER 3,20,202509
4577,CLUSTER 3,CLUSTER 3,12,202509
4580,CLUSTER 3,CLUSTER 3,16,202509
4581,CLUSTER 3,CLUSTER 3,16,202509
4586,CLUSTER 3,CLUSTER 3,14,202509
4593,CLUSTER 3,CLUSTER 3,22,202509
4594,CLUSTER 3,CLUSTER 3,16,202509
4609,CLUSTER 3,CLUSTER 3,4,202509
4616,CLUSTER 3,CLUSTER 3,16,202509
4619,CLUSTER 3,CLUSTER 3,7,202509
4648,CLUSTER 3,CLUSTER 3,12,202509
4654,CLUSTER 3,CLUSTER 3,12,202509
4657,CLUSTER 3,CLUSTER 3,16,202509
4660,CLUSTER 3,CLUSTER 3,20,202509
4672,CLUSTER 3,CLUSTER 3,14,202509
4674,CLUSTER 3,CLUSTER 3,12,202509
4679,CLUSTER 3,CLUSTER 3,20,202509
4691,CLUSTER 3,CLUSTER 3,16,202509
4695,CLUSTER 3,CLUSTER 3,16,202509
4756,CLUSTER 3,CLUSTER 3,14,202509
5014,CLUSTER 3,CLUSTER 3,16,202509
5029,CLUSTER 3,CLUSTER 3,20,202509
5043,CLUSTER 3,CLUSTER 3,8,202509
5056,CLUSTER 3,CLUSTER 3,24,202509
5064,CLUSTER 3,CLUSTER 3,16,202509
5065,CLUSTER 3,CLUSTER 3,20,202509
5071,CLUSTER 3,CLUSTER 3,22,202509
5081,CLUSTER 3,CLUSTER 3,14,202509
5085,CLUSTER 3,CLUSTER 3,22,202509
5097,CLUSTER 3,CLUSTER 3,16,202509
5098,CLUSTER 3,CLUSTER 3,12,202509
5100,CLUSTER 3,CLUSTER 3,14,202509
5113,CLUSTER 3,CLUSTER 3,18,202509
5125,CLUSTER 3,CLUSTER 3,12,202509
5126,CLUSTER 3,CLUSTER 3,16,202509
5151,CLUSTER 3,CLUSTER 3,20,202509
5157,CLUSTER 3,CLUSTER 3,20,202509
5160,CLUSTER 3,CLUSTER 3,20,202509
5172,CLUSTER 3,CLUSTER 3,16,202509
5174,CLUSTER 3,CLUSTER 3,26,202509
5196,CLUSTER 3,CLUSTER 3,16,202509
5198,CLUSTER 3,CLUSTER 3,16,202509
5203,CLUSTER 3,CLUSTER 3,8,202509
5204,CLUSTER 3,CLUSTER 3,12,202509
5244,CLUSTER 3,CLUSTER 3,16,202509
5248,CLUSTER 3,CLUSTER 3,16,202509
5252,CLUSTER 3,CLUSTER 3,22,202509
5253,CLUSTER 3,CLUSTER 3,22,202509
5256,CLUSTER 3,CLUSTER 3,20,202509
5262,CLUSTER 3,CLUSTER 3,16,202509
5267,CLUSTER 3,CLUSTER 3,14,202509
5279,CLUSTER 3,CLUSTER 3,16,202509
5280,CLUSTER 3,CLUSTER 3,16,202509
5285,CLUSTER 3,CLUSTER 3,20,202509
5286,CLUSTER 3,CLUSTER 3,14,202509
5296,CLUSTER 3,CLUSTER 3,20,202509
5310,CLUSTER 3,CLUSTER 3,16,202509
5328,CLUSTER 3,CLUSTER 3,16,202509
5346,CLUSTER 3,CLUSTER 3,24,202509
5348,CLUSTER 3,CLUSTER 3,20,202509
5374,CLUSTER 3,CLUSTER 3,14,202509
5378,CLUSTER 3,CLUSTER 3,16,202509
5383,CLUSTER 3,CLUSTER 3,16,202509
5385,CLUSTER 3,CLUSTER 3,16,202509
5392,CLUSTER 3,CLUSTER 3,14,202509
5393,CLUSTER 3,CLUSTER 3,14,202509
5398,CLUSTER 3,CLUSTER 3,20,202509
5402,CLUSTER 3,CLUSTER 3,16,202509
5403,CLUSTER 3,CLUSTER 3,16,202509
5409,CLUSTER 3,CLUSTER 3,16,202509
5419,CLUSTER 3,CLUSTER 3,16,202509
5422,CLUSTER 3,CLUSTER 3,20,202509
5452,CLUSTER 3,CLUSTER 3,16,202509
5459,CLUSTER 3,CLUSTER 3,12,202509
5464,CLUSTER 3,CLUSTER 3,16,202509
5466,CLUSTER 3,CLUSTER 3,20,202509
5471,CLUSTER 3,CLUSTER 3,16,202509
5482,CLUSTER 3,CLUSTER 3,2,202509
5485,CLUSTER 3,CLUSTER 3,16,202509
5489,CLUSTER 3,CLUSTER 3,3,202509
5653,CLUSTER 3,CLUSTER 3,16,202509
5709,CLUSTER 3,CLUSTER 3,20,202509
5735,CLUSTER 3,CLUSTER 3,16,202509
5740,CLUSTER 3,CLUSTER 3,12,202509
5744,CLUSTER 3,CLUSTER 3,16,202509
5745,CLUSTER 3,CLUSTER 3,22,202509
5769,CLUSTER 3,CLUSTER 3,14,202509
5771,CLUSTER 3,CLUSTER 3,16,202509
5773,CLUSTER 3,CLUSTER 3,16,202509
5774,CLUSTER 3,CLUSTER 3,16,202509
5776,CLUSTER 3,CLUSTER 3,12,202509
5790,CLUSTER 3,CLUSTER 3,12,202509
5797,CLUSTER 3,CLUSTER 3,16,202509
5813,CLUSTER 3,CLUSTER 3,16,202509
5829,CLUSTER 3,CLUSTER 3,12,202509
5842,CLUSTER 3,CLUSTER 3,22,202509
5844,CLUSTER 3,CLUSTER 3,20,202509
5851,CLUSTER 3,CLUSTER 3,20,202509
5863,CLUSTER 3,CLUSTER 3,8,202509
5903,CLUSTER 3,CLUSTER 3,16,202509
5907,CLUSTER 3,CLUSTER 3,16,202509
5927,CLUSTER 3,CLUSTER 3,14,202509
5965,CLUSTER 3,CLUSTER 3,20,202509
6166,CLUSTER 3,CLUSTER 3,14,202509
6173,CLUSTER 3,CLUSTER 3,18,202509
6174,CLUSTER 3,CLUSTER 3,12,202509
6323,CLUSTER 3,CLUSTER 3,18,202509
6469,CLUSTER 3,CLUSTER 3,16,202509
6531,CLUSTER 3,CLUSTER 3,16,202509
6576,CLUSTER 3,CLUSTER 3,16,202509
6577,CLUSTER 3,CLUSTER 3,20,202509
6583,CLUSTER 3,CLUSTER 3,16,202509
6588,CLUSTER 3,CLUSTER 3,16,202509
6590,CLUSTER 3,CLUSTER 3,14,202509
6732,CLUSTER 3,CLUSTER 3,16,202509
6828,CLUSTER 3,CLUSTER 3,16,202509
6876,CLUSTER 3,CLUSTER 3,14,202509
6879,CLUSTER 3,CLUSTER 3,20,202509
6887,CLUSTER 3,CLUSTER 3,16,202509
6932,CLUSTER 3,CLUSTER 3,16,202509
6964,CLUSTER 3,CLUSTER 3,16,202509
7004,CLUSTER 3,CLUSTER 3,6,202509
7062,CLUSTER 3,CLUSTER 3,16,202509
7072,CLUSTER 3,CLUSTER 3,16,202509
7098,CLUSTER 3,CLUSTER 3,4,202509
7099,CLUSTER 3,CLUSTER 3,16,202509
7146,CLUSTER 3,CLUSTER 3,10,202509
7180,CLUSTER 3,CLUSTER 3,20,202509
7188,CLUSTER 3,CLUSTER 3,2,202509
7194,CLUSTER 3,CLUSTER 3,14,202509
7209,CLUSTER 3,CLUSTER 3,10,202509
7218,CLUSTER 3,CLUSTER 3,16,202509
7232,CLUSTER 3,CLUSTER 3,16,202509
7233,CLUSTER 3,CLUSTER 3,16,202509
7238,CLUSTER 3,CLUSTER 3,#N/A,202509
7241,CLUSTER 3,CLUSTER 3,16,202509
7243,CLUSTER 3,CLUSTER 3,#N/A,202509
7245,CLUSTER 3,CLUSTER 3,#N/A,202509
7246,CLUSTER 3,CLUSTER 3,14,202509
7247,CLUSTER 3,CLUSTER 3,#N/A,202509
7296,CLUSTER 3,CLUSTER 3,12,202509
7301,CLUSTER 3,CLUSTER 3,16,202509
7329,CLUSTER 3,CLUSTER 3,16,202509
7334,CLUSTER 3,CLUSTER 3,16,202509
7339,CLUSTER 3,CLUSTER 3,14,202509
7340,CLUSTER 3,CLUSTER 3,12,202509
7342,CLUSTER 3,CLUSTER 3,16,202509
272,CLUSTER 4,CLUSTER 4,24,202537
416,CLUSTER 4,CLUSTER 4,20,202537
434,CLUSTER 4,CLUSTER 4,16,202537
575,CLUSTER 4,CLUSTER 4,22,202537
755,CLUSTER 4,CLUSTER 4,22,202537
824,CLUSTER 4,CLUSTER 4,16,202537
826,CLUSTER 4,CLUSTER 4,24,202537
829,CLUSTER 4,CLUSTER 4,#N/A,202537
851,CLUSTER 4,CLUSTER 4,20,202537
861,CLUSTER 4,CLUSTER 4,16,202537
923,CLUSTER 4,CLUSTER 4,18,202537
941,CLUSTER 4,CLUSTER 4,22,202537
945,CLUSTER 4,CLUSTER 4,24,202537
966,CLUSTER 4,CLUSTER 4,22,202537
984,CLUSTER 4,CLUSTER 4,24,202537
988,CLUSTER 4,CLUSTER 4,24,202537
1058,CLUSTER 4,CLUSTER 4,24,202537
1149,CLUSTER 4,CLUSTER 4,22,202537
1154,CLUSTER 4,CLUSTER 4,#N/A,202537
1176,CLUSTER 4,CLUSTER 4,16,202537
1182,CLUSTER 4,CLUSTER 4,24,202537
1218,CLUSTER 4,CLUSTER 4,22,202537
1230,CLUSTER 4,CLUSTER 4,30,202537
1240,CLUSTER 4,CLUSTER 4,22,202537
1252,CLUSTER 4,CLUSTER 4,24,202537
1273,CLUSTER 4,CLUSTER 4,24,202537
1274,CLUSTER 4,CLUSTER 4,20,202537
1276,CLUSTER 4,CLUSTER 4,24,202537
1280,CLUSTER 4,CLUSTER 4,22,202537
1291,CLUSTER 4,CLUSTER 4,22,202537
1299,CLUSTER 4,CLUSTER 4,22,202537
1306,CLUSTER 4,CLUSTER 4,24,202537
1308,CLUSTER 4,CLUSTER 4,16,202537
1328,CLUSTER 4,CLUSTER 4,16,202537
1334,CLUSTER 4,CLUSTER 4,6,202537
1357,CLUSTER 4,CLUSTER 4,24,202537
1362,CLUSTER 4,CLUSTER 4,24,202537
1364,CLUSTER 4,CLUSTER 4,22,202537
1369,CLUSTER 4,CLUSTER 4,18,202537
1370,CLUSTER 4,CLUSTER 4,16,202537
1380,CLUSTER 4,CLUSTER 4,20,202537
1381,CLUSTER 4,CLUSTER 4,16,202537
1384,CLUSTER 4,CLUSTER 4,16,202537
1394,CLUSTER 4,CLUSTER 4,18,202537
1397,CLUSTER 4,CLUSTER 4,24,202537
1404,CLUSTER 4,CLUSTER 4,20,202537
1411,CLUSTER 4,CLUSTER 4,22,202537
1412,CLUSTER 4,CLUSTER 4,22,202537
1413,CLUSTER 4,CLUSTER 4,22,202537
1414,CLUSTER 4,CLUSTER 4,24,202537
1417,CLUSTER 4,CLUSTER 4,14,202537
1434,CLUSTER 4,CLUSTER 4,24,202537
1438,CLUSTER 4,CLUSTER 4,24,202537
