4109,Bossier City,LA,1,1,0,3,1
4702,Friendswood,TX,0,0,0,0,0
4703,Albuquerque,NM,0,0,0,0,0
4704,Fresno,CA,0,0,0,4,1
4707,Overland Park,KS,4,3,5,5,1
4709,Corona,CA,0,0,0,0,0
4710,Chesapeake,VA,4,5,5,5,1
4711,Virginia Beach,VA,1,0,0,2,0
4712,Houston,TX,0,0,0,0,0
4713,CONROE,TX,0,0,0,0,0
4718,South Jordan,UT,2,3,3,4,1
4720,AUSTIN,TX,6,6,4,6,3
4721,Houston,TX,0,0,0,0,0
4722,Williamstown,NJ,0,0,0,3,0
4724,BIRMINGHAM,AL,0,0,0,0,0
4728,NICHOLASVILLE,KY,3,3,2,2,0
4729,Sterling,VA,0,0,0,0,1
4730,West Jordan,UT,5,4,1,3,1
4731,Oklahoma City,OK,2,0,0,2,0
4732,Glendale,AZ,5,5,2,3,1
4735,La Habra,CA,7,5,4,5,3
4736,Saint Paul,MN,4,3,5,5,1
4738,Saint Paul,MN,5,5,6,6,2
4739,Snellville,GA,0,0,0,0,0
4740,Southaven,MS,2,1,0,0,0
4741,Saint Louis,MO,3,2,2,4,3
4742,Fort Worth,TX,0,0,0,2,0
4743,Plano,TX,3,3,3,3,1
4745,Thornton,CO,0,0,0,0,0
4749,Conway,AR,0,0,0,0,0
4750,Cuyahoga Falls,OH,0,0,0,0,0
4755,HONOLULU,HI,4,3,4,0,0
4761,Norman,OK,0,0,0,0,0
4763,Sugar Land,TX,3,1,0,0,0
4764,Katy,TX,2,0,0,2,0
4767,Palmdale,CA,3,3,2,2,0
4768,Reno,NV,4,4,4,6,2
4769,Houston,TX,0,0,0,0,0
4770,Evans,CO,4,4,4,3,0
4771,Severn,MD,0,0,0,3,0
4772,Sarasota,FL,2,2,2,4,0
4774,Secaucus,NJ,4,1,0,2,0
4775,Metairie,LA,3,3,2,3,0
4776,Huntsville,AL,1,1,1,1,0
4777,Denver,CO,0,0,0,4,0
4778,Auburn Hills,MI,1,0,0,3,0
4780,Buford,GA,0,0,1,2,0
4781,Lansing,MI,0,0,0,4,0
4782,Kissimmee,FL,0,0,0,0,0
4783,Garland,TX,0,0,0,0,0
4784,Las Cruces,NM,0,0,0,0,0
4785,Sanford,FL,0,0,0,0,0
4786,Logan,UT,0,0,0,0,0
4787,Minneapolis,MN,4,4,6,9,0
4789,Sharpsburg,GA,5,3,3,4,3
4790,Pearl,MS,3,2,2,3,0
4791,Garden City,KS,3,3,0,0,0
4794,Lakeland,FL,0,0,0,0,0
4797,CONCORD,NC,1,1,1,4,0
4798,Winston Salem,NC,5,2,2,3,2
4799,Citrus Heights,CA,0,0,0,0,0
4801,Riverview,FL,2,3,3,3,0
4802,Hiram,GA,0,0,0,3,0
4804,McDonough,GA,0,0,0,0,0
4805,Billings,MT,0,0,0,0,0
4808,Springdale,AR,0,0,0,0,0
4815,Normal,IL,3,3,3,6,1
4816,Aurora,CO,6,3,0,4,2
4817,Birmingham,AL,0,0,0,0,0
4818,Brooksville,FL,0,0,0,0,0
4819,Bakersfield,CA,0,0,0,0,0
4820,Pooler,GA,6,4,4,4,2
4822,Murrieta,CA,0,0,0,0,0
4824,Santa Clarita,CA,0,0,0,0,0
4825,Hot Springs National Park,AR,0,0,0,0,0
4828,Orlando,FL,2,2,0,0,1
4829,Gilbert,AZ,0,0,0,0,0
4830,Avondale,AZ,3,2,0,5,1
4831,Durham,NC,1,1,1,2,0
4836,Oxford,AL,4,4,3,4,1
4837,Denham Springs,LA,2,2,2,4,0
4839,Tulsa,OK,2,2,0,3,1
4840,Janesville,WI,1,1,0,0,0
4843,Pearland,TX,0,0,0,0,0
4846,MENTOR,OH,0,0,0,5,3
4847,Greensburg,PA,3,0,3,2,1
4850,McAllen,TX,0,0,0,0,0
