Store,System Modular Capacity,Total Inventory,Total Replenishable Inventory,Tires on Demand ,Non Modular Tires,L52 Avg Units,4 Tire Instock,Total Valid,Total Traited,
3271,1320,1259,1168,61,28, 122 ,90.2%,169,169,
3273,1320,1094,1000,66,26, 88 ,92.1%,160,160,
3274,855,800,727,32,39, 49 ,93.0%,114,114,
3277,855,810,758,22,28, 49 ,81.7%,122,122,
3278,1320,989,944,23,20, 115 ,86.1%,162,162,
3279,1320,864,764,55,43, 74 ,67.9%,152,152,
3280,1320,1499,1348,40,109, 126 ,94.4%,161,161,
3281,1320,1238,1147,77,12, 176 ,83.9%,164,164,
3282,1320,1143,1087,19,35, 159 ,81.4%,168,168,
3283,1120,914,884,16,12, 107 ,86.3%,157,157,
3285,855,903,796,52,53, 85 ,91.3%,125,125,
3286,780,773,704,26,41, 63 ,92.4%,116,116,
3288,915,983,915,44,22, 96 ,95.7%,136,136,
3289,1120,1044,1004,11,27, 155 ,79.9%,156,156,
3290,855,514,488,8,16, 173 ,59.2%,98,98,
3291,855,1138,1010,74,52, 135 ,91.6%,129,129,
3293,1320,914,882,23,7, 91 ,81.5%,159,159,
3294,1320,971,944,9,16, 48 ,85.0%,157,157,
3295,915,743,689,13,39, 41 ,89.1%,128,128,
3296,855,920,871,25,22, 138 ,93.3%,118,118,
3297,915,923,749,110,62, 68 ,93.7%,125,125,
3298,915,840,773,18,47, 47 ,93.1%,126,126,
3300,855,761,671,44,44, 38 ,86.9%,119,119,
3302,1320,1346,1306,14,24, 229 ,92.4%,169,169,
3304,1320,1118,984,65,67, 67 ,93.3%,160,160,
3305,855,839,752,32,53, 50 ,94.9%,117,117,
3307,1320,1008,911,43,52, 83 ,86.7%,161,161,
3308,1320,1073,999,42,30, 103 ,89.7%,153,153,
3310,1320,1099,1059,20,18, 163 ,79.8%,164,164,
3311,1320,1320,1291,10,17, 232 ,89.2%,166,166,
3313,855,787,684,62,39, 49 ,83.5%,125,125,
3319,1320,1016,966,10,38, 116 ,84.8%,157,157,
3320,1320,1094,1035,17,40, 130 ,81.9%,158,158,
3322,780,746,670,45,29, 55 ,85.5%,123,123,
3324,1320,874,838,15,19, 82 ,80.9%,160,160,
3328,1320,985,949,7,27, 109 ,80.8%,163,163,
3329,1320,1135,975,109,49, 118 ,86.0%,155,155,
3331,1320,1207,1157,32,16, 195 ,79.5%,168,168,
3332,1320,1114,982,102,28, 138 ,85.0%,157,157,
3334,1320,1128,1046,56,24, 130 ,86.7%,163,163,
3336,1320,805,741,27,35, 60 ,69.1%,149,149,
3337,1000,1380,1146,153,79, 147 ,95.4%,147,147,
3342,1320,937,898,9,28, 92 ,83.4%,149,149,
3344,1000,1096,987,46,61, 132 ,87.0%,150,150,
3347,1320,1197,1158,24,13, 172 ,90.6%,168,168,
3348,1120,1209,945,212,50, 174 ,84.9%,162,162,
3349,1320,1170,1063,55,50, 113 ,84.2%,155,155,
3350,1320,1237,1079,91,65, 121 ,88.8%,166,166,
3351,1320,1063,956,50,55, 85 ,91.8%,155,155,
3360,1320,1098,1010,50,36, 68 ,92.4%,155,155,
3362,1320,1090,1027,39,22, 126 ,90.6%,166,166,
3363,915,921,895,10,14, 113 ,84.9%,148,148,
3364,855,788,707,32,47, 77 ,77.4%,123,123,
3366,1320,999,916,31,50, 97 ,79.4%,156,156,
3367,1320,1071,1017,12,40, 94 ,77.6%,163,163,
3370,780,849,725,74,48, 99 ,76.3%,131,131,
3371,1000,1002,948,19,33, 118 ,88.6%,148,148,
3380,1320,1029,975,19,33, 94 ,87.0%,158,158,
3382,1320,1036,1000,12,22, 122 ,77.6%,166,166,
3383,1320,1227,1185,16,24, 111 ,94.1%,166,166,
3384,1120,1038,943,60,33, 105 ,89.0%,153,153,
3386,1320,1020,919,29,70, 61 ,86.1%,154,154,
3387,1320,1273,1179,55,37, 170 ,85.2%,172,172,
3388,915,954,896,18,38, 96 ,88.7%,150,150,
3389,1320,1050,835,127,86, 79 ,84.2%,151,151,
3390,1320,992,865,50,75, 60 ,89.3%,147,147,
3391,1000,971,910,21,38, 82 ,84.7%,140,140,
3394,855,768,691,44,31, 70 ,83.6%,124,124,
3395,1320,1066,991,34,39, 75 ,88.8%,156,156,
3397,1320,1304,1218,50,34, 223 ,89.4%,169,169,
3400,855,789,718,45,24, 53 ,83.5%,126,126,
3401,1320,1090,943,49,96, 83 ,87.3%,155,155,
3402,1320,1170,1076,58,34, 157 ,82.1%,164,164,
3403,1320,1014,998,3,11, 116 ,82.6%,165,165,
3406,1320,920,848,18,52, 87 ,86.5%,155,155,
3407,1320,1302,1198,59,43, 120 ,91.1%,164,164,
3408,1320,1223,1145,26,50, 78 ,91.8%,167,167,
3409,1320,1299,1139,112,46, 174 ,84.3%,164,164,
3412,1320,1097,1012,25,58, 79 ,92.6%,162,162,
3417,855,1113,895,157,59, 95 ,89.9%,134,134,
3425,1320,1365,1291,38,34, 170 ,96.3%,162,162,
3427,855,837,755,33,47, 43 ,96.7%,116,116,
3429,1320,1182,1054,84,42, 122 ,86.9%,164,164,
3430,1320,1099,1080,13,4, 120 ,89.7%,161,161,
3431,915,923,877,21,23, 62 ,94.7%,129,129,
3432,1320,1024,975,22,25, 78 ,91.1%,155,155,
3434,1320,1249,1152,39,56, 95 ,91.6%,164,164,
3435,1320,974,902,28,42, 87 ,80.1%,159,159,
3436,1320,975,904,21,48, 100 ,81.8%,162,162,
3439,915,1057,955,65,35, 98 ,91.7%,152,152,
3445,915,1050,881,83,84, 65 ,96.9%,126,126,
3447,855,766,643,60,61, 66 ,78.8%,117,117,
3454,855,793,729,37,25, 70 ,80.5%,125,125,
3458,1000,955,807,106,40, 86 ,83.6%,137,137,
3459,855,752,694,41,15, 37 ,90.6%,114,114,
3460,1200,1045,959,21,63, 90 ,92.2%,163,163,
3461,1320,0,-2,0,0, 109 ,0.0%,163,163,
3462,855,985,778,110,95, 75 ,85.2%,114,114,
3463,1200,1139,1056,42,39, 192 ,86.7%,161,161,
3464,780,927,660,179,86, 64 ,89.4%,111,111,
3465,855,1066,978,35,51, 69 ,96.0%,124,124,
3472,1320,1240,1123,31,84, 123 ,86.5%,166,166,
3473,1320,1123,942,69,110, 93 ,93.8%,142,142,
3474,1320,1100,972,95,31, 123 ,85.5%,168,168,
3477,1320,1198,1098,59,39, 139 ,95.1%,163,163,
3480,1320,954,930,11,11, 113 ,83.8%,165,165,
3481,1120,1123,975,95,51, 108 ,91.8%,146,146,
3482,855,894,814,31,47, 82 ,94.4%,125,125,
3483,915,830,749,23,56, 59 ,81.1%,139,139,
3484,1320,1238,1143,53,40, 127 ,90.0%,166,166,
3485,700,769,704,38,25, 114 ,82.8%,113,113,
3486,1320,987,876,46,63, 146 ,78.1%,168,168,
3487,855,803,590,113,98, 47 ,75.0%,117,117,
3488,1320,1151,1036,67,46, 76 ,92.9%,164,164,
3490,1200,1353,1208,58,85, 127 ,93.1%,159,159,
3492,915,892,846,25,19, 111 ,85.7%,136,136,
3495,1320,1252,1182,48,20, 150 ,89.7%,171,172,
3497,1320,815,740,31,42, 61 ,74.1%,155,155,
3500,1120,1203,1085,72,44, 132 ,95.0%,140,140,
3501,780,717,627,43,45, 43 ,83.8%,115,115,
3502,780,962,865,63,32, 61 ,87.5%,127,127,
3503,1320,1149,1108,20,19, 149 ,82.2%,167,167,
3505,1000,1140,1108,12,18, 127 ,88.0%,163,163,
3510,915,852,706,114,30, 68 ,86.2%,115,115,
3513,1320,1075,1030,9,34, 101 ,85.0%,158,158,
3514,1200,1170,1063,85,20, 127 ,86.7%,156,156,
3515,1320,928,863,45,18, 76 ,87.3%,155,155,
3518,1320,1051,966,48,35, 148 ,86.9%,158,158,
3523,1320,1096,981,58,55, 141 ,84.4%,163,163,
3525,855,739,698,10,29, 47 ,81.5%,123,123,
3526,1200,1119,1071,24,22, 124 ,86.8%,155,155,
3527,780,852,806,26,18, 162 ,87.6%,127,127,
3528,400,550,532,6,10, 92 ,91.1%,75,75,
3529,855,766,645,44,75, 49 ,84.6%,122,122,
3533,915,885,785,59,39, 106 ,76.8%,141,141,
3534,915,965,876,35,52, 84 ,89.2%,136,136,
3535,1200,1118,968,117,31, 88 ,91.1%,154,154,
3537,855,847,801,22,22, 63 ,91.3%,126,126,
3538,915,936,839,41,54, 78 ,91.1%,133,133,
3548,1120,1190,1088,21,79, 147 ,87.2%,148,148,
3566,1320,1275,1142,53,78, 59 ,93.3%,163,163,
3567,616,635,512,55,66, 65 ,85.1%,93,93,
3568,1320,997,940,17,38, 114 ,75.9%,162,162,
3569,1320,1078,930,68,78, 64 ,88.5%,146,146,
3570,855,932,809,55,66, 90 ,87.2%,131,131,
3571,915,987,807,118,60, 74 ,83.7%,133,133,
3572,915,846,720,86,38, 53 ,87.4%,125,125,
3580,1120,1008,990,10,6, 117 ,83.7%,151,151,
3581,1120,935,872,19,42, 75 ,87.7%,153,153,
3582,1320,1091,987,63,39, 95 ,79.3%,161,161,
3583,1120,1210,1041,103,64, 111 ,92.2%,152,152,
3585,1000,794,736,29,27, 57 ,91.9%,121,121,
3590,1320,874,768,57,47, 50 ,81.0%,156,156,
3591,855,879,784,43,50, 52 ,95.2%,122,122,
3595,1320,1252,1202,13,35, 151 ,88.9%,167,167,
3596,855,751,726,9,14, 56 ,91.2%,123,123,
3597,855,704,611,48,43, 70 ,73.1%,132,132,
3602,1320,1132,1108,8,14, 104 ,93.5%,166,166,
3607,855,724,638,45,39, 57 ,82.0%,121,121,
3608,1000,1015,948,48,17, 143 ,79.1%,151,151,
3610,,0,-2,0,0, 93 ,#DIV/0!,0,0,
3612,1320,1052,999,15,36, 102 ,88.4%,162,162,
3616,1320,1093,1013,42,36, 119 ,87.0%,157,157,
3620,1320,916,867,13,34, 76 ,84.3%,156,156,
3623,1320,1151,1096,20,33, 136 ,85.6%,159,159,
3624,1000,896,824,24,46, 102 ,74.2%,147,147,
3625,1320,1323,1267,16,38, 219 ,91.0%,165,165,
3626,1320,1096,1020,20,54, 116 ,84.9%,163,163,
3627,1320,1251,1211,12,26, 152 ,90.5%,166,166,
3630,1000,950,916,13,19, 125 ,78.9%,162,162,
3632,1320,842,820,8,12, 67 ,85.2%,146,146,
3633,1320,1098,1006,48,42, 122 ,83.4%,167,167,
3634,1320,974,944,9,19, 91 ,87.7%,162,162,
3641,1320,988,953,20,13, 111 ,79.3%,170,170,
3645,1320,1362,1254,81,25, 122 ,92.4%,168,168,
3648,1320,1129,1075,27,25, 112 ,86.4%,165,165,
3652,1320,1021,963,19,37, 88 ,88.4%,153,153,
3658,1320,1133,1100,13,18, 125 ,89.8%,166,166,
3659,1320,1074,1038,17,17, 119 ,91.7%,166,166,
3660,1320,1148,1063,52,31, 94 ,91.8%,167,167,
3700,1320,1080,973,62,43, 159 ,75.4%,167,167,
3701,1000,1047,964,36,45, 114 ,88.5%,154,154,
3702,1320,1025,894,77,52, 105 ,72.4%,160,160,
3705,855,792,717,31,42, 59 ,87.3%,123,123,
3709,1000,1084,916,84,82, 148 ,82.1%,139,139,
3720,1320,1286,1151,63,70, 134 ,94.0%,166,166,
3722,1320,941,881,33,25, 158 ,73.2%,165,165,
3726,915,861,762,42,55, 91 ,87.0%,127,127,
3728,1320,1310,1060,147,101, 120 ,93.2%,159,159,
3731,1320,1073,982,42,47, 82 ,89.2%,163,163,
3732,855,873,805,20,46, 56 ,88.5%,130,130,
3733,1320,934,823,48,61, 65 ,79.2%,155,155,
3734,1320,945,853,48,42, 77 ,86.3%,142,142,
3738,1320,1147,1015,74,56, 116 ,84.2%,164,164,
3739,1320,923,836,29,56, 79 ,74.7%,162,162,
3747,855,765,717,27,19, 72 ,84.3%,124,124,
3749,1320,1025,885,56,82, 80 ,84.0%,149,149,
3750,1320,878,793,41,42, 77 ,88.7%,147,147,
3751,1320,1246,1193,32,19, 97 ,96.4%,165,165,
3754,855,889,665,145,77, 44 ,78.0%,116,116,
3757,616,508,451,23,32, 40 ,83.5%,89,89,
3760,915,779,730,14,33, 83 ,76.4%,138,138,
3761,915,854,752,70,30, 47 ,89.4%,129,129,
3762,1320,1114,999,54,59, 105 ,88.8%,165,165,
3763,700,793,730,38,23, 108 ,90.0%,109,109,
3764,1320,1060,1028,20,10, 100 ,88.2%,165,165,
3765,1320,1210,1101,70,37, 137 ,88.4%,169,169,
3768,1320,1147,1094,28,23, 153 ,86.2%,166,166,
3771,915,987,877,63,45, 99 ,93.2%,130,130,
3772,1320,1142,1063,34,43, 125 ,85.9%,168,168,
3773,855,854,822,15,15, 68 ,96.7%,119,119,
3777,1320,1401,1317,53,29, 155 ,87.6%,159,159,
3778,1320,864,799,24,39, 95 ,69.8%,165,165,
3782,1320,1156,1072,28,54, 157 ,84.6%,166,166,
3783,1320,854,763,35,54, 66 ,68.8%,159,159,
3784,1320,1049,885,82,80, 57 ,85.6%,157,157,
3786,1000,943,869,33,39, 80 ,92.4%,141,141,
3790,915,835,788,19,26, 62 ,87.9%,131,131,
3791,1320,1027,1000,22,3, 119 ,81.5%,166,166,
3792,1320,1270,1215,19,34, 152 ,93.6%,169,169,
3794,915,771,712,14,43, 80 ,80.3%,131,131,
3799,1320,1094,1055,20,17, 90 ,95.9%,166,166,
3803,1120,1071,954,45,70, 150 ,91.4%,139,139,
3805,1320,930,840,38,50, 57 ,83.0%,155,155,
3806,1320,898,877,12,7, 83 ,82.8%,154,154,
3809,915,824,790,4,28, 67 ,86.4%,137,137,
3810,1320,1024,902,53,67, 74 ,88.6%,156,156,
3823,1000,975,954,13,6, 145 ,81.3%,152,152,
3826,1320,1155,1136,7,10, 99 ,90.4%,163,163,
3828,915,868,802,44,20, 76 ,90.2%,128,128,
3829,1320,1099,1031,40,26, 115 ,81.7%,162,162,
3831,1320,1059,996,25,36, 94 ,92.5%,159,159,
3833,1320,1173,1104,29,38, 98 ,91.1%,165,165,
3835,1320,1097,971,53,71, 98 ,90.5%,164,165,
3837,915,798,730,18,48, 74 ,85.3%,132,132,
3838,1320,1351,1113,116,120, 103 ,89.6%,162,162,
3840,1320,1019,995,14,8, 132 ,82.0%,168,168,
3842,1320,1366,1220,87,57, 147 ,90.4%,162,162,
3847,1320,1037,983,43,9, 115 ,86.0%,168,168,
3848,855,737,687,7,41, 66 ,81.3%,130,130,
3851,1120,926,840,24,60, 82 ,90.4%,144,144,
3853,915,835,771,10,52, 59 ,92.1%,124,124,
3857,1320,1040,957,36,45, 83 ,86.4%,166,166,
3860,780,863,781,48,32, 89 ,90.8%,118,118,
3861,855,854,783,27,42, 69 ,92.4%,130,130,
3867,1320,816,735,17,62, 52 ,73.2%,160,160,
3868,1320,1043,940,48,53, 74 ,86.4%,160,160,
3872,1000,908,883,7,16, 87 ,88.4%,142,142,
3874,1320,1102,1000,60,40, 126 ,84.4%,169,169,
3876,855,754,701,16,35, 53 ,91.6%,118,118,
3886,1320,960,889,32,37, 99 ,88.2%,151,151,
3887,1320,1441,1324,75,40, 219 ,85.7%,171,171,
3888,1320,1031,896,77,56, 114 ,80.9%,154,154,
3891,1320,1112,1091,7,12, 154 ,83.9%,166,166,
3893,1320,1052,1026,12,12, 128 ,83.3%,167,167,
3894,1000,1121,1068,25,26, 170 ,88.9%,140,140,
3897,1320,1089,1053,1,33, 146 ,80.6%,171,171,
4055,1000,789,690,29,68, 52 ,92.4%,118,118,
4065,1000,948,889,29,28, 98 ,90.2%,140,140,
4068,400,451,402,29,18, 45 ,87.5%,68,68,
4102,1000,847,750,35,60, 56 ,87.3%,130,130,
4103,400,492,413,50,27, 57 ,84.0%,73,73,
4108,616,719,640,25,52, 63 ,91.3%,102,102,
4111,1120,688,646,10,30, 87 ,80.6%,123,123,
4112,1000,913,782,57,72, 93 ,85.4%,136,136,
4115,1000,735,592,75,66, 41 ,83.1%,117,117,
4118,915,898,801,62,33, 76 ,85.4%,133,133,
4129,400,561,511,31,17, 68 ,93.2%,71,71,
4130,700,815,708,36,69, 74 ,83.8%,104,104,
4131,616,541,480,8,51, 52 ,87.8%,89,89,
4156,1000,1136,911,144,79, 66 ,95.8%,139,139,
4163,400,511,428,41,40, 71 ,79.5%,70,70,
4164,498,548,504,15,27, 39 ,92.3%,88,88,
4168,400,484,430,14,38, 52 ,82.9%,75,76,
4183,400,455,401,23,29, 38 ,89.7%,67,67,
4194,400,442,379,23,38, 24 ,83.6%,65,65,
4195,400,483,424,45,12, 63 ,85.9%,74,74,
4200,1320,1405,1199,115,89, 119 ,85.8%,166,166,
4201,1120,977,936,24,15, 93 ,82.7%,152,152,
4202,550,572,493,15,62, 42 ,90.4%,82,82,
4203,1000,1080,997,49,32, 87 ,93.8%,140,140,
4209,915,926,888,27,9, 107 ,83.7%,143,143,
4215,1320,1068,986,41,39, 74 ,90.7%,157,157,
4216,1320,1059,1019,21,17, 72 ,95.5%,154,154,
4219,1320,1112,970,71,69, 84 ,82.9%,154,154,
4223,1320,1097,1038,16,41, 81 ,90.5%,155,155,
4224,1320,1149,1085,42,20, 103 ,89.7%,171,171,
4230,1320,1100,1048,15,35, 100 ,91.5%,162,162,
4231,915,884,841,13,28, 90 ,87.9%,140,140,
4235,1320,1171,1131,8,30, 143 ,92.4%,168,168,
4239,662,681,662,10,7, 65 ,87.6%,101,101,
4241,915,863,836,8,17, 92 ,82.1%,137,137,
4243,1320,941,891,31,17, 102 ,79.5%,157,157,
4244,1320,872,809,25,36, 70 ,80.4%,145,145,
4247,1200,1015,917,67,29, 77 ,81.6%,148,148,
4253,855,660,611,19,28, 44 ,81.1%,119,119,
4255,1320,1183,1046,85,50, 139 ,78.7%,166,166,
4256,1320,1161,1095,38,26, 159 ,82.2%,171,171,
4260,1320,1211,1152,30,27, 165 ,87.3%,169,169,
4262,1320,1149,1092,25,30, 119 ,90.5%,166,166,
4273,1320,1275,1193,37,43, 166 ,86.7%,169,169,
4274,1320,1038,979,27,30, 87 ,79.8%,166,166,
4277,1320,1117,1054,31,30, 142 ,85.3%,166,166,
4279,1320,1073,1049,10,12, 80 ,96.9%,158,158,
4284,855,875,714,63,96, 62 ,67.9%,133,133,
4285,1320,1170,935,127,106, 157 ,85.8%,161,161,
4286,855,648,599,17,30, 57 ,79.3%,120,120,
4295,1320,1104,1062,12,28, 90 ,94.3%,153,153,
4298,1320,1008,998,0,8, 150 ,89.5%,160,160,
4299,1320,1136,1066,30,38, 75 ,91.4%,158,158,
4318,1320,1179,1141,11,25, 148 ,80.6%,166,166,
4321,1320,1084,1011,38,33, 82 ,88.8%,167,167,
4323,1320,986,914,14,56, 74 ,90.1%,157,157,
4325,1320,1293,1254,19,18, 188 ,89.0%,169,169,
4330,1320,1076,991,41,42, 95 ,91.4%,159,159,
4332,780,907,759,59,87, 66 ,93.9%,111,111,
4333,1000,1148,1061,50,35, 119 ,86.4%,150,150,
4335,1320,925,777,76,70, 98 ,67.3%,164,164,
4340,498,503,431,33,37, 60 ,87.0%,68,68,
4341,915,912,837,46,27, 57 ,90.6%,124,124,
4356,1320,1190,1127,31,30, 146 ,92.0%,160,160,
4365,1000,923,823,29,69, 98 ,91.3%,134,134,
4368,400,566,426,75,63, 95 ,87.5%,70,70,
4372,1200,987,908,54,23, 73 ,93.6%,139,139,
4374,1000,772,742,6,22, 80 ,78.3%,142,142,
4379,,0,-2,0,0, -   ,#DIV/0!,0,0,
4381,1320,1201,1120,32,47, 153 ,85.4%,167,167,
4384,1320,969,899,17,51, 63 ,85.5%,156,156,
4387,915,1200,1046,126,26, 219 ,89.6%,124,124,
4389,1320,1258,1098,147,11, 106 ,91.1%,157,157,
4399,1320,995,887,58,48, 87 ,75.9%,155,155,
4405,915,946,833,52,59, 68 ,91.3%,125,125,
4407,1320,1062,932,65,63, 109 ,74.9%,163,163,
4409,1320,1031,967,31,31, 72 ,96.9%,158,158,
4410,915,808,734,30,42, 77 ,83.6%,132,132,
4414,1120,934,889,21,22, 75 ,87.1%,138,139,
4417,1320,1008,937,39,30, 65 ,83.9%,152,152,
4420,1320,1049,1036,2,9, 90 ,84.2%,163,163,
4424,400,748,573,24,149, 129 ,88.7%,69,69,
4435,616,725,641,44,38, 96 ,79.8%,108,108,
4436,855,899,678,114,105, 47 ,86.0%,119,119,
4438,1000,927,847,34,44, 85 ,83.9%,133,133,
4450,1320,1004,921,45,36, 75 ,86.7%,163,163,
4451,1320,1106,1043,27,34, 113 ,92.5%,155,155,
4460,1320,1075,1043,8,22, 101 ,81.8%,167,167,
4475,1320,1144,1098,17,27, 114 ,91.4%,171,171,
4483,1320,1164,1121,32,9, 139 ,86.0%,169,169,
4487,1320,965,931,14,18, 105 ,83.1%,152,152,
4497,1320,1047,984,16,45, 93 ,89.9%,156,156,
4503,662,706,688,5,11, 85 ,84.9%,105,105,
4506,1320,1281,1152,56,71, 96 ,89.6%,159,159,
4508,1000,943,899,10,32, 101 ,86.0%,139,139,
4511,1320,1001,933,37,29, 121 ,79.3%,165,165,
4512,1000,893,838,25,28, 89 ,87.9%,139,139,
4521,1320,1155,1051,44,58, 124 ,77.8%,167,167,
4531,915,737,682,33,20, 58 ,89.0%,125,125,
4533,1320,1038,1006,6,24, 84 ,90.5%,165,166,
4538,1320,1158,1092,22,42, 120 ,89.1%,164,164,
4540,915,777,698,37,40, 82 ,77.0%,136,136,
4553,1200,1208,1166,17,23, 173 ,90.2%,162,162,
4590,855,944,883,31,28, 91 ,90.9%,129,129,
4601,780,771,716,29,24, 69 ,88.0%,106,106,
4615,1320,1148,1036,71,39, 77 ,91.5%,162,162,
4616,1000,980,865,62,51, 101 ,81.6%,145,145,
4631,855,1074,852,137,83, 87 ,86.3%,123,123,
4635,1320,1148,1045,70,31, 137 ,83.5%,167,167,
4643,400,656,404,117,133, 58 ,89.9%,68,68,
4653,855,751,705,19,25, 51 ,84.1%,122,122,
4678,855,921,880,12,27, 134 ,87.7%,126,126,
4682,662,836,758,26,50, 102 ,90.7%,103,103,
4696,616,605,528,30,45, 36 ,88.2%,89,89,
4734,1000,760,610,65,83, 57 ,71.9%,133,133,
4849,616,743,617,78,46, 92 ,76.4%,102,102,
4865,616,670,630,24,14, 91 ,78.7%,104,104,
5025,1320,998,930,30,36, 77 ,87.1%,152,152,
5028,855,535,429,34,70, 31 ,79.8%,93,93,
5029,780,679,623,21,33, 40 ,91.5%,103,103,
5030,915,773,706,32,33, 51 ,82.8%,126,126,
5031,1320,1096,1058,9,27, 96 ,85.7%,164,164,
5032,1320,1124,1010,50,62, 106 ,95.4%,151,151,
5033,1320,917,807,57,51, 83 ,81.8%,155,155,
5034,780,1047,915,92,38, 180 ,85.7%,132,132,
5035,1200,1100,1016,50,32, 139 ,90.1%,157,157,
5036,1120,1378,1314,39,23, 266 ,94.4%,160,160,
5037,1200,1161,982,105,72, 100 ,88.3%,159,159,
5038,855,627,551,39,35, 34 ,82.2%,106,106,
5039,1200,1221,1084,105,30, 111 ,90.1%,160,160,
5041,855,643,596,27,18, 43 ,91.9%,108,108,
5045,1320,963,900,23,38, 97 ,87.4%,148,148,
5046,1320,973,881,61,29, 101 ,76.6%,167,167,
5048,616,546,502,13,29, 47 ,79.2%,92,92,
5049,1120,1041,852,81,106, 55 ,88.4%,143,143,
5051,915,758,690,38,28, 80 ,80.3%,133,133,
5054,1120,1086,979,51,54, 117 ,83.7%,151,151,
5055,1120,1070,1007,29,32, 106 ,92.1%,148,148,
5056,1320,1489,1289,68,130, 63 ,93.5%,152,152,
5057,1320,1010,949,20,39, 80 ,87.7%,162,163,
5058,780,1038,952,43,41, 92 ,96.7%,120,120,
5060,1320,1045,976,41,26, 61 ,95.3%,149,149,
5063,1320,712,620,31,59, 79 ,60.8%,157,157,
5064,855,637,553,39,43, 41 ,76.0%,103,103,
5065,855,711,626,26,57, 24 ,79.2%,119,119,
5066,700,664,615,31,16, 82 ,84.9%,104,104,
5070,855,983,919,28,34, 86 ,96.8%,125,125,
5071,1000,1000,934,45,19, 89 ,89.3%,146,146,
5072,1320,1402,1284,60,56, 156 ,97.5%,160,160,
5076,1320,1401,1209,155,35, 169 ,87.6%,166,166,
5078,1320,1096,1053,9,32, 100 ,84.1%,161,161,
5080,855,739,677,34,26, 62 ,85.8%,119,119,
5082,1000,890,862,11,15, 93 ,93.5%,137,137,
5085,1320,1045,1020,10,13, 121 ,81.7%,166,166,
5087,1320,1175,1091,47,35, 132 ,86.5%,167,167,
5088,1320,1047,915,99,31, 89 ,82.2%,161,161,
5090,1320,1059,973,39,45, 93 ,85.0%,157,157,
5091,662,745,623,28,92, 69 ,90.3%,102,102,
5092,780,754,706,17,29, 64 ,93.7%,110,110,
5097,855,745,673,43,27, 47 ,86.1%,119,119,
5099,1320,1066,1029,12,23, 99 ,87.5%,164,164,
5101,1320,1207,1154,32,19, 131 ,92.8%,163,163,
5104,915,934,811,37,84, 63 ,97.0%,133,133,
5105,1320,1420,1288,97,33, 183 ,88.4%,169,169,
5113,1120,1014,977,9,26, 104 ,85.4%,154,154,
5115,1320,1070,963,59,46, 95 ,86.4%,159,159,
5116,1320,1012,907,34,69, 72 ,86.8%,151,151,
5117,1000,1115,1057,27,29, 110 ,92.4%,154,155,
5118,915,1204,953,87,162, 85 ,91.8%,132,132,
5123,1320,952,869,57,24, 115 ,77.0%,170,170,
5124,1320,1046,961,54,29, 87 ,93.5%,153,153,
5126,616,578,509,22,45, 55 ,87.6%,94,94,
5127,1320,954,866,47,39, 101 ,84.2%,162,162,
5129,1120,1283,1195,21,65, 192 ,90.8%,140,140,
5130,915,1230,1185,15,28, 210 ,92.9%,126,126,
5131,1320,1214,1086,90,36, 141 ,91.5%,162,162,
5133,1320,991,928,23,38, 70 ,88.0%,162,162,
5134,1320,1290,1239,39,10, 162 ,91.9%,157,157,
5136,1120,907,837,27,41, 74 ,86.7%,146,146,
5137,855,671,588,44,37, 54 ,76.4%,120,120,
5139,855,801,698,28,73, 39 ,93.1%,114,114,
5141,1320,924,855,27,40, 75 ,80.7%,157,157,
5144,855,711,649,14,46, 60 ,87.2%,108,108,
5145,855,881,818,33,28, 125 ,79.5%,126,126,
5146,855,785,632,68,83, 42 ,89.8%,107,107,
5147,1200,1137,1043,48,44, 116 ,83.8%,153,153,
5150,915,1519,1255,144,118, 137 ,93.4%,135,135,
5151,1320,961,854,39,66, 50 ,91.8%,145,145,
5155,1320,933,878,27,26, 77 ,91.3%,157,157,
5156,1320,1193,1140,19,32, 98 ,90.4%,163,163,
5157,855,752,693,22,35, 60 ,82.5%,119,119,
5159,1200,985,917,23,43, 76 ,89.4%,156,156,
5165,1320,953,897,23,31, 135 ,81.3%,157,157,
5166,1320,1116,1082,19,13, 116 ,85.6%,170,170,
5167,1320,947,878,23,44, 85 ,80.0%,161,161,
5168,1200,950,924,13,11, 76 ,85.9%,152,152,
5172,1320,1063,977,53,31, 80 ,85.5%,155,155,
5173,1320,951,883,34,32, 85 ,86.6%,160,160,
5174,1000,984,916,34,32, 114 ,76.5%,145,145,
5175,1320,1132,1026,68,36, 115 ,81.3%,163,163,
5184,855,776,702,44,28, 61 ,83.7%,121,121,
5185,915,787,731,27,27, 77 ,81.6%,124,124,
5186,855,709,678,11,18, 58 ,90.4%,114,114,
5189,855,779,725,34,18, 83 ,92.5%,119,119,
5190,915,937,895,18,22, 72 ,97.6%,125,125,
5191,915,876,789,37,48, 56 ,89.1%,134,134,
5192,915,867,768,45,52, 67 ,88.1%,133,133,
5193,780,943,878,45,18, 134 ,91.3%,125,125,
5195,915,894,778,56,58, 81 ,90.0%,129,129,
5196,1000,942,893,18,29, 116 ,85.0%,140,140,
5197,780,777,698,28,49, 64 ,87.3%,123,123,
5199,1320,1184,1077,58,47, 86 ,89.0%,160,160,
5201,662,978,815,64,97, 180 ,91.1%,89,89,
5202,915,1057,978,20,57, 125 ,94.6%,129,129,
5203,700,619,562,28,27, 55 ,83.7%,96,96,
