Store,Date
4461,02/10/2022
4472,02/10/2022
4475,02/10/2022
4477,02/10/2022
4482,02/10/2022
4484,02/10/2022
4487,02/10/2022
4497,02/10/2022
4499,02/10/2022
4506,02/10/2022
4520,02/10/2022
4521,02/10/2022
4533,02/10/2022
4553,02/10/2022
4556,02/10/2022
4558,02/10/2022
4564,02/10/2022
4574,02/10/2022
4581,02/10/2022
4583,02/10/2022
4588,02/10/2022
4593,02/10/2022
4594,02/10/2022
4611,02/10/2022
4616,02/10/2022
4635,02/10/2022
4664,02/10/2022
4679,02/10/2022
4681,02/10/2022
4683,02/10/2022
5022,02/10/2022
5034,02/10/2022
5036,02/10/2022
5037,02/10/2022
5046,02/10/2022
5054,02/10/2022
5056,02/10/2022
5057,02/10/2022
5058,02/10/2022
5063,02/10/2022
5079,02/10/2022
5085,02/10/2022
5087,02/10/2022
5113,02/10/2022
5126,02/10/2022
5150,02/10/2022
5151,02/10/2022
5172,02/10/2022
5174,02/10/2022
5175,02/10/2022
5196,02/10/2022
5197,02/10/2022
5214,02/10/2022
5218,02/10/2022
5220,02/10/2022
5244,02/10/2022
5250,02/10/2022
5251,02/10/2022
5252,02/10/2022
5254,02/10/2022
5260,02/10/2022
5261,02/10/2022
5262,02/10/2022
5263,02/10/2022
5264,02/10/2022
5266,02/10/2022
5275,02/10/2022
5292,02/10/2022
5298,02/10/2022
5299,02/10/2022
5300,02/10/2022
5301,02/10/2022
5320,02/10/2022
5325,02/10/2022
5326,02/10/2022
5346,02/10/2022
5347,02/10/2022
5348,02/10/2022
5363,02/10/2022
5390,02/10/2022
5391,02/10/2022
5392,02/10/2022
5417,02/10/2022
5418,02/10/2022
5419,02/10/2022
5420,02/10/2022
5422,02/10/2022
5433,02/10/2022
5455,02/10/2022
5477,02/10/2022
5481,02/10/2022
5482,02/10/2022
5487,02/10/2022
5489,02/10/2022
5616,02/10/2022
5671,02/10/2022
5706,02/10/2022
5709,02/10/2022
5727,02/10/2022
5728,02/10/2022
5735,02/10/2022
5743,02/10/2022
5745,02/10/2022
5747,02/10/2022
5772,02/10/2022
5786,02/10/2022
5787,02/10/2022
5793,02/10/2022
5797,02/10/2022
5803,02/10/2022
5814,02/10/2022
5845,02/10/2022
5851,02/10/2022
5854,02/10/2022
5871,02/10/2022
5872,02/10/2022
5879,02/10/2022
5882,02/10/2022
5894,02/10/2022
5911,02/10/2022
5912,02/10/2022
5927,02/10/2022
5932,02/10/2022
5964,02/10/2022
6190,02/10/2022
6397,02/10/2022
6469,02/10/2022
6789,02/10/2022
6807,02/10/2022
6878,02/10/2022
6879,02/10/2022
6887,02/10/2022
6931,02/10/2022
6964,02/10/2022
6978,02/10/2022
6998,02/10/2022
7009,02/10/2022
7020,02/10/2022
7179,02/10/2022
7181,02/10/2022
7185,02/10/2022
7188,02/10/2022
7194,02/10/2022
7238,02/10/2022
7243,02/10/2022
7245,02/10/2022
7246,02/10/2022
7247,02/10/2022
7249,02/10/2022
7280,02/10/2022
7290,02/10/2022
7301,02/10/2022
7324,02/10/2022
7368,02/10/2022
10,02/17/2022
12,02/17/2022
22,02/17/2022
26,02/17/2022
28,02/17/2022
31,02/17/2022
38,02/17/2022
39,02/17/2022
41,02/17/2022
42,02/17/2022
43,02/17/2022
47,02/17/2022
49,02/17/2022
50,02/17/2022
63,02/17/2022
72,02/17/2022
73,02/17/2022
77,02/17/2022
81,02/17/2022
90,02/17/2022
103,02/17/2022
108,02/17/2022
111,02/17/2022
113,02/17/2022
117,02/17/2022
121,02/17/2022
123,02/17/2022
129,02/17/2022
130,02/17/2022
131,02/17/2022
132,02/17/2022
134,02/17/2022
136,02/17/2022
137,02/17/2022
139,02/17/2022
140,02/17/2022
146,02/17/2022
147,02/17/2022
148,02/17/2022
150,02/17/2022
151,02/17/2022
158,02/17/2022
162,02/17/2022
163,02/17/2022
165,02/17/2022
178,02/17/2022
180,02/17/2022
185,02/17/2022
186,02/17/2022
194,02/17/2022
202,02/17/2022
206,02/17/2022
207,02/17/2022
210,02/17/2022
211,02/17/2022
212,02/17/2022
214,02/17/2022
217,02/17/2022
220,02/17/2022
221,02/17/2022
225,02/17/2022
226,02/17/2022
227,02/17/2022
228,02/17/2022
231,02/17/2022
232,02/17/2022
240,02/17/2022
242,02/17/2022
245,02/17/2022
246,02/17/2022
247,02/17/2022
248,02/17/2022
249,02/17/2022
251,02/17/2022
259,02/17/2022
260,02/17/2022
265,02/17/2022
266,02/17/2022
269,02/17/2022
271,02/17/2022
275,02/17/2022
276,02/17/2022
277,02/17/2022
280,02/17/2022
284,02/17/2022
285,02/17/2022
286,02/17/2022
288,02/17/2022
290,02/17/2022
293,02/17/2022
297,02/17/2022
320,02/17/2022
321,02/17/2022
324,02/17/2022
330,02/17/2022
340,02/17/2022
341,02/17/2022
342,02/17/2022
344,02/17/2022
345,02/17/2022
346,02/17/2022
350,02/17/2022
351,02/17/2022
360,02/17/2022
364,02/17/2022
369,02/17/2022
370,02/17/2022
371,02/17/2022
372,02/17/2022
374,02/17/2022
378,02/17/2022
381,02/17/2022
382,02/17/2022
385,02/17/2022
387,02/17/2022
389,02/17/2022
392,02/17/2022
395,02/17/2022
397,02/17/2022
398,02/17/2022
399,02/17/2022
400,02/17/2022
404,02/17/2022
407,02/17/2022
412,02/17/2022
414,02/17/2022
417,02/17/2022
418,02/17/2022
419,02/17/2022
421,02/17/2022
426,02/17/2022
427,02/17/2022
429,02/17/2022
437,02/17/2022
438,02/17/2022
440,02/17/2022
442,02/17/2022
443,02/17/2022
446,02/17/2022
447,02/17/2022
452,02/17/2022
456,02/17/2022
461,02/17/2022
463,02/17/2022
464,02/17/2022
465,02/17/2022
467,02/17/2022
470,02/17/2022
471,02/17/2022
472,02/17/2022
473,02/17/2022
475,02/17/2022
476,02/17/2022
478,02/17/2022
479,02/17/2022
482,02/17/2022
484,02/17/2022
490,02/17/2022
499,02/17/2022
500,02/17/2022
503,02/17/2022
504,02/17/2022
508,02/17/2022
512,02/17/2022
513,02/17/2022
516,02/17/2022
523,02/17/2022
524,02/17/2022
527,02/17/2022
529,02/17/2022
535,02/17/2022
536,02/17/2022
537,02/17/2022
544,02/17/2022
546,02/17/2022
549,02/17/2022
554,02/17/2022
557,02/17/2022
558,02/17/2022
561,02/17/2022
564,02/17/2022
565,02/17/2022
567,02/17/2022
572,02/17/2022
576,02/17/2022
590,02/17/2022
592,02/17/2022
595,02/17/2022
600,02/17/2022
601,02/17/2022
602,02/17/2022
607,02/17/2022
608,02/17/2022
610,02/17/2022
611,02/17/2022
622,02/17/2022
626,02/17/2022
637,02/17/2022
645,02/17/2022
652,02/17/2022
703,02/17/2022
717,02/17/2022
743,02/17/2022
744,02/17/2022
746,02/17/2022
752,02/17/2022
757,02/17/2022
765,02/17/2022
770,02/17/2022
772,02/17/2022
774,02/17/2022
776,02/17/2022
781,02/17/2022
782,02/17/2022
790,02/17/2022
791,02/17/2022
793,02/17/2022
794,02/17/2022
799,02/17/2022
804,02/17/2022
806,02/17/2022
807,02/17/2022
808,02/17/2022
812,02/17/2022
813,02/17/2022
821,02/17/2022
822,02/17/2022
823,02/17/2022
826,02/17/2022
829,02/17/2022
831,02/17/2022
835,02/17/2022
838,02/17/2022
846,02/17/2022
849,02/17/2022
850,02/17/2022
851,02/17/2022
861,02/17/2022
865,02/17/2022
867,02/17/2022
868,02/17/2022
869,02/17/2022
872,02/17/2022
873,02/17/2022
880,02/17/2022
885,02/17/2022
893,02/17/2022
894,02/17/2022
896,02/17/2022
897,02/17/2022
898,02/17/2022
900,02/17/2022
901,02/17/2022
905,02/17/2022
906,02/17/2022
915,02/17/2022
917,02/17/2022
918,02/17/2022
921,02/17/2022
924,02/17/2022
927,02/17/2022
939,02/17/2022
940,02/17/2022
945,02/17/2022
947,02/17/2022
951,02/17/2022
953,02/17/2022
962,02/17/2022
963,02/17/2022
964,02/17/2022
966,02/17/2022
972,02/17/2022
975,02/17/2022
978,02/17/2022
980,02/17/2022
984,02/17/2022
986,02/17/2022
992,02/17/2022
993,02/17/2022
997,02/17/2022
999,02/17/2022
1000,02/17/2022
1001,02/17/2022
1008,02/17/2022
1019,02/17/2022
1022,02/17/2022
1040,02/17/2022
1041,02/17/2022
1042,02/17/2022
1043,02/17/2022
1044,02/17/2022
1045,02/17/2022
1046,02/17/2022
1051,02/17/2022
1054,02/17/2022
1055,02/17/2022
1056,02/17/2022
1067,02/17/2022
1073,02/17/2022
1078,02/17/2022
1095,02/17/2022
1098,02/17/2022
1099,02/17/2022
1103,02/17/2022
1116,02/17/2022
1117,02/17/2022
1118,02/17/2022
1126,02/17/2022
1129,02/17/2022
1137,02/17/2022
1148,02/17/2022
1149,02/17/2022
1150,02/17/2022
1154,02/17/2022
1175,02/17/2022
1178,02/17/2022
1185,02/17/2022
1186,02/17/2022
1187,02/17/2022
1198,02/17/2022
1199,02/17/2022
1200,02/17/2022
1214,02/17/2022
1216,02/17/2022
1218,02/17/2022
1230,02/17/2022
1235,02/17/2022
1240,02/17/2022
1249,02/17/2022
1252,02/17/2022
1253,02/17/2022
1254,02/17/2022
1257,02/17/2022
1272,02/17/2022
1273,02/17/2022
1279,02/17/2022
1280,02/17/2022
1282,02/17/2022
1291,02/17/2022
1295,02/17/2022
1296,02/17/2022
1299,02/17/2022
1303,02/17/2022
1306,02/17/2022
1308,02/17/2022
1315,02/17/2022
1324,02/17/2022
1325,02/17/2022
1326,02/17/2022
1328,02/17/2022
1334,02/17/2022
1347,02/17/2022
1357,02/17/2022
1364,02/17/2022
1369,02/17/2022
1370,02/17/2022
1381,02/17/2022
1384,02/17/2022
1397,02/17/2022
1405,02/17/2022
1409,02/17/2022
1411,02/17/2022
1414,02/17/2022
1417,02/17/2022
1434,02/17/2022
1437,02/17/2022
1438,02/17/2022
1439,02/17/2022
1440,02/17/2022
1442,02/17/2022
1455,02/17/2022
1456,02/17/2022
1457,02/17/2022
1460,02/17/2022
1461,02/17/2022
1474,02/17/2022
1483,02/17/2022
1485,02/17/2022
1492,02/17/2022
1494,02/17/2022
1500,02/17/2022
1507,02/17/2022
1508,02/17/2022
1516,02/17/2022
1520,02/17/2022
1532,02/17/2022
1533,02/17/2022
1534,02/17/2022
1535,02/17/2022
1538,02/17/2022
1543,02/17/2022
1545,02/17/2022
1549,02/17/2022
1550,02/17/2022
1554,02/17/2022
1555,02/17/2022
1559,02/17/2022
1560,02/17/2022
1563,02/17/2022
1565,02/17/2022
1567,02/17/2022
1572,02/17/2022
1573,02/17/2022
1574,02/17/2022
1575,02/17/2022
1581,02/17/2022
1583,02/17/2022
1584,02/17/2022
1585,02/17/2022
1587,02/17/2022
1588,02/17/2022
1598,02/17/2022
1600,02/17/2022
1604,02/17/2022
1608,02/17/2022
1612,02/17/2022
1615,02/17/2022
1616,02/17/2022
1617,02/17/2022
1626,02/17/2022
1630,02/17/2022
1636,02/17/2022
1637,02/17/2022
1645,02/17/2022
1646,02/17/2022
1648,02/17/2022
1649,02/17/2022
1651,02/17/2022
1659,02/17/2022
1660,02/17/2022
1671,02/17/2022
1685,02/17/2022
1689,02/17/2022
1693,02/17/2022
1695,02/17/2022
1697,02/17/2022
1699,02/17/2022
1704,02/17/2022
1708,02/17/2022
1746,02/17/2022
1747,02/17/2022
1756,02/17/2022
1760,02/17/2022
1768,02/17/2022
1772,02/17/2022
1775,02/17/2022
1778,02/17/2022
1784,02/17/2022
1789,02/17/2022
1793,02/17/2022
1800,02/17/2022
1801,02/17/2022
1802,02/17/2022
1803,02/17/2022
1805,02/17/2022
1808,02/17/2022
1815,02/17/2022
1817,02/17/2022
1826,02/17/2022
1827,02/17/2022
1832,02/17/2022
1834,02/17/2022
1837,02/17/2022
1838,02/17/2022
1840,02/17/2022
1843,02/17/2022
1846,02/17/2022
1853,02/17/2022
1859,02/17/2022
1862,02/17/2022
1870,02/17/2022
1872,02/17/2022
1876,02/17/2022
1877,02/17/2022
1878,02/17/2022
1879,02/17/2022
1880,02/17/2022
1881,02/17/2022
1882,02/17/2022
1888,02/17/2022
1889,02/17/2022
1896,02/17/2022
1899,02/17/2022
1900,02/17/2022
1901,02/17/2022
1902,02/17/2022
1903,02/17/2022
1905,02/17/2022
1910,02/17/2022
1914,02/17/2022
1915,02/17/2022
1917,02/17/2022
1922,02/17/2022
1925,02/17/2022
1941,02/17/2022
1943,02/17/2022
1951,02/17/2022
1958,02/17/2022
1963,02/17/2022
1965,02/17/2022
1979,02/17/2022
1983,02/17/2022
1988,02/17/2022
1989,02/17/2022
1992,02/17/2022
2001,02/17/2022
2002,02/17/2022
2006,02/17/2022
2007,02/17/2022
2016,02/17/2022
2025,02/17/2022
2028,02/17/2022
2030,02/17/2022
2031,02/17/2022
2032,02/17/2022
2033,02/17/2022
2037,02/17/2022
2039,02/17/2022
2044,02/17/2022
2048,02/17/2022
2050,02/17/2022
2051,02/17/2022
2052,02/17/2022
2053,02/17/2022
2054,02/17/2022
2066,02/17/2022
2069,02/17/2022
2070,02/17/2022
2071,02/17/2022
2074,02/17/2022
2075,02/17/2022
2077,02/17/2022
2082,02/17/2022
2084,02/17/2022
2086,02/17/2022
2094,02/17/2022
2099,02/17/2022
2105,02/17/2022
2106,02/17/2022
2110,02/17/2022
2112,02/17/2022
2113,02/17/2022
2117,02/17/2022
2121,02/17/2022
2123,02/17/2022
2125,02/17/2022
2126,02/17/2022
2131,02/17/2022
2133,02/17/2022
2147,02/17/2022
2150,02/17/2022
2161,02/17/2022
2177,02/17/2022
2181,02/17/2022
2187,02/17/2022
2188,02/17/2022
2190,02/17/2022
2196,02/17/2022
2201,02/17/2022
2206,02/17/2022
2207,02/17/2022
2218,02/17/2022
2223,02/17/2022
2239,02/17/2022
2241,02/17/2022
2242,02/17/2022
2243,02/17/2022
2245,02/17/2022
2249,02/17/2022
2251,02/17/2022
2253,02/17/2022
2257,02/17/2022
2259,02/17/2022
2269,02/17/2022
2270,02/17/2022
2280,02/17/2022
2288,02/17/2022
2291,02/17/2022
2292,02/17/2022
2293,02/17/2022
2297,02/17/2022
2307,02/17/2022
2308,02/17/2022
2314,02/17/2022
2315,02/17/2022
2317,02/17/2022
2319,02/17/2022
2321,02/17/2022
2325,02/17/2022
2333,02/17/2022
2385,02/17/2022
2401,02/17/2022
2402,02/17/2022
2403,02/17/2022
2404,02/17/2022
2418,02/17/2022
2422,02/17/2022
2427,02/17/2022
2428,02/17/2022
2432,02/17/2022
2439,02/17/2022
2443,02/17/2022
2450,02/17/2022
2453,02/17/2022
2455,02/17/2022
2457,02/17/2022
2458,02/17/2022
2463,02/17/2022
2464,02/17/2022
2466,02/17/2022
2469,02/17/2022
2473,02/17/2022
2476,02/17/2022
2477,02/17/2022
2479,02/17/2022
2482,02/17/2022
2483,02/17/2022
2485,02/17/2022
2492,02/17/2022
2494,02/17/2022
2495,02/17/2022
2505,02/17/2022
2507,02/17/2022
2508,02/17/2022
2511,02/17/2022
2512,02/17/2022
2515,02/17/2022
2516,02/17/2022
2517,02/17/2022
2523,02/17/2022
2526,02/17/2022
2527,02/17/2022
2536,02/17/2022
2537,02/17/2022
2538,02/17/2022
2539,02/17/2022
2546,02/17/2022
2549,02/17/2022
2550,02/17/2022
2552,02/17/2022
2553,02/17/2022
2554,02/17/2022
2556,02/17/2022
2557,02/17/2022
2562,02/17/2022
2568,02/17/2022
2571,02/17/2022
2579,02/17/2022
2592,02/17/2022
2593,02/17/2022
2594,02/17/2022
2595,02/17/2022
2596,02/17/2022
2598,02/17/2022
2599,02/17/2022
2608,02/17/2022
2609,02/17/2022
2612,02/17/2022
2617,02/17/2022
2621,02/17/2022
2648,02/17/2022
2649,02/17/2022
2652,02/17/2022
2653,02/17/2022
2656,02/17/2022
2667,02/17/2022
2671,02/17/2022
2672,02/17/2022
2688,02/17/2022
2697,02/17/2022
2708,02/17/2022
2710,02/17/2022
2711,02/17/2022
2718,02/17/2022
2722,02/17/2022
2724,02/17/2022
2729,02/17/2022
2734,02/17/2022
2735,02/17/2022
2751,02/17/2022
2752,02/17/2022
2763,02/17/2022
2765,02/17/2022
2766,02/17/2022
2767,02/17/2022
2768,02/17/2022
2769,02/17/2022
2777,02/17/2022
2778,02/17/2022
2781,02/17/2022
2782,02/17/2022
2784,02/17/2022
2794,02/17/2022
2803,02/17/2022
2804,02/17/2022
2831,02/17/2022
2834,02/17/2022
2838,02/17/2022
2842,02/17/2022
2847,02/17/2022
2861,02/17/2022
2862,02/17/2022
2864,02/17/2022
2865,02/17/2022
2883,02/17/2022
2886,02/17/2022
2893,02/17/2022
2918,02/17/2022
2921,02/17/2022
2922,02/17/2022
2923,02/17/2022
2925,02/17/2022
2926,02/17/2022
2927,02/17/2022
2947,02/17/2022
2948,02/17/2022
2950,02/17/2022
2951,02/17/2022
2952,02/17/2022
2973,02/17/2022
2978,02/17/2022
2980,02/17/2022
2985,02/17/2022
2989,02/17/2022
2990,02/17/2022
2991,02/17/2022
2993,02/17/2022
2996,02/17/2022
3014,02/17/2022
3018,02/17/2022
3044,02/17/2022
3053,02/17/2022
3056,02/17/2022
3057,02/17/2022
3058,02/17/2022
3081,02/17/2022
3087,02/17/2022
3093,02/17/2022
3103,02/17/2022
3106,02/17/2022
3107,02/17/2022
3112,02/17/2022
3136,02/17/2022
3149,02/17/2022
3150,02/17/2022
3151,02/17/2022
3169,02/17/2022
3170,02/17/2022
3177,02/17/2022
3180,02/17/2022
3208,02/17/2022
3213,02/17/2022
3217,02/17/2022
3218,02/17/2022
3220,02/17/2022
3224,02/17/2022
3225,02/17/2022
3226,02/17/2022
3227,02/17/2022
3229,02/17/2022
3232,02/17/2022
3239,02/17/2022
3241,02/17/2022
3248,02/17/2022
3254,02/17/2022
3258,02/17/2022
3259,02/17/2022
3260,02/17/2022
3261,02/17/2022
3276,02/17/2022
3277,02/17/2022
3278,02/17/2022
3279,02/17/2022
3283,02/17/2022
3284,02/17/2022
3285,02/17/2022
3286,02/17/2022
3290,02/17/2022
3295,02/17/2022
3296,02/17/2022
3297,02/17/2022
3298,02/17/2022
3302,02/17/2022
3313,02/17/2022
3319,02/17/2022
3320,02/17/2022
3350,02/17/2022
3351,02/17/2022
3352,02/17/2022
3360,02/17/2022
3366,02/17/2022
3379,02/17/2022
3380,02/17/2022
3381,02/17/2022
3382,02/17/2022
3383,02/17/2022
3384,02/17/2022
3390,02/17/2022
3391,02/17/2022
3395,02/17/2022
3406,02/17/2022
3407,02/17/2022
3408,02/17/2022
3423,02/17/2022
3425,02/17/2022
3427,02/17/2022
3428,02/17/2022
3430,02/17/2022
3431,02/17/2022
3432,02/17/2022
3433,02/17/2022
3454,02/17/2022
3455,02/17/2022
3464,02/17/2022
3465,02/17/2022
3473,02/17/2022
3477,02/17/2022
3478,02/17/2022
3482,02/17/2022
3492,02/17/2022
3494,02/17/2022
3500,02/17/2022
3510,02/17/2022
3511,02/17/2022
3516,02/17/2022
3524,02/17/2022
3525,02/17/2022
3531,02/17/2022
3533,02/17/2022
3537,02/17/2022
3566,02/17/2022
3567,02/17/2022
3569,02/17/2022
3572,02/17/2022
3587,02/17/2022
3589,02/17/2022
3591,02/17/2022
3596,02/17/2022
3620,02/17/2022
3623,02/17/2022
3631,02/17/2022
3640,02/17/2022
3645,02/17/2022
3648,02/17/2022
3650,02/17/2022
3652,02/17/2022
3708,02/17/2022
3712,02/17/2022
3728,02/17/2022
3729,02/17/2022
3730,02/17/2022
3731,02/17/2022
3732,02/17/2022
3734,02/17/2022
3739,02/17/2022
3742,02/17/2022
3751,02/17/2022
3754,02/17/2022
3757,02/17/2022
3763,02/17/2022
3764,02/17/2022
3771,02/17/2022
3773,02/17/2022
3777,02/17/2022
3778,02/17/2022
3794,02/17/2022
3796,02/17/2022
3799,02/17/2022
3801,02/17/2022
3805,02/17/2022
3807,02/17/2022
3816,02/17/2022
3823,02/17/2022
3826,02/17/2022
3827,02/17/2022
3833,02/17/2022
3847,02/17/2022
3848,02/17/2022
3850,02/17/2022
3853,02/17/2022
3861,02/17/2022
3867,02/17/2022
3872,02/17/2022
3875,02/17/2022
3883,02/17/2022
3888,02/17/2022
3897,02/17/2022
3947,02/17/2022
4055,02/17/2022
4068,02/17/2022
4102,02/17/2022
4103,02/17/2022
4111,02/17/2022
4112,02/17/2022
4115,02/17/2022
4130,02/17/2022
4131,02/17/2022
4132,02/17/2022
4137,02/17/2022
4163,02/17/2022
4164,02/17/2022
4165,02/17/2022
4171,02/17/2022
4176,02/17/2022
4183,02/17/2022
4201,02/17/2022
4202,02/17/2022
4203,02/17/2022
4208,02/17/2022
4209,02/17/2022
4215,02/17/2022
4219,02/17/2022
4221,02/17/2022
4232,02/17/2022
4238,02/17/2022
4239,02/17/2022
4241,02/17/2022
4247,02/17/2022
4249,02/17/2022
4252,02/17/2022
4272,02/17/2022
4279,02/17/2022
4284,02/17/2022
4288,02/17/2022
4298,02/17/2022
4317,02/17/2022
4321,02/17/2022
4322,02/17/2022
4325,02/17/2022
4335,02/17/2022
4336,02/17/2022
4337,02/17/2022
4340,02/17/2022
4341,02/17/2022
4352,02/17/2022
4355,02/17/2022
4356,02/17/2022
4358,02/17/2022
4370,02/17/2022
4377,02/17/2022
4392,02/17/2022
4393,02/17/2022
4394,02/17/2022
4395,02/17/2022
4412,02/17/2022
4416,02/17/2022
4430,02/17/2022
4438,02/17/2022
4451,02/17/2022
4471,02/17/2022
4474,02/17/2022
4488,02/17/2022
4508,02/17/2022
4509,02/17/2022
4512,02/17/2022
4526,02/17/2022
4538,02/17/2022
4543,02/17/2022
4554,02/17/2022
4567,02/17/2022
4568,02/17/2022
4569,02/17/2022
4599,02/17/2022
4615,02/17/2022
4627,02/17/2022
4637,02/17/2022
4639,02/17/2022
4653,02/17/2022
4678,02/17/2022
4696,02/17/2022
4734,02/17/2022
4865,02/17/2022
5003,02/17/2022
5023,02/17/2022
5032,02/17/2022
5033,02/17/2022
5041,02/17/2022
5045,02/17/2022
5049,02/17/2022
5051,02/17/2022
5070,02/17/2022
5071,02/17/2022
5072,02/17/2022
5075,02/17/2022
5078,02/17/2022
5080,02/17/2022
5091,02/17/2022
5092,02/17/2022
5099,02/17/2022
5101,02/17/2022
5116,02/17/2022
5123,02/17/2022
5124,02/17/2022
5133,02/17/2022
5134,02/17/2022
5136,02/17/2022
5137,02/17/2022
5139,02/17/2022
5140,02/17/2022
5141,02/17/2022
5144,02/17/2022
5146,02/17/2022
5147,02/17/2022
5152,02/17/2022
5154,02/17/2022
5155,02/17/2022
5156,02/17/2022
5162,02/17/2022
5165,02/17/2022
5166,02/17/2022
5167,02/17/2022
5170,02/17/2022
5186,02/17/2022
5189,02/17/2022
5191,02/17/2022
5192,02/17/2022
5193,02/17/2022
5195,02/17/2022
5210,02/17/2022
5211,02/17/2022
5215,02/17/2022
5216,02/17/2022
5231,02/17/2022
5232,02/17/2022
5233,02/17/2022
5234,02/17/2022
5235,02/17/2022
5245,02/17/2022
5246,02/17/2022
5247,02/17/2022
5270,02/17/2022
5273,02/17/2022
5274,02/17/2022
5287,02/17/2022
5288,02/17/2022
5305,02/17/2022
5307,02/17/2022
5312,02/17/2022
5316,02/17/2022
5329,02/17/2022
5330,02/17/2022
5331,02/17/2022
5334,02/17/2022
5335,02/17/2022
5337,02/17/2022
5338,02/17/2022
5341,02/17/2022
5342,02/17/2022
5350,02/17/2022
5359,02/17/2022
5361,02/17/2022
5368,02/17/2022
5369,02/17/2022
5370,02/17/2022
5388,02/17/2022
5389,02/17/2022
5394,02/17/2022
5396,02/17/2022
5416,02/17/2022
5425,02/17/2022
5426,02/17/2022
5428,02/17/2022
5429,02/17/2022
5430,02/17/2022
5434,02/17/2022
5435,02/17/2022
5440,02/17/2022
5441,02/17/2022
5449,02/17/2022
5458,02/17/2022
5460,02/17/2022
5461,02/17/2022
5462,02/17/2022
5479,02/17/2022
5480,02/17/2022
5491,02/17/2022
5492,02/17/2022
5494,02/17/2022
5612,02/17/2022
5626,02/17/2022
5629,02/17/2022
5632,02/17/2022
5641,02/17/2022
5644,02/17/2022
5672,02/17/2022
5676,02/17/2022
5686,02/17/2022
5701,02/17/2022
5707,02/17/2022
5710,02/17/2022
5713,02/17/2022
5717,02/17/2022
5751,02/17/2022
5763,02/17/2022
5764,02/17/2022
5766,02/17/2022
5768,02/17/2022
5799,02/17/2022
5806,02/17/2022
5807,02/17/2022
5808,02/17/2022
5809,02/17/2022
5810,02/17/2022
5823,02/17/2022
5835,02/17/2022
5839,02/17/2022
5841,02/17/2022
5843,02/17/2022
5853,02/17/2022
5858,02/17/2022
5859,02/17/2022
5861,02/17/2022
5864,02/17/2022
5866,02/17/2022
5869,02/17/2022
5874,02/17/2022
5883,02/17/2022
5884,02/17/2022
5886,02/17/2022
5889,02/17/2022
5890,02/17/2022
5898,02/17/2022
5899,02/17/2022
5930,02/17/2022
5935,02/17/2022
5939,02/17/2022
5947,02/17/2022
5954,02/17/2022
5956,02/17/2022
5957,02/17/2022
5959,02/17/2022
5987,02/17/2022
5996,02/17/2022
6286,02/17/2022
6300,02/17/2022
6392,02/17/2022
6467,02/17/2022
6477,02/17/2022
6480,02/17/2022
6579,02/17/2022
6898,02/17/2022
6929,02/17/2022
6963,02/17/2022
7129,02/17/2022
7178,02/17/2022
7199,02/17/2022
7281,02/17/2022
7294,02/17/2022
7326,02/17/2022
8930,02/17/2022
154,02/23/2022
196,02/23/2022
197,02/23/2022
198,02/23/2022
199,02/23/2022
200,02/23/2022
201,02/23/2022
213,02/23/2022
222,02/23/2022
224,02/23/2022
233,02/23/2022
237,02/23/2022
252,02/23/2022
253,02/23/2022
254,02/23/2022
256,02/23/2022
262,02/23/2022
302,02/23/2022
334,02/23/2022
343,02/23/2022
352,02/23/2022
361,02/23/2022
422,02/23/2022
435,02/23/2022
436,02/23/2022
454,02/23/2022
480,02/23/2022
481,02/23/2022
492,02/23/2022
506,02/23/2022
550,02/23/2022
559,02/23/2022
566,02/23/2022
581,02/23/2022
596,02/23/2022
603,02/23/2022
609,02/23/2022
612,02/23/2022
617,02/23/2022
633,02/23/2022
636,02/23/2022
646,02/23/2022
647,02/23/2022
747,02/23/2022
748,02/23/2022
749,02/23/2022
750,02/23/2022
751,02/23/2022
753,02/23/2022
775,02/23/2022
784,02/23/2022
786,02/23/2022
792,02/23/2022
796,02/23/2022
797,02/23/2022
802,02/23/2022
810,02/23/2022
828,02/23/2022
830,02/23/2022
833,02/23/2022
841,02/23/2022
844,02/23/2022
847,02/23/2022
852,02/23/2022
854,02/23/2022
870,02/23/2022
882,02/23/2022
884,02/23/2022
886,02/23/2022
891,02/23/2022
892,02/23/2022
902,02/23/2022
910,02/23/2022
922,02/23/2022
923,02/23/2022
933,02/23/2022
936,02/23/2022
957,02/23/2022
958,02/23/2022
965,02/23/2022
971,02/23/2022
979,02/23/2022
982,02/23/2022
985,02/23/2022
995,02/23/2022
996,02/23/2022
1002,02/23/2022
1003,02/23/2022
1007,02/23/2022
1012,02/23/2022
1013,02/23/2022
1020,02/23/2022
1023,02/23/2022
1028,02/23/2022
1033,02/23/2022
1038,02/23/2022
1071,02/23/2022
1138,02/23/2022
1141,02/23/2022
1142,02/23/2022
1152,02/23/2022
1157,02/23/2022
1160,02/23/2022
1162,02/23/2022
1167,02/23/2022
1176,02/23/2022
1188,02/23/2022
1202,02/23/2022
1211,02/23/2022
1228,02/23/2022
1239,02/23/2022
1241,02/23/2022
1243,02/23/2022
1256,02/23/2022
1264,02/23/2022
1265,02/23/2022
1267,02/23/2022
1274,02/23/2022
1276,02/23/2022
1277,02/23/2022
1285,02/23/2022
1289,02/23/2022
1292,02/23/2022
1294,02/23/2022
1302,02/23/2022
1305,02/23/2022
1307,02/23/2022
1309,02/23/2022
1316,02/23/2022
1323,02/23/2022
1327,02/23/2022
1329,02/23/2022
