Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
5092,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,80.45%,69.48%,10.63,69.62%,86.60%,85.98%,78.44%
1118,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202247,75.47%,79.81%,11.14,61.24%,82.89%,84.22%,69.36%
5191,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,81.80%,78.02%,10.74,68.61%,84.11%,83.10%,85.62%
536,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,87.19%,68.95%,9.49,77.16%,89.20%,91.87%,87.14%
3381,,Scheduled Delivery Express,12,Executive Review,Degrading,Store Focus,202247,88.93%,81.10%,8.68,89.19%,87.69%,96.97%,84.13%
610,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202247,89.47%,74.55%,12.21,86.36%,90.00%,88.46%,94.12%
746,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,80.58%,72.11%,11.45,71.98%,92.21%,88.89%,67.97%
939,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,85.40%,84.48%,7.13,70.38%,95.06%,88.70%,83.74%
1254,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,78.77%,69.63%,9.15,67.69%,79.10%,87.15%,78.30%
6929,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202247,75.18%,57.24%,12.76,75.94%,88.60%,75.68%,59.17%
7156,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,80.88%,69.50%,9.71,63.13%,89.76%,83.02%,84.85%
781,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202247,90.53%,78.57%,7.59,81.63%,91.14%,93.83%,89.66%
1253,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202247,71.91%,69.35%,12.3,65.92%,76.91%,83.21%,69.63%
2133,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202247,75.10%,69.96%,11.52,68.53%,86.30%,77.47%,66.67%
2991,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202247,67.58%,58.06%,13.09,70.30%,69.61%,73.52%,58.42%
4219,,Scheduled Delivery Express,20,Executive Review,Recovering,Store Focus,202247,83.33%,80.43%,17.09,100.00%,72.73%,83.33%,77.78%
4219,,Scheduled Delivery Standard,42,Executive Review,Degrading,Store Focus,202247,78.51%,83.00%,8.42,74.30%,79.47%,84.59%,75.91%
4554,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,73.67%,83.09%,8.33,71.08%,81.22%,83.76%,58.29%
3169,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,85.15%,76.25%,7.37,78.59%,92.13%,88.42%,81.06%
3170,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202247,92.75%,61.04%,10.85,92.31%,100.00%,84.21%,92.86%
3569,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202247,81.07%,86.74%,8.5,73.97%,91.78%,87.68%,70.53%
5480,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,79.44%,74.43%,9.66,68.07%,93.32%,87.56%,62.40%
940,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202247,80.73%,78.72%,8.34,66.95%,83.91%,87.54%,81.30%
972,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,71.20%,77.67%,11.16,48.29%,75.78%,76.61%,79.39%
3773,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,79.69%,84.67%,10.29,73.44%,75.74%,79.79%,88.01%
4165,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202247,78.79%,78.95%,8.39,61.46%,84.01%,85.64%,81.90%
5247,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202247,78.49%,71.89%,9.24,66.95%,82.13%,85.07%,77.71%
5316,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,76.17%,74.41%,11.77,66.21%,74.76%,78.67%,81.38%
5764,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,82.15%,67.22%,10.01,73.50%,74.12%,95.00%,80.72%
1055,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202247,89.56%,70.76%,10.52,92.66%,89.89%,96.43%,78.05%
1055,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,77.65%,82.49%,8.54,73.25%,86.07%,84.88%,63.60%
1800,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202247,73.65%,67.01%,11.46,48.86%,81.52%,85.41%,69.95%
3224,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,72.79%,63.35%,12.44,46.79%,79.15%,85.67%,73.49%
3225,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,78.16%,75.14%,12.31,61.35%,74.38%,87.36%,84.28%
5823,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202247,80.36%,81.38%,12.21,70.70%,88.24%,89.72%,71.04%
417,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202247,73.39%,75.67%,13.79,76.54%,71.25%,73.50%,71.70%
427,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,84.25%,77.44%,9.1,73.49%,92.22%,83.37%,84.73%
468,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,82.27%,68.56%,9.12,68.85%,87.86%,84.99%,86.52%
2123,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,80.12%,59.44%,9.41,80.34%,86.82%,75.65%,77.58%
221,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,80.38%,69.98%,9.6,66.28%,83.92%,77.79%,88.68%
392,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202247,81.78%,76.53%,14.21,81.82%,84.93%,88.24%,70.97%
564,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,81.44%,85.37%,8.91,73.13%,84.37%,81.92%,85.17%
576,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202247,85.98%,86.67%,7.83,75.42%,93.17%,93.21%,80.88%
28,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,86.78%,68.25%,9.47,75.82%,93.19%,84.52%,88.27%
130,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202247,72.17%,58.38%,13.09,73.35%,73.46%,68.20%,74.15%
129,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202247,91.58%,84.67%,6,93.31%,92.58%,92.54%,87.95%
185,,Scheduled Delivery Express,24,Executive Review,Degrading,Store Focus,202247,88.64%,87.34%,10.34,85.71%,76.92%,100.00%,83.33%
975,,Scheduled Delivery Express,8,Executive Review,Recovering,Store Focus,202247,93.56%,77.49%,12.27,97.78%,98.00%,87.72%,92.00%
975,,Scheduled Delivery Standard,7,Executive Review,Recovering,Store Focus,202247,91.95%,81.44%,6.32,92.50%,88.64%,93.94%,93.75%
1295,,Scheduled Delivery Express,3,Active Monitoring,Degrading,Store Focus,202247,56.36%,84.06%,13.34,44.44%,53.33%,58.82%,55.56%
389,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,80.17%,82.03%,9.83,52.99%,82.96%,89.39%,84.53%
1626,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202247,71.23%,72.88%,13.2,46.41%,77.76%,82.62%,68.74%
2804,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,79.92%,75.35%,9.7,63.37%,84.58%,89.61%,75.07%
3430,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,86.12%,74.69%,8.39,73.88%,92.04%,87.06%,88.87%
212,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202247,83.71%,79.88%,10.09,73.79%,83.40%,86.14%,89.62%
517,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,81.47%,78.85%,10.77,54.55%,90.48%,89.35%,87.24%
544,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202247,82.35%,80.30%,11.63,69.87%,91.47%,85.44%,80.41%
743,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202247,88.01%,78.30%,7.76,81.04%,94.81%,89.16%,85.71%
7326,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,80.56%,76.68%,10.52,75.61%,88.24%,82.82%,75.25%
331,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,79.48%,62.56%,10.45,70.51%,78.36%,89.09%,76.12%
651,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,84.68%,86.15%,8.29,81.56%,89.34%,89.34%,77.53%
1204,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202247,88.63%,81.29%,8.02,66.49%,96.32%,93.87%,91.91%
553,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,86.21%,80.66%,9.18,69.93%,86.39%,92.66%,90.69%
909,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,69.37%,69.05%,13.51,54.40%,83.22%,62.18%,78.08%
1163,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,84.37%,82.67%,7.42,79.36%,89.99%,87.17%,80.12%
2665,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,86.84%,76.76%,8.79,61.25%,90.34%,94.82%,96.26%
2706,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,79.92%,81.30%,10.16,67.74%,85.27%,83.58%,79.79%
3167,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,35.43%,73.55%,11.84,30.73%,39.18%,41.85%,28.86%
3167,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,70.46%,77.19%,8.98,53.88%,83.67%,73.24%,69.84%
5022,,Scheduled Delivery Express,3,Active Monitoring,Degrading,Store Focus,202247,85.16%,60.11%,15.47,83.67%,94.59%,85.12%,76.85%
5022,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,60.70%,78.17%,12.75,54.99%,80.31%,59.92%,41.15%
489,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,75.45%,60.52%,12.35,59.72%,80.91%,81.78%,74.23%
541,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,66.88%,59.72%,13.76,50.92%,74.45%,75.93%,59.24%
989,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202247,65.15%,59.06%,12.81,58.02%,75.36%,74.03%,46.28%
1342,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,92.01%,61.50%,16,82.02%,97.70%,93.85%,95.83%
1342,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,79.17%,80.69%,10.71,71.01%,87.84%,87.61%,66.35%
1353,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,80.92%,86.28%,10.35,54.87%,86.50%,88.11%,82.07%
4129,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,62.76%,58.43%,18.03,48.02%,62.38%,79.47%,53.16%
485,,Scheduled Delivery Express,8,Executive Review,Degrading,Store Focus,202247,81.82%,82.14%,12.22,50.00%,100.00%,80.00%,100.00%
485,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202247,76.83%,83.16%,6.27,71.05%,88.79%,75.21%,71.58%
2913,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,78.47%,69.82%,12.17,69.25%,82.56%,85.75%,74.48%
428,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202247,84.84%,85.66%,7.72,63.73%,89.74%,91.40%,84.83%
532,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,71.91%,67.50%,14.23,48.47%,85.37%,88.27%,49.13%
839,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202247,87.54%,83.68%,8.25,78.92%,90.92%,89.87%,89.48%
935,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202247,68.59%,58.03%,13.61,52.52%,83.13%,76.08%,59.59%
1102,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202247,66.32%,70.99%,13.97,32.90%,86.75%,70.78%,56.48%
1206,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202247,80.38%,77.09%,8.81,85.75%,87.63%,78.82%,70.45%
1266,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202247,77.85%,70.23%,11,63.66%,84.71%,93.26%,65.30%
4683,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,72.30%,69.45%,9.75,61.75%,76.03%,80.04%,69.19%
1136,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,84.10%,84.26%,8.77,84.21%,96.04%,96.97%,65.73%
2132,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202247,81.25%,87.52%,8.05,71.70%,89.82%,84.55%,77.44%
2822,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,89.03%,85.42%,7.8,76.14%,94.23%,93.38%,89.94%
3288,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,83.65%,78.34%,8.97,74.25%,94.82%,86.87%,75.34%
5056,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202247,75.87%,79.52%,11.3,63.03%,89.74%,89.32%,54.26%
543,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202247,93.46%,73.10%,12.73,97.14%,93.75%,86.84%,96.88%
75,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202247,95.53%,64.19%,15.81,89.55%,98.98%,95.95%,95.95%
75,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202247,80.48%,75.48%,9.7,72.91%,94.98%,87.34%,67.23%
539,,Scheduled Delivery Standard,44,Executive Review,Degrading,Store Focus,202247,81.11%,65.21%,9.64,74.67%,91.29%,82.96%,73.57%
4295,,Scheduled Delivery Express,5,At Risk,Recovering,Store Focus,202247,83.33%,67.57%,12.9,91.43%,95.92%,82.50%,50.00%
4295,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202247,66.90%,70.48%,15.21,66.30%,85.71%,59.38%,60.61%
365,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,89.94%,79.92%,12.81,85.71%,92.31%,95.65%,85.71%
365,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202247,78.46%,85.05%,10.04,49.49%,82.90%,91.98%,76.66%
708,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202247,83.72%,76.22%,11.07,58.09%,94.07%,86.64%,84.88%
875,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202247,80.40%,83.76%,8.86,48.71%,83.45%,92.96%,80.78%
903,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,71.53%,64.32%,9.74,49.17%,64.55%,85.97%,81.03%
1710,,Scheduled Delivery Standard,49,Executive Review,Degrading,Store Focus,202247,77.50%,79.47%,11.34,46.58%,79.37%,90.08%,82.34%
2720,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202247,72.70%,68.97%,10.79,52.59%,79.35%,89.14%,57.27%
2755,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,77.18%,81.34%,10.32,28.57%,85.45%,93.50%,75.05%
6469,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202247,84.77%,85.54%,8.89,65.11%,86.18%,95.48%,87.42%
501,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,78.24%,85.73%,9.96,57.14%,79.74%,89.74%,82.12%
816,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202247,82.59%,84.43%,7.58,66.81%,80.57%,91.38%,92.67%
1025,,Scheduled Delivery Standard,28,Executive Review,Degrading,Store Focus,202247,81.04%,88.28%,10.29,56.10%,86.21%,94.22%,79.64%
969,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,91.59%,82.41%,8.34,82.57%,93.85%,96.46%,91.72%
2715,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,82.14%,68.76%,10.73,62.65%,94.12%,90.20%,71.15%
744,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,77.14%,85.26%,14.01,64.10%,94.07%,97.86%,48.28%
849,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,90.22%,83.17%,15.69,82.29%,97.35%,96.03%,79.73%
849,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,80.05%,89.59%,10.18,71.94%,91.05%,91.65%,62.96%
522,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,77.74%,73.36%,7.97,72.53%,85.84%,89.77%,60.00%
1186,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,81.28%,81.04%,6.93,75.34%,83.73%,93.24%,72.73%
3298,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,78.21%,80.58%,10.59,77.06%,91.86%,89.07%,50.68%
3500,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,76.02%,86.59%,13.68,62.11%,88.31%,88.82%,55.69%
504,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,76.02%,78.39%,11.45,61.80%,82.96%,84.35%,70.28%
529,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202247,80.64%,86.74%,11.21,78.12%,87.72%,90.71%,44.85%
2993,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202247,79.70%,79.77%,9.95,72.04%,86.95%,92.42%,66.32%
3572,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202247,92.84%,80.67%,18.26,93.20%,94.55%,97.94%,84.95%
3572,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,77.18%,77.98%,12.19,53.52%,88.87%,90.93%,57.51%
5959,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,83.47%,87.90%,7.88,73.44%,90.44%,94.57%,74.32%
772,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,74.45%,82.00%,10.28,40.91%,86.40%,89.43%,65.76%
3584,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202247,93.86%,79.30%,13.96,90.12%,97.30%,98.55%,88.68%
3584,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,79.79%,87.44%,8.44,73.40%,89.15%,94.94%,59.92%
768,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202247,93.06%,88.32%,16.81,95.24%,98.75%,98.68%,79.22%
1040,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,92.35%,68.41%,20.9,88.24%,96.04%,99.00%,85.88%
1040,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,75.15%,82.80%,16.8,60.55%,89.66%,89.69%,54.66%
1409,,Scheduled Delivery Express,7,Executive Review,Degrading,Store Focus,202247,84.21%,77.93%,19.78,82.61%,100.00%,93.94%,44.00%
1409,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,70.82%,84.44%,13.9,54.59%,91.58%,86.13%,24.71%
3640,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,77.63%,82.87%,13.48,63.09%,94.02%,96.35%,50.00%
2257,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,88.36%,61.48%,24.28,83.91%,92.75%,97.85%,76.81%
2257,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,71.85%,75.65%,16.18,58.82%,83.43%,87.18%,42.84%
351,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202247,87.65%,86.18%,6.12,82.52%,91.93%,90.87%,85.54%
400,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,75.90%,77.51%,11.47,49.43%,82.99%,90.23%,73.89%
901,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202247,85.37%,77.67%,8,73.41%,86.45%,78.56%,84.94%
1313,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202247,73.74%,80.79%,10.11,45.24%,81.52%,84.67%,79.75%
395,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,78.72%,73.91%,8.26,68.05%,92.28%,93.36%,53.81%
1958,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202247,82.87%,78.89%,8.31,78.49%,95.24%,91.01%,64.94%
4508,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202247,86.61%,84.31%,6.13,83.59%,96.06%,91.38%,74.60%
1042,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202247,91.16%,79.94%,6.86,78.05%,82.86%,87.12%,90.07%
2599,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,87.66%,81.01%,6.61,70.87%,92.82%,96.71%,89.85%
3058,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,81.26%,82.72%,8.81,78.76%,85.37%,89.27%,70.00%
3888,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202247,76.52%,77.30%,14.32,59.26%,84.75%,95.63%,54.97%
5145,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,80.66%,71.02%,7.4,73.10%,89.77%,86.44%,71.80%
404,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202247,88.86%,85.91%,6.31,84.63%,94.04%,86.50%,90.38%
1803,,Scheduled Delivery Express,7,Executive Review,Recovering,Store Focus,202247,91.92%,73.87%,11.89,92.59%,100.00%,100.00%,72.73%
1803,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,73.43%,74.90%,11.35,70.65%,82.94%,91.30%,47.06%
2769,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,80.88%,81.56%,10.97,73.16%,90.82%,93.27%,64.38%
140,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202247,80.62%,81.86%,12.16,70.54%,90.72%,85.54%,74.53%
1198,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,80.66%,75.93%,8.45,74.54%,90.24%,91.11%,62.75%
3056,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202247,86.20%,76.39%,6.96,78.13%,91.39%,92.52%,80.34%
4162,,Scheduled Delivery Express,9,Executive Review,Degrading,Store Focus,202247,95.45%,86.11%,11.41,89.58%,98.46%,100.00%,89.80%
549,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,79.81%,72.94%,11.58,85.53%,90.00%,100.00%,62.61%
1051,,Scheduled Delivery Express,6,At Risk,Degrading,Store Focus,202247,72.10%,85.39%,9.96,51.67%,77.27%,90.91%,69.23%
3826,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202247,89.12%,80.34%,8.47,81.71%,97.46%,88.80%,86.92%
513,,Scheduled Delivery Standard,11,Executive Review,Degrading,Store Focus,202247,83.09%,65.86%,10.82,77.32%,90.73%,87.67%,74.27%
537,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202247,79.76%,66.94%,11.49,69.52%,85.66%,83.25%,79.20%
608,,Scheduled Delivery Express,7,Executive Review,Degrading,Store Focus,202247,91.17%,56.02%,17.2,86.49%,94.66%,93.67%,88.64%
608,,Scheduled Delivery Standard,7,Executive Review,Degrading,Store Focus,202247,71.39%,72.82%,13.07,53.37%,76.11%,84.33%,65.28%
897,,Scheduled Delivery Express,5,At Risk,Degrading,Store Focus,202247,82.77%,82.85%,8,81.08%,78.79%,90.16%,81.82%
2891,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202247,82.14%,85.82%,9.55,71.62%,89.79%,90.67%,74.69%
3645,,Scheduled Delivery Standard,41,Executive Review,Degrading,Store Focus,202247,70.45%,72.93%,9.71,48.08%,78.33%,77.69%,75.00%
5713,,Scheduled Delivery Express,2,Active Monitoring,Degrading,Store Focus,202247,81.29%,78.21%,10.87,85.11%,83.72%,80.95%,74.36%
1411,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,83.81%,83.74%,7.32,69.69%,89.37%,87.31%,86.40%
1612,,Scheduled Delivery Express,6,At Risk,Recovering,Store Focus,202247,95.56%,72.41%,17.4,98.33%,97.06%,96.84%,87.23%
3884,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202247,87.78%,78.57%,8.41,82.47%,90.76%,83.80%,93.33%
5626,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,77.42%,69.07%,10.89,71.22%,81.03%,83.38%,72.22%
5858,,Scheduled Delivery Standard,4,At Risk,Recovering,Store Focus,202247,87.25%,66.58%,6.79,91.85%,96.21%,79.09%,81.65%
2554,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,80.92%,79.46%,9.97,76.48%,86.92%,84.37%,74.97%
5331,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202247,85.07%,75.79%,9.02,87.10%,93.50%,80.93%,78.95%
5369,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202247,77.79%,68.90%,12.23,66.50%,83.64%,80.40%,77.30%
1746,,Scheduled Delivery Standard,32,Executive Review,Degrading,Store Focus,202247,85.62%,87.09%,13.46,81.03%,87.64%,86.19%,84.83%
2482,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202247,81.61%,73.17%,12.96,70.28%,84.67%,86.68%,83.40%
2767,,Scheduled Delivery Standard,8,Executive Review,Degrading,Store Focus,202247,71.13%,64.53%,13.31,80.56%,74.11%,65.93%,63.79%
2656,,Scheduled Delivery Standard,13,Executive Review,Degrading,Store Focus,202247,74.67%,66.48%,9.75,71.05%,76.36%,90.91%,77.78%
3596,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,87.46%,75.38%,7.6,82.75%,90.29%,89.02%,87.12%
824,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202247,69.67%,46.64%,13.55,68.99%,76.09%,67.24%,66.75%
831,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202247,72.24%,68.24%,11.1,51.97%,68.73%,85.16%,80.60%
835,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202247,82.24%,73.74%,10.07,79.55%,75.18%,88.10%,85.14%
850,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202247,79.80%,78.28%,11.71,79.41%,82.48%,77.17%,79.96%
3731,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202247,84.17%,65.05%,11.74,88.85%,76.80%,86.77%,80.75%
3732,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202247,89.47%,84.81%,11.64,87.02%,95.69%,89.79%,86.24%
4201,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202247,74.16%,72.90%,11.02,50.82%,71.64%,84.21%,87.30%
3220,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,81.11%,61.39%,11.52,62.19%,86.88%,86.42%,84.11%
1015,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202247,85.34%,83.10%,9.16,73.85%,89.95%,87.77%,86.31%
