Primary Key,BU2,Region,Market,Store,Monthly Procedure Review,Monthly Equipment  Completion,Weekly Compliance  Usage,Weekly Operational  Usage
93 Total,,,93 Total,,100%,100%,91%,78%
94,SOUTHEAST,3,94,563,100%,100%,100%,100%
94,SOUTHEAST,3,94,579,0%,100%,50%,25%
94,SOUTHEAST,3,94,582,100%,100%,100%,100%
94,SOUTHEAST,3,94,613,100%,100%,75%,75%
94,SOUTHEAST,3,94,860,0%,0%,75%,75%
94,SOUTHEAST,3,94,1182,100%,100%,100%,100%
94,SOUTHEAST,3,94,1391,100%,100%,100%,100%
94,SOUTHEAST,3,94,3207,100%,100%,100%,100%
94,SOUTHEAST,3,94,3310,100%,100%,100%,100%
94 Total,,,94 Total,,78%,89%,89%,86%
97,SOUTHEAST,3,97,1223,100%,0%,0%,0%
97,SOUTHEAST,3,97,1375,100%,100%,100%,100%
97,SOUTHEAST,3,97,1408,0%,0%,25%,0%
97,SOUTHEAST,3,97,3307,100%,100%,100%,100%
97,SOUTHEAST,3,97,5172,100%,100%,100%,75%
97,SOUTHEAST,3,97,5422,100%,100%,100%,100%
97 Total,,,97 Total,,83%,67%,71%,63%
98,SOUTHEAST,3,98,928,100%,100%,100%,100%
98,SOUTHEAST,3,98,1173,100%,0%,50%,50%
98,SOUTHEAST,3,98,1444,100%,100%,75%,75%
98,SOUTHEAST,3,98,3702,100%,100%,50%,25%
98,SOUTHEAST,3,98,5037,100%,100%,100%,100%
98,SOUTHEAST,3,98,5054,100%,100%,75%,75%
98 Total,,,98 Total,,100%,83%,75%,71%
101,SOUTHEAST,3,101,767,100%,100%,100%,100%
101,SOUTHEAST,3,101,1090,0%,0%,75%,50%
101,SOUTHEAST,3,101,1205,100%,100%,100%,100%
101,SOUTHEAST,3,101,1219,0%,0%,0%,0%
101,SOUTHEAST,3,101,1225,100%,100%,100%,100%
101,SOUTHEAST,3,101,2626,100%,100%,75%,75%
101,SOUTHEAST,3,101,3308,100%,100%,100%,100%
101,SOUTHEAST,3,101,6978,100%,100%,100%,100%
101 Total,,,101 Total,,75%,75%,81%,78%
,,3 Total,,,89%,87%,87%,83%
89,SOUTHEAST,9,89,110,100%,100%,100%,100%
89,SOUTHEAST,9,89,942,100%,100%,100%,100%
89,SOUTHEAST,9,89,959,100%,100%,100%,100%
89,SOUTHEAST,9,89,2695,100%,100%,100%,100%
89,SOUTHEAST,9,89,2843,100%,100%,100%,100%
89,SOUTHEAST,9,89,4262,100%,100%,75%,75%
89,SOUTHEAST,9,89,5299,100%,100%,100%,100%
89 Total,,,89 Total,,100%,100%,96%,96%
90,SOUTHEAST,9,90,817,100%,100%,75%,75%
90,SOUTHEAST,9,90,908,100%,100%,100%,100%
90,SOUTHEAST,9,90,1086,100%,100%,100%,100%
90,SOUTHEAST,9,90,1220,100%,100%,75%,0%
90,SOUTHEAST,9,90,2881,100%,100%,50%,50%
90,SOUTHEAST,9,90,4332,100%,100%,100%,75%
90,SOUTHEAST,9,90,4365,100%,100%,100%,100%
90,SOUTHEAST,9,90,5214,100%,100%,100%,100%
90,SOUTHEAST,9,90,5250,100%,100%,50%,50%
90,SOUTHEAST,9,90,5420,100%,0%,0%,0%
90 Total,,,90 Total,,100%,90%,75%,65%
91,SOUTHEAST,9,91,890,0%,0%,50%,25%
91,SOUTHEAST,9,91,943,100%,100%,100%,75%
91,SOUTHEAST,9,91,955,100%,100%,100%,100%
91,SOUTHEAST,9,91,3782,100%,100%,100%,100%
91 Total,,,91 Total,,75%,75%,88%,75%
92,SOUTHEAST,9,92,174,100%,100%,75%,75%
92,SOUTHEAST,9,92,649,0%,100%,75%,75%
92,SOUTHEAST,9,92,771,100%,100%,75%,50%
92,SOUTHEAST,9,92,931,100%,100%,100%,100%
92,SOUTHEAST,9,92,973,100%,100%,50%,50%
92,SOUTHEAST,9,92,974,100%,100%,100%,100%
92,SOUTHEAST,9,92,1068,100%,100%,100%,100%
92,SOUTHEAST,9,92,3538,100%,100%,100%,100%
92,SOUTHEAST,9,92,5455,100%,100%,0%,0%
92 Total,,,92 Total,,89%,100%,75%,72%
104,SOUTHEAST,9,104,967,100%,100%,75%,75%
104,SOUTHEAST,9,104,994,100%,100%,100%,100%
104,SOUTHEAST,9,104,1085,0%,100%,100%,100%
104,SOUTHEAST,9,104,1104,100%,100%,100%,100%
104,SOUTHEAST,9,104,1213,100%,100%,100%,100%
104,SOUTHEAST,9,104,3526,100%,100%,100%,75%
104,SOUTHEAST,9,104,5266,100%,100%,100%,100%
104 Total,,,104 Total,,86%,100%,96%,93%
105,SOUTHEAST,9,105,819,100%,100%,100%,100%
105,SOUTHEAST,9,105,987,0%,100%,25%,25%
105,SOUTHEAST,9,105,3417,100%,100%,100%,100%
105,SOUTHEAST,9,105,5034,100%,100%,100%,100%
105,SOUTHEAST,9,105,5055,100%,100%,100%,75%
105,SOUTHEAST,9,105,5391,100%,100%,100%,75%
105 Total,,,105 Total,,83%,100%,88%,79%
107,SOUTHEAST,9,107,814,100%,100%,100%,100%
107,SOUTHEAST,9,107,929,100%,100%,75%,75%
107,SOUTHEAST,9,107,1087,100%,100%,100%,100%
107,SOUTHEAST,9,107,1541,100%,100%,100%,100%
107,SOUTHEAST,9,107,3348,100%,100%,100%,75%
107,SOUTHEAST,9,107,3527,100%,100%,75%,75%
107,SOUTHEAST,9,107,4260,100%,100%,75%,75%
107 Total,,,107 Total,,100%,100%,89%,86%
108,SOUTHEAST,9,108,2789,100%,100%,100%,50%
108,SOUTHEAST,9,108,2962,100%,0%,0%,0%
108 Total,,,108 Total,,100%,50%,50%,25%
109,SOUTHEAST,9,109,2946,100%,100%,100%,100%
109,SOUTHEAST,9,109,3625,100%,100%,100%,100%
109 Total,,,109 Total,,100%,100%,100%,100%
110,SOUTHEAST,9,110,2727,100%,100%,100%,100%
110,SOUTHEAST,9,110,2814,100%,100%,100%,100%
110,SOUTHEAST,9,110,6397,100%,100%,100%,100%
110 Total,,,110 Total,,100%,100%,100%,100%
111,SOUTHEAST,9,111,1390,100%,100%,100%,100%
111,SOUTHEAST,9,111,2796,0%,0%,100%,100%
111,SOUTHEAST,9,111,5218,100%,100%,100%,100%
111 Total,,,111 Total,,67%,67%,100%,100%
112,SOUTHEAST,9,112,5036,100%,100%,75%,75%
112 Total,,,112 Total,,100%,100%,75%,75%
114,SOUTHEAST,9,114,706,100%,100%,75%,75%
114,SOUTHEAST,9,114,718,100%,0%,0%,0%
114,SOUTHEAST,9,114,725,100%,100%,75%,75%
114,SOUTHEAST,9,114,1245,100%,100%,100%,100%
114,SOUTHEAST,9,114,2387,0%,100%,100%,100%
114,SOUTHEAST,9,114,3463,100%,100%,100%,100%
114 Total,,,114 Total,,83%,83%,75%,75%
115,SOUTHEAST,9,115,528,0%,0%,75%,75%
115,SOUTHEAST,9,115,769,0%,100%,75%,75%
115,SOUTHEAST,9,115,1004,100%,100%,75%,75%
115,SOUTHEAST,9,115,3370,100%,100%,75%,75%
115,SOUTHEAST,9,115,3474,100%,100%,75%,75%
115,SOUTHEAST,9,115,3887,100%,100%,100%,100%
115,SOUTHEAST,9,115,5264,100%,100%,100%,100%
115 Total,,,115 Total,,71%,86%,82%,82%
116,SOUTHEAST,9,116,580,100%,0%,75%,75%
116,SOUTHEAST,9,116,859,100%,100%,100%,100%
116,SOUTHEAST,9,116,1203,100%,100%,100%,100%
116,SOUTHEAST,9,116,3347,0%,100%,100%,75%
116,SOUTHEAST,9,116,5035,100%,100%,100%,100%
116,SOUTHEAST,9,116,5300,100%,100%,100%,100%
116 Total,,,116 Total,,83%,83%,96%,92%
118,SOUTHEAST,9,118,623,100%,100%,100%,100%
118,SOUTHEAST,9,118,721,100%,100%,100%,100%
118,SOUTHEAST,9,118,778,100%,100%,75%,100%
118,SOUTHEAST,9,118,811,100%,100%,100%,100%
118,SOUTHEAST,9,118,1874,100%,100%,75%,75%
118,SOUTHEAST,9,118,2237,100%,100%,75%,75%
118,SOUTHEAST,9,118,2484,100%,100%,75%,75%
118,SOUTHEAST,9,118,3349,100%,0%,100%,100%
118,SOUTHEAST,9,118,3387,100%,100%,50%,50%
118 Total,,,118 Total,,100%,89%,83%,86%
553,SOUTHEAST,9,553,1590,100%,100%,75%,75%
553,SOUTHEAST,9,553,3311,100%,100%,100%,75%
553,SOUTHEAST,9,553,3397,100%,100%,25%,25%
553 Total,,,553 Total,,100%,100%,67%,58%
,,9 Total,,,90%,91%,85%,81%
4,SOUTHEAST,12,4,105,100%,100%,100%,100%
4,SOUTHEAST,12,4,118,100%,100%,100%,100%
4,SOUTHEAST,12,4,153,100%,100%,100%,100%
4,SOUTHEAST,12,4,164,100%,100%,100%,100%
4,SOUTHEAST,12,4,258,0%,0%,100%,75%
4,SOUTHEAST,12,4,391,100%,100%,100%,100%
4 Total,,,4 Total,,83%,83%,100%,96%
5,SOUTHEAST,12,5,298,100%,100%,100%,100%
5,SOUTHEAST,12,5,306,100%,100%,100%,100%
5,SOUTHEAST,12,5,332,0%,100%,100%,100%
5,SOUTHEAST,12,5,433,100%,100%,100%,100%
5,SOUTHEAST,12,5,434,100%,100%,100%,100%
5,SOUTHEAST,12,5,712,0%,100%,75%,75%
5,SOUTHEAST,12,5,5197,100%,100%,100%,100%
5,SOUTHEAST,12,5,6878,100%,100%,100%,100%
5,SOUTHEAST,12,5,7324,100%,100%,75%,75%
5 Total,,,5 Total,,78%,100%,94%,94%
136,SOUTHEAST,12,136,155,100%,100%,75%,75%
136,SOUTHEAST,12,136,182,100%,100%,75%,75%
136,SOUTHEAST,12,136,347,100%,100%,100%,100%
136,SOUTHEAST,12,136,699,100%,100%,100%,75%
136,SOUTHEAST,12,136,707,0%,0%,75%,75%
136,SOUTHEAST,12,136,716,100%,100%,100%,100%
136,SOUTHEAST,12,136,1074,100%,100%,100%,75%
136,SOUTHEAST,12,136,1468,100%,100%,100%,100%
136,SOUTHEAST,12,136,1530,100%,100%,100%,100%
136 Total,,,136 Total,,89%,89%,92%,86%
137,SOUTHEAST,12,137,394,100%,100%,100%,100%
137,SOUTHEAST,12,137,403,100%,100%,75%,75%
137,SOUTHEAST,12,137,660,100%,100%,100%,100%
137,SOUTHEAST,12,137,661,100%,100%,100%,75%
137,SOUTHEAST,12,137,662,100%,100%,100%,100%
137,SOUTHEAST,12,137,766,100%,100%,100%,100%
137,SOUTHEAST,12,137,1100,100%,100%,100%,100%
137,SOUTHEAST,12,137,1124,100%,100%,100%,75%
137,SOUTHEAST,12,137,2690,100%,100%,100%,100%
137 Total,,,137 Total,,100%,100%,97%,92%
144,SOUTHEAST,12,144,175,100%,100%,100%,100%
144,SOUTHEAST,12,144,848,100%,100%,75%,75%
144,SOUTHEAST,12,144,1248,0%,100%,50%,25%
144,SOUTHEAST,12,144,2846,100%,100%,25%,25%
144,SOUTHEAST,12,144,5196,100%,100%,75%,75%
144,SOUTHEAST,12,144,5419,100%,100%,25%,25%
144,SOUTHEAST,12,144,6964,100%,100%,100%,100%
144 Total,,,144 Total,,86%,100%,64%,61%
145,SOUTHEAST,12,145,93,100%,100%,75%,75%
145,SOUTHEAST,12,145,94,100%,100%,100%,100%
145,SOUTHEAST,12,145,950,100%,100%,100%,100%
145,SOUTHEAST,12,145,1561,100%,100%,100%,100%
145,SOUTHEAST,12,145,2322,100%,100%,100%,100%
145,SOUTHEAST,12,145,4533,100%,100%,100%,100%
145,SOUTHEAST,12,145,6807,100%,100%,75%,75%
145 Total,,,145 Total,,100%,100%,93%,93%
147,SOUTHEAST,12,147,192,100%,100%,100%,100%
147,SOUTHEAST,12,147,218,100%,100%,100%,100%
147,SOUTHEAST,12,147,238,100%,100%,100%,100%
147,SOUTHEAST,12,147,268,100%,100%,100%,100%
147,SOUTHEAST,12,147,393,100%,100%,100%,100%
147,SOUTHEAST,12,147,683,100%,100%,100%,100%
147,SOUTHEAST,12,147,684,100%,100%,100%,100%
147,SOUTHEAST,12,147,738,100%,100%,100%,100%
147 Total,,,147 Total,,100%,100%,100%,100%
149,SOUTHEAST,12,149,264,100%,100%,100%,100%
149,SOUTHEAST,12,149,304,100%,100%,100%,100%
149,SOUTHEAST,12,149,673,0%,100%,100%,100%
149,SOUTHEAST,12,149,695,0%,100%,75%,75%
149,SOUTHEAST,12,149,1075,100%,100%,100%,100%
149,SOUTHEAST,12,149,1226,100%,100%,75%,75%
149,SOUTHEAST,12,149,3137,100%,100%,100%,100%
149,SOUTHEAST,12,149,3495,100%,100%,100%,100%
149,SOUTHEAST,12,149,4435,100%,0%,25%,0%
149,SOUTHEAST,12,149,4483,100%,100%,100%,75%
149 Total,,,149 Total,,80%,90%,88%,83%
151,SOUTHEAST,12,151,314,100%,100%,100%,100%
151,SOUTHEAST,12,151,656,100%,100%,100%,100%
151,SOUTHEAST,12,151,667,100%,100%,100%,100%
151,SOUTHEAST,12,151,682,100%,100%,100%,100%
151,SOUTHEAST,12,151,735,100%,100%,100%,100%
151,SOUTHEAST,12,151,737,100%,100%,100%,100%
151,SOUTHEAST,12,151,2757,100%,100%,75%,50%
151,SOUTHEAST,12,151,5057,100%,100%,100%,100%
151 Total,,,151 Total,,100%,100%,97%,94%
153,SOUTHEAST,12,153,272,100%,100%,100%,100%
153,SOUTHEAST,12,153,406,100%,100%,100%,100%
153,SOUTHEAST,12,153,659,100%,100%,100%,100%
153,SOUTHEAST,12,153,688,0%,100%,75%,75%
153,SOUTHEAST,12,153,710,100%,100%,100%,100%
153,SOUTHEAST,12,153,5058,100%,100%,25%,75%
153,SOUTHEAST,12,153,7020,0%,0%,100%,100%
153 Total,,,153 Total,,71%,86%,86%,93%
329,SOUTHEAST,12,329,36,100%,100%,100%,100%
329,SOUTHEAST,12,329,45,100%,100%,100%,100%
329,SOUTHEAST,12,329,62,100%,100%,25%,25%
329,SOUTHEAST,12,329,68,0%,100%,75%,50%
329,SOUTHEAST,12,329,70,100%,0%,50%,25%
329,SOUTHEAST,12,329,91,100%,100%,100%,100%
329,SOUTHEAST,12,329,128,100%,100%,100%,100%
329,SOUTHEAST,12,329,190,100%,100%,100%,100%
329 Total,,,329 Total,,88%,88%,81%,75%
,,12 Total,,,89%,94%,90%,88%
1,SOUTHEAST,14,1,853,0%,100%,100%,100%
1,SOUTHEAST,14,1,866,100%,100%,100%,100%
1,SOUTHEAST,14,1,904,100%,100%,100%,100%
1,SOUTHEAST,14,1,934,100%,100%,100%,100%
1,SOUTHEAST,14,1,991,0%,0%,100%,100%
1,SOUTHEAST,14,1,1212,100%,100%,100%,100%
1,SOUTHEAST,14,1,2748,100%,100%,50%,50%
1,SOUTHEAST,14,1,4333,100%,100%,75%,75%
1,SOUTHEAST,14,1,5174,0%,100%,75%,0%
1 Total,,,1 Total,,67%,89%,89%,81%
2,SOUTHEAST,14,2,562,100%,100%,100%,100%
2,SOUTHEAST,14,2,670,100%,100%,100%,100%
2,SOUTHEAST,14,2,762,100%,0%,75%,75%
2,SOUTHEAST,14,2,1158,100%,100%,100%,75%
2,SOUTHEAST,14,2,2723,100%,100%,100%,75%
2,SOUTHEAST,14,2,5113,100%,100%,100%,100%
2,SOUTHEAST,14,2,7280,100%,100%,100%,100%
2 Total,,,2 Total,,100%,86%,96%,89%
3,SOUTHEAST,14,3,300,100%,100%,100%,100%
3,SOUTHEAST,14,3,301,100%,100%,100%,100%
3,SOUTHEAST,14,3,315,100%,100%,100%,100%
3,SOUTHEAST,14,3,316,100%,100%,100%,100%
3,SOUTHEAST,14,3,681,100%,100%,75%,75%
3,SOUTHEAST,14,3,691,100%,100%,100%,100%
3,SOUTHEAST,14,3,1201,100%,100%,75%,75%
3,SOUTHEAST,14,3,2713,100%,100%,75%,75%
3,SOUTHEAST,14,3,3386,100%,100%,100%,100%
3,SOUTHEAST,14,3,5126,100%,100%,50%,50%
3 Total,,,3 Total,,100%,100%,88%,88%
7,SOUTHEAST,14,7,604,100%,100%,100%,100%
7,SOUTHEAST,14,7,723,100%,100%,75%,75%
7,SOUTHEAST,14,7,734,100%,100%,75%,75%
7,SOUTHEAST,14,7,740,100%,0%,100%,100%
7,SOUTHEAST,14,7,1091,100%,100%,25%,50%
7,SOUTHEAST,14,7,1134,100%,100%,25%,0%
7,SOUTHEAST,14,7,1462,100%,0%,25%,25%
7,SOUTHEAST,14,7,2114,100%,100%,100%,100%
7,SOUTHEAST,14,7,2534,100%,100%,100%,100%
7 Total,,,7 Total,,100%,78%,69%,69%
8,SOUTHEAST,14,8,424,100%,100%,100%,100%
8,SOUTHEAST,14,8,483,100%,100%,100%,100%
8,SOUTHEAST,14,8,700,100%,100%,100%,100%
8,SOUTHEAST,14,8,930,100%,100%,100%,100%
8,SOUTHEAST,14,8,938,100%,100%,75%,50%
8,SOUTHEAST,14,8,1101,100%,100%,75%,75%
8,SOUTHEAST,14,8,4318,100%,100%,100%,100%
8,SOUTHEAST,14,8,4407,100%,100%,75%,75%
8,SOUTHEAST,14,8,5348,100%,100%,100%,100%
8 Total,,,8 Total,,100%,100%,92%,89%
10,SOUTHEAST,14,10,329,100%,100%,75%,50%
10,SOUTHEAST,14,10,355,100%,100%,100%,100%
10,SOUTHEAST,14,10,356,100%,100%,100%,100%
10,SOUTHEAST,14,10,432,100%,100%,100%,100%
10,SOUTHEAST,14,10,726,100%,100%,75%,75%
10,SOUTHEAST,14,10,730,100%,100%,100%,100%
10,SOUTHEAST,14,10,733,100%,100%,100%,75%
10,SOUTHEAST,14,10,809,100%,100%,100%,100%
10,SOUTHEAST,14,10,863,100%,100%,100%,100%
10 Total,,,10 Total,,100%,100%,94%,89%
11,SOUTHEAST,14,11,287,100%,100%,100%,100%
11,SOUTHEAST,14,11,715,100%,100%,100%,100%
11,SOUTHEAST,14,11,731,100%,100%,100%,100%
11,SOUTHEAST,14,11,764,100%,100%,100%,100%
11,SOUTHEAST,14,11,2306,0%,100%,75%,50%
11 Total,,,11 Total,,80%,100%,95%,90%
13,SOUTHEAST,14,13,423,0%,0%,25%,25%
13,SOUTHEAST,14,13,1229,100%,100%,75%,75%
13,SOUTHEAST,14,13,2111,100%,100%,100%,0%
13,SOUTHEAST,14,13,3271,100%,100%,100%,100%
13,SOUTHEAST,14,13,4330,100%,100%,50%,25%
13,SOUTHEAST,14,13,4497,0%,0%,0%,0%
13,SOUTHEAST,14,13,5262,100%,100%,100%,100%
13 Total,,,13 Total,,71%,71%,64%,46%
14,SOUTHEAST,14,14,990,100%,100%,100%,100%
14,SOUTHEAST,14,14,1174,100%,100%,100%,100%
14,SOUTHEAST,14,14,1222,100%,100%,100%,100%
14,SOUTHEAST,14,14,1224,100%,100%,100%,50%
14,SOUTHEAST,14,14,1620,100%,100%,100%,100%
14,SOUTHEAST,14,14,2533,100%,100%,100%,100%
14,SOUTHEAST,14,14,2739,100%,100%,100%,100%
14,SOUTHEAST,14,14,3484,100%,100%,75%,75%
14 Total,,,14 Total,,100%,100%,97%,91%
15,SOUTHEAST,14,15,818,100%,100%,100%,75%
15,SOUTHEAST,14,15,919,100%,100%,100%,100%
15,SOUTHEAST,14,15,944,100%,100%,100%,100%
15,SOUTHEAST,14,15,1207,100%,100%,100%,100%
15,SOUTHEAST,14,15,1362,0%,100%,0%,0%
15,SOUTHEAST,14,15,3439,100%,100%,75%,75%
15 Total,,,15 Total,,83%,100%,79%,75%
138,SOUTHEAST,14,138,112,100%,100%,100%,100%
138,SOUTHEAST,14,138,205,100%,100%,100%,100%
138,SOUTHEAST,14,138,495,100%,100%,100%,100%
138,SOUTHEAST,14,138,981,100%,100%,100%,100%
138,SOUTHEAST,14,138,1059,100%,100%,100%,100%
138,SOUTHEAST,14,138,1271,100%,100%,100%,100%
138 Total,,,138 Total,,100%,100%,100%,100%
,,14 Total,,,92%,93%,87%,82%
127,SOUTHEAST,42,127,87,100%,100%,100%,100%
127,SOUTHEAST,42,127,278,100%,100%,75%,75%
127,SOUTHEAST,42,127,376,100%,100%,100%,100%
127,SOUTHEAST,42,127,448,100%,100%,100%,100%
127,SOUTHEAST,42,127,450,100%,100%,75%,100%
127,SOUTHEAST,42,127,3868,100%,100%,75%,75%
127,SOUTHEAST,42,127,6932,100%,100%,100%,75%
127 Total,,,127 Total,,100%,100%,89%,89%
135,SOUTHEAST,42,135,23,100%,100%,100%,100%
135,SOUTHEAST,42,135,98,100%,100%,100%,100%
135,SOUTHEAST,42,135,307,100%,100%,100%,75%
135,SOUTHEAST,42,135,976,100%,100%,100%,100%
135,SOUTHEAST,42,135,1193,100%,100%,75%,75%
135 Total,,,135 Total,,100%,100%,95%,90%
321,SOUTHEAST,42,321,16,100%,100%,100%,100%
321,SOUTHEAST,42,321,66,100%,100%,100%,100%
321,SOUTHEAST,42,321,67,100%,0%,100%,100%
321,SOUTHEAST,42,321,125,100%,100%,100%,100%
321,SOUTHEAST,42,321,141,100%,100%,100%,100%
321,SOUTHEAST,42,321,358,100%,100%,100%,100%
321,SOUTHEAST,42,321,388,100%,100%,100%,100%
321 Total,,,321 Total,,100%,86%,100%,100%
322,SOUTHEAST,42,322,2,100%,0%,100%,75%
322,SOUTHEAST,42,322,54,100%,100%,100%,75%
322,SOUTHEAST,42,322,76,100%,100%,100%,100%
322,SOUTHEAST,42,322,144,0%,0%,0%,0%
322,SOUTHEAST,42,322,359,100%,100%,100%,50%
322,SOUTHEAST,42,322,914,100%,100%,100%,100%
322 Total,,,322 Total,,83%,67%,83%,67%
323,SOUTHEAST,42,323,1,100%,100%,100%,75%
323,SOUTHEAST,42,323,4,100%,100%,50%,50%
323,SOUTHEAST,42,323,100,100%,100%,100%,100%
323,SOUTHEAST,42,323,4108,100%,100%,75%,75%
323,SOUTHEAST,42,323,5260,100%,0%,100%,100%
323,SOUTHEAST,42,323,5261,0%,0%,0%,0%
323 Total,,,323 Total,,83%,67%,71%,67%
324,SOUTHEAST,42,324,85,100%,100%,50%,50%
324,SOUTHEAST,42,324,124,0%,100%,75%,75%
324,SOUTHEAST,42,324,3230,0%,0%,50%,50%
324,SOUTHEAST,42,324,4460,100%,0%,50%,25%
324,SOUTHEAST,42,324,5244,100%,100%,100%,100%
324 Total,,,324 Total,,60%,60%,65%,60%
325,SOUTHEAST,42,325,33,100%,100%,100%,75%
325,SOUTHEAST,42,325,52,100%,100%,100%,100%
325,SOUTHEAST,42,325,58,100%,100%,75%,50%
325,SOUTHEAST,42,325,127,100%,100%,100%,100%
325,SOUTHEAST,42,325,261,100%,100%,100%,100%
325,SOUTHEAST,42,325,318,100%,100%,100%,100%
325,SOUTHEAST,42,325,1065,0%,100%,50%,50%
325 Total,,,325 Total,,86%,100%,89%,82%
326,SOUTHEAST,42,326,5,100%,100%,75%,50%
326,SOUTHEAST,42,326,7,100%,100%,100%,75%
326,SOUTHEAST,42,326,8,100%,100%,100%,100%
326,SOUTHEAST,42,326,24,0%,100%,75%,25%
326,SOUTHEAST,42,326,1105,100%,100%,100%,100%
326,SOUTHEAST,42,326,2575,0%,0%,0%,0%
326,SOUTHEAST,42,326,2587,100%,0%,0%,0%
326,SOUTHEAST,42,326,4168,0%,0%,100%,100%
326 Total,,,326 Total,,63%,63%,69%,56%
327,SOUTHEAST,42,327,83,0%,100%,25%,25%
327,SOUTHEAST,42,327,167,100%,100%,100%,100%
327,SOUTHEAST,42,327,171,100%,100%,100%,100%
327,SOUTHEAST,42,327,348,100%,100%,100%,100%
327,SOUTHEAST,42,327,530,0%,0%,0%,0%
327,SOUTHEAST,42,327,714,100%,100%,100%,100%
327,SOUTHEAST,42,327,3331,100%,100%,100%,100%
327 Total,,,327 Total,,71%,86%,75%,75%
328,SOUTHEAST,42,328,11,100%,100%,100%,100%
328,SOUTHEAST,42,328,18,100%,100%,100%,100%
328,SOUTHEAST,42,328,57,0%,0%,75%,75%
328,SOUTHEAST,42,328,71,0%,100%,25%,25%
328,SOUTHEAST,42,328,119,100%,100%,50%,50%
328,SOUTHEAST,42,328,157,100%,100%,100%,100%
328,SOUTHEAST,42,328,160,0%,100%,75%,50%
328,SOUTHEAST,42,328,788,0%,100%,100%,25%
328,SOUTHEAST,42,328,1114,100%,100%,100%,100%
328,SOUTHEAST,42,328,1147,100%,100%,100%,75%
328 Total,,,328 Total,,60%,90%,83%,70%
334,SOUTHEAST,42,334,13,0%,100%,100%,75%
334,SOUTHEAST,42,334,17,100%,100%,100%,100%
334,SOUTHEAST,42,334,34,100%,100%,100%,100%
334,SOUTHEAST,42,334,48,0%,100%,75%,75%
334,SOUTHEAST,42,334,59,100%,100%,100%,100%
334,SOUTHEAST,42,334,79,100%,100%,100%,75%
334,SOUTHEAST,42,334,267,100%,100%,75%,50%
334,SOUTHEAST,42,334,338,100%,100%,100%,100%
334,SOUTHEAST,42,334,888,100%,100%,100%,100%
334 Total,,,334 Total,,78%,100%,94%,86%
,,42 Total,,,79%,84%,83%,77%
,SOUTHEAST Total,,,,89%,90%,86%,82%
44,SOUTHWEST,5,44,284,100%,100%,100%,100%
44,SOUTHWEST,5,44,1455,100%,100%,100%,100%
44,SOUTHWEST,5,44,1801,100%,100%,100%,100%
44,SOUTHWEST,5,44,2978,100%,100%,100%,100%
44,SOUTHWEST,5,44,3285,100%,100%,100%,100%
44,SOUTHWEST,5,44,4279,100%,100%,100%,100%
44,SOUTHWEST,5,44,5147,100%,100%,100%,75%
44 Total,,,44 Total,,100%,100%,100%,96%
45,SOUTHWEST,5,45,251,100%,100%,100%,100%
45,SOUTHWEST,5,45,265,100%,0%,100%,100%
45,SOUTHWEST,5,45,412,100%,100%,100%,100%
45,SOUTHWEST,5,45,516,100%,100%,100%,100%
45,SOUTHWEST,5,45,827,100%,100%,50%,50%
45,SOUTHWEST,5,45,1022,100%,100%,75%,25%
45,SOUTHWEST,5,45,1044,100%,100%,100%,100%
45,SOUTHWEST,5,45,2688,100%,100%,75%,75%
45,SOUTHWEST,5,45,3764,100%,100%,50%,50%
45,SOUTHWEST,5,45,6467,100%,100%,100%,75%
45 Total,,,45 Total,,100%,90%,85%,78%
46,SOUTHWEST,5,46,165,100%,100%,100%,100%
46,SOUTHWEST,5,46,180,100%,100%,100%,100%
46,SOUTHWEST,5,46,345,100%,100%,100%,100%
46,SOUTHWEST,5,46,398,100%,100%,100%,100%
46,SOUTHWEST,5,46,399,100%,100%,75%,75%
46,SOUTHWEST,5,46,572,100%,100%,100%,100%
46,SOUTHWEST,5,46,918,100%,100%,100%,100%
46,SOUTHWEST,5,46,3828,100%,100%,100%,100%
46 Total,,,46 Total,,100%,100%,97%,97%
48,SOUTHWEST,5,48,220,100%,100%,100%,100%
48,SOUTHWEST,5,48,228,100%,100%,100%,100%
48,SOUTHWEST,5,48,353,100%,100%,100%,100%
48,SOUTHWEST,5,48,371,100%,100%,100%,100%
48,SOUTHWEST,5,48,590,100%,100%,100%,100%
48,SOUTHWEST,5,48,804,100%,100%,100%,75%
48,SOUTHWEST,5,48,963,100%,100%,75%,75%
48,SOUTHWEST,5,48,3431,100%,100%,100%,100%
48,SOUTHWEST,5,48,5359,100%,100%,100%,100%
48 Total,,,48 Total,,100%,100%,97%,94%
49,SOUTHWEST,5,49,471,100%,100%,75%,75%
49,SOUTHWEST,5,49,896,100%,100%,100%,100%
49,SOUTHWEST,5,49,3432,100%,100%,75%,75%
49,SOUTHWEST,5,49,4503,100%,100%,75%,75%
49,SOUTHWEST,5,49,5288,100%,100%,100%,100%
49 Total,,,49 Total,,100%,100%,85%,85%
50,SOUTHWEST,5,50,266,100%,100%,100%,100%
50,SOUTHWEST,5,50,807,100%,100%,100%,100%
50,SOUTHWEST,5,50,880,100%,100%,100%,75%
50,SOUTHWEST,5,50,1178,100%,100%,100%,100%
50,SOUTHWEST,5,50,2649,100%,100%,100%,50%
50,SOUTHWEST,5,50,3274,100%,100%,100%,100%
50,SOUTHWEST,5,50,5080,100%,100%,50%,25%
