Primary Key,BU2,Region,Market,Store,Monthly Procedure Review,Monthly Equipment  Completion,Weekly Compliance  Usage,Weekly Operational  Usage
50,SOUTHWEST,5,50,5416,100%,0%,100%,100%
50 Total,,,50 Total,,100%,88%,94%,81%
51,SOUTHWEST,5,51,202,100%,100%,100%,100%
51,SOUTHWEST,5,51,1117,100%,100%,100%,100%
51,SOUTHWEST,5,51,3406,100%,100%,100%,100%
51,SOUTHWEST,5,51,3482,100%,100%,100%,100%
51,SOUTHWEST,5,51,5210,100%,100%,100%,100%
51 Total,,,51 Total,,100%,100%,100%,100%
52,SOUTHWEST,5,52,206,100%,100%,100%,100%
52,SOUTHWEST,5,52,467,0%,0%,0%,0%
52,SOUTHWEST,5,52,3286,100%,100%,100%,100%
52,SOUTHWEST,5,52,5211,100%,100%,75%,75%
52,SOUTHWEST,5,52,5311,100%,100%,100%,100%
52,SOUTHWEST,5,52,6963,100%,100%,100%,100%
52 Total,,,52 Total,,83%,83%,79%,79%
53,SOUTHWEST,5,53,217,0%,0%,100%,100%
53,SOUTHWEST,5,53,426,100%,100%,100%,100%
53,SOUTHWEST,5,53,1216,100%,100%,100%,100%
53,SOUTHWEST,5,53,2105,100%,100%,100%,100%
53,SOUTHWEST,5,53,2463,100%,100%,100%,100%
53,SOUTHWEST,5,53,2996,100%,100%,75%,75%
53,SOUTHWEST,5,53,5092,100%,100%,75%,100%
53 Total,,,53 Total,,86%,86%,93%,96%
55,SOUTHWEST,5,55,260,100%,100%,100%,100%
55,SOUTHWEST,5,55,286,100%,100%,100%,100%
55,SOUTHWEST,5,55,565,100%,100%,100%,100%
55,SOUTHWEST,5,55,1118,0%,100%,100%,75%
55,SOUTHWEST,5,55,2667,100%,0%,75%,75%
55,SOUTHWEST,5,55,4164,100%,100%,100%,100%
55,SOUTHWEST,5,55,4215,100%,100%,100%,100%
55,SOUTHWEST,5,55,5191,100%,100%,50%,50%
55 Total,,,55 Total,,88%,88%,91%,88%
56,SOUTHWEST,5,56,2086,100%,100%,100%,100%
56,SOUTHWEST,5,56,2883,100%,100%,100%,100%
56,SOUTHWEST,5,56,3777,100%,100%,100%,100%
56,SOUTHWEST,5,56,6300,100%,100%,75%,75%
56,SOUTHWEST,5,56,7178,100%,100%,100%,100%
56 Total,,,56 Total,,100%,100%,95%,95%
74,SOUTHWEST,5,74,535,100%,100%,50%,50%
74,SOUTHWEST,5,74,536,100%,100%,100%,100%
74,SOUTHWEST,5,74,601,100%,100%,100%,100%
74,SOUTHWEST,5,74,1249,100%,100%,100%,100%
74,SOUTHWEST,5,74,7281,0%,100%,100%,100%
74 Total,,,74 Total,,80%,100%,90%,90%
76,SOUTHWEST,5,76,211,100%,100%,75%,75%
76,SOUTHWEST,5,76,248,100%,100%,100%,100%
76,SOUTHWEST,5,76,320,0%,100%,25%,25%
76,SOUTHWEST,5,76,610,100%,100%,100%,100%
76,SOUTHWEST,5,76,746,100%,100%,100%,100%
76,SOUTHWEST,5,76,939,100%,100%,75%,75%
76,SOUTHWEST,5,76,1254,100%,100%,100%,100%
76,SOUTHWEST,5,76,5389,100%,100%,100%,100%
76,SOUTHWEST,5,76,6929,100%,100%,100%,100%
76,SOUTHWEST,5,76,7156,100%,100%,100%,75%
76 Total,,,76 Total,,90%,100%,88%,85%
81,SOUTHWEST,5,81,381,100%,100%,100%,100%
81,SOUTHWEST,5,81,407,100%,100%,100%,100%
81,SOUTHWEST,5,81,476,0%,100%,100%,100%
81,SOUTHWEST,5,81,781,100%,100%,100%,75%
81,SOUTHWEST,5,81,813,100%,100%,100%,75%
81,SOUTHWEST,5,81,1232,100%,100%,100%,100%
81,SOUTHWEST,5,81,1303,0%,0%,75%,75%
81,SOUTHWEST,5,81,3319,100%,100%,100%,100%
81,SOUTHWEST,5,81,6286,100%,100%,100%,100%
81 Total,,,81 Total,,78%,89%,97%,92%
82,SOUTHWEST,5,82,1129,100%,100%,100%,100%
82,SOUTHWEST,5,82,1253,100%,100%,100%,100%
82,SOUTHWEST,5,82,2133,0%,0%,0%,0%
82,SOUTHWEST,5,82,2991,100%,100%,100%,100%
82,SOUTHWEST,5,82,4130,100%,100%,75%,75%
82,SOUTHWEST,5,82,4163,100%,100%,100%,100%
82,SOUTHWEST,5,82,4219,100%,100%,100%,100%
82,SOUTHWEST,5,82,5317,100%,100%,75%,75%
82 Total,,,82 Total,,88%,88%,81%,81%
83,SOUTHWEST,5,83,77,100%,100%,100%,100%
83,SOUTHWEST,5,83,475,100%,100%,100%,100%
83,SOUTHWEST,5,83,1185,0%,100%,50%,25%
83,SOUTHWEST,5,83,3569,0%,100%,100%,100%
83,SOUTHWEST,5,83,5479,100%,100%,100%,100%
83,SOUTHWEST,5,83,5480,100%,100%,100%,100%
83 Total,,,83 Total,,67%,100%,92%,88%
479,SOUTHWEST,5,479,421,100%,100%,75%,75%
479,SOUTHWEST,5,479,940,100%,100%,100%,100%
479,SOUTHWEST,5,479,972,100%,100%,100%,100%
479,SOUTHWEST,5,479,3773,100%,0%,100%,75%
479,SOUTHWEST,5,479,5247,100%,100%,100%,100%
479,SOUTHWEST,5,479,5312,100%,100%,100%,100%
479,SOUTHWEST,5,479,5316,100%,100%,100%,75%
479 Total,,,479 Total,,100%,86%,96%,89%
583,SOUTHWEST,5,583,259,100%,100%,100%,75%
583,SOUTHWEST,5,583,789,100%,100%,50%,50%
583,SOUTHWEST,5,583,1055,100%,100%,100%,100%
583,SOUTHWEST,5,583,3224,100%,100%,100%,100%
583,SOUTHWEST,5,583,3225,100%,100%,100%,100%
583 Total,,,583 Total,,100%,100%,90%,85%
,,5 Total,,,92%,94%,92%,88%
59,SOUTHWEST,6,59,297,100%,100%,100%,100%
59,SOUTHWEST,6,59,744,100%,100%,100%,100%
59,SOUTHWEST,6,59,849,100%,100%,0%,25%
59,SOUTHWEST,6,59,1103,100%,100%,100%,100%
59,SOUTHWEST,6,59,1279,100%,100%,100%,100%
59,SOUTHWEST,6,59,1837,100%,100%,100%,50%
59,SOUTHWEST,6,59,4298,100%,100%,100%,100%
59,SOUTHWEST,6,59,6579,100%,100%,100%,100%
59 Total,,,59 Total,,100%,100%,88%,84%
60,SOUTHWEST,6,60,194,100%,100%,100%,100%
60,SOUTHWEST,6,60,522,100%,100%,100%,100%
60,SOUTHWEST,6,60,1186,0%,100%,100%,75%
60,SOUTHWEST,6,60,2439,100%,100%,75%,75%
60,SOUTHWEST,6,60,3298,100%,100%,100%,100%
60,SOUTHWEST,6,60,3500,100%,100%,100%,100%
60,SOUTHWEST,6,60,5116,100%,100%,100%,100%
60 Total,,,60 Total,,86%,100%,96%,93%
61,SOUTHWEST,6,61,462,100%,100%,100%,100%
61,SOUTHWEST,6,61,504,0%,100%,100%,100%
61,SOUTHWEST,6,61,527,100%,100%,100%,100%
61,SOUTHWEST,6,61,529,0%,0%,0%,0%
61,SOUTHWEST,6,61,808,100%,100%,100%,100%
61,SOUTHWEST,6,61,1405,100%,100%,100%,100%
61,SOUTHWEST,6,61,5388,100%,100%,100%,100%
61 Total,,,61 Total,,71%,86%,86%,86%
62,SOUTHWEST,6,62,546,100%,100%,100%,100%
62,SOUTHWEST,6,62,872,100%,100%,100%,100%
62,SOUTHWEST,6,62,915,100%,100%,75%,75%
62,SOUTHWEST,6,62,2505,100%,100%,100%,100%
62,SOUTHWEST,6,62,2993,100%,100%,50%,50%
62,SOUTHWEST,6,62,3510,100%,100%,75%,75%
62,SOUTHWEST,6,62,3572,100%,100%,50%,50%
62 Total,,,62 Total,,100%,100%,79%,79%
63,SOUTHWEST,6,63,752,100%,0%,100%,100%
63,SOUTHWEST,6,63,1062,100%,100%,100%,100%
63,SOUTHWEST,6,63,3425,100%,100%,75%,75%
63,SOUTHWEST,6,63,5612,100%,100%,75%,75%
63 Total,,,63 Total,,100%,75%,88%,88%
64,SOUTHWEST,6,64,772,100%,100%,75%,100%
64,SOUTHWEST,6,64,2066,100%,100%,100%,100%
64,SOUTHWEST,6,64,3296,100%,100%,100%,100%
64,SOUTHWEST,6,64,3302,100%,100%,100%,100%
64 Total,,,64 Total,,100%,100%,94%,100%
65,SOUTHWEST,6,65,344,0%,100%,100%,100%
65,SOUTHWEST,6,65,768,100%,100%,75%,75%
65,SOUTHWEST,6,65,1040,100%,100%,50%,50%
65,SOUTHWEST,6,65,3226,0%,100%,75%,75%
65,SOUTHWEST,6,65,4111,100%,100%,100%,100%
65,SOUTHWEST,6,65,4512,100%,100%,100%,100%
65,SOUTHWEST,6,65,5246,0%,0%,100%,0%
65 Total,,,65 Total,,57%,86%,86%,71%
67,SOUTHWEST,6,67,703,100%,100%,100%,100%
67,SOUTHWEST,6,67,2257,100%,100%,50%,50%
67,SOUTHWEST,6,67,3297,100%,100%,75%,75%
67,SOUTHWEST,6,67,4538,100%,100%,75%,75%
67,SOUTHWEST,6,67,5045,100%,100%,100%,100%
67,SOUTHWEST,6,67,5091,100%,100%,75%,75%
67 Total,,,67 Total,,100%,100%,79%,79%
68,SOUTHWEST,6,68,351,100%,100%,100%,100%
68,SOUTHWEST,6,68,400,100%,100%,75%,75%
68,SOUTHWEST,6,68,3213,100%,100%,100%,100%
68,SOUTHWEST,6,68,3390,100%,100%,100%,100%
68,SOUTHWEST,6,68,3585,100%,100%,75%,50%
68,SOUTHWEST,6,68,3591,100%,100%,75%,75%
68,SOUTHWEST,6,68,5287,100%,100%,100%,100%
68 Total,,,68 Total,,100%,100%,89%,86%
77,SOUTHWEST,6,77,290,100%,100%,100%,50%
77,SOUTHWEST,6,77,757,100%,100%,100%,100%
77,SOUTHWEST,6,77,901,100%,100%,100%,100%
77,SOUTHWEST,6,77,1313,100%,100%,100%,100%
77,SOUTHWEST,6,77,3112,100%,100%,100%,100%
77,SOUTHWEST,6,77,3279,100%,100%,100%,50%
77,SOUTHWEST,6,77,4103,100%,100%,75%,75%
77,SOUTHWEST,6,77,5144,100%,100%,100%,100%
77,SOUTHWEST,6,77,5245,100%,100%,75%,75%
77 Total,,,77 Total,,100%,100%,94%,83%
78,SOUTHWEST,6,78,440,100%,100%,100%,100%
78,SOUTHWEST,6,78,442,100%,100%,100%,100%
78,SOUTHWEST,6,78,458,100%,100%,100%,75%
78,SOUTHWEST,6,78,464,100%,100%,100%,100%
78,SOUTHWEST,6,78,470,100%,100%,100%,100%
78,SOUTHWEST,6,78,791,100%,100%,100%,100%
78,SOUTHWEST,6,78,1494,100%,100%,75%,75%
78,SOUTHWEST,6,78,5460,100%,100%,100%,100%
78 Total,,,78 Total,,100%,100%,97%,94%
80,SOUTHWEST,6,80,395,100%,100%,100%,100%
80,SOUTHWEST,6,80,397,100%,0%,75%,75%
80,SOUTHWEST,6,80,429,100%,100%,100%,100%
80,SOUTHWEST,6,80,452,100%,100%,100%,100%
80,SOUTHWEST,6,80,1958,100%,100%,100%,75%
80,SOUTHWEST,6,80,3320,100%,100%,100%,100%
80,SOUTHWEST,6,80,3567,100%,100%,100%,100%
80,SOUTHWEST,6,80,3886,100%,100%,100%,100%
80,SOUTHWEST,6,80,4508,100%,100%,100%,100%
80,SOUTHWEST,6,80,5165,100%,100%,100%,100%
80,SOUTHWEST,6,80,5809,100%,100%,100%,100%
80 Total,,,80 Total,,100%,91%,98%,95%
84,SOUTHWEST,6,84,330,100%,0%,75%,75%
84,SOUTHWEST,6,84,385,100%,100%,100%,100%
84,SOUTHWEST,6,84,437,100%,100%,100%,100%
84,SOUTHWEST,6,84,463,100%,100%,100%,100%
84,SOUTHWEST,6,84,1098,100%,100%,100%,100%
84,SOUTHWEST,6,84,4194,100%,100%,100%,100%
84 Total,,,84 Total,,100%,83%,96%,96%
85,SOUTHWEST,6,85,321,100%,100%,100%,100%
85,SOUTHWEST,6,85,322,100%,100%,100%,75%
85,SOUTHWEST,6,85,473,100%,100%,75%,75%
85,SOUTHWEST,6,85,1042,100%,100%,25%,25%
85,SOUTHWEST,6,85,1150,100%,100%,100%,100%
85,SOUTHWEST,6,85,4183,100%,100%,100%,100%
85 Total,,,85 Total,,100%,100%,83%,79%
86,SOUTHWEST,6,86,999,100%,100%,100%,100%
86,SOUTHWEST,6,86,1235,0%,0%,75%,75%
86,SOUTHWEST,6,86,2239,100%,100%,100%,100%
86,SOUTHWEST,6,86,2599,100%,100%,100%,100%
86,SOUTHWEST,6,86,3058,100%,100%,100%,100%
86,SOUTHWEST,6,86,3106,100%,100%,100%,100%
86,SOUTHWEST,6,86,3888,0%,0%,50%,25%
86,SOUTHWEST,6,86,4102,0%,100%,75%,50%
86,SOUTHWEST,6,86,5145,100%,100%,100%,100%
86 Total,,,86 Total,,67%,78%,89%,83%
87,SOUTHWEST,6,87,292,100%,100%,100%,100%
87,SOUTHWEST,6,87,404,100%,100%,100%,100%
87,SOUTHWEST,6,87,765,100%,100%,100%,100%
87,SOUTHWEST,6,87,865,100%,100%,75%,75%
87,SOUTHWEST,6,87,1347,100%,100%,100%,100%
87,SOUTHWEST,6,87,1803,0%,100%,75%,0%
87,SOUTHWEST,6,87,2769,100%,100%,100%,100%
87,SOUTHWEST,6,87,3391,100%,100%,100%,100%
87,SOUTHWEST,6,87,4055,100%,100%,100%,100%
87,SOUTHWEST,6,87,4115,100%,100%,100%,100%
87 Total,,,87 Total,,90%,100%,95%,88%
503,SOUTHWEST,6,503,140,100%,100%,100%,100%
503,SOUTHWEST,6,503,163,100%,100%,100%,75%
503,SOUTHWEST,6,503,214,100%,100%,75%,75%
503,SOUTHWEST,6,503,249,0%,100%,100%,100%
503,SOUTHWEST,6,503,275,100%,100%,75%,75%
503,SOUTHWEST,6,503,285,100%,100%,100%,100%
503,SOUTHWEST,6,503,288,100%,0%,100%,100%
503,SOUTHWEST,6,503,364,100%,100%,100%,100%
503 Total,,,503 Total,,88%,88%,94%,91%
506,SOUTHWEST,6,506,508,100%,100%,100%,100%
506,SOUTHWEST,6,506,1126,100%,100%,100%,75%
506,SOUTHWEST,6,506,1154,100%,100%,100%,75%
506,SOUTHWEST,6,506,1198,100%,100%,75%,75%
506,SOUTHWEST,6,506,2864,100%,100%,100%,100%
506,SOUTHWEST,6,506,3056,100%,100%,100%,100%
506,SOUTHWEST,6,506,3057,100%,100%,100%,100%
506,SOUTHWEST,6,506,4131,100%,100%,100%,100%
506,SOUTHWEST,6,506,5146,100%,100%,75%,0%
506 Total,,,506 Total,,100%,100%,94%,81%
569,SOUTHWEST,6,569,413,100%,100%,100%,100%
569,SOUTHWEST,6,569,456,100%,100%,100%,100%
569,SOUTHWEST,6,569,595,100%,100%,100%,100%
569,SOUTHWEST,6,569,1000,100%,100%,100%,100%
569,SOUTHWEST,6,569,1041,100%,100%,100%,100%
569,SOUTHWEST,6,569,1296,100%,100%,100%,100%
569,SOUTHWEST,6,569,2763,100%,100%,100%,100%
569,SOUTHWEST,6,569,4112,100%,100%,100%,100%
569,SOUTHWEST,6,569,5808,100%,100%,100%,100%
569 Total,,,569 Total,,100%,100%,100%,100%
,,6 Total,,,92%,94%,91%,87%
66,SOUTHWEST,13,66,331,100%,100%,50%,50%
66,SOUTHWEST,13,66,383,100%,100%,100%,100%
66,SOUTHWEST,13,66,384,100%,100%,100%,100%
66,SOUTHWEST,13,66,408,100%,100%,75%,75%
66,SOUTHWEST,13,66,449,100%,100%,100%,100%
66,SOUTHWEST,13,66,457,100%,100%,100%,100%
66,SOUTHWEST,13,66,469,100%,100%,100%,100%
66,SOUTHWEST,13,66,521,100%,100%,50%,25%
66,SOUTHWEST,13,66,651,100%,0%,50%,50%
66,SOUTHWEST,13,66,777,100%,100%,100%,100%
66,SOUTHWEST,13,66,1204,0%,0%,100%,75%
66 Total,,,66 Total,,91%,82%,84%,80%
125,SOUTHWEST,13,125,553,100%,100%,100%,100%
125,SOUTHWEST,13,125,1163,100%,100%,100%,100%
125,SOUTHWEST,13,125,2665,100%,100%,75%,75%
125,SOUTHWEST,13,125,2706,100%,100%,100%,100%
125 Total,,,125 Total,,100%,100%,94%,94%
128,SOUTHWEST,13,128,489,100%,100%,100%,75%
128,SOUTHWEST,13,128,541,100%,100%,100%,100%
128,SOUTHWEST,13,128,911,100%,100%,100%,100%
128,SOUTHWEST,13,128,1342,100%,100%,75%,75%
128,SOUTHWEST,13,128,1353,100%,100%,100%,100%
128,SOUTHWEST,13,128,3616,100%,100%,100%,100%
128,SOUTHWEST,13,128,4129,0%,100%,25%,25%
128 Total,,,128 Total,,86%,100%,86%,82%
129,SOUTHWEST,13,129,502,100%,100%,100%,100%
129,SOUTHWEST,13,129,540,0%,100%,100%,100%
129,SOUTHWEST,13,129,542,100%,100%,100%,100%
129,SOUTHWEST,13,129,761,100%,100%,50%,50%
129,SOUTHWEST,13,129,961,100%,100%,100%,75%
129,SOUTHWEST,13,129,1016,100%,0%,25%,0%
129,SOUTHWEST,13,129,2913,100%,100%,100%,50%
129,SOUTHWEST,13,129,3483,0%,0%,0%,0%
129 Total,,,129 Total,,75%,75%,72%,59%
130,SOUTHWEST,13,130,428,100%,100%,75%,75%
130,SOUTHWEST,13,130,532,100%,0%,100%,100%
130,SOUTHWEST,13,130,839,100%,0%,100%,100%
130,SOUTHWEST,13,130,935,100%,100%,100%,100%
130,SOUTHWEST,13,130,1102,100%,100%,100%,100%
130,SOUTHWEST,13,130,1206,100%,100%,100%,100%
130,SOUTHWEST,13,130,1266,100%,100%,25%,25%
130 Total,,,130 Total,,100%,71%,86%,86%
131,SOUTHWEST,13,131,1136,100%,100%,75%,25%
131,SOUTHWEST,13,131,1196,100%,100%,100%,100%
131,SOUTHWEST,13,131,2132,0%,100%,75%,75%
131,SOUTHWEST,13,131,2822,100%,100%,100%,100%
131,SOUTHWEST,13,131,3288,100%,100%,75%,75%
131,SOUTHWEST,13,131,5056,100%,100%,100%,100%
131 Total,,,131 Total,,83%,100%,88%,79%
132,SOUTHWEST,13,132,309,100%,0%,100%,0%
132,SOUTHWEST,13,132,310,100%,100%,100%,100%
132,SOUTHWEST,13,132,386,100%,100%,50%,50%
132,SOUTHWEST,13,132,402,100%,100%,100%,25%
132,SOUTHWEST,13,132,415,100%,100%,100%,100%
132,SOUTHWEST,13,132,531,100%,100%,100%,100%
132,SOUTHWEST,13,132,533,100%,100%,75%,75%
132,SOUTHWEST,13,132,543,100%,100%,75%,75%
132,SOUTHWEST,13,132,2938,100%,100%,75%,75%
132,SOUTHWEST,13,132,7301,100%,100%,75%,75%
132 Total,,,132 Total,,100%,90%,85%,68%
134,SOUTHWEST,13,134,75,100%,100%,100%,100%
134,SOUTHWEST,13,134,170,0%,100%,50%,0%
134,SOUTHWEST,13,134,312,100%,100%,100%,100%
134,SOUTHWEST,13,134,405,100%,100%,100%,25%
134,SOUTHWEST,13,134,505,100%,100%,100%,100%
134,SOUTHWEST,13,134,539,0%,0%,25%,25%
134,SOUTHWEST,13,134,773,100%,100%,100%,100%
134,SOUTHWEST,13,134,1107,100%,100%,50%,50%
134,SOUTHWEST,13,134,1128,100%,100%,100%,100%
134,SOUTHWEST,13,134,4295,0%,0%,50%,50%
134 Total,,,134 Total,,70%,80%,78%,65%
140,SOUTHWEST,13,140,365,100%,100%,100%,100%
140,SOUTHWEST,13,140,708,100%,100%,100%,100%
140,SOUTHWEST,13,140,903,100%,100%,100%,100%
140,SOUTHWEST,13,140,1710,100%,100%,75%,100%
140,SOUTHWEST,13,140,2720,100%,0%,100%,75%
140,SOUTHWEST,13,140,2755,100%,100%,100%,100%
140,SOUTHWEST,13,140,2939,100%,100%,25%,25%
140,SOUTHWEST,13,140,3059,100%,100%,100%,0%
140,SOUTHWEST,13,140,3060,100%,100%,75%,75%
140,SOUTHWEST,13,140,6469,100%,100%,100%,100%
140 Total,,,140 Total,,100%,90%,88%,78%
141,SOUTHWEST,13,141,501,100%,100%,100%,75%
141,SOUTHWEST,13,141,785,100%,100%,100%,100%
141,SOUTHWEST,13,141,816,100%,100%,50%,25%
141,SOUTHWEST,13,141,874,100%,100%,100%,100%
141,SOUTHWEST,13,141,916,100%,100%,75%,75%
141,SOUTHWEST,13,141,954,100%,100%,100%,100%
141,SOUTHWEST,13,141,1025,100%,100%,100%,75%
141,SOUTHWEST,13,141,1168,100%,100%,100%,100%
141,SOUTHWEST,13,141,1192,100%,100%,100%,100%
141,SOUTHWEST,13,141,2717,100%,100%,100%,100%
141 Total,,,141 Total,,100%,100%,93%,85%
143,SOUTHWEST,13,143,969,100%,100%,100%,100%
143,SOUTHWEST,13,143,970,100%,100%,100%,100%
143,SOUTHWEST,13,143,1066,100%,100%,100%,100%
143,SOUTHWEST,13,143,1195,100%,100%,100%,100%
143,SOUTHWEST,13,143,1260,100%,100%,75%,100%
143,SOUTHWEST,13,143,1346,100%,100%,25%,25%
143,SOUTHWEST,13,143,2715,100%,100%,100%,100%
143,SOUTHWEST,13,143,3528,100%,100%,75%,75%
143 Total,,,143 Total,,100%,100%,84%,88%
,,13 Total,,,91%,89%,85%,77%
47,SOUTHWEST,44,47,131,100%,100%,100%,100%
47,SOUTHWEST,44,47,148,100%,100%,100%,100%
47,SOUTHWEST,44,47,181,100%,100%,75%,50%
47,SOUTHWEST,44,47,226,100%,100%,100%,100%
47,SOUTHWEST,44,47,417,100%,100%,75%,100%
47,SOUTHWEST,44,47,427,100%,100%,100%,100%
47,SOUTHWEST,44,47,468,100%,100%,100%,100%
47,SOUTHWEST,44,47,2123,100%,100%,75%,75%
47 Total,,,47 Total,,100%,100%,91%,91%
344,SOUTHWEST,44,344,108,100%,0%,100%,100%
344,SOUTHWEST,44,344,150,100%,100%,100%,100%
344,SOUTHWEST,44,344,221,100%,100%,100%,100%
344,SOUTHWEST,44,344,227,0%,100%,75%,50%
344,SOUTHWEST,44,344,499,100%,100%,100%,100%
344,SOUTHWEST,44,344,564,100%,0%,50%,50%
344,SOUTHWEST,44,344,622,100%,100%,100%,100%
344 Total,,,344 Total,,86%,71%,89%,86%
345,SOUTHWEST,44,345,41,100%,100%,100%,100%
345,SOUTHWEST,44,345,168,100%,100%,75%,75%
345,SOUTHWEST,44,345,246,100%,100%,100%,100%
345,SOUTHWEST,44,345,576,100%,100%,75%,75%
345,SOUTHWEST,44,345,823,100%,100%,100%,100%
345,SOUTHWEST,44,345,838,100%,100%,75%,75%
345 Total,,,345 Total,,100%,100%,88%,88%
347,SOUTHWEST,44,347,10,100%,100%,100%,100%
347,SOUTHWEST,44,347,12,100%,100%,100%,100%
347,SOUTHWEST,44,347,22,100%,100%,100%,100%
347,SOUTHWEST,44,347,28,100%,100%,100%,100%
347,SOUTHWEST,44,347,63,100%,100%,100%,100%
347,SOUTHWEST,44,347,90,100%,100%,100%,100%
347,SOUTHWEST,44,347,130,100%,100%,100%,100%
347,SOUTHWEST,44,347,374,100%,100%,100%,75%
347 Total,,,347 Total,,100%,100%,100%,97%
349,SOUTHWEST,44,349,113,100%,100%,100%,100%
349,SOUTHWEST,44,349,269,100%,100%,75%,75%
349,SOUTHWEST,44,349,414,100%,100%,100%,100%
349,SOUTHWEST,44,349,420,100%,100%,100%,100%
349,SOUTHWEST,44,349,479,100%,100%,75%,50%
349,SOUTHWEST,44,349,1116,100%,100%,100%,100%
349,SOUTHWEST,44,349,1148,100%,100%,100%,100%
349,SOUTHWEST,44,349,3229,100%,100%,100%,100%
349,SOUTHWEST,44,349,5071,100%,100%,100%,100%
349 Total,,,349 Total,,100%,100%,94%,92%
350,SOUTHWEST,44,350,129,100%,100%,100%,75%
350,SOUTHWEST,44,350,147,100%,100%,100%,100%
350,SOUTHWEST,44,350,185,0%,0%,75%,50%
350,SOUTHWEST,44,350,231,100%,100%,100%,100%
350,SOUTHWEST,44,350,947,100%,100%,75%,75%
350,SOUTHWEST,44,350,975,100%,100%,100%,75%
350,SOUTHWEST,44,350,1043,100%,100%,100%,100%
350 Total,,,350 Total,,86%,86%,93%,82%
351,SOUTHWEST,44,351,31,100%,100%,100%,100%
351,SOUTHWEST,44,351,47,100%,100%,100%,100%
351,SOUTHWEST,44,351,103,100%,100%,100%,100%
351,SOUTHWEST,44,351,121,100%,100%,100%,100%
351,SOUTHWEST,44,351,123,100%,100%,100%,100%
351,SOUTHWEST,44,351,151,100%,100%,100%,100%
351,SOUTHWEST,44,351,340,100%,100%,100%,100%
351 Total,,,351 Total,,100%,100%,100%,100%
352,SOUTHWEST,44,352,137,100%,100%,100%,100%
352,SOUTHWEST,44,352,360,100%,100%,75%,75%
352,SOUTHWEST,44,352,1626,100%,100%,100%,100%
352,SOUTHWEST,44,352,2803,100%,100%,100%,100%
352,SOUTHWEST,44,352,2804,100%,100%,25%,25%
352,SOUTHWEST,44,352,3430,100%,100%,100%,100%
352,SOUTHWEST,44,352,4195,100%,100%,75%,75%
352,SOUTHWEST,44,352,4241,100%,100%,100%,100%
352 Total,,,352 Total,,100%,100%,84%,84%
353,SOUTHWEST,44,353,139,100%,100%,100%,100%
353,SOUTHWEST,44,353,212,0%,0%,100%,100%
353,SOUTHWEST,44,353,277,100%,100%,100%,100%
353,SOUTHWEST,44,353,517,100%,100%,100%,100%
353,SOUTHWEST,44,353,544,100%,100%,100%,100%
353,SOUTHWEST,44,353,743,100%,100%,50%,50%
353,SOUTHWEST,44,353,1056,100%,100%,75%,75%
353,SOUTHWEST,44,353,2734,100%,100%,100%,100%
353,SOUTHWEST,44,353,7294,100%,100%,100%,100%
353,SOUTHWEST,44,353,7326,100%,100%,100%,100%
353 Total,,,353 Total,,90%,90%,93%,93%
356,SOUTHWEST,44,356,73,100%,100%,100%,0%
356,SOUTHWEST,44,356,324,100%,100%,100%,100%
356,SOUTHWEST,44,356,472,0%,100%,100%,100%
356,SOUTHWEST,44,356,894,100%,100%,100%,100%
356,SOUTHWEST,44,356,992,100%,100%,50%,50%
356,SOUTHWEST,44,356,1597,100%,100%,100%,100%
356,SOUTHWEST,44,356,3295,100%,100%,100%,100%
356,SOUTHWEST,44,356,4615,100%,100%,100%,100%
356 Total,,,356 Total,,88%,100%,94%,81%
409,SOUTHWEST,44,409,186,100%,100%,100%,100%
409,SOUTHWEST,44,409,794,100%,100%,100%,100%
409,SOUTHWEST,44,409,1099,100%,100%,100%,100%
409,SOUTHWEST,44,409,1221,100%,100%,100%,100%
409,SOUTHWEST,44,409,1507,100%,100%,100%,100%
409,SOUTHWEST,44,409,2428,100%,100%,100%,100%
409,SOUTHWEST,44,409,3283,100%,100%,100%,100%
409,SOUTHWEST,44,409,3492,100%,100%,100%,100%
409,SOUTHWEST,44,409,4321,100%,100%,100%,100%
409 Total,,,409 Total,,100%,100%,100%,100%
410,SOUTHWEST,44,410,39,0%,100%,100%,100%
410,SOUTHWEST,44,410,72,100%,100%,100%,100%
410,SOUTHWEST,44,410,111,100%,100%,75%,75%
410,SOUTHWEST,44,410,368,100%,100%,100%,100%
410,SOUTHWEST,44,410,382,100%,100%,75%,25%
410,SOUTHWEST,44,410,1187,100%,100%,100%,100%
410,SOUTHWEST,44,410,2893,100%,100%,100%,100%
410,SOUTHWEST,44,410,5307,0%,0%,75%,75%
410 Total,,,410 Total,,75%,88%,91%,84%
,,44 Total,,,94%,95%,93%,90%
70,SOUTHWEST,46,70,600,100%,100%,100%,100%
70,SOUTHWEST,46,70,755,100%,100%,100%,100%
70,SOUTHWEST,46,70,793,100%,100%,100%,100%
70,SOUTHWEST,46,70,812,100%,100%,100%,100%
70,SOUTHWEST,46,70,822,100%,100%,100%,100%
70,SOUTHWEST,46,70,900,100%,100%,100%,100%
70,SOUTHWEST,46,70,1516,100%,100%,100%,100%
70,SOUTHWEST,46,70,3383,100%,100%,75%,100%
70,SOUTHWEST,46,70,3384,100%,100%,100%,100%
70,SOUTHWEST,46,70,5216,100%,100%,100%,100%
70 Total,,,70 Total,,100%,100%,98%,100%
71,SOUTHWEST,46,71,549,100%,100%,50%,50%
