Market #,REGION,Store #,Status,Trend,First_Carrier_Assigned,Service_Type,Weeks With Status,Max_WM_WK_ID,OTD - Last 4 Weeks,OTP - Last 4 Weeks,OWT - Last 4 weeks,Express_Cancel-Rate -Last 4 Weeks,OTD The Latest Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
290,75,2160,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,78.50%,71%,5.67,7.10%,62.10%,77.70%,89.60%,85.30%
290,75,2160,Executive Review,Degrading,SPARK,Standard & Express,9,202150,85.70%,75%,5.67,,74.40%,85.60%,94.30%,89.60%
290,75,2821,Executive Review,Degrading,ROADIE,Standard & Express,18,202150,79.60%,73%,7.06,6.70%,63.20%,83.50%,92.70%,84.00%
290,75,4476,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,74.10%,58%,8.92,20.60%,48.40%,62.70%,89.90%,88.40%
290,75,5847,Executive Review,Degrading,SPARK,Standard & Express,24,202150,73.20%,55%,12.93,8.00%,53.10%,77.80%,85.90%,85.40%
320,75,1714,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,75.90%,64%,6.4,,62.40%,69.00%,84.80%,89.70%
508,75,1985,Executive Review,Degrading,POINTPICKUP,Standard & Express,18,202150,70.70%,78%,8.57,12.70%,87.50%,62.60%,73.00%,62.40%
508,75,1985,Executive Review,Degrading,SPARK,Standard & Express,18,202150,77.50%,71%,8.57,,89.30%,67.10%,84.10%,75.80%
287,75,2295,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,86.30%,80%,5.9,10.60%,82.60%,83.60%,90.90%,89.10%
314,75,1345,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,86.30%,82%,6.27,8.50%,75.20%,87.30%,98.30%,87.00%
314,75,1486,Executive Review,Degrading,POINTPICKUP,Standard & Express,16,202150,59.50%,57%,14.35,17.60%,26.40%,64.10%,76.40%,69.90%
286,75,2647,Executive Review,Degrading,POSTMATES,Express Only,9,202150,78.80%,100%,4.41,24.40%,83.30%,57.10%,69.20%,92.90%
293,75,1867,Executive Review,Degrading,POINTPICKUP,Express Only,8,202150,59.10%,92%,6.63,17.60%,50.00%,66.70%,50.00%,61.50%
412,52,1545,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,84.90%,85%,4.97,9.40%,85.90%,76.40%,80.30%,96.50%
412,52,1545,Executive Review,Degrading,SPARK,Standard & Express,11,202150,71.60%,80%,4.97,,88.30%,62.20%,58.20%,73.40%
419,52,1447,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,67.30%,78%,7.29,30.40%,59.50%,74.90%,78.70%,58.50%
421,52,1473,Executive Review,Degrading,SPARK,Standard & Express,19,202150,59.80%,62%,7.03,3.10%,50.80%,68.00%,67.20%,53.40%
423,52,1855,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,88.50%,83%,5.23,4.70%,78.40%,90.90%,95.10%,83.90%
423,52,1855,Executive Review,Degrading,SPARK,Standard & Express,7,202150,68.40%,67%,5.23,,66.00%,79.60%,65.40%,62.70%
423,52,2198,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,92.20%,87%,5.14,2.10%,89.80%,92.60%,94.80%,91.70%
423,52,2198,Executive Review,Degrading,SPARK,Standard & Express,7,202150,73.00%,61%,5.14,,67.20%,83.00%,71.40%,71.90%
423,52,2448,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,84.90%,77%,5.39,13.70%,80.10%,88.10%,82.60%,87.90%
423,52,5992,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,85.70%,86%,4.65,17.60%,82.20%,81.90%,89.30%,90.40%
422,52,1952,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,84.00%,87%,6.88,14.30%,88.10%,85.90%,79.20%,82.70%
422,52,1952,Executive Review,Degrading,SPARK,Standard & Express,7,202150,81.40%,75%,6.88,,75.60%,77.40%,88.30%,85.20%
304,4,1662,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,85.30%,84%,5.09,9.00%,84.70%,90.80%,86.20%,78.90%
546,72,4530,Executive Review,Degrading,ROADIE,Standard & Express,11,202150,82.90%,82%,7,4.50%,55.90%,82.20%,90.00%,88.20%
546,72,4530,Executive Review,Degrading,SPARK,Standard & Express,11,202150,70.80%,74%,7,,59.70%,65.40%,69.90%,86.00%
306,4,4574,Executive Review,Degrading,POSTMATES,Standard & Express,7,202150,84.60%,59%,8.11,3.30%,79.70%,81.10%,96.90%,79.40%
38,4,511,Executive Review,Degrading,POSTMATES,Standard & Express,8,202150,87.60%,86%,7.24,12.00%,84.90%,89.50%,90.70%,85.90%
36,4,628,Executive Review,Degrading,POSTMATES,Standard & Express,18,202150,78.10%,58%,9,8.10%,56.80%,88.80%,94.60%,66.90%
36,4,632,Executive Review,Degrading,POSTMATES,Standard & Express,12,202150,90.50%,79%,6.77,6.00%,89.00%,90.50%,97.50%,86.50%
36,4,1748,Executive Review,Degrading,POSTMATES,Standard & Express,35,202150,86.90%,76%,7.19,7.80%,84.40%,81.80%,94.20%,87.80%
36,4,2348,Executive Review,Degrading,POSTMATES,Standard & Express,15,202150,62.90%,42%,8.54,8.90%,65.20%,73.90%,53.70%,55.10%
36,4,4384,Executive Review,Degrading,POINTPICKUP,Standard & Express,40,202150,84.00%,80%,6.71,8.50%,81.00%,82.10%,89.30%,83.90%
41,4,1286,Executive Review,Degrading,ROADIE,Standard & Express,17,202150,83.60%,64%,10.18,3.00%,79.80%,82.80%,88.40%,82.60%
29,4,2832,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,78.10%,68%,6.27,12.90%,76.20%,81.30%,76.20%,78.30%
29,4,605,Executive Review,Degrading,ROADIE,Standard & Express,16,202150,73.30%,69%,9.98,6.90%,48.80%,86.20%,88.90%,91.50%
29,4,605,Executive Review,Degrading,SPARK,Standard & Express,16,202150,78.10%,62%,9.98,,69.40%,80.70%,85.20%,83.30%
29,4,635,Executive Review,Degrading,ROADIE,Standard & Express,7,202150,82.70%,67%,9.75,9.20%,78.20%,80.20%,90.80%,82.70%
29,4,1011,Executive Review,Degrading,ROADIE,Standard & Express,7,202150,88.70%,84%,8.38,1.60%,80.90%,92.70%,92.30%,88.50%
29,4,2860,Executive Review,Degrading,ROADIE,Standard & Express,14,202150,88.10%,79%,10.06,7.30%,84.00%,91.90%,88.00%,90.80%
29,4,2860,Executive Review,Degrading,SPARK,Standard & Express,14,202150,53.60%,88%,10.06,,48.10%,46.90%,81.30%,50.00%
305,4,4274,Executive Review,Degrading,POINTPICKUP,Standard & Express,26,202150,81.40%,78%,6.74,24.60%,77.20%,88.20%,84.00%,76.50%
499,59,7180,Executive Review,Degrading,POINTPICKUP,Standard & Express,20,202150,76.60%,49%,6.46,22.10%,46.60%,64.00%,91.00%,88.70%
496,59,3724,Executive Review,Degrading,POSTMATES,Standard & Express,7,202150,71.10%,64%,10.68,14.80%,80.20%,62.50%,69.80%,74.70%
497,59,3338,Executive Review,Degrading,ROADIE,Standard & Express,10,202150,57.00%,50%,13.37,14.90%,55.40%,54.30%,58.70%,59.30%
497,59,3338,Executive Review,Degrading,SPARK,Standard & Express,10,202150,39.50%,34%,13.37,,0.00%,37.90%,44.00%,44.40%
42,4,1035,Executive Review,Degrading,ROADIE,Standard & Express,11,202150,82.10%,65%,8.95,8.30%,89.70%,80.60%,87.30%,69.00%
42,4,1035,Executive Review,Degrading,SPARK,Standard & Express,11,202150,72.80%,63%,8.95,,81.80%,76.30%,76.30%,56.60%
227,20,1739,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,82.60%,77%,6.09,13.80%,77.40%,83.30%,85.50%,84.50%
227,20,1739,Executive Review,Degrading,SPARK,Standard & Express,8,202150,82.30%,72%,6.09,,74.50%,85.20%,90.40%,81.80%
209,20,3293,Executive Review,Degrading,POSTMATES,Standard & Express,21,202150,87.40%,83%,3.6,5.60%,88.20%,83.80%,89.60%,87.80%
229,20,4643,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,79.90%,85%,6.63,14.60%,84.90%,81.00%,79.00%,76.70%
317,20,2036,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,84.10%,88%,5.98,19.90%,88.10%,73.50%,91.40%,82.30%
317,20,2036,Executive Review,Degrading,SPARK,Standard & Express,8,202150,88.30%,85%,5.98,3.60%,74.10%,89.50%,99.40%,95.80%
316,20,4277,Executive Review,Degrading,SPARK,Standard & Express,7,202150,78.20%,71%,9.24,1.50%,66.50%,71.30%,93.60%,79.20%
316,20,5296,Executive Review,Degrading,SPARK,Standard & Express,10,202150,72.90%,57%,8.5,1.50%,67.00%,79.10%,80.60%,67.30%
359,40,29,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,90.70%,90%,4.18,6.10%,91.50%,90.50%,91.80%,89.10%
359,40,29,Executive Review,Degrading,SPARK,Standard & Express,11,202150,83.10%,80%,4.18,,77.90%,86.20%,87.20%,83.70%
336,40,99,Executive Review,Degrading,ROADIE,Standard & Express,11,202150,83.90%,85%,8.01,9.40%,88.40%,73.20%,89.50%,86.20%
360,40,234,Executive Review,Degrading,DOORDASH,Standard & Express,13,202150,82.70%,71%,7.69,4.10%,80.40%,75.70%,94.30%,84.70%
360,40,234,Executive Review,Degrading,SPARK,Standard & Express,13,202150,78.50%,63%,7.69,,75.50%,69.90%,91.10%,84.00%
340,40,805,Executive Review,Degrading,POINTPICKUP,Standard & Express,13,202150,74.50%,76%,7.76,10.70%,70.20%,76.40%,82.40%,69.60%
340,40,805,Executive Review,Degrading,SPARK,Standard & Express,13,202150,68.10%,70%,7.76,,66.70%,46.20%,80.00%,88.00%
340,40,1177,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,82.30%,64%,10.6,1.90%,85.50%,79.50%,95.90%,69.00%
340,40,1177,Executive Review,Degrading,SPARK,Standard & Express,9,202150,73.50%,66%,10.6,,75.40%,66.70%,89.40%,59.60%
339,40,51,Executive Review,Degrading,POINTPICKUP,Express Only,11,202150,83.20%,93%,9.16,11.60%,83.00%,76.50%,81.60%,93.30%
339,40,60,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,77.60%,72%,6.95,31.10%,76.10%,72.10%,83.50%,79.80%
333,40,4381,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,79.20%,67%,11.58,2.70%,88.10%,83.10%,76.20%,64.80%
362,40,486,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,85.30%,77%,9.76,2.60%,87.70%,67.50%,94.50%,91.60%
362,40,486,Executive Review,Degrading,SPARK,Standard & Express,7,202150,67.80%,64%,9.76,,64.90%,63.80%,79.30%,68.10%
362,40,1151,Executive Review,Degrading,DOORDASH,Standard & Express,8,202150,92.80%,88%,5.08,3.00%,95.30%,84.00%,98.30%,95.00%
362,40,1151,Executive Review,Degrading,SPARK,Standard & Express,8,202150,78.20%,63%,5.08,,78.40%,75.90%,87.90%,71.50%
73,46,537,Executive Review,Degrading,DOORDASH,Standard & Express,15,202150,56.80%,38%,7.99,5.60%,66.30%,59.40%,61.60%,36.80%
73,46,537,Executive Review,Degrading,SPARK,Standard & Express,15,202150,39.10%,55%,7.99,,56.20%,43.80%,30.90%,27.80%
366,46,1411,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,74.80%,62%,6.28,17.00%,75.50%,66.10%,88.50%,69.50%
371,46,2482,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,89.10%,73%,6.16,3.10%,83.30%,93.40%,87.00%,94.20%
371,46,5768,Executive Review,Degrading,SPARK,Standard & Express,30,202150,77.70%,85%,3.83,2.80%,80.80%,78.00%,75.70%,75.90%
368,46,2554,Executive Review,Degrading,SPARK,Standard & Express,30,202150,48.70%,54%,11.56,2.60%,27.70%,53.70%,64.60%,55.90%
163,17,5095,Executive Review,Degrading,DOORDASH,Standard & Express,25,202150,82.50%,79%,7.92,4.20%,87.30%,81.80%,91.70%,72.40%
164,17,2104,Executive Review,Degrading,POINTPICKUP,Standard & Express,13,202150,74.00%,73%,9.8,5.40%,81.90%,54.40%,85.20%,73.90%
228,17,3429,Executive Review,Degrading,POINTPICKUP,Express Only,9,202150,93.40%,88%,4.06,1.80%,88.90%,100.00%,100.00%,87.90%
176,17,5447,Executive Review,Degrading,SPARK,Standard & Express,7,202150,78.30%,85%,5.76,10.20%,87.70%,88.80%,87.60%,65.40%
162,17,1980,Executive Review,Degrading,SPARK,Standard & Express,7,202150,79.80%,58%,10.3,12.00%,85.00%,74.60%,76.20%,50.00%
191,17,2581,Executive Review,Degrading,SPARK,Standard & Express,35,202150,85.70%,73%,4.2,1.10%,85.90%,81.90%,93.70%,80.50%
174,17,2503,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,69.80%,76%,6.89,19.70%,67.20%,63.00%,67.60%,77.50%
195,17,2210,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,79.50%,89%,6.29,8.20%,80.90%,74.30%,84.60%,81.80%
173,17,3548,Executive Review,Degrading,POINTPICKUP,Express Only,11,202150,70.70%,87%,6.99,12.60%,75.00%,68.80%,70.80%,71.40%
24,2,1314,Executive Review,Degrading,ROADIE,Standard & Express,10,202150,70.70%,63%,10.66,6.40%,66.90%,81.00%,78.60%,56.40%
24,2,1314,Executive Review,Degrading,SPARK,Standard & Express,10,202150,75.50%,65%,10.66,,77.20%,82.20%,80.90%,63.40%
119,2,663,Executive Review,Degrading,POINTPICKUP,Standard & Express,9,202150,85.80%,87%,6.26,18.60%,88.40%,85.00%,85.30%,84.30%
119,2,619,Executive Review,Degrading,POINTPICKUP,Express Only,11,202150,83.00%,98%,5.13,9.50%,86.40%,84.60%,83.30%,77.30%
19,2,3201,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,79.40%,78%,5.09,4.30%,76.60%,93.00%,88.00%,54.90%
19,2,3201,Executive Review,Degrading,SPARK,Standard & Express,7,202150,53.90%,81%,5.09,,43.90%,64.80%,74.00%,35.40%
35,2,640,Executive Review,Degrading,DOORDASH,Standard & Express,11,202150,70.30%,54%,9.41,7.80%,67.10%,56.60%,84.80%,69.30%
35,2,2687,Executive Review,Degrading,SPARK,Standard & Express,17,202150,84.90%,66%,11.41,5.80%,85.50%,82.40%,84.90%,87.00%
21,2,1400,Executive Review,Degrading,ROADIE,Standard & Express,8,202150,85.00%,78%,6.74,3.50%,90.10%,85.70%,87.50%,74.50%
21,2,1400,Executive Review,Degrading,SPARK,Standard & Express,8,202150,85.30%,72%,6.74,,82.30%,87.60%,94.00%,79.80%
20,2,3067,Executive Review,Degrading,ROADIE,Standard & Express,10,202150,83.00%,77%,6.06,1.60%,86.80%,83.10%,84.10%,77.60%
20,2,3067,Executive Review,Degrading,SPARK,Standard & Express,10,202150,84.00%,77%,6.06,,86.30%,83.50%,84.50%,81.40%
20,2,3118,Executive Review,Degrading,DOORDASH,Standard & Express,39,202150,69.60%,60%,9.49,5.80%,78.80%,71.50%,64.60%,65.50%
20,2,3118,Executive Review,Degrading,SPARK,Standard & Express,39,202150,75.50%,56%,9.49,,81.40%,74.00%,68.40%,77.70%
23,2,3775,Executive Review,Degrading,DOORDASH,Standard & Express,37,202150,75.20%,75%,5.28,10.70%,83.50%,82.80%,64.00%,68.10%
23,2,3775,Executive Review,Degrading,SPARK,Standard & Express,37,202150,75.00%,85%,5.28,,75.00%,,,
23,2,5390,Executive Review,Degrading,DOORDASH,Standard & Express,16,202150,41.10%,34%,13.53,3.00%,34.50%,33.30%,49.30%,38.70%
23,2,5390,Executive Review,Degrading,SPARK,Standard & Express,16,202150,74.40%,67%,13.53,,78.30%,65.70%,73.70%,76.80%
294,2,1242,Executive Review,Degrading,ROADIE,Standard & Express,7,202150,70.50%,58%,9.1,14.00%,89.50%,75.60%,52.80%,57.30%
294,2,1242,Executive Review,Degrading,SPARK,Standard & Express,7,202150,67.80%,58%,9.1,,74.40%,68.10%,61.10%,65.70%
22,2,787,Executive Review,Degrading,SPARK,Standard & Express,8,202150,84.20%,75%,9.29,6.00%,81.70%,90.60%,83.00%,81.10%
25,2,459,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,80.80%,76%,7.61,11.20%,79.60%,85.50%,78.70%,79.90%
25,2,3786,Executive Review,Degrading,DOORDASH,Standard & Express,17,202150,82.40%,59%,9.83,2.30%,83.70%,86.90%,87.00%,73.20%
25,2,3786,Executive Review,Degrading,SPARK,Standard & Express,17,202150,90.50%,74%,9.83,,90.40%,88.20%,94.10%,90.30%
64,6,2066,Executive Review,Degrading,SPARK,Standard & Express,27,202150,57.20%,64%,14.22,7.70%,58.30%,69.40%,58.20%,44.80%
62,6,3572,Executive Review,Degrading,SPARK,Standard & Express,27,202150,82.70%,77%,6.91,4.90%,89.90%,80.90%,82.90%,77.90%
68,6,602,Executive Review,Degrading,SPARK,Standard & Express,10,202150,78.70%,62%,10.29,4.00%,82.30%,74.30%,90.30%,68.00%
65,6,3640,Executive Review,Degrading,SPARK,Standard & Express,22,202150,78.50%,80%,7.36,6.30%,70.50%,81.50%,79.30%,86.00%
60,6,194,Executive Review,Degrading,SPARK,Standard & Express,31,202150,65.30%,77%,8.87,9.20%,68.10%,69.20%,71.40%,50.50%
60,6,3500,Executive Review,Degrading,SPARK,Standard & Express,30,202150,74.60%,79%,8.53,3.40%,80.50%,71.00%,74.60%,72.10%
59,6,1279,Executive Review,Degrading,DOORDASH,Standard & Express,22,202150,71.20%,68%,7.03,3.30%,54.00%,77.30%,87.10%,70.70%
63,6,5612,Executive Review,Degrading,SPARK,Standard & Express,29,202150,80.40%,92%,7.58,4.00%,78.00%,88.30%,80.30%,75.60%
324,42,3230,Executive Review,Degrading,DOORDASH,Standard & Express,10,202150,82.30%,62%,7.48,4.60%,76.10%,83.70%,88.80%,82.10%
446,57,3180,Executive Review,Degrading,DOORDASH,Standard & Express,8,202150,84.90%,82%,4.08,5.40%,88.70%,86.20%,81.80%,83.20%
465,57,2110,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,79.60%,80%,6.62,4.70%,84.40%,76.30%,79.10%,77.70%
461,57,2028,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,89.70%,82%,7.23,1.30%,86.30%,87.30%,93.50%,89.90%
481,61,5602,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,85.40%,92%,5.23,5.20%,88.80%,85.00%,83.60%,84.60%
481,61,5605,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,85.40%,95%,4.5,3.80%,89.70%,85.70%,87.90%,78.80%
551,61,5639,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,83.00%,86%,5.98,2.60%,87.50%,84.10%,84.90%,77.40%
551,61,5638,Executive Review,Degrading,POINTPICKUP,Standard & Express,10,202150,87.70%,94%,3.7,4.60%,88.30%,86.40%,91.60%,84.50%
484,57,3522,Executive Review,Degrading,POSTMATES,Standard & Express,7,202150,89.60%,82%,4.7,2.00%,83.50%,94.60%,93.40%,85.50%
382,54,2084,Executive Review,Degrading,DOORDASH,Standard & Express,8,202150,84.00%,66%,5.9,6.00%,85.70%,80.00%,79.70%,89.30%
382,54,2084,Executive Review,Degrading,SPARK,Standard & Express,8,202150,30.50%,60%,5.9,,26.50%,23.50%,13.30%,43.60%
427,54,1567,Executive Review,Degrading,POINTPICKUP,Express Only,7,202150,87.10%,93%,10.03,2.40%,87.60%,83.50%,85.40%,91.00%
427,54,1581,Executive Review,Degrading,POSTMATES,Standard & Express,10,202150,66.10%,54%,10.08,3.80%,58.40%,69.40%,79.30%,63.00%
427,54,1581,Executive Review,Degrading,SPARK,Standard & Express,10,202150,75.70%,62%,10.08,,64.20%,81.10%,81.40%,85.30%
427,54,1627,Executive Review,Degrading,POINTPICKUP,Standard & Express,7,202150,70.20%,84%,4.21,14.30%,61.70%,62.60%,69.00%,84.50%
403,54,3232,Executive Review,Degrading,SPARK,Standard & Express,8,202150,58.80%,52%,11.28,17.20%,72.40%,48.80%,68.40%,39.20%
553,9,4303,Executive Review,Degrading,POSTMATES,Standard & Express,23,202150,83.10%,89%,3.4,6.20%,82.50%,86.20%,82.90%,81.60%
92,9,5455,Executive Review,Degrading,POSTMATES,Standard & Express,7,202150,73.60%,56%,11.36,7.00%,60.90%,81.20%,78.70%,72.90%
92,9,931,Executive Review,Degrading,POSTMATES,Standard & Express,8,202150,61.90%,51%,13,13.30%,79.60%,58.70%,49.30%,58.80%
92,9,931,Executive Review,Degrading,SPARK,Standard & Express,8,202150,45.30%,48%,13,,70.00%,39.60%,37.80%,36.00%
105,9,5391,Executive Review,Degrading,POINTPICKUP,Standard & Express,17,202150,64.90%,61%,7.45,38.70%,79.30%,52.30%,60.50%,68.00%
107,9,2176,Executive Review,Degrading,POSTMATES,Standard & Express,8,202150,74.50%,65%,11.29,9.30%,89.20%,67.30%,78.80%,65.00%
442,53,3499,Executive Review,Degrading,POINTPICKUP,Express Only,11,202150,82.30%,93%,5.57,20.80%,88.00%,88.20%,77.80%,73.70%
495,59,5695,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,69.80%,57%,10.02,3.10%,61.10%,55.20%,74.70%,80.90%
441,53,1305,Executive Review,Degrading,ROADIE,Standard & Express,13,202150,87.80%,86%,6.32,4.60%,95.20%,87.50%,87.40%,82.10%
441,53,1305,Executive Review,Degrading,SPARK,Standard & Express,13,202150,85.70%,72%,6.32,,81.30%,90.00%,87.40%,87.60%
263,53,5398,Executive Review,Degrading,SPARK,Standard & Express,22,202150,85.80%,69%,7.46,4.80%,81.90%,78.60%,92.40%,93.30%
435,53,3488,Executive Review,Degrading,SPARK,Standard & Express,9,202150,84.80%,86%,4.88,6.50%,77.60%,88.40%,81.40%,91.70%
450,56,5890,Executive Review,Degrading,POINTPICKUP,Standard & Express,11,202150,82.00%,67%,9.73,15.20%,53.70%,86.50%,93.30%,75.30%
392,56,2106,Executive Review,Degrading,DOORDASH,Standard & Express,19,202150,68.90%,65%,9.33,8.90%,63.70%,80.20%,71.20%,58.90%
392,56,2106,Executive Review,Degrading,SPARK,Standard & Express,19,202150,62.70%,71%,9.33,,65.40%,70.90%,60.40%,51.80%
392,56,3254,Executive Review,Degrading,DOORDASH,Standard & Express,17,202150,50.30%,35%,10.3,5.20%,65.10%,48.20%,29.80%,58.40%
392,56,3254,Executive Review,Degrading,SPARK,Standard & Express,17,202150,72.50%,63%,10.3,,89.10%,69.70%,60.80%,70.80%
392,56,3729,Executive Review,Degrading,DOORDASH,Standard & Express,15,202150,84.10%,69%,6.95,4.00%,84.80%,85.40%,78.30%,87.30%
453,56,2925,Executive Review,Degrading,POINTPICKUP,Standard & Express,14,202150,82.70%,71%,10.43,11.60%,78.80%,81.40%,89.30%,82.80%
451,56,2119,Executive Review,Degrading,DOORDASH,Standard & Express,13,202150,70.70%,60%,6.87,11.20%,70.80%,70.00%,70.80%,71.40%
451,56,5435,Executive Review,Degrading,DOORDASH,Standard & Express,9,202150,78.70%,61%,6.68,0.40%,82.30%,71.40%,85.00%,75.70%
455,56,3587,Executive Review,Degrading,DOORDASH,Standard & Express,13,202150,74.10%,47%,10.79,,69.90%,72.00%,84.50%,71.20%
512,61,3023,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,75.40%,63%,10.25,6.60%,66.90%,73.30%,82.00%,82.80%
512,61,3123,Executive Review,Degrading,POINTPICKUP,Standard & Express,8,202150,76.40%,82%,6.71,12.10%,81.40%,78.70%,75.60%,67.50%
512,61,4174,Executive Review,Degrading,POINTPICKUP,Standard & Express,12,202150,81.50%,83%,7.85,5.50%,81.90%,80.10%,81.90%,82.00%
246,21,854,Executive Review,Degrading,POINTPICKUP,Express Only,8,202150,89.70%,100%,7.51,26.40%,84.00%,90.00%,88.20%,100.00%
221,21,1503,Executive Review,Degrading,ROADIE,Standard & Express,7,202150,74.40%,70%,9.74,12.80%,73.00%,80.90%,81.90%,62.00%
217,21,2774,Executive Review,Degrading,DOORDASH,Standard & Express,7,202150,66.30%,52%,14,9.70%,83.60%,81.70%,57.30%,48.80%
219,21,2098,Executive Review,Degrading,ROADIE,Standard & Express,18,202150,74.40%,72%,9.21,14.30%,83.60%,72.10%,71.20%,72.20%
219,21,2098,Executive Review,Degrading,SPARK,Standard & Express,18,202150,93.30%,76%,9.21,,93.90%,94.50%,93.60%,91.50%
260,41,3894,Executive Review,Recovering,DOORDASH,Standard & Express,15,202150,88.80%,71%,4.86,3.60%,94.20%,71.10%,98.60%,90.20%
260,41,3894,Executive Review,Recovering,SPARK,Standard & Express,15,202150,80.70%,71%,4.86,10.30%,89.50%,68.80%,88.70%,78.50%
3,14,2713,Executive Review,Recovering,POINTPICKUP,Standard & Express,26,202150,92.90%,98%,3.51,2.90%,95.60%,90.00%,90.60%,95.70%
3,14,2713,Executive Review,Recovering,SPARK,Standard & Express,26,202150,65.20%,96%,3.51,,90.30%,21.90%,50.00%,70.50%
13,14,4497,Executive Review,Recovering,POINTPICKUP,Standard & Express,7,202150,80.60%,83%,6.79,5.30%,90.20%,71.20%,91.70%,72.20%
48,5,590,Executive Review,Recovering,SPARK,Standard & Express,11,202150,88.30%,79%,4.49,5.20%,92.90%,81.40%,90.00%,88.20%
44,5,5147,Executive Review,Recovering,SPARK,Standard & Express,27,202150,81.30%,80%,5.68,2.60%,94.10%,74.70%,85.60%,75.40%
157,16,1970,Executive Review,Recovering,DOORDASH,Standard & Express,36,202150,84.70%,73%,7.83,6.40%,90.70%,86.50%,95.30%,76.90%
156,16,2118,Executive Review,Recovering,POINTPICKUP,Express Only,23,202150,52.20%,78%,6.94,11.50%,100.00%,80.00%,50.00%,38.50%
297,26,5254,Executive Review,Recovering,POSTMATES,Standard & Express,17,202150,89.40%,79%,5.39,6.50%,94.40%,85.40%,95.60%,83.30%
297,26,5254,Executive Review,Recovering,SPARK,Standard & Express,17,202150,87.50%,79%,5.39,,89.70%,92.70%,82.10%,84.80%
299,26,2247,Executive Review,Recovering,POSTMATES,Standard & Express,17,202150,78.00%,64%,11.11,8.20%,90.20%,78.70%,81.00%,64.00%
101,3,1219,Executive Review,Recovering,POSTMATES,Standard & Express,16,202150,84.40%,69%,8.04,5.00%,95.70%,83.50%,86.50%,76.20%
97,3,1223,Executive Review,Recovering,POINTPICKUP,Standard & Express,26,202150,88.30%,89%,5.35,6.80%,94.80%,86.00%,92.00%,80.50%
206,19,4660,Executive Review,Recovering,DOORDASH,Standard & Express,9,202150,88.00%,81%,4.97,1.90%,99.10%,96.30%,96.80%,55.50%
206,19,4660,Executive Review,Recovering,SPARK,Standard & Express,9,202150,98.20%,97%,4.97,,98.20%,,,
238,19,1487,Executive Review,Recovering,POINTPICKUP,Standard & Express,7,202150,78.80%,85%,10.38,32.60%,100.00%,52.10%,78.00%,81.80%
125,13,553,Executive Review,Recovering,SPARK,Standard & Express,8,202150,83.10%,62%,11.14,1.70%,92.70%,74.20%,92.90%,64.90%
129,13,2913,Executive Review,Recovering,SPARK,Standard & Express,7,202150,83.10%,58%,10.14,1.90%,93.40%,89.90%,74.90%,76.00%
5,12,7324,Executive Review,Recovering,POINTPICKUP,Standard & Express,9,202150,83.80%,71%,7.14,14.00%,91.50%,60.90%,90.60%,77.90%
136,12,1074,Executive Review,Recovering,POINTPICKUP,Express Only,23,202150,91.10%,96%,8.51,3.40%,95.20%,90.90%,83.30%,94.40%
145,12,950,Executive Review,Recovering,SPARK,Standard & Express,38,202150,76.40%,58%,8,3.40%,100.00%,59.70%,77.70%,80.10%
144,12,848,Executive Review,Recovering,SPARK,Standard & Express,35,202150,82.80%,69%,9.98,4.00%,90.70%,80.30%,92.70%,72.30%
