Region,Market,STORE #,Updated Cluster Type,Updated WM Set Week,FY,Tool kit link 
44,345,207,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,272,213,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,271,216,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,336,219,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,350,225,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,344,227,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,351,231,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,360,234,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,271,237,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
11,147,238,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,410,242,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,339,243,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,345,246,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,357,250,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
5,45,251,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,271,252,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,341,253,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,273,254,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,341,256,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,325,261,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,271,262,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,149,264,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,334,267,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,349,271,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
13,503,275,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,351,276,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,353,277,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,328,281,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,253,282,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,340,295,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,325,296,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
14,3,298,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,271,302,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,149,304,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,5,306,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,308,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,340,313,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,5,314,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
14,3,315,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,272,317,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,360,325,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,341,328,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,325,336,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,335,337,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,334,338,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,351,340,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,407,341,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,411,342,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,275,343,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,433,350,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,336,354,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,336,357,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,321,358,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,352,360,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,359,363,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,121,366,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,410,368,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,406,369,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,322,373,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,347,374,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,333,379,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,410,382,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
13,66,384,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,352,389,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,149,390,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
11,137,394,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,349,414,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,406,419,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,273,422,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,272,435,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,272,436,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,333,444,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,256,445,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,359,451,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,272,454,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
7,81,476,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,119,477,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,273,481,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,411,484,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,362,486,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,253,491,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,580,492,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,260,493,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
2,20,3710,CLUSTER 5,WK20,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-5.html
40,272,506,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,260,507,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
7,506,508,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
2,18,515,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
5,45,516,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,353,517,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,260,519,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
13,46,523,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
9,115,528,CLUSTER 5,WK20,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-5.html
40,360,560,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,568,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,257,569,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,260,571,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
4,37,574,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,123,578,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
3,94,582,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,121,583,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,587,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
13,132,531,CLUSTER 5,WK20,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-5.html
21,259,591,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,406,592,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,429,598,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,124,599,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,278,603,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,275,609,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,273,612,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,119,619,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,124,620,Cluster 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,279,633,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,279,636,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,415,646,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,339,648,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,253,655,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,151,656,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,657,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
11,137,661,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,119,663,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,406,664,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,257,665,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,151,667,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,668,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
14,2,670,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,671,Cluster 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,122,672,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,152,674,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,121,676,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,123,678,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,123,680,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,5,681,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
11,147,683,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,123,685,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,121,687,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,257,689,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,124,690,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
14,3,691,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,260,692,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,254,694,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,119,698,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,254,701,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
21,259,702,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,256,709,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,257,711,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,5,712,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,257,719,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,260,720,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
9,118,721,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,123,724,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,256,729,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,151,735,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
41,253,736,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
11,147,738,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
20,258,739,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,121,741,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
12,124,742,Cluster 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,415,750,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,413,751,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,415,753,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
3,101,767,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
9,115,769,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
9,92,771,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,279,775,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
9,118,778,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,418,784,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
42,328,788,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
47,429,790,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
7,70,793,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,409,794,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,279,796,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,418,797,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
25,273,798,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,360,801,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
53,263,802,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,340,805,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
52,426,810,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,336,815,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
40,359,820,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
44,345,823,CLUSTER 2,WK37,FY26,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/produce-3-0/cluster-2.html
