Region,Market,Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
40,340,2213,2,YES,MOVE EXISTING,4,WK 37,120
40,340,2694,3,NO,-,4,WK 37,80
40,340,3061,2,YES,MOVE EXISTING,4,WK 37,120
40,340,5150,2,YES,MOVE EXISTING,4,WK 37,120
40,341,201,2,YES,MOVE EXISTING,4,WK 37,120
40,341,253,3,NO,-,4,WK 37,80
40,341,256,2,YES,MOVE EXISTING,4,WK 37,120
40,341,328,3,NO,-,4,WK 37,80
40,341,361,2,YES,HIRE,4,WK 37,120
40,341,1071,2,YES,HIRE,4,WK 37,120
40,341,1418,2,YES,MOVE EXISTING,4,WK 37,120
40,341,1761,3,NO,-,4,WK 37,80
40,341,4695,3,NO,-,4,WK 37,80
40,357,14,2,YES,MOVE EXISTING,4,WK 37,120
40,357,27,3,NO,-,3,WK 37,80
40,357,46,2,YES,MOVE EXISTING,4,WK 37,120
40,357,78,3,NO,-,4,WK 37,80
40,357,86,2,YES,MOVE EXISTING,4,WK 37,120
40,357,88,3,NO,-,3,WK 37,80
40,357,138,2,YES,MOVE EXISTING,4,WK 37,120
40,357,166,3,NO,-,3,WK 37,80
40,357,173,3,NO,-,3,WK 37,80
40,357,179,2,YES,MOVE EXISTING,4,WK 37,120
40,357,250,3,NO,-,4,WK 37,80
40,357,845,3,NO,-,2,WK 37,80
40,359,25,3,NO,-,4,WK 37,80
40,359,40,2,YES,MOVE EXISTING,4,WK 37,120
40,359,51,3,NO,-,3,WK 37,80
40,359,80,3,NO,-,4,WK 37,80
40,359,159,2,YES,MOVE EXISTING,4,WK 37,120
40,359,189,2,YES,MOVE EXISTING,4,WK 37,120
40,359,203,3,NO,-,3,WK 37,80
40,359,363,3,NO,-,4,WK 37,80
40,359,451,3,NO,-,4,WK 37,80
40,359,783,3,NO,-,3,WK 37,80
40,359,820,3,NO,-,4,WK 37,80
40,360,109,3,NO,-,4,WK 37,80
40,360,135,3,NO,-,4,WK 37,80
40,360,195,2,YES,HIRE,4,WK 37,120
40,360,234,2,YES,MOVE EXISTING,4,WK 37,120
40,360,325,3,NO,-,3,WK 37,80
40,360,560,2,YES,MOVE EXISTING,4,WK 37,120
40,360,801,3,NO,-,4,WK 37,80
40,360,834,3,NO,-,3,WK 37,80
40,360,1120,2,YES,MOVE EXISTING,4,WK 37,120
40,360,2857,1,YES,MOVE EXISTING,4,WK 37,140
40,360,2994,2,YES,HIRE,4,WK 37,120
40,361,20,3,NO,-,4,WK 37,80
40,361,61,2,YES,MOVE EXISTING,4,WK 37,120
40,361,96,2,YES,HIRE,4,WK 37,120
40,361,184,1,YES,MOVE EXISTING,4,WK 37,140
40,361,319,2,YES,MOVE EXISTING,4,WK 37,120
40,361,326,3,NO,-,2,WK 37,80
40,361,573,2,YES,MOVE EXISTING,4,WK 37,120
40,361,1014,1,YES,MOVE EXISTING,4,WK 37,140
40,361,1094,2,YES,MOVE EXISTING,4,WK 37,120
40,361,2856,3,NO,-,3,WK 37,80
40,361,4553,1,YES,MOVE EXISTING,4,WK 37,140
40,361,4590,3,NO,-,4,WK 37,80
40,362,486,3,NO,-,3,WK 37,80
40,362,577,2,YES,MOVE EXISTING,4,WK 37,120
40,362,1151,2,YES,MOVE EXISTING,4,WK 37,120
40,362,1599,3,NO,-,3,WK 37,80
40,362,1691,2,YES,HIRE,4,WK 37,120
40,362,2490,2,YES,MOVE EXISTING,4,WK 37,120
40,362,2855,2,YES,HIRE,4,WK 37,120
40,362,2955,3,NO,-,4,WK 37,80
40,362,3273,3,NO,-,4,WK 37,80
40,362,4475,2,YES,MOVE EXISTING,4,WK 37,120
40,362,4611,3,NO,-,4,WK 37,80
41,242,497,2,YES,MOVE EXISTING,4,WK 37,120
41,242,526,3,NO,-,3,WK 37,80
41,242,1053,2,YES,MOVE EXISTING,4,WK 37,120
41,242,1327,2,YES,MOVE EXISTING,4,WK 37,120
41,242,2968,3,NO,-,3,WK 37,80
41,242,3294,1,YES,HIRE,4,WK 37,140
41,242,4450,2,YES,MOVE EXISTING,4,WK 37,120
41,242,5418,2,YES,MOVE EXISTING,4,WK 37,120
41,242,7290,3,NO,-,3,WK 37,80
41,243,922,2,YES,MOVE EXISTING,4,WK 37,120
41,243,1033,2,YES,HIRE,4,WK 37,120
41,243,1142,3,NO,-,4,WK 37,80
41,243,1157,3,NO,-,4,WK 37,80
41,243,1160,1,YES,HIRE,4,WK 37,140
41,243,1180,2,YES,MOVE EXISTING,4,WK 37,120
41,243,1476,1,YES,MOVE EXISTING,4,WK 37,140
41,243,2691,2,YES,MOVE EXISTING,4,WK 37,120
41,243,5417,1,YES,HIRE,4,WK 37,140
41,243,7087,3,NO,-,4,WK 37,80
41,249,884,2,YES,HIRE,4,WK 37,120
41,249,1141,2,YES,HIRE,4,WK 37,120
41,249,1459,2,YES,MOVE EXISTING,4,WK 37,120
41,249,1580,2,YES,MOVE EXISTING,4,WK 37,120
41,249,2787,2,YES,MOVE EXISTING,4,WK 37,120
41,249,3435,2,YES,HIRE,4,WK 37,120
41,249,3529,2,YES,MOVE EXISTING,4,WK 37,120
41,249,5443,1,YES,MOVE EXISTING,4,WK 37,140
41,249,5483,3,NO,-,4,WK 37,80
41,251,828,1,YES,MOVE EXISTING,4,WK 37,140
41,251,902,3,NO,-,4,WK 37,80
41,251,995,2,YES,MOVE EXISTING,4,WK 37,120
41,251,996,3,NO,-,3,WK 37,80
41,251,1013,3,NO,-,3,WK 37,80
41,251,1310,2,YES,MOVE EXISTING,4,WK 37,120
41,251,1356,2,YES,HIRE,4,WK 37,120
41,251,1629,3,NO,-,3,WK 37,80
41,251,1991,2,YES,MOVE EXISTING,4,WK 37,120
41,251,4235,2,YES,HIRE,4,WK 37,120
41,251,4417,2,YES,MOVE EXISTING,4,WK 37,120
41,253,143,3,NO,-,4,WK 37,80
41,253,204,3,NO,-,4,WK 37,80
41,253,282,2,YES,HIRE,4,WK 37,120
41,253,294,3,NO,-,4,WK 37,80
41,253,430,3,NO,-,4,WK 37,80
41,253,431,2,YES,HIRE,4,WK 37,120
41,253,491,2,YES,MOVE EXISTING,4,WK 37,120
41,253,653,1,YES,MOVE EXISTING,4,WK 37,140
41,253,655,2,YES,HIRE,4,WK 37,120
41,253,736,3,NO,-,4,WK 37,80
41,253,3362,2,YES,HIRE,4,WK 37,120
41,254,257,3,NO,-,3,WK 37,80
41,254,299,1,YES,MOVE EXISTING,4,WK 37,140
41,254,333,3,NO,-,4,WK 37,80
41,254,694,2,YES,MOVE EXISTING,4,WK 37,120
41,254,701,2,YES,HIRE,4,WK 37,120
41,254,1263,2,YES,MOVE EXISTING,4,WK 37,120
41,254,1341,2,YES,MOVE EXISTING,4,WK 37,120
41,254,1676,3,NO,-,4,WK 37,80
41,254,3363,2,YES,MOVE EXISTING,4,WK 37,120
41,254,5236,2,YES,MOVE EXISTING,4,WK 37,120
41,254,5728,2,YES,MOVE EXISTING,4,WK 37,120
41,256,445,2,YES,MOVE EXISTING,4,WK 37,120
41,256,589,2,YES,MOVE EXISTING,4,WK 37,120
41,256,709,1,YES,MOVE EXISTING,4,WK 37,140
41,256,729,2,YES,MOVE EXISTING,4,WK 37,120
41,256,760,3,NO,-,2,WK 37,80
41,256,1165,2,YES,HIRE,4,WK 37,120
41,256,1170,2,YES,MOVE EXISTING,4,WK 37,120
41,256,1675,3,NO,-,3,WK 37,80
41,256,4118,2,YES,MOVE EXISTING,4,WK 37,120
41,256,6931,2,YES,MOVE EXISTING,4,WK 37,120
41,257,569,3,NO,-,4,WK 37,80
41,257,665,2,YES,HIRE,4,WK 37,120
41,257,689,1,YES,MOVE EXISTING,4,WK 37,140
41,257,711,1,YES,MOVE EXISTING,4,WK 37,140
41,257,719,1,YES,MOVE EXISTING,4,WK 37,140
41,257,825,3,NO,-,3,WK 37,80
41,257,1048,3,NO,-,4,WK 37,80
41,257,1190,2,YES,MOVE EXISTING,4,WK 37,120
41,257,1234,3,NO,-,4,WK 37,80
41,257,2654,3,NO,-,3,WK 37,80
41,260,507,3,NO,-,4,WK 37,80
41,260,519,3,NO,-,3,WK 37,80
41,260,571,2,YES,MOVE EXISTING,4,WK 37,120
41,260,584,2,YES,HIRE,4,WK 37,120
41,260,692,2,YES,MOVE EXISTING,4,WK 37,120
41,260,720,2,YES,HIRE,4,WK 37,120
41,260,1210,2,YES,HIRE,4,WK 37,120
41,260,2628,1,YES,MOVE EXISTING,4,WK 37,140
41,260,2783,2,YES,MOVE EXISTING,4,WK 37,120
41,260,3894,1,YES,MOVE EXISTING,4,WK 37,140
41,271,196,3,NO,-,4,WK 37,80
41,271,216,1,YES,MOVE EXISTING,4,WK 37,140
41,271,222,3,NO,-,4,WK 37,80
41,271,233,3,NO,-,3,WK 37,80
41,271,237,2,YES,MOVE EXISTING,4,WK 37,120
41,271,252,3,NO,-,3,WK 37,80
41,271,262,3,NO,-,4,WK 37,80
41,271,302,3,NO,-,3,WK 37,80
41,271,352,3,NO,-,3,WK 37,80
41,271,596,3,NO,-,2,WK 37,80
41,271,833,3,NO,-,3,WK 37,80
41,482,923,2,YES,HIRE,4,WK 37,120
41,482,1275,3,NO,-,4,WK 37,80
41,482,1518,2,YES,MOVE EXISTING,4,WK 37,120
41,482,1557,2,YES,MOVE EXISTING,4,WK 37,120
41,482,1601,3,NO,-,4,WK 37,80
41,482,1655,2,YES,HIRE,4,WK 37,120
41,482,2786,1,YES,MOVE EXISTING,4,WK 37,140
41,482,2788,2,YES,HIRE,4,WK 37,120
41,482,3781,1,YES,MOVE EXISTING,4,WK 37,140
41,482,6476,3,NO,-,4,WK 37,80
53,196,1542,2,YES,HIRE,4,WK 37,120
53,196,1936,2,YES,MOVE EXISTING,4,WK 37,120
53,196,2079,2,YES,HIRE,4,WK 37,120
53,196,2100,3,NO,-,4,WK 37,80
53,196,2338,2,YES,MOVE EXISTING,4,WK 37,120
53,196,2358,3,NO,-,4,WK 37,80
53,196,2417,3,NO,-,4,WK 37,80
53,196,2434,2,YES,MOVE EXISTING,4,WK 37,120
53,196,2522,2,YES,HIRE,4,WK 37,120
53,196,2545,3,NO,-,4,WK 37,80
53,263,802,3,NO,-,4,WK 37,80
53,263,933,3,NO,-,3,WK 37,80
53,263,958,2,YES,MOVE EXISTING,4,WK 37,120
53,263,1490,2,YES,MOVE EXISTING,4,WK 37,120
53,263,1740,2,YES,MOVE EXISTING,4,WK 37,120
53,263,1955,2,YES,MOVE EXISTING,4,WK 37,120
53,263,2532,2,YES,HIRE,4,WK 37,120
53,263,3837,3,NO,-,4,WK 37,80
53,263,5044,3,NO,-,3,WK 37,80
53,263,5398,3,NO,-,4,WK 37,80
53,425,882,3,NO,-,4,WK 37,80
53,425,913,2,YES,HIRE,4,WK 37,120
53,425,982,3,NO,-,3,WK 37,80
53,425,1020,3,NO,-,4,WK 37,80
53,425,1038,3,NO,-,3,WK 37,80
53,425,1657,3,NO,-,4,WK 37,80
53,425,1971,2,YES,HIRE,4,WK 37,120
53,425,2812,2,YES,MOVE EXISTING,4,WK 37,120
53,425,3534,3,NO,-,4,WK 37,80
53,425,4257,2,YES,MOVE EXISTING,4,WK 37,120
53,435,1167,2,YES,MOVE EXISTING,4,WK 37,120
53,435,1394,2,YES,MOVE EXISTING,4,WK 37,120
53,435,1551,2,YES,MOVE EXISTING,4,WK 37,120
53,435,1571,3,NO,-,4,WK 37,80
53,435,2668,2,YES,MOVE EXISTING,4,WK 37,120
53,435,2828,2,YES,MOVE EXISTING,4,WK 37,120
53,435,3488,3,NO,-,4,WK 37,80
53,435,4677,3,NO,-,3,WK 37,80
53,435,5667,3,NO,-,3,WK 37,80
53,435,5668,3,NO,-,3,WK 37,80
53,436,1365,3,NO,-,3,WK 37,80
53,436,1446,2,YES,MOVE EXISTING,4,WK 37,120
53,436,1672,3,NO,-,3,WK 37,80
53,436,1819,2,YES,MOVE EXISTING,4,WK 37,120
53,436,2192,3,NO,-,4,WK 37,80
53,436,2421,3,NO,-,4,WK 37,80
53,436,3245,3,NO,-,3,WK 37,80
53,436,4281,3,NO,-,3,WK 37,80
53,436,5432,3,NO,-,4,WK 37,80
53,436,5444,3,NO,-,3,WK 37,80
53,438,847,3,NO,-,3,WK 37,80
53,438,965,3,NO,-,4,WK 37,80
53,438,971,3,NO,-,3,WK 37,80
53,438,979,3,NO,-,3,WK 37,80
53,438,1007,3,NO,-,4,WK 37,80
53,438,1277,3,NO,-,3,WK 37,80
53,438,1669,2,YES,MOVE EXISTING,4,WK 37,120
53,438,1679,2,YES,MOVE EXISTING,4,WK 37,120
53,438,5127,3,NO,-,4,WK 37,80
53,438,5373,2,YES,MOVE EXISTING,4,WK 37,120
53,438,5397,2,YES,MOVE EXISTING,4,WK 37,120
53,439,1202,2,YES,MOVE EXISTING,4,WK 37,120
53,439,1316,3,NO,-,3,WK 37,80
53,439,1430,2,YES,MOVE EXISTING,4,WK 37,120
53,439,1449,2,YES,HIRE,4,WK 37,120
53,439,1471,3,NO,-,3,WK 37,80
53,439,1727,3,NO,-,3,WK 37,80
53,439,1828,2,YES,MOVE EXISTING,4,WK 37,120
53,439,1982,2,YES,MOVE EXISTING,4,WK 37,120
53,439,2509,3,NO,-,3,WK 37,80
53,439,2958,2,YES,MOVE EXISTING,4,WK 37,120
53,439,2986,3,NO,-,4,WK 37,80
53,441,1138,2,YES,HIRE,4,WK 37,120
53,441,1176,3,NO,-,4,WK 37,80
53,441,1267,3,NO,-,4,WK 37,80
53,441,1274,3,NO,-,3,WK 37,80
53,441,1305,2,YES,HIRE,4,WK 37,120
53,441,1396,2,YES,MOVE EXISTING,4,WK 37,120
53,441,1799,3,NO,-,4,WK 37,80
53,441,2335,2,YES,MOVE EXISTING,4,WK 37,120
53,441,3505,2,YES,HIRE,4,WK 37,120
53,441,3857,2,YES,MOVE EXISTING,4,WK 37,120
53,442,910,3,NO,-,4,WK 37,80
53,442,1515,2,YES,MOVE EXISTING,4,WK 37,120
53,442,1635,3,NO,-,4,WK 37,80
53,442,1678,3,NO,-,3,WK 37,80
53,442,1776,3,NO,-,4,WK 37,80
53,442,3247,3,NO,-,4,WK 37,80
53,442,3322,3,NO,-,3,WK 37,80
53,442,3499,3,NO,-,4,WK 37,80
53,442,5438,3,NO,-,4,WK 37,80
53,442,5669,2,YES,MOVE EXISTING,4,WK 37,120
53,444,1012,2,YES,MOVE EXISTING,4,WK 37,120
53,444,1276,3,NO,-,4,WK 37,80
53,444,1643,2,YES,MOVE EXISTING,4,WK 37,120
53,444,1650,3,NO,-,3,WK 37,80
53,444,2452,2,YES,MOVE EXISTING,4,WK 37,120
53,444,2658,2,YES,HIRE,4,WK 37,120
53,444,3324,3,NO,-,4,WK 37,80
53,444,3497,3,NO,-,4,WK 37,80
53,444,5463,3,NO,-,4,WK 37,80
53,444,6394,3,NO,-,4,WK 37,80
2,18,515,2,YES,HIRE,4,WK 37,120
2,18,1070,2,YES,MOVE EXISTING,4,WK 37,120
2,18,1122,2,YES,MOVE EXISTING,4,WK 37,120
2,18,1403,2,YES,MOVE EXISTING,4,WK 37,120
2,18,2513,3,NO,-,4,WK 37,80
2,18,2753,3,NO,-,4,WK 37,80
2,18,3485,2,YES,MOVE EXISTING,4,WK 37,120
2,18,3874,2,YES,MOVE EXISTING,4,WK 37,120
2,18,4616,2,YES,HIRE,4,WK 37,120
2,18,5786,3,NO,-,4,WK 37,80
2,18,5812,3,NO,-,4,WK 37,80
2,18,7185,3,NO,-,4,WK 37,80
2,19,594,2,YES,MOVE EXISTING,4,WK 37,120
2,19,745,2,YES,HIRE,4,WK 37,120
2,19,787,2,YES,MOVE EXISTING,4,WK 37,120
2,19,3201,2,YES,HIRE,4,WK 37,120
2,19,3402,2,YES,MOVE EXISTING,4,WK 37,120
2,19,3609,2,YES,HIRE,4,WK 37,120
2,19,5709,2,YES,HIRE,4,WK 37,120
2,20,855,2,YES,MOVE EXISTING,4,WK 37,120
2,20,1047,1,YES,MOVE EXISTING,4,WK 37,140
2,20,3118,2,YES,HIRE,4,WK 37,120
2,20,3401,2,YES,MOVE EXISTING,4,WK 37,120
2,20,3709,2,YES,MOVE EXISTING,4,WK 37,120
2,20,3710,2,YES,MOVE EXISTING,4,WK 37,120
2,20,6998,2,YES,MOVE EXISTING,4,WK 37,120
2,21,3,2,YES,MOVE EXISTING,4,WK 37,120
2,21,510,1,YES,MOVE EXISTING,4,WK 37,140
2,21,520,2,YES,MOVE EXISTING,4,WK 37,120
2,21,780,2,YES,MOVE EXISTING,4,WK 37,120
2,21,1111,2,YES,HIRE,4,WK 37,120
2,21,1121,2,YES,MOVE EXISTING,4,WK 37,120
2,21,1363,2,YES,HIRE,4,WK 37,120
2,21,1400,1,YES,MOVE EXISTING,4,WK 37,140
2,21,1701,3,NO,-,3,WK 37,80
2,21,2811,1,YES,HIRE,4,WK 37,140
2,21,3627,2,YES,HIRE,4,WK 37,120
2,21,5482,3,NO,-,3,WK 37,80
2,22,615,1,YES,MOVE EXISTING,4,WK 37,140
2,22,722,1,YES,MOVE EXISTING,4,WK 37,140
2,22,727,3,NO,-,4,WK 37,80
2,22,856,2,YES,HIRE,4,WK 37,120
2,22,1488,1,YES,MOVE EXISTING,4,WK 37,140
2,22,2732,2,YES,HIRE,4,WK 37,120
2,22,3205,2,YES,MOVE EXISTING,4,WK 37,120
2,22,3741,2,YES,MOVE EXISTING,4,WK 37,120
2,22,4409,3,NO,-,4,WK 37,80
2,23,1184,2,YES,HIRE,4,WK 37,120
2,23,1373,1,YES,MOVE EXISTING,4,WK 37,140
2,23,1720,2,YES,MOVE EXISTING,4,WK 37,120
2,23,2584,3,NO,-,3,WK 37,80
2,23,3067,2,YES,HIRE,4,WK 37,120
2,23,3188,2,YES,MOVE EXISTING,4,WK 37,120
2,23,3621,1,YES,MOVE EXISTING,4,WK 37,140
2,24,518,2,YES,HIRE,4,WK 37,120
2,24,878,2,YES,MOVE EXISTING,4,WK 37,120
2,24,1314,2,YES,MOVE EXISTING,4,WK 37,120
2,24,1578,2,YES,MOVE EXISTING,4,WK 37,120
2,24,1766,3,NO,-,3,WK 37,80
2,24,2154,1,YES,MOVE EXISTING,4,WK 37,140
2,24,2941,2,YES,HIRE,4,WK 37,120
2,24,3462,2,YES,HIRE,4,WK 37,120
2,24,4185,3,NO,-,4,WK 37,80
2,24,4436,3,NO,-,3,WK 37,80
2,24,5814,2,YES,HIRE,4,WK 37,120
2,25,459,1,YES,MOVE EXISTING,4,WK 37,140
2,25,548,2,YES,HIRE,4,WK 37,120
2,25,1340,2,YES,MOVE EXISTING,4,WK 37,120
2,25,2475,2,YES,HIRE,4,WK 37,120
2,25,3388,2,YES,HIRE,4,WK 37,120
2,25,3389,2,YES,HIRE,4,WK 37,120
2,25,3786,2,YES,MOVE EXISTING,4,WK 37,120
2,25,4472,3,NO,-,4,WK 37,80
2,25,4558,2,YES,HIRE,4,WK 37,120
2,25,5252,2,YES,HIRE,4,WK 37,120
2,30,754,1,YES,MOVE EXISTING,4,WK 37,140
2,30,1024,2,YES,HIRE,4,WK 37,120
2,30,1143,3,NO,-,3,WK 37,80
2,30,1227,2,YES,MOVE EXISTING,4,WK 37,120
2,30,1293,2,YES,MOVE EXISTING,4,WK 37,120
2,30,1658,3,NO,-,4,WK 37,80
2,30,2754,3,NO,-,3,WK 37,80
2,30,3570,2,YES,MOVE EXISTING,4,WK 37,120
2,30,4144,2,YES,HIRE,4,WK 37,120
2,30,5735,2,YES,HIRE,4,WK 37,120
2,32,555,2,YES,MOVE EXISTING,4,WK 37,120
2,32,758,2,YES,MOVE EXISTING,4,WK 37,120
2,32,907,3,NO,-,3,WK 37,80
2,32,1076,2,YES,MOVE EXISTING,4,WK 37,120
2,32,1153,2,YES,MOVE EXISTING,4,WK 37,120
2,32,1367,1,YES,MOVE EXISTING,4,WK 37,140
2,32,2733,2,YES,HIRE,4,WK 37,120
2,32,2890,2,YES,MOVE EXISTING,4,WK 37,120
2,32,3750,2,YES,MOVE EXISTING,4,WK 37,120
2,32,7246,3,NO,-,3,WK 37,80
3,27,588,1,YES,MOVE EXISTING,4,WK 37,140
3,27,843,3,NO,-,3,WK 37,80
3,27,889,2,YES,HIRE,4,WK 37,120
3,27,899,1,YES,MOVE EXISTING,4,WK 37,140
3,27,952,2,YES,HIRE,4,WK 37,120
3,27,1006,2,YES,HIRE,4,WK 37,120
3,27,1072,1,YES,MOVE EXISTING,4,WK 37,140
3,27,2615,2,YES,MOVE EXISTING,4,WK 37,120
3,27,5797,3,NO,-,3,WK 37,80
3,27,7194,3,NO,-,3,WK 37,80
3,27,7245,3,NO,-,3,WK 37,80
3,28,556,2,YES,MOVE EXISTING,4,WK 37,120
3,28,593,2,YES,MOVE EXISTING,4,WK 37,120
3,28,639,1,YES,MOVE EXISTING,4,WK 37,140
3,28,686,3,NO,-,4,WK 37,80
3,28,836,2,YES,MOVE EXISTING,4,WK 37,120
3,28,862,1,YES,HIRE,4,WK 37,140
3,28,864,1,YES,MOVE EXISTING,4,WK 37,140
3,28,1018,3,NO,-,3,WK 37,80
3,28,1061,3,NO,-,3,WK 37,80
3,28,2630,2,YES,HIRE,4,WK 37,120
3,28,5392,3,NO,-,3,WK 37,80
3,89,110,2,YES,HIRE,4,WK 37,120
3,89,705,1,YES,MOVE EXISTING,4,WK 37,140
3,89,706,1,YES,MOVE EXISTING,4,WK 37,140
3,89,713,3,NO,-,3,WK 37,80
3,89,800,2,YES,HIRE,4,WK 37,120
3,89,942,1,YES,MOVE EXISTING,4,WK 37,140
3,89,2695,1,YES,MOVE EXISTING,4,WK 37,140
3,89,5299,1,YES,MOVE EXISTING,4,WK 37,140
3,93,538,2,YES,HIRE,4,WK 37,120
3,93,551,1,YES,MOVE EXISTING,4,WK 37,140
3,93,697,1,YES,MOVE EXISTING,4,WK 37,140
3,93,960,2,YES,HIRE,4,WK 37,120
3,93,1081,1,YES,MOVE EXISTING,4,WK 37,140
3,93,1283,2,YES,HIRE,4,WK 37,120
3,93,1297,2,YES,HIRE,4,WK 37,120
3,93,1847,1,YES,MOVE EXISTING,4,WK 37,140
3,93,3877,3,NO,-,4,WK 37,80
3,93,4368,2,YES,HIRE,4,WK 37,120
3,93,5326,1,YES,HIRE,4,WK 37,140
3,94,563,1,YES,MOVE EXISTING,4,WK 37,140
3,94,579,1,YES,MOVE EXISTING,4,WK 37,140
3,94,582,2,YES,HIRE,4,WK 37,120
3,94,613,2,YES,MOVE EXISTING,4,WK 37,120
3,94,857,2,YES,MOVE EXISTING,4,WK 37,120
3,94,860,2,YES,HIRE,4,WK 37,120
3,94,1079,2,YES,MOVE EXISTING,4,WK 37,120
3,94,1182,1,YES,MOVE EXISTING,4,WK 37,140
3,94,1391,2,YES,MOVE EXISTING,4,WK 37,120
3,94,3207,2,YES,HIRE,4,WK 37,120
3,94,3310,2,YES,HIRE,4,WK 37,120
3,95,959,3,NO,-,4,WK 37,80
3,95,1029,3,NO,-,3,WK 37,80
3,95,1104,2,YES,MOVE EXISTING,4,WK 37,120
3,95,1213,1,YES,HIRE,4,WK 37,140
3,95,2843,2,YES,HIRE,4,WK 37,120
3,95,3526,2,YES,HIRE,4,WK 37,120
3,95,4262,1,YES,MOVE EXISTING,4,WK 37,140
3,95,5772,2,YES,HIRE,4,WK 37,120
3,101,767,1,YES,MOVE EXISTING,4,WK 37,140
3,101,1083,1,YES,MOVE EXISTING,4,WK 37,140
3,101,1090,2,YES,MOVE EXISTING,4,WK 37,120
3,101,1205,2,YES,HIRE,4,WK 37,120
3,101,1219,2,YES,MOVE EXISTING,4,WK 37,120
3,101,1225,2,YES,HIRE,4,WK 37,120
3,101,2626,2,YES,HIRE,4,WK 37,120
3,101,2920,2,YES,HIRE,4,WK 37,120
3,101,3308,1,YES,MOVE EXISTING,4,WK 37,140
3,101,6978,2,YES,MOVE EXISTING,4,WK 37,120
3,104,967,2,YES,MOVE EXISTING,4,WK 37,120
3,104,988,2,YES,MOVE EXISTING,4,WK 37,120
3,104,994,1,YES,MOVE EXISTING,4,WK 37,140
3,104,1085,1,YES,HIRE,4,WK 37,140
3,104,2740,2,YES,MOVE EXISTING,4,WK 37,120
3,104,3415,3,NO,-,3,WK 37,80
3,104,3418,1,YES,MOVE EXISTING,4,WK 37,140
3,104,5266,2,YES,HIRE,4,WK 37,120
3,111,1390,1,YES,MOVE EXISTING,4,WK 37,140
3,111,1513,3,NO,-,4,WK 37,80
3,111,1536,1,YES,MOVE EXISTING,4,WK 37,140
3,111,1712,2,YES,HIRE,4,WK 37,120
3,111,2081,2,YES,MOVE EXISTING,4,WK 37,120
3,111,2796,2,YES,MOVE EXISTING,4,WK 37,120
3,111,3372,2,YES,HIRE,4,WK 37,120
3,111,4690,3,NO,-,4,WK 37,80
3,111,5218,2,YES,MOVE EXISTING,4,WK 37,120
3,112,925,2,YES,HIRE,4,WK 37,120
3,112,1482,2,YES,HIRE,4,WK 37,120
3,112,1501,3,NO,-,3,WK 37,80
3,112,1960,1,YES,MOVE EXISTING,4,WK 37,140
3,112,2627,2,YES,MOVE EXISTING,4,WK 37,120
3,112,3197,2,YES,HIRE,4,WK 37,120
3,112,4681,3,NO,-,4,WK 37,80
3,112,5036,2,YES,HIRE,4,WK 37,120
3,112,5220,2,YES,MOVE EXISTING,4,WK 37,120
3,112,5964,2,YES,MOVE EXISTING,4,WK 37,120
3,114,547,1,YES,MOVE EXISTING,4,WK 37,140
3,114,779,2,YES,HIRE,4,WK 37,120
3,114,941,2,YES,MOVE EXISTING,4,WK 37,120
3,114,1203,1,YES,MOVE EXISTING,4,WK 37,140
3,114,1245,1,YES,MOVE EXISTING,4,WK 37,140
3,114,2229,3,NO,-,#VALUE!,WK 37,120
3,114,2387,1,YES,MOVE EXISTING,4,WK 37,140
3,114,3463,2,YES,MOVE EXISTING,4,WK 37,120
3,114,5300,1,YES,MOVE EXISTING,4,WK 37,140
11,4,105,2,YES,MOVE EXISTING,4,WK 37,120
11,4,114,3,NO,-,4,WK 37,80
11,4,118,3,NO,-,4,WK 37,80
11,4,153,3,NO,-,4,WK 37,80
11,4,164,2,YES,MOVE EXISTING,4,WK 37,120
11,4,176,3,NO,-,3,WK 37,80
11,4,258,2,YES,MOVE EXISTING,4,WK 37,120
11,4,273,3,NO,-,3,WK 37,80
11,4,274,3,NO,-,2,WK 37,80
11,4,303,3,NO,-,3,WK 37,80
11,4,391,2,YES,MOVE EXISTING,4,WK 37,120
11,11,287,2,YES,MOVE EXISTING,4,WK 37,120
11,11,362,3,NO,-,3,WK 37,80
11,11,425,3,NO,-,3,WK 37,80
11,11,715,1,YES,MOVE EXISTING,4,WK 37,140
11,11,731,3,NO,-,4,WK 37,80
11,11,764,2,YES,MOVE EXISTING,4,WK 37,120
11,11,1052,3,NO,-,3,WK 37,80
11,11,2306,2,YES,MOVE EXISTING,4,WK 37,120
11,136,155,3,NO,-,4,WK 37,80
11,136,182,2,YES,MOVE EXISTING,4,WK 37,120
11,136,347,3,NO,-,3,WK 37,80
11,136,699,2,YES,MOVE EXISTING,4,WK 37,120
11,136,707,3,NO,-,3,WK 37,80
11,136,716,3,NO,-,4,WK 37,80
11,136,1074,2,YES,MOVE EXISTING,4,WK 37,120
11,136,1468,2,YES,HIRE,4,WK 37,120
11,136,1530,2,YES,HIRE,4,WK 37,120
11,137,394,3,NO,-,4,WK 37,80
11,137,403,3,NO,-,4,WK 37,80
11,137,409,3,NO,-,3,WK 37,80
11,137,660,2,YES,MOVE EXISTING,4,WK 37,120
11,137,661,1,YES,MOVE EXISTING,4,WK 37,140
11,137,662,2,YES,MOVE EXISTING,4,WK 37,120
11,137,766,1,YES,MOVE EXISTING,4,WK 37,140
11,137,1100,3,NO,-,3,WK 37,80
