Store,Market,Store Type,Prep By Location,InHome Prep and Loading ,,
621,37,SUP,5/11/2023,Not Applicable,,
622,344,SUP,5/9/2023,5/9/2023,,
623,118,SUP,5/11/2023,Not Applicable,,
624,39,SUP,5/11/2023,Not Applicable,,
625,37,SUP,5/11/2023,Not Applicable,,
626,73,W/M,5/9/2023,Not Applicable,,
627,38,SUP,5/11/2023,Not Applicable,,
628,36,SUP,5/11/2023,Not Applicable,,
629,42,SUP,5/11/2023,Not Applicable,,
630,38,SUP,5/11/2023,Not Applicable,,
631,35,SUP,5/11/2023,Not Applicable,,
632,36,SUP,5/11/2023,Not Applicable,,
633,279,SUP,5/9/2023,Not Applicable,,
634,38,SUP,5/11/2023,Not Applicable,,
635,29,SUP,5/11/2023,Not Applicable,,
636,279,SUP,5/9/2023,Not Applicable,,
637,429,SUP,5/9/2023,Not Applicable,,
638,42,SUP,5/11/2023,Not Applicable,,
639,28,SUP,5/11/2023,Not Applicable,,
640,35,SUP,5/11/2023,Not Applicable,,
641,35,SUP,5/11/2023,Not Applicable,,
642,38,SUP,5/11/2023,Not Applicable,,
643,37,SUP,5/11/2023,Not Applicable,,
644,39,SUP,5/11/2023,Not Applicable,,
645,433,SUP,5/9/2023,Not Applicable,,
646,415,SUP,5/9/2023,Not Applicable,,
647,414,SUP,5/9/2023,Not Applicable,,
648,339,SUP,5/9/2023,5/9/2023,,
649,92,SUP,5/11/2023,Not Applicable,,
651,66,SUP,5/9/2023,Not Applicable,,
652,406,SUP,5/9/2023,Not Applicable,,
653,253,SUP,5/9/2023,Not Applicable,,
655,253,SUP,5/9/2023,Not Applicable,,
656,151,SUP,5/9/2023,Not Applicable,,
657,152,SUP,5/9/2023,Not Applicable,,
658,120,SUP,5/11/2023,Not Applicable,,
659,153,SUP,5/9/2023,5/9/2023,,
660,137,SUP,5/9/2023,Not Applicable,,
661,137,SUP,5/9/2023,Not Applicable,,
662,137,SUP,5/9/2023,Not Applicable,,
663,119,SUP,5/11/2023,Not Applicable,,
664,406,SUP,5/9/2023,Not Applicable,,
665,257,SUP,5/11/2023,Not Applicable,,
666,115,SUP,5/11/2023,Not Applicable,,
667,151,SUP,5/9/2023,Not Applicable,,
668,152,SUP,5/9/2023,Not Applicable,,
669,120,SUP,5/11/2023,Not Applicable,,
670,2,SUP,5/9/2023,Not Applicable,,
671,152,SUP,5/9/2023,Not Applicable,,
672,122,SUP,5/11/2023,Not Applicable,,
673,149,SUP,5/9/2023,Not Applicable,,
674,152,SUP,5/9/2023,Not Applicable,,
675,146,SUP,5/9/2023,Not Applicable,,
676,121,SUP,5/11/2023,Not Applicable,,
677,146,SUP,5/9/2023,Not Applicable,,
678,123,SUP,5/11/2023,Not Applicable,,
680,123,SUP,5/11/2023,Not Applicable,,
681,3,SUP,5/9/2023,Not Applicable,,
682,151,SUP,5/9/2023,5/9/2023,,
683,147,SUP,5/9/2023,Not Applicable,,
684,147,SUP,5/9/2023,Not Applicable,,
685,123,SUP,5/11/2023,Not Applicable,,
686,28,SUP,5/11/2023,Not Applicable,,
687,121,SUP,5/9/2023,Not Applicable,,
688,153,SUP,5/9/2023,5/9/2023,,
689,257,SUP,5/11/2023,Not Applicable,,
690,124,SUP,5/11/2023,Not Applicable,,
691,3,SUP,5/9/2023,Not Applicable,,
692,260,SUP,5/11/2023,Not Applicable,,
693,259,W/M,5/11/2023,Not Applicable,,
694,254,SUP,5/9/2023,Not Applicable,,
695,149,SUP,5/9/2023,5/9/2023,,
696,258,W/M,5/11/2023,Not Applicable,,
697,93,SUP,5/11/2023,Not Applicable,,
698,119,SUP,5/11/2023,Not Applicable,,
699,136,SUP,5/9/2023,Not Applicable,,
700,8,SUP,5/9/2023,Not Applicable,,
701,254,SUP,5/9/2023,Not Applicable,,
702,259,SUP,5/11/2023,Not Applicable,,
703,67,SUP,5/9/2023,5/9/2023,,
705,89,SUP,5/11/2023,5/11/2023,,
706,114,SUP,5/11/2023,Not Applicable,,
707,136,SUP,5/9/2023,Not Applicable,,
708,140,SUP,5/9/2023,Not Applicable,,
709,256,SUP,5/11/2023,Not Applicable,,
710,153,SUP,5/9/2023,5/9/2023,,
711,257,SUP,5/9/2023,Not Applicable,,
712,5,SUP,5/9/2023,Not Applicable,,
713,114,W/M,5/11/2023,Not Applicable,,
714,327,SUP,5/9/2023,Not Applicable,,
715,11,SUP,5/9/2023,Not Applicable,,
716,136,SUP,5/9/2023,Not Applicable,,
718,114,SUP,5/11/2023,Not Applicable,,
719,257,SUP,5/11/2023,Not Applicable,,
720,260,SUP,5/11/2023,Not Applicable,,
721,118,SUP,5/11/2023,Not Applicable,,
722,22,SUP,5/11/2023,Not Applicable,,
723,7,SUP,5/9/2023,Not Applicable,,
724,123,SUP,5/11/2023,Not Applicable,,
725,114,SUP,5/11/2023,Not Applicable,,
726,10,SUP,5/9/2023,Not Applicable,,
727,22,SUP,5/11/2023,Not Applicable,,
728,29,SUP,5/11/2023,Not Applicable,,
729,256,SUP,5/11/2023,Not Applicable,,
730,10,SUP,5/9/2023,Not Applicable,,
731,11,SUP,5/9/2023,Not Applicable,,
733,10,SUP,5/9/2023,Not Applicable,,
734,7,SUP,5/9/2023,Not Applicable,,
735,151,SUP,5/9/2023,Not Applicable,,
736,253,SUP,5/9/2023,Not Applicable,,
737,151,SUP,5/9/2023,Not Applicable,,
738,147,SUP,5/9/2023,Not Applicable,,
739,258,SUP,5/11/2023,Not Applicable,,
740,7,SUP,5/9/2023,Not Applicable,,
741,121,SUP,5/11/2023,Not Applicable,,
742,124,SUP,5/11/2023,Not Applicable,,
743,353,SUP,5/9/2023,5/9/2023,,
744,59,SUP,5/9/2023,5/9/2023,,
745,19,SUP,5/11/2023,5/11/2023,,
746,76,SUP,5/9/2023,Not Applicable,,
747,341,W/M,5/9/2023,Not Applicable,,
748,414,SUP,5/9/2023,Not Applicable,,
749,414,SUP,5/9/2023,Not Applicable,,
750,415,SUP,5/9/2023,Not Applicable,,
751,413,SUP,5/9/2023,Not Applicable,,
752,63,SUP,5/9/2023,5/9/2023,,
753,415,SUP,5/9/2023,Not Applicable,,
754,30,SUP,5/11/2023,Not Applicable,,
755,70,SUP,5/9/2023,Not Applicable,,
756,120,SUP,5/11/2023,Not Applicable,,
757,77,SUP,5/9/2023,Not Applicable,,
758,32,SUP,5/11/2023,Not Applicable,,
759,116,SUP,5/11/2023,Not Applicable,,
760,256,W/M,5/9/2023,Not Applicable,,
761,129,SUP,5/9/2023,Not Applicable,,
762,2,SUP,5/9/2023,Not Applicable,,
764,11,SUP,5/9/2023,Not Applicable,,
765,87,SUP,5/9/2023,5/9/2023,,
766,137,SUP,5/9/2023,Not Applicable,,
767,101,SUP,5/11/2023,Not Applicable,,
768,65,SUP,5/9/2023,5/9/2023,,
769,115,SUP,5/11/2023,5/11/2023,,
770,406,SUP,5/9/2023,Not Applicable,,
771,92,SUP,5/11/2023,Not Applicable,,
772,64,SUP,5/9/2023,5/9/2023,,
773,134,SUP,5/9/2023,Not Applicable,,
774,433,SUP,5/9/2023,Not Applicable,,
775,279,SUP,5/9/2023,Not Applicable,,
776,432,SUP,5/9/2023,Not Applicable,,
777,66,SUP,5/9/2023,Not Applicable,,
778,118,SUP,5/11/2023,Not Applicable,,
779,114,SUP,5/11/2023,Not Applicable,,
780,25,SUP,5/11/2023,Not Applicable,,
781,81,SUP,5/9/2023,Not Applicable,,
782,88,SUP,5/9/2023,Not Applicable,,
783,359,W/M,5/9/2023,Not Applicable,,
784,418,SUP,5/9/2023,Not Applicable,,
785,141,SUP,5/9/2023,Not Applicable,,
786,264,SUP,5/9/2023,Not Applicable,,
787,22,SUP,5/11/2023,5/11/2023,,
788,328,SUP,5/9/2023,Not Applicable,,
789,583,SUP,5/9/2023,5/9/2023,,
790,429,SUP,5/9/2023,Not Applicable,,
791,78,SUP,5/9/2023,Not Applicable,,
792,279,W/M,5/9/2023,Not Applicable,,
793,70,SUP,5/9/2023,Not Applicable,,
794,409,SUP,5/9/2023,Not Applicable,,
795,39,SUP,5/11/2023,Not Applicable,,
796,279,SUP,5/9/2023,Not Applicable,,
797,418,SUP,5/9/2023,Not Applicable,,
798,273,SUP,5/9/2023,Not Applicable,,
799,406,SUP,5/9/2023,Not Applicable,,
800,89,SUP,5/11/2023,5/11/2023,,
801,360,SUP,5/9/2023,Not Applicable,,
802,263,SUP,5/9/2023,Not Applicable,,
803,128,SUP,5/9/2023,Not Applicable,,
804,48,SUP,5/9/2023,Not Applicable,,
805,340,SUP,5/9/2023,5/9/2023,,
806,387,SUP,5/11/2023,Not Applicable,,
807,50,SUP,5/9/2023,5/9/2023,,
808,61,SUP,5/9/2023,Not Applicable,,
809,10,SUP,5/9/2023,Not Applicable,,
810,426,SUP,5/9/2023,Not Applicable,,
811,118,SUP,5/11/2023,Not Applicable,,
812,70,SUP,5/9/2023,Not Applicable,,
813,81,SUP,5/9/2023,Not Applicable,,
814,107,SUP,5/11/2023,Not Applicable,,
815,336,SUP,5/9/2023,Not Applicable,,
816,141,SUP,5/9/2023,Not Applicable,,
817,90,SUP,5/11/2023,5/11/2023,,
818,15,SUP,5/9/2023,Not Applicable,,
819,105,SUP,5/11/2023,Not Applicable,,
820,359,SUP,5/9/2023,Not Applicable,,
821,71,SUP,5/11/2023,Not Applicable,,
822,70,SUP,5/9/2023,Not Applicable,,
823,345,SUP,5/9/2023,Not Applicable,,
824,385,SUP,5/11/2023,Not Applicable,,
825,257,SUP,5/11/2023,Not Applicable,,
826,375,SUP,5/11/2023,Not Applicable,,
827,45,SUP,5/9/2023,Not Applicable,,
828,251,SUP,5/11/2023,5/11/2023,,
829,385,W/M,5/11/2023,Not Applicable,,
830,279,W/M,5/9/2023,Not Applicable,,
831,#N/A,#N/A,5/11/2023,Not Applicable,,
833,271,SUP,5/9/2023,Not Applicable,,
834,360,SUP,5/9/2023,Not Applicable,,
835,385,SUP,5/11/2023,Not Applicable,,
836,28,SUP,5/11/2023,Not Applicable,,
837,333,W/M,5/9/2023,Not Applicable,,
838,345,SUP,5/9/2023,Not Applicable,,
839,130,SUP,5/9/2023,5/9/2023,,
840,554,WNM,5/11/2023,Not Applicable,,
841,415,W/M,5/9/2023,Not Applicable,,
842,389,SUP,5/11/2023,Not Applicable,,
843,27,SUP,5/11/2023,Not Applicable,,
844,262,SUP,5/9/2023,Not Applicable,,
845,357,W/M,5/9/2023,Not Applicable,,
846,85,SUP,5/9/2023,Not Applicable,,
847,441,SUP,5/9/2023,Not Applicable,,
848,144,SUP,5/9/2023,5/9/2023,,
849,59,SUP,5/9/2023,5/9/2023,,
850,385,SUP,5/11/2023,Not Applicable,,
851,387,SUP,5/11/2023,Not Applicable,,
852,262,SUP,5/9/2023,Not Applicable,,
853,1,SUP,5/9/2023,Not Applicable,,
854,246,SUP,5/11/2023,Not Applicable,,
855,22,SUP,5/11/2023,Not Applicable,,
856,22,SUP,5/11/2023,Not Applicable,,
857,94,SUP,5/11/2023,5/11/2023,,
858,97,SUP,5/11/2023,Not Applicable,,
859,116,SUP,5/11/2023,Not Applicable,,
860,94,SUP,5/11/2023,Not Applicable,,
861,71,SUP,5/9/2023,Not Applicable,,
862,28,SUP,5/11/2023,Not Applicable,,
863,10,SUP,5/9/2023,Not Applicable,,
864,28,SUP,5/11/2023,Not Applicable,,
865,87,SUP,5/9/2023,Not Applicable,,
866,1,SUP,5/9/2023,Not Applicable,,
867,429,SUP,5/11/2023,Not Applicable,,
868,387,SUP,5/11/2023,Not Applicable,,
869,375,SUP,5/11/2023,Not Applicable,,
870,580,SUP,5/11/2023,Not Applicable,,
871,333,W/M,5/9/2023,Not Applicable,,
872,62,SUP,5/9/2023,5/9/2023,,
873,375,W/M,5/11/2023,Not Applicable,,
874,141,SUP,5/9/2023,Not Applicable,,
875,140,SUP,5/9/2023,Not Applicable,,
876,127,SUP,5/9/2023,Not Applicable,,
877,309,SUP,5/11/2023,Not Applicable,,
878,24,SUP,5/11/2023,5/11/2023,,
879,152,SUP,5/9/2023,Not Applicable,,
880,50,SUP,5/9/2023,5/9/2023,,
881,41,SUP,5/11/2023,Not Applicable,,
882,425,SUP,5/9/2023,Not Applicable,,
884,249,SUP,5/11/2023,Not Applicable,,
885,433,SUP,5/9/2023,Not Applicable,,
886,426,SUP,5/9/2023,Not Applicable,,
887,141,SUP,5/9/2023,Not Applicable,,
888,334,SUP,5/9/2023,Not Applicable,,
889,27,SUP,5/11/2023,Not Applicable,,
890,91,SUP,5/11/2023,5/11/2023,,
891,279,SUP,5/9/2023,Not Applicable,,
892,414,SUP,5/9/2023,Not Applicable,,
894,356,SUP,5/9/2023,5/9/2023,,
895,336,W/M,5/9/2023,Not Applicable,,
896,49,SUP,5/9/2023,5/9/2023,,
897,73,SUP,5/9/2023,Not Applicable,,
898,73,W/M,5/9/2023,Not Applicable,,
899,27,SUP,5/11/2023,Not Applicable,,
900,70,SUP,5/9/2023,Not Applicable,,
901,77,SUP,5/9/2023,Not Applicable,,
902,251,SUP,5/11/2023,Not Applicable,,
903,140,SUP,5/9/2023,Not Applicable,,
904,1,SUP,5/9/2023,Not Applicable,,
905,379,SUP,5/11/2023,5/11/2023,,
906,384,SUP,5/11/2023,Not Applicable,,
907,32,SUP,5/11/2023,Not Applicable,,
908,90,SUP,5/11/2023,5/11/2023,,
909,125,SUP,5/9/2023,5/9/2023,,
910,442,SUP,5/9/2023,Not Applicable,,
911,128,SUP,5/9/2023,5/9/2023,,
912,125,SUP,5/9/2023,Not Applicable,,
913,425,SUP,5/9/2023,Not Applicable,,
914,322,SUP,5/9/2023,Not Applicable,,
915,62,SUP,5/9/2023,5/9/2023,,
916,141,SUP,5/9/2023,Not Applicable,,
917,81,SUP,5/9/2023,Not Applicable,,
918,46,SUP,5/9/2023,Not Applicable,,
919,15,SUP,5/9/2023,Not Applicable,,
920,554,WNM,5/11/2023,Not Applicable,,
921,388,SUP,5/11/2023,Not Applicable,,
922,243,SUP,5/11/2023,Not Applicable,,
923,482,SUP,5/11/2023,5/11/2023,,
924,378,SUP,5/11/2023,Not Applicable,,
925,114,W/M,5/11/2023,Not Applicable,,
927,71,SUP,5/9/2023,Not Applicable,,
928,98,SUP,5/11/2023,Not Applicable,,
929,107,SUP,5/11/2023,Not Applicable,,
930,8,SUP,5/9/2023,Not Applicable,,
931,92,SUP,5/11/2023,5/11/2023,,
932,16,SUP,5/11/2023,Not Applicable,,
933,263,SUP,5/9/2023,Not Applicable,,
934,1,SUP,5/9/2023,Not Applicable,,
935,130,SUP,5/9/2023,5/9/2023,,
936,273,SUP,5/9/2023,Not Applicable,,
937,26,SUP,5/11/2023,5/11/2023,,
938,8,SUP,5/9/2023,Not Applicable,,
939,76,SUP,5/9/2023,Not Applicable,,
940,479,SUP,5/9/2023,5/9/2023,,
941,116,SUP,5/11/2023,5/11/2023,,
942,89,SUP,5/11/2023,5/11/2023,,
943,91,SUP,5/11/2023,5/11/2023,,
944,15,SUP,5/9/2023,Not Applicable,,
945,71,SUP,5/9/2023,Not Applicable,,
947,350,SUP,5/9/2023,Not Applicable,,
948,304,SUP,5/11/2023,Not Applicable,,
950,145,SUP,5/9/2023,5/9/2023,,
951,85,W/M,5/9/2023,Not Applicable,,
952,27,SUP,5/11/2023,Not Applicable,,
953,378,SUP,5/11/2023,5/11/2023,,
954,141,SUP,5/9/2023,Not Applicable,,
955,91,SUP,5/11/2023,5/11/2023,,
956,92,W/M,5/11/2023,Not Applicable,,
957,279,W/M,5/9/2023,Not Applicable,,
958,263,SUP,5/9/2023,Not Applicable,,
959,89,SUP,5/11/2023,Not Applicable,,
960,93,SUP,5/11/2023,Not Applicable,,
961,129,SUP,5/9/2023,Not Applicable,,
962,389,SUP,5/11/2023,Not Applicable,,
963,48,SUP,5/9/2023,Not Applicable,,
964,505,SUP,5/11/2023,5/11/2023,,
965,438,SUP,5/9/2023,Not Applicable,,
966,375,SUP,5/11/2023,Not Applicable,,
967,104,SUP,5/11/2023,5/11/2023,,
968,116,SUP,5/11/2023,Not Applicable,,
969,143,SUP,5/9/2023,Not Applicable,,
970,143,SUP,5/9/2023,Not Applicable,,
971,438,SUP,5/9/2023,Not Applicable,,
972,479,SUP,5/9/2023,5/9/2023,,
973,92,SUP,5/11/2023,Not Applicable,,
974,92,SUP,5/11/2023,Not Applicable,,
975,350,SUP,5/9/2023,Not Applicable,,
976,135,SUP,5/9/2023,Not Applicable,,
977,98,W/M,5/11/2023,Not Applicable,,
978,406,SUP,5/9/2023,Not Applicable,,
979,438,SUP,5/9/2023,Not Applicable,,
980,378,SUP,5/11/2023,Not Applicable,,
981,138,SUP,5/9/2023,Not Applicable,,
982,425,SUP,5/9/2023,Not Applicable,,
984,391,SUP,5/11/2023,Not Applicable,,
985,418,SUP,5/9/2023,Not Applicable,,
986,388,W/M,5/11/2023,Not Applicable,,
987,105,SUP,5/11/2023,Not Applicable,,
988,104,SUP,5/11/2023,5/11/2023,,
989,128,SUP,5/9/2023,5/9/2023,,
990,14,SUP,5/9/2023,Not Applicable,,
991,1,SUP,5/9/2023,Not Applicable,,
992,356,SUP,5/9/2023,5/9/2023,,
993,407,SUP,5/9/2023,Not Applicable,,
994,104,SUP,5/11/2023,5/11/2023,,
995,251,SUP,5/11/2023,Not Applicable,,
996,251,W/M,5/11/2023,Not Applicable,,
998,485,WNM,5/9/2023,5/9/2023,,
999,86,SUP,5/9/2023,5/9/2023,,
1000,569,SUP,5/9/2023,Not Applicable,,
1001,389,SUP,5/11/2023,Not Applicable,,
1002,580,SUP,5/11/2023,Not Applicable,,
1003,262,SUP,5/9/2023,Not Applicable,,
1004,115,SUP,5/11/2023,5/11/2023,,
1005,426,SUP,5/9/2023,Not Applicable,,
1006,27,SUP,5/11/2023,Not Applicable,,
1007,438,SUP,5/9/2023,Not Applicable,,
1008,378,SUP,5/11/2023,Not Applicable,,
1009,333,SUP,5/9/2023,Not Applicable,,
1010,309,SUP,5/11/2023,Not Applicable,,
1011,29,SUP,5/11/2023,Not Applicable,,
1012,444,SUP,5/9/2023,Not Applicable,,
1013,251,W/M,5/11/2023,Not Applicable,,
1014,361,SUP,5/9/2023,5/9/2023,,
1015,505,SUP,5/11/2023,5/11/2023,,
1016,129,SUP,5/9/2023,Not Applicable,,
1017,38,SUP,5/11/2023,Not Applicable,,
1018,28,SUP,5/11/2023,Not Applicable,,
1019,389,SUP,5/11/2023,Not Applicable,,
1020,425,SUP,5/9/2023,Not Applicable,,
1021,339,SUP,5/9/2023,Not Applicable,,
1022,45,SUP,5/9/2023,Not Applicable,,
1023,311,SUP,5/4/2023,Not Applicable,,
1024,30,SUP,5/11/2023,Not Applicable,,
1025,141,SUP,5/9/2023,Not Applicable,,
1026,580,SUP,5/11/2023,Not Applicable,,
1027,306,SUP,5/11/2023,5/11/2023,,
1028,278,SUP,5/9/2023,Not Applicable,,
1029,104,SUP,5/11/2023,Not Applicable,,
1030,38,SUP,5/11/2023,Not Applicable,,
1032,15,SUP,5/9/2023,Not Applicable,,
1033,243,SUP,5/11/2023,Not Applicable,,
1034,305,SUP,5/11/2023,Not Applicable,,
1035,42,SUP,5/11/2023,Not Applicable,,
1036,294,SUP,5/11/2023,Not Applicable,,
1037,36,SUP,5/11/2023,Not Applicable,,
1038,425,SUP,5/9/2023,Not Applicable,,
1039,304,SUP,5/11/2023,Not Applicable,,
1040,65,SUP,5/9/2023,5/9/2023,,
1041,569,SUP,5/9/2023,Not Applicable,,
1042,85,SUP,5/9/2023,Not Applicable,,
1043,350,SUP,5/9/2023,Not Applicable,,
1044,45,SUP,5/9/2023,Not Applicable,,
1045,379,SUP,5/11/2023,Not Applicable,,
1046,88,W/M,5/9/2023,Not Applicable,,
1047,22,SUP,5/11/2023,5/11/2023,,
1048,257,SUP,5/11/2023,Not Applicable,,
1051,71,SUP,5/9/2023,Not Applicable,,
1052,11,SUP,5/9/2023,Not Applicable,,
1053,242,SUP,5/11/2023,Not Applicable,,
1054,411,SUP,5/9/2023,Not Applicable,,
1055,583,SUP,5/2/2023,5/2/2023,,
1056,353,SUP,5/9/2023,Not Applicable,,
1057,10,SUP,5/9/2023,Not Applicable,,
1058,388,SUP,5/11/2023,Not Applicable,,
1059,138,SUP,5/9/2023,Not Applicable,,
1060,304,SUP,5/11/2023,Not Applicable,,
1061,28,SUP,5/11/2023,Not Applicable,,
1062,63,SUP,5/9/2023,5/9/2023,,
1063,7,W/M,5/9/2023,Not Applicable,,
1064,304,SUP,5/11/2023,Not Applicable,,
1065,325,SUP,5/9/2023,Not Applicable,,
1066,143,SUP,5/9/2023,Not Applicable,,
1067,84,W/M,5/9/2023,Not Applicable,,
1068,92,SUP,5/11/2023,5/11/2023,,
1069,138,SUP,5/9/2023,Not Applicable,,
1070,18,SUP,5/11/2023,Not Applicable,,
1071,341,SUP,5/9/2023,Not Applicable,,
1072,27,SUP,5/11/2023,Not Applicable,,
1073,81,SUP,5/9/2023,Not Applicable,,
1074,136,SUP,5/9/2023,Not Applicable,,
1075,149,SUP,5/9/2023,Not Applicable,,
1076,32,SUP,5/11/2023,Not Applicable,,
1077,97,SUP,5/11/2023,Not Applicable,,
1078,74,W/M,5/9/2023,Not Applicable,,
1079,94,SUP,5/11/2023,Not Applicable,,
1080,124,SUP,5/11/2023,Not Applicable,,
1081,93,SUP,5/11/2023,Not Applicable,,
1082,98,SUP,5/11/2023,5/11/2023,,
1083,101,SUP,5/11/2023,5/11/2023,,
1084,91,W/M,5/11/2023,Not Applicable,,
1085,104,SUP,5/11/2023,5/11/2023,,
1086,90,SUP,5/11/2023,Not Applicable,,
1087,107,SUP,5/11/2023,5/11/2023,,
1088,143,SUP,5/9/2023,Not Applicable,,
1089,119,SUP,5/9/2023,Not Applicable,,
1090,101,SUP,5/11/2023,5/11/2023,,
1091,7,SUP,5/9/2023,Not Applicable,,
1093,246,SUP,5/9/2023,Not Applicable,,
1094,361,SUP,5/9/2023,5/9/2023,,
1095,388,W/M,5/11/2023,Not Applicable,,
1096,304,SUP,5/11/2023,Not Applicable,,
1097,309,SUP,5/11/2023,Not Applicable,,
1098,84,SUP,5/9/2023,Not Applicable,,
1099,409,SUP,5/9/2023,5/9/2023,,
1100,137,SUP,5/9/2023,Not Applicable,,
1101,8,SUP,5/9/2023,Not Applicable,,
1102,130,SUP,5/9/2023,5/9/2023,,
1103,59,SUP,5/9/2023,5/9/2023,,
1104,104,SUP,5/11/2023,Not Applicable,,
1105,326,SUP,5/9/2023,Not Applicable,,
1106,141,SUP,5/9/2023,Not Applicable,,
1107,134,SUP,5/9/2023,Not Applicable,,
1108,135,SUP,5/9/2023,Not Applicable,,
1109,135,SUP,5/9/2023,Not Applicable,,
1110,135,SUP,5/9/2023,Not Applicable,,
1111,21,SUP,5/11/2023,Not Applicable,,
1112,16,SUP,5/11/2023,Not Applicable,,
1113,258,SUP,5/11/2023,Not Applicable,,
1114,328,SUP,5/9/2023,Not Applicable,,
1115,147,SUP,5/9/2023,Not Applicable,,
1116,349,SUP,5/9/2023,Not Applicable,,
1117,51,SUP,5/9/2023,5/9/2023,,
1118,55,SUP,5/9/2023,5/9/2023,,
1119,105,W/M,5/11/2023,Not Applicable,,
1120,360,SUP,5/9/2023,5/9/2023,,
1121,21,SUP,5/11/2023,Not Applicable,,
1122,18,SUP,5/11/2023,Not Applicable,,
1123,35,SUP,5/11/2023,Not Applicable,,
1124,137,SUP,5/9/2023,Not Applicable,,
1125,278,SUP,5/9/2023,Not Applicable,,
1126,506,SUP,5/9/2023,Not Applicable,,
1128,134,SUP,5/9/2023,Not Applicable,,
1129,82,SUP,5/9/2023,5/9/2023,,
1130,39,SUP,5/11/2023,Not Applicable,,
1131,304,SUP,5/11/2023,Not Applicable,,
1132,298,SUP,5/11/2023,Not Applicable,,
1133,309,SUP,5/11/2023,Not Applicable,,
1134,7,SUP,5/9/2023,Not Applicable,,
1135,38,SUP,5/11/2023,Not Applicable,,
1136,131,SUP,5/9/2023,5/9/2023,,
1137,60,SUP,5/9/2023,5/9/2023,,
1138,441,W/M,5/9/2023,Not Applicable,,
1139,259,SUP,5/11/2023,Not Applicable,,
1140,259,SUP,5/11/2023,Not Applicable,,
1141,249,SUP,5/11/2023,Not Applicable,,
1142,243,SUP,5/11/2023,Not Applicable,,
1143,30,SUP,5/11/2023,Not Applicable,,
1144,42,SUP,5/11/2023,Not Applicable,,
1146,36,SUP,5/11/2023,Not Applicable,,
1147,328,SUP,5/9/2023,Not Applicable,,
1148,349,SUP,5/9/2023,Not Applicable,,
1149,367,SUP,5/11/2023,Not Applicable,,
1150,85,SUP,5/9/2023,Not Applicable,,
1151,362,SUP,5/9/2023,5/9/2023,,
1152,426,SUP,5/9/2023,Not Applicable,,
1153,32,SUP,5/11/2023,Not Applicable,,
1154,506,SUP,5/9/2023,Not Applicable,,
1155,310,SUP,5/11/2023,Not Applicable,,
1156,306,SUP,5/11/2023,5/11/2023,,
1157,243,SUP,5/11/2023,Not Applicable,,
1158,2,SUP,5/9/2023,Not Applicable,,
1159,123,W/M,5/11/2023,Not Applicable,,
1160,243,SUP,5/11/2023,Not Applicable,,
1161,339,SUP,5/9/2023,5/9/2023,,
1162,580,SUP,5/11/2023,Not Applicable,,
1163,125,SUP,5/9/2023,5/9/2023,,
1164,41,SUP,5/11/2023,Not Applicable,,
1165,256,SUP,5/11/2023,Not Applicable,,
1166,300,W/M,5/11/2023,Not Applicable,,
1167,435,SUP,5/9/2023,5/9/2023,,
1168,141,SUP,5/9/2023,Not Applicable,,
1169,127,SUP,5/9/2023,Not Applicable,,
1170,256,SUP,5/11/2023,5/11/2023,,
1171,115,SUP,5/11/2023,5/11/2023,,
1172,98,SUP,5/11/2023,5/11/2023,,
1173,98,SUP,5/11/2023,5/11/2023,,
1174,14,SUP,5/9/2023,Not Applicable,,
1175,364,W/M,5/11/2023,Not Applicable,,
1176,441,SUP,5/9/2023,Not Applicable,,
1177,340,SUP,5/9/2023,5/9/2023,,
1178,50,SUP,5/9/2023,5/9/2023,,
1179,294,SUP,5/11/2023,Not Applicable,,
1180,243,SUP,5/11/2023,Not Applicable,,
1181,23,SUP,5/11/2023,5/11/2023,,
1182,94,SUP,5/11/2023,Not Applicable,,
1183,41,SUP,5/11/2023,Not Applicable,,
1184,20,SUP,5/11/2023,5/11/2023,,
1185,83,SUP,5/9/2023,5/9/2023,,
1186,60,SUP,5/9/2023,Not Applicable,,
1187,410,SUP,5/9/2023,Not Applicable,,
1188,339,SUP,5/9/2023,Not Applicable,,
1189,258,W/M,5/11/2023,Not Applicable,,
1190,257,SUP,5/11/2023,Not Applicable,,
1191,296,SUP,5/11/2023,Not Applicable,,
1192,141,SUP,5/9/2023,Not Applicable,,
1193,135,SUP,5/9/2023,Not Applicable,,
1194,122,SUP,5/11/2023,Not Applicable,,
1195,143,SUP,5/9/2023,Not Applicable,,
1196,131,SUP,5/9/2023,Not Applicable,,
1197,301,SUP,5/11/2023,Not Applicable,,
1198,506,SUP,5/9/2023,5/9/2023,,
1199,388,SUP,5/11/2023,Not Applicable,,
1200,391,SUP,5/11/2023,5/11/2023,,
1201,3,SUP,5/9/2023,Not Applicable,,
1202,438,SUP,5/9/2023,Not Applicable,,
1203,116,SUP,5/11/2023,Not Applicable,,
1204,66,SUP,5/9/2023,Not Applicable,,
1205,101,SUP,5/11/2023,Not Applicable,,
1206,130,SUP,5/9/2023,5/9/2023,,
1207,15,SUP,5/9/2023,Not Applicable,,
1209,305,SUP,5/11/2023,5/11/2023,,
1210,260,SUP,5/11/2023,Not Applicable,,
1211,270,SUP,5/9/2023,Not Applicable,,
1212,1,SUP,5/9/2023,Not Applicable,,
1213,104,SUP,5/11/2023,5/11/2023,,
1214,406,SUP,5/9/2023,Not Applicable,,
1215,120,SUP,5/11/2023,Not Applicable,,
