Club Number,FDD Current,FDD Oct_7_2025,FDD FY27_Q1,MP Current,MP Oct_7_2025,MP FY_27
4713,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4720,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4721,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4742,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4743,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4763,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4764,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4769,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4783,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4784,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4795,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4825,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4843,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4850,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
4905,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4906,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4911,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4914,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
4925,07:00-11:00,07:00-11:00,07:00-11:00,07:00-11:00,07:00-11:00,07:00-11:00
4939,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
4948,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4958,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
6188,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6202,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6244,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6245,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6246,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6255,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6259,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6262,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
6265,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6269,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
6336,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6338,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6350,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6367,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6372,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6376,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6381,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6421,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6422,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6439,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6453,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6471,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
6482,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6502,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6781,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6867,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8126,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8153,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8156,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8190,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8210,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8226,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8227,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8242,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8244,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8245,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8246,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8248,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8250,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8259,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8262,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8264,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8267,21:00-05:00,21:00-05:00,21:00-05:00,21:00-05:00,21:00:05:00,21:00-05:00
8268,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8269,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8273,19:00-21:00,19:00-21:00,19:00-21:00,19:00-23:00,19:00-23:00,19:00-23:00
8274,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8275,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8277,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8280,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8281,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8282,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8284,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8286,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8288,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8295,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8299,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4775,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4790,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4837,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4871,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4874,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4990,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6220,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6329,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6361,15:00-19:00,15:00-19:00,15:00-19:00,05:00-09:00,15:00-19:00,15:00-19:00
6503,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6521,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6527,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8102,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8114,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8119,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00-05:00,21:00-05:00
8151,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8181,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8221,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8236,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8237,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8261,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8265,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8271,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4740,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4741,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4875,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4876,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4878,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4908,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4930,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4992,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6249,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6252,17:00-21:00,17:00-21:00,17:00-21:00,06:00-09:00,06:00-09:00,17:00-21:00
6256,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6260,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6334,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6377,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6449,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6474,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00
6479,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6501,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6505,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6507,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6512,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8123,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8125,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8163,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8180,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8182,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8197,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8205,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8251,19:00-23:00,19:00-23:00,19:00-23:00,18:00-22:00,19:00-23:00,19:00-23:00
8257,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8285,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8292,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8294,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4707,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4749,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4808,19:00-23:00,19:00-05:00,21:00-05:00,20:00-22:30,21:00:05:00,21:00-05:00
4870,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4873,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4920,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4969,19:00-23:00,19:00-05:00,21:00-05:00,20:00-22:30,21:00:05:00,21:00-05:00
4985,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6181,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6247,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6275,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6413,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6415,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6418,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6426,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6461,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6472,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8104,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8176,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8207,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8208,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8209,19:00-23:00,19:00-05:00,21:00-05:00,20:00-22:30,21:00:05:00,21:00-05:00
8243,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8254,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8266,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8293,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
8296,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4710,17:00-21:00,17:00-21:00,17:00-21:00,06:30-10:30,06:30-10:30,17:00-21:00
4711,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4797,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4798,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4831,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4917,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4946,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4996,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6216,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6236,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6343,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6348,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6351,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6353,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6354,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6355,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6365,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6368,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6402,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6414,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6443,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6452,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6458,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6518,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6524,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6540,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6570,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6571,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6573,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6976,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8129,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8218,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8219,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8220,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8222,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8223,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8228,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4728,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4750,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4846,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4847,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4859,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4860,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4936,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4947,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4952,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4962,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4963,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6242,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6251,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6302,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6305,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6307,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6308,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6314,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6317,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6322,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6326,19:00-23:00,19:00-23:00,19:00-23:00,06:00-10:00,19:00-23:00,19:00-23:00
6327,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6373,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6375,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6380,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6404,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6407,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6450,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6457,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6517,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6528,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6556,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6569,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
6575,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6675,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6677,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6678,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6679,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8132,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8133,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8136,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8152,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8188,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8189,19:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4815,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4840,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4942,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4973,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
4999,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6228,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6321,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6324,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6328,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6331,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6339,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6349,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6358,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6384,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6388,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6444,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
6464,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
6487,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8128,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8149,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8162,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8164,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8167,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8184,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8215,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8238,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
8297,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,04:00-08:00,21:00-05:00
8298,19:00-23:00,19:00-05:00,21:00-05:00,04:00-08:00,21:00:05:00,21:00-05:00
4718,17:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
4730,17:00-23:00,19:00-05:00,21:00-05:00,19:00-23:00,21:00:05:00,21:00-05:00
