Location ID,Driver ID,Region,Driver Schedule,Depart Time
7833,33671,1,5 Day Driver                            ,18:00:00
7833,36947,1,5 Day Driver                            ,18:00:00
7833,49783,1,5 Day Driver                            ,18:00:00
7847,13055,1,Day Cab Driver                          ,16:00:00
7847,46222,1,Day Cab Driver                          ,16:00:00
7847,51089,1,Day Cab Driver                          ,16:00:00
7847,40861,1,Day Cab Driver                          ,16:00:00
7847,34276,1,Day Cab Driver                          ,16:00:00
7847,46451,1,Day Cab Driver                          ,16:00:00
7847,67620,1,Day Cab Driver                          ,16:00:00
7847,43142,1,Day Cab Driver                          ,16:00:00
7847,45893,1,Day Cab Driver                          ,16:00:00
7847,43157,1,Day Cab Driver                          ,16:00:00
7847,42853,1,Day Cab Driver                          ,16:00:00
7847,45010,1,Day Cab Driver                          ,18:00:00
7847,33487,1,Day Cab Driver                          ,18:00:00
7847,44935,1,Day Cab Driver                          ,18:00:00
7847,44616,1,Day Cab Driver                          ,18:00:00
7847,44352,1,Day Cab Driver                          ,18:00:00
7847,43812,1,Day Cab Driver                          ,18:00:00
7847,46103,1,Day Cab Driver                          ,20:00:00
7847,45882,1,Day Cab Driver                          ,20:00:00
7847,45237,1,Day Cab Driver                          ,20:00:00
7848,52994,1,5 Day Driver                            ,16:00:00
7848,35863,1,5 Day Driver                            ,16:00:00
7848,45259,1,5 Day Driver                            ,16:00:00
7848,52329,1,5 Day Driver                            ,16:00:00
7848,51600,1,5 Day Driver                            ,16:00:00
7848,51793,1,5 Day Driver                            ,18:00:00
7848,52106,1,5 Day Driver                            ,18:00:00
6802,65684,2,Extra                                   ,0:30:00
6802,78798,2,Extra                                   ,0:30:00
6812,12713,2,5-5-,0:00:00
6818,46471,2,5/2/5/3                                 ,0:00:00
6818,50557,2,5/2/5/3                                 ,0:00:00
6818,31645,2,6-3-,0:00:00
6818,50556,2,5/2/5/3                                 ,0:00:00
6818,46733,2,5/2/5/3                                 ,0:00:00
6818,47628,2,6-3-,0:00:00
6818,38424,2,6-3-,0:00:00
6818,45962,2,6-3-,0:00:00
6818,46192,2,6-3-,0:00:00
6818,48110,2,6-2-,0:00:00
6818,47542,2,6-3-,0:00:00
6818,47595,2,6-2-,0:00:00
6818,34048,2,5/2/5/3                                 ,0:00:00
6818,42773,2,6-3-,0:00:00
6818,42180,2,6-3-,0:00:00
6864,53059,2,Day Cab Driver                          ,18:00:00
6864,52592,2,Day Cab Driver                          ,18:00:00
6864,52594,2,4-3-,23:00:00
6864,53089,2,Day Cab Driver                          ,23:00:00
6864,53044,2,Day Cab Driver                          ,23:00:00
6864,53053,2,Day Cab Driver                          ,23:00:00
6868,48599,2,5/2/5/3                                 ,0:00:00
6868,43334,2,5/2/5/3                                 ,0:00:00
6868,45490,2,6-3-,0:00:00
6868,16935,2,6-3-,0:00:00
6868,34112,2,6-3-,0:00:00
6868,38850,2,6-3-,0:00:00
6868,40662,2,6-3-,0:00:00
6868,45496,2,6-3-,0:00:00
6868,17707,2,6-3-,0:00:00
6868,39258,2,6-3-,0:00:00
6868,40805,2,6-3-,0:00:00
6868,41014,2,6-3-,0:00:00
6868,41020,2,6-3-,0:00:00
6868,41878,2,6-3-,0:00:00
6868,45358,2,5/2/5/3                                 ,0:00:00
6868,17789,2,6-3-,0:00:00
6868,14070,2,6-3-,0:00:00
6868,41016,2,6-3-,0:00:00
6868,41910,2,6-3-,0:00:00
6868,42254,2,6-3-,0:00:00
6868,45376,2,6-3-,0:00:00
6868,14046,2,6-3-,0:00:00
6868,43902,2,5/2/5/3                                 ,0:00:00
6868,45911,2,6-3-,0:00:00
6868,46576,2,6-3-,0:00:00
6868,46883,2,6-3-,0:00:00
6868,45493,2,6-3-,0:00:00
6868,45481,2,6-3-,0:00:00
6868,36322,2,5/2/5/3                                 ,0:00:00
6868,41279,2,6-3-,0:00:00
6868,42163,2,6-3-,0:00:00
6868,42466,2,6-3-,0:00:00
6868,15044,2,6-3-,0:00:00
6868,15080,2,6-3-,0:00:00
6868,39226,2,6-3-,0:00:00
6868,35730,2,6-3-,0:00:00
6868,39956,2,6-3-,0:00:00
6868,39711,2,6-3-,0:00:00
6868,39824,2,6-3-,0:00:00
6868,41607,2,6-3-,0:00:00
6868,41310,2,6-3-,0:00:00
6868,29926,2,6-3-,0:00:00
6868,34466,2,6-3-,0:00:00
6868,35714,2,6-3-,0:00:00
6868,41543,2,6-3-,0:00:00
6868,41539,2,6-3-,0:00:00
6868,43923,2,6-3-,0:00:00
6868,45323,2,6-3-,0:00:00
6868,45477,2,6-3-,0:00:00
6868,17709,2,6-3-,0:00:00
6868,38344,2,6-3-,0:00:00
6868,38590,2,6-3-,0:00:00
6868,41041,2,6-3-,0:00:00
6868,41353,2,6-3-,0:00:00
6868,46020,2,6-3-,0:00:00
6868,46357,2,6-3-,0:00:00
7815,33952,2,5/2/5/3                                 ,0:00:00
7815,40935,2,5/2/5/3                                 ,0:00:00
7815,49848,2,5/2/5/3                                 ,0:00:00
7815,38378,2,5/2/5/3                                 ,1:00:00
7815,41913,2,5/2/5/3                                 ,1:00:00
7815,38675,2,5/2/5/3                                 ,1:00:00
7815,27170,2,5 Day Driver                            ,1:30:00
7815,50562,2,5/2/5/3                                 ,2:00:00
7815,41401,2,5/2/5/3                                 ,2:00:00
7815,38238,2,5/2/5/3                                 ,2:00:00
7815,32245,2,5/2/5/3                                 ,2:00:00
7836,14226,2,Set Run Driver                          ,18:00:00
7836,13363,2,5 Day Driver                            ,18:00:00
7836,32079,2,Set Run Driver                          ,18:00:00
7836,44069,2,5 Day Driver                            ,18:00:00
7836,28917,2,Set Run Driver                          ,18:00:00
7836,37434,2,Set Run Driver                          ,18:00:00
6819,27184,3,6-3-,0:00:00
6819,27096,3,5 Day Driver                            ,1:00:00
6819,28336,3,5 Day Driver                            ,18:00:00
6819,42311,3,5 Day Driver                            ,18:00:00
6819,27290,3,5 Day Driver                            ,20:00:00
6835,42748,3,5/2/5/3                                 ,0:00:00
6835,47209,3,5/2/5/3                                 ,0:00:00
6835,47336,3,5/2/5/3                                 ,1:00:00
6835,48413,3,5/2/5/3                                 ,1:00:00
6835,47856,3,5/2/5/3                                 ,1:00:00
6835,49226,3,5/2/5/3                                 ,2:00:00
6835,49285,3,5/2/5/3                                 ,2:00:00
6869,11284,3,3-2-,0:00:00
7818,26851,3,5 Day Driver                            ,21:00:00
7818,40390,3,5 Day Driver                            ,21:00:00
7818,45644,3,5 Day Driver                            ,21:00:00
7826,26439,3,5-5-,0:00:00
7826,42470,3,6-3-,2:00:00
7826,38881,3,6-3-,2:00:00
7826,45078,3,6-3-,2:00:00
7826,26403,3,3-2-,2:00:00
7839,50162,3,6-3-,0:00:00
7839,18461,3,6-3-,0:00:00
7839,44970,3,6-3-,0:00:00
7839,44600,3,6-3-,0:00:00
7877,7906,3,Set Run Driver                          ,2:00:00
7877,34053,3,6-2-,2:00:00
6823,50944,4,5/2/5/3                                 ,0:00:00
6823,52604,4,5/2/5/3                                 ,0:00:00
6823,37470,4,5/2/5/3                                 ,0:00:00
6823,42046,4,5/2/5/3                                 ,0:00:00
6823,51624,4,5/2/5/3                                 ,0:00:00
6823,52356,4,5/2/5/3                                 ,0:00:00
6823,49856,4,5/2/5/3                                 ,0:00:00
6823,52434,4,5/2/5/3                                 ,0:00:00
6823,51725,4,5/2/5/3                                 ,0:00:00
6823,11348,4,Set Run Driver                          ,2:00:00
6823,2178,4,Set Run Driver                          ,2:00:00
6823,2520,4,Set Run Driver                          ,2:00:00
6823,7749,4,Set Run Driver                          ,2:00:00
6823,23113,4,5 Day Driver                            ,18:00:00
6823,42301,4,5 Day Driver                            ,18:00:00
6827,28704,4,5 Day Driver                            ,1:00:00
6827,4089,4,Set Run Driver                          ,2:00:00
6830,44542,4,5/2/5/3                                 ,0:00:00
6830,49719,4,5-5-,0:00:00
6830,42936,4,6-3-,0:00:00
6830,43973,4,6-3-,0:00:00
6830,49647,4,5 Day Driver                            ,0:00:00
6830,48342,4,5 Day Driver                            ,16:00:00
6830,50174,4,Extra                                   ,16:00:00
6830,52198,4,Extra                                   ,16:00:00
6830,34221,4,Day Cab Driver                          ,17:00:00
6830,45618,4,5 Day Driver                            ,17:00:00
6830,9047,4,Set Run Driver                          ,18:00:00
6830,52565,4,5 Day Driver                            ,18:00:00
6830,52704,4,Extra                                   ,18:00:00
6830,39809,4,5 Day Driver                            ,18:00:00
6830,37228,4,5 Day Driver                            ,18:00:00
6830,34748,4,5 Day Driver                            ,18:00:00
6830,52610,4,5 Day Driver                            ,18:00:00
6830,52443,4,5 Day Driver                            ,19:00:00
6830,52300,4,5 Day Driver                            ,20:00:00
6830,31085,4,Extra                                   ,21:00:00
6847,53018,4,5 Day Driver                            ,19:00:00
6880,53073,4,5/2/5/3                                 ,0:00:00
6880,11880,4,Set Run Driver                          ,20:00:00
6880,14758,4,Set Run Driver                          ,20:00:00
6880,11743,4,Set Run Driver                          ,20:00:00
6880,17413,4,Set Run Driver                          ,20:00:00
6880,35068,4,5 Day Driver                            ,20:00:00
6880,11316,4,Set Run Driver                          ,20:00:00
6880,15845,4,Set Run Driver                          ,20:00:00
6880,19201,4,Set Run Driver                          ,20:00:00
6880,15957,4,Set Run Driver                          ,20:00:00
6880,51299,4,5 Day Driver                            ,20:00:00
6880,51278,4,5 Day Driver                            ,23:00:00
6896,30885,4,6-3-,0:00:00
6896,58980,4,5-5-,0:00:00
6896,52722,4,5 Day Driver                            ,1:00:00
6896,58974,4,6-3-,2:00:00
6896,34486,4,5 Day Driver                            ,2:00:00
6896,50860,4,5 Day Driver                            ,2:00:00
6896,48714,4,5 Day Driver                            ,2:00:00
6896,16865,4,5 Day Driver                            ,2:00:00
6896,51733,4,5 Day Driver                            ,18:00:00
6896,32687,4,5 Day Driver                            ,19:00:00
6896,49545,4,5 Day Driver                            ,19:00:00
6896,51732,4,5 Day Driver                            ,22:00:00
6896,49723,4,5 Day Driver                            ,23:30:00
7814,50182,4,5/2/5/3                                 ,0:00:00
7814,28554,4,6-3-,0:00:00
7814,52075,4,5/2/5/3                                 ,0:00:00
7814,49861,4,5/2/5/3                                 ,0:00:00
7814,49497,4,6-3-,0:00:00
7814,51855,4,6-3-,0:00:00
7814,39703,4,6-3-,0:30:00
7814,42055,4,6-3-,0:30:00
7814,42049,4,6-3-,0:30:00
7814,31138,4,6-3-,1:00:00
7814,48432,4,6-3-,1:00:00
7814,32592,4,6-3-,1:00:00
7814,42035,4,6-3-,1:00:00
7814,35018,4,6-3-,1:00:00
7814,39975,4,5/2/5/3                                 ,1:00:00
7814,26807,4,6-3-,1:30:00
7814,36870,4,6-3-,2:00:00
7814,32385,4,6-3-,2:00:00
7814,28674,4,5 Day Driver                            ,17:00:00
7816,48334,4,5/2/5/3                                 ,0:00:00
7816,51508,4,5/2/5/3                                 ,0:00:00
7816,38868,4,5/2/5/3                                 ,0:00:00
7816,51127,4,5 Day Driver                            ,0:00:00
7816,48247,4,5/2/5/3                                 ,0:00:00
7816,50188,4,5/2/5/3                                 ,1:00:00
7816,50590,4,5/2/5/3                                 ,1:00:00
7816,17107,4,5 Day Driver                            ,16:00:00
7816,23185,4,5 Day Driver                            ,16:00:00
7816,23195,4,5 Day Driver                            ,17:00:00
7816,51738,4,5 Day Driver                            ,19:00:00
7830,53978,4,6-2-,0:00:00
7830,51802,4,5 Day Driver                            ,1:00:00
7830,51806,4,5 Day Driver                            ,2:00:00
7830,45516,4,5 Day Driver                            ,20:00:00
7830,51807,4,Day Cab Driver                          ,23:00:00
7834,53463,4,Set Run Driver                          ,1:00:00
7834,11450,4,Day Cab Driver                          ,1:00:00
7834,28486,4,Set Run Driver                          ,1:00:00
7834,29537,4,Set Run Driver                          ,1:00:00
7834,13211,4,Set Run Driver                          ,2:00:00
7834,13222,4,Set Run Driver                          ,2:00:00
7834,53821,4,Set Run Driver                          ,2:00:00
7834,34582,4,Day Cab Driver                          ,18:00:00
7834,17351,4,Day Cab Driver                          ,19:00:00
7834,17923,4,5 Day Driver                            ,19:00:00
7834,46233,4,Day Cab Driver                          ,19:00:00
7834,51744,4,5 Day Driver                            ,19:00:00
7834,33878,4,5 Day Driver                            ,19:00:00
9855,38583,4,5/2/5/3                                 ,0:00:00
9855,48243,4,5/2/5/3                                 ,0:00:00
9855,49421,4,5/2/5/3                                 ,0:00:00
9855,47279,4,5/2/5/3                                 ,0:00:00
9855,13549,4,6-3-,1:00:00
9855,49548,4,5/2/5/3                                 ,1:00:00
9855,31659,4,6-3-,1:00:00
9855,45686,4,5/2/5/3                                 ,1:00:00
9855,49522,4,5/2/5/3                                 ,1:00:00
9855,49508,4,5/2/5/3                                 ,1:00:00
9855,23330,4,6-3-,1:00:00
9855,47323,4,5/2/5/3                                 ,1:00:00
9855,47540,4,5/2/5/3                                 ,1:00:00
9855,49440,4,5/2/5/3                                 ,1:00:00
9855,49842,4,5/2/5/3                                 ,2:00:00
9855,49721,4,5/2/5/3                                 ,2:00:00
9855,49530,4,5/2/5/3                                 ,2:00:00
3939,40456,5,6-3-,0:00:00
3939,51564,5,5/2/5/3                                 ,1:00:00
3939,48155,5,6-3-,1:00:00
6839,1346,5,Set Run Driver                          ,18:00:00
6839,18697,5,Set Run Driver                          ,18:00:00
6839,7461,5,Set Run Driver                          ,18:00:00
6862,58934,5,5/2/5/3                                 ,0:00:00
6862,41745,5,5/2/5/3                                 ,0:00:00
6862,37813,5,5/2/5/3                                 ,0:00:00
6862,47922,5,5/2/5/3                                 ,0:00:00
6862,49869,5,5/2/5/3                                 ,0:00:00
6862,47014,5,5/2/5/3                                 ,0:00:00
6862,52087,5,5/2/5/3                                 ,0:00:00
6862,47868,5,5/2/5/3                                 ,0:00:00
6862,42901,5,5/2/5/3                                 ,0:00:00
6862,47527,5,5/2/5/3                                 ,0:00:00
6862,49870,5,5/2/5/3                                 ,0:00:00
6874,52779,5,5 Day Driver                            ,0:00:00
6874,51789,5,5/2/5/3                                 ,0:00:00
6874,39862,5,5 Day Driver                            ,21:00:00
7812,31860,5,5/2/5/3                                 ,0:00:00
7812,27195,5,5-5-,0:00:00
7812,45349,5,5/2/5/3                                 ,0:00:00
7812,27182,5,5-5-,0:00:00
7812,53423,5,5 Day Driver                            ,0:00:00
7812,37819,5,5/2/5/3                                 ,0:00:00
7812,53424,5,5 Day Driver                            ,0:00:00
7812,2696,5,5-5-,1:00:00
7812,48922,5,5/2/5/3                                 ,1:00:00
7812,27325,5,5-5-,1:00:00
7812,48229,5,5/2/5/3                                 ,1:00:00
7812,48383,5,5/2/5/3                                 ,1:00:00
7812,51075,5,5/2/5/3                                 ,1:00:00
7812,27326,5,5-5-,1:00:00
7812,49168,5,5/2/5/3                                 ,1:00:00
7812,51676,5,5/2/5/3                                 ,1:00:00
7812,27164,5,5-5-,1:00:00
7812,52023,5,5/2/5/3                                 ,2:00:00
7812,30417,5,5/2/5/3                                 ,2:00:00
7812,49605,5,5 Day Driver                            ,16:00:00
7817,44798,5,5/2/5/3                                 ,2:00:00
7817,45817,5,5/2/5/3                                 ,2:00:00
7817,36491,5,5/2/5/3                                 ,2:00:00
7855,47082,5,6-3-,0:00:00
7855,40389,5,6-3-,0:00:00
7855,36372,5,6-3-,0:30:00
7855,53033,5,5 Day Driver                            ,23:00:00
6820,36122,6,6-3-,0:00:00
6820,51335,6,6-3-,0:00:00
6820,31012,6,6-3-,0:00:00
6820,34851,6,6-3-,0:00:00
6820,45715,6,5/2/5/3                                 ,0:00:00
6820,50791,6,6-3-,0:00:00
6820,31082,6,5/2/5/3                                 ,0:00:00
6820,51332,6,6-3-,0:00:00
6820,41507,6,6-3-,0:00:00
6820,44896,6,6-3-,0:00:00
6820,47597,6,6-3-,0:00:00
6820,47622,6,6-3-,0:00:00
6820,41969,6,6-3-,0:00:00
6820,32044,6,Day Cab Driver                          ,1:00:00
6820,46473,6,Day Cab Driver                          ,1:00:00
6820,51158,6,Day Cab Driver                          ,1:00:00
6820,35081,6,Day Cab Driver                          ,1:00:00
6820,50690,6,Day Cab Driver                          ,1:00:00
6820,35397,6,Day Cab Driver                          ,1:00:00
6820,50689,6,Day Cab Driver                          ,1:00:00
6820,52174,6,Day Cab Driver                          ,1:00:00
6820,48446,6,Day Cab Driver                          ,1:00:00
6820,50688,6,Day Cab Driver                          ,1:00:00
6820,44632,6,Day Cab Driver                          ,1:00:00
6820,44631,6,Day Cab Driver                          ,1:00:00
6820,45211,6,5 Day Driver                            ,21:00:00
6820,46591,6,5 Day Driver                            ,21:00:00
6820,28884,6,5 Day Driver                            ,21:00:00
6820,38037,6,5 Day Driver                            ,21:00:00
6820,48659,6,5 Day Driver                            ,21:00:00
6820,45220,6,5 Day Driver                            ,21:00:00
6820,45154,6,5 Day Driver                            ,21:00:00
6820,48068,6,5 Day Driver                            ,21:00:00
6854,14111,6,5 Day Driver                            ,18:00:00
6873,43188,6,5/2/5/3                                 ,0:00:00
6873,50266,6,5/2/5/3                                 ,0:00:00
7838,47427,6,5 Day Driver                            ,21:00:00
7838,44106,6,5 Day Driver                            ,21:00:00
