Store,Market,Region,BU,City,State,2023 Tier
1027,306,26, EAST BU,CONCORD,NC,2
1028,278,25, NORTH BU,EAST PEORIA,IL,2
1029,104,3,SOUTHEAST BU,HOMOSASSA,FL,2
1030,38,4, EAST BU,LANCASTER,SC,2
1032,15,14,SOUTHEAST BU,LYNN HAVEN,FL,2
1033,243,41, NORTH BU,SEYMOUR,IN,2
1034,305,26, EAST BU,SHELBY,NC,2
1035,42,4, EAST BU,SPARTANBURG,SC,2
1036,294,4, EAST BU,FOREST CITY,NC,2
1037,36,4, EAST BU,SUMMERVILLE,SC,2
1038,425,53, NORTH BU,WASECA,MN,2
1039,304,26, EAST BU,MOUNT AIRY,NC,2
1040,65,6,SOUTHWEST BU,HOUSTON,TX,2
1041,569,7,SOUTHWEST BU,WESLACO,TX,2
1042,85,6,SOUTHWEST BU,BASTROP,TX,2
1043,350,44,SOUTHWEST BU,PAULS VALLEY,OK,2
1044,45,5,SOUTHWEST BU,TYLER,TX,2
1045,379,54,WEST BU,LAFAYETTE,CO,2
1046,88,7,SOUTHWEST BU,CARRIZO SPRINGS,TX,2
1047,22,2,SOUTHEAST BU,MORROW,GA,2
1048,257,41, NORTH BU,WILLIAMSBURG,KY,2
1051,71,7,SOUTHWEST BU,LEVELLAND,TX,2
1052,11,11,SOUTHEAST BU,FAYETTE,AL,2
1053,242,41, NORTH BU,LA GRANGE,KY,2
1054,411,47,WEST BU,ATCHISON,KS,2
1055,583,5,SOUTHWEST BU,GARLAND,TX,2
1056,353,44,SOUTHWEST BU,NEWCASTLE,OK,2
1057,10,14,SOUTHEAST BU,TALLASSEE,AL,2
1058,388,54,WEST BU,MONTROSE,CO,2
1059,138,11,SOUTHEAST BU,FOREST,MS,2
1060,304,26, EAST BU,MORGANTON,NC,2
1061,28,3,SOUTHEAST BU,HAZLEHURST,GA,2
1062,63,6,SOUTHWEST BU,FRIENDSWOOD,TX,2
1063,7,14,SOUTHEAST BU,GENEVA,AL,2
1064,304,26, EAST BU,LENOIR,NC,2
1065,325,42,SOUTHEAST BU,HOPE,AR,2
1066,143,13,SOUTHWEST BU,PASCAGOULA,MS,2
1067,84,6,SOUTHWEST BU,HALLETTSVILLE,TX,2
1068,92,9,SOUTHEAST BU,SEBASTIAN,FL,2
1069,138,11,SOUTHEAST BU,NEWTON,MS,2
1070,18,2,SOUTHEAST BU,EAST ELLIJAY,GA,2
1071,341,40, NORTH BU,WOOD RIVER,IL,2
1072,27,3,SOUTHEAST BU,TIFTON,GA,2
1073,81,7,SOUTHWEST BU,LAMPASAS,TX,2
1074,136,11,SOUTHEAST BU,GRENADA,MS,2
1075,149,12,SOUTHEAST BU,CLARKSVILLE,TN,2
1076,32,2,SOUTHEAST BU,MACON,GA,2
1077,97,14,SOUTHEAST BU,TALLAHASSEE,FL,2
1078,74,7,SOUTHWEST BU,BALLINGER,TX,2
1079,94,3,SOUTHEAST BU,NEW SMYRNA BEACH,FL,2
1080,124,12,SOUTHEAST BU,JOHNSON CITY,TN,2
1081,93,3,SOUTHEAST BU,GAINESVILLE,FL,2
1082,98,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1083,101,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1084,91,9,SOUTHEAST BU,ORLANDO,FL,2
1085,104,3,SOUTHEAST BU,PORT RICHEY,FL,2
1086,90,9,SOUTHEAST BU,SAINT CLOUD,FL,2
1087,107,9,SOUTHEAST BU,STUART,FL,2
1088,143,13,SOUTHWEST BU,BILOXI,MS,2
1089,119,12,SOUTHEAST BU,KIMBALL,TN,2
1090,101,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1091,7,14,SOUTHEAST BU,ANDALUSIA,AL,2
1093,273,25, NORTH BU,RANTOUL,IL,2
1094,361,40, NORTH BU,RAYTOWN,MO,2
1095,388,54,WEST BU,GLENWOOD SPRINGS,CO,2
1096,304,26, EAST BU,MOCKSVILLE,NC,2
1097,309,26, EAST BU,ABERDEEN,NC,2
1098,84,6,SOUTHWEST BU,PORT LAVACA,TX,2
1099,409,44,SOUTHWEST BU,WICHITA,KS,2
1100,137,11,SOUTHEAST BU,HAMILTON,AL,2
1101,8,14,SOUTHEAST BU,WETUMPKA,AL,2
1102,130,13,SOUTHWEST BU,BAKER,LA,2
1103,59,6,SOUTHWEST BU,HOUSTON,TX,2
1104,104,3,SOUTHEAST BU,INVERNESS,FL,2
1105,326,42,SOUTHEAST BU,NORTH LITTLE ROCK,AR,2
1106,141,13,SOUTHWEST BU,VIDALIA,LA,2
1107,134,13,SOUTHWEST BU,OAKDALE,LA,2
1108,135,42,SOUTHEAST BU,OAK GROVE,LA,2
1109,135,42,SOUTHEAST BU,RAYVILLE,LA,2
1110,135,42,SOUTHEAST BU,FARMERVILLE,LA,2
1111,21,2,SOUTHEAST BU,HARTWELL,GA,2
1112,16,14,SOUTHEAST BU,THOMASTON,GA,2
1113,258,20, NORTH BU,LONDON,KY,2
1114,328,42,SOUTHEAST BU,MOUNTAIN VIEW,AR,2
1115,147,11,SOUTHEAST BU,HOHENWALD,TN,2
1116,349,44,SOUTHWEST BU,DUNCAN,OK,2
1117,51,5,SOUTHWEST BU,PLANO,TX,2
1118,55,5,SOUTHWEST BU,BALCH SPRINGS,TX,2
1119,105,9,SOUTHEAST BU,NAPLES,FL,2
1120,360,40, NORTH BU,GLADSTONE,MO,2
1121,21,2,SOUTHEAST BU,MILLEDGEVILLE,GA,2
1122,18,2,SOUTHEAST BU,EASTANOLLEE,GA,2
1123,35,4, EAST BU,SENECA,SC,2
1124,137,11,SOUTHEAST BU,HARTSELLE,AL,2
1125,278,25, NORTH BU,NORMAL,IL,2
1126,506,7,SOUTHWEST BU,BOERNE,TX,2
1128,134,13,SOUTHWEST BU,MARKSVILLE,LA,2
1129,82,6,SOUTHWEST BU,AUSTIN,TX,2
1130,39,4, EAST BU,LAURENS,SC,2
1131,304,26, EAST BU,TAYLORSVILLE,NC,2
1132,298,26, EAST BU,ASHEBORO,NC,2
1133,309,26, EAST BU,ALBEMARLE,NC,2
1134,7,14,SOUTHEAST BU,DEFUNIAK SPRINGS,FL,2
1135,38,4, EAST BU,HARTSVILLE,SC,2
1136,131,13,SOUTHWEST BU,PORT ALLEN,LA,2
1137,60,6,SOUTHWEST BU,HOUSTON,TX,2
1138,441,53, NORTH BU,MADISON,WI,2
1139,259,21, NORTH BU,MOREHEAD,KY,2
1140,259,21, NORTH BU,MOUNT STERLING,KY,2
1141,249,41, NORTH BU,GREENFIELD,IN,2
1142,243,41, NORTH BU,SCOTTSBURG,IN,2
1143,30,2,SOUTHEAST BU,SANDERSVILLE,GA,2
1144,42,4, EAST BU,YORK,SC,2
1146,36,4, EAST BU,MONCKS CORNER,SC,2
1147,328,42,SOUTHEAST BU,FLIPPIN,AR,2
1148,349,44,SOUTHWEST BU,WICHITA FALLS,TX,2
1149,367,46,SOUTHWEST BU,SAFFORD,AZ,2
1150,85,6,SOUTHWEST BU,COLLEGE STATION,TX,2
1151,362,40, NORTH BU,KANSAS CITY,KS,2
1152,426,52,WEST BU,SIOUX CENTER,IA,2
1153,32,2,SOUTHEAST BU,MACON,GA,2
1154,506,7,SOUTHWEST BU,FREDERICKSBURG,TX,2
1155,310,4, EAST BU,LUMBERTON,NC,2
1156,306,26, EAST BU,MOORESVILLE,NC,2
1157,243,41, NORTH BU,NORTH VERNON,IN,2
1158,2,14,SOUTHEAST BU,ADAMSVILLE,AL,2
1159,123,12,SOUTHEAST BU,NEW TAZEWELL,TN,2
1160,243,41, NORTH BU,AURORA,IN,2
1161,339,40, NORTH BU,SAINT CHARLES,MO,2
1162,580,41, NORTH BU,WASHINGTON,IN,2
1163,125,13,SOUTHWEST BU,NEW ORLEANS,LA,2
1164,41,4, EAST BU,COLUMBIA,SC,2
1165,256,41, NORTH BU,RADCLIFF,KY,2
1166,300,4, EAST BU,ELIZABETHTOWN,NC,2
1167,435,53, NORTH BU,KENOSHA,WI,2
1168,141,13,SOUTHWEST BU,COLUMBIA,MS,2
1169,127,42,SOUTHEAST BU,SPRINGHILL,LA,2
1170,256,41, NORTH BU,LOUISVILLE,KY,2
1171,115,9,SOUTHEAST BU,SARASOTA,FL,2
1172,98,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1173,98,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1174,14,14,SOUTHEAST BU,THOMASVILLE,AL,2
1175,364,58,WEST BU,FLAGSTAFF,AZ,2
1176,441,53, NORTH BU,STOUGHTON,WI,2
1177,340,40, NORTH BU,MANCHESTER,MO,2
1178,50,5,SOUTHWEST BU,BEDFORD,TX,2
1179,294,4, EAST BU,ARDEN,NC,2
1180,243,41, NORTH BU,GREENSBURG,IN,2
1181,23,2,SOUTHEAST BU,MARIETTA,GA,2
1182,94,3,SOUTHEAST BU,PALM COAST,FL,2
1183,41,4, EAST BU,WEST COLUMBIA,SC,2
1184,20,2,SOUTHEAST BU,STONE MOUNTAIN,GA,2
1185,83,6,SOUTHWEST BU,AUSTIN,TX,2
1186,60,6,SOUTHWEST BU,LIBERTY,TX,2
1187,410,44,SOUTHWEST BU,IOLA,KS,2
1188,339,40, NORTH BU,BRIDGETON,MO,2
1189,258,20, NORTH BU,BARBOURVILLE,KY,2
1190,257,41, NORTH BU,BEREA,KY,2
1191,296,26, EAST BU,HILLSBOROUGH,NC,2
1192,141,13,SOUTHWEST BU,MAGEE,MS,2
1193,135,42,SOUTHEAST BU,MONROE,LA,2
1194,122,12,SOUTHEAST BU,OAK RIDGE,TN,2
1195,143,13,SOUTHWEST BU,WAVELAND,MS,2
1196,131,13,SOUTHWEST BU,NEW ROADS,LA,2
1197,301,26, EAST BU,ROCKY MOUNT,NC,2
1198,506,7,SOUTHWEST BU,SAN ANTONIO,TX,2
1199,388,54,WEST BU,AVON,CO,2
1200,391,54,WEST BU,COLORADO SPRINGS,CO,2
1201,3,14,SOUTHEAST BU,GARDENDALE,AL,2
1202,438,53, NORTH BU,WISCONSIN RAPIDS,WI,2
1203,116,9,SOUTHEAST BU,WIMAUMA,FL,2
1204,66,13,SOUTHWEST BU,LAKE CHARLES,LA,2
1205,101,3,SOUTHEAST BU,MACCLENNY,FL,2
1206,130,13,SOUTHWEST BU,BATON ROUGE,LA,2
1207,15,14,SOUTHEAST BU,CALLAWAY,FL,2
1209,305,26, EAST BU,LINCOLNTON,NC,2
1210,260,41, NORTH BU,NICHOLASVILLE,KY,2
1211,270,25, NORTH BU,HARVARD,IL,2
1212,1,14,SOUTHEAST BU,SARALAND,AL,2
1213,104,3,SOUTHEAST BU,BROOKSVILLE,FL,2
1214,406,47,WEST BU,COLBY,KS,2
1215,120,12,SOUTHEAST BU,CALHOUN,GA,2
1216,53,5,SOUTHWEST BU,CARROLLTON,TX,2
1217,294,4, EAST BU,FRANKLIN,NC,2
1218,366,46,SOUTHWEST BU,CASA GRANDE,AZ,2
1219,101,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1220,90,9,SOUTHEAST BU,ORLANDO,FL,2
1221,409,44,SOUTHWEST BU,WICHITA,KS,2
1222,14,14,SOUTHEAST BU,PENSACOLA,FL,2
1223,97,14,SOUTHEAST BU,TALLAHASSEE,FL,2
1224,14,14,SOUTHEAST BU,PENSACOLA,FL,2
1225,101,3,SOUTHEAST BU,ORANGE PARK,FL,2
1226,149,12,SOUTHEAST BU,ASHLAND CITY,TN,2
1227,30,2,SOUTHEAST BU,AUGUSTA,GA,2
1228,269,25, NORTH BU,ROUND LAKE BEACH,IL,2
1229,13,14,SOUTHEAST BU,HOOVER,AL,2
1230,364,58,WEST BU,SHOW LOW,AZ,1
1231,379,54,WEST BU,THORNTON,CO,2
1232,81,7,SOUTHWEST BU,BELTON,TX,2
1233,258,20, NORTH BU,PAINTSVILLE,KY,2
1234,257,41, NORTH BU,MONTICELLO,KY,2
1235,86,7,SOUTHWEST BU,SAN ANTONIO,TX,2
1236,302,26, EAST BU,GOLDSBORO,NC,2
1237,299,26, EAST BU,ERWIN,NC,2
1238,310,4, EAST BU,FAYETTEVILLE,NC,2
1239,217,21, NORTH BU,URBANA,OH,2
1240,367,46,SOUTHWEST BU,SIERRA VISTA,AZ,2
1241,418,52,WEST BU,DAVENPORT,IA,2
1242,294,4, EAST BU,HENDERSONVILLE,NC,2
1243,312,75, EAST BU,MARTINSVILLE,VA,2
1244,35,4, EAST BU,TAYLORS,SC,2
1245,114,3,SOUTHEAST BU,LAKELAND,FL,2
1247,258,20, NORTH BU,HAZARD,KY,2
1248,144,11,SOUTHEAST BU,MEMPHIS,TN,2
1249,74,7,SOUTHWEST BU,SAN ANGELO,TX,2
1252,380,54,WEST BU,HIGHLANDS RANCH,CO,2
1253,82,6,SOUTHWEST BU,AUSTIN,TX,2
1254,76,5,SOUTHWEST BU,BELLMEAD,TX,2
1255,309,26, EAST BU,LAURINBURG,NC,2
1256,266,25, NORTH BU,JOLIET,IL,2
1257,74,7,SOUTHWEST BU,STAMFORD,TX,2
1259,258,20, NORTH BU,CORBIN,KY,2
1260,143,13,SOUTHWEST BU,LUCEDALE,MS,2
1261,310,4, EAST BU,FAYETTEVILLE,NC,2
1263,254,41, NORTH BU,EVANSVILLE,IN,2
1264,222,21, NORTH BU,BELLEFONTAINE,OH,2
1265,339,40, NORTH BU,SAINT LOUIS,MO,2
1266,130,13,SOUTHWEST BU,BATON ROUGE,LA,2
1267,441,53, NORTH BU,SUN PRAIRIE,WI,2
1268,300,4, EAST BU,WHITEVILLE,NC,2
1270,39,4, EAST BU,NORTH AUGUSTA,SC,2
1271,138,11,SOUTHEAST BU,MERIDIAN,MS,2
1272,74,7,SOUTHWEST BU,SNYDER,TX,2
1273,389,54,WEST BU,FOUNTAIN,CO,2
1274,441,53, NORTH BU,WHITEWATER,WI,2
1275,482,41, NORTH BU,LEBANON,IN,2
1276,444,53, NORTH BU,SHEBOYGAN,WI,2
1277,438,53, NORTH BU,BLACK RIVER FALLS,WI,2
1279,59,6,SOUTHWEST BU,HOUSTON,TX,2
1280,388,54,WEST BU,GRAND JUNCTION,CO,2
1281,42,4, EAST BU,SPARTANBURG,SC,2
1282,407,47,WEST BU,CONCORDIA,KS,2
1283,93,3,SOUTHEAST BU,STARKE,FL,2
1284,16,14,SOUTHEAST BU,PHENIX CITY,AL,2
1285,418,52,WEST BU,OTTUMWA,IA,2
1286,41,4, EAST BU,COLUMBIA,SC,2
1287,296,26, EAST BU,BURLINGTON,NC,2
1288,296,26, EAST BU,ROXBORO,NC,2
1289,221,21, NORTH BU,WILMINGTON,OH,2
1290,304,26, EAST BU,WILKESBORO,NC,2
1291,367,46,SOUTHWEST BU,TUCSON,AZ,2
1292,312,75, EAST BU,CHRISTIANSBURG,VA,2
1293,30,2,SOUTHEAST BU,AUGUSTA,GA,2
1294,247,21, NORTH BU,MARION,IN,2
1295,350,44,SOUTHWEST BU,MADILL,OK,2
1296,569,7,SOUTHWEST BU,SAN BENITO,TX,2
1297,93,3,SOUTHEAST BU,CHIEFLAND,FL,2
1298,302,26, EAST BU,JACKSONVILLE,NC,2
1299,364,58,WEST BU,COTTONWOOD,AZ,2
1300,302,26, EAST BU,NEW BERN,NC,2
1301,312,75, EAST BU,ROANOKE,VA,2
1302,311,20, NORTH BU,NORTON,VA,2
1303,81,7,SOUTHWEST BU,GEORGETOWN,TX,2
1304,247,21, NORTH BU,WARSAW,IN,2
1305,441,53, NORTH BU,JANESVILLE,WI,2
1306,387,46,SOUTHWEST BU,ALAMOGORDO,NM,2
1307,262,25, NORTH BU,BOURBONNAIS,IL,2
1308,380,54,WEST BU,LITTLETON,CO,1
1309,312,75, EAST BU,SALEM,VA,2
1310,251,41, NORTH BU,TERRE HAUTE,IN,2
1311,16,14,SOUTHEAST BU,COLUMBUS,GA,2
1312,310,4, EAST BU,SPRING LAKE,NC,2
1313,77,7,SOUTHWEST BU,SAN ANTONIO,TX,2
1314,24,2,SOUTHEAST BU,BUFORD,GA,2
1315,381,47,WEST BU,CHEYENNE,WY,2
1316,439,53, NORTH BU,STURGEON BAY,WI,2
1317,294,4, EAST BU,ASHEVILLE,NC,2
1318,122,12,SOUTHEAST BU,KNOXVILLE,TN,2
1319,122,12,SOUTHEAST BU,KNOXVILLE,TN,2
1320,122,12,SOUTHEAST BU,KNOXVILLE,TN,2
1321,299,26, EAST BU,SMITHFIELD,NC,2
1322,308,26, EAST BU,LEXINGTON,NC,2
1323,278,25, NORTH BU,PEORIA,IL,2
1324,366,46,SOUTHWEST BU,NOGALES,AZ,2
1325,366,46,SOUTHWEST BU,TUCSON,AZ,1
1326,429,47,WEST BU,GRAND ISLAND,NE,2
1327,243,41, NORTH BU,MADISON,IN,2
1328,364,58,WEST BU,WINSLOW,AZ,2
1329,246,21, NORTH BU,LOGANSPORT,IN,2
1330,222,21, NORTH BU,LIMA,OH,2
1331,223,21, NORTH BU,SIDNEY,OH,2
1332,426,52,WEST BU,SOUTH SIOUX CITY,NE,2
1333,222,21, NORTH BU,VAN WERT,OH,2
1334,372,46,SOUTHWEST BU,CLAYPOOL,AZ,2
1335,315,75, EAST BU,LEXINGTON,VA,2
1336,311,20, NORTH BU,MARION,VA,2
1337,304,26, EAST BU,ELKIN,NC,2
1338,16,14,SOUTHEAST BU,COLUMBUS,GA,2
1339,41,4, EAST BU,COLUMBIA,SC,2
1340,20,2,SOUTHEAST BU,LITHONIA,GA,2
1341,254,41, NORTH BU,EVANSVILLE,IN,2
1342,128,13,SOUTHWEST BU,KENNER,LA,2
1344,315,75, EAST BU,STAUNTON,VA,2
1345,314,75, EAST BU,SOUTH BOSTON,VA,2
1346,143,13,SOUTHWEST BU,OCEAN SPRINGS,MS,2
1347,87,6,SOUTHWEST BU,SAN ANTONIO,TX,2
1348,300,4, EAST BU,WILMINGTON,NC,2
1349,109,9,SOUTHEAST BU,SUNRISE,FL,2
1350,315,75, EAST BU,LYNCHBURG,VA,2
1351,317,20, NORTH BU,BECKLEY,WV,2
1352,300,4, EAST BU,WALLACE,NC,2
1353,128,13,SOUTHWEST BU,HARAHAN,LA,2
1354,301,26, EAST BU,WASHINGTON,NC,2
1355,302,26, EAST BU,MOREHEAD CITY,NC,2
1356,251,41, NORTH BU,MARTINSVILLE,IN,2
1357,387,46,SOUTHWEST BU,SILVER CITY,NM,2
1358,36,4, EAST BU,WALTERBORO,SC,2
1359,36,4, EAST BU,NORTH CHARLESTON,SC,2
1360,317,20, NORTH BU,FAYETTEVILLE,WV,2
1361,426,52,WEST BU,SIOUX CITY,IA,2
1362,15,14,SOUTHEAST BU,DESTIN,FL,2
1363,21,2,SOUTHEAST BU,MADISON,GA,2
1364,365,58,WEST BU,LAKE HAVASU CITY,AZ,2
1365,436,53, NORTH BU,HUDSON,WI,2
1366,440,53, NORTH BU,MERRILL,WI,2
1367,32,2,SOUTHEAST BU,WARNER ROBINS,GA,2
1368,218,21, NORTH BU,WEST UNION,OH,2
1369,364,58,WEST BU,PAYSON,AZ,2
1370,365,58,WEST BU,BULLHEAD CITY,AZ,2
1371,580,41, NORTH BU,COLUMBUS,IN,2
1372,299,26, EAST BU,RALEIGH,NC,2
1373,24,2,SOUTHEAST BU,LILBURN,GA,2
1374,91,9,SOUTHEAST BU,ALTAMONTE SPRINGS,FL,2
1375,97,14,SOUTHEAST BU,MARIANNA,FL,2
1376,152,12,SOUTHEAST BU,HENDERSONVILLE,TN,2
1377,270,25, NORTH BU,JOHNSBURG,IL,2
1378,247,21, NORTH BU,GOSHEN,IN,2
1379,301,26, EAST BU,GREENVILLE,NC,2
1380,375,46,SOUTHWEST BU,LAS VEGAS,NM,2
1381,372,46,SOUTHWEST BU,APACHE JUNCTION,AZ,2
1382,39,4, EAST BU,GREENWOOD,SC,2
1383,29,4, EAST BU,BEAUFORT,SC,2
1384,389,54,WEST BU,LA JUNTA,CO,2
1385,305,26, EAST BU,GASTONIA,NC,2
1386,262,25, NORTH BU,PONTIAC,IL,2
1387,108,9,SOUTHEAST BU,CORAL SPRINGS,FL,2
1388,248,21, NORTH BU,KENDALLVILLE,IN,2
1389,414,52,WEST BU,BOONE,IA,2
1390,111,3,SOUTHEAST BU,PINELLAS PARK,FL,2
1391,94,3,SOUTHEAST BU,DAYTONA BEACH,FL,2
1392,300,4, EAST BU,WILMINGTON,NC,2
1393,413,52,WEST BU,OSKALOOSA,IA,2
1394,435,53, NORTH BU,GREENFIELD,WI,2
1395,272,40, NORTH BU,CENTRALIA,IL,2
1396,441,53, NORTH BU,BARABOO,WI,2
1397,384,46,SOUTHWEST BU,ALBUQUERQUE,NM,2
1398,108,9,SOUTHEAST BU,LAKE WORTH,FL,2
1399,315,75, EAST BU,BEDFORD,VA,2
1400,21,2,SOUTHEAST BU,ATHENS,GA,2
1401,265,25, NORTH BU,NAPERVILLE,IL,2
1403,18,2,SOUTHEAST BU,CORNELIA,GA,2
1404,269,25, NORTH BU,LAKE ZURICH,IL,2
1405,61,6,SOUTHWEST BU,BAY CITY,TX,2
1406,286,76, EAST BU,WINCHESTER,VA,2
1407,221,21, NORTH BU,LEBANON,OH,2
1408,97,14,SOUTHEAST BU,TALLAHASSEE,FL,2
1409,65,6,SOUTHWEST BU,HOUSTON,TX,2
1410,223,21, NORTH BU,TROY,OH,2
1411,366,46,SOUTHWEST BU,GREEN VALLEY,AZ,2
1412,381,47,WEST BU,LARAMIE,WY,2
1413,270,25, NORTH BU,CRYSTAL LAKE,IL,2
1414,384,46,SOUTHWEST BU,BELEN,NM,2
1415,421,52,WEST BU,SPIRIT LAKE,IA,2
1416,207,19, NORTH BU,NAPOLEON,OH,2
1417,364,58,WEST BU,PRESCOTT,AZ,2
1418,341,40, NORTH BU,O FALLON,IL,2
1419,248,21, NORTH BU,FORT WAYNE,IN,2
1420,264,25, NORTH BU,STREAMWOOD,IL,2
1421,278,25, NORTH BU,WASHINGTON,IL,2
1422,204,19, NORTH BU,ALMA,MI,2
1423,203,19, NORTH BU,SAINT JOHNS,MI,2
1424,290,75, EAST BU,COLONIAL HEIGHTS,VA,2
1425,247,21, NORTH BU,COLUMBIA CITY,IN,2
1426,259,21, NORTH BU,ASHLAND,KY,2
1427,218,21, NORTH BU,CIRCLEVILLE,OH,2
1428,204,19, NORTH BU,MOUNT PLEASANT,MI,2
1429,213,19, NORTH BU,FREMONT,OH,2
1430,439,53, NORTH BU,OSHKOSH,WI,2
1431,418,52,WEST BU,KEOKUK,IA,2
1432,204,19, NORTH BU,CADILLAC,MI,2
1433,222,21, NORTH BU,CELINA,OH,2
1434,391,54,WEST BU,COLORADO SPRINGS,CO,2
1435,413,52,WEST BU,CRESTON,IA,2
1436,107,9,SOUTHEAST BU,GREENACRES,FL,2
1437,406,47,WEST BU,GUYMON,OK,2
1438,405,57,WEST BU,CEDAR CITY,UT,2
1439,405,57,WEST BU,WASHINGTON,UT,2
1440,403,54,WEST BU,TOOELE,UT,2
1441,221,21, NORTH BU,MASON,OH,2
1442,405,57,WEST BU,PAGE,AZ,2
1443,225,21, NORTH BU,CINCINNATI,OH,2
1444,98,3,SOUTHEAST BU,JACKSONVILLE,FL,2
1445,213,19, NORTH BU,PORT CLINTON,OH,2
1446,436,53, NORTH BU,RICE LAKE,WI,2
1447,419,52,WEST BU,SUPERIOR,WI,2
1448,213,19, NORTH BU,ASHLAND,OH,2
1449,439,53, NORTH BU,MANITOWOC,WI,2
1450,316,20, NORTH BU,RIPLEY,WV,2
1451,275,25, NORTH BU,BEARDSTOWN,IL,2
1452,309,26, EAST BU,CHARLOTTE,NC,2
1453,440,53, NORTH BU,GREEN BAY,WI,2
1454,275,25, NORTH BU,QUINCY,IL,2
1455,44,5,SOUTHWEST BU,FORT WORTH,TX,2
1456,381,47,WEST BU,EVANSTON,WY,2
1457,381,47,WEST BU,RIVERTON,WY,2
1458,120,12,SOUTHEAST BU,FORT OGLETHORPE,GA,2
1459,249,41, NORTH BU,INDIANAPOLIS,IN,2
1460,429,47,WEST BU,HASTINGS,NE,2
1461,381,47,WEST BU,ROCK SPRINGS,WY,2
1462,7,14,SOUTHEAST BU,GREENVILLE,AL,2
1463,223,21, NORTH BU,XENIA,OH,2
1464,305,26, EAST BU,CHARLOTTE,NC,2
1465,314,75, EAST BU,DANVILLE,VA,2
1466,121,12,SOUTHEAST BU,JACKSBORO,TN,2
1467,121,12,SOUTHEAST BU,JAMESTOWN,TN,2
1468,136,11,SOUTHEAST BU,BATESVILLE,MS,2
1469,120,12,SOUTHEAST BU,CHATTANOOGA,TN,2
1470,421,52,WEST BU,WILLMAR,MN,2
1471,439,53, NORTH BU,NEW LONDON,WI,2
1472,423,52,WEST BU,HASTINGS,MN,2
1473,421,52,WEST BU,MANKATO,MN,2
1474,365,58,WEST BU,YUMA,AZ,2
1475,418,52,WEST BU,WASHINGTON,IA,2
1476,243,41, NORTH BU,CLARKSVILLE,IN,2
1477,317,20, NORTH BU,SUMMERSVILLE,WV,2
1478,259,21, NORTH BU,SOUTH POINT,OH,2
1479,238,19, NORTH BU,VALPARAISO,IN,2
1480,239,21, NORTH BU,WINCHESTER,IN,2
1481,13,14,SOUTHEAST BU,HOMEWOOD,AL,2
1482,112,3,SOUTHEAST BU,TAMPA,FL,2
1483,430,47,WEST BU,YANKTON,SD,2
1485,382,47,WEST BU,GILLETTE,WY,2
1486,314,75, EAST BU,FARMVILLE,VA,2
1487,238,19, NORTH BU,MICHIGAN CITY,IN,2
1488,22,2,SOUTHEAST BU,DOUGLASVILLE,GA,2
1489,269,25, NORTH BU,VERNON HILLS,IL,2
1490,263,53, NORTH BU,ROCKFORD,IL,2
1491,413,52,WEST BU,INDIANOLA,IA,2
1492,376,54,WEST BU,AURORA,CO,2
1493,14,14,SOUTHEAST BU,MONROEVILLE,AL,2
1494,78,7,SOUTHWEST BU,CORPUS CHRISTI,TX,2
1495,223,21, NORTH BU,HUBER HEIGHTS,OH,2
1496,415,52,WEST BU,WATERLOO,IA,2
1497,266,25, NORTH BU,RICHTON PARK,IL,2
1498,298,26, EAST BU,GREENSBORO,NC,2
1499,317,20, NORTH BU,LEWISBURG,WV,2
1500,430,47,WEST BU,WATERTOWN,SD,2
1501,112,3,SOUTHEAST BU,TAMPA,FL,2
1502,301,26, EAST BU,ROANOKE RAPIDS,NC,2
1503,221,21, NORTH BU,DAYTON,OH,2
1504,221,21, NORTH BU,DAYTON,OH,2
1505,258,20, NORTH BU,PIKEVILLE,KY,2
1506,415,52,WEST BU,MANCHESTER,IA,2
1507,409,44,SOUTHWEST BU,WICHITA,KS,2
1508,382,47,WEST BU,SHERIDAN,WY,2
1509,415,52,WEST BU,MAQUOKETA,IA,2
1510,225,21, NORTH BU,FLORENCE,KY,2
1511,553,9,SOUTHEAST BU,MIRAMAR,FL,2
1512,371,46,SOUTHWEST BU,CHANDLER,AZ,2
1513,111,3,SOUTHEAST BU,PALM HARBOR,FL,2
1514,340,40, NORTH BU,ARNOLD,MO,2
1515,442,53, NORTH BU,GERMANTOWN,WI,2
1516,70,7,SOUTHWEST BU,BORGER,TX,2
1517,108,9,SOUTHEAST BU,POMPANO BEACH,FL,2
1518,482,41, NORTH BU,INDIANAPOLIS,IN,2
1519,218,21, NORTH BU,JACKSON,OH,2
1520,430,47,WEST BU,ABERDEEN,SD,2
1521,225,21, NORTH BU,CINCINNATI,OH,2
1522,320,76, EAST BU,ELKINS,WV,2
1523,287,75, EAST BU,GLEN ALLEN,VA,2
1524,290,75, EAST BU,CHESTER,VA,2
1525,287,75, EAST BU,MECHANICSVILLE,VA,2
1526,426,52,WEST BU,STORM LAKE,IA,2
1527,301,26, EAST BU,ELIZABETH CITY,NC,2
1528,415,52,WEST BU,CEDAR RAPIDS,IA,2
1529,233,22, EAST BU,YORK,PA,2
1530,136,11,SOUTHEAST BU,CLEVELAND,MS,2
