4686,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
5260,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
5837,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
6953,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
100,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
359,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
2686,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
4108,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
4375,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
4686,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
5260,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
5837,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
6953,98,5748352976,RASP CHSCAKE DAN ING,Bread Rolls,3.5OZ,84,51.24,1.47
100,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
359,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
2686,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
4108,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
4375,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
4686,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
5260,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
5837,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
6953,98,5748353002,APPLE PIE DANISH ING,Bread Rolls,3.2OZ,88,47.52,1.47
100,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
359,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
2686,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
4108,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
4375,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
4686,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
5260,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
5837,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
6953,98,5748353023,FRUIT GRAIN LOAF ING,Bread Rolls,17.6OZ,20,38.40,4.96
100,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
359,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
2686,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
4108,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
4375,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
4686,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
5260,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
5837,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
6953,98,5748353024,6 GRAIN LOAF ING,Bread Rolls,17.6OZ,20,35.40,4.96
100,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
359,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
2686,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
4108,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
4375,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
4686,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
5260,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
5837,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
6953,98,5748353025,SD BAGUETTE ING,Bread Rolls,10.6OZ,36,32.04,2.26
100,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
359,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
2686,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
4108,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
4375,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
4686,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
5260,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
5837,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
6953,98,5748353026,MKS ITALIAN LOAF ING,Bread Rolls,17.6OZ,16,25.28,4.96
