100,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
359,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
2686,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
4108,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
4375,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
4686,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
5260,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
5837,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
6953,98,5748352381,CROISSANT ING,Bread Rolls,3OZ,60,22.80,1.24
100,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
359,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
2686,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
4108,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
4375,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
4686,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
5260,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
5837,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
6953,98,5748352784,CHOCOLATE AVLNCH ING,Bread Rolls,3.2OZ,72,51.84,1.47
100,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
359,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
2686,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
4108,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
4375,98,5748353018,ALMOND CROISSANT ING,Bread Rolls,3.1OZ,60,46.80,1.47
