Store,Name,Vendor
1764,WINDSOR HEIGHTS IA,HMK
1765,SOMERSET PA,AG
1766,MARIETTA GA,AG
1767,SHALLOTTE NC,AG
1768,OREM UT,HMK
1769,DU BOIS PA,AG
1770,"EVANS CTY(CRANBERRY), PA",AG
1771,STURGIS MI,HMK
1772,KLAMATH FALLS OR,HMK
1773,"NEWPORT NEWS, VA",AG
1774,SANFORD NC,HMK
1775,"LEBANON, OR",HMK
1776,WATERTOWN WI,HMK
1777,READING PA,AG
1778,CODY WY,HMK
1779,BRIDGEVIEW IL,HMK
1780,CHARLOTTESVILLE VA,HMK
1781,"CORTLAND, NY",HMK
1782,VIENNA WV,AG
1783,PRINCETON IN,HMK
1784,SALEM OR,AG
1785,HUDSON NH,HMK
1786,EAGAN MN,HMK
1787,CARROLL IA,HMK
1788,"SCARBOROUGH, ME",HMK
1789,LODI CA,HMK
1790,"MONROE, MI",HMK
1791,FREMONT MI,HMK
1792,ST MARYS PA,HMK
1793,WOODBURN OR,AG
1794,BLOOMSBURG PA,AG
1795,PISGAH FOREST NC,HMK
1796,AMHERST NH,HMK
1797,THOMASTON ME,AG
1798,CARO MI,AG
1799,PORTAGE WI,HMK
1800,GARLAND TX,HMK
1801,ARLINGTON TX,AG
1802,"TOPEKA, KS (HYPERMART)",HMK
1803,SAN ANTONIO NACOGDOCHES &,AG
1804,FORT WAYNE IN,HMK
1805,LAQUINTA CA,AG
1806,"JOHNSTOWN, NY",AG
1807,WEST BERLIN NJ,AG
1808,STEAMBOAT SPRINGS CO,AG
1809,JONESVILLE MI,HMK
1810,FISHKILL NY,AG
1811,NORFOLK VA,AG
1812,WOOSTER OH,AG
1813,"VILLAGE OF NEWARK, NY",AG
1814,ELGIN IL,AG
1815,FRESNO CA,AG
1816,KNIGHTDALE NC,HMK
1817,HERMISTON OR,AG
1819,MENOMONIE WI,HMK
1820,KITTANNING PA,AG
1821,CHARLOTTE NC,AG
1822,FAJARDO PR,AG
1823,HANOVER PA,AG
1825,MANASSAS VA,HMK
1826,VISALIA CA,AG
1827,PARK CITY UT,AG
1828,"PLOVER, WI",HMK
1829,MARION SC,HMK
1830,AUBURN NY,HMK
1831,LIVERPOOL NY,HMK
1832,"CATHEDRAL CITY, CA",HMK
1833,FREDERICKSBURG VA,AG
1834,GRANTS PASS OR,AG
1835,"VESTAL, NY",HMK
1836,ADRIAN MI,HMK
1837,HUMBLE TX,AG
1838,LAS VEGAS NV,AG
1839,LORAIN OH,AG
1840,MANTECA CA,HMK
1841,"CHESAPEAKE, VA",HMK
1842,GREENSBORO NC,HMK
1843,"MCMINNVILLE, OR",HMK
1844,TOMS RIVER NJ,HMK
1845,"COOPER CITY (DAVIE), FL",HMK
1846,DOUGLAS AZ,AG
1847,OCALA FL,HMK
1848,"GLEN ELLYN, IL",AG
1849,WINSTON-SALEM NC,AG
1850,"CHAMBERSBURG, PA",HMK
1851,"NORTH LAUDERDALE, FL",HMK
1852,"WOODBRIDGE, VA",AG
1853,HEMET CA,HMK
1854,"HATILLO, PR",AG
1855,"EDEN PRAIRIE, MN",HMK
1856,"BANGOR, ME",AG
1857,MENTOR (CLEVELAND) OH,AG
1858,"MONTEVIDEO, MN",HMK
1859,"CALEXICO, CA",AG
1860,"ELKTON, MD",HMK
1861,"OAK PARK HEIGHTS, MN",HMK
1862,"RIALTO, CA",HMK
1863,"EASTLAKE, OH",AG
1864,"BROOKLYN PARK, MN",HMK
1865,"REDWOOD FALLS, MN",HMK
1866,"FARMINGTON, ME",HMK
1867,"WESTMINSTER, MD",HMK
1868,"AUBURN, ME",HMK
1869,"MARLTON, NJ",AG
1870,PULLMAN WA,AG
1871,"WATERTOWN, NY",HMK
1872,"HELENA, MT",HMK
1873,"PROVIDENCE/CRANSTON, RI",HMK
1874,"ENGLEWOOD, FL",AG
1875,"GLEN BURNIE, MD",AG
1876,"HOOD RIVER, OR",HMK
1877,"PORTERVILLE, CA",AG
1878,"REXBURG, ID",HMK
1879,"BARSTOW, CA",HMK
1880,"COOS BAY, OR",HMK
1881,SACRAMENTO (NW) CA,HMK
1882,"SELMA, CA",AG
1883,"MONACA, PA",HMK
1884,"DICKSON CITY, PA",HMK
1885,"BUTLER, PA",AG
1886,"MECHANICSBURG, PA",AG
1887,"MONTOURSVILLE, PA",HMK
1888,"NORTH LOGAN, UT",AG
1889,"ISLAND CITY, OR",HMK
1890,"SALISBURY, MD",HMK
1891,"MANCHESTER, CT",HMK
1892,"HODGKINS,IL",AG
1893,"BOWIE, MD",AG
1894,"MEDINA, OH",AG
1895,"FAIRLAWN, OH",AG
1896,COLORADO SPRINGS (N) CO,HMK
1897,"ELK GROVE VILLAGE, IL",AG
1898,"ST CHARLES, IL",HMK
1899,"RIVERSIDE (E), CA",HMK
1900,"BURLEY, ID",HMK
1901,"BUTTE, MT",AG
1902,"AMMON, ID",AG
1903,"YUBA CITY, CA",AG
1904,"LEESBURG, VA",HMK
1905,"BLACKFOOT, ID",HMK
1906,FAIRHAVEN MA,AG
1907,"HINSDALE, NH",HMK
1908,"GREENBAY (E), WI",AG
1909,"NIAGARA FALLS, NY",HMK
1910,"CRESCENT CITY, CA",HMK
1911,"AKRON (S), OH",AG
1912,"CORONA, CA",HMK
1913,"BOWLING GREEN, OH",AG
1914,"SAN BERNARDINO, CA",HMK
1915,"YUCCA VALLEY, CA",HMK
1916,"COCONUT CREEK, FL",HMK
1917,"SANTEE, CA",HMK
1918,"BELLINGHAM, MA",AG
1919,LINCOLN. ME,AG
1920,"SALEM (S), OR",HMK
1921,"MANAHAWKIN, NJ",AG
1922,"RANCHO CUCAMONGA, CA",HMK
1923,"COMSTOCK PARK, MI",AG
1924,"PRESQUE ISLE, ME",AG
1925,"NEWPORT, OR",HMK
1926,"OSWEGO, NY",HMK
1927,"MACEDONIA, OH",AG
1928,"FLINT, MI",HMK
1929,"CLOQUET, MN",AG
1930,"PLAISTOW, NH",HMK
1931,"RHINELANDER, WI",AG
1932,"ELLSWORTH, ME",AG
1933,"NORTHLAKE, IL",AG
1934,"SOUTH HILL, VA",HMK
1935,"JOHNSTOWN, PA",AG
1936,"SAULT STE MARIE, MI",HMK
1937,"COSHOCTON, OH",AG
1938,"BEDFORD PARK, IL",HMK
1939,"BRUNSWICK, ME",AG
1940,"EAST GREENBUSH, NY",HMK
1941,"GLENDORA, CA",HMK
1942,"HOLLAND, MI",HMK
1943,"LINCOLN (N), NE",HMK
1945,"MANSFIELD, PA",HMK
1946,"MASSENA, NY",AG
1947,"OMAK, WA",HMK
1948,"WEIRTON, WV",AG
1949,"FREDONIA, NY",HMK
1950,"AHOSKIE, NC",HMK
1951,"ONTARIO, OR",HMK
1952,"FRIDLEY, MN",HMK
1953,"LOUISBURG, NC",AG
1954,"SANFORD, ME",HMK
1955,"ROCKFORD, IL",AG
1956,BILLINGS MT,AG
1957,"NAPLES (NORTH), FL",AG
1958,"RIO GRANDE CITY, TX",AG
1959,WALLKILL (MIDDLETOWN) NY,HMK
1960,"TAMPA, FL (S)",HMK
1961,"ALEXANDRIA, KY",HMK
1962,"KOKOMO, IN",HMK
1963,"TURLOCK, CA",HMK
1964,"WESTERLY, RI",HMK
1965,"COUNCIL BLUFFS, IA",AG
1966,GENESEO NY,HMK
1967,"SPRINGFIELD, MA",HMK
1968,"ABERDEEN, MD",HMK
1969,"MIDLOTHIAN, VA",HMK
1970,"HUDSON, MA",HMK
1971,"ROCHESTER, MN",HMK
1972,"LIVERMORE, CA EF",HMK
1973,"JAMESTOWN (LAKEWOOD), NY",AG
1974,"HOULTON, ME",AG
1975,"CLAREMONT, NH",AG
1976,"BIG FLATS (ELMIRA), NY",AG
1977,"BRICK (OCEAN), NJ",AG
1978,"PLYMOUTH, IN",AG
1979,"CLEARLAKE, CA",HMK
1980,"PUTNAM, CT",HMK
1981,"CALIFORNIA, MD",AG
1982,"APPLETON, WI",HMK
1983,"CERES (MODESTO SE), CA",HMK
1984,"NORTH ADAMS, MA",HMK
1985,"LAUREL, MD",HMK
1986,"NORWALK, OH",AG
1987,"LAPEER, MI",HMK
1988,"ROSEVILLE, CA",HMK
1989,"LOMPOC, CA",HMK
1990,"DELAWARE, OH",AG
1991,"BLOOMINGTON, IN",AG
1992,"UPLAND, CA",HMK
1993,"BROCKPORT, NY",AG
1994,"PLATTSBURGH, NY",AG
1995,"CHUBBUCK, ID",AG
1996,"HALLANDALE, FL",HMK
1997,"LATHAM (COLONIE), NY",AG
1998,CHICAGO SKOKIE TOUHY & ST,AG
1999,ANDOVER MN,AG
2000,"KITTY HAWK, NC",HMK
2001,"FRESNO, CA (SE)",HMK
2002,"GILROY, CA",HMK
2003,"NORTH BRUNSWICK, NJ",AG
2004,"DUBUQUE, IA",HMK
2005,"KANNAPOLIS, NC",HMK
2006,"CLARKSTON,WA",AG
2007,"MOSES LAKE, WA",AG
2008,"GROVE CITY, PA",AG
2009,ABINGDON (BEL AIR) MD,HMK
2010,"NILES, MI",AG
2012,"OXFORD, MA",AG
2013,"WATERVILLE, ME",AG
2014,"HOUGHTON LAKE, MI",AG
2015,"FAIRFAX (W), VA",HMK
2016,"COLVILLE, WA",HMK
2019,"UNIONTOWN, PA",AG
2020,"RENSSELAER, IN",AG
2021,"RAYNHAM, MA",HMK
2022,"NORTH WINDHAM, CT",AG
2023,"LEBANON, PA",HMK
2024,"TUNKHANNOCK, PA",AG
2025,"TRACY, CA",AG
2026,PONCE-PR,AG
2027,"LAVALE, MD",AG
2028,"RIVERSIDE (S), CA",HMK
2030,"SONORA, CA",HMK
2031,"UNION CITY, CA",HMK
2032,"OXNARD, CA",HMK
2033,MANDAN BISMARCK ND,AG
2035,"GREENVILLE, OH",AG
2036,"SO CHARLESTON, WV",HMK
2037,"ABERDEEN, WA",AG
2038,"STERLIING PARK, VA",AG
2039,"MERCED, CA",HMK
2040,"BURLINGTON, NJ",HMK
2041,"PENNSVILLE, NJ",HMK
2043,"WARSAW, NY",AG
2044,"CHICO, CA",HMK
2045,"WHITE MARSH, MD",AG
2046,"AUGUSTA, ME",AG
2047,"PALMYRA, ME",AG
2048,"FAIRFIELD, CA",HMK
2049,"ALTOONA, PA",AG
2050,"HENDERSON, NV",HMK
2051,"KINGMAN, AZ",HMK
2052,"UKIAH, CA",HMK
2053,"WILLOWS, CA",HMK
2054,MARTELL (JACKSON) CA,HMK
2055,"CONCORD, NH",HMK
2056,"SARATOGA SPRINGS, NY",AG
2057,"RINDGE, NH",AG
2058,"RALEIGH, NC",AG
2059,"GREENSBURG, PA",AG
2061,"PLAINWELL, MI",HMK
2062,"BENTON HARBOR, MI",HMK
2063,"AUSTINTOWN, OH",AG
2064,"MILFORD, PA",HMK
2065,"KNOXVILLE (W), TN",AG
2066,"HOUSTON, TX",HMK
2067,"MAYAGUEZ, PR",AG
2068,"FAIRLESS HILLS, PA",HMK
2069,"SOUTH MEDFORD, OR",AG
2070,"ANCHORAGE,AK (N)",HMK
2071,"ANCHORAGE, AK(S)",AG
2072,"GUAYAMA, PR",AG
2073,"BROOKLYN, OH",AG
2074,"WASILLA, AK",AG
2075,"BEND, OR",HMK
2077,"LAKE ELSINORE, CA",AG
2078,"MARIETTA, OH",AG
2079,"MARQUETTE, MI",AG
2080,"BATTLE CREEK, MI",HMK
2081,"CLEARWATER, FL",AG
2082,"CERRITOS, CA",AG
2083,"MORGANTOWN, WV",AG
2084,"BOZEMAN, MT",HMK
2085,"ISABELA, PR",AG
2086,"PLANO, TX",AG
2087,"VADNAIS HTS, MN",HMK
2088,"BATAVIA, NY",HMK
2089,"BRISTOL, VA",AG
2090,"FRANKLIN, NJ",AG
2091,"MIAMI (AIRPORT), FL",HMK
2092,"OGDENSBURG, NY",AG
2093,"UTICA, NY",HMK
2094,"VISTA, CA",HMK
2095,"WAREHAM, MA",HMK
2096,"WARMINSTER, PA",HMK
2097,"HUDSON, NY",HMK
2098,"COLUMBUS, OH (NE)",AG
2099,"PASO ROBLES, CA EF",AG
2100,"CHEBOYGAN, MI",AG
2101,"KENNEWICK, WA",HMK
2102,"LUDINGTON, MI",HMK
2103,"WALPOLE, MA",HMK
2104,"NEWBURGH, NY",HMK
2105,"FARMERS BRANCH, TX",HMK
2106,"RENO (N), NV",AG
2107,"LOCKPORT, NY",HMK
2108,"MAYS LANDING, NJ",HMK
2109,"MILLVILLE, NJ",HMK
2110,"PARAMOUNT, CA",HMK
2111,HOOVER SE AL,AG
2112,"SCOTTSDALE, AZ",HMK
2113,"PHOENIX, AZ",HMK
2114,"CHIPLEY, FL",AG
2115,"NEW PHILADELPHIA, OH",AG
2116,"QUEENSBURY, NY",AG
2117,"LOS BANOS (MERCED), CA EF",HMK
2118,"LUNENBURG, MA",HMK
2119,"MILPITAS, CA",HMK
2120,"NORWICH, NY",AG
2121,"SHELTON, WA",HMK
2122,"AVON, MA",HMK
2123,"TEXARKANA, TX",HMK
2124,"BEAVER CREEK, OH",AG
2125,"LAKEWOOD, CO",HMK
2126,"MILILANI, HI",AG
2127,"WAUSAU, WI",AG
2128,"HALIFAX, MA",AG
2129,"CLEARFIELD, PA",AG
2130,"PORTSMOUTH, NH",HMK
2131,"TOPEKA, KS",HMK
2132,"BATON ROUGE (S), LA",HMK
2133,"AUSTIN (MID W), TX",AG
2134,"CHARLOTTE (N),NC",AG
2135,"COBLESKILL, NY",AG
2136,"CULPEPER, VA",HMK
2137,"DURHAM, NC",HMK
2138,"LEBANON, NH",AG
2139,"LYNN, MA",HMK
2140,"NORTH CONWAY, NH",AG
2141,"PHILADELPHIA (S), PA",AG
2142,SALEM NH,AG
2143,"SKOWHEGAN, ME",HMK
2144,"TORRINGTON, CT",AG
2145,"WHITEHALL, PA (ALLENTOWN)",HMK
2146,"AMSTERDAM, NY",HMK
2147,"MISSOULA, MT",AG
2149,"MT VERNON, OH",AG
2150,"SAN DIEGO (S), CA EF",AG
2151,"SUNRISE, FL",HMK
2152,"ALBANY, NY",HMK
2153,"BIDDEFORD, ME",HMK
2154,"DULUTH, (NW), GA",HMK
2155,"GARDNER, MA",AG
2156,"MIDDLE ISLAND (LI), NY",AG
2157,"NORTH DARTMOUTH, MA",HMK
2158,"NORTHBOROUGH, MA",AG
2159,"ALLEGANY, NY",AG
2160,"PETERSBURG, VA",AG
2161,"PLEASANTON, CA",HMK
2163,"SHELTON, CT",HMK
2164,"SPRINGVILLE, NY",AG
2166,"EAST SYRACUSE, NY",AG
2167,"WEST WHITELAND, PA",HMK
2169,"LEHIGHTON, PA",HMK
2170,"NORWICH, CT",HMK
2174,"WESTFIELD, MA",HMK
2175,"BRANSON WEST, MO",HMK
2176,"JUPITER, FL",HMK
2177,"SAN DIEGO, CA",AG
2178,"CALAIS, ME",HMK
2180,"DANVERS, MA",AG
2181,INDIO N CA,HMK
2183,"OXFORD, ME",AG
2184,"SEEKONK, MA EF",HMK
2185,"SELINSGROVE, PA",AG
2187,"WENATCHEE, WA",HMK
2188,"EAGLE RIVER, AK",HMK
2189,"RENO (S), NV",HMK
2190,"WOODLAND, CA",HMK
2191,"BRYAN, OH",AG
2192,"HOUGHTON, MI",AG
2193,"STEUBENVILLE, OH",AG
2194,"ALEXANDRIA, VA",AG
2195,"HOWELL, NJ",HMK
2196,"PORT ANGELES, WA",HMK
2197,"WARREN, OH",AG
2198,"BLOOMINGTON, MN",HMK
2199,"ST CLAIRSVILLE, OH",AG
2200,"GROTON, CT",HMK
2201,"EL PASO (C), TX",AG
2202,"NORTH WINDHAM, ME",AG
2204,"FOREST PARK, IL",AG
2205,"YORK (W), PA",AG
2206,"LAGUNA NIGUEL, CA EF",HMK
2207,"MIDVALE, UT",AG
2208,"SAYRE, PA",AG
2209,"ZANESVILLE, OH",AG
2210,"AMHERST, NY",AG
2211,"POLAND, OH",AG
2213,"ST LOUIS (S), MO",HMK
2214,"COLUMBIA, (E), SC",HMK
2215,"DARIEN, IL",AG
2218,"FOOTHILL RANCH, CA",HMK
2221,"SPRINGFIELD, MO",AG
2222,"TEWKSBURY, MA",HMK
2223,"WESTMINSTER, CO",HMK
2224,"WILLISTON, VT",HMK
2225,"WOONSOCKET, RI",HMK
2227,"ABINGTON, MA",AG
2228,"PITTSFIELD, MA",HMK
2230,"STATE COLLEGE, PA",AG
2231,"MOLINE, IL",HMK
2232,"BRANFORD, CT",HMK
2233,"FREDERICK, MD",HMK
2234,"ROME, NY",AG
2236,"HARLEYSVILLE, PA",HMK
2237,"LEHIGH ACRES, FL",AG
2238,"MUSKEGON, MI",HMK
2239,"SAN ANTONIO (W), TX",AG
2240,"HUMACAO, PR",AG
2241,"SUNNYSIDE, WA",AG
2242,"ANAHEIM, CA",HMK
2243,"REDMOND, OR",AG
2244,HUNTINGTON WV,HMK
2245,"OCEANSIDE (E), CA",HMK
2247,"CARY, NC",HMK
2248,CATONSVILLE (BALTIMORE)MD,HMK
2249,"CHEHALIS, WA",AG
2250,"CINCINNATI (CENTRAL), OH",AG
2251,"CITY OF INDUSTRY, CA",HMK
2252,"EASTON, PA",HMK
2253,"EL CAJON (E), CA",HMK
2254,"HAMMONTON, NJ",HMK
2255,"HAZLETON, PA",HMK
2256,"HENDERSON, NC",AG
2257,"HOUSTON, TX",HMK
2258,"ALEXANDRIA, VA",HMK
2259,"KALISPELL, MT",AG
2261,"NORTH KINGSTOWN, RI",AG
2262,"ONEONTA, NY",AG
2263,"POTTSTOWN, PA",AG
2264,"ROTTERDAM, NY",AG
2265,"SIMPSONVILLE, SC",AG
2266,"CLEVELAND, OH",AG
2267,"WEST BOLYSTON, MA",AG
2269,"YAKIMA, WA",HMK
2270,"DURANGO, CO",AG
2271,"SHAWANO, WI",AG
2272,"CAMBRIDGE, MD",HMK
2273,"BURTON, MI",HMK
2274,"FOREST LAKE, MN",AG
2275,"OXFORD, OH",AG
2276,"LA PORTE, IN",AG
2277,"CLOVIS, CA",HMK
2278,ERIE (S) PA,AG
2279,"GLEN BURNIE (N), MD",AG
2280,"MOUNTAIN VIEW , CA",HMK
2281,"WEST MIFFLIN, PA",HMK
2282,"EAST WINDSOR, CT",AG
2283,"COVENTRY, RI",HMK
2284,"NAUGATUCK, CT",AG
2285,"HERKIMER, NY",AG
2286,"CENTEREACH (LI), NY",AG
2287,"NEW CASTLE, PA",HMK
2288,"POMONA, CA",HMK
2289,"BENNINGTON, VT EF",AG
2291,CHULA VISTA (W) CA,HMK
2292,"COVINA, CA",HMK
2293,"GOLDEN, CO",HMK
2294,"FLEMINGTON, NJ",HMK
2295,"RICHMOND, VA",HMK
2297,"STEVENSON RANCH, CA",HMK
2299,"CROMWELL, CT",AG
2300,"PITTSBURGH (W), PA",AG
2302,SUPERCENTER BARCELONETA,AG
2306,"NORTHPORT, AL",HMK
2307,"SOUTH JORDAN, UT",HMK
2308,"LIHUE, HI",AG
2309,"WEST CHESTER, OH",AG
2310,"KNOXVILLE (E), TN",HMK
2311,"HUNTINGTON, IN",HMK
2312,"ROANOKE (N), VA",HMK
2313,"STREETSBORO, OH",AG
2314,"WAIPAHU, HI",AG
2315,"DALLAS, OR",HMK
2316,"NORTH OLMSTED, OH",AG
2317,"BREMERTON, WA",HMK
2318,"INDIANA, PA",AG
2319,"OAK HARBOR, WA",AG
2320,"COTTAGE GROVE, OR",HMK
2321,"KAILUA KONA, HI",AG
2322,"GERMANTOWN, TN",HMK
2323,"STOW, OH",AG
2325,"PORT ORCHARD, WA",AG
2326,"HORNELL, NY",HMK
2328,GREENVILLE WADE HAMPTON S,AG
2329,"ORANGE, MA",AG
2330,"ROCHESTER, NH",AG
2331,"WATERFORD, CT",HMK
2332,"ST. ALBANS, VT",HMK
2333,APPLE VALLEY CA,HMK
2334,"LANCASTER, PA",AG
2335,"MADISON, WI (E)",HMK
2336,"PLYMOUTH, MA",AG
2337,"ROCKY MOUNT, VA",HMK
2338,"TRAVERSE CITY, MI",HMK
2339,"WEST LAFAYETTE, IN",HMK
2340,"EPHRATA,PA",HMK
2341,"QUINCY, MA",AG
2346,SUPERCENTER TOA BAJA,AG
2348,"JAMES ISLAND, SC",HMK
2350,"WAUSEON, OH",AG
2351,"CATSKILL, NY",AG
2352,"CAMBRIDGE, MN",HMK
2354,"ROCHESTER HILLS, MI",HMK
2355,"CLARENCE, NY",AG
2357,"GERMANTOWN, MD",HMK
2358,"ALPENA, MI",HMK
2359,"ASHTABULA, OH",AG
2360,"ATLANTA (N), GA",HMK
2361,"NORTH CANTON, OH",AG
2362,"CLEVELAND HEIGHTS, OH",AG
2365,"MT POCONO, PA",HMK
2366,"NORTH ATTLEBORO, MA",HMK
2367,"PINE CITY, MN",AG
2368,"E STROUDSBURG, PA",HMK
2369,"TILTON, NH",HMK
2370,"TROY, NY",AG
2371,"WALLINGFORD, CT",AG
2373,"WARWICK, RI",HMK
2385,"AUBURN, WA",HMK
2386,"WARE, MA",AG
2387,"BRANDON, (W) FL",HMK
2388,"PORTLAND, IN",HMK
2391,PORT RICHEY FL,AG
2392,SARASOTA BEE RIDGE & BENE,AG
2393,"MOORE (E), OK",HMK
2394,"OKLAHOMA CITY (C), OK",HMK
2395,TULSA (RIVER),HMK
2396,BOYNTON BEACH FL,AG
2397,"MANSFIELD, TX",HMK
2398,"NEWINGTON, NH",HMK
2399,"MANCHESTER, NH",HMK
2400,"CHILLICOTHE, OH",AG
2401,"DUARTE, CA",HMK
2402,"ELKO, NV",HMK
2403,"PUYALLUP, WA",HMK
2404,"SAN ANTONIO, TX",HMK
2405,"HAMBURG, NY",HMK
2406,DELRAY SOUTH FL,AG
2412,"ELLICOTT CITY, MD",AG
2414,CARY HARRISON NC,AG
2417,"PETOSKEY,MI",HMK
2418,PLACERVILLE CA,AG
2419,"REHOBOTH BEACH, DE",AG
2420,"BELLE VERNON, PA",AG
2421,"ST CROIX FALLS, WI",HMK
2422,"ST HELENS, OR",HMK
2423,CAROLINA (RACETRACK) PR,AG
2424,"TICONDEROGA, NY",AG
2425,COLLINSVILLE BELT LINE IL,HMK
2426,"COLUMBUS (SW), OH",AG
2427,"DALLAS, TX",HMK
2428,"NEWTON, KS",HMK
2429,"SPRINGFIELD, OH",AG
2431,SEARCY W AR,AG
2432,LINCOLN 27TH & GRAINGER N,AG
2433,GARLAND TX,HMK
2434,"IRON MOUNTAIN, MI",AG
2435,"DUNDALK, MD",AG
2436,"ELDERSBURG, MD",HMK
2437,"WARRENTON, VA",HMK
2438,"STAFFORD, VA",AG
2439,BAYTOWN TX,AG
2440,"SYLVA, NC",AG
2441,"HAMILTON, OH",AG
2442,KANSAS CITY ANTIOCH MO,HMK
2443,SIOUX FALLS S SD,AG
2444,"ONEIDA, NY",HMK
2445,"HATFIELD, PA",HMK
2446,"QUAKERTOWN, PA",HMK
2447,"CINCINNATI, OH",AG
2448,COTTAGE GROVE MN,HMK
2449,"CAGUAS, PR",AG
2450,"BELLINGHAM, WA",HMK
2451,ALBUQUERQUE SAN MATEO NM,HMK
2452,"MILWAUKEE, WI",HMK
2453,"FALLON,NV",HMK
2455,GREAT FALLS MT,HMK
2457,"RANCHO CORDOVA, CA",HMK
2458,"SALINAS, CA",HMK
2459,"SARASOTA (S), FL",HMK
2460,"SEAFORD,DE",AG
2463,FRISCO STONEBROOK & 423 T,AG
2464,SACRAMENTO DELTA SHORES C,AG
2465,AUGUSTA WINDSOR GA,AG
2468,ROHNERT PARK CA,AG
2469,"LONGVIEW, WA",HMK
2471,"COLUMBUS, (NW) OH",AG
2472,"WINSTON-SALEM, NC",AG
2473,"HILO, HI",AG
2474,"KEYSER, WV",HMK
2475,"CONYERS, GA",AG
2476,"COLLEGE PLACE, WA",AG
2477,"ROSEBURG, OR",HMK
2479,"SAN DIEGO, CA",AG
2480,"HONESDALE, PA",AG
2481,"SHAMOKIN, PA",AG
2482,"MESA (W), AZ",HMK
2483,LAS VEGAS BLUE DIAMOND NV,HMK
2484,"CLEWISTON, FL",AG
2485,"PONDERAY, ID",HMK
2486,SAN JOSE CA,HMK
2487,CORONA 6TH STREET CA,AG
2488,DECATUR AL,AG
2490,"ROELAND PARK, KS",HMK
2491,"DANVILLE, IL",AG
2492,"PENDLETON,OR",HMK
2493,"GRAND RAPIDS, MI",HMK
2494,"OCEANSIDE (WEST), CA",AG
2495,WESTMINSTER CA,HMK
2496,"BOONE, NC",HMK
2497,"PHILLIPSBURG, NJ",AG
2499,WINDERMERE FL,AG
2501,"BAYAMON, PR",AG
2502,LATROBE PA,AG
2503,HACKETTSTOWN NJ,AG
2504,"KINGSTON,NY",HMK
2505,"MISSOURI CITY, TX",HMK
2506,"RAVENNA, OH",AG
2507,"SANTA MARIA, CA",HMK
2508,"BOISE, ID",HMK
2509,"CHILTON, WI",HMK
2510,"MINOCQUA,WI",AG
2511,"AMERICAN FORK, UT",AG
2512,"PHOENIX (N), AZ",AG
2513,"DAHLONEGA, GA",HMK
2514,"POCOMOKE CITY, MD",HMK
2515,"PHOENIX (E), AZ",HMK
2516,"RENTON, WA",HMK
2517,"SANTA ANA, CA",HMK
2518,"HAMILTON, NJ 11-11-02",HMK
2519,"SHREWSBURY, PA",AG
2520,"FREDERICKSBURG (E), VA",AG
2522,"ESCANABA, MI",AG
2523,"BREA, CA",AG
2526,"PORTER RANCH, CA",AG
2527,"SAN CLEMENTE, CA",AG
2528,"MILL HALL, PA",AG
2529,"VIRGINIA BEACH, VA",AG
2530,"RUTLAND, VT",AG
2531,"TOWN OF CORDLANDT, NY",AG
2532,"BELOIT, WI",AG
2533,"GULF BREEZE, FL",AG
2534,"DOTHAN (S), AL",AG
2535,"SAINT CLAIR, PA",HMK
2536,"TULARE, CA",AG
2537,"REDDING, CA",HMK
2538,"EUGENE, OR",HMK
2539,"SPOKANE, WA",HMK
2540,"CLARION, PA",AG
2541,"ALLIANCE, OH",AG
2542,"OTTAWA, OH",AG
2543,"PITTSTON, PA",HMK
2544,"PORTAGE, IN",AG
2545,"MARINETTE, WI",AG
2546,"ORANGE, CA",HMK
2547,"THOMPSON, NY",HMK
2548,"SOUTH WILLIAMSON, KY",AG
2549,"SPOKANE, WA",AG
2550,"VANCOUVER (E),WA",HMK
2551,"MOUNT AIRY, MD",AG
2553,"WINDSOR, CA",HMK
2554,"AVONDALE, AZ",HMK
2555,"NEW CASTLE, DE",AG
2556,"ARROYO GRANDE, CA",AG
2557,"BAKERSFIELD, CA EF",AG
2558,STERLING HEIGHTS MI,HMK
2559,"STERLING HEIGHTS, MI",HMK
2560,"BERLIN, MD",AG
2561,"ERIE (W), PA",AG
2562,"GOODLAND, KS",HMK
2563,"PAOLI, IN",AG
2564,"LURAY, VA",AG
2565,"MADISON HEIGHTS, VA",HMK
2566,"CHARLES TOWN, WV",HMK
2567,"GRANDVILLE, MI",AG
2568,"PANORAMA CITY, CA",AG
2571,"FEDERAL WAY, WA",AG
2572,"WAVERLY, OH",AG
2574,"CARLISLE, PA",HMK
2575,"CONWAY (S), AR",AG
2576,"CROSS LANES, WV",AG
2577,"HUNT VALLEY, MD",AG
2579,"CHADRON, NE",AG
2580,"CLINTON, NC",HMK
2581,"CAMILLUS, NY",HMK
2582,"CLINTON, NJ",HMK
2583,"UNIONDALE (LI), NY",AG
2584,"TUCKER, GA",HMK
2585,"STRATFORD, CT",HMK
2586,"CHEEKTOWAGA, NY",AG
2587,"CABOT, AR",HMK
2588,"NORTH VERSAILLES,PA",HMK
2590,HILLSBORO OR,AG
2591,"PEMBROKE PINES, FL",AG
2592,"NORTH LAS VEGAS, NV",HMK
2593,"LAS VEGAS, (S), NV",AG
2594,"LYNNWOOD, WA",HMK
2595,MARYSVILLE WA,AG
2596,"MOUNT VERNON, WA",HMK
2597,"FRANKLIN, PA",AG
2598,"SACRAMENTO, CA",AG
2599,"SAN ANTONIO (NW), TX",HMK
2600,"CHESTERFIELD, MO",HMK
2603,"GIBSONIA, PA",AG
