Store Nbr,Dept Subcategory Description,Week 30 ,Week 31 ,Week 32 ,Week 33 ,Week 34 ,Week 35,Week 36 ,Week 37 ,Week 38 ,Week 39 ,Week 40 ,Week 41,Week 42 ,Week 43 ,Week 44,Week 45 ,Week 46,Week 47 ,Week 48 ,Week 49 ,Week 50 ,Week 51 ,Week 52 
1230,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,FULL SIZE GAS GRILLS,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1230,FULL SIZE GRIDDLES,2,1,1,1,1,1,0,0,0,0,1,2,1,1,0,2,1,1,0,0,0,0,0
1230,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
1231,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,FULL SIZE GAS GRILLS,11,8,7,6,5,5,4,4,4,3,3,3,3,3,4,3,3,2,2,3,3,2,4
1231,FULL SIZE GRIDDLES,3,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2
1231,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1232,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,FULL SIZE GAS GRILLS,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1232,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,0,2,2,2,1,2,1,1,1,1,1,2,2
1232,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
1233,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1233,FULL SIZE GRIDDLES,2,2,2,2,2,3,2,2,2,2,3,5,4,3,3,5,3,3,1,1,1,0,1
1233,FULL SIZE PELLET GRILLS,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1234,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,FULL SIZE GAS GRILLS,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1234,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,0,1,4,2,1,3,1,1,1,1,1,1,1
1234,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1235,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,FULL SIZE GAS GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,1,0,0,0,0,0
1235,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1236,FULL SIZE GRIDDLES,1,1,1,1,0,0,0,0,0,0,1,2,2,1,1,2,2,0,0,0,0,1,1
1236,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1237,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,0,0,0,1,1
1237,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1238,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,FULL SIZE GAS GRILLS,6,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2
1238,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,1,0,0,0,0,0
1238,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,FULL SIZE GAS GRILLS,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1239,FULL SIZE GRIDDLES,2,1,1,1,1,1,2,2,1,1,1,3,2,3,3,4,1,1,1,1,1,1,1
1239,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
1240,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,FULL SIZE GAS GRILLS,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1240,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,2,1,1,0,0,0,0,1
1240,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
1241,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,FULL SIZE GAS GRILLS,6,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
1241,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,4,2,2,2,5,1,2,1,1,1,1,1
1241,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1242,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,FULL SIZE GAS GRILLS,5,4,3,3,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2
1242,FULL SIZE GRIDDLES,2,2,2,2,2,3,2,2,2,2,5,3,3,4,2,6,2,2,1,1,1,1,1
1242,FULL SIZE PELLET GRILLS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,FULL SIZE GAS GRILLS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,0,1,0,1,1
1243,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1244,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1244,FULL SIZE GRIDDLES,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,4,0,0,0,0,1,1,1
1244,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1245,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,FULL SIZE GAS GRILLS,7,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2
1245,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2
1245,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1247,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,FULL SIZE GAS GRILLS,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1247,FULL SIZE GRIDDLES,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,7,2,3,1,1,1,1,1
1247,FULL SIZE PELLET GRILLS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1248,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,FULL SIZE GAS GRILLS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
1248,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1249,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,FULL SIZE GAS GRILLS,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1249,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0,1,2,1,0,0,0,1,1
1249,FULL SIZE PELLET GRILLS,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1252,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1252,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
1252,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,FULL SIZE GAS GRILLS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,0,0,0,0,1
1253,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,4,1,1,1,1,1,1,1
1254,FULL SIZE PELLET GRILLS,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1255,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,FULL SIZE GRIDDLES,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,2,1,0,0,0,1,1
1255,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,FULL SIZE GAS GRILLS,6,4,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2
1256,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1
1256,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,FULL SIZE GAS GRILLS,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1257,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0
1257,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,FULL SIZE GAS GRILLS,5,3,3,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1
1259,FULL SIZE GRIDDLES,2,3,3,3,3,3,2,2,2,2,3,3,4,3,3,7,2,3,1,1,1,0,1
1259,FULL SIZE PELLET GRILLS,4,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1260,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1260,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,1,1,1,1,1
1260,FULL SIZE PELLET GRILLS,3,2,2,2,2,2,1,1,1,1,1,3,2,2,2,2,2,1,1,1,1,1,2
1261,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1261,FULL SIZE GRIDDLES,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,3,2,1,0,1,0,0,1
1261,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
1263,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1263,FULL SIZE GRIDDLES,3,2,2,1,1,1,1,1,1,1,1,3,4,2,2,4,1,2,1,2,2,1,2
1263,FULL SIZE PELLET GRILLS,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,FULL SIZE GAS GRILLS,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264,FULL SIZE GRIDDLES,2,1,1,1,1,1,3,3,1,1,2,1,3,3,3,5,3,1,0,1,1,0,1
1264,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
1265,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,FULL SIZE GAS GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,FULL SIZE GAS GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,2,1,0,0,0,0,0
1266,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,FULL SIZE GAS GRILLS,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,FULL SIZE GRIDDLES,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,2,1,1,0,1,1,1,1
1267,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,FULL SIZE GAS GRILLS,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,2,1,1,1,1,2,2,1,0,0,0,0,1
1268,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1270,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1270,FULL SIZE GRIDDLES,1,1,1,1,0,1,0,0,0,0,0,1,2,1,1,2,1,1,0,1,1,1,1
1270,FULL SIZE PELLET GRILLS,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1271,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1271,FULL SIZE GRIDDLES,1,1,1,1,1,0,0,0,0,0,1,2,2,1,1,2,1,1,0,0,1,1,1
1271,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1272,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,FULL SIZE GAS GRILLS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1
1272,FULL SIZE PELLET GRILLS,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
1273,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,FULL SIZE GAS GRILLS,6,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1273,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1273,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1274,FULL SIZE GAS GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0
1274,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1275,FULL SIZE GRIDDLES,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1
1275,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1276,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,1,0,0,0,0,0
1276,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,FULL SIZE GAS GRILLS,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1277,FULL SIZE GRIDDLES,1,1,1,0,0,0,0,0,0,0,0,2,3,1,1,3,1,1,0,1,0,0,1
1277,FULL SIZE PELLET GRILLS,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1279,FULL SIZE GAS GRILLS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,FULL SIZE GRIDDLES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
1279,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,FULL SIZE GAS GRILLS,7,5,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1280,FULL SIZE GRIDDLES,3,1,1,1,1,1,1,1,1,1,1,3,0,1,1,2,1,1,1,1,1,1,1
1280,FULL SIZE PELLET GRILLS,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
1281,COMBO GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,FULL SIZE GAS GRILLS,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1281,FULL SIZE GRIDDLES,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,0,1,1,1,1,1
1281,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1282,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,FULL SIZE GAS GRILLS,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,1,0,1,1,1,1
1282,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,FULL SIZE GAS GRILLS,4,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1283,FULL SIZE GRIDDLES,1,1,1,1,1,1,0,1,0,0,1,2,2,1,1,1,3,1,1,1,1,1,1
1283,FULL SIZE PELLET GRILLS,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1284,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,FULL SIZE GAS GRILLS,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1
1284,FULL SIZE GRIDDLES,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,1,1,1,1,1
1284,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1285,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
1285,FULL SIZE GRIDDLES,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,3,2,2,1,1,1,0,1
1285,FULL SIZE PELLET GRILLS,3,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
1286,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,FULL SIZE GAS GRILLS,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,1
1286,FULL SIZE PELLET GRILLS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,FULL SIZE GAS GRILLS,3,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1287,FULL SIZE GRIDDLES,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,2,0,0,0,0,0
1287,FULL SIZE PELLET GRILLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,FULL SIZE GAS GRILLS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1288,FULL SIZE GRIDDLES,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,2,1,1,0,0,0,0,0
1288,FULL SIZE PELLET GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,FULL SIZE GAS GRILLS,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1289,FULL SIZE GRIDDLES,2,1,1,1,1,1,2,2,1,1,1,2,3,2,2,4,2,1,1,1,1,1,1
1289,FULL SIZE PELLET GRILLS,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1290,COMBO GRILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,FULL SIZE GAS GRILLS,5,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
1290,FULL SIZE GRIDDLES,2,2,2,2,2,2,2,1,2,2,2,4,3,2,2,6,1,2,0,0,0,1,1
1290,FULL SIZE PELLET GRILLS,2,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
1291,COMBO GRILLS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,FULL SIZE GAS GRILLS,4,3,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2
1291,FULL SIZE GRIDDLES,3,3,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2
