Store Nbr,Prime Item Nbr,Prime Item Desc,Curr Str On Hand Qty
4378,598086032,CC LINK II RED,1 
4381,598086032,CC LINK II RED,4 
4436,598086032,CC LINK II RED,1 
4553,598086032,CC LINK II RED,1 
4599,598086032,CC LINK II RED,1 
4616,598086032,CC LINK II RED,1 
5046,598086032,CC LINK II RED,1 
5058,598086032,CC LINK II RED,1 
5072,598086032,CC LINK II RED,2 
5144,598086032,CC LINK II RED,4 
5185,598086032,CC LINK II RED,4 
5186,598086032,CC LINK II RED,4 
5876,598086032,CC LINK II RED,1 
7129,598086032,CC LINK II RED,1 
2,650684187,CC ZMAX 11,6 
4,650684187,CC ZMAX 11,9 
14,650684187,CC ZMAX 11,7 
25,650684187,CC ZMAX 11,3 
27,650684187,CC ZMAX 11,4 
35,650684187,CC ZMAX 11,8 
36,650684187,CC ZMAX 11,7 
38,650684187,CC ZMAX 11,11 
45,650684187,CC ZMAX 11,2 
49,650684187,CC ZMAX 11,3 
52,650684187,CC ZMAX 11,9 
59,650684187,CC ZMAX 11,6 
70,650684187,CC ZMAX 11,7 
75,650684187,CC ZMAX 11,6 
87,650684187,CC ZMAX 11,10 
95,650684187,CC ZMAX 11,2 
123,650684187,CC ZMAX 11,5 
124,650684187,CC ZMAX 11,8 
130,650684187,CC ZMAX 11,7 
131,650684187,CC ZMAX 11,9 
141,650684187,CC ZMAX 11,10 
145,650684187,CC ZMAX 11,5 
150,650684187,CC ZMAX 11,6 
151,650684187,CC ZMAX 11,6 
178,650684187,CC ZMAX 11,5 
188,650684187,CC ZMAX 11,5 
192,650684187,CC ZMAX 11,7 
200,650684187,CC ZMAX 11,6 
214,650684187,CC ZMAX 11,8 
231,650684187,CC ZMAX 11,7 
232,650684187,CC ZMAX 11,8 
237,650684187,CC ZMAX 11,11 
253,650684187,CC ZMAX 11,4 
262,650684187,CC ZMAX 11,6 
264,650684187,CC ZMAX 11,9 
287,650684187,CC ZMAX 11,12 
298,650684187,CC ZMAX 11,3 
307,650684187,CC ZMAX 11,8 
329,650684187,CC ZMAX 11,6 
332,650684187,CC ZMAX 11,3 
335,650684187,CC ZMAX 11,9 
340,650684187,CC ZMAX 11,5 
355,650684187,CC ZMAX 11,6 
359,650684187,CC ZMAX 11,9 
372,650684187,CC ZMAX 11,7 
386,650684187,CC ZMAX 11,5 
392,650684187,CC ZMAX 11,3 
399,650684187,CC ZMAX 11,8 
410,650684187,CC ZMAX 11,5 
417,650684187,CC ZMAX 11,8 
431,650684187,CC ZMAX 11,7 
448,650684187,CC ZMAX 11,6 
450,650684187,CC ZMAX 11,6 
459,650684187,CC ZMAX 11,5 
467,650684187,CC ZMAX 11,7 
491,650684187,CC ZMAX 11,5 
494,650684187,CC ZMAX 11,5 
495,650684187,CC ZMAX 11,11 
499,650684187,CC ZMAX 11,9 
501,650684187,CC ZMAX 11,1 
511,650684187,CC ZMAX 11,12 
526,650684187,CC ZMAX 11,4 
544,650684187,CC ZMAX 11,6 
548,650684187,CC ZMAX 11,5 
556,650684187,CC ZMAX 11,3 
575,650684187,CC ZMAX 11,5 
578,650684187,CC ZMAX 11,11 
585,650684187,CC ZMAX 11,5 
588,650684187,CC ZMAX 11,9 
589,650684187,CC ZMAX 11,4 
593,650684187,CC ZMAX 11,9 
599,650684187,CC ZMAX 11,7 
611,650684187,CC ZMAX 11,6 
614,650684187,CC ZMAX 11,7 
615,650684187,CC ZMAX 11,6 
616,650684187,CC ZMAX 11,7 
630,650684187,CC ZMAX 11,7 
634,650684187,CC ZMAX 11,7 
639,650684187,CC ZMAX 11,8 
645,650684187,CC ZMAX 11,3 
657,650684187,CC ZMAX 11,9 
663,650684187,CC ZMAX 11,9 
670,650684187,CC ZMAX 11,6 
671,650684187,CC ZMAX 11,6 
672,650684187,CC ZMAX 11,14 
677,650684187,CC ZMAX 11,9 
680,650684187,CC ZMAX 11,8 
685,650684187,CC ZMAX 11,8 
686,650684187,CC ZMAX 11,6 
687,650684187,CC ZMAX 11,9 
692,650684187,CC ZMAX 11,9 
693,650684187,CC ZMAX 11,6 
708,650684187,CC ZMAX 11,8 
710,650684187,CC ZMAX 11,6 
729,650684187,CC ZMAX 11,4 
734,650684187,CC ZMAX 11,5 
739,650684187,CC ZMAX 11,7 
742,650684187,CC ZMAX 11,10 
754,650684187,CC ZMAX 11,7 
766,650684187,CC ZMAX 11,6 
767,650684187,CC ZMAX 11,8 
773,650684187,CC ZMAX 11,4 
775,650684187,CC ZMAX 11,6 
801,650684187,CC ZMAX 11,6 
809,650684187,CC ZMAX 11,4 
810,650684187,CC ZMAX 11,6 
826,650684187,CC ZMAX 11,8 
837,650684187,CC ZMAX 11,4 
854,650684187,CC ZMAX 11,5 
864,650684187,CC ZMAX 11,13 
870,650684187,CC ZMAX 11,7 
877,650684187,CC ZMAX 11,5 
878,650684187,CC ZMAX 11,4 
894,650684187,CC ZMAX 11,6 
899,650684187,CC ZMAX 11,9 
904,650684187,CC ZMAX 11,5 
917,650684187,CC ZMAX 11,9 
922,650684187,CC ZMAX 11,5 
927,650684187,CC ZMAX 11,7 
932,650684187,CC ZMAX 11,7 
966,650684187,CC ZMAX 11,9 
969,650684187,CC ZMAX 11,6 
970,650684187,CC ZMAX 11,6 
981,650684187,CC ZMAX 11,4 
990,650684187,CC ZMAX 11,8 
1010,650684187,CC ZMAX 11,9 
1022,650684187,CC ZMAX 11,9 
1026,650684187,CC ZMAX 11,9 
1027,650684187,CC ZMAX 11,3 
1030,650684187,CC ZMAX 11,8 
1033,650684187,CC ZMAX 11,10 
1034,650684187,CC ZMAX 11,17 
1044,650684187,CC ZMAX 11,6 
1059,650684187,CC ZMAX 11,3 
1060,650684187,CC ZMAX 11,8 
1066,650684187,CC ZMAX 11,7 
1070,650684187,CC ZMAX 11,7 
1072,650684187,CC ZMAX 11,8 
1074,650684187,CC ZMAX 11,6 
1080,650684187,CC ZMAX 11,7 
1082,650684187,CC ZMAX 11,5 
1090,650684187,CC ZMAX 11,3 
1113,650684187,CC ZMAX 11,8 
1121,650684187,CC ZMAX 11,7 
1128,650684187,CC ZMAX 11,4 
1140,650684187,CC ZMAX 11,8 
1149,650684187,CC ZMAX 11,7 
1151,650684187,CC ZMAX 11,7 
1155,650684187,CC ZMAX 11,8 
1165,650684187,CC ZMAX 11,5 
1193,650684187,CC ZMAX 11,10 
1197,650684187,CC ZMAX 11,10 
1200,650684187,CC ZMAX 11,5 
1203,650684187,CC ZMAX 11,6 
1207,650684187,CC ZMAX 11,8 
1209,650684187,CC ZMAX 11,8 
1218,650684187,CC ZMAX 11,7 
1223,650684187,CC ZMAX 11,6 
1229,650684187,CC ZMAX 11,6 
1233,650684187,CC ZMAX 11,3 
1238,650684187,CC ZMAX 11,7 
1242,650684187,CC ZMAX 11,4 
1253,650684187,CC ZMAX 11,9 
1255,650684187,CC ZMAX 11,7 
1263,650684187,CC ZMAX 11,9 
1268,650684187,CC ZMAX 11,3 
1270,650684187,CC ZMAX 11,6 
1271,650684187,CC ZMAX 11,6 
1281,650684187,CC ZMAX 11,4 
1285,650684187,CC ZMAX 11,6 
1290,650684187,CC ZMAX 11,6 
1295,650684187,CC ZMAX 11,7 
1297,650684187,CC ZMAX 11,11 
1298,650684187,CC ZMAX 11,8 
1300,650684187,CC ZMAX 11,8 
1301,650684187,CC ZMAX 11,7 
1304,650684187,CC ZMAX 11,5 
1306,650684187,CC ZMAX 11,6 
1315,650684187,CC ZMAX 11,6 
1317,650684187,CC ZMAX 11,10 
1320,650684187,CC ZMAX 11,7 
1326,650684187,CC ZMAX 11,6 
1327,650684187,CC ZMAX 11,8 
1345,650684187,CC ZMAX 11,6 
1348,650684187,CC ZMAX 11,8 
1354,650684187,CC ZMAX 11,6 
1355,650684187,CC ZMAX 11,7 
1357,650684187,CC ZMAX 11,3 
1358,650684187,CC ZMAX 11,11 
1362,650684187,CC ZMAX 11,3 
1367,650684187,CC ZMAX 11,4 
1371,650684187,CC ZMAX 11,5 
1375,650684187,CC ZMAX 11,7 
1376,650684187,CC ZMAX 11,4 
1378,650684187,CC ZMAX 11,5 
1382,650684187,CC ZMAX 11,9 
1385,650684187,CC ZMAX 11,9 
1392,650684187,CC ZMAX 11,8 
1411,650684187,CC ZMAX 11,6 
1444,650684187,CC ZMAX 11,6 
1446,650684187,CC ZMAX 11,7 
1451,650684187,CC ZMAX 11,5 
1454,650684187,CC ZMAX 11,5 
1458,650684187,CC ZMAX 11,9 
1460,650684187,CC ZMAX 11,3 
1464,650684187,CC ZMAX 11,4 
1465,650684187,CC ZMAX 11,8 
1477,650684187,CC ZMAX 11,6 
1492,650684187,CC ZMAX 11,9 
1500,650684187,CC ZMAX 11,7 
1502,650684187,CC ZMAX 11,8 
1505,650684187,CC ZMAX 11,4 
1507,650684187,CC ZMAX 11,7 
1510,650684187,CC ZMAX 11,9 
1522,650684187,CC ZMAX 11,7 
1524,650684187,CC ZMAX 11,6 
1526,650684187,CC ZMAX 11,4 
1535,650684187,CC ZMAX 11,10 
1536,650684187,CC ZMAX 11,5 
1539,650684187,CC ZMAX 11,8 
1564,650684187,CC ZMAX 11,10 
1567,650684187,CC ZMAX 11,6 
1568,650684187,CC ZMAX 11,7 
1570,650684187,CC ZMAX 11,7 
1571,650684187,CC ZMAX 11,5 
1585,650684187,CC ZMAX 11,5 
1590,650684187,CC ZMAX 11,6 
1605,650684187,CC ZMAX 11,9 
1607,650684187,CC ZMAX 11,9 
1620,650684187,CC ZMAX 11,7 
1626,650684187,CC ZMAX 11,7 
1627,650684187,CC ZMAX 11,6 
1654,650684187,CC ZMAX 11,7 
1662,650684187,CC ZMAX 11,3 
1665,650684187,CC ZMAX 11,7 
1667,650684187,CC ZMAX 11,7 
1669,650684187,CC ZMAX 11,9 
1677,650684187,CC ZMAX 11,6 
1707,650684187,CC ZMAX 11,6 
1739,650684187,CC ZMAX 11,7 
1742,650684187,CC ZMAX 11,7 
1745,650684187,CC ZMAX 11,4 
1772,650684187,CC ZMAX 11,6 
1774,650684187,CC ZMAX 11,8 
1782,650684187,CC ZMAX 11,6 
1788,650684187,CC ZMAX 11,7 
1794,650684187,CC ZMAX 11,8 
1798,650684187,CC ZMAX 11,5 
1799,650684187,CC ZMAX 11,5 
1819,650684187,CC ZMAX 11,5 
1830,650684187,CC ZMAX 11,5 
1833,650684187,CC ZMAX 11,7 
1834,650684187,CC ZMAX 11,9 
1835,650684187,CC ZMAX 11,6 
1842,650684187,CC ZMAX 11,6 
1856,650684187,CC ZMAX 11,7 
1871,650684187,CC ZMAX 11,5 
1872,650684187,CC ZMAX 11,9 
1880,650684187,CC ZMAX 11,10 
1885,650684187,CC ZMAX 11,5 
1931,650684187,CC ZMAX 11,8 
1934,650684187,CC ZMAX 11,7 
1935,650684187,CC ZMAX 11,10 
1978,650684187,CC ZMAX 11,6 
1986,650684187,CC ZMAX 11,6 
1994,650684187,CC ZMAX 11,3 
2005,650684187,CC ZMAX 11,5 
2019,650684187,CC ZMAX 11,8 
2027,650684187,CC ZMAX 11,6 
2036,650684187,CC ZMAX 11,11 
2046,650684187,CC ZMAX 11,6 
2047,650684187,CC ZMAX 11,5 
2048,650684187,CC ZMAX 11,8 
2049,650684187,CC ZMAX 11,10 
2056,650684187,CC ZMAX 11,4 
2074,650684187,CC ZMAX 11,10 
2078,650684187,CC ZMAX 11,8 
2083,650684187,CC ZMAX 11,5 
2086,650684187,CC ZMAX 11,7 
2089,650684187,CC ZMAX 11,6 
2111,650684187,CC ZMAX 11,4 
2115,650684187,CC ZMAX 11,7 
2116,650684187,CC ZMAX 11,6 
2123,650684187,CC ZMAX 11,8 
2127,650684187,CC ZMAX 11,6 
2138,650684187,CC ZMAX 11,2 
2153,650684187,CC ZMAX 11,6 
2193,650684187,CC ZMAX 11,6 
2199,650684187,CC ZMAX 11,9 
2205,650684187,CC ZMAX 11,8 
2209,650684187,CC ZMAX 11,7 
2224,650684187,CC ZMAX 11,4 
2233,650684187,CC ZMAX 11,6 
2234,650684187,CC ZMAX 11,4 
2244,650684187,CC ZMAX 11,9 
2245,650684187,CC ZMAX 11,6 
2249,650684187,CC ZMAX 11,6 
2257,650684187,CC ZMAX 11,6 
2265,650684187,CC ZMAX 11,7 
2285,650684187,CC ZMAX 11,5 
2310,650684187,CC ZMAX 11,8 
2312,650684187,CC ZMAX 11,6 
2321,650684187,CC ZMAX 11,8 
2330,650684187,CC ZMAX 11,5 
2338,650684187,CC ZMAX 11,13 
2346,650684187,CC ZMAX 11,8 
2405,650684187,CC ZMAX 11,7 
2419,650684187,CC ZMAX 11,7 
2444,650684187,CC ZMAX 11,6 
2460,650684187,CC ZMAX 11,13 
2473,650684187,CC ZMAX 11,11 
2474,650684187,CC ZMAX 11,7 
2475,650684187,CC ZMAX 11,6 
2477,650684187,CC ZMAX 11,16 
2535,650684187,CC ZMAX 11,6 
2546,650684187,CC ZMAX 11,6 
2580,650684187,CC ZMAX 11,8 
2581,650684187,CC ZMAX 11,5 
2596,650684187,CC ZMAX 11,8 
2619,650684187,CC ZMAX 11,8 
2621,650684187,CC ZMAX 11,6 
2631,650684187,CC ZMAX 11,6 
2679,650684187,CC ZMAX 11,11 
2696,650684187,CC ZMAX 11,5 
2711,650684187,CC ZMAX 11,4 
2716,650684187,CC ZMAX 11,6 
2789,650684187,CC ZMAX 11,6 
2838,650684187,CC ZMAX 11,6 
2852,650684187,CC ZMAX 11,6 
2886,650684187,CC ZMAX 11,6 
2891,650684187,CC ZMAX 11,12 
2894,650684187,CC ZMAX 11,5 
2910,650684187,CC ZMAX 11,6 
2922,650684187,CC ZMAX 11,5 
2929,650684187,CC ZMAX 11,8 
2936,650684187,CC ZMAX 11,6 
3208,650684187,CC ZMAX 11,5 
3233,650684187,CC ZMAX 11,11 
3237,650684187,CC ZMAX 11,10 
3259,650684187,CC ZMAX 11,10 
3262,650684187,CC ZMAX 11,8 
3290,650684187,CC ZMAX 11,11 
3297,650684187,CC ZMAX 11,6 
3331,650684187,CC ZMAX 11,9 
3371,650684187,CC ZMAX 11,3 
3380,650684187,CC ZMAX 11,10 
3428,650684187,CC ZMAX 11,3 
3473,650684187,CC ZMAX 11,6 
3474,650684187,CC ZMAX 11,4 
3486,650684187,CC ZMAX 11,7 
3548,650684187,CC ZMAX 11,11 
3561,650684187,CC ZMAX 11,5 
3571,650684187,CC ZMAX 11,6 
3581,650684187,CC ZMAX 11,7 
3589,650684187,CC ZMAX 11,9 
3590,650684187,CC ZMAX 11,5 
3609,650684187,CC ZMAX 11,5 
3632,650684187,CC ZMAX 11,6 
3645,650684187,CC ZMAX 11,10 
3747,650684187,CC ZMAX 11,8 
3792,650684187,CC ZMAX 11,6 
3802,650684187,CC ZMAX 11,5 
3829,650684187,CC ZMAX 11,7 
3857,650684187,CC ZMAX 11,4 
3864,650684187,CC ZMAX 11,8 
3897,650684187,CC ZMAX 11,9 
4274,650684187,CC ZMAX 11,5 
4333,650684187,CC ZMAX 11,5 
4334,650684187,CC ZMAX 11,6 
4352,650684187,CC ZMAX 11,6 
4381,650684187,CC ZMAX 11,11 
4383,650684187,CC ZMAX 11,6 
4420,650684187,CC ZMAX 11,3 
4588,650684187,CC ZMAX 11,8 
4637,650684187,CC ZMAX 11,5 
4664,650684187,CC ZMAX 11,6 
4865,650684187,CC ZMAX 11,7 
5055,650684187,CC ZMAX 11,6 
5063,650684187,CC ZMAX 11,5 
5065,650684187,CC ZMAX 11,5 
5087,650684187,CC ZMAX 11,7 
5151,650684187,CC ZMAX 11,5 
5173,650684187,CC ZMAX 11,8 
5185,650684187,CC ZMAX 11,3 
5196,650684187,CC ZMAX 11,3 
5260,650684187,CC ZMAX 11,5 
5331,650684187,CC ZMAX 11,6 
5361,650684187,CC ZMAX 11,8 
5373,650684187,CC ZMAX 11,6 
5374,650684187,CC ZMAX 11,6 
5390,650684187,CC ZMAX 11,5 
5403,650684187,CC ZMAX 11,5 
5410,650684187,CC ZMAX 11,9 
5420,650684187,CC ZMAX 11,6 
5422,650684187,CC ZMAX 11,9 
5450,650684187,CC ZMAX 11,8 
5481,650684187,CC ZMAX 11,6 
5703,650684187,CC ZMAX 11,3 
5879,650684187,CC ZMAX 11,5 
5911,650684187,CC ZMAX 11,5 
6395,650684187,CC ZMAX 11,6 
6951,650684187,CC ZMAX 11,5 
7181,650684187,CC ZMAX 11,9 
2,650745779,CC ZMAX 5G,5 
4,650745779,CC ZMAX 5G,8 
11,650745779,CC ZMAX 5G,7 
14,650745779,CC ZMAX 5G,4 
25,650745779,CC ZMAX 5G,4 
27,650745779,CC ZMAX 5G,4 
35,650745779,CC ZMAX 5G,3 
36,650745779,CC ZMAX 5G,5 
38,650745779,CC ZMAX 5G,5 
43,650745779,CC ZMAX 5G,6 
45,650745779,CC ZMAX 5G,6 
49,650745779,CC ZMAX 5G,3 
52,650745779,CC ZMAX 5G,5 
59,650745779,CC ZMAX 5G,1 
70,650745779,CC ZMAX 5G,4 
75,650745779,CC ZMAX 5G,7 
87,650745779,CC ZMAX 5G,3 
95,650745779,CC ZMAX 5G,4 
123,650745779,CC ZMAX 5G,4 
124,650745779,CC ZMAX 5G,4 
130,650745779,CC ZMAX 5G,4 
131,650745779,CC ZMAX 5G,3 
141,650745779,CC ZMAX 5G,11 
145,650745779,CC ZMAX 5G,4 
150,650745779,CC ZMAX 5G,6 
151,650745779,CC ZMAX 5G,5 
178,650745779,CC ZMAX 5G,4 
188,650745779,CC ZMAX 5G,5 
192,650745779,CC ZMAX 5G,5 
200,650745779,CC ZMAX 5G,4 
214,650745779,CC ZMAX 5G,3 
231,650745779,CC ZMAX 5G,12 
232,650745779,CC ZMAX 5G,4 
237,650745779,CC ZMAX 5G,3 
253,650745779,CC ZMAX 5G,4 
262,650745779,CC ZMAX 5G,5 
264,650745779,CC ZMAX 5G,5 
287,650745779,CC ZMAX 5G,4 
298,650745779,CC ZMAX 5G,6 
307,650745779,CC ZMAX 5G,7 
309,650745779,CC ZMAX 5G,5 
329,650745779,CC ZMAX 5G,5 
332,650745779,CC ZMAX 5G,3 
335,650745779,CC ZMAX 5G,2 
340,650745779,CC ZMAX 5G,4 
355,650745779,CC ZMAX 5G,5 
359,650745779,CC ZMAX 5G,4 
372,650745779,CC ZMAX 5G,5 
386,650745779,CC ZMAX 5G,5 
392,650745779,CC ZMAX 5G,3 
399,650745779,CC ZMAX 5G,3 
410,650745779,CC ZMAX 5G,5 
417,650745779,CC ZMAX 5G,3 
431,650745779,CC ZMAX 5G,3 
448,650745779,CC ZMAX 5G,3 
450,650745779,CC ZMAX 5G,6 
459,650745779,CC ZMAX 5G,4 
462,650745779,CC ZMAX 5G,9 
467,650745779,CC ZMAX 5G,4 
491,650745779,CC ZMAX 5G,4 
494,650745779,CC ZMAX 5G,3 
495,650745779,CC ZMAX 5G,6 
499,650745779,CC ZMAX 5G,5 
501,650745779,CC ZMAX 5G,6 
505,650745779,CC ZMAX 5G,5 
511,650745779,CC ZMAX 5G,6 
520,650745779,CC ZMAX 5G,4 
526,650745779,CC ZMAX 5G,4 
529,650745779,CC ZMAX 5G,4 
544,650745779,CC ZMAX 5G,6 
547,650745779,CC ZMAX 5G,5 
548,650745779,CC ZMAX 5G,4 
552,650745779,CC ZMAX 5G,4 
556,650745779,CC ZMAX 5G,5 
575,650745779,CC ZMAX 5G,4 
578,650745779,CC ZMAX 5G,7 
585,650745779,CC ZMAX 5G,4 
588,650745779,CC ZMAX 5G,6 
589,650745779,CC ZMAX 5G,4 
593,650745779,CC ZMAX 5G,6 
599,650745779,CC ZMAX 5G,4 
611,650745779,CC ZMAX 5G,4 
614,650745779,CC ZMAX 5G,7 
615,650745779,CC ZMAX 5G,16 
616,650745779,CC ZMAX 5G,4 
630,650745779,CC ZMAX 5G,6 
634,650745779,CC ZMAX 5G,5 
639,650745779,CC ZMAX 5G,6 
645,650745779,CC ZMAX 5G,2 
652,650745779,CC ZMAX 5G,7 
657,650745779,CC ZMAX 5G,6 
663,650745779,CC ZMAX 5G,6 
665,650745779,CC ZMAX 5G,6 
670,650745779,CC ZMAX 5G,6 
671,650745779,CC ZMAX 5G,5 
672,650745779,CC ZMAX 5G,4 
677,650745779,CC ZMAX 5G,6 
680,650745779,CC ZMAX 5G,6 
685,650745779,CC ZMAX 5G,4 
686,650745779,CC ZMAX 5G,4 
687,650745779,CC ZMAX 5G,2 
692,650745779,CC ZMAX 5G,6 
693,650745779,CC ZMAX 5G,2 
708,650745779,CC ZMAX 5G,5 
710,650745779,CC ZMAX 5G,4 
729,650745779,CC ZMAX 5G,5 
734,650745779,CC ZMAX 5G,6 
739,650745779,CC ZMAX 5G,4 
742,650745779,CC ZMAX 5G,6 
754,650745779,CC ZMAX 5G,7 
766,650745779,CC ZMAX 5G,5 
767,650745779,CC ZMAX 5G,7 
772,650745779,CC ZMAX 5G,5 
773,650745779,CC ZMAX 5G,5 
775,650745779,CC ZMAX 5G,4 
801,650745779,CC ZMAX 5G,6 
808,650745779,CC ZMAX 5G,6 
809,650745779,CC ZMAX 5G,2 
810,650745779,CC ZMAX 5G,4 
813,650745779,CC ZMAX 5G,6 
837,650745779,CC ZMAX 5G,3 
854,650745779,CC ZMAX 5G,4 
864,650745779,CC ZMAX 5G,5 
870,650745779,CC ZMAX 5G,3 
877,650745779,CC ZMAX 5G,6 
878,650745779,CC ZMAX 5G,4 
894,650745779,CC ZMAX 5G,4 
899,650745779,CC ZMAX 5G,6 
904,650745779,CC ZMAX 5G,5 
917,650745779,CC ZMAX 5G,6 
922,650745779,CC ZMAX 5G,4 
924,650745779,CC ZMAX 5G,4 
927,650745779,CC ZMAX 5G,3 
932,650745779,CC ZMAX 5G,7 
966,650745779,CC ZMAX 5G,6 
969,650745779,CC ZMAX 5G,6 
970,650745779,CC ZMAX 5G,3 
981,650745779,CC ZMAX 5G,5 
990,650745779,CC ZMAX 5G,5 
1010,650745779,CC ZMAX 5G,6 
1022,650745779,CC ZMAX 5G,3 
1026,650745779,CC ZMAX 5G,6 
1027,650745779,CC ZMAX 5G,4 
1030,650745779,CC ZMAX 5G,8 
1033,650745779,CC ZMAX 5G,5 
1034,650745779,CC ZMAX 5G,3 
1044,650745779,CC ZMAX 5G,3 
1060,650745779,CC ZMAX 5G,6 
1066,650745779,CC ZMAX 5G,5 
1070,650745779,CC ZMAX 5G,5 
1072,650745779,CC ZMAX 5G,6 
1074,650745779,CC ZMAX 5G,4 
1080,650745779,CC ZMAX 5G,4 
1082,650745779,CC ZMAX 5G,3 
1090,650745779,CC ZMAX 5G,3 
1113,650745779,CC ZMAX 5G,5 
1121,650745779,CC ZMAX 5G,4 
1128,650745779,CC ZMAX 5G,5 
1133,650745779,CC ZMAX 5G,8 
1140,650745779,CC ZMAX 5G,6 
1149,650745779,CC ZMAX 5G,4 
1151,650745779,CC ZMAX 5G,3 
1155,650745779,CC ZMAX 5G,8 
1163,650745779,CC ZMAX 5G,4 
1165,650745779,CC ZMAX 5G,3 
1184,650745779,CC ZMAX 5G,6 
1193,650745779,CC ZMAX 5G,6 
1197,650745779,CC ZMAX 5G,5 
1199,650745779,CC ZMAX 5G,5 
1200,650745779,CC ZMAX 5G,9 
1203,650745779,CC ZMAX 5G,5 
1204,650745779,CC ZMAX 5G,3 
1207,650745779,CC ZMAX 5G,5 
1209,650745779,CC ZMAX 5G,4 
1218,650745779,CC ZMAX 5G,1 
1223,650745779,CC ZMAX 5G,3 
1227,650745779,CC ZMAX 5G,1 
1229,650745779,CC ZMAX 5G,3 
1233,650745779,CC ZMAX 5G,4 
1238,650745779,CC ZMAX 5G,6 
1241,650745779,CC ZMAX 5G,3 
1242,650745779,CC ZMAX 5G,4 
1247,650745779,CC ZMAX 5G,5 
1253,650745779,CC ZMAX 5G,9 
1255,650745779,CC ZMAX 5G,6 
1263,650745779,CC ZMAX 5G,5 
1268,650745779,CC ZMAX 5G,3 
1270,650745779,CC ZMAX 5G,4 
1271,650745779,CC ZMAX 5G,3 
1281,650745779,CC ZMAX 5G,6 
1285,650745779,CC ZMAX 5G,4 
1290,650745779,CC ZMAX 5G,2 
1295,650745779,CC ZMAX 5G,4 
1297,650745779,CC ZMAX 5G,6 
1298,650745779,CC ZMAX 5G,4 
1300,650745779,CC ZMAX 5G,5 
1301,650745779,CC ZMAX 5G,4 
1302,650745779,CC ZMAX 5G,5 
1304,650745779,CC ZMAX 5G,7 
1306,650745779,CC ZMAX 5G,4 
1315,650745779,CC ZMAX 5G,5 
1317,650745779,CC ZMAX 5G,6 
1319,650745779,CC ZMAX 5G,3 
1320,650745779,CC ZMAX 5G,5 
1326,650745779,CC ZMAX 5G,3 
1327,650745779,CC ZMAX 5G,6 
1345,650745779,CC ZMAX 5G,5 
1348,650745779,CC ZMAX 5G,4 
1355,650745779,CC ZMAX 5G,5 
1357,650745779,CC ZMAX 5G,3 
1358,650745779,CC ZMAX 5G,4 
1362,650745779,CC ZMAX 5G,5 
1367,650745779,CC ZMAX 5G,4 
1371,650745779,CC ZMAX 5G,3 
1375,650745779,CC ZMAX 5G,5 
1376,650745779,CC ZMAX 5G,3 
1378,650745779,CC ZMAX 5G,6 
1382,650745779,CC ZMAX 5G,8 
1385,650745779,CC ZMAX 5G,6 
1392,650745779,CC ZMAX 5G,6 
1411,650745779,CC ZMAX 5G,4 
1424,650745779,CC ZMAX 5G,4 
1441,650745779,CC ZMAX 5G,4 
1444,650745779,CC ZMAX 5G,3 
1446,650745779,CC ZMAX 5G,5 
1451,650745779,CC ZMAX 5G,4 
1456,650745779,CC ZMAX 5G,4 
1458,650745779,CC ZMAX 5G,6 
1460,650745779,CC ZMAX 5G,3 
1464,650745779,CC ZMAX 5G,4 
1465,650745779,CC ZMAX 5G,6 
1477,650745779,CC ZMAX 5G,3 
1486,650745779,CC ZMAX 5G,5 
1488,650745779,CC ZMAX 5G,5 
1492,650745779,CC ZMAX 5G,9 
1500,650745779,CC ZMAX 5G,6 
1502,650745779,CC ZMAX 5G,6 
1505,650745779,CC ZMAX 5G,3 
1507,650745779,CC ZMAX 5G,3 
1510,650745779,CC ZMAX 5G,4 
1522,650745779,CC ZMAX 5G,6 
1524,650745779,CC ZMAX 5G,4 
1526,650745779,CC ZMAX 5G,3 
1535,650745779,CC ZMAX 5G,6 
1536,650745779,CC ZMAX 5G,5 
1539,650745779,CC ZMAX 5G,5 
1543,650745779,CC ZMAX 5G,6 
1564,650745779,CC ZMAX 5G,6 
1567,650745779,CC ZMAX 5G,3 
1568,650745779,CC ZMAX 5G,4 
1570,650745779,CC ZMAX 5G,5 
1571,650745779,CC ZMAX 5G,5 
1585,650745779,CC ZMAX 5G,5 
1590,650745779,CC ZMAX 5G,4 
1605,650745779,CC ZMAX 5G,7 
1607,650745779,CC ZMAX 5G,6 
1620,650745779,CC ZMAX 5G,5 
1626,650745779,CC ZMAX 5G,6 
1627,650745779,CC ZMAX 5G,5 
1654,650745779,CC ZMAX 5G,3 
1661,650745779,CC ZMAX 5G,4 
1662,650745779,CC ZMAX 5G,3 
1665,650745779,CC ZMAX 5G,5 
1667,650745779,CC ZMAX 5G,4 
1669,650745779,CC ZMAX 5G,5 
1677,650745779,CC ZMAX 5G,2 
1687,650745779,CC ZMAX 5G,6 
1689,650745779,CC ZMAX 5G,4 
1707,650745779,CC ZMAX 5G,3 
1739,650745779,CC ZMAX 5G,5 
1742,650745779,CC ZMAX 5G,4 
1745,650745779,CC ZMAX 5G,2 
1764,650745779,CC ZMAX 5G,6 
1765,650745779,CC ZMAX 5G,5 
1769,650745779,CC ZMAX 5G,6 
1771,650745779,CC ZMAX 5G,4 
1772,650745779,CC ZMAX 5G,6 
1774,650745779,CC ZMAX 5G,5 
1782,650745779,CC ZMAX 5G,5 
1788,650745779,CC ZMAX 5G,2 
