Store,Market,Actual Install Scheduled Date
"REG 23 - Store Lost DR and all Cables from Elo Pack - Re-Visit Needed""",Received at Store,0
2612,505,10/7/2024
4111,65,10/7/2024
3226,65,10/8/2024
1689,376,10/9/2024
3060,140,1/9/2025
1008,378,1/12/2025
1593,202,1/12/2025
4428,294,1/13/2025
2599,86,1/13/2025
1996,553,1/13/2025
2755,140,1/13/2025
1217,294,1/14/2025
1771,202,1/14/2025
26,411,1/14/2025
482,61,1/14/2025
2811,21,1/14/2025
5709,19,1/14/2025
1791,200,1/14/2025
477,119,1/15/2025
898,73,1/15/2025
1412,381,1/15/2025
477,119,1/15/2025
3609,19,1/15/2025
594,19,1/16/2025
385,84,1/19/2025
1046,88,1/20/2025
1054,411,1/20/2025
1710,140,1/20/2025
2131,411,1/20/2025
1067,84,1/21/2025
1508,382,1/21/2025
780,21,1/21/2025
5441,411,1/21/2025
6469,140,1/21/2025
951,85,1/22/2025
1461,381,1/22/2025
1642,202,1/22/2025
874,141,1/22/2025
1802,411,1/22/2025
3201,19,1/22/2025
887,141,1/23/2025
1315,381,1/26/2025
1423,203,1/26/2025
3402,19,1/26/2025
4653,381,1/26/2025
1456,381,1/27/2025
1422,204,1/27/2025
1617,381,1/27/2025
1791,200,1/27/2025
5482,21,1/27/2025
1400,21,1/28/2025
1432,204,1/28/2025
1611,205,1/28/2025
3778,381,1/28/2025
1485,382,1/29/2025
708,140,1/29/2025
1111,21,1/29/2025
1752,204,1/29/2025
1778,381,1/29/2025
1790,197,1/29/2025
2357,280,2/3/2025
3481,282,2/3/2025
3804,293,2/4/2025
3868,127,2/4/2025
3489,281,2/5/2025
1457,381,2/9/2025
1138,441,2/9/2025
1152,426,2/9/2025
1703,280,2/9/2025
1522,320,2/10/2025
2083,320,2/10/2025
2320,468,2/11/2025
2958,439,2/11/2025
1721,418,2/16/2025
1782,216,2/16/2025
1828,439,2/16/2025
1982,439,2/16/2025
2643,422,2/16/2025
3088,424,2/16/2025
5669,442,2/16/2025
1528,415,2/17/2025
1723,413,2/17/2025
1860,284,2/17/2025
2642,423,2/17/2025
2799,508,2/17/2025
3364,422,2/17/2025
3857,441,2/17/2025
5397,438,2/17/2025
1415,421,2/18/2025
1496,415,2/18/2025
1657,425,2/18/2025
1875,282,2/18/2025
2335,441,2/18/2025
1722,421,2/19/2025
2412,293,2/19/2025
2823,216,2/19/2025
4257,425,2/19/2025
1450,316,2/23/2025
1855,423,2/23/2025
2986,439,2/23/2025
3215,320,2/23/2025
1515,442,2/24/2025
1864,422,2/24/2025
1981,508,2/24/2025
1985,283,2/25/2025
2452,444,2/25/2025
2828,435,2/26/2025
1414,384,3/2/2025
2284,173,3/2/2025
611,387,3/3/2025
1380,375,3/3/2025
1397,384,3/3/2025
2900,163,3/3/2025
851,387,3/4/2025
2152,188,3/4/2025
2299,163,3/4/2025
2924,384,3/4/2025
824,385,3/5/2025
1831,191,3/5/2025
2331,162,3/5/2025
5732,190,3/5/2025
2585,173,3/9/2025
3423,385,3/9/2025
3159,577,3/10/2025
5439,173,3/10/2025
5476,165,3/10/2025
873,375,3/11/2025
1959,164,3/11/2025
1977,178,3/11/2025
5447,176,3/11/2025
3212,165,3/12/2025
5095,163,3/12/2025
5293,172,3/12/2025
5295,172,3/12/2025
2371,163,3/16/2025
2547,164,3/16/2025
3598,176,3/16/2025
3339,165,3/17/2025
3469,175,3/17/2025
5294,173,3/17/2025
2164,194,3/18/2025
3520,577,3/18/2025
3795,577,3/19/2025
1326,433,3/23/2025
1997,188,3/24/2025
3395,433,3/24/2025
1940,188,3/25/2025
1943,433,3/25/2025
3278,433,3/25/2025
4358,432,3/25/2025
2656,375,3/26/2025
3267,432,3/26/2025
5361,432,3/26/2025
3739,399,4/1/2025
1964,161,4/1/2025
2443,430,4/1/2025
2781,399,4/2/2025
2885,161,4/2/2025
3872,429,4/2/2025
2283,161,4/6/2025
2861,399,4/6/2025
3237,430,4/6/2025
4232,370,4/6/2025
5753,283,4/6/2025
1535,430,4/7/2025
1581,427,4/7/2025
2147,383,4/7/2025
2747,161,4/7/2025
2862,399,4/7/2025
3765,239,4/7/2025
7032,287,4/7/2025
2373,161,4/8/2025
2634,180,4/8/2025
2831,400,4/8/2025
3093,399,4/8/2025
3259,383,4/8/2025
3648,427,4/8/2025
4352,427,4/8/2025
4865,430,4/8/2025
1873,161,4/9/2025
1905,400,4/9/2025
2073,214,4/9/2025
2259,383,4/9/2025
2369,181,4/9/2025
3472,474,4/9/2025
3734,430,4/9/2025
3875,427,4/9/2025
1761,341,4/10/2025
5841,399,4/10/2025
1538,430,4/13/2025
1924,179,4/13/2025
2316,214,4/13/2025
3301,161,4/13/2025
3602,275,4/13/2025
4412,382,4/13/2025
1329,246,4/14/2025
1932,179,4/14/2025
1956,382,4/14/2025
2225,161,4/14/2025
2362,209,4/14/2025
2923,382,4/14/2025
3853,430,4/14/2025
1520,430,4/15/2025
1557,482,4/15/2025
1852,291,4/15/2025
1856,179,4/15/2025
2142,184,4/15/2025
2608,382,4/15/2025
5092,53,4/15/2025
1695,427,4/22/2025
1698,183,4/22/2025
1901,383,4/22/2025
1930,184,4/22/2025
1939,180,4/22/2025
2399,184,4/22/2025
2538,478,4/22/2025
5368,477,4/22/2025
5396,478,4/22/2025
5440,477,4/22/2025
1545,412,4/23/2025
1784,477,4/23/2025
1817,475,4/23/2025
1872,383,4/23/2025
1907,184,4/23/2025
2055,183,4/23/2025
2202,180,4/23/2025
3239,478,4/23/2025
4395,474,4/23/2025
1649,427,4/24/2025
2084,383,4/24/2025
5935,477,4/24/2025
1483,430,4/27/2025
1543,429,4/27/2025
1636,427,4/27/2025
1788,183,4/27/2025
2069,468,4/27/2025
5076,179,4/27/2025
7199,383,4/27/2025
1565,382,4/28/2025
1834,468,4/28/2025
2046,180,4/28/2025
2153,183,4/28/2025
2455,383,4/28/2025
2990,430,4/28/2025
1567,382,4/29/2025
1685,430,4/29/2025
1868,180,4/29/2025
2330,183,4/29/2025
4247,383,4/29/2025
1317,294,4/30/2025
1534,427,4/30/2025
1604,429,4/30/2025
1749,183,4/30/2025
2033,427,4/30/2025
1500,430,5/1/2025
55,321,5/4/2025
165,46,5/4/2025
666,116,5/4/2025
740,7,5/4/2025
1058,388,5/4/2025
1498,298,5/4/2025
1515,442,5/4/2025
2258,283,5/4/2025
2832,29,5/4/2025
3282,218,5/4/2025
5835,370,5/4/2025
345,46,5/5/2025
388,321,5/5/2025
1091,7,5/5/2025
1191,296,5/5/2025
1519,218,5/5/2025
1825,286,5/5/2025
1864,422,5/5/2025
2512,369,5/5/2025
2534,7,5/5/2025
5669,442,5/5/2025
6190,118,5/5/2025
7181,33,5/5/2025
265,45,5/6/2025
359,322,5/6/2025
604,7,5/6/2025
616,41,5/6/2025
959,95,5/6/2025
1462,7,5/6/2025
2137,296,5/6/2025
2307,403,5/6/2025
2843,95,5/6/2025
3088,424,5/6/2025
3499,442,5/6/2025
3515,218,5/6/2025
5763,403,5/6/2025
5936,283,5/6/2025
6477,370,5/6/2025
887,141,5/7/2025
1063,7,5/7/2025
1275,482,5/7/2025
2335,441,5/7/2025
2928,36,5/7/2025
3284,44,5/7/2025
4262,95,5/7/2025
5118,297,5/7/2025
5330,369,5/7/2025
1888,401,5/7/2025
590,48,5/8/2025
874,141,5/8/2025
990,14,5/8/2025
2554,368,5/8/2025
2712,37,5/8/2025
2958,439,5/8/2025
3435,249,5/8/2025
4272,401,5/8/2025
5292,297,5/8/2025
157,328,5/11/2025
314,5,5/11/2025
497,242,5/11/2025
875,140,5/11/2025
1101,8,5/11/2025
1315,381,5/11/2025
1455,44,5/11/2025
1456,381,5/11/2025
1508,382,5/11/2025
1657,425,5/11/2025
1767,37,5/11/2025
1982,439,5/11/2025
2007,473,5/11/2025
2083,320,5/11/2025
2121,472,5/11/2025
2131,411,5/11/2025
2256,296,5/11/2025
2310,122,5/11/2025
2978,44,5/11/2025
3212,165,5/11/2025
3215,320,5/11/2025
3267,432,5/11/2025
4358,432,5/11/2025
4394,474,5/11/2025
4407,8,5/11/2025
5087,37,5/11/2025
6469,140,5/11/2025
5436,284,5/11/2025
371,48,5/12/2025
431,253,5/12/2025
507,260,5/12/2025
574,37,5/12/2025
578,123,5/12/2025
869,375,5/12/2025
930,8,5/12/2025
1242,294,5/12/2025
1326,433,5/12/2025
1485,382,5/12/2025
1710,140,5/12/2025
1782,216,5/12/2025
1802,411,5/12/2025
2515,370,5/12/2025
2539,474,5/12/2025
2587,326,5/12/2025
2642,423,5/12/2025
2656,375,5/12/2025
2755,140,5/12/2025
2823,216,5/12/2025
3060,140,5/12/2025
3220,405,5/12/2025
3232,403,5/12/2025
3423,385,5/12/2025
3432,49,5/12/2025
3537,467,5/12/2025
4288,379,5/12/2025
5397,438,5/12/2025
5476,165,5/12/2025
5872,15,5/12/2025
2555,284,5/12/2025
1089,120,5/12/2025
143,253,5/13/2025
180,46,5/13/2025
412,45,5/13/2025
480,275,5/13/2025
483,8,5/13/2025
493,259,5/13/2025
625,36,5/13/2025
680,123,5/13/2025
706,89,5/13/2025
723,7,5/13/2025
814,107,5/13/2025
873,375,5/13/2025
984,376,5/13/2025
1068,92,5/13/2025
1440,403,5/13/2025
1461,381,5/13/2025
1606,119,5/13/2025
1778,381,5/13/2025
2194,283,5/13/2025
2438,291,5/13/2025
2986,439,5/13/2025
3218,467,5/13/2025
3289,124,5/13/2025
3395,433,5/13/2025
3469,175,5/13/2025
3581,216,5/13/2025
4284,380,5/13/2025
5244,324,5/13/2025
5429,368,5/13/2025
5441,411,5/13/2025
1741,284,5/13/2025
85,324,5/14/2025
240,47,5/14/2025
251,45,5/14/2025
410,146,5/14/2025
481,273,5/14/2025
630,38,5/14/2025
702,259,5/14/2025
728,29,5/14/2025
759,116,5/14/2025
824,385,5/14/2025
851,387,5/14/2025
980,378,5/14/2025
1036,294,5/14/2025
1054,411,5/14/2025
1138,441,5/14/2025
1397,384,5/14/2025
1492,376,5/14/2025
1682,288,5/14/2025
2037,472,5/14/2025
2319,471,5/14/2025
2437,286,5/14/2025
2595,471,5/14/2025
3262,216,5/14/2025
3364,422,5/14/2025
3486,218,5/14/2025
3620,403,5/14/2025
3705,467,5/14/2025
3789,401,5/14/2025
4318,8,5/14/2025
5329,370,5/14/2025
5433,325,5/14/2025
5447,176,5/14/2025
4166,121,5/14/2025
26,411,5/15/2025
261,325,5/15/2025
550,273,5/15/2025
655,253,5/15/2025
687,121,5/15/2025
1132,298,5/15/2025
1164,41,5/15/2025
1406,286,5/15/2025
1687,288,5/15/2025
1748,33,5/15/2025
2123,47,5/15/2025
2207,403,5/15/2025
2751,380,5/15/2025
2934,273,5/15/2025
3454,401,5/15/2025
3795,577,5/15/2025
4278,317,5/15/2025
4460,324,5/15/2025
5033,378,5/15/2025
5348,8,5/15/2025
5361,432,5/15/2025
5626,367,5/15/2025
119,328,5/18/2025
334,275,5/18/2025
627,38,5/18/2025
938,8,5/18/2025
1053,242,5/18/2025
1380,375,5/18/2025
1412,381,5/18/2025
1522,320,5/18/2025
1842,298,5/18/2025
2196,472,5/18/2025
2533,14,5/18/2025
2865,474,5/18/2025
3159,577,5/18/2025
3251,218,5/18/2025
3366,401,5/18/2025
2224,181,5/18/2025
2,322,5/19/2025
430,253,5/19/2025
571,260,5/19/2025
700,8,5/19/2025
1123,35,5/19/2025
1617,381,5/19/2025
1730,287,5/19/2025
2016,473,5/19/2025
2309,221,5/19/2025
2452,444,5/19/2025
2594,471,5/19/2025
2605,218,5/19/2025
2729,378,5/19/2025
2924,384,5/19/2025
3520,577,5/19/2025
4208,401,5/19/2025
4653,381,5/19/2025
5254,297,5/19/2025
2332,181,5/19/2025
296,325,5/20/2025
584,260,5/20/2025
693,259,5/20/2025
1140,259,5/20/2025
1414,384,5/20/2025
1457,381,5/20/2025
1564,218,5/20/2025
1579,296,5/20/2025
1655,482,5/20/2025
1947,473,5/20/2025
1977,178,5/20/2025
2065,122,5/20/2025
2295,287,5/20/2025
2968,242,5/20/2025
3387,118,5/20/2025
3526,95,5/20/2025
3598,176,5/20/2025
3660,120,5/20/2025
5235,403,5/20/2025
16,321,5/27/2025
678,123,5/27/2025
1104,95,5/27/2025
1289,221,5/27/2025
1308,380,5/27/2025
1525,287,5/27/2025
1943,433,5/27/2025
2643,422,5/27/2025
2932,122,5/27/2025
5003,375,5/27/2025
5370,379,5/27/2025
2071,469,5/27/2025
5274,470,5/27/2025
3035,283,5/27/2025
611,387,5/28/2025
923,482,5/28/2025
924,378,5/28/2025
1194,121,5/28/2025
1686,403,5/28/2025
3278,433,5/28/2025
3857,441,5/28/2025
4257,425,5/28/2025
2188,469,5/28/2025
3478,470,5/28/2025
1689,376,5/28/2025
54,322,5/29/2025
698,119,5/29/2025
1141,249,5/29/2025
1722,421,5/29/2025
2265,35,5/29/2025
3835,119,5/29/2025
2070,469,5/29/2025
2473,470,5/29/2025
4395,474,6/1/2025
1535,430,6/1/2025
3301,161,6/1/2025
1785,184,6/1/2025
1549,368,6/1/2025
1270,39,6/1/2025
1339,41,6/1/2025
4583,35,6/1/2025
5263,119,6/1/2025
2727,110,6/1/2025
3417,105,6/1/2025
5455,92,6/1/2025
2201,505,6/1/2025
8930,583,6/1/2025
1581,427,6/1/2025
4865,430,6/1/2025
2990,430,6/2/2025
2862,399,6/2/2025
3472,474,6/2/2025
3237,430,6/2/2025
2259,383,6/2/2025
2373,161,6/2/2025
2142,184,6/2/2025
1533,369,6/2/2025
2687,35,6/2/2025
4487,39,6/2/2025
4506,41,6/2/2025
1469,119,6/2/2025
5251,119,6/2/2025
1119,105,6/2/2025
1702,92,6/2/2025
5671,110,6/2/2025
2427,53,6/2/2025
2612,505,6/2/2025
2781,399,6/2/2025
1873,161,6/2/2025
2861,399,6/3/2025
2443,430,6/3/2025
3853,430,6/3/2025
2747,161,6/3/2025
3739,399,6/3/2025
3259,383,6/3/2025
3465,369,6/3/2025
514,39,6/3/2025
1286,41,6/3/2025
3659,119,6/3/2025
3538,92,6/3/2025
5055,105,6/3/2025
6397,110,6/3/2025
2105,53,6/3/2025
3763,505,6/3/2025
2634,180,6/3/2025
1035,42,6/3/2025
1520,430,6/3/2025
2831,400,6/4/2025
3093,399,6/4/2025
2283,161,6/4/2025
1500,430,6/4/2025
3734,430,6/4/2025
2147,383,6/4/2025
5189,369,6/4/2025
1281,42,6/4/2025
4440,41,6/4/2025
6887,39,6/4/2025
477,119,6/4/2025
174,92,6/4/2025
1680,110,6/4/2025
5391,105,6/4/2025
5717,505,6/4/2025
5889,53,6/4/2025
5841,399,6/5/2025
1538,430,6/5/2025
1905,400,6/5/2025
1483,430,6/5/2025
1964,161,6/5/2025
3407,368,6/5/2025
1382,39,6/5/2025
2806,42,6/5/2025
4521,41,6/5/2025
4226,119,6/5/2025
5461,476,6/5/2025
649,92,6/5/2025
1957,105,6/5/2025
5854,110,6/5/2025
5823,583,6/5/2025
5947,505,6/5/2025
1762,157,6/8/2025
2084,383,6/8/2025
4412,382,6/8/2025
100,323,6/8/2025
1565,382,6/8/2025
863,10,6/8/2025
890,91,6/8/2025
1105,326,6/8/2025
1255,309,6/8/2025
1372,299,6/8/2025
1381,372,6/8/2025
1464,305,6/8/2025
1795,294,6/8/2025
2482,372,6/8/2025
2667,55,6/8/2025
2891,73,6/8/2025
4068,582,6/8/2025
4161,110,6/8/2025
5057,151,6/8/2025
5058,153,6/8/2025
5347,105,6/8/2025
6395,29,6/8/2025
6878,5,6/8/2025
1749,183,6/9/2025
1901,383,6/9/2025
1956,382,6/9/2025
2885,161,6/9/2025
1698,183,6/9/2025
144,322,6/9/2025
1567,382,6/9/2025
126,324,6/9/2025
416,151,6/9/2025
688,153,6/9/2025
733,10,6/9/2025
987,105,6/9/2025
1097,309,6/9/2025
1383,33,6/9/2025
1663,294,6/9/2025
2091,110,6/9/2025
2247,299,6/9/2025
3568,403,6/9/2025
3645,73,6/9/2025
3861,373,6/9/2025
5745,305,6/9/2025
5768,371,6/9/2025
5894,91,6/9/2025
7324,5,6/9/2025
3014,49,6/9/2025
2923,382,6/10/2025
2330,183,6/10/2025
1543,429,6/10/2025
1872,383,6/10/2025
2225,161,6/10/2025
2055,183,6/10/2025
355,10,6/10/2025
433,5,6/10/2025
682,151,6/10/2025
1746,371,6/10/2025
1751,297,6/10/2025
2440,294,6/10/2025
3310,94,6/10/2025
3589,403,6/10/2025
3717,153,6/10/2025
3733,42,6/10/2025
3826,71,6/10/2025
4063,105,6/10/2025
5186,373,6/10/2025
5706,324,6/10/2025
5787,310,6/10/2025
1358,33,6/10/2025
1590,553,6/10/2025
1604,429,6/11/2025
2608,382,6/11/2025
2369,181,6/11/2025
2455,383,6/11/2025
1,323,6/11/2025
124,324,6/11/2025
356,10,6/11/2025
406,151,6/11/2025
628,33,6/11/2025
1217,294,6/11/2025
1238,310,6/11/2025
1816,297,6/11/2025
4299,71,6/11/2025
4451,373,6/11/2025
4593,42,6/11/2025
5034,105,6/11/2025
5350,403,6/11/2025
5616,153,6/11/2025
6480,371,6/11/2025
5703,137,6/11/2025
1391,94,6/11/2025
1685,430,6/12/2025
1907,184,6/12/2025
4247,383,6/12/2025
2348,33,6/12/2025
2814,110,6/12/2025
332,5,6/12/2025
1079,94,6/12/2025
515,18,6/12/2025
659,153,6/12/2025
1057,10,6/12/2025
1144,42,6/12/2025
1312,310,6/12/2025
1827,582,6/12/2025
2237,118,6/12/2025
2671,373,6/12/2025
2947,476,6/12/2025
3230,324,6/12/2025
3751,373,6/12/2025
4499,299,6/12/2025
6898,71,6/12/2025
7020,153,6/12/2025
432,10,6/15/2025
644,39,6/15/2025
663,119,6/15/2025
807,50,6/15/2025
880,50,6/15/2025
1075,149,6/15/2025
1160,243,6/15/2025
1552,308,6/15/2025
1699,401,6/15/2025
2098,219,6/15/2025
2266,214,6/15/2025
3177,378,6/15/2025
3658,298,6/15/2025
3730,364,6/15/2025
300,3,6/15/2025
442,78,6/15/2025
4428,294,6/15/2025
5113,2,6/15/2025
819,105,6/15/2025
943,91,6/15/2025
3311,553,6/15/2025
2086,56,6/15/2025
3383,70,6/15/2025
3433,49,6/15/2025
5482,21,6/15/2025
329,10,6/16/2025
366,121,6/16/2025
396,39,6/16/2025
426,53,6/16/2025
490,78,6/16/2025
673,149,6/16/2025
730,10,6/16/2025
940,479,6/16/2025
1175,364,6/16/2025
2005,306,6/16/2025
3304,298,6/16/2025
3749,221,6/16/2025
3848,401,6/16/2025
4599,378,6/16/2025
5082,214,6/16/2025
5857,219,6/16/2025
562,2,6/16/2025
4334,294,6/16/2025
613,94,6/16/2025
623,118,6/16/2025
3397,553,6/16/2025
1216,53,6/16/2025
5216,70,6/16/2025
5288,49,6/16/2025
5709,19,6/16/2025
217,53,6/17/2025
220,48,6/17/2025
470,78,6/17/2025
741,121,6/17/2025
1130,39,6/17/2025
1927,209,6/17/2025
2749,124,6/17/2025
2774,217,6/17/2025
3271,13,6/17/2025
3305,298,6/17/2025
3495,149,6/17/2025
4252,364,6/17/2025
4574,306,6/17/2025
5051,378,6/17/2025
5126,3,6/17/2025
5234,401,6/17/2025
5499,221,6/17/2025
7280,2,6/17/2025
7,326,6/17/2025
778,118,6/17/2025
860,94,6/17/2025
3235,553,6/17/2025
2649,50,6/17/2025
3201,19,6/17/2025
2918,51,6/17/2025
1201,3,6/18/2025
4410,304,6/18/2025
670,2,6/18/2025
1060,304,6/18/2025
284,49,6/18/2025
304,149,6/18/2025
424,8,6/18/2025
464,78,6/18/2025
467,52,6/18/2025
624,39,6/18/2025
672,122,6/18/2025
691,3,6/18/2025
1328,364,6/18/2025
1708,401,6/18/2025
2134,306,6/18/2025
3250,209,6/18/2025
3342,225,6/18/2025
3812,217,6/18/2025
4477,308,6/18/2025
5957,585,6/18/2025
24,326,6/18/2025
811,118,6/18/2025
1996,553,6/18/2025
3207,94,6/18/2025
1178,50,6/18/2025
4215,55,6/18/2025
3402,19,6/18/2025
39,410,6/18/2025
440,78,6/19/2025
316,3,6/19/2025
421,479,6/19/2025
726,10,6/19/2025
896,49,6/19/2025
1320,122,6/19/2025
1368,218,6/19/2025
1863,209,6/19/2025
2704,298,6/19/2025
2921,401,6/19/2025
4355,364,6/19/2025
4483,149,6/19/2025
4567,379,6/19/2025
5185,217,6/19/2025
5879,306,6/19/2025
18,328,6/19/2025
1384,389,6/19/2025
721,118,6/19/2025
955,91,6/19/2025
3163,553,6/19/2025
5312,479,6/19/2025
5987,583,6/19/2025
3609,19,6/19/2025
2893,410,6/19/2025
4417,251,6/22/2025
828,251,6/22/2025
2786,482,6/22/2025
195,360,6/22/2025
4,323,6/22/2025
58,325,6/22/2025
1001,389,6/22/2025
769,115,6/22/2025
942,89,6/22/2025
1511,553,6/22/2025
3225,583,6/22/2025
5080,50,6/22/2025
1179,294,6/22/2025
1284,16,6/22/2025
1711,2,6/22/2025
5799,367,6/22/2025
435,272,6/22/2025
1933,267,6/22/2025
1263,254,6/22/2025
1151,362,6/22/2025
3371,309,6/22/2025
6789,308,6/22/2025
2313,209,6/22/2025
2441,225,6/22/2025
308,151,6/22/2025
587,121,6/22/2025
5196,144,6/22/2025
297,59,6/22/2025
744,59,6/22/2025
1424,290,6/22/2025
2795,287,6/22/2025
319,361,6/22/2025
1159,123,6/22/2025
40,359,6/22/2025
780,21,6/22/2025
1088,143,6/22/2025
631,35,6/22/2025
42,410,6/22/2025
772,64,6/22/2025
2101,475,6/22/2025
2550,476,6/22/2025
3384,70,6/22/2025
6286,81,6/22/2025
1167,435,6/22/2025
701,254,6/23/2025
6476,482,6/23/2025
2788,482,6/23/2025
5191,55,6/23/2025
184,361,6/23/2025
66,321,6/23/2025
76,322,6/23/2025
842,389,6/23/2025
1220,90,6/23/2025
2591,109,6/23/2025
5264,115,6/23/2025
1158,2,6/23/2025
1638,7,6/23/2025
3884,367,6/23/2025
256,341,6/23/2025
5442,264,6/23/2025
566,580,6/23/2025
1691,362,6/23/2025
1849,308,6/23/2025
1504,223,6/23/2025
2506,208,6/23/2025
4237,42,6/23/2025
175,144,6/23/2025
657,121,6/23/2025
667,151,6/23/2025
3852,124,6/23/2025
522,60,6/23/2025
849,59,6/23/2025
1523,290,6/23/2025
2160,290,6/23/2025
560,360,6/23/2025
685,123,6/23/2025
159,359,6/23/2025
1400,21,6/23/2025
2074,469,6/23/2025
970,143,6/23/2025
1244,35,6/23/2025
72,410,6/23/2025
2339,246,6/23/2025
2476,475,6/23/2025
3742,476,6/23/2025
1232,81,6/23/2025
1516,70,6/23/2025
2257,67,6/23/2025
5416,50,6/23/2025
2668,435,6/23/2025
404,87,6/24/2025
881,41,6/24/2025
34,334,6/24/2025
6370,123,6/24/2025
67,321,6/24/2025
1273,389,6/24/2025
1845,109,6/24/2025
2459,115,6/24/2025
4332,90,6/24/2025
2980,479,6/24/2025
5211,52,6/24/2025
734,7,6/24/2025
4497,13,6/24/2025
3379,366,6/24/2025
361,341,6/24/2025
1897,268,6/24/2025
492,580,6/24/2025
1599,362,6/24/2025
1452,309,6/24/2025
2793,308,6/24/2025
3722,208,6/24/2025
5104,223,6/24/2025
737,151,6/24/2025
950,145,6/24/2025
3829,124,6/24/2025
5175,121,6/24/2025
194,60,6/24/2025
602,68,6/24/2025
2645,314,6/24/2025
3869,287,6/24/2025
820,359,6/24/2025
2811,21,6/24/2025
69,335,6/24/2025
1195,143,6/24/2025
71,328,6/24/2025
641,35,6/24/2025
111,410,6/24/2025
1580,249,6/24/2025
3529,249,6/24/2025
2006,475,6/24/2025
5929,476,6/24/2025
2463,56,6/24/2025
3500,60,6/24/2025
4509,48,6/24/2025
6929,76,6/24/2025
5667,435,6/24/2025
3169,83,6/25/2025
1709,248,6/25/2025
11,328,6/25/2025
59,334,6/25/2025
724,123,6/25/2025
52,325,6/25/2025
1200,391,6/25/2025
908,90,6/25/2025
1171,115,6/25/2025
2946,109,6/25/2025
5247,479,6/25/2025
7178,56,6/25/2025
764,11,6/25/2025
1493,14,6/25/2025
5031,366,6/25/2025
1418,341,6/25/2025
2815,268,6/25/2025
3273,362,6/25/2025
3626,308,6/25/2025
5063,309,6/25/2025
2323,215,6/25/2025
3783,223,6/25/2025
568,152,6/25/2025
656,151,6/25/2025
690,124,6/25/2025
1561,145,6/25/2025
351,68,6/25/2025
752,63,6/25/2025
1486,314,6/25/2025
4191,287,6/25/2025
5477,336,6/25/2025
95,335,6/25/2025
1111,21,6/25/2025
5079,143,6/25/2025
629,39,6/25/2025
638,42,6/25/2025
640,35,6/25/2025
3192,35,6/25/2025
5869,475,6/25/2025
1013,251,6/25/2025
5853,467,6/25/2025
1148,349,6/25/2025
2883,56,6/25/2025
3640,65,6/25/2025
5389,76,6/25/2025
1551,435,6/25/2025
3319,81,6/26/2025
3274,50,6/26/2025
36,329,6/26/2025
83,327,6/26/2025
1434,391,6/26/2025
528,115,6/26/2025
2987,109,6/26/2025
3782,91,6/26/2025
5764,479,6/26/2025
6963,52,6/26/2025
1620,14,6/26/2025
2922,366,6/26/2025
201,341,6/26/2025
422,273,6/26/2025
1681,268,6/26/2025
5307,410,6/26/2025
1821,306,6/26/2025
2472,308,6/26/2025
1895,215,6/26/2025
3784,221,6/26/2025
620,124,6/26/2025
735,151,6/26/2025
1319,122,6/26/2025
4414,152,6/26/2025
6807,145,6/26/2025
400,68,6/26/2025
872,62,6/26/2025
2821,290,6/26/2025
4476,290,6/26/2025
1481,13,6/26/2025
14,357,6/26/2025
969,143,6/26/2025
368,410,6/26/2025
3191,35,6/26/2025
3222,35,6/26/2025
1310,251,6/26/2025
2771,246,6/26/2025
1870,475,6/26/2025
3528,143,6/26/2025
1254,76,6/26/2025
5668,435,6/26/2025
2769,87,6/29/2025
449,66,6/29/2025
283,66,6/29/2025
5147,44,6/29/2025
8,326,6/29/2025
74,329,6/29/2025
1019,389,6/29/2025
1004,115,6/29/2025
4365,90,6/29/2025
5311,52,6/29/2025
5316,479,6/29/2025
19,335,6/29/2025
557,407,6/29/2025
1142,243,6/29/2025
1157,243,6/29/2025
5883,474,6/29/2025
6964,144,6/29/2025
3044,50,6/29/2025
4416,67,6/29/2025
1394,435,6/29/2025
4115,87,6/30/2025
457,66,6/30/2025
3265,288,6/30/2025
60,339,6/30/2025
5,326,6/30/2025
70,329,6/30/2025
1349,109,6/30/2025
2881,90,6/30/2025
3370,115,6/30/2025
4627,52,6/30/2025
5359,48,6/30/2025
558,407,6/30/2025
516,45,6/30/2025
995,251,6/30/2025
1745,239,6/30/2025
1978,247,6/30/2025
953,378,6/30/2025
848,144,6/30/2025
2688,45,6/30/2025
4183,85,6/30/2025
5045,67,6/30/2025
4677,435,6/30/2025
5388,61,7/6/2025
461,88,7/6/2025
5880,292,7/7/2025
2902,159,7/7/2025
1342,128,7/7/2025
2070,469,7/7/2025
3478,470,7/7/2025
102,327,7/7/2025
1385,305,7/7/2025
5085,305,7/7/2025
795,33,7/7/2025
712,5,7/7/2025
358,321,7/7/2025
1411,366,7/7/2025
1474,365,7/7/2025
506,272,7/7/2025
1553,264,7/7/2025
1664,299,7/7/2025
829,385,7/7/2025
4255,214,7/7/2025
1030,42,7/7/2025
1135,38,7/7/2025
238,147,7/7/2025
1118,55,7/7/2025
1336,311,7/7/2025
4350,287,7/7/2025
966,375,7/7/2025
817,90,7/7/2025
1203,114,7/7/2025
1851,109,7/7/2025
5419,144,7/7/2025
2294,174,7/7/2025
3337,165,7/7/2025
5047,558,7/7/2025
3298,60,7/7/2025
3828,46,7/7/2025
802,263,7/7/2025
4423,280,7/7/2025
3035,283,7/7/2025
5436,284,7/7/2025
1886,234,7/7/2025
5445,228,7/7/2025
3764,45,7/8/2025
2913,129,7/8/2025
5274,470,7/8/2025
127,325,7/8/2025
1133,306,7/8/2025
