Store NBR,LY,TY,YOY Case QTY,Feature Wave WK27,SET Wave WK31,Replen Wave WK33,Replen Wave WK35,Replen Wave WK36
4340,8756,4570,-48%,2%,54%,40%,4%,0%
4341,575,1007,75%,4%,85%,10%,1%,0%
4348,4972,1533,-69%,2%,64%,33%,1%,0%
4350,841,756,-10%,2%,77%,20%,1%,0%
4352,6328,2897,-54%,2%,60%,36%,2%,0%
4354,93,53,-43%,2%,87%,11%,0%,0%
4355,1517,1164,-23%,1%,65%,32%,2%,0%
4356,9558,6076,-36%,0%,57%,40%,2%,0%
4357,76,83,9%,1%,64%,35%,0%,0%
4358,5169,2032,-61%,2%,62%,33%,2%,0%
4359,5884,2932,-50%,0%,72%,28%,0%,0%
4365,7328,2833,-61%,3%,52%,40%,4%,0%
4366,151,124,-18%,1%,60%,40%,0%,0%
4367,70,58,-17%,2%,81%,17%,0%,0%
4368,5404,3115,-42%,2%,57%,38%,3%,0%
4370,5266,2014,-62%,2%,58%,37%,3%,0%
4371,88,103,17%,1%,71%,28%,0%,0%
4372,954,1005,5%,4%,71%,23%,2%,0%
4373,86,64,-26%,2%,72%,27%,0%,0%
4374,388,848,119%,1%,75%,22%,1%,0%
4375,34,61,79%,0%,74%,26%,0%,0%
4376,40,62,55%,2%,73%,26%,0%,0%
4377,628,666,6%,2%,67%,30%,2%,0%
4378,4429,1877,-58%,2%,76%,21%,1%,0%
4380,90,111,23%,1%,79%,20%,0%,0%
4381,6375,2764,-57%,3%,65%,30%,2%,0%
4383,5740,2489,-57%,0%,61%,35%,4%,0%
4384,5309,2080,-61%,1%,57%,41%,1%,0%
4387,2592,2269,-12%,0%,73%,25%,1%,0%
4388,74,56,-24%,2%,80%,18%,0%,0%
4389,4484,1576,-65%,1%,73%,25%,1%,0%
4390,95,61,-36%,2%,75%,23%,0%,0%
4392,7092,3666,-48%,1%,50%,43%,6%,0%
4393,1827,1554,-15%,1%,65%,32%,3%,0%
4394,6241,3076,-51%,1%,63%,34%,2%,0%
4395,4772,1975,-59%,2%,66%,30%,1%,0%
4399,4890,1975,-60%,2%,67%,30%,2%,0%
4403,5971,2469,-59%,2%,63%,34%,1%,0%
4404,6116,2488,-59%,2%,62%,34%,1%,0%
4405,5046,1903,-62%,1%,73%,24%,1%,0%
4407,5243,2561,-51%,2%,70%,27%,1%,0%
4409,2136,1648,-23%,4%,65%,30%,1%,0%
4410,2305,1616,-30%,4%,55%,38%,3%,0%
4412,1301,1679,29%,3%,68%,28%,1%,0%
4413,100,66,-34%,2%,71%,27%,0%,0%
4414,554,608,10%,4%,66%,29%,1%,0%
4415,166,78,-53%,1%,68%,31%,0%,0%
4416,2243,1672,-25%,1%,58%,37%,4%,0%
4417,6186,2504,-60%,1%,65%,32%,2%,0%
4420,1282,957,-25%,3%,64%,32%,2%,0%
4421,42,76,81%,1%,68%,30%,0%,0%
4423,7231,3373,-53%,1%,65%,32%,2%,0%
4424,6069,2559,-58%,1%,61%,35%,3%,0%
4425,70,119,70%,6%,65%,29%,0%,0%
4426,43,75,74%,1%,71%,28%,0%,0%
4427,1056,1012,-4%,1%,60%,36%,2%,0%
4428,378,453,20%,2%,61%,35%,3%,0%
4430,7471,3852,-48%,2%,53%,42%,3%,0%
4431,98,64,-35%,2%,72%,27%,0%,0%
4432,81,57,-30%,2%,81%,18%,0%,0%
4434,40,73,83%,1%,70%,29%,0%,0%
4435,1981,1466,-26%,2%,67%,29%,2%,0%
4436,5688,1953,-66%,0%,56%,42%,1%,0%
4438,11968,7101,-41%,1%,59%,37%,3%,0%
4439,1401,1095,-22%,2%,67%,30%,1%,0%
4440,7472,3550,-52%,3%,57%,38%,2%,0%
4441,88,56,-36%,2%,80%,18%,0%,0%
4443,114,84,-26%,1%,68%,31%,0%,0%
4444,7078,4445,-37%,1%,65%,33%,2%,0%
4445,76,55,-28%,2%,84%,15%,0%,0%
4446,1198,1259,5%,0%,70%,28%,2%,0%
4450,7657,3128,-59%,2%,62%,34%,2%,0%
4451,11196,5996,-46%,1%,56%,40%,3%,0%
4452,92,96,4%,0%,72%,28%,0%,0%
4453,85,66,-22%,2%,68%,30%,0%,0%
4456,6313,2371,-62%,2%,62%,34%,2%,0%
4457,440,560,27%,2%,72%,25%,2%,0%
4458,5797,2345,-60%,1%,60%,37%,2%,0%
4459,4318,1230,-72%,2%,69%,27%,2%,0%
4460,5575,2140,-62%,2%,73%,23%,1%,0%
4461,1092,932,-15%,2%,65%,31%,2%,0%
4464,44,75,70%,4%,68%,28%,0%,0%
4465,94,68,-28%,1%,75%,24%,0%,0%
4466,100,81,-19%,1%,83%,16%,0%,0%
4468,75,92,23%,8%,59%,34%,0%,0%
4469,118,69,-42%,1%,71%,28%,0%,0%
4470,39,72,85%,1%,71%,28%,0%,0%
4471,430,381,-11%,5%,59%,34%,2%,0%
4472,1300,635,-51%,1%,66%,31%,2%,0%
4473,62,66,6%,2%,73%,26%,0%,0%
4474,7248,2821,-61%,2%,62%,37%,0%,0%
4475,5981,2765,-54%,3%,58%,36%,2%,0%
4476,6847,3226,-53%,2%,59%,37%,2%,0%
4477,1217,1106,-9%,1%,65%,31%,3%,0%
4478,46,62,35%,2%,73%,26%,0%,0%
4479,4780,2237,-53%,1%,67%,29%,2%,0%
4482,7581,3631,-52%,2%,64%,32%,2%,0%
4483,3576,3068,-14%,2%,68%,29%,1%,0%
4484,4759,2438,-49%,1%,74%,24%,1%,0%
4487,5042,2050,-59%,2%,65%,31%,1%,0%
4488,4613,1737,-62%,0%,55%,43%,2%,0%
4490,64,80,25%,1%,69%,30%,0%,0%
4491,38,68,79%,6%,69%,25%,0%,0%
4494,100,62,-38%,2%,81%,18%,0%,0%
4497,1460,1379,-6%,2%,69%,27%,3%,0%
4498,82,1,-99%,100%,0%,0%,0%,0%
4499,1751,1246,-29%,3%,61%,34%,2%,0%
4501,1419,1096,-23%,2%,67%,30%,1%,0%
4503,6665,3317,-50%,1%,60%,36%,3%,0%
4504,64,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
4506,2033,1644,-19%,1%,62%,34%,2%,0%
4508,1860,2027,9%,2%,68%,26%,4%,0%
4509,5012,1827,-64%,4%,57%,37%,3%,0%
4511,5056,1801,-64%,2%,71%,26%,1%,0%
4512,6700,1963,-71%,0%,55%,42%,3%,0%
4514,4933,1673,-66%,2%,77%,20%,1%,0%
4516,79,62,-22%,2%,73%,26%,0%,0%
4517,34,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
4519,88,64,-27%,2%,75%,23%,0%,0%
4520,5457,3211,-41%,2%,64%,33%,2%,0%
4521,6422,2918,-55%,2%,59%,37%,2%,0%
4524,128,92,-28%,0%,60%,40%,0%,0%
4525,44,72,64%,1%,69%,29%,0%,0%
4526,5330,2660,-50%,1%,62%,33%,4%,0%
4527,38,71,87%,0%,70%,30%,0%,0%
4528,37,61,65%,0%,74%,26%,0%,0%
4529,7489,3725,-50%,2%,63%,33%,1%,0%
4530,68,62,-9%,2%,77%,21%,0%,0%
4531,6277,2676,-57%,1%,68%,30%,1%,0%
4533,2125,1915,-10%,3%,74%,22%,1%,0%
4538,5724,2536,-56%,1%,62%,34%,3%,0%
4540,4320,1478,-66%,2%,71%,26%,1%,0%
4543,3564,821,-77%,1%,73%,25%,1%,0%
4545,64,61,-5%,0%,74%,26%,0%,0%
4546,94,72,-23%,1%,86%,13%,0%,0%
4553,5531,2446,-56%,2%,59%,35%,3%,0%
4554,3905,1053,-73%,1%,62%,35%,2%,0%
4556,4088,1812,-56%,1%,69%,29%,2%,0%
4557,874,719,-18%,2%,63%,31%,3%,1%
4558,2061,1898,-8%,1%,70%,27%,3%,0%
4560,57,91,60%,1%,74%,25%,0%,0%
4561,114,88,-23%,3%,72%,25%,0%,0%
4563,82,56,-32%,2%,80%,18%,0%,0%
4564,2144,2120,-1%,2%,75%,22%,1%,0%
4565,65,97,49%,0%,76%,24%,0%,0%
4567,8151,4033,-51%,1%,58%,40%,2%,0%
4568,1074,918,-15%,2%,73%,24%,0%,0%
4569,1276,1195,-6%,1%,71%,27%,1%,0%
4570,4697,1642,-65%,2%,69%,29%,1%,0%
4574,5412,2656,-51%,2%,57%,39%,2%,0%
4577,69,56,-19%,2%,82%,16%,0%,0%
4579,41,62,51%,2%,73%,26%,0%,0%
4580,142,104,-27%,1%,68%,31%,0%,0%
4581,951,901,-5%,2%,65%,32%,1%,0%
4582,183,98,-46%,7%,71%,21%,0%,0%
4583,1650,1297,-21%,3%,59%,35%,3%,0%
4585,115,86,-25%,1%,64%,35%,0%,0%
4586,80,57,-29%,2%,81%,18%,0%,0%
4588,4238,2036,-52%,0%,62%,34%,3%,0%
4589,97,66,-32%,2%,70%,29%,0%,0%
4590,4826,2217,-54%,2%,67%,30%,1%,0%
4591,94,57,-39%,2%,79%,19%,0%,0%
4593,6082,2384,-61%,3%,64%,32%,2%,0%
4594,1872,1521,-19%,2%,68%,28%,1%,0%
4595,65,1,-98%,100%,0%,0%,0%,0%
4597,6598,3008,-54%,1%,63%,35%,1%,0%
4599,7943,2441,-69%,3%,52%,44%,2%,0%
4600,5497,2347,-57%,1%,69%,29%,1%,0%
4601,8746,4195,-52%,1%,60%,36%,3%,0%
4603,56,95,70%,4%,69%,26%,0%,0%
4605,41,76,85%,1%,70%,29%,0%,0%
4606,401,478,19%,1%,68%,29%,2%,0%
4607,82,58,-29%,0%,81%,19%,0%,0%
4609,5456,2571,-53%,1%,55%,40%,3%,0%
4611,4831,2209,-54%,2%,71%,26%,1%,0%
4612,6639,2959,-55%,2%,62%,35%,1%,0%
4615,6391,3167,-50%,2%,60%,36%,2%,0%
4616,5817,2880,-50%,3%,59%,37%,1%,0%
4617,89,57,-36%,2%,82%,16%,0%,0%
4618,111,86,-23%,1%,67%,31%,0%,0%
4619,51,64,25%,2%,69%,30%,0%,0%
4623,1644,777,-53%,1%,64%,31%,3%,0%
4625,65,56,-14%,2%,82%,16%,0%,0%
4626,94,44,-53%,2%,75%,23%,0%,0%
4627,7404,3691,-50%,1%,60%,36%,2%,0%
4631,5977,2662,-55%,0%,68%,29%,2%,0%
4635,2227,1867,-16%,4%,60%,33%,3%,0%
4636,630,733,16%,6%,67%,26%,2%,0%
4637,5695,2328,-59%,2%,61%,35%,2%,0%
4638,5451,1996,-63%,2%,73%,24%,1%,0%
4639,3954,1636,-59%,2%,78%,20%,0%,0%
4641,6672,3135,-53%,2%,67%,30%,1%,0%
4643,4928,2109,-57%,1%,79%,20%,0%,0%
4644,6239,2740,-56%,2%,62%,35%,1%,0%
4648,67,65,-3%,8%,69%,23%,0%,0%
4653,6027,2704,-55%,1%,69%,29%,1%,0%
4654,91,3,-97%,33%,67%,0%,0%,0%
4655,69,54,-22%,2%,81%,17%,0%,0%
4657,84,96,14%,1%,77%,22%,0%,0%
4659,142,88,-38%,1%,75%,24%,0%,0%
4660,6333,2752,-57%,1%,59%,38%,2%,0%
4664,6682,2569,-62%,2%,58%,37%,2%,1%
4667,95,55,-42%,2%,82%,16%,0%,0%
4672,34,61,79%,0%,74%,26%,0%,0%
4673,34,64,88%,0%,72%,28%,0%,0%
4674,64,55,-14%,2%,82%,16%,0%,0%
4676,42,76,81%,11%,61%,29%,0%,0%
4677,4958,1986,-60%,1%,74%,25%,1%,0%
4678,6292,3096,-51%,1%,65%,32%,2%,0%
4679,5101,2014,-61%,2%,70%,27%,1%,0%
4681,5833,2917,-50%,2%,58%,39%,2%,0%
4682,6091,2555,-58%,2%,57%,39%,1%,0%
4683,4958,1930,-61%,1%,76%,23%,1%,0%
4686,139,127,-9%,1%,62%,37%,0%,0%
4687,1160,954,-18%,3%,61%,33%,3%,0%
4689,4698,1889,-60%,1%,70%,28%,2%,0%
4690,1035,1047,1%,1%,61%,36%,2%,0%
4691,37,62,68%,2%,73%,26%,0%,0%
4692,37,60,62%,0%,75%,25%,0%,0%
4695,5191,2102,-60%,3%,70%,27%,1%,0%
4696,1042,1123,8%,2%,59%,35%,3%,0%
4697,5144,2087,-59%,1%,76%,22%,1%,0%
4699,1241,1261,2%,3%,75%,21%,1%,0%
4700,97,92,-5%,1%,60%,39%,0%,0%
4706,145,129,-11%,1%,53%,46%,0%,0%
4734,5191,1671,-68%,1%,60%,38%,2%,0%
4747,122,66,-46%,2%,73%,26%,0%,0%
4756,100,68,-32%,1%,68%,31%,0%,0%
4757,110,74,-33%,1%,65%,34%,0%,0%
4759,110,118,7%,1%,69%,31%,0%,0%
4762,118,104,-12%,1%,72%,27%,0%,0%
4826,92,1,-99%,100%,0%,0%,0%,0%
4848,80,99,24%,0%,73%,27%,0%,0%
4849,4403,1603,-64%,2%,72%,25%,1%,0%
4865,5173,1912,-63%,1%,69%,29%,2%,0%
5003,3819,1141,-70%,1%,72%,27%,0%,0%
5005,78,63,-19%,2%,79%,19%,0%,0%
5007,132,130,-2%,1%,64%,35%,0%,0%
5008,125,57,-54%,2%,81%,18%,0%,0%
5012,5168,2097,-59%,1%,66%,30%,2%,0%
5013,136,62,-54%,0%,73%,27%,0%,0%
5014,65,54,-17%,0%,85%,15%,0%,0%
5021,140,63,-55%,2%,78%,21%,0%,0%
5022,7308,3503,-52%,0%,67%,31%,2%,0%
5023,6085,2517,-59%,1%,50%,43%,5%,0%
5025,6259,3134,-50%,1%,67%,30%,2%,0%
5027,6518,2974,-54%,1%,57%,40%,2%,0%
5028,4366,2013,-54%,0%,67%,30%,3%,0%
5029,6320,3108,-51%,1%,70%,27%,2%,0%
5030,6375,3329,-48%,1%,57%,39%,2%,0%
5031,9020,4659,-48%,1%,62%,35%,2%,0%
5032,6558,3116,-52%,1%,60%,36%,3%,0%
5033,5013,1672,-67%,3%,59%,35%,3%,0%
5034,6170,2906,-53%,0%,61%,36%,3%,0%
5035,8030,4870,-39%,2%,59%,36%,3%,0%
5036,7002,4071,-42%,2%,57%,39%,2%,0%
5037,5968,3337,-44%,2%,55%,41%,3%,0%
5039,6951,2726,-61%,1%,58%,38%,3%,0%
5040,6244,2478,-60%,2%,55%,42%,1%,0%
5041,9252,5249,-43%,2%,64%,32%,2%,0%
5043,63,53,-16%,2%,85%,13%,0%,0%
5044,685,967,41%,4%,76%,19%,1%,0%
5045,8618,4969,-42%,1%,52%,44%,3%,0%
5046,7609,3603,-53%,2%,62%,34%,1%,0%
5047,1193,905,-24%,1%,64%,32%,3%,0%
5048,5222,1843,-65%,3%,61%,35%,1%,0%
5049,5621,2277,-59%,2%,54%,42%,2%,0%
5051,7238,3491,-52%,1%,59%,37%,2%,0%
5054,6398,3203,-50%,1%,57%,40%,3%,0%
5055,5022,2055,-59%,1%,62%,35%,2%,0%
5056,7650,3650,-52%,2%,64%,33%,1%,0%
5057,2224,1973,-11%,2%,68%,29%,2%,0%
5058,4885,2040,-58%,1%,73%,24%,2%,0%
5059,86,64,-26%,0%,78%,22%,0%,0%
5060,6442,3504,-46%,2%,63%,34%,1%,0%
5062,41,66,61%,2%,71%,27%,0%,0%
5063,5803,3159,-46%,2%,59%,37%,2%,0%
5064,4628,2172,-53%,0%,78%,21%,1%,0%
5065,1666,1958,18%,1%,85%,14%,0%,0%
5066,7112,3121,-56%,2%,62%,34%,2%,0%
5070,9962,5251,-47%,1%,60%,37%,2%,0%
5071,6826,3670,-46%,2%,54%,41%,3%,0%
5072,7007,3143,-55%,3%,53%,41%,4%,0%
5073,5007,2130,-57%,1%,56%,42%,1%,0%
5075,5557,2505,-55%,0%,64%,35%,1%,0%
5076,4652,1493,-68%,1%,62%,35%,2%,0%
5077,5415,1999,-63%,2%,62%,35%,2%,0%
5078,7877,4044,-49%,3%,61%,33%,3%,0%
5079,5595,2080,-63%,1%,63%,35%,1%,0%
5080,6524,2441,-63%,2%,59%,37%,2%,0%
5081,87,55,-37%,2%,82%,16%,0%,0%
5082,7168,3183,-56%,2%,62%,34%,2%,0%
5085,7050,3115,-56%,2%,56%,40%,2%,0%
5087,7480,3190,-57%,3%,56%,39%,2%,0%
5088,5495,2200,-60%,3%,67%,30%,1%,0%
5089,3423,1213,-65%,1%,83%,16%,1%,0%
5090,5935,2510,-58%,3%,66%,30%,1%,0%
5091,8637,4755,-45%,1%,55%,41%,3%,0%
5092,5604,2337,-58%,1%,60%,37%,2%,0%
5093,96,60,-38%,2%,80%,18%,0%,0%
5094,60,82,37%,1%,76%,23%,0%,0%
5095,2013,1618,-20%,1%,57%,38%,4%,0%
5096,6349,2918,-54%,1%,66%,32%,2%,0%
5097,5377,2940,-45%,1%,70%,27%,2%,0%
5098,121,60,-50%,2%,80%,18%,0%,0%
5099,8176,4198,-49%,1%,63%,34%,2%,0%
5100,63,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
5101,4971,1734,-65%,3%,55%,38%,4%,0%
5102,80,62,-23%,8%,76%,16%,0%,0%
5103,2154,1856,-14%,1%,65%,30%,4%,0%
5104,5188,2143,-59%,1%,72%,26%,1%,0%
5105,5751,1963,-66%,2%,68%,28%,2%,0%
5106,102,95,-7%,1%,73%,26%,0%,0%
5107,63,55,-13%,0%,82%,18%,0%,0%
5108,220,182,-17%,1%,49%,49%,1%,1%
5109,110,104,-5%,1%,71%,28%,0%,0%
5110,107,107,0%,1%,68%,31%,0%,0%
5111,4597,1811,-61%,2%,62%,33%,3%,0%
5113,6087,2296,-62%,3%,61%,33%,3%,0%
5115,6868,3129,-54%,1%,66%,31%,2%,0%
5116,8974,4725,-47%,2%,56%,40%,3%,0%
5117,6180,2593,-58%,3%,63%,33%,1%,0%
5118,5053,2448,-52%,2%,64%,33%,1%,0%
5119,48,62,29%,2%,73%,26%,0%,0%
5122,63,1,-98%,100%,0%,0%,0%,0%
5123,9309,5696,-39%,3%,54%,42%,2%,0%
5124,6659,2585,-61%,1%,62%,34%,4%,0%
5125,63,1,-98%,100%,0%,0%,0%,0%
5126,1936,1663,-14%,3%,74%,22%,1%,0%
5127,4356,1671,-62%,0%,74%,25%,1%,0%
5129,1435,1339,-7%,1%,65%,31%,3%,0%
5130,5300,1918,-64%,1%,59%,37%,3%,0%
5131,5068,1675,-67%,2%,63%,34%,1%,0%
5132,46,66,43%,2%,74%,24%,0%,0%
5133,5786,1938,-67%,1%,65%,31%,3%,0%
5134,9905,5639,-43%,1%,62%,35%,3%,0%
5135,34,61,79%,0%,74%,26%,0%,0%
5136,5863,2582,-56%,1%,63%,34%,2%,0%
5137,8096,4596,-43%,2%,55%,42%,2%,0%
5139,5744,2260,-61%,1%,63%,33%,2%,0%
5140,7064,3417,-52%,1%,51%,45%,3%,0%
5141,7558,4125,-45%,2%,62%,34%,2%,0%
5142,6275,2684,-57%,2%,57%,38%,2%,0%
5143,42,71,69%,0%,70%,30%,0%,0%
5144,5788,2487,-57%,1%,59%,37%,3%,0%
5145,6618,3334,-50%,2%,57%,37%,4%,0%
5146,7258,3679,-49%,1%,62%,35%,2%,0%
5147,6258,3579,-43%,1%,56%,38%,5%,0%
5148,107,62,-42%,2%,77%,21%,0%,0%
5149,88,98,11%,1%,71%,28%,0%,0%
5150,5540,2353,-58%,1%,62%,35%,2%,0%
5151,4872,1617,-67%,3%,58%,36%,3%,0%
5152,6019,2789,-54%,0%,54%,43%,2%,0%
5154,10984,5565,-49%,1%,54%,42%,3%,0%
5155,7511,3572,-52%,1%,65%,32%,2%,0%
5156,9872,5390,-45%,2%,55%,40%,3%,0%
5157,1778,1269,-29%,4%,63%,32%,1%,0%
5159,5232,1719,-67%,3%,64%,31%,2%,0%
5160,3524,3105,-12%,1%,56%,39%,3%,0%
5162,7134,3813,-47%,1%,54%,43%,1%,0%
5165,6452,2349,-64%,2%,50%,40%,7%,1%
5166,1606,1442,-10%,1%,66%,30%,3%,0%
5167,8172,4015,-51%,2%,53%,43%,3%,0%
5168,6569,2985,-55%,2%,61%,36%,2%,0%
5170,506,644,27%,2%,70%,27%,2%,0%
5172,1206,1299,8%,2%,60%,36%,3%,0%
5173,6366,2804,-56%,2%,62%,32%,3%,0%
5174,5203,2272,-56%,2%,66%,30%,2%,0%
5175,3077,2376,-23%,3%,68%,27%,1%,0%
5178,4299,1316,-69%,2%,64%,32%,2%,0%
5179,97,58,-40%,2%,79%,19%,0%,0%
5182,109,66,-39%,2%,68%,30%,0%,0%
5183,85,101,19%,0%,72%,28%,0%,0%
5184,5789,2495,-57%,2%,67%,29%,2%,0%
5185,5051,2425,-52%,0%,59%,37%,4%,0%
5186,8298,4807,-42%,1%,56%,41%,2%,0%
5188,39,71,82%,0%,70%,30%,0%,0%
5189,3084,2711,-12%,1%,57%,37%,5%,0%
5190,9215,4645,-50%,1%,53%,44%,2%,0%
5191,9249,3938,-57%,4%,53%,40%,2%,0%
5192,5809,2419,-58%,0%,61%,36%,2%,0%
5193,7190,3799,-47%,1%,56%,39%,3%,0%
5196,2382,2227,-7%,0%,69%,27%,3%,0%
5197,5245,2180,-58%,3%,65%,31%,1%,0%
5198,81,63,-22%,0%,76%,24%,0%,0%
5199,7015,2637,-62%,2%,64%,32%,1%,0%
5200,4703,1779,-62%,1%,59%,38%,2%,0%
5201,1745,1024,-41%,2%,63%,32%,3%,0%
5202,5542,2287,-59%,2%,58%,38%,2%,0%
5203,4654,1754,-62%,2%,68%,28%,1%,0%
5204,101,67,-34%,4%,69%,27%,0%,0%
5205,107,89,-17%,2%,57%,40%,0%,0%
5206,404,213,-47%,0%,59%,39%,1%,0%
5207,114,62,-46%,2%,79%,19%,0%,0%
5210,4917,1519,-69%,5%,62%,31%,1%,0%
5211,6598,3029,-54%,2%,58%,39%,2%,0%
5214,7,8,14%,13%,25%,63%,0%,0%
5215,6870,3280,-52%,1%,56%,38%,5%,0%
5216,6316,3170,-50%,1%,58%,38%,3%,0%
5218,5593,2530,-55%,1%,61%,35%,2%,0%
5219,374,530,42%,4%,69%,26%,2%,0%
5220,1480,1779,20%,1%,64%,32%,3%,0%
5221,103,114,11%,1%,68%,32%,0%,0%
5224,121,71,-41%,1%,68%,31%,0%,0%
5226,126,86,-32%,1%,57%,42%,0%,0%
5227,1626,1383,-15%,1%,59%,38%,2%,0%
5228,1256,1305,4%,1%,63%,34%,2%,0%
5229,1690,1415,-16%,0%,66%,31%,3%,0%
5231,5341,1479,-72%,3%,57%,39%,2%,0%
5232,5973,2356,-61%,2%,65%,32%,1%,0%
5233,8697,4516,-48%,1%,53%,43%,3%,0%
5234,10782,6086,-44%,1%,61%,36%,2%,0%
5235,8233,4564,-45%,1%,64%,33%,2%,0%
5236,4995,1588,-68%,2%,59%,35%,4%,0%
5239,6298,2859,-55%,2%,60%,36%,1%,0%
5240,4625,1982,-57%,0%,67%,32%,1%,0%
5241,7275,3311,-54%,2%,58%,38%,1%,0%
5242,6519,2906,-55%,1%,61%,36%,2%,0%
5244,4845,2319,-52%,4%,77%,19%,1%,0%
5245,9326,4739,-49%,2%,51%,44%,3%,0%
5246,1284,1389,8%,1%,77%,21%,1%,0%
5247,8043,3583,-55%,2%,59%,37%,2%,0%
5248,86,59,-31%,2%,78%,20%,0%,0%
5250,5578,2297,-59%,1%,67%,29%,3%,0%
5251,1719,1410,-18%,0%,74%,24%,1%,0%
5252,6632,2778,-58%,2%,60%,35%,2%,0%
5253,6646,3110,-53%,2%,62%,35%,2%,0%
5254,7431,3373,-55%,2%,59%,37%,2%,0%
5255,67,58,-13%,0%,83%,17%,0%,0%
5256,100,84,-16%,1%,63%,36%,0%,0%
5257,103,107,4%,1%,71%,28%,0%,0%
5258,90,90,0%,1%,77%,22%,0%,0%
5259,116,114,-2%,1%,68%,32%,0%,0%
5260,9052,5070,-44%,3%,57%,38%,2%,0%
5261,4896,1533,-69%,3%,64%,32%,1%,0%
5262,4927,1719,-65%,1%,66%,32%,2%,0%
5263,2212,1752,-21%,4%,67%,27%,2%,0%
5264,4974,1522,-69%,1%,64%,35%,1%,0%
5265,34,73,115%,8%,63%,29%,0%,0%
5266,6710,3278,-51%,1%,57%,40%,3%,0%
5267,35,68,94%,0%,72%,28%,0%,0%
5269,187,149,-20%,1%,57%,42%,0%,0%
5270,8496,4762,-44%,2%,56%,40%,2%,0%
5272,7449,3769,-49%,1%,62%,36%,1%,0%
5273,564,945,68%,3%,75%,21%,1%,0%
5274,8998,4920,-45%,0%,58%,42%,0%,0%
5275,8237,4144,-50%,2%,55%,41%,2%,0%
5276,3995,1040,-74%,1%,73%,25%,2%,0%
5278,7275,3536,-51%,2%,55%,40%,3%,0%
5279,87,72,-17%,1%,69%,29%,0%,0%
5280,4128,1856,-55%,2%,71%,25%,1%,0%
5281,5860,2282,-61%,2%,56%,40%,3%,0%
5282,4947,1782,-64%,1%,67%,30%,2%,0%
5285,4714,1423,-70%,2%,67%,30%,1%,0%
5286,96,91,-5%,1%,76%,23%,0%,0%
5287,7523,4620,-39%,1%,56%,40%,2%,0%
5288,5722,2393,-58%,2%,58%,35%,4%,0%
5290,122,72,-41%,1%,65%,33%,0%,0%
5291,80,58,-28%,2%,79%,19%,0%,0%
5292,1667,1580,-5%,1%,74%,23%,2%,0%
5293,3191,1827,-43%,2%,53%,41%,4%,0%
5294,4689,1432,-69%,2%,65%,32%,1%,0%
5295,5911,2243,-62%,3%,60%,34%,3%,0%
5296,6811,3158,-54%,3%,64%,31%,2%,0%
5297,86,59,-31%,0%,80%,20%,0%,0%
5298,4371,1592,-64%,1%,71%,27%,2%,0%
5299,7007,3880,-45%,3%,56%,38%,3%,0%
5300,7594,4666,-39%,2%,55%,40%,3%,0%
5301,4350,1285,-70%,1%,59%,36%,3%,0%
5303,5486,1904,-65%,2%,61%,35%,2%,0%
5304,169,139,-18%,1%,68%,32%,0%,0%
5305,7833,4182,-47%,1%,50%,44%,5%,0%
5306,96,56,-42%,2%,80%,18%,0%,0%
5307,4958,2084,-58%,2%,66%,31%,1%,0%
5308,105,61,-42%,0%,77%,23%,0%,0%
5309,4968,1756,-65%,3%,69%,27%,1%,0%
5310,156,90,-42%,1%,69%,30%,0%,0%
5311,6627,2956,-55%,2%,61%,36%,2%,0%
5312,5242,2397,-54%,2%,63%,32%,3%,0%
5313,6711,2933,-56%,2%,64%,33%,1%,0%
5314,99,75,-24%,1%,84%,15%,0%,0%
5316,7268,3729,-49%,3%,54%,40%,3%,0%
5317,7172,4165,-42%,0%,55%,42%,2%,0%
5319,2620,1990,-24%,2%,62%,34%,2%,0%
5320,1688,1876,11%,1%,67%,30%,2%,0%
5321,106,112,6%,4%,77%,19%,0%,0%
5323,95,62,-35%,10%,76%,15%,0%,0%
5325,4496,1528,-66%,0%,76%,22%,1%,0%
5326,6255,3415,-45%,2%,61%,34%,2%,0%
5327,71,57,-20%,0%,82%,18%,0%,0%
5328,66,53,-20%,0%,85%,15%,0%,0%
5329,6138,2540,-59%,1%,60%,37%,1%,0%
5330,2705,2363,-13%,1%,64%,31%,4%,0%
5331,6157,3287,-47%,2%,63%,32%,2%,0%
5332,130,100,-23%,1%,72%,27%,0%,0%
5334,7176,3615,-50%,1%,56%,39%,3%,0%
5335,5414,2151,-60%,4%,58%,35%,3%,0%
5336,101,64,-37%,2%,73%,25%,0%,0%
5337,10072,5410,-46%,2%,53%,43%,2%,0%
5338,6596,3500,-47%,0%,51%,47%,2%,0%
5340,4215,1233,-71%,1%,66%,31%,2%,0%
5341,4744,1641,-65%,1%,65%,33%,0%,0%
5342,6462,2888,-55%,0%,58%,38%,3%,0%
5343,7488,3541,-53%,3%,59%,37%,2%,0%
5344,1464,0,-100%,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA
5345,1122,877,-22%,1%,54%,42%,3%,0%
5346,5094,1866,-63%,3%,63%,32%,2%,0%
5347,5388,2471,-54%,2%,58%,39%,1%,0%
5348,1691,1405,-17%,1%,73%,24%,3%,0%
5349,67,66,-1%,2%,70%,29%,0%,0%
