Store Number,Footage,"
16"" Shelves"," 
1x48 Snap Rail","
Snap Rail Pegs 8"""
839,28FT,4,10,87
844,28FT,4,10,87
851,28FT,4,10,87
859,28FT,4,10,87
884,28FT,4,10,87
907,28FT,4,10,87
908,28FT,4,10,87
914,28FT,4,10,87
915,28FT,4,10,87
919,28FT,4,10,87
922,28FT,4,10,87
928,28FT,4,10,87
931,28FT,4,10,87
937,28FT,4,10,87
941,28FT,4,10,87
954,28FT,4,10,87
959,28FT,4,10,87
970,28FT,4,10,87
984,28FT,4,10,87
987,28FT,4,10,87
988,28FT,4,10,87
992,28FT,4,10,87
1009,28FT,4,10,87
1011,28FT,4,10,87
1014,28FT,4,10,87
1017,28FT,4,10,87
1021,28FT,4,10,87
1023,28FT,4,10,87
1027,28FT,4,10,87
1039,28FT,4,10,87
1045,28FT,4,10,87
1059,28FT,4,10,87
1070,28FT,4,10,87
1086,28FT,4,10,87
1088,28FT,4,10,87
1096,28FT,4,10,87
1101,28FT,4,10,87
1112,28FT,4,10,87
1116,28FT,4,10,87
1118,28FT,4,10,87
1121,28FT,4,10,87
1126,28FT,4,10,87
1135,28FT,4,10,87
1157,28FT,4,10,87
1165,28FT,4,10,87
1168,28FT,4,10,87
1173,28FT,4,10,87
1177,28FT,4,10,87
1204,28FT,4,10,87
1226,28FT,4,10,87
1227,28FT,4,10,87
1230,28FT,4,10,87
1252,28FT,4,10,87
1271,28FT,4,10,87
1272,28FT,4,10,87
1277,28FT,4,10,87
1281,28FT,4,10,87
1283,28FT,4,10,87
1284,28FT,4,10,87
1290,28FT,4,10,87
1297,28FT,4,10,87
1299,28FT,4,10,87
1303,28FT,4,10,87
1309,28FT,4,10,87
1313,28FT,4,10,87
1314,28FT,4,10,87
1318,28FT,4,10,87
1319,28FT,4,10,87
1328,28FT,4,10,87
1330,28FT,4,10,87
1333,28FT,4,10,87
1335,28FT,4,10,87
1345,28FT,4,10,87
1354,28FT,4,10,87
1356,28FT,4,10,87
1365,28FT,4,10,87
1372,28FT,4,10,87
1376,28FT,4,10,87
1386,28FT,4,10,87
1389,28FT,4,10,87
1395,28FT,4,10,87
1405,28FT,4,10,87
1414,28FT,4,10,87
1416,28FT,4,10,87
1418,28FT,4,10,87
1421,28FT,4,10,87
1422,28FT,4,10,87
1434,28FT,4,10,87
1437,28FT,4,10,87
1442,28FT,4,10,87
1456,28FT,4,10,87
1469,28FT,4,10,87
1474,28FT,4,10,87
1489,28FT,4,10,87
1505,28FT,4,10,87
1511,28FT,4,10,87
1515,28FT,4,10,87
1519,28FT,4,10,87
1522,28FT,4,10,87
1526,28FT,4,10,87
1538,28FT,4,10,87
1566,28FT,4,10,87
1574,28FT,4,10,87
1579,28FT,4,10,87
1589,28FT,4,10,87
1601,28FT,4,10,87
1602,28FT,4,10,87
1609,28FT,4,10,87
1613,28FT,4,10,87
1615,28FT,4,10,87
1617,28FT,4,10,87
1624,28FT,4,10,87
1625,28FT,4,10,87
1627,28FT,4,10,87
1661,28FT,4,10,87
1662,28FT,4,10,87
1664,28FT,4,10,87
1670,28FT,4,10,87
1675,28FT,4,10,87
1693,28FT,4,10,87
1704,28FT,4,10,87
1705,28FT,4,10,87
1713,28FT,4,10,87
1719,28FT,4,10,87
1724,28FT,4,10,87
1740,28FT,4,10,87
1791,28FT,4,10,87
1792,28FT,4,10,87
1793,28FT,4,10,87
1794,28FT,4,10,87
1800,28FT,4,10,87
1806,28FT,4,10,87
1807,28FT,4,10,87
1812,28FT,4,10,87
1829,28FT,4,10,87
1836,28FT,4,10,87
1839,28FT,4,10,87
1840,28FT,4,10,87
1850,28FT,4,10,87
1855,28FT,4,10,87
1857,28FT,4,10,87
1858,28FT,4,10,87
1863,28FT,4,10,87
1864,28FT,4,10,87
1866,28FT,4,10,87
1874,28FT,4,10,87
1880,28FT,4,10,87
1895,28FT,4,10,87
1896,28FT,4,10,87
1902,28FT,4,10,87
1920,28FT,4,10,87
1924,28FT,4,10,87
1926,28FT,4,10,87
1927,28FT,4,10,87
1941,28FT,4,10,87
1967,28FT,4,10,87
1977,28FT,4,10,87
1978,28FT,4,10,87
1980,28FT,4,10,87
1992,28FT,4,10,87
1998,28FT,4,10,87
2001,28FT,4,10,87
2004,28FT,4,10,87
2012,28FT,4,10,87
2023,28FT,4,10,87
2033,28FT,4,10,87
2050,28FT,4,10,87
2055,28FT,4,10,87
2077,28FT,4,10,87
2080,28FT,4,10,87
2089,28FT,4,10,87
2091,28FT,4,10,87
2096,28FT,4,10,87
2114,28FT,4,10,87
2120,28FT,4,10,87
2125,28FT,4,10,87
2132,28FT,4,10,87
2166,28FT,4,10,87
2167,28FT,4,10,87
2175,28FT,4,10,87
2180,28FT,4,10,87
2183,28FT,4,10,87
2195,28FT,4,10,87
2196,28FT,4,10,87
2204,28FT,4,10,87
2206,28FT,4,10,87
2214,28FT,4,10,87
2223,28FT,4,10,87
2225,28FT,4,10,87
2237,28FT,4,10,87
2248,28FT,4,10,87
2270,28FT,4,10,87
2273,28FT,4,10,87
2284,28FT,4,10,87
2299,28FT,4,10,87
2306,28FT,4,10,87
2312,28FT,4,10,87
2322,28FT,4,10,87
2333,28FT,4,10,87
2362,28FT,4,10,87
2370,28FT,4,10,87
2373,28FT,4,10,87
2388,28FT,4,10,87
2412,28FT,4,10,87
2421,28FT,4,10,87
2424,28FT,4,10,87
2435,28FT,4,10,87
2439,28FT,4,10,87
2440,28FT,4,10,87
2448,28FT,4,10,87
2459,28FT,4,10,87
2473,28FT,4,10,87
2477,28FT,4,10,87
2481,28FT,4,10,87
2482,28FT,4,10,87
2490,28FT,4,10,87
2491,28FT,4,10,87
2496,28FT,4,10,87
2501,28FT,4,10,87
2503,28FT,4,10,87
2518,28FT,4,10,87
2531,28FT,4,10,87
2543,28FT,4,10,87
2552,28FT,4,10,87
2553,28FT,4,10,87
2557,28FT,4,10,87
2564,28FT,4,10,87
2571,28FT,4,10,87
2579,28FT,4,10,87
2603,28FT,4,10,87
2605,28FT,4,10,87
2610,28FT,4,10,87
2615,28FT,4,10,87
2629,28FT,4,10,87
2630,28FT,4,10,87
2633,28FT,4,10,87
2644,28FT,4,10,87
2645,28FT,4,10,87
2651,28FT,4,10,87
2656,28FT,4,10,87
2662,28FT,4,10,87
2672,28FT,4,10,87
2674,28FT,4,10,87
2691,28FT,4,10,87
2700,28FT,4,10,87
2714,28FT,4,10,87
2739,28FT,4,10,87
2753,28FT,4,10,87
2761,28FT,4,10,87
2763,28FT,4,10,87
2774,28FT,4,10,87
2778,28FT,4,10,87
2806,28FT,4,10,87
2817,28FT,4,10,87
2819,28FT,4,10,87
2822,28FT,4,10,87
2825,28FT,4,10,87
2831,28FT,4,10,87
2834,28FT,4,10,87
2846,28FT,4,10,87
2853,28FT,4,10,87
2897,28FT,4,10,87
2901,28FT,4,10,87
2910,28FT,4,10,87
2912,28FT,4,10,87
2913,28FT,4,10,87
2954,28FT,4,10,87
2955,28FT,4,10,87
2978,28FT,4,10,87
2985,28FT,4,10,87
3018,28FT,4,10,87
3059,28FT,4,10,87
3061,28FT,4,10,87
3078,28FT,4,10,87
3081,28FT,4,10,87
3169,28FT,4,10,87
3207,28FT,4,10,87
3210,28FT,4,10,87
3221,28FT,4,10,87
3228,28FT,4,10,87
3252,28FT,4,10,87
3260,28FT,4,10,87
3288,28FT,4,10,87
3307,28FT,4,10,87
3309,28FT,4,10,87
3404,28FT,4,10,87
3407,28FT,4,10,87
3409,28FT,4,10,87
3412,28FT,4,10,87
3422,28FT,4,10,87
3433,28FT,4,10,87
3445,28FT,4,10,87
3460,28FT,4,10,87
3476,28FT,4,10,87
3480,28FT,4,10,87
3484,28FT,4,10,87
3494,28FT,4,10,87
3501,28FT,4,10,87
3514,28FT,4,10,87
3515,28FT,4,10,87
3526,28FT,4,10,87
3537,28FT,4,10,87
3547,28FT,4,10,87
3560,28FT,4,10,87
3580,28FT,4,10,87
3590,28FT,4,10,87
3607,28FT,4,10,87
3609,28FT,4,10,87
3632,28FT,4,10,87
3634,28FT,4,10,87
3643,28FT,4,10,87
3701,28FT,4,10,87
3710,28FT,4,10,87
3720,28FT,4,10,87
3725,28FT,4,10,87
3730,28FT,4,10,87
3733,28FT,4,10,87
3739,28FT,4,10,87
3742,28FT,4,10,87
3747,28FT,4,10,87
3757,28FT,4,10,87
3758,28FT,4,10,87
3771,28FT,4,10,87
3781,28FT,4,10,87
3783,28FT,4,10,87
3790,28FT,4,10,87
3824,28FT,4,10,87
3826,28FT,4,10,87
3837,28FT,4,10,87
3860,28FT,4,10,87
3868,28FT,4,10,87
3897,28FT,4,10,87
4064,28FT,4,10,87
4130,28FT,4,10,87
4131,28FT,4,10,87
4137,28FT,4,10,87
4164,28FT,4,10,87
4165,28FT,4,10,87
4203,28FT,4,10,87
4223,28FT,4,10,87
4237,28FT,4,10,87
4274,28FT,4,10,87
4278,28FT,4,10,87
4309,28FT,4,10,87
4317,28FT,4,10,87
4323,28FT,4,10,87
4352,28FT,4,10,87
4355,28FT,4,10,87
4358,28FT,4,10,87
4399,28FT,4,10,87
4405,28FT,4,10,87
4424,28FT,4,10,87
4459,28FT,4,10,87
4474,28FT,4,10,87
4479,28FT,4,10,87
4501,28FT,4,10,87
4506,28FT,4,10,87
4509,28FT,4,10,87
4511,28FT,4,10,87
4526,28FT,4,10,87
4540,28FT,4,10,87
4583,28FT,4,10,87
4588,28FT,4,10,87
4590,28FT,4,10,87
4593,28FT,4,10,87
4627,28FT,4,10,87
4636,28FT,4,10,87
4637,28FT,4,10,87
4695,28FT,4,10,87
4734,28FT,4,10,87
4849,28FT,4,10,87
5028,28FT,4,10,87
5029,28FT,4,10,87
5044,28FT,4,10,87
5064,28FT,4,10,87
5073,28FT,4,10,87
5133,28FT,4,10,87
5142,28FT,4,10,87
5160,28FT,4,10,87
5168,28FT,4,10,87
5191,28FT,4,10,87
5197,28FT,4,10,87
5200,28FT,4,10,87
5215,28FT,4,10,87
5220,28FT,4,10,87
5236,28FT,4,10,87
5240,28FT,4,10,87
5262,28FT,4,10,87
5263,28FT,4,10,87
5275,28FT,4,10,87
5299,28FT,4,10,87
5317,28FT,4,10,87
5334,28FT,4,10,87
5335,28FT,4,10,87
5340,28FT,4,10,87
5344,28FT,4,10,87
5346,28FT,4,10,87
5347,28FT,4,10,87
5358,28FT,4,10,87
5384,28FT,4,10,87
5397,28FT,4,10,87
5411,28FT,4,10,87
5416,28FT,4,10,87
5424,28FT,4,10,87
5438,28FT,4,10,87
5439,28FT,4,10,87
5440,28FT,4,10,87
5441,28FT,4,10,87
5444,28FT,4,10,87
5461,28FT,4,10,87
5625,28FT,4,10,87
5628,28FT,4,10,87
5668,28FT,4,10,87
5686,28FT,4,10,87
5761,28FT,4,10,87
5764,28FT,4,10,87
5786,28FT,4,10,87
5835,28FT,4,10,87
5859,28FT,4,10,87
5922,28FT,4,10,87
5929,28FT,4,10,87
5957,28FT,4,10,87
5965,28FT,4,10,87
6576,28FT,4,10,87
6878,28FT,4,10,87
6931,28FT,4,10,87
6932,28FT,4,10,87
6951,28FT,4,10,87
6952,28FT,4,10,87
6958,28FT,4,10,87
6998,28FT,4,10,87
7185,28FT,4,10,87
7199,28FT,4,10,87
7281,28FT,4,10,87
7324,28FT,4,10,87
7326,28FT,4,10,87
8930,28FT,4,10,87
2,32FT,5,10,87
4,32FT,5,10,87
14,32FT,5,10,87
17,32FT,5,10,87
18,32FT,5,10,87
20,32FT,5,10,87
25,32FT,5,10,87
31,32FT,5,10,87
32,32FT,5,10,87
36,32FT,5,10,87
42,32FT,5,10,87
70,32FT,5,10,87
87,32FT,5,10,87
96,32FT,5,10,87
100,32FT,5,10,87
111,32FT,5,10,87
113,32FT,5,10,87
120,32FT,5,10,87
128,32FT,5,10,87
135,32FT,5,10,87
138,32FT,5,10,87
147,32FT,5,10,87
149,32FT,5,10,87
154,32FT,5,10,87
170,32FT,5,10,87
172,32FT,5,10,87
177,32FT,5,10,87
217,32FT,5,10,87
224,32FT,5,10,87
227,32FT,5,10,87
228,32FT,5,10,87
233,32FT,5,10,87
236,32FT,5,10,87
256,32FT,5,10,87
261,32FT,5,10,87
267,32FT,5,10,87
269,32FT,5,10,87
278,32FT,5,10,87
287,32FT,5,10,87
292,32FT,5,10,87
328,32FT,5,10,87
332,32FT,5,10,87
346,32FT,5,10,87
353,32FT,5,10,87
366,32FT,5,10,87
374,32FT,5,10,87
383,32FT,5,10,87
394,32FT,5,10,87
396,32FT,5,10,87
397,32FT,5,10,87
404,32FT,5,10,87
405,32FT,5,10,87
406,32FT,5,10,87
416,32FT,5,10,87
424,32FT,5,10,87
429,32FT,5,10,87
431,32FT,5,10,87
449,32FT,5,10,87
450,32FT,5,10,87
464,32FT,5,10,87
465,32FT,5,10,87
467,32FT,5,10,87
469,32FT,5,10,87
472,32FT,5,10,87
483,32FT,5,10,87
484,32FT,5,10,87
501,32FT,5,10,87
511,32FT,5,10,87
518,32FT,5,10,87
519,32FT,5,10,87
530,32FT,5,10,87
538,32FT,5,10,87
543,32FT,5,10,87
558,32FT,5,10,87
563,32FT,5,10,87
573,32FT,5,10,87
575,32FT,5,10,87
576,32FT,5,10,87
614,32FT,5,10,87
620,32FT,5,10,87
623,32FT,5,10,87
624,32FT,5,10,87
625,32FT,5,10,87
631,32FT,5,10,87
645,32FT,5,10,87
652,32FT,5,10,87
658,32FT,5,10,87
659,32FT,5,10,87
661,32FT,5,10,87
662,32FT,5,10,87
666,32FT,5,10,87
667,32FT,5,10,87
668,32FT,5,10,87
676,32FT,5,10,87
684,32FT,5,10,87
686,32FT,5,10,87
709,32FT,5,10,87
724,32FT,5,10,87
736,32FT,5,10,87
737,32FT,5,10,87
754,32FT,5,10,87
756,32FT,5,10,87
761,32FT,5,10,87
764,32FT,5,10,87
772,32FT,5,10,87
776,32FT,5,10,87
796,32FT,5,10,87
806,32FT,5,10,87
809,32FT,5,10,87
819,32FT,5,10,87
829,32FT,5,10,87
838,32FT,5,10,87
846,32FT,5,10,87
847,32FT,5,10,87
853,32FT,5,10,87
854,32FT,5,10,87
856,32FT,5,10,87
870,32FT,5,10,87
877,32FT,5,10,87
886,32FT,5,10,87
902,32FT,5,10,87
918,32FT,5,10,87
927,32FT,5,10,87
929,32FT,5,10,87
938,32FT,5,10,87
940,32FT,5,10,87
950,32FT,5,10,87
963,32FT,5,10,87
974,32FT,5,10,87
975,32FT,5,10,87
979,32FT,5,10,87
993,32FT,5,10,87
994,32FT,5,10,87
1020,32FT,5,10,87
1022,32FT,5,10,87
1030,32FT,5,10,87
1036,32FT,5,10,87
1044,32FT,5,10,87
1051,32FT,5,10,87
1064,32FT,5,10,87
1072,32FT,5,10,87
1079,32FT,5,10,87
1090,32FT,5,10,87
1093,32FT,5,10,87
1099,32FT,5,10,87
1120,32FT,5,10,87
1129,32FT,5,10,87
1133,32FT,5,10,87
1138,32FT,5,10,87
1141,32FT,5,10,87
1150,32FT,5,10,87
1151,32FT,5,10,87
1160,32FT,5,10,87
1167,32FT,5,10,87
1170,32FT,5,10,87
1176,32FT,5,10,87
1179,32FT,5,10,87
1180,32FT,5,10,87
1181,32FT,5,10,87
1182,32FT,5,10,87
1183,32FT,5,10,87
1185,32FT,5,10,87
1192,32FT,5,10,87
1197,32FT,5,10,87
1203,32FT,5,10,87
1212,32FT,5,10,87
1240,32FT,5,10,87
1249,32FT,5,10,87
1266,32FT,5,10,87
1267,32FT,5,10,87
1275,32FT,5,10,87
1286,32FT,5,10,87
1342,32FT,5,10,87
1347,32FT,5,10,87
1359,32FT,5,10,87
1360,32FT,5,10,87
1363,32FT,5,10,87
1373,32FT,5,10,87
1378,32FT,5,10,87
1379,32FT,5,10,87
1393,32FT,5,10,87
1407,32FT,5,10,87
1408,32FT,5,10,87
1413,32FT,5,10,87
1415,32FT,5,10,87
1417,32FT,5,10,87
1440,32FT,5,10,87
1447,32FT,5,10,87
1448,32FT,5,10,87
1486,32FT,5,10,87
1487,32FT,5,10,87
1493,32FT,5,10,87
1496,32FT,5,10,87
1497,32FT,5,10,87
1498,32FT,5,10,87
1502,32FT,5,10,87
1516,32FT,5,10,87
1518,32FT,5,10,87
1530,32FT,5,10,87
1539,32FT,5,10,87
1542,32FT,5,10,87
1554,32FT,5,10,87
1567,32FT,5,10,87
1572,32FT,5,10,87
1592,32FT,5,10,87
1593,32FT,5,10,87
1606,32FT,5,10,87
1610,32FT,5,10,87
1623,32FT,5,10,87
1643,32FT,5,10,87
1647,32FT,5,10,87
1651,32FT,5,10,87
1657,32FT,5,10,87
1658,32FT,5,10,87
1667,32FT,5,10,87
1671,32FT,5,10,87
1690,32FT,5,10,87
1691,32FT,5,10,87
1696,32FT,5,10,87
1700,32FT,5,10,87
1707,32FT,5,10,87
1709,32FT,5,10,87
1715,32FT,5,10,87
1716,32FT,5,10,87
1723,32FT,5,10,87
1726,32FT,5,10,87
1727,32FT,5,10,87
1736,32FT,5,10,87
1738,32FT,5,10,87
1741,32FT,5,10,87
1747,32FT,5,10,87
1752,32FT,5,10,87
1758,32FT,5,10,87
1766,32FT,5,10,87
1772,32FT,5,10,87
1774,32FT,5,10,87
1775,32FT,5,10,87
1776,32FT,5,10,87
1777,32FT,5,10,87
1780,32FT,5,10,87
1783,32FT,5,10,87
1787,32FT,5,10,87
1790,32FT,5,10,87
1796,32FT,5,10,87
1798,32FT,5,10,87
1803,32FT,5,10,87
1811,32FT,5,10,87
1830,32FT,5,10,87
1873,32FT,5,10,87
1887,32FT,5,10,87
1904,32FT,5,10,87
1910,32FT,5,10,87
1914,32FT,5,10,87
1922,32FT,5,10,87
1929,32FT,5,10,87
1930,32FT,5,10,87
1934,32FT,5,10,87
1942,32FT,5,10,87
1948,32FT,5,10,87
1955,32FT,5,10,87
1957,32FT,5,10,87
1961,32FT,5,10,87
1963,32FT,5,10,87
1964,32FT,5,10,87
1966,32FT,5,10,87
1981,32FT,5,10,87
1985,32FT,5,10,87
1999,32FT,5,10,87
2007,32FT,5,10,87
2016,32FT,5,10,87
2030,32FT,5,10,87
2056,32FT,5,10,87
2062,32FT,5,10,87
2064,32FT,5,10,87
2074,32FT,5,10,87
2079,32FT,5,10,87
2081,32FT,5,10,87
2090,32FT,5,10,87
2101,32FT,5,10,87
2104,32FT,5,10,87
2106,32FT,5,10,87
2107,32FT,5,10,87
2113,32FT,5,10,87
2121,32FT,5,10,87
2129,32FT,5,10,87
2130,32FT,5,10,87
2135,32FT,5,10,87
2140,32FT,5,10,87
2141,32FT,5,10,87
2152,32FT,5,10,87
2153,32FT,5,10,87
2164,32FT,5,10,87
2174,32FT,5,10,87
2191,32FT,5,10,87
2200,32FT,5,10,87
2208,32FT,5,10,87
2238,32FT,5,10,87
2252,32FT,5,10,87
2257,32FT,5,10,87
2269,32FT,5,10,87
2272,32FT,5,10,87
2279,32FT,5,10,87
2282,32FT,5,10,87
2293,32FT,5,10,87
2295,32FT,5,10,87
2309,32FT,5,10,87
2313,32FT,5,10,87
2319,32FT,5,10,87
2325,32FT,5,10,87
2326,32FT,5,10,87
2331,32FT,5,10,87
2332,32FT,5,10,87
2334,32FT,5,10,87
2335,32FT,5,10,87
2369,32FT,5,10,87
2371,32FT,5,10,87
2400,32FT,5,10,87
2404,32FT,5,10,87
2432,32FT,5,10,87
2444,32FT,5,10,87
2447,32FT,5,10,87
2449,32FT,5,10,87
2474,32FT,5,10,87
2475,32FT,5,10,87
2483,32FT,5,10,87
2484,32FT,5,10,87
2508,32FT,5,10,87
2509,32FT,5,10,87
2512,32FT,5,10,87
2516,32FT,5,10,87
2538,32FT,5,10,87
2558,32FT,5,10,87
2562,32FT,5,10,87
2574,32FT,5,10,87
2585,32FT,5,10,87
2598,32FT,5,10,87
2611,32FT,5,10,87
2612,32FT,5,10,87
2613,32FT,5,10,87
2614,32FT,5,10,87
2617,32FT,5,10,87
2641,32FT,5,10,87
2643,32FT,5,10,87
2671,32FT,5,10,87
2694,32FT,5,10,87
2702,32FT,5,10,87
2704,32FT,5,10,87
2732,32FT,5,10,87
2749,32FT,5,10,87
2754,32FT,5,10,87
2762,32FT,5,10,87
2769,32FT,5,10,87
2771,32FT,5,10,87
2787,32FT,5,10,87
2788,32FT,5,10,87
2795,32FT,5,10,87
2814,32FT,5,10,87
2815,32FT,5,10,87
2818,32FT,5,10,87
2821,32FT,5,10,87
2828,32FT,5,10,87
2843,32FT,5,10,87
2856,32FT,5,10,87
2857,32FT,5,10,87
2861,32FT,5,10,87
2883,32FT,5,10,87
2891,32FT,5,10,87
2899,32FT,5,10,87
2915,32FT,5,10,87
2920,32FT,5,10,87
2929,32FT,5,10,87
2932,32FT,5,10,87
2933,32FT,5,10,87
2937,32FT,5,10,87
2941,32FT,5,10,87
2945,32FT,5,10,87
2953,32FT,5,10,87
2967,32FT,5,10,87
2989,32FT,5,10,87
3017,32FT,5,10,87
3044,32FT,5,10,87
3057,32FT,5,10,87
3103,32FT,5,10,87
3106,32FT,5,10,87
3107,32FT,5,10,87
3118,32FT,5,10,87
3180,32FT,5,10,87
3192,32FT,5,10,87
3206,32FT,5,10,87
3212,32FT,5,10,87
3218,32FT,5,10,87
3222,32FT,5,10,87
3276,32FT,5,10,87
3278,32FT,5,10,87
3286,32FT,5,10,87
3290,32FT,5,10,87
3292,32FT,5,10,87
3298,32FT,5,10,87
3334,32FT,5,10,87
3337,32FT,5,10,87
3344,32FT,5,10,87
3348,32FT,5,10,87
3350,32FT,5,10,87
3360,32FT,5,10,87
3379,32FT,5,10,87
3386,32FT,5,10,87
3402,32FT,5,10,87
3427,32FT,5,10,87
3429,32FT,5,10,87
3434,32FT,5,10,87
3459,32FT,5,10,87
3461,32FT,5,10,87
3472,32FT,5,10,87
3473,32FT,5,10,87
3487,32FT,5,10,87
3522,32FT,5,10,87
3534,32FT,5,10,87
3543,32FT,5,10,87
3549,32FT,5,10,87
3569,32FT,5,10,87
3588,32FT,5,10,87
3596,32FT,5,10,87
3597,32FT,5,10,87
3602,32FT,5,10,87
3612,32FT,5,10,87
3621,32FT,5,10,87
3626,32FT,5,10,87
3633,32FT,5,10,87
3652,32FT,5,10,87
3658,32FT,5,10,87
3700,32FT,5,10,87
3708,32FT,5,10,87
3709,32FT,5,10,87
3722,32FT,5,10,87
3731,32FT,5,10,87
3772,32FT,5,10,87
3773,32FT,5,10,87
3784,32FT,5,10,87
3791,32FT,5,10,87
3794,32FT,5,10,87
3805,32FT,5,10,87
3823,32FT,5,10,87
3831,32FT,5,10,87
3842,32FT,5,10,87
3869,32FT,5,10,87
3872,32FT,5,10,87
3876,32FT,5,10,87
3877,32FT,5,10,87
3883,32FT,5,10,87
4049,32FT,5,10,87
4063,32FT,5,10,87
4111,32FT,5,10,87
4129,32FT,5,10,87
4166,32FT,5,10,87
4195,32FT,5,10,87
4202,32FT,5,10,87
4215,32FT,5,10,87
4224,32FT,5,10,87
4253,32FT,5,10,87
4272,32FT,5,10,87
4277,32FT,5,10,87
4283,32FT,5,10,87
4330,32FT,5,10,87
4334,32FT,5,10,87
4335,32FT,5,10,87
4340,32FT,5,10,87
4394,32FT,5,10,87
4428,32FT,5,10,87
4435,32FT,5,10,87
4440,32FT,5,10,87
4472,32FT,5,10,87
4483,32FT,5,10,87
4499,32FT,5,10,87
4521,32FT,5,10,87
4597,32FT,5,10,87
4641,32FT,5,10,87
4644,32FT,5,10,87
4690,32FT,5,10,87
5031,32FT,5,10,87
5034,32FT,5,10,87
5040,32FT,5,10,87
5041,32FT,5,10,87
5048,32FT,5,10,87
5049,32FT,5,10,87
5054,32FT,5,10,87
5085,32FT,5,10,87
5087,32FT,5,10,87
5113,32FT,5,10,87
5117,32FT,5,10,87
5123,32FT,5,10,87
5126,32FT,5,10,87
5131,32FT,5,10,87
5136,32FT,5,10,87
5139,32FT,5,10,87
5146,32FT,5,10,87
5155,32FT,5,10,87
5159,32FT,5,10,87
5173,32FT,5,10,87
5178,32FT,5,10,87
5199,32FT,5,10,87
5203,32FT,5,10,87
5218,32FT,5,10,87
5232,32FT,5,10,87
5251,32FT,5,10,87
5260,32FT,5,10,87
5288,32FT,5,10,87
5296,32FT,5,10,87
5300,32FT,5,10,87
5309,32FT,5,10,87
5348,32FT,5,10,87
5374,32FT,5,10,87
5386,32FT,5,10,87
5390,32FT,5,10,87
5403,32FT,5,10,87
5418,32FT,5,10,87
5419,32FT,5,10,87
5445,32FT,5,10,87
5462,32FT,5,10,87
5469,32FT,5,10,87
5494,32FT,5,10,87
5499,32FT,5,10,87
5669,32FT,5,10,87
5706,32FT,5,10,87
5781,32FT,5,10,87
5841,32FT,5,10,87
5842,32FT,5,10,87
5851,32FT,5,10,87
5864,32FT,5,10,87
5866,32FT,5,10,87
5956,32FT,5,10,87
6370,32FT,5,10,87
6392,32FT,5,10,87
6469,32FT,5,10,87
6789,32FT,5,10,87
6807,32FT,5,10,87
6887,32FT,5,10,87
6964,32FT,5,10,87
7087,32FT,5,10,87
7179,32FT,5,10,87
8331,32FT,5,10,87
26,36FT,6,10,87
37,36FT,6,10,87
39,36FT,6,10,87
40,36FT,6,10,87
48,36FT,6,10,87
80,36FT,6,10,87
108,36FT,6,10,87
109,36FT,6,10,87
110,36FT,6,10,87
122,36FT,6,10,87
124,36FT,6,10,87
129,36FT,6,10,87
130,36FT,6,10,87
144,36FT,6,10,87
148,36FT,6,10,87
151,36FT,6,10,87
168,36FT,6,10,87
174,36FT,6,10,87
178,36FT,6,10,87
188,36FT,6,10,87
194,36FT,6,10,87
196,36FT,6,10,87
197,36FT,6,10,87
198,36FT,6,10,87
204,36FT,6,10,87
214,36FT,6,10,87
231,36FT,6,10,87
234,36FT,6,10,87
237,36FT,6,10,87
238,36FT,6,10,87
260,36FT,6,10,87
268,36FT,6,10,87
281,36FT,6,10,87
286,36FT,6,10,87
302,36FT,6,10,87
321,36FT,6,10,87
322,36FT,6,10,87
340,36FT,6,10,87
345,36FT,6,10,87
355,36FT,6,10,87
360,36FT,6,10,87
361,36FT,6,10,87
363,36FT,6,10,87
365,36FT,6,10,87
368,36FT,6,10,87
371,36FT,6,10,87
389,36FT,6,10,87
393,36FT,6,10,87
395,36FT,6,10,87
407,36FT,6,10,87
423,36FT,6,10,87
430,36FT,6,10,87
443,36FT,6,10,87
444,36FT,6,10,87
456,36FT,6,10,87
457,36FT,6,10,87
459,36FT,6,10,87
470,36FT,6,10,87
476,36FT,6,10,87
489,36FT,6,10,87
492,36FT,6,10,87
517,36FT,6,10,87
520,36FT,6,10,87
526,36FT,6,10,87
528,36FT,6,10,87
541,36FT,6,10,87
544,36FT,6,10,87
549,36FT,6,10,87
551,36FT,6,10,87
574,36FT,6,10,87
581,36FT,6,10,87
594,36FT,6,10,87
598,36FT,6,10,87
605,36FT,6,10,87
615,36FT,6,10,87
628,36FT,6,10,87
630,36FT,6,10,87
635,36FT,6,10,87
643,36FT,6,10,87
653,36FT,6,10,87
660,36FT,6,10,87
669,36FT,6,10,87
675,36FT,6,10,87
688,36FT,6,10,87
689,36FT,6,10,87
691,36FT,6,10,87
692,36FT,6,10,87
695,36FT,6,10,87
699,36FT,6,10,87
700,36FT,6,10,87
702,36FT,6,10,87
710,36FT,6,10,87
715,36FT,6,10,87
718,36FT,6,10,87
722,36FT,6,10,87
725,36FT,6,10,87
727,36FT,6,10,87
742,36FT,6,10,87
767,36FT,6,10,87
770,36FT,6,10,87
775,36FT,6,10,87
777,36FT,6,10,87
782,36FT,6,10,87
787,36FT,6,10,87
794,36FT,6,10,87
800,36FT,6,10,87
816,36FT,6,10,87
835,36FT,6,10,87
848,36FT,6,10,87
862,36FT,6,10,87
864,36FT,6,10,87
867,36FT,6,10,87
875,36FT,6,10,87
882,36FT,6,10,87
888,36FT,6,10,87
889,36FT,6,10,87
906,36FT,6,10,87
