Market Number,Store Number,Total Season Pallets Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
165,3337,13,13,12
165,3339,35,31,28
165,3774,19,18,16
165,5384,-   ,0,0
165,5476,18,16,14
166,2141,42,36,32
166,5495,-   , -   ,0
166,5881,18,18,17
166,5891,21,20,17
167,2263,18,18,16
167,2945,21,21,19
167,3475,17,16,15
167,3501,24,22,20
167,3541,16,13,12
167,4687,22,19,20
167,5239,24,22,19
168,1777,17,17,16
168,2145,28,25,21
168,2252,21,20,18
168,2614,28,27,24
168,2641,25,23,21
168,3810,16,16,14
168,4612,29,26,24
170,2068,26,24,22
170,2096,17,14,12
170,2445,14,13,12
170,2446,26,25,22
170,2650,18,19,18
170,3564,14,14,12
170,5130,-   ,0,0
170,5649,13,12,10
171,2156,-   , -   ,0
171,8331,35,33,31
172,2916,-   ,0,0
172,5293,97,89,82
172,5295,38,36,33
173,2163,-   ,0,0
173,2284,19,19,17
173,3543,-   ,0,0
174,2003,15,11,8
174,2294,7,6,5
174,2365,18,17,15
174,2368,25,24,20
174,2497,17,16,15
174,2503,10,9,9
174,2582,-   ,1,1
175,2633,-   ,0,0
175,2651,10,9,9
175,2825,-   ,0,0
175,3078,16,15,13
175,3469,33,30,27
175,4153,16,12,10
175,5201,-   , -   ,0
176,3292,-   ,0,0
176,3912,11,8,6
176,5111,-   ,0,0
176,5447,45,31,25
176,5867,27,25,25
176,7636,,,#N/A
178,1977,14,13,12
178,2195,8,8,7
178,3236,21,19,17
178,3830,17,16,14
178,5012,19,20,20
178,5142,15,14,14
178,5414,10,9,8
179,1797,28,24,20
179,1856,55,52,49
179,1924,57,57,52
179,1932,23,22,22
179,1974,-   , -   ,0
179,2013,34,31,27
179,2047,29,27,26
179,2143,17,17,16
179,2178,75,75,22
179,5076,28,24,22
180,1866,21,18,16
180,1868,25,24,23
180,1939,24,23,19
180,2046,22,21,19
180,2140,17,16,15
180,2183,18,17,16
180,2202,16,15,13
180,2634,23,22,20
180,3269,9,9,9
181,1975,19,18,17
181,2369,13,12,11
181,2639,13,12,12
181,2682,12,12,11
181,2758,9,8,7
181,4156,32,31,29
181,4389,23,22,20
183,1698,9,9,8
183,1749,13,12,10
183,1788,17,16,13
183,1954,12,11,10
183,2055,20,19,16
183,2130,12,8,6
183,2153,18,17,14
183,2330,17,15,14
183,2398,-   ,0,0
184,1753,12,11,10
184,1796,17,15,13
184,1907,26,24,23
184,2142,13,10,9
184,2399,12,11,11
187,1871,56,53,49
187,1946,59,61,41
187,1994,63,60,40
187,2092,9,9,8
187,2116,35,34,32
187,2424,21,20,19
187,3329,40,39,37
187,3334,37,35,32
187,4403,25,23,22
187,5497,30,27,20
187,5498,27,24,22
188,1940,28,23,19
188,1997,34,26,24
188,2056,31,27,24
188,2097,17,13,12
188,2152,15,14,11
188,2351,23,20,17
188,2370,17,16,15
188,2504,31,30,29
188,2844,25,22,19
188,3583,18,16,14
189,1677,35,33,30
189,1806,32,29,25
189,2093,30,25,22
189,2146,22,21,19
189,2234,56,51,47
189,2264,-   , -   ,0
189,2285,40,36,32
189,2444,45,42,36
189,2874,24,23,22
190,1781,43,38,34
190,1835,57,50,42
190,1976,48,46,40
190,2120,43,41,39
190,2135,31,30,26
190,2262,36,34,32
190,2992,30,29,28
190,3221,26,23,21
190,5240,22,21,19
190,5732,26,22,21
191,1705,32,29,25
191,1830,37,35,32
191,1831,23,20,17
191,1926,21,17,14
191,2166,25,24,23
191,2581,26,23,21
191,2911,36,33,29
191,3332,33,31,27
191,5242,31,28,25
192,1619,21,19,17
192,1673,28,26,23
192,1731,21,20,19
192,1744,29,28,27
192,1813,24,23,22
192,2785,20,14,11
192,3280,18,17,18
192,3842,19,20,19
192,5282,19,18,15
194,1949,39,37,34
194,1966,28,27,26
194,1973,42,41,37
194,2159,46,44,41
194,2164,29,27,24
194,2326,-   ,0,0
194,2405,41,39,36
194,2859,24,22,20
194,5027,29,27,24
195,1909,57,56,49
195,1993,32,30,28
195,2088,39,36,33
195,2107,34,32,30
195,2210,21,18,15
195,2355,25,21,19
195,2586,32,27,20
195,3607,21,19,17
195,4597,23,21,21
196,1542,32,27,23
196,1936,60,57,50
196,2079,27,24,21
196,2100,28,25,23
196,2338,26,24,21
196,2358,29,26,23
196,2417,21,19,17
196,2434,35,31,28
196,2522,24,21,18
196,2545,26,24,24
197,1790,25,21,18
197,2631,24,21,20
197,2872,22,20,18
197,2912,24,20,16
197,3336,16,15,13
197,3476,14,11,9
197,4383,33,26,28
197,5761,28,9,7
197,5842,25,21,18
200,1791,20,19,18
200,1923,21,11,8
200,1942,6,7,7
200,2102,18,16,14
200,2238,20,17,15
200,2493,10,9,7
200,2567,12,10,9
200,3328,14,16,14
200,3453,10,9,8
200,3458,24,22,18
200,3876,7,7,6
200,5386,14,13,12
201,1540,18,20,16
201,2010,35,33,30
201,2061,17,14,11
201,2062,14,15,13
201,2678,17,15,13
201,3436,20,17,14
201,4439,22,19,15
201,5064,13,12,10
201,5065,13,9,7
201,5280,14,12,10
202,1593,18,16,14
202,1642,16,14,13
202,1771,17,15,13
202,1809,29,20,14
202,1836,28,22,18
202,2080,18,15,14
202,2620,13,11,10
202,3791,14,9,8
202,5160,29,24,22
202,5411,12,9,8
202,5472,17,14,12
203,1423,16,15,12
203,1733,17,15,12
203,1754,18,16,15
203,2618,16,15,12
203,2700,21,18,15
203,2869,20,20,16
203,4540,13,14,11
203,5048,19,16,13
203,5893,19,13,11
204,1422,21,19,17
204,1428,24,19,18
204,1432,35,29,24
204,1719,33,27,21
204,1752,25,23,21
204,2014,39,36,33
204,2619,21,19,17
204,2644,18,14,12
204,5097,20,17,16
204,5159,39,37,33
204,5376,26,24,23
205,1592,25,22,21
205,1611,47,41,36
205,1798,33,25,21
205,1928,12,12,12
205,1987,30,28,26
205,2273,19,19,17
205,2354,15,12,10
205,2693,33,30,27
205,3632,22,20,18
205,3726,22,18,15
205,4243,27,22,19
206,2559,16,14,12
206,2692,20,20,18
206,2873,20,17,15
206,2959,22,20,18
206,3487,18,15,12
206,4424,28,25,23
206,4660,16,14,12
206,5844,42,39,25
207,1416,12,12,10
207,1913,9,8,8
207,2191,17,15,13
207,2350,15,14,12
207,3445,15,14,12
207,4479,11,10,9
207,5028,16,13,11
207,5029,22,19,16
207,5030,21,19,17
207,5385,15,11,9
208,1707,31,29,27
208,2063,22,23,21
208,2197,42,36,33
208,2211,32,28,26
208,2506,12,11,10
208,2541,29,25,23
208,2910,31,28,25
208,3722,22,19,15
208,3860,24,21,19
209,1857,-   , -   ,0
209,1863,21,19,16
209,1927,21,20,18
209,2313,18,17,15
209,2359,62,58,55
209,2362,22,20,16
209,3250,24,21,20
209,3293,30,26,23
209,3608,21,19,17
209,5387,41,39,34
213,1429,22,21,18
213,1445,11,10,8
213,1448,32,30,27
213,1539,28,24,22
213,1622,14,13,11
213,1628,16,16,13
213,1986,24,22,20
213,2613,15,13,10
213,3809,9,8,7
213,5309,26,19,16
213,5471,24,23,21
214,1839,25,23,21
214,2073,29,26,23
214,2266,22,21,19
214,2316,24,18,14
214,4255,23,21,19
214,4285,24,23,20
214,5066,25,20,16
214,5082,19,18,16
215,1812,27,22,21
215,1894,25,23,21
215,1911,25,23,21
215,2323,12,10,10
215,2914,35,33,29
215,2966,29,27,25
215,5285,18,17,17
215,5410,32,29,27
216,1724,17,16,15
216,1782,41,38,36
216,1937,35,27,24
216,2078,37,35,32
216,2115,38,35,34
216,2149,30,25,23
216,2209,41,37,35
216,2684,37,34,31
216,2823,47,44,41
216,2852,22,20,18
216,3262,37,34,31
216,3581,36,30,26
217,1239,11,10,9
217,1595,14,13,13
217,2426,47,18,16
217,2471,6,7,7
217,2725,17,16,16
217,2774,9,9,8
217,3812,7,6,6
217,5185,18,17,15
217,5203,14,13,12
218,1368,25,23,22
218,1427,33,26,23
218,1519,34,33,31
218,1564,46,44,39
218,2400,41,37,35
218,2572,29,26,24
218,2605,46,41,38
218,3251,25,21,19
218,3282,18,16,16
218,3486,31,28,28
218,3515,30,27,26
219,1594,33,28,26
219,2098,36,32,29
219,2726,25,23,21
219,3447,15,14,14
219,3580,37,35,33
219,3792,21,20,19
219,5184,17,17,17
219,5466,21,19,18
219,5857,15,15,15
221,1289,30,24,19
221,1407,16,13,12
221,1441,8,9,9
221,1503,13,13,12
221,1504,9,8,8
221,2309,16,13,12
221,2441,12,11,10
221,3502,11,10,9
221,3571,17,15,13
221,3784,17,16,15
221,5499,19,18,15
222,1264,19,17,16
222,1330,20,17,16
222,1333,14,13,11
222,1433,9,9,9
222,1718,17,15,13
222,1750,22,21,20
222,2542,8,8,7
222,3206,21,20,18
222,3300,20,18,14
222,3840,15,13,12
222,5355,21,16,13
223,1331,19,18,16
223,1410,11,11,10
223,1463,42,29,29
223,1495,19,15,13
223,2124,18,19,19
223,2429,41,33,29
223,3641,30,28,27
223,3765,13,11,10
223,3783,14,11,10
223,5104,10,10,10
223,5409,14,12,12
225,1443,22,17,14
225,1510,17,16,15
225,1521,7,6,5
225,1961,19,16,15
225,2250,11,8,8
225,2447,12,12,11
225,2967,22,18,17
225,3342,21,20,20
225,3749,13,9,9
225,4609,10,10,9
226,1623,37,35,31
226,1884,51,43,35
226,1945,36,32,29
226,2024,40,34,28
226,2064,24,23,21
226,2208,63,58,50
226,2480,36,34,33
226,2543,23,23,21
226,4276,19,16,14
227,1948,29,27,25
227,2193,42,37,33
227,2300,26,25,22
227,2588,33,31,31
227,3738,23,21,19
227,3838,26,24,23
227,4644,20,19,18
228,1656,34,33,30
228,2278,40,38,35
228,2561,39,36,34
228,2597,47,45,43
228,2674,28,26,24
228,2909,27,26,25
228,3253,29,27,24
228,3281,35,33,27
228,3429,33,31,27
228,3514,30,31,28
228,5360,29,27,25
228,5445,23,21,18
229,1568,36,35,32
229,1770,28,24,22
229,1820,43,38,34
229,1883,33,31,28
229,1885,63,57,52
229,2008,-   ,0,0
229,2287,37,33,31
229,2540,47,41,36
229,3223,40,39,35
229,4643,18,15,14
231,1765,35,33,30
231,1935,52,47,41
231,2059,35,32,30
231,2318,27,27,28
231,2502,34,31,28
231,2663,44,41,37
231,2664,41,32,28
231,3228,26,22,18
231,5241,36,33,29
231,5356,19,18,16
232,1644,30,28,26
232,1794,30,29,26
232,2169,39,38,32
232,2185,31,27,24
232,2255,22,21,19
232,2481,26,26,23
232,2528,34,31,27
232,2535,33,31,27
232,3412,27,24,22
232,3634,27,25,22
233,1529,50,48,43
233,2023,36,28,24
233,2205,25,25,23
233,2334,24,24,22
233,2340,29,32,28
233,2519,31,30,27
233,2888,27,26,24
233,4404,29,27,24
233,5200,-   ,0,0
234,1591,29,27,25
234,1823,33,31,29
234,1850,30,28,28
234,1886,36,32,28
234,2574,32,31,30
234,3633,34,35,33
234,5358,19,20,19
234,5469,24,23,21
234,5888,12,12,11
235,1739,55,47,42
235,2019,45,43,39
235,2199,46,38,35
235,2281,40,38,35
235,2420,42,39,35
235,2611,32,30,27
235,4501,26,25,23
235,5088,39,33,30
235,5379,28,27,25
235,5446,25,24,22
237,1607,36,34,31
237,1640,18,17,16
237,1684,-   ,0,0
237,1769,45,43,40
237,1792,39,34,29
237,2049,50,45,42
237,2129,49,47,42
237,2230,31,28,25
237,4348,41,39,37
237,5470,36,32,29
238,1479,27,23,20
238,1487,15,14,12
238,1618,27,24,19
238,2276,21,20,17
238,2544,22,20,19
238,2817,40,25,19
238,2818,23,19,18
238,4631,18,16,15
239,1480,10,9,8
239,1665,18,19,18
239,1728,22,21,19
239,1729,17,16,14
239,1745,28,26,24
239,1758,24,21,18
239,2035,16,13,11
239,2275,9,8,7
239,2388,13,13,11
239,3747,18,19,18
239,5374,23,21,19
242,497,24,22,21
242,526,11,11,10
242,1053,22,21,18
242,3294,26,25,23
242,4450,15,14,14
242,5417,19,17,16
242,5418,20,12,10
242,7290,17,15,14
243,922,30,29,25
243,1033,24,23,21
243,1142,27,23,20
243,1157,16,12,11
243,1160,23,19,17
243,1180,18,17,15
243,1327,31,27,24
243,1476,43,33,26
243,2691,26,24,21
243,2968,15,13,11
243,7087,20,20,19
246,854,12,9,9
246,1329,26,23,22
246,1547,17,19,17
246,1962,30,26,23
246,2339,13,12,11
246,2771,15,12,10
246,3851,21,20,17
247,1294,19,19,18
247,1304,19,17,15
247,1378,19,22,20
247,1425,16,16,15
247,1566,12,11,10
247,1639,9,12,11
247,1667,22,20,17
247,1978,31,30,27
247,2311,14,14,12
247,2679,20,17,15
247,4399,14,12,11
248,1388,20,16,13
248,1419,14,11,10
248,1570,25,22,18
248,1647,21,14,12
248,1709,22,20,18
248,1804,12,11,10
248,2819,14,14,11
248,4230,26,18,16
248,4231,11,10,9
248,5025,15,15,14
249,884,24,21,19
249,1141,31,29,26
249,1459,16,14,13
249,1580,28,22,18
249,2787,14,12,10
249,3435,16,14,12
249,3529,26,24,22
249,5443,16,14,14
249,5483,24,20,17
251,828,22,19,18
251,902,22,20,18
251,995,24,21,18
251,1310,23,23,22
251,1356,25,22,20
251,1629,-   , -   ,0
251,1991,28,26,23
251,4235,31,28,25
251,4417,22,19,19
253,143,34,24,22
253,204,25,24,22
253,282,23,22,21
253,294,20,19,17
253,430,26,27,25
253,431,30,28,25
253,491,41,40,37
253,653,25,24,22
253,655,31,29,27
253,736,18,17,17
253,3362,17,15,13
254,257,20,13,11
254,299,32,27,24
254,333,21,19,18
254,694,36,31,29
254,701,23,25,22
254,1263,31,26,22
254,1341,24,24,21
254,1676,30,27,23
254,3363,27,23,23
254,5236,20,18,16
254,5728,22,20,19
256,445,47,41,37
256,589,25,22,19
256,709,45,41,36
256,729,30,28,28
256,1165,27,22,20
256,1170,24,21,18
256,1675,17,15,13
256,4118,28,25,22
256,6931,16,16,14
257,569,34,30,27
257,665,35,29,25
257,689,43,39,35
257,711,45,38,33
257,719,35,33,31
257,825,26,22,19
257,1048,36,31,30
257,1190,29,27,26
257,1234,38,27,24
257,2654,15,13,11
258,552,1,1,0
258,739,66,56,48
258,1113,74,70,66
258,1233,84,79,74
258,1247,81,75,68
258,1259,34,32,32
258,1505,83,75,68
258,1743,-   ,0,0
259,591,26,25,23
259,702,28,25,24
259,1139,52,47,42
259,1140,31,29,27
259,1426,47,43,39
259,1478,64,57,55
259,1569,37,33,33
259,2638,39,34,31
259,3894,30,24,24
259,4461,35,30,26
260,493,20,21,20
260,507,29,23,19
260,519,16,14,13
260,571,30,27,23
260,584,28,25,22
260,692,30,27,24
260,720,21,20,19
260,1210,29,26,23
260,2628,16,14,13
260,2783,25,23,21
262,844,25,19,15
262,852,13,12,11
262,1003,19,18,16
262,1307,19,16,14
262,1386,19,16,15
262,1548,16,14,13
262,2956,13,12,11
262,4323,12,11,10
262,4699,13,11,10
263,802,20,13,11
263,933,16,15,12
263,958,15,16,14
263,1490,22,20,18
263,1740,31,27,25
263,1955,19,19,17
263,2532,28,21,17
263,3837,25,18,15
263,5044,11,9,7
263,5398,16,14,12
264,786,18,16,14
264,1420,9,7,6
264,1553,8,7,5
264,1814,11,9,8
264,1848,8,7,7
264,1898,10,8,6
264,4405,12,11,9
264,5352,20,14,15
264,5442,7,7,6
265,1401,17,14,11
265,1596,11,8,7
265,2215,12,11,10
265,3400,13,12,9
265,3790,11,10,8
265,4286,11,10,9
265,4531,12,11,10
266,1256,16,13,11
266,1497,13,12,11
266,1556,16,14,12
266,3601,10,8,7
266,4049,16,15,14
266,4529,10,9,8
266,5486,9,8,7
266,5965,16,12,10
267,1998,11,11,10
267,2204,14,11,9
267,3725,11,11,10
267,5402,14,13,11
267,5617,18,14,12
268,1681,13,11,10
268,1737,8,7,6
268,1892,17,18,16
268,1897,8,8,7
268,1938,12,8,7
268,3004,20,19,18
268,5485,13,11,9
269,1228,10,10,9
269,1404,8,7,6
269,1668,13,12,10
269,1735,8,7,7
269,3891,10,9,8
269,3893,12,11,10
269,5199,14,13,12
269,5276,-   ,0,0
270,1211,10,8,7
270,1377,14,14,12
270,1413,16,15,13
270,1531,5,6,5
270,3434,20,12,10
270,3597,20,18,15
270,4641,13,10,9
270,5060,11,10,8
271,196,18,15,12
271,216,37,35,31
271,222,29,27,24
271,233,15,13,11
271,237,30,28,27
271,252,16,15,14
271,262,33,27,23
271,302,21,18,16
271,833,17,15,14
272,198,29,27,23
272,213,36,34,31
272,224,31,29,27
272,317,23,21,19
272,435,34,32,28
272,436,25,24,21
272,454,15,13,12
272,506,11,13,11
272,936,36,32,28
272,1395,27,25,23
272,4259,12,11,9
273,254,20,18,15
273,422,21,20,18
273,481,33,25,22
273,550,13,11,9
273,612,17,15,13
273,798,11,10,9
273,1093,14,14,13
273,1734,15,12,10
273,2491,27,22,18
273,2934,16,14,12
273,3255,16,13,11
273,5403,16,13,12
275,200,42,40,37
275,334,17,15,13
275,343,21,18,15
275,609,52,42,36
275,1451,13,13,11
275,1454,39,37,35
275,1602,22,21,20
275,1690,38,36,30
275,2728,23,22,21
275,3210,26,21,18
275,3602,28,26,25
278,197,21,20,18
278,199,16,15,14
278,603,32,29,24
278,1028,21,20,18
278,1125,23,20,14
278,1421,23,19,16
278,3459,14,12,11
278,3460,28,25,21
278,5157,12,11,10
279,633,21,19,16
279,636,14,14,12
279,775,28,25,23
279,792,1,1,0
279,796,32,27,23
279,891,23,20,17
279,2231,30,27,24
279,4511,30,25,19
279,5399,23,20,17
280,1674,39,38,35
280,1703,34,33,32
280,2233,21,21,21
280,2357,27,24,21
280,2566,29,26,24
280,2756,21,22,20
280,2790,25,24,22
280,4423,43,26,23
281,1968,24,20,18
281,2045,26,22,20
281,2577,23,20,20
281,3489,12,12,12
281,3780,29,28,25
282,1875,37,33,29
282,2279,29,25,23
282,2435,24,23,23
282,5382,25,23,20
283,1985,19,19,18
283,2194,-   ,0,0
283,3035,11,10,10
283,5753,10,10,10
283,5936,7,7,6
283,5968,8,8,7
284,1736,37,36,30
284,1741,33,32,31
284,1860,30,28,25
284,3802,36,34,32
284,5039,34,32,31
284,5450,23,22,21
284,5795,22,21,18
285,1890,32,30,26
285,2272,20,21,19
285,2460,36,34,28
285,2514,28,24,22
285,2560,20,19,16
285,2791,26,25,22
285,2931,25,24,22
285,3843,23,21,20
285,4378,17,16,16
286,1406,22,21,19
286,1825,15,12,11
286,2437,12,10,9
286,2564,12,11,10
286,2647,15,14,13
286,3344,32,31,29
286,3573,22,21,18
286,4514,18,17,16
286,5105,23,22,21
286,6952,16,14,13
287,1523,15,14,14
287,1525,18,17,15
287,1730,24,23,21
287,2295,18,17,17
287,2795,18,18,17
287,3869,5,5,4
287,4191,5,5,4
287,4350,16,15,14
287,7032,18,17,15
288,1631,27,22,19
288,1682,23,17,15
288,1687,22,19,17
288,1759,26,25,24
288,1773,24,23,22
288,3214,27,16,13
288,3219,19,19,17
288,3265,33,31,29
288,3831,21,19,17
288,4623,11,10,10
289,1688,14,13,12
289,1811,17,17,15
289,1841,24,23,20
289,2529,24,25,22
289,3216,25,26,24
289,3644,33,31,27
289,4064,26,25,22
289,5253,26,25,23
289,5488,23,20,17
289,5922,11,10,10
290,1424,22,21,19
290,1524,15,14,13
290,1969,15,14,11
290,2160,16,16,15
290,2808,19,18,17
290,2821,15,12,12
290,4476,13,12,11
290,5847,15,14,14
291,1833,20,18,16
291,1852,25,21,17
291,2136,27,27,25
291,2438,22,22,20
291,2520,16,15,14
291,3588,29,24,21
291,4258,17,16,15
291,4638,25,25,24
291,5343,39,36,32
291,5731,16,15,15
292,1904,16,15,15
292,2015,11,10,10
292,2038,18,17,16
292,3077,18,15,13
292,3639,11,11,10
292,5880,7,7,6
292,5969,7,5,5
293,2412,25,25,22
293,2436,17,16,15
293,2850,17,17,15
293,3720,15,14,12
293,3804,16,14,13
294,1036,32,29,22
294,1179,20,19,17
294,1217,12,12,12
294,1242,14,13,12
294,1663,23,22,19
294,2440,17,16,15
294,4334,21,21,20
294,4428,12,11,11
296,1191,13,12,11
296,1287,25,23,20
296,1288,14,15,14
296,1579,11,8,6
296,2137,16,15,14
296,2256,18,15,13
296,2845,13,12,11
296,3182,3,5,4
296,3612,17,16,14
296,5346,17,16,14
297,1614,8,7,7
297,1751,-   , -   ,0
297,1953,21,16,15
297,2058,12,10,9
297,4250,10,10,10
297,4484,23,17,16
297,5118,18,17,16
297,5254,7,9,9
297,5292,30,23,20
298,1132,25,23,22
298,1498,12,12,10
298,1558,21,20,19
298,1842,19,17,15
298,2704,17,15,14
298,3304,16,15,13
298,3305,15,12,10
298,3658,24,21,21
298,5320,31,30,28
299,1237,24,22,18
299,1321,32,29,24
299,1372,23,19,16
299,1664,37,34,30
299,2247,13,12,10
299,2836,23,19,17
299,3889,13,12,11
299,4458,17,14,12
299,4499,30,30,26
299,4564,35,24,20
299,5046,27,25,21
299,5743,26,24,20
300,1268,30,19,14
300,1348,18,16,13
300,1352,16,15,13
300,1392,15,11,10
300,1767,42,39,31
300,2580,27,24,22
300,2772,31,25,20
300,4065,17,14,12
300,4273,29,26,21
300,7243,11,8,7
301,1197,54,44,39
301,1354,25,22,19
301,1379,20,18,15
301,1502,35,33,28
301,1527,33,31,29
301,1641,18,15,14
301,1950,22,20,18
301,2000,12,12,12
301,2730,25,21,19
301,4459,25,21,19
301,5851,31,29,25
302,1236,28,24,20
302,1298,32,24,20
302,1300,39,30,23
302,1355,24,22,20
302,1661,27,23,20
302,3701,15,13,12
302,3825,24,17,15
302,3864,32,30,27
302,7009,21,19,16
302,7179,26,23,20
302,7238,12,7,5
304,948,25,17,14
304,1039,28,26,23
304,1060,24,20,16
304,1064,24,18,15
304,1096,15,14,12
304,1131,12,10,9
304,1290,20,18,16
304,1337,17,15,14
304,1662,24,21,18
304,4224,24,22,19
304,4410,19,15,13
305,1034,17,18,17
305,1209,23,22,20
305,1385,15,16,14
305,1464,14,13,10
305,4274,25,23,19
305,4594,15,14,13
305,5085,7,7,7
305,5298,15,14,13
305,5481,12,10,9
305,5745,20,20,18
306,1027,16,15,13
306,1133,15,14,14
306,1156,6,8,7
306,1821,-   ,0,0
306,2005,30,26,22
306,2134,6,4,3
306,4574,18,12,10
306,5747,16,16,13
306,5879,13,12,11
308,1322,17,17,15
308,1552,23,21,18
308,1613,15,13,10
308,1849,18,18,17
308,2472,16,16,14
308,2793,15,16,16
308,3503,19,19,16
308,3626,19,20,19
308,4477,13,14,12
308,6789,14,13,12
309,877,23,20,16
309,1010,20,19,18
309,1097,22,15,12
309,1255,21,20,19
309,1452,5,5,4
309,1666,13,12,11
309,2908,15,12,11
309,3371,12,10,9
309,3700,19,18,16
309,5063,13,12,11
310,1155,28,23,20
310,1238,29,28,24
310,1261,22,20,19
310,1312,11,9,8
310,1774,26,25,22
310,2929,33,30,28
310,3595,22,19,18
310,5489,14,11,10
310,5787,16,15,14
310,6879,28,26,24
310,6958,29,25,23
311,154,24,23,22
311,1023,34,32,29
311,1302,41,39,36
311,1763,46,43,39
311,2089,25,23,21
311,2761,22,21,20
311,3270,22,20,18
311,3303,18,17,16
311,3480,18,17,17
311,3772,33,26,24
312,1243,20,16,13
312,1292,18,16,13
312,1301,18,15,13
312,1309,11,12,10
312,1652,17,15,14
312,2312,15,15,13
312,2337,18,17,15
312,2762,18,15,12
312,3243,17,16,15
312,3770,25,20,18
314,1345,15,14,14
314,1465,25,23,19
314,1486,27,25,23
314,1934,19,16,15
314,2645,2,6,5
314,2705,14,14,13
314,2805,16,14,12
314,3768,13,12,11
314,4636,20,19,18
315,1335,18,17,14
315,1344,14,14,13
315,1350,29,25,21
315,1399,13,13,13
315,1726,13,12,11
315,1780,12,11,10
315,2565,20,16,15
315,2807,13,12,12
315,4682,48,28,21
315,4697,15,15,14
315,5117,19,20,18
316,1450,43,38,35
316,2244,38,33,32
316,2548,55,48,44
316,2576,66,52,42
316,2610,65,60,56
316,2792,21,21,21
316,2810,20,18,17
316,2849,29,25,21
316,4277,42,38,35
316,5296,33,29,25
317,1351,46,43,41
317,1360,32,30,29
317,1477,33,30,26
317,1499,40,37,33
317,2036,54,48,47
317,2646,13,11,10
317,2662,16,15,15
317,2933,40,37,31
317,4278,65,52,48
317,5319,46,41,39
317,6951,24,22,21
320,1522,39,31,27
320,1544,56,62,61
320,1653,29,27,24
320,1714,51,49,42
320,2027,60,58,53
320,2083,31,29,28
320,2474,34,33,29
320,2696,14,14,14
320,2809,26,25,26
320,2833,21,20,19
320,2894,40,38,35
320,3215,33,30,28
320,4372,25,24,22
321,16,45,30,26
321,55,18,17,15
321,66,27,24,21
321,67,25,24,22
321,125,41,36,32
321,141,40,38,35
321,230,-   , -   ,0
321,279,13,13,12
321,358,20,18,17
321,388,21,19,18
321,3231,22,21,19
322,2,42,37,32
322,54,40,13,12
322,76,25,23,21
322,144,29,29,26
322,359,26,24,22
322,373,9,9,8
322,914,21,20,18
323,1,24,22,20
323,4,32,30,27
323,100,37,35,32
323,4108,32,26,20
323,5260,29,26,25
323,5261,31,30,29
324,85,26,24,23
324,124,22,19,18
324,126,12,12,11
324,3230,27,25,22
324,4460,17,16,13
324,5244,11,10,9
324,5706,18,17,17
325,33,11,10,9
325,52,28,26,24
325,58,39,31,26
325,127,20,19,16
325,133,6,7,7
325,261,30,28,27
325,296,22,22,19
325,318,12,11,11
325,336,15,14,13
325,1065,10,10,9
325,5433,19,18,17
326,5,38,33,30
326,7,22,21,19
326,8,24,20,17
326,24,26,23,18
326,169,13,13,11
326,1105,23,22,21
326,2575,24,21,19
326,2587,41,35,29
326,4168,21,20,18
327,83,11,10,9
327,102,10,11,10
327,167,8,8,7
327,171,11,12,13
327,289,-   ,0,0
327,348,17,16,15
327,530,19,19,18
327,714,9,8,7
327,3331,27,24,20
328,11,49,46,41
328,18,11,9,8
328,71,33,28,25
328,119,35,33,31
328,157,46,43,38
328,160,37,29,26
328,281,18,17,16
328,788,20,19,17
328,1114,20,19,17
328,1147,18,17,16
329,36,33,30,28
329,45,25,21,19
329,62,10,9,9
329,68,12,12,11
329,70,20,19,18
329,74,9,8,7
329,91,15,13,12
329,128,16,15,14
329,190,30,25,22
329,229,13,12,10
333,15,54,50,44
333,56,16,15,14
333,379,21,20,17
333,444,19,19,18
333,1009,25,25,23
333,2175,26,24,23
333,2221,26,25,23
333,2702,21,19,18
333,4381,36,35,33
334,13,22,20,18
334,17,38,34,30
334,34,34,31,27
334,48,23,19,17
334,59,40,37,33
334,79,31,29,26
334,92,28,21,19
334,267,31,25,22
334,338,17,16,13
334,888,18,17,13
334,7249,13,11,10
335,9,31,28,25
335,19,74,62,56
335,30,35,32,29
335,37,44,42,38
335,69,66,59,51
335,82,16,15,14
335,95,46,42,34
335,122,20,20,19
335,152,35,33,30
335,188,40,35,32
335,337,23,22,21
336,21,41,36,33
336,29,42,39,35
336,65,30,28,25
336,89,33,31,27
336,101,35,33,30
336,219,50,48,43
336,354,25,23,21
336,357,27,22,19
336,815,24,23,21
336,5477,26,22,20
339,60,34,32,29
339,145,20,19,18
339,243,36,35,31
339,648,30,25,20
339,1021,28,27,24
339,1161,27,23,22
339,1188,9,8,7
339,1265,15,14,14
339,2600,24,19,15
339,2616,36,33,28
339,5313,32,31,27
339,5927,16,15,13
340,99,26,25,23
340,172,41,38,35
340,295,24,19,16
340,313,37,36,33
340,805,36,31,26
340,1177,18,17,15
340,1514,47,45,40
340,2213,26,25,22
340,2694,16,15,14
340,3061,12,12,11
340,5150,22,21,19
341,201,31,29,27
341,253,25,25,21
341,256,40,36,29
341,328,34,29,25
341,361,25,21,19
341,1071,37,35,33
341,1418,30,23,20
341,1761,22,22,19
341,4695,38,36,33
344,108,21,19,17
344,132,12,11,9
344,134,29,25,22
344,150,25,23,21
344,178,9,8,7
344,221,25,23,21
344,227,19,18,15
344,392,24,21,17
344,499,28,26,24
344,564,31,29,26
344,622,31,29,27
