Region,Market,Store,Feature Name ,"Feature Size (Half pallet, pallet, endcap, etc..)",Delivery Week
9,553,1511,Late Set Lic Boys OPP,Action Alley,35
46,371,1512,Late Set Lic Boys OPP,Action Alley,35
3,111,1513,Late Set Lic Boys OPP,Action Alley,35
40,340,1514,Late Set Lic Boys OPP,Action Alley,35
53,442,1515,Late Set Lic Boys OPP,Action Alley,35
7,70,1516,Late Set Lic Boys OPP,Action Alley,35
9,108,1517,Late Set Lic Boys OPP,Action Alley,35
41,482,1518,Late Set Lic Boys OPP,Action Alley,35
21,218,1519,Late Set Lic Boys OPP,Action Alley,35
47,430,1520,Late Set Lic Boys OPP,Action Alley,35
21,225,1521,Late Set Lic Boys OPP,Action Alley,35
76,320,1522,Late Set Lic Boys OPP,Action Alley,35
75,287,1523,Late Set Lic Boys OPP,Action Alley,35
75,290,1524,Late Set Lic Boys OPP,Action Alley,35
75,287,1525,Late Set Lic Boys OPP,Action Alley,35
52,426,1526,Late Set Lic Boys OPP,Action Alley,35
26,301,1527,Late Set Lic Boys OPP,Action Alley,35
52,415,1528,Late Set Lic Boys OPP,Action Alley,35
22,233,1529,Late Set Lic Boys OPP,Action Alley,35
11,136,1530,Late Set Lic Boys OPP,Action Alley,35
25,270,1531,Late Set Lic Boys OPP,Action Alley,35
46,369,1532,Late Set Lic Boys OPP,Action Alley,35
46,369,1533,Late Set Lic Boys OPP,Action Alley,35
47,427,1534,Late Set Lic Boys OPP,Action Alley,35
47,430,1535,Late Set Lic Boys OPP,Action Alley,35
3,111,1536,Late Set Lic Boys OPP,Action Alley,35
22,234,1537,Late Set Lic Boys OPP,Action Alley,35
47,430,1538,Late Set Lic Boys OPP,Action Alley,35
19,213,1539,Late Set Lic Boys OPP,Action Alley,35
19,201,1540,Late Set Lic Boys OPP,Action Alley,35
9,107,1541,Late Set Lic Boys OPP,Action Alley,35
53,196,1542,Late Set Lic Boys OPP,Action Alley,35
47,430,1543,Late Set Lic Boys OPP,Action Alley,35
76,320,1544,Late Set Lic Boys OPP,Action Alley,35
52,412,1545,Late Set Lic Boys OPP,Action Alley,35
21,246,1547,Late Set Lic Boys OPP,Action Alley,35
25,262,1548,Late Set Lic Boys OPP,Action Alley,35
46,368,1549,Late Set Lic Boys OPP,Action Alley,35
53,435,1551,Late Set Lic Boys OPP,Action Alley,35
26,308,1552,Late Set Lic Boys OPP,Action Alley,35
25,264,1553,Late Set Lic Boys OPP,Action Alley,35
56,452,1554,Late Set Lic Boys OPP,Action Alley,35
58,463,1555,Late Set Lic Boys OPP,Action Alley,35
25,266,1556,Late Set Lic Boys OPP,Action Alley,35
41,482,1557,Late Set Lic Boys OPP,Action Alley,35
26,298,1558,Late Set Lic Boys OPP,Action Alley,35
57,394,1559,Late Set Lic Boys OPP,Action Alley,35
57,396,1560,Late Set Lic Boys OPP,Action Alley,35
11,145,1561,Late Set Lic Boys OPP,Action Alley,35
52,424,1562,Late Set Lic Boys OPP,Action Alley,35
57,448,1563,Late Set Lic Boys OPP,Action Alley,35
21,218,1564,Late Set Lic Boys OPP,Action Alley,35
47,427,1565,Late Set Lic Boys OPP,Action Alley,35
21,247,1566,Late Set Lic Boys OPP,Action Alley,35
47,427,1567,Late Set Lic Boys OPP,Action Alley,35
20,229,1568,Late Set Lic Boys OPP,Action Alley,35
21,259,1569,Late Set Lic Boys OPP,Action Alley,35
21,248,1570,Late Set Lic Boys OPP,Action Alley,35
53,442,1571,Late Set Lic Boys OPP,Action Alley,35
54,582,1572,Late Set Lic Boys OPP,Action Alley,35
57,405,1573,Late Set Lic Boys OPP,Action Alley,35
57,447,1574,Late Set Lic Boys OPP,Action Alley,35
56,457,1575,Late Set Lic Boys OPP,Action Alley,35
19,238,1576,Late Set Lic Boys OPP,Action Alley,35
52,424,1577,Late Set Lic Boys OPP,Action Alley,35
2,23,1578,Late Set Lic Boys OPP,Action Alley,35
26,296,1579,Late Set Lic Boys OPP,Action Alley,35
41,249,1580,Late Set Lic Boys OPP,Action Alley,35
47,427,1581,Late Set Lic Boys OPP,Action Alley,35
57,449,1583,Late Set Lic Boys OPP,Action Alley,35
47,429,1585,Late Set Lic Boys OPP,Action Alley,35
2,26,1586,Late Set Lic Boys OPP,Action Alley,35
56,450,1587,Late Set Lic Boys OPP,Action Alley,35
58,445,1588,Late Set Lic Boys OPP,Action Alley,35
9,108,1589,Late Set Lic Boys OPP,Action Alley,35
9,553,1590,Late Set Lic Boys OPP,Action Alley,35
22,234,1591,Late Set Lic Boys OPP,Action Alley,35
19,205,1592,Late Set Lic Boys OPP,Action Alley,35
19,202,1593,Late Set Lic Boys OPP,Action Alley,35
21,219,1594,Late Set Lic Boys OPP,Action Alley,35
21,217,1595,Late Set Lic Boys OPP,Action Alley,35
25,265,1596,Late Set Lic Boys OPP,Action Alley,35
44,356,1597,Late Set Lic Boys OPP,Action Alley,35
46,370,1598,Late Set Lic Boys OPP,Action Alley,35
40,362,1599,Late Set Lic Boys OPP,Action Alley,35
57,447,1600,Late Set Lic Boys OPP,Action Alley,35
41,482,1601,Late Set Lic Boys OPP,Action Alley,35
25,275,1602,Late Set Lic Boys OPP,Action Alley,35
47,430,1604,Late Set Lic Boys OPP,Action Alley,35
14,14,1605,Late Set Lic Boys OPP,Action Alley,35
12,119,1606,Late Set Lic Boys OPP,Action Alley,35
22,237,1607,Late Set Lic Boys OPP,Action Alley,35
56,457,1608,Late Set Lic Boys OPP,Action Alley,35
52,419,1609,Late Set Lic Boys OPP,Action Alley,35
76,192,1610,Late Set Lic Boys OPP,Action Alley,35
46,366,1612,Late Set Lic Boys OPP,Action Alley,35
26,308,1613,Late Set Lic Boys OPP,Action Alley,35
26,297,1614,Late Set Lic Boys OPP,Action Alley,35
56,452,1615,Late Set Lic Boys OPP,Action Alley,35
56,457,1616,Late Set Lic Boys OPP,Action Alley,35
47,381,1617,Late Set Lic Boys OPP,Action Alley,35
19,238,1618,Late Set Lic Boys OPP,Action Alley,35
76,192,1619,Late Set Lic Boys OPP,Action Alley,35
14,14,1620,Late Set Lic Boys OPP,Action Alley,35
19,213,1622,Late Set Lic Boys OPP,Action Alley,35
17,226,1623,Late Set Lic Boys OPP,Action Alley,35
57,447,1624,Late Set Lic Boys OPP,Action Alley,35
52,426,1625,Late Set Lic Boys OPP,Action Alley,35
44,352,1626,Late Set Lic Boys OPP,Action Alley,35
47,427,1627,Late Set Lic Boys OPP,Action Alley,35
19,213,1628,Late Set Lic Boys OPP,Action Alley,35
41,251,1629,Late Set Lic Boys OPP,Action Alley,35
56,457,1630,Late Set Lic Boys OPP,Action Alley,35
75,288,1631,Late Set Lic Boys OPP,Action Alley,35
52,412,1632,Late Set Lic Boys OPP,Action Alley,35
52,424,1633,Late Set Lic Boys OPP,Action Alley,35
52,419,1634,Late Set Lic Boys OPP,Action Alley,35
53,442,1635,Late Set Lic Boys OPP,Action Alley,35
47,427,1636,Late Set Lic Boys OPP,Action Alley,35
47,432,1637,Late Set Lic Boys OPP,Action Alley,35
14,7,1638,Late Set Lic Boys OPP,Action Alley,35
22,237,1640,Late Set Lic Boys OPP,Action Alley,35
26,301,1641,Late Set Lic Boys OPP,Action Alley,35
19,202,1642,Late Set Lic Boys OPP,Action Alley,35
53,439,1643,Late Set Lic Boys OPP,Action Alley,35
22,232,1644,Late Set Lic Boys OPP,Action Alley,35
57,581,1645,Late Set Lic Boys OPP,Action Alley,35
46,372,1646,Late Set Lic Boys OPP,Action Alley,35
21,248,1647,Late Set Lic Boys OPP,Action Alley,35
56,392,1648,Late Set Lic Boys OPP,Action Alley,35
47,427,1649,Late Set Lic Boys OPP,Action Alley,35
53,444,1650,Late Set Lic Boys OPP,Action Alley,35
56,453,1651,Late Set Lic Boys OPP,Action Alley,35
75,312,1652,Late Set Lic Boys OPP,Action Alley,35
76,320,1653,Late Set Lic Boys OPP,Action Alley,35
52,419,1654,Late Set Lic Boys OPP,Action Alley,35
41,482,1655,Late Set Lic Boys OPP,Action Alley,35
76,228,1656,Late Set Lic Boys OPP,Action Alley,35
53,425,1657,Late Set Lic Boys OPP,Action Alley,35
2,30,1658,Late Set Lic Boys OPP,Action Alley,35
54,379,1659,Late Set Lic Boys OPP,Action Alley,35
57,448,1660,Late Set Lic Boys OPP,Action Alley,35
26,302,1661,Late Set Lic Boys OPP,Action Alley,35
26,304,1662,Late Set Lic Boys OPP,Action Alley,35
4,294,1663,Late Set Lic Boys OPP,Action Alley,35
26,299,1664,Late Set Lic Boys OPP,Action Alley,35
21,239,1665,Late Set Lic Boys OPP,Action Alley,35
26,306,1666,Late Set Lic Boys OPP,Action Alley,35
21,247,1667,Late Set Lic Boys OPP,Action Alley,35
25,269,1668,Late Set Lic Boys OPP,Action Alley,35
53,438,1669,Late Set Lic Boys OPP,Action Alley,35
47,433,1671,Late Set Lic Boys OPP,Action Alley,35
53,436,1672,Late Set Lic Boys OPP,Action Alley,35
76,192,1673,Late Set Lic Boys OPP,Action Alley,35
76,280,1674,Late Set Lic Boys OPP,Action Alley,35
41,256,1675,Late Set Lic Boys OPP,Action Alley,35
41,254,1676,Late Set Lic Boys OPP,Action Alley,35
53,442,1678,Late Set Lic Boys OPP,Action Alley,35
53,438,1679,Late Set Lic Boys OPP,Action Alley,35
9,110,1680,Late Set Lic Boys OPP,Action Alley,35
25,268,1681,Late Set Lic Boys OPP,Action Alley,35
75,288,1682,Late Set Lic Boys OPP,Action Alley,35
22,237,1684,Late Set Lic Boys OPP,Action Alley,35
47,430,1685,Late Set Lic Boys OPP,Action Alley,35
54,403,1686,Late Set Lic Boys OPP,Action Alley,35
75,288,1687,Late Set Lic Boys OPP,Action Alley,35
75,289,1688,Late Set Lic Boys OPP,Action Alley,35
54,376,1689,Late Set Lic Boys OPP,Action Alley,35
25,275,1690,Late Set Lic Boys OPP,Action Alley,35
40,362,1691,Late Set Lic Boys OPP,Action Alley,35
58,445,1692,Late Set Lic Boys OPP,Action Alley,35
58,445,1693,Late Set Lic Boys OPP,Action Alley,35
12,124,1694,Late Set Lic Boys OPP,Action Alley,35
47,427,1695,Late Set Lic Boys OPP,Action Alley,35
52,412,1696,Late Set Lic Boys OPP,Action Alley,35
56,454,1697,Late Set Lic Boys OPP,Action Alley,35
16,183,1698,Late Set Lic Boys OPP,Action Alley,35
54,401,1699,Late Set Lic Boys OPP,Action Alley,35
58,459,1700,Late Set Lic Boys OPP,Action Alley,35
9,92,1702,Late Set Lic Boys OPP,Action Alley,35
76,280,1703,Late Set Lic Boys OPP,Action Alley,35
56,453,1704,Late Set Lic Boys OPP,Action Alley,35
76,191,1705,Late Set Lic Boys OPP,Action Alley,35
20,208,1707,Late Set Lic Boys OPP,Action Alley,35
54,401,1708,Late Set Lic Boys OPP,Action Alley,35
21,248,1709,Late Set Lic Boys OPP,Action Alley,35
11,140,1710,Late Set Lic Boys OPP,Action Alley,35
14,2,1711,Late Set Lic Boys OPP,Action Alley,35
3,111,1712,Late Set Lic Boys OPP,Action Alley,35
25,278,1713,Late Set Lic Boys OPP,Action Alley,35
76,320,1714,Late Set Lic Boys OPP,Action Alley,35
22,285,1715,Late Set Lic Boys OPP,Action Alley,35
75,508,1716,Late Set Lic Boys OPP,Action Alley,35
75,508,1717,Late Set Lic Boys OPP,Action Alley,35
21,222,1718,Late Set Lic Boys OPP,Action Alley,35
19,204,1719,Late Set Lic Boys OPP,Action Alley,35
2,25,1720,Late Set Lic Boys OPP,Action Alley,35
52,418,1721,Late Set Lic Boys OPP,Action Alley,35
52,421,1722,Late Set Lic Boys OPP,Action Alley,35
52,413,1723,Late Set Lic Boys OPP,Action Alley,35
20,216,1724,Late Set Lic Boys OPP,Action Alley,35
75,315,1726,Late Set Lic Boys OPP,Action Alley,35
21,239,1728,Late Set Lic Boys OPP,Action Alley,35
21,239,1729,Late Set Lic Boys OPP,Action Alley,35
75,287,1730,Late Set Lic Boys OPP,Action Alley,35
76,192,1731,Late Set Lic Boys OPP,Action Alley,35
52,414,1732,Late Set Lic Boys OPP,Action Alley,35
19,203,1733,Late Set Lic Boys OPP,Action Alley,35
25,273,1734,Late Set Lic Boys OPP,Action Alley,35
25,269,1735,Late Set Lic Boys OPP,Action Alley,35
22,284,1736,Late Set Lic Boys OPP,Action Alley,35
25,268,1737,Late Set Lic Boys OPP,Action Alley,35
52,421,1738,Late Set Lic Boys OPP,Action Alley,35
20,227,1739,Late Set Lic Boys OPP,Action Alley,35
53,263,1740,Late Set Lic Boys OPP,Action Alley,35
22,284,1741,Late Set Lic Boys OPP,Action Alley,35
22,165,1742,Late Set Lic Boys OPP,Action Alley,35
20,258,1743,Late Set Lic Boys OPP,Action Alley,35
76,192,1744,Late Set Lic Boys OPP,Action Alley,35
21,239,1745,Late Set Lic Boys OPP,Action Alley,35
46,371,1746,Late Set Lic Boys OPP,Action Alley,35
58,461,1747,Late Set Lic Boys OPP,Action Alley,35
4,36,1748,Late Set Lic Boys OPP,Action Alley,35
16,183,1749,Late Set Lic Boys OPP,Action Alley,35
21,222,1750,Late Set Lic Boys OPP,Action Alley,35
19,204,1752,Late Set Lic Boys OPP,Action Alley,35
16,184,1753,Late Set Lic Boys OPP,Action Alley,35
19,203,1754,Late Set Lic Boys OPP,Action Alley,35
56,453,1755,Late Set Lic Boys OPP,Action Alley,35
58,462,1756,Late Set Lic Boys OPP,Action Alley,35
52,419,1757,Late Set Lic Boys OPP,Action Alley,35
21,239,1758,Late Set Lic Boys OPP,Action Alley,35
75,288,1759,Late Set Lic Boys OPP,Action Alley,35
56,455,1760,Late Set Lic Boys OPP,Action Alley,35
40,341,1761,Late Set Lic Boys OPP,Action Alley,35
16,157,1762,Late Set Lic Boys OPP,Action Alley,35
20,311,1763,Late Set Lic Boys OPP,Action Alley,35
52,413,1764,Late Set Lic Boys OPP,Action Alley,35
76,231,1765,Late Set Lic Boys OPP,Action Alley,35
2,23,1766,Late Set Lic Boys OPP,Action Alley,35
4,300,1767,Late Set Lic Boys OPP,Action Alley,35
54,582,1768,Late Set Lic Boys OPP,Action Alley,35
22,237,1769,Late Set Lic Boys OPP,Action Alley,35
20,229,1770,Late Set Lic Boys OPP,Action Alley,35
19,202,1771,Late Set Lic Boys OPP,Action Alley,35
56,468,1772,Late Set Lic Boys OPP,Action Alley,35
75,288,1773,Late Set Lic Boys OPP,Action Alley,35
4,310,1774,Late Set Lic Boys OPP,Action Alley,35
60,478,1775,Late Set Lic Boys OPP,Action Alley,35
53,442,1776,Late Set Lic Boys OPP,Action Alley,35
22,168,1777,Late Set Lic Boys OPP,Action Alley,35
47,382,1778,Late Set Lic Boys OPP,Action Alley,35
25,265,1779,Late Set Lic Boys OPP,Action Alley,35
75,315,1780,Late Set Lic Boys OPP,Action Alley,35
17,190,1781,Late Set Lic Boys OPP,Action Alley,35
20,216,1782,Late Set Lic Boys OPP,Action Alley,35
41,580,1783,Late Set Lic Boys OPP,Action Alley,35
60,477,1784,Late Set Lic Boys OPP,Action Alley,35
16,184,1785,Late Set Lic Boys OPP,Action Alley,35
52,423,1786,Late Set Lic Boys OPP,Action Alley,35
52,414,1787,Late Set Lic Boys OPP,Action Alley,35
16,183,1788,Late Set Lic Boys OPP,Action Alley,35
56,452,1789,Late Set Lic Boys OPP,Action Alley,35
19,197,1790,Late Set Lic Boys OPP,Action Alley,35
19,200,1791,Late Set Lic Boys OPP,Action Alley,35
22,237,1792,Late Set Lic Boys OPP,Action Alley,35
60,477,1793,Late Set Lic Boys OPP,Action Alley,35
22,232,1794,Late Set Lic Boys OPP,Action Alley,35
16,184,1796,Late Set Lic Boys OPP,Action Alley,35
16,179,1797,Late Set Lic Boys OPP,Action Alley,35
19,205,1798,Late Set Lic Boys OPP,Action Alley,35
53,441,1799,Late Set Lic Boys OPP,Action Alley,35
21,248,1804,Late Set Lic Boys OPP,Action Alley,35
58,463,1805,Late Set Lic Boys OPP,Action Alley,35
16,189,1806,Late Set Lic Boys OPP,Action Alley,35
22,165,1807,Late Set Lic Boys OPP,Action Alley,35
19,202,1809,Late Set Lic Boys OPP,Action Alley,35
17,164,1810,Late Set Lic Boys OPP,Action Alley,35
75,289,1811,Late Set Lic Boys OPP,Action Alley,35
20,215,1812,Late Set Lic Boys OPP,Action Alley,35
76,192,1813,Late Set Lic Boys OPP,Action Alley,35
25,264,1814,Late Set Lic Boys OPP,Action Alley,35
57,449,1815,Late Set Lic Boys OPP,Action Alley,35
60,475,1817,Late Set Lic Boys OPP,Action Alley,35
53,436,1819,Late Set Lic Boys OPP,Action Alley,35
20,229,1820,Late Set Lic Boys OPP,Action Alley,35
26,306,1821,Late Set Lic Boys OPP,Action Alley,35
#N/A,#N/A,1822,Late Set Lic Boys OPP,Action Alley,35
22,234,1823,Late Set Lic Boys OPP,Action Alley,35
76,286,1825,Late Set Lic Boys OPP,Action Alley,35
57,581,1826,Late Set Lic Boys OPP,Action Alley,35
54,582,1827,Late Set Lic Boys OPP,Action Alley,35
53,439,1828,Late Set Lic Boys OPP,Action Alley,35
4,37,1829,Late Set Lic Boys OPP,Action Alley,35
76,191,1830,Late Set Lic Boys OPP,Action Alley,35
76,191,1831,Late Set Lic Boys OPP,Action Alley,35
58,463,1832,Late Set Lic Boys OPP,Action Alley,35
75,291,1833,Late Set Lic Boys OPP,Action Alley,35
56,468,1834,Late Set Lic Boys OPP,Action Alley,35
17,190,1835,Late Set Lic Boys OPP,Action Alley,35
19,202,1836,Late Set Lic Boys OPP,Action Alley,35
6,59,1837,Late Set Lic Boys OPP,Action Alley,35
57,394,1838,Late Set Lic Boys OPP,Action Alley,35
20,214,1839,Late Set Lic Boys OPP,Action Alley,35
56,511,1840,Late Set Lic Boys OPP,Action Alley,35
75,289,1841,Late Set Lic Boys OPP,Action Alley,35
26,298,1842,Late Set Lic Boys OPP,Action Alley,35
60,477,1843,Late Set Lic Boys OPP,Action Alley,35
22,178,1844,Late Set Lic Boys OPP,Action Alley,35
9,109,1845,Late Set Lic Boys OPP,Action Alley,35
46,366,1846,Late Set Lic Boys OPP,Action Alley,35
3,93,1847,Late Set Lic Boys OPP,Action Alley,35
26,308,1849,Late Set Lic Boys OPP,Action Alley,35
22,234,1850,Late Set Lic Boys OPP,Action Alley,35
9,109,1851,Late Set Lic Boys OPP,Action Alley,35
75,291,1852,Late Set Lic Boys OPP,Action Alley,35
58,461,1853,Late Set Lic Boys OPP,Action Alley,35
#N/A,#N/A,1854,Late Set Lic Boys OPP,Action Alley,35
52,423,1855,Late Set Lic Boys OPP,Action Alley,35
16,179,1856,Late Set Lic Boys OPP,Action Alley,35
20,209,1857,Late Set Lic Boys OPP,Action Alley,35
52,421,1858,Late Set Lic Boys OPP,Action Alley,35
58,463,1859,Late Set Lic Boys OPP,Action Alley,35
22,284,1860,Late Set Lic Boys OPP,Action Alley,35
58,462,1862,Late Set Lic Boys OPP,Action Alley,35
20,209,1863,Late Set Lic Boys OPP,Action Alley,35
52,422,1864,Late Set Lic Boys OPP,Action Alley,35
16,180,1866,Late Set Lic Boys OPP,Action Alley,35
75,293,1867,Late Set Lic Boys OPP,Action Alley,35
16,180,1868,Late Set Lic Boys OPP,Action Alley,35
22,165,1869,Late Set Lic Boys OPP,Action Alley,35
60,475,1870,Late Set Lic Boys OPP,Action Alley,35
16,187,1871,Late Set Lic Boys OPP,Action Alley,35
47,383,1872,Late Set Lic Boys OPP,Action Alley,35
9,118,1874,Late Set Lic Boys OPP,Action Alley,35
75,282,1875,Late Set Lic Boys OPP,Action Alley,35
57,581,1877,Late Set Lic Boys OPP,Action Alley,35
56,400,1878,Late Set Lic Boys OPP,Action Alley,35
58,445,1879,Late Set Lic Boys OPP,Action Alley,35
56,468,1880,Late Set Lic Boys OPP,Action Alley,35
56,454,1881,Late Set Lic Boys OPP,Action Alley,35
57,581,1882,Late Set Lic Boys OPP,Action Alley,35
20,229,1883,Late Set Lic Boys OPP,Action Alley,35
17,226,1884,Late Set Lic Boys OPP,Action Alley,35
20,229,1885,Late Set Lic Boys OPP,Action Alley,35
22,234,1886,Late Set Lic Boys OPP,Action Alley,35
22,232,1887,Late Set Lic Boys OPP,Action Alley,35
54,401,1888,Late Set Lic Boys OPP,Action Alley,35
60,475,1889,Late Set Lic Boys OPP,Action Alley,35
22,285,1890,Late Set Lic Boys OPP,Action Alley,35
17,162,1891,Late Set Lic Boys OPP,Action Alley,35
25,268,1892,Late Set Lic Boys OPP,Action Alley,35
20,215,1894,Late Set Lic Boys OPP,Action Alley,35
20,215,1895,Late Set Lic Boys OPP,Action Alley,35
54,391,1896,Late Set Lic Boys OPP,Action Alley,35
25,268,1897,Late Set Lic Boys OPP,Action Alley,35
25,264,1898,Late Set Lic Boys OPP,Action Alley,35
56,400,1900,Late Set Lic Boys OPP,Action Alley,35
47,383,1901,Late Set Lic Boys OPP,Action Alley,35
56,400,1902,Late Set Lic Boys OPP,Action Alley,35
56,455,1903,Late Set Lic Boys OPP,Action Alley,35
76,292,1904,Late Set Lic Boys OPP,Action Alley,35
56,400,1905,Late Set Lic Boys OPP,Action Alley,35
16,160,1906,Late Set Lic Boys OPP,Action Alley,35
16,184,1907,Late Set Lic Boys OPP,Action Alley,35
53,440,1908,Late Set Lic Boys OPP,Action Alley,35
76,195,1909,Late Set Lic Boys OPP,Action Alley,35
56,457,1910,Late Set Lic Boys OPP,Action Alley,35
20,215,1911,Late Set Lic Boys OPP,Action Alley,35
58,461,1912,Late Set Lic Boys OPP,Action Alley,35
19,207,1913,Late Set Lic Boys OPP,Action Alley,35
58,445,1914,Late Set Lic Boys OPP,Action Alley,35
58,463,1915,Late Set Lic Boys OPP,Action Alley,35
58,459,1917,Late Set Lic Boys OPP,Action Alley,35
16,156,1918,Late Set Lic Boys OPP,Action Alley,35
60,477,1920,Late Set Lic Boys OPP,Action Alley,35
22,178,1921,Late Set Lic Boys OPP,Action Alley,35
58,462,1922,Late Set Lic Boys OPP,Action Alley,35
19,200,1923,Late Set Lic Boys OPP,Action Alley,35
16,179,1924,Late Set Lic Boys OPP,Action Alley,35
60,478,1925,Late Set Lic Boys OPP,Action Alley,35
76,191,1926,Late Set Lic Boys OPP,Action Alley,35
19,205,1928,Late Set Lic Boys OPP,Action Alley,35
52,419,1929,Late Set Lic Boys OPP,Action Alley,35
16,184,1930,Late Set Lic Boys OPP,Action Alley,35
53,440,1931,Late Set Lic Boys OPP,Action Alley,35
75,314,1934,Late Set Lic Boys OPP,Action Alley,35
76,231,1935,Late Set Lic Boys OPP,Action Alley,35
53,196,1936,Late Set Lic Boys OPP,Action Alley,35
20,216,1937,Late Set Lic Boys OPP,Action Alley,35
25,268,1938,Late Set Lic Boys OPP,Action Alley,35
16,180,1939,Late Set Lic Boys OPP,Action Alley,35
16,188,1940,Late Set Lic Boys OPP,Action Alley,35
19,200,1942,Late Set Lic Boys OPP,Action Alley,35
47,433,1943,Late Set Lic Boys OPP,Action Alley,35
17,226,1945,Late Set Lic Boys OPP,Action Alley,35
16,187,1946,Late Set Lic Boys OPP,Action Alley,35
60,473,1947,Late Set Lic Boys OPP,Action Alley,35
76,194,1949,Late Set Lic Boys OPP,Action Alley,35
26,301,1950,Late Set Lic Boys OPP,Action Alley,35
56,399,1951,Late Set Lic Boys OPP,Action Alley,35
52,422,1952,Late Set Lic Boys OPP,Action Alley,35
26,297,1953,Late Set Lic Boys OPP,Action Alley,35
16,183,1954,Late Set Lic Boys OPP,Action Alley,35
53,263,1955,Late Set Lic Boys OPP,Action Alley,35
47,382,1956,Late Set Lic Boys OPP,Action Alley,35
9,105,1957,Late Set Lic Boys OPP,Action Alley,35
3,112,1960,Late Set Lic Boys OPP,Action Alley,35
21,225,1961,Late Set Lic Boys OPP,Action Alley,35
56,450,1963,Late Set Lic Boys OPP,Action Alley,35
17,161,1964,Late Set Lic Boys OPP,Action Alley,35
76,194,1966,Late Set Lic Boys OPP,Action Alley,35
16,154,1967,Late Set Lic Boys OPP,Action Alley,35
53,425,1971,Late Set Lic Boys OPP,Action Alley,35
56,511,1972,Late Set Lic Boys OPP,Action Alley,35
76,194,1973,Late Set Lic Boys OPP,Action Alley,35
22,178,1977,Late Set Lic Boys OPP,Action Alley,35
53,439,1982,Late Set Lic Boys OPP,Action Alley,35
56,455,1988,Late Set Lic Boys OPP,Action Alley,35
58,462,1992,Late Set Lic Boys OPP,Action Alley,35
76,195,1993,Late Set Lic Boys OPP,Action Alley,35
26,301,2000,Late Set Lic Boys OPP,Action Alley,35
60,475,2006,Late Set Lic Boys OPP,Action Alley,35
60,473,2007,Late Set Lic Boys OPP,Action Alley,35
19,201,2010,Late Set Lic Boys OPP,Action Alley,35
20,235,2019,Late Set Lic Boys OPP,Action Alley,35
42,326,8,Late Set Lic Boys OPP,Action Alley,35
44,347,12,Late Set Lic Boys OPP,Action Alley,35
42,334,17,Late Set Lic Boys OPP,Action Alley,35
40,335,19,Late Set Lic Boys OPP,Action Alley,35
40,336,29,Late Set Lic Boys OPP,Action Alley,35
40,335,37,Late Set Lic Boys OPP,Action Alley,35
11,329,45,Late Set Lic Boys OPP,Action Alley,35
42,322,54,Late Set Lic Boys OPP,Action Alley,35
40,361,61,Late Set Lic Boys OPP,Action Alley,35
44,347,63,Late Set Lic Boys OPP,Action Alley,35
40,336,65,Late Set Lic Boys OPP,Action Alley,35
40,335,69,Late Set Lic Boys OPP,Action Alley,35
42,328,71,Late Set Lic Boys OPP,Action Alley,35
44,410,72,Late Set Lic Boys OPP,Action Alley,35
40,357,86,Late Set Lic Boys OPP,Action Alley,35
40,357,88,Late Set Lic Boys OPP,Action Alley,35
42,323,100,Late Set Lic Boys OPP,Action Alley,35
40,336,101,Late Set Lic Boys OPP,Action Alley,35
11,4,105,Late Set Lic Boys OPP,Action Alley,35
11,4,118,Late Set Lic Boys OPP,Action Alley,35
42,328,119,Late Set Lic Boys OPP,Action Alley,35
44,351,121,Late Set Lic Boys OPP,Action Alley,35
44,350,129,Late Set Lic Boys OPP,Action Alley,35
44,47,131,Late Set Lic Boys OPP,Action Alley,35
44,352,137,Late Set Lic Boys OPP,Action Alley,35
44,350,151,Late Set Lic Boys OPP,Action Alley,35
11,4,153,Late Set Lic Boys OPP,Action Alley,35
11,136,155,Late Set Lic Boys OPP,Action Alley,35
42,328,157,Late Set Lic Boys OPP,Action Alley,35
42,328,160,Late Set Lic Boys OPP,Action Alley,35
13,503,163,Late Set Lic Boys OPP,Action Alley,35
40,340,172,Late Set Lic Boys OPP,Action Alley,35
40,335,188,Late Set Lic Boys OPP,Action Alley,35
40,359,189,Late Set Lic Boys OPP,Action Alley,35
41,271,196,Late Set Lic Boys OPP,Action Alley,35
40,336,219,Late Set Lic Boys OPP,Action Alley,35
5,45,251,Late Set Lic Boys OPP,Action Alley,35
11,4,258,Late Set Lic Boys OPP,Action Alley,35
12,149,264,Late Set Lic Boys OPP,Action Alley,35
13,503,275,Late Set Lic Boys OPP,Action Alley,35
11,11,287,Late Set Lic Boys OPP,Action Alley,35
13,46,345,Late Set Lic Boys OPP,Action Alley,35
42,327,348,Late Set Lic Boys OPP,Action Alley,35
7,80,395,Late Set Lic Boys OPP,Action Alley,35
13,46,398,Late Set Lic Boys OPP,Action Alley,35
7,80,429,Late Set Lic Boys OPP,Action Alley,35
13,66,469,Late Set Lic Boys OPP,Action Alley,35
41,253,491,Late Set Lic Boys OPP,Action Alley,35
13,134,505,Late Set Lic Boys OPP,Action Alley,35
6,61,527,Late Set Lic Boys OPP,Action Alley,35
7,73,537,Late Set Lic Boys OPP,Action Alley,35
44,345,576,Late Set Lic Boys OPP,Action Alley,35
7,569,595,Late Set Lic Boys OPP,Action Alley,35
5,76,610,Late Set Lic Boys OPP,Action Alley,35
12,152,657,Late Set Lic Boys OPP,Action Alley,35
11,11,715,Late Set Lic Boys OPP,Action Alley,35
