Store,Store Group
2339,Normal set (SG2)
2340,Normal set (SG2)
2341,Late set (SG4)
2346,Normal set (SG1)
2348,Normal set (SG2)
2350,Normal set (SG2)
2351,Normal set (SG3)
2352,Normal set (SG3)
2354,Normal set (SG2)
2355,Normal set (SG3)
2357,Normal set (SG2)
2358,Normal set (SG2)
2359,Normal set (SG2)
2360,Normal set (SG1)
2361,Normal set (SG2)
2362,Normal set (SG2)
2365,Normal set (SG2)
2366,Late set (SG4)
2367,Normal set (SG3)
2368,Normal set (SG2)
2369,Normal set (SG3)
2370,Normal set (SG3)
2371,Late set (SG4)
2373,Late set (SG4)
2385,Normal set (SG3)
2386,Late set (SG4)
2387,Normal set (SG2)
2388,Normal set (SG2)
2391,Normal set (SG2)
2392,Normal set (SG2)
2393,Normal set (SG2)
2394,Normal set (SG2)
2395,Normal set (SG2)
2396,Normal set (SG2)
2397,Normal set (SG2)
2398,Late set (SG4)
2399,Late set (SG4)
2400,Normal set (SG2)
2401,Normal set (SG2)
2402,Normal set (SG2)
2403,Normal set (SG3)
2404,Normal set (SG2)
2405,Normal set (SG3)
2406,Normal set (SG2)
2412,Normal set (SG2)
2414,Normal set (SG2)
2417,Late set (SG4)
2418,Normal set (SG2)
2419,Late set (SG4)
2420,Normal set (SG2)
2421,Normal set (SG2)
2422,Normal set (SG3)
2423,Normal set (SG1)
2424,Normal set (SG3)
2425,Normal set (SG2)
2426,Normal set (SG2)
2427,Normal set (SG2)
2428,Normal set (SG2)
2429,Normal set (SG2)
2431,Normal set (SG2)
2432,Normal set (SG2)
2433,Normal set (SG2)
2434,Normal set (SG2)
2435,Late set (SG4)
2436,Normal set (SG2)
2437,Normal set (SG2)
2438,Normal set (SG2)
2439,Normal set (SG2)
2440,Normal set (SG2)
2441,Normal set (SG2)
2442,Normal set (SG2)
2443,Normal set (SG2)
2444,Normal set (SG3)
2445,Normal set (SG2)
2446,Normal set (SG2)
2447,Normal set (SG2)
2448,Normal set (SG2)
2449,Normal set (SG1)
2450,Normal set (SG3)
2451,Normal set (SG2)
2452,Normal set (SG2)
2453,Normal set (SG2)
2455,Normal set (SG2)
2457,Normal set (SG2)
2458,Normal set (SG2)
2459,Normal set (SG2)
2460,Normal set (SG2)
2463,Normal set (SG2)
2464,Normal set (SG2)
2465,Normal set (SG2)
2468,Normal set (SG2)
2469,Normal set (SG3)
2471,Normal set (SG2)
2472,Normal set (SG2)
2473,Early set (AK/HI)
2474,Normal set (SG2)
2475,Normal set (SG1)
2476,Normal set (SG2)
2477,Normal set (SG2)
2479,Normal set (SG2)
2480,Normal set (SG2)
2481,Normal set (SG2)
2482,Normal set (SG1)
2483,Normal set (SG2)
2484,Normal set (SG2)
2485,Normal set (SG3)
2486,Normal set (SG2)
2487,Normal set (SG2)
2488,Normal set (SG2)
2490,Normal set (SG2)
2491,Normal set (SG2)
2492,Normal set (SG2)
2493,Normal set (SG2)
2494,Normal set (SG2)
2495,Normal set (SG2)
2496,Normal set (SG2)
2497,Normal set (SG2)
2499,Normal set (SG2)
2501,Normal set (SG1)
2502,Late set (SG4)
2503,Late set (SG4)
2504,Normal set (SG3)
2505,Normal set (SG2)
2506,Normal set (SG2)
2507,Normal set (SG2)
2508,Normal set (SG2)
2509,Normal set (SG3)
2510,Normal set (SG3)
2511,Normal set (SG2)
2512,Normal set (SG1)
2513,Normal set (SG1)
2514,Late set (SG4)
2515,Normal set (SG1)
2516,Normal set (SG3)
2517,Normal set (SG2)
2518,Late set (SG4)
2519,Normal set (SG2)
2520,Normal set (SG2)
2522,Late set (SG4)
2523,Normal set (SG2)
2526,Normal set (SG2)
2527,Normal set (SG2)
2528,Normal set (SG2)
2529,Normal set (SG2)
2530,Late set (SG4)
2531,Normal set (SG2)
2532,Normal set (SG2)
2533,Normal set (SG2)
2534,Normal set (SG1)
2535,Normal set (SG2)
2536,Normal set (SG2)
2537,Normal set (SG2)
2538,Normal set (SG3)
2539,Normal set (SG2)
2540,Late set (SG4)
2541,Normal set (SG2)
2542,Normal set (SG2)
2543,Normal set (SG3)
2544,Normal set (SG2)
2545,Normal set (SG2)
2546,Normal set (SG2)
2547,Normal set (SG3)
2548,Normal set (SG2)
2549,Normal set (SG3)
2550,Normal set (SG3)
2551,Normal set (SG2)
2553,Normal set (SG2)
2554,Normal set (SG1)
2555,Late set (SG4)
2556,Normal set (SG2)
2557,Normal set (SG2)
2558,Normal set (SG3)
2559,Normal set (SG2)
2560,Late set (SG4)
2561,Normal set (SG2)
2562,Normal set (SG2)
2563,Normal set (SG2)
2564,Normal set (SG2)
2565,Normal set (SG2)
2566,Normal set (SG2)
2567,Normal set (SG2)
2568,Normal set (SG2)
2571,Normal set (SG3)
2572,Normal set (SG2)
2574,Normal set (SG2)
2575,Normal set (SG2)
2576,Normal set (SG2)
2577,Late set (SG4)
2579,Normal set (SG2)
2580,Normal set (SG2)
2581,Normal set (SG2)
2582,Normal set (SG2)
2583,Late set (SG4)
2584,Normal set (SG1)
2585,Normal set (SG3)
2586,Normal set (SG3)
2587,Normal set (SG2)
2588,Normal set (SG2)
2590,Normal set (SG3)
2591,Normal set (SG2)
2592,Normal set (SG2)
2593,Normal set (SG2)
2594,Normal set (SG3)
2595,Normal set (SG3)
2596,Normal set (SG3)
2597,Normal set (SG2)
2598,Normal set (SG2)
2599,Normal set (SG2)
2600,Normal set (SG2)
2603,Normal set (SG2)
2604,Late set (SG4)
2605,Normal set (SG2)
2607,Normal set (SG2)
2608,Normal set (SG2)
2609,Normal set (SG3)
2610,Normal set (SG2)
2611,Normal set (SG2)
2612,Normal set (SG1)
2613,Normal set (SG2)
2614,Normal set (SG2)
2615,Normal set (SG1)
2616,Normal set (SG2)
2617,Normal set (SG2)
2618,Normal set (SG2)
2619,Normal set (SG2)
2620,Normal set (SG2)
2621,Normal set (SG2)
2626,Normal set (SG2)
2627,Normal set (SG2)
2628,Normal set (SG2)
2629,Late set (SG4)
2630,Normal set (SG1)
2631,Normal set (SG2)
2632,Normal set (SG2)
2633,Late set (SG4)
2634,Late set (SG4)
2636,Normal set (SG3)
2637,Normal set (SG3)
2638,Normal set (SG2)
2639,Late set (SG4)
2640,Late set (SG4)
2641,Normal set (SG2)
2642,Normal set (SG2)
2643,Normal set (SG2)
2644,Normal set (SG2)
2645,Normal set (SG2)
2646,Normal set (SG2)
2647,Normal set (SG2)
2648,Normal set (SG2)
2649,Normal set (SG2)
2650,Late set (SG4)
2651,Late set (SG4)
2652,Normal set (SG2)
2653,Normal set (SG2)
2654,Normal set (SG2)
2656,Normal set (SG2)
2658,Normal set (SG2)
2659,Late set (SG4)
2660,Late set (SG4)
2662,Normal set (SG2)
2663,Normal set (SG2)
2664,Normal set (SG2)
2665,Normal set (SG2)
2667,Normal set (SG2)
2668,Normal set (SG2)
2671,Early set (EA1)
2672,Normal set (SG2)
2674,Normal set (SG2)
2678,Normal set (SG2)
2679,Normal set (SG2)
2681,Normal set (SG2)
2682,Late set (SG4)
2683,Late set (SG4)
2684,Normal set (SG2)
2686,Normal set (SG2)
2687,Normal set (SG2)
2688,Normal set (SG2)
2689,Normal set (SG2)
2690,Normal set (SG1)
2691,Normal set (SG1)
2692,Normal set (SG2)
2693,Normal set (SG2)
2694,Normal set (SG2)
2695,Normal set (SG2)
2696,Normal set (SG2)
2697,Normal set (SG1)
2699,Normal set (SG1)
2700,Normal set (SG2)
2702,Normal set (SG2)
2703,Normal set (SG1)
2704,Normal set (SG2)
2705,Normal set (SG2)
2706,Normal set (SG2)
2708,Normal set (SG2)
2710,Early set (AK/HI)
2711,Early set (AK/HI)
2712,Normal set (SG2)
2713,Normal set (SG2)
2714,Normal set (SG2)
2715,Normal set (SG1)
2716,Normal set (SG2)
2717,Normal set (SG1)
2718,Normal set (SG2)
2719,Normal set (SG2)
2720,Normal set (SG1)
2721,Normal set (SG1)
2722,Early set (AK/HI)
2723,Normal set (SG2)
2724,Normal set (SG2)
2725,Normal set (SG2)
2726,Normal set (SG2)
2727,Normal set (SG2)
2728,Normal set (SG2)
2729,Normal set (SG2)
2730,Normal set (SG2)
2731,Normal set (SG1)
2732,Normal set (SG1)
2733,Normal set (SG1)
2734,Normal set (SG2)
2735,Normal set (SG2)
2739,Normal set (SG2)
2740,Normal set (SG2)
2741,Normal set (SG2)
2742,Normal set (SG2)
2743,Normal set (SG2)
2744,Normal set (SG2)
2745,Normal set (SG2)
2747,Late set (SG4)
2748,Normal set (SG2)
2749,Normal set (SG2)
2751,Normal set (SG2)
2752,Normal set (SG2)
2753,Normal set (SG1)
2754,Normal set (SG1)
2755,Normal set (SG1)
2756,Normal set (SG2)
2757,Normal set (SG2)
2758,Late set (SG4)
2760,Normal set (SG2)
2761,Normal set (SG2)
2762,Normal set (SG2)
2763,Normal set (SG2)
2764,Normal set (SG2)
2765,Normal set (SG2)
2766,Normal set (SG1)
2767,Normal set (SG1)
2768,Normal set (SG1)
2769,Normal set (SG2)
2771,Normal set (SG2)
2772,Normal set (SG2)
2773,Normal set (SG1)
2774,Normal set (SG2)
2777,Normal set (SG1)
2778,Early set (EA1)
2780,Normal set (SG2)
2781,Normal set (SG2)
2782,Normal set (SG2)
2783,Normal set (SG2)
2784,Normal set (SG2)
2785,Normal set (SG2)
2786,Normal set (SG1)
2787,Normal set (SG1)
2788,Normal set (SG1)
2789,Normal set (SG2)
2790,Normal set (SG2)
2791,Normal set (SG3)
2792,Normal set (SG2)
2793,Normal set (SG2)
2794,Normal set (SG2)
2795,Normal set (SG2)
2796,Normal set (SG2)
2797,Late set (SG4)
2799,Normal set (SG2)
2801,Normal set (SG1)
2803,Normal set (SG2)
2804,Normal set (SG2)
2805,Normal set (SG2)
2806,Normal set (SG2)
2807,Normal set (SG2)
2808,Normal set (SG2)
2809,Normal set (SG2)
2810,Normal set (SG2)
2811,Normal set (SG1)
2812,Normal set (SG2)
2813,Normal set (SG2)
2814,Normal set (SG2)
2815,Normal set (SG2)
2816,Normal set (SG2)
2817,Normal set (SG2)
2818,Normal set (SG2)
2819,Normal set (SG2)
2820,Normal set (SG2)
2821,Normal set (SG2)
2822,Normal set (SG2)
2823,Normal set (SG2)
2825,Late set (SG4)
2826,Normal set (SG2)
2827,Normal set (SG2)
2828,Normal set (SG2)
2830,Late set (SG4)
2831,Normal set (SG2)
2832,Normal set (SG2)
2833,Normal set (SG2)
2834,Normal set (SG2)
2835,Normal set (SG2)
2836,Normal set (SG2)
2838,Normal set (SG2)
2839,Normal set (SG2)
2840,Normal set (SG2)
2841,Late set (SG4)
2842,Normal set (SG2)
2843,Normal set (SG2)
2844,Normal set (SG3)
2845,Normal set (SG2)
2846,Normal set (SG1)
2847,Normal set (SG2)
2849,Normal set (SG2)
2850,Normal set (SG2)
2852,Normal set (SG2)
2853,Normal set (SG2)
2854,Normal set (SG3)
2855,Normal set (SG2)
2856,Normal set (SG2)
2857,Normal set (SG2)
2858,Normal set (SG1)
2859,Normal set (SG3)
2860,Normal set (SG1)
2861,Normal set (SG2)
2862,Normal set (SG2)
2864,Normal set (SG2)
2865,Normal set (SG3)
2866,Normal set (SG2)
2867,Normal set (SG2)
2869,Normal set (SG2)
2870,Normal set (SG2)
2871,Late set (SG4)
2872,Normal set (SG2)
2873,Normal set (SG2)
2874,Normal set (SG3)
2875,Normal set (SG2)
2876,Normal set (SG2)
2877,Normal set (SG2)
2878,Normal set (SG2)
2880,Normal set (SG2)
2881,Normal set (SG2)
2882,Normal set (SG3)
2883,Normal set (SG2)
2884,Normal set (SG2)
2885,Late set (SG4)
2886,Normal set (SG2)
2887,Normal set (SG2)
2888,Normal set (SG2)
2889,Normal set (SG2)
2890,Normal set (SG1)
2891,Normal set (SG2)
2892,Normal set (SG2)
2893,Normal set (SG2)
2894,Normal set (SG2)
2897,Late set (SG4)
2898,Normal set (SG2)
2899,Normal set (SG2)
2900,Normal set (SG3)
2901,Late set (SG4)
2902,Late set (SG4)
2903,Late set (SG4)
2904,Late set (SG4)
2905,Normal set (SG3)
2906,Late set (SG4)
2907,Normal set (SG2)
2908,Normal set (SG2)
2909,Normal set (SG3)
2910,Normal set (SG2)
2911,Normal set (SG3)
2912,Normal set (SG2)
2913,Normal set (SG2)
2914,Normal set (SG2)
2915,Late set (SG4)
2916,Late set (SG4)
2917,Late set (SG4)
2918,Normal set (SG2)
2919,Normal set (SG2)
2920,Normal set (SG2)
2921,Normal set (SG2)
2922,Normal set (SG1)
2923,Normal set (SG2)
2924,Normal set (SG2)
2925,Normal set (SG2)
2926,Normal set (SG2)
2927,Normal set (SG3)
2928,Normal set (SG2)
2929,Normal set (SG2)
2930,Normal set (SG2)
2931,Late set (SG4)
2932,Normal set (SG1)
2933,Normal set (SG2)
2934,Normal set (SG2)
2935,Normal set (SG2)
2937,Normal set (SG3)
2938,Normal set (SG2)
2939,Normal set (SG1)
2940,Normal set (SG2)
2941,Normal set (SG1)
2944,Normal set (SG2)
2945,Normal set (SG2)
2946,Normal set (SG2)
2947,Normal set (SG3)
2948,Normal set (SG2)
2950,Normal set (SG2)
2951,Normal set (SG2)
2952,Normal set (SG2)
2953,Late set (SG4)
2954,Normal set (SG2)
2955,Normal set (SG2)
2956,Normal set (SG2)
2957,Normal set (SG3)
2958,Normal set (SG2)
2959,Normal set (SG2)
2962,Normal set (SG2)
2963,Normal set (SG2)
2964,Late set (SG4)
2965,Normal set (SG2)
2966,Normal set (SG2)
2967,Normal set (SG2)
2968,Normal set (SG2)
2973,Normal set (SG2)
2974,Normal set (SG2)
2975,Normal set (SG2)
2976,Normal set (SG2)
2977,Normal set (SG2)
2978,Normal set (SG2)
2979,Normal set (SG2)
2980,Normal set (SG2)
2981,Normal set (SG2)
2984,Normal set (SG2)
2985,Normal set (SG2)
2986,Normal set (SG2)
2987,Normal set (SG2)
2988,Normal set (SG2)
2989,Normal set (SG2)
2990,Normal set (SG2)
2991,Normal set (SG2)
2992,Normal set (SG2)
2993,Normal set (SG2)
2994,Normal set (SG2)
2995,Normal set (SG2)
2996,Normal set (SG2)
2997,Normal set (SG2)
2998,Normal set (SG2)
3004,Normal set (SG2)
3011,Normal set (SG2)
3013,Normal set (SG2)
3014,Normal set (SG2)
3015,Normal set (SG2)
3017,Normal set (SG1)
3018,Normal set (SG1)
3019,Normal set (SG2)
3022,Normal set (SG1)
3023,Normal set (SG2)
3026,Normal set (SG2)
3035,Normal set (SG2)
3042,Normal set (SG2)
3043,Normal set (SG1)
3044,Normal set (SG2)
3046,Normal set (SG2)
3047,Normal set (SG2)
3049,Normal set (SG1)
3050,Normal set (SG2)
3053,Normal set (SG3)
3055,Normal set (SG2)
3056,Normal set (SG2)
3057,Normal set (SG2)
3058,Normal set (SG2)
3059,Normal set (SG2)
3060,Normal set (SG2)
3061,Normal set (SG2)
3062,Normal set (SG2)
3066,Normal set (SG2)
3067,Normal set (SG1)
3069,Normal set (SG1)
3070,Normal set (SG2)
3071,Normal set (SG2)
3072,Normal set (SG1)
3074,Normal set (SG2)
3075,Normal set (SG2)
3077,Normal set (SG2)
3078,Late set (SG4)
3081,Normal set (SG2)
3082,Normal set (SG3)
3083,Normal set (SG3)
3084,Normal set (SG2)
3087,Normal set (SG2)
3088,Normal set (SG3)
3090,Normal set (SG2)
3093,Normal set (SG2)
3094,Normal set (SG2)
3098,Normal set (SG3)
3099,Normal set (SG2)
3101,Normal set (SG2)
3102,Normal set (SG3)
3103,Normal set (SG2)
3104,Normal set (SG2)
3106,Normal set (SG2)
3107,Normal set (SG2)
3110,Normal set (SG2)
3111,Normal set (SG2)
3112,Normal set (SG2)
3114,Late set (SG4)
3118,Normal set (SG1)
3119,Normal set (SG2)
3123,Normal set (SG2)
3126,Normal set (SG2)
3127,Normal set (SG3)
3128,Normal set (SG2)
3131,Normal set (SG2)
3132,Normal set (SG2)
3133,Normal set (SG2)
3135,Normal set (SG2)
3136,Normal set (SG1)
3137,Normal set (SG1)
3138,Normal set (SG2)
3139,Normal set (SG2)
3140,Normal set (SG2)
3141,Normal set (SG2)
3143,Normal set (SG1)
3144,Normal set (SG3)
3145,Normal set (SG3)
3146,Normal set (SG2)
3147,Normal set (SG2)
3150,Normal set (SG2)
3151,Normal set (SG2)
3152,Normal set (SG2)
3153,Normal set (SG2)
3154,Normal set (SG2)
3155,Normal set (SG2)
3156,Normal set (SG3)
3157,Normal set (SG3)
3159,Late set (SG4)
3161,Normal set (SG2)
3162,Normal set (SG2)
3163,Normal set (SG2)
3164,Normal set (SG2)
3167,Normal set (SG2)
3168,Normal set (SG2)
3169,Normal set (SG2)
3170,Normal set (SG2)
3172,Normal set (SG2)
3173,Normal set (SG2)
3175,Normal set (SG2)
3176,Normal set (SG3)
3177,Normal set (SG2)
3178,Normal set (SG3)
3179,Normal set (SG2)
3180,Normal set (SG2)
3182,Normal set (SG2)
3183,Normal set (SG2)
3184,Normal set (SG2)
3185,Normal set (SG1)
3188,Normal set (SG1)
3191,Normal set (SG1)
3192,Normal set (SG1)
3197,Normal set (SG2)
3198,Normal set (SG2)
3199,Normal set (SG2)
3200,Late set (SG4)
3201,Normal set (SG1)
3202,Normal set (SG2)
3204,Normal set (SG2)
3205,Normal set (SG1)
3206,Normal set (SG2)
3207,Normal set (SG2)
3208,Normal set (SG2)
3209,Normal set (SG2)
3210,Normal set (SG2)
3212,Late set (SG4)
3213,Normal set (SG2)
3214,Normal set (SG2)
3215,Normal set (SG2)
3216,Normal set (SG2)
3217,Normal set (SG3)
3218,Normal set (SG3)
3219,Normal set (SG2)
3220,Normal set (SG2)
3221,Late set (SG4)
3222,Normal set (SG1)
3223,Normal set (SG2)
3224,Normal set (SG2)
3225,Normal set (SG2)
3226,Normal set (SG2)
3227,Normal set (SG2)
3228,Normal set (SG2)
3229,Normal set (SG2)
3230,Normal set (SG2)
3231,Normal set (SG2)
3232,Normal set (SG2)
3233,Normal set (SG3)
3234,Normal set (SG1)
3235,Normal set (SG2)
3236,Late set (SG4)
3237,Normal set (SG2)
3238,Normal set (SG2)
3239,Normal set (SG3)
3241,Normal set (SG1)
3243,Normal set (SG2)
3245,Normal set (SG3)
3247,Normal set (SG3)
3248,Normal set (SG2)
3250,Normal set (SG2)
3251,Normal set (SG2)
3252,Late set (SG4)
3253,Normal set (SG3)
3254,Normal set (SG2)
3255,Normal set (SG2)
3258,Normal set (SG3)
3259,Normal set (SG2)
3260,Normal set (SG3)
3261,Normal set (SG2)
3262,Normal set (SG2)
3265,Normal set (SG2)
3266,Late set (SG4)
3267,Normal set (SG2)
3268,Normal set (SG3)
3269,Late set (SG4)
3270,Normal set (SG2)
3271,Normal set (SG2)
3273,Normal set (SG2)
3274,Normal set (SG2)
3275,Normal set (SG2)
3276,Normal set (SG2)
3277,Normal set (SG2)
3278,Normal set (SG2)
3279,Normal set (SG2)
3280,Normal set (SG3)
3281,Normal set (SG3)
3282,Normal set (SG2)
3283,Normal set (SG2)
3284,Normal set (SG2)
3285,Normal set (SG2)
3286,Normal set (SG2)
3287,Normal set (SG2)
3288,Normal set (SG2)
3289,Normal set (SG2)
3290,Early set (AK/HI)
3291,Late set (SG4)
3292,Late set (SG4)
3293,Normal set (SG2)
3294,Normal set (SG2)
3295,Normal set (SG2)
3296,Normal set (SG2)
3297,Normal set (SG2)
3298,Normal set (SG2)
3299,Normal set (SG3)
3300,Normal set (SG2)
3301,Late set (SG4)
3302,Normal set (SG2)
3303,Normal set (SG2)
3304,Normal set (SG2)
3305,Normal set (SG2)
3307,Normal set (SG2)
3308,Normal set (SG2)
3309,Normal set (SG2)
3310,Normal set (SG2)
3311,Normal set (SG2)
3313,Normal set (SG2)
3314,Normal set (SG2)
3315,Normal set (SG2)
3317,Normal set (SG2)
3319,Normal set (SG2)
3320,Normal set (SG2)
3322,Normal set (SG2)
3324,Normal set (SG2)
3327,Normal set (SG2)
3328,Normal set (SG2)
3329,Normal set (SG2)
3330,Normal set (SG3)
3331,Normal set (SG2)
3332,Normal set (SG3)
3334,Normal set (SG3)
3336,Normal set (SG2)
3337,Normal set (SG3)
3338,Normal set (SG2)
3339,Late set (SG4)
3340,Normal set (SG2)
3341,Normal set (SG2)
3342,Normal set (SG2)
3344,Normal set (SG2)
3347,Normal set (SG2)
3348,Normal set (SG2)
3349,Normal set (SG2)
3350,Normal set (SG2)
3351,Normal set (SG2)
3352,Normal set (SG1)
3354,Normal set (SG2)
3355,Normal set (SG2)
3356,Normal set (SG2)
3357,Normal set (SG1)
3359,Normal set (SG2)
3360,Early set (EA1)
3362,Normal set (SG2)
3363,Normal set (SG2)
3364,Normal set (SG3)
3366,Normal set (SG2)
3367,Normal set (SG2)
3370,Normal set (SG2)
3371,Normal set (SG2)
3372,Normal set (SG2)
3377,Normal set (SG1)
3379,Normal set (SG1)
3380,Normal set (SG3)
3381,Normal set (SG2)
3382,Normal set (SG2)
3383,Normal set (SG2)
3384,Normal set (SG2)
3385,Normal set (SG2)
3386,Normal set (SG1)
3387,Normal set (SG2)
3388,Normal set (SG1)
3389,Normal set (SG1)
3390,Normal set (SG2)
3391,Normal set (SG2)
3392,Normal set (SG2)
3394,Normal set (SG2)
3395,Normal set (SG2)
3397,Normal set (SG2)
3400,Normal set (SG2)
3401,Normal set (SG1)
3402,Normal set (SG1)
3403,Normal set (SG1)
3404,Normal set (SG3)
3406,Normal set (SG2)
3407,Normal set (SG1)
3408,Normal set (SG2)
3409,Late set (SG4)
3411,Normal set (SG3)
3412,Normal set (SG2)
3414,Normal set (SG1)
3415,Normal set (SG2)
3417,Normal set (SG2)
3418,Normal set (SG2)
3419,Normal set (SG2)
3420,Normal set (SG2)
3422,Late set (SG4)
3423,Normal set (SG2)
3424,Normal set (SG2)
3425,Normal set (SG2)
3427,Normal set (SG2)
3428,Normal set (SG2)
3429,Normal set (SG2)
3430,Normal set (SG2)
3431,Normal set (SG2)
3432,Normal set (SG2)
3433,Normal set (SG2)
3434,Normal set (SG2)
3435,Normal set (SG1)
3436,Normal set (SG2)
3439,Normal set (SG2)
3442,Normal set (SG2)
3443,Late set (SG4)
3445,Normal set (SG2)
3447,Normal set (SG2)
3449,Normal set (SG2)
3450,Normal set (SG2)
3452,Normal set (SG2)
3453,Normal set (SG2)
3454,Normal set (SG2)
3455,Normal set (SG2)
3456,Normal set (SG3)
3457,Normal set (SG2)
3458,Normal set (SG2)
3459,Normal set (SG2)
3460,Normal set (SG1)
3461,Normal set (SG1)
3462,Normal set (SG1)
3463,Normal set (SG2)
3464,Normal set (SG2)
3465,Normal set (SG1)
3469,Late set (SG4)
3471,Normal set (SG1)
3472,Normal set (SG3)
3473,Normal set (SG2)
3474,Normal set (SG2)
3475,Normal set (SG2)
3476,Normal set (SG3)
3477,Normal set (SG2)
3478,Early set (AK/HI)
3479,Normal set (SG2)
3480,Normal set (SG2)
3481,Late set (SG4)
3482,Normal set (SG2)
3483,Normal set (SG2)
3484,Normal set (SG2)
3485,Normal set (SG2)
3486,Normal set (SG2)
3487,Normal set (SG2)
3488,Normal set (SG2)
3489,Late set (SG4)
3490,Normal set (SG2)
3491,Normal set (SG3)
3492,Normal set (SG2)
3493,Normal set (SG2)
3494,Normal set (SG2)
3495,Normal set (SG1)
3497,Normal set (SG2)
3498,Normal set (SG2)
3499,Normal set (SG2)
3500,Normal set (SG2)
3501,Normal set (SG2)
3502,Normal set (SG2)
3503,Normal set (SG2)
3504,Normal set (SG3)
3505,Normal set (SG3)
3508,Normal set (SG2)
3509,Normal set (SG2)
3510,Normal set (SG2)
3511,Normal set (SG3)
3512,Normal set (SG2)
3513,Normal set (SG3)
3514,Normal set (SG2)
3515,Normal set (SG2)
3516,Normal set (SG1)
3517,Normal set (SG2)
3518,Normal set (SG2)
3520,Late set (SG4)
3521,Normal set (SG2)
3522,Normal set (SG2)
3523,Normal set (SG2)
3525,Normal set (SG3)
3526,Normal set (SG2)
3527,Normal set (SG2)
3528,Normal set (SG1)
3529,Normal set (SG1)
3530,Normal set (SG2)
3531,Normal set (SG3)
3533,Normal set (SG2)
3534,Normal set (SG3)
3535,Normal set (SG2)
3537,Normal set (SG3)
3538,Normal set (SG2)
3541,Normal set (SG2)
3542,Normal set (SG2)
3543,Normal set (SG3)
3545,Normal set (SG3)
3546,Normal set (SG3)
3548,Normal set (SG2)
3549,Late set (SG4)
3560,Late set (SG4)
3561,Late set (SG4)
3562,Late set (SG4)
3563,Normal set (SG2)
3564,Normal set (SG2)
3566,Normal set (SG2)
3567,Normal set (SG2)
3568,Normal set (SG2)
3569,Normal set (SG2)
3570,Normal set (SG1)
3571,Normal set (SG2)
3572,Normal set (SG2)
3573,Normal set (SG2)
3574,Normal set (SG2)
3579,Normal set (SG2)
3580,Normal set (SG2)
3581,Normal set (SG2)
3582,Normal set (SG2)
3583,Normal set (SG3)
3584,Normal set (SG2)
3585,Normal set (SG2)
3587,Normal set (SG2)
3588,Normal set (SG2)
3589,Normal set (SG2)
3590,Normal set (SG2)
3591,Normal set (SG2)
3593,Normal set (SG1)
3594,Normal set (SG2)
3595,Normal set (SG2)
3596,Normal set (SG1)
3597,Normal set (SG2)
3598,Late set (SG4)
3599,Normal set (SG1)
3600,Normal set (SG3)
3601,Normal set (SG2)
3602,Normal set (SG2)
3603,Normal set (SG2)
3604,Normal set (SG1)
3605,Normal set (SG2)
3606,Normal set (SG2)
3607,Normal set (SG3)
3608,Normal set (SG2)
3609,Normal set (SG1)
3611,Normal set (SG1)
3612,Normal set (SG2)
3614,Normal set (SG2)
3615,Normal set (SG2)
3616,Normal set (SG2)
3617,Normal set (SG2)
3619,Normal set (SG2)
3620,Normal set (SG2)
3621,Normal set (SG1)
3622,Normal set (SG2)
3623,Normal set (SG2)
3624,Normal set (SG3)
3625,Normal set (SG2)
3626,Normal set (SG2)
3627,Normal set (SG1)
3628,Normal set (SG2)
3629,Normal set (SG2)
3630,Normal set (SG2)
3631,Normal set (SG2)
3632,Normal set (SG2)
3633,Normal set (SG2)
3634,Normal set (SG2)
3635,Normal set (SG2)
3637,Normal set (SG2)
3638,Normal set (SG1)
3639,Normal set (SG2)
3640,Normal set (SG2)
3641,Normal set (SG2)
3643,Normal set (SG2)
3644,Normal set (SG3)
3645,Normal set (SG2)
3646,Normal set (SG2)
3648,Normal set (SG2)
3650,Normal set (SG2)
3652,Normal set (SG2)
3653,Normal set (SG2)
3654,Normal set (SG2)
3655,Normal set (SG2)
3658,Normal set (SG2)
3659,Normal set (SG1)
3660,Normal set (SG1)
3661,Normal set (SG2)
3693,Normal set (SG1)
3700,Normal set (SG2)
3701,Normal set (SG2)
3702,Normal set (SG2)
3703,Normal set (SG2)
3705,Normal set (SG3)
3708,Normal set (SG2)
3709,Normal set (SG1)
3710,Normal set (SG1)
3712,Normal set (SG2)
3713,Normal set (SG2)
3716,Normal set (SG1)
3717,Normal set (SG2)
3720,Normal set (SG2)
3722,Normal set (SG2)
3723,Normal set (SG1)
3724,Normal set (SG1)
3725,Normal set (SG2)
3726,Normal set (SG2)
3727,Normal set (SG2)
3728,Normal set (SG2)
3729,Normal set (SG2)
3730,Normal set (SG1)
3731,Normal set (SG2)
3732,Normal set (SG2)
3733,Normal set (SG2)
3734,Normal set (SG2)
3736,Normal set (SG2)
3738,Normal set (SG2)
3739,Normal set (SG2)
3740,Normal set (SG2)
3741,Normal set (SG1)
3742,Normal set (SG2)
3743,Normal set (SG2)
3745,Normal set (SG2)
3746,Normal set (SG2)
3747,Normal set (SG2)
3748,Normal set (SG1)
3749,Normal set (SG2)
3750,Normal set (SG1)
3751,Early set (EA1)
3752,Normal set (SG2)
3754,Normal set (SG3)
3757,Normal set (SG3)
3758,Normal set (SG3)
3760,Normal set (SG2)
3761,Normal set (SG3)
3762,Normal set (SG2)
3763,Normal set (SG1)
3764,Normal set (SG2)
3765,Normal set (SG2)
3768,Normal set (SG2)
3770,Normal set (SG2)
