Region,Market,Store,Digital Shelf Labels,DSL Gen,DSL Start date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date
44,410,2893,,,,,,6094,,,,7/15/2024,7/15/2024,
76,320,2894,,,,,,7045,,,,Completed,Completed,
17,173,2897,,,,,,6080,,,,8/5/2024,8/5/2024,
17,162,2898,,,,,,6080,,,,8/5/2024,8/5/2024,
17,163,2899,,,,,,6038,Complete,7/8/2025,,,,
17,163,2900,,,,,,6038,Complete,7/8/2025,,8/5/2024,8/5/2024,
16,154,2901,,,,,,6038,Complete,7/8/2025,,8/5/2024,8/5/2024,
16,159,2902,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,7/14/2024
16,157,2903,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,
16,159,2904,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,7/15/2024
17,164,2905,,,,,,6080,,,,Completed,Completed,
17,171,2906,,,,,,6080,,,,Completed,Completed,
72,103,2907,,,,,,7038,,,,9/16/2024,9/16/2024,
26,309,2908,,,,,,6070,,,,7/22/2024,7/22/2024,
76,228,2909,,,,,,6027,3/22/2024,,,Completed,Completed,
20,208,2910,,,,,,6027,3/22/2024,,,Completed,Completed,
76,191,2911,,,,,,6038,Complete,7/8/2025,,Completed,Completed,
19,197,2912,,,,,,6043,,,,Completed,Completed,
13,129,2913,,,,,,6048,,,,7/22/2024,7/22/2024,
20,215,2914,,,,,,6024,Complete,11/18/2024,,Completed,Completed,
17,171,2915,,,,,,6080,,,,Completed,Completed,
17,172,2916,,,,,,6080,,,,Completed,Completed,
17,171,2917,,,,,,6080,,,,Completed,Completed,
5,51,2918,,,,,,6068,,,,9/16/2024,9/16/2024,6/9/2024
64,542,2919,,,,,,6048,,,,Completed,Completed,
3,101,2920,,,,,,7035,,,,6/24/2024,6/24/2024,8/13/2024
54,401,2921,,,,,,7026,,,,9/16/2024,9/16/2024,
46,366,2922,,,,,,6031,3/31/2025,,,Completed,Completed,
47,382,2923,,,,,,6019,9/9/2025,,,8/19/2024,8/19/2024,
46,384,2924,,,,,,6012,10/10/2024,,,7/15/2024,7/15/2024,
56,452,2925,,,,,,6026,1/6/2025,,,Completed,Completed,
5,56,2926,,,,,,6068,,,,9/16/2024,9/16/2024,3/6/2024
60,476,2927,,,,,,6037,Complete,4/22/2025,,Completed,Completed,
4,36,2928,,,,,,6040,3/22/2024,,,Completed,Completed,9/17/2024
4,310,2929,,,,,,6040,3/22/2024,,,Completed,Completed,9/9/2024
72,103,2930,,,,,,7038,,,,9/16/2024,9/16/2024,
22,285,2931,,,,,,7034,,,,Completed,Completed,
12,122,2932,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
20,317,2933,,,,,,6039,Complete,2/6/2025,,7/22/2024,7/22/2024,
25,273,2934,,,,,,6092,,,,Completed,Completed,7/22/2024
52,413,2935,,,,,,6009,,,,8/5/2024,8/5/2024,
52,419,2937,,,,,,6025,Complete,1/28/2025,,6/24/2024,6/24/2024,
13,132,2938,,,,,,6048,,,,7/22/2024,7/22/2024,
11,140,2939,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
64,542,2940,,,,,,6048,,,,Completed,Completed,
2,24,2941,,,,,,6054,,,,8/5/2024,8/5/2024,
72,549,2944,,,,,,7035,,,,Completed,Completed,
22,167,2945,,,,,,7034,,,,Completed,Completed,
9,109,2946,,,,,,7038,,,,9/16/2024,9/16/2024,
60,476,2947,,,,,,6037,Complete,4/22/2025,,Completed,Completed,6/19/2024
57,484,2948,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
57,448,2950,,,,,,7033,,,,8/19/2024,8/19/2024,
57,448,2951,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
58,460,2952,,,,,,7033,,,,8/19/2024,8/19/2024,
16,160,2953,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,9/8/2024
17,173,2954,,,,,,6080,,,,Completed,Completed,
40,362,2955,,,,,,6035,5/21/2024,,,Completed,Completed,
25,262,2956,,,,,,6092,,,,7/22/2024,7/22/2024,
52,412,2957,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
53,439,2958,,,,,,7039,,,,6/24/2024,6/24/2024,
19,206,2959,,,,,,6043,,,,Completed,Completed,
9,108,2962,,,,,,7038,,,,9/16/2024,9/16/2024,9/30/2024
9,108,2963,,,,,,7038,,,,9/16/2024,9/16/2024,
16,156,2964,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,
17,163,2965,,,,,,6038,Complete,7/8/2025,,8/5/2024,8/5/2024,
20,215,2966,,,,,,6024,Complete,11/18/2024,,Completed,Completed,
21,225,2967,,,,,,6017,1/20/2025,,,7/15/2024,7/15/2024,
41,243,2968,,,,,,6017,1/20/2025,,,7/15/2024,7/15/2024,7/22/2024
5,51,2973,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,5/13/2024
64,504,2974,,,,,,6068,,,,9/16/2024,9/16/2024,
64,561,2975,,,,,,6068,,,,9/16/2024,9/16/2024,2/28/2024
64,561,2976,,,,,,6068,,,,9/16/2024,9/16/2024,
64,561,2977,,,,,,6068,,,,9/16/2024,9/16/2024,
5,44,2978,YES,Gen 2,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,,,,Completed,Completed,2/25/2024
64,58,2979,,,,,,6068,,,,Completed,Completed,2/26/2024
5,479,2980,YES,Gen 2,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,,,,Completed,Completed,5/29/2024
64,58,2981,,,,,,6068,,,,Completed,Completed,3/6/2024
72,545,2983,,,,,,,,,,,,
64,533,2984,,,,,,6068,,,,Completed,Completed,
57,449,2985,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
53,439,2986,,,,,,7039,,,,6/24/2024,6/24/2024,
9,109,2987,,,,,,7038,,,,9/16/2024,9/16/2024,6/26/2024
12,120,2988,,,,,,6006,7/2/2024,,,6/24/2024,6/24/2024,
56,511,2989,,,,,,6026,1/6/2025,,,8/19/2024,8/19/2024,
47,430,2990,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
7,82,2991,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
17,190,2992,,,,,,6038,Complete,7/8/2025,,Completed,Completed,
6,62,2993,,,,,,7036,,,,6/24/2024,6/24/2024,
40,360,2994,,,,,,6035,5/21/2024,,,Completed,Completed,
64,504,2995,,,,,,6068,,,,9/16/2024,9/16/2024,
5,53,2996,,,,,,6068,,,,9/16/2024,9/16/2024,5/14/2024
61,515,2998,,,,,,7033,,,,8/19/2024,8/19/2024,
25,268,3004,,,,,,6092,,,,7/22/2024,7/22/2024,
72,488,3011,,,,,,7038,,,,Completed,Completed,
72,548,3013,,,,,,6020,Complete,,,6/24/2024,6/24/2024,
5,49,3014,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,
64,561,3015,,,,,,6068,,,,9/16/2024,9/16/2024,
12,151,3017,,,,,,6066,,,,6/24/2024,6/24/2024,6/18/2024
54,389,3018,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/26/2024
61,490,3019,YES,Gen 3,5/19/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/5/2024,8/5/2024,
61,512,3022,,,,,,6021,10/6/2025,,,Completed,Completed,
61,512,3023,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,515,3026,,,,,,7033,,,,8/19/2024,8/19/2024,
76,283,3035,,,,,,6023,12/12/2024,,,6/24/2024,6/24/2024,
64,543,3042,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
64,58,3043,,,,,,6068,,,,Completed,Completed,
5,50,3044,,,,,,6068,,,,Completed,Completed,6/2/2024
61,512,3046,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,512,3047,YES,Gen 3,5/19/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,9,3049,,,,,,6031,3/31/2025,,,Completed,Completed,
61,550,3050,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,4/22/2025,,Completed,Completed,
60,471,3053,,,,,,6037,Complete,4/22/2025,,Completed,Completed,7/14/2024
44,345,3055,,,,,,6094,,,,7/15/2024,7/15/2024,
7,506,3056,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
7,506,3057,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
7,86,3058,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
11,140,3059,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
11,140,3060,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,1/15/2025
40,340,3061,,,,,,6069,,,,8/5/2024,8/5/2024,
72,538,3062,,,,,,6094,,,,Completed,Completed,
72,102,3066,,,,,,6020,Complete,,,9/16/2024,9/16/2024,
2,23,3067,,,,,,6054,,,,Completed,Completed,
59,554,3069,,,,,,6054,,,,8/5/2024,8/5/2024,
59,554,3070,,,,,,6054,,,,Completed,Completed,
59,554,3071,,,,,,6054,,,,8/5/2024,8/5/2024,
59,554,3072,,,,,,6054,,,,Completed,Completed,
59,554,3074,,,,,,6054,,,,Completed,Completed,
14,15,3075,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,
76,292,3077,,,,,,7045,,,,6/24/2024,6/24/2024,5/19/2024
17,175,3078,,,,,,7034,,,,Completed,Completed,
56,454,3081,,,,,,6026,1/6/2025,,,Completed,Completed,
61,490,3082,,,,,,6019,9/9/2025,,,8/19/2024,8/19/2024,
61,490,3083,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
61,551,3084,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,,,,8/19/2024,8/19/2024,
57,446,3087,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
52,424,3088,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
61,552,3090,,,,,,6026,1/6/2025,,,Completed,Completed,
56,399,3093,,,,,,7026,,,,9/16/2024,9/16/2024,
61,557,3094,,,,,,7026,,,,9/16/2024,9/16/2024,
61,550,3098,,,,,,6037,Complete,4/22/2025,,Completed,Completed,
61,551,3099,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,,,,8/19/2024,8/19/2024,
61,551,3101,,,,,,7033,,,,8/19/2024,8/19/2024,
52,424,3102,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
44,409,3103,,,,,,6035,5/21/2024,,,7/15/2024,7/15/2024,
72,488,3104,,,,,,7038,,,,9/16/2024,9/16/2024,
7,86,3106,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
7,506,3107,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
59,494,3110,,,,,,6092,,,,7/22/2024,7/22/2024,
72,538,3111,,,,,,6094,,,,Completed,Completed,
7,77,3112,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
16,157,3114,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,
2,20,3118,,,,,,6054,,,,8/5/2024,8/5/2024,
14,15,3119,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,7/10/2024
61,512,3123,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,490,3126,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
61,490,3127,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/5/2024,8/5/2024,
61,490,3128,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
0,0,3129,,,,,,,,,,,,
61,515,3131,,,,,,7033,,,,8/19/2024,8/19/2024,
61,515,3132,,,,,,7033,,,,8/19/2024,8/19/2024,
61,515,3133,,,,,,7033,,,,8/19/2024,8/19/2024,
64,58,3135,,,,,,6068,,,,Completed,Completed,
7,505,3136,,,,,,6012,10/10/2024,,,7/15/2024,7/15/2024,
12,149,3137,,,,,,6066,,,,6/24/2024,6/24/2024,
61,481,3138,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,481,3139,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,481,3140,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,481,3141,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
61,9,3143,,,,,,6031,3/31/2025,,,Completed,Completed,
61,550,3144,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,4/22/2025,,Completed,Completed,
61,550,3145,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,4/22/2025,,Completed,Completed,
61,550,3146,,,,,,6026,1/6/2025,,,Completed,Completed,
61,481,3147,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6021,10/6/2025,,,8/19/2024,8/19/2024,
47,432,3150,,,,,,6009,,,,8/5/2024,8/5/2024,
47,432,3151,,,,,,6035,5/21/2024,,,8/5/2024,8/5/2024,
61,491,3152,,,,,,6035,5/21/2024,,,8/5/2024,8/5/2024,
61,491,3153,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,5/21/2024,,,8/5/2024,8/5/2024,
61,491,3154,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,5/21/2024,,,8/5/2024,8/5/2024,
61,491,3155,,,,,,6035,5/21/2024,,,7/15/2024,7/15/2024,
59,502,3156,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6023,12/12/2024,,,6/24/2024,6/24/2024,
59,502,3157,,,,,,6023,12/12/2024,,,6/24/2024,6/24/2024,
17,577,3159,,,,,,6080,,,,Completed,Completed,
72,548,3161,,,,,,6020,Complete,,,6/24/2024,6/24/2024,
72,96,3162,,,,,,6020,Complete,,,6/24/2024,6/24/2024,
9,553,3163,,,,,,7038,,,,9/16/2024,9/16/2024,
72,534,3164,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6094,,,,Completed,Completed,
13,125,3167,,,,,,6048,,,,7/22/2024,7/22/2024,
72,537,3168,,,,,,6018,12/20/2024,,,Completed,Completed,
7,83,3169,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
7,83,3170,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
61,491,3172,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6035,5/21/2024,,,8/5/2024,8/5/2024,
61,491,3173,,,,,,6035,5/21/2024,,,8/5/2024,8/5/2024,
61,490,3175,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
61,490,3176,YES,Gen 3,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
54,378,3177,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/12/2024
61,550,3178,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6037,Complete,4/22/2025,,Completed,Completed,
61,481,3179,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7033,,,,8/19/2024,8/19/2024,
57,446,3180,,,,,,7033,,,,8/19/2024,8/19/2024,
26,296,3182,,,,,,6040,3/22/2024,,,7/22/2024,7/22/2024,
72,103,3183,,,,,,7038,,,,9/16/2024,9/16/2024,
72,544,3184,,,,,,6006,7/2/2024,,,8/19/2024,8/19/2024,
59,566,3185,,,,,,6006,7/2/2024,,,6/24/2024,6/24/2024,
2,23,3188,,,,,,6054,,,,8/5/2024,8/5/2024,
4,35,3191,,,,,,6039,Complete,2/6/2025,,Completed,Completed,7/21/2024
4,35,3192,,,,,,6070,,,,Completed,Completed,
3,112,3197,,,,,,6020,Complete,,,6/24/2024,6/24/2024,5/14/2024
64,504,3198,,,,,,6068,,,,9/16/2024,9/16/2024,
64,504,3199,,,,,,6068,,,,9/16/2024,9/16/2024,
16,159,3200,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,7/16/2024
2,19,3201,,,,,,6054,,,,8/5/2024,8/5/2024,8/6/2024
64,533,3202,,,,,,6068,,,,Completed,Completed,
64,561,3204,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,
2,22,3205,,,,,,6054,,,,8/5/2024,8/5/2024,
21,222,3206,,,,,,6024,Complete,11/18/2024,,Completed,Completed,
3,94,3207,,,,,,7035,,,,Completed,Completed,7/14/2024
54,582,3208,,,,,,7026,,,,9/16/2024,9/16/2024,
52,424,3209,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
25,275,3210,,,,,,6092,,,,Completed,Completed,7/7/2024
22,165,3212,,,,,,7034,,,,Completed,Completed,
13,68,3213,,,,,,7036,,,,6/24/2024,6/24/2024,
75,288,3214,,,,,,6023,12/12/2024,,,6/24/2024,6/24/2024,7/9/2024
76,320,3215,,,,,,7045,,,,Completed,Completed,
75,289,3216,,,,,,6023,12/12/2024,,,6/24/2024,6/24/2024,9/15/2024
60,473,3217,,,,,,6037,Complete,4/22/2025,,Completed,Completed,7/15/2024
60,467,3218,,,,,,6037,Complete,4/22/2025,,Completed,Completed,3/17/2024
75,288,3219,,,,,,6023,12/12/2024,,,6/24/2024,6/24/2024,8/14/2024
57,405,3220,,,,,,7026,,,,9/16/2024,9/16/2024,
17,190,3221,,,,,,6038,Complete,7/8/2025,,Completed,Completed,
4,35,3222,,,,,,6039,Complete,2/6/2025,,Completed,Completed,9/18/2024
20,229,3223,,,,,,6027,3/22/2024,,,Completed,Completed,
5,583,3224,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,6/2/2024
5,583,3225,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,5/29/2024
6,65,3226,,,,,,7036,,,,6/24/2024,6/24/2024,
54,391,3227,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
76,231,3228,,,,,,6027,3/22/2024,,,Completed,Completed,
44,349,3229,,,,,,6012,10/10/2024,,,Completed,Completed,
42,324,3230,,,,,,6018,12/20/2024,,,Completed,Completed,7/31/2024
42,321,3231,,,,,,6094,,,,Completed,Completed,5/14/2024
54,403,3232,,,,,,7026,,,,9/16/2024,9/16/2024,9/10/2024
52,419,3233,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
12,123,3234,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
9,553,3235,,,,,,7038,,,,9/16/2024,9/16/2024,7/14/2024
22,178,3236,,,,,,7034,,,,Completed,Completed,
47,430,3237,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
72,538,3238,,,,,,6094,,,,Completed,Completed,
60,478,3239,,,,,,6026,1/6/2025,,,Completed,Completed,
46,369,3241,,,,,,6031,3/31/2025,,,Completed,Completed,
75,312,3243,,,,,,7045,,,,7/22/2024,7/22/2024,7/8/2024
53,436,3245,,,,,,6025,Complete,1/28/2025,,6/24/2024,6/24/2024,
53,442,3247,,,,,,7039,,,,7/22/2024,7/22/2024,
58,464,3248,,,,,,6021,10/6/2025,,,8/19/2024,8/19/2024,
20,209,3250,,,,,,6027,3/22/2024,,,Completed,Completed,
21,218,3251,,,,,,6024,Complete,11/18/2024,,7/15/2024,7/15/2024,9/18/2024
22,166,3252,,,,,,7034,,,,Completed,Completed,
76,228,3253,,,,,,6027,3/22/2024,,,Completed,Completed,
56,392,3254,,,,,,6026,1/6/2025,,,Completed,Completed,
25,273,3255,,,,,,6092,,,,Completed,Completed,7/24/2024
60,478,3258,,,,,,6026,1/6/2025,,,Completed,Completed,
47,383,3259,,,,,,7026,,,,Completed,Completed,
60,473,3260,,,,,,6037,Complete,4/22/2025,,Completed,Completed,9/25/2024
60,475,3261,,,,,,6037,Complete,4/22/2025,,Completed,Completed,7/21/2024
20,216,3262,,,,,,6024,Complete,11/18/2024,,Completed,Completed,
75,288,3265,,,,,,6023,12/12/2024,,,6/24/2024,6/24/2024,7/7/2024
22,178,3266,,,,,,7034,,,,Completed,Completed,
47,432,3267,,,,,,6035,5/21/2024,,,8/5/2024,8/5/2024,
53,440,3268,,,,,,7039,,,,6/24/2024,6/24/2024,
16,180,3269,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,
20,311,3270,,,,,,6039,Complete,2/6/2025,,7/22/2024,7/22/2024,7/15/2024
14,13,3271,,,,,,6006,7/2/2024,,,8/19/2024,8/19/2024,
40,362,3273,,,,,,6035,5/21/2024,,,Completed,Completed,
5,50,3274,,,,,,6068,,,,Completed,Completed,5/15/2024
64,533,3275,,,,,,6094,,,,7/15/2024,7/15/2024,
58,445,3276,,,,,,7033,,,,8/19/2024,8/19/2024,
56,392,3277,,,,,,6026,1/6/2025,,,Completed,Completed,
47,433,3278,,,,,,6035,5/21/2024,,,8/5/2024,8/5/2024,
7,77,3279,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
76,192,3280,,,,,,6038,Complete,7/8/2025,,Completed,Completed,
76,228,3281,,,,,,6027,3/22/2024,,,Completed,Completed,
21,218,3282,,,,,,6024,Complete,11/18/2024,,7/15/2024,7/15/2024,9/3/2024
44,409,3283,,,,,,6035,5/21/2024,,,7/15/2024,7/15/2024,
5,44,3284,YES,Gen 2,5/19/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,,,,9/16/2024,9/16/2024,3/3/2024
5,44,3285,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,6/17/2024
5,52,3286,,,,,,6068,,,,9/16/2024,9/16/2024,6/4/2024
64,504,3287,,,,,,6068,,,,9/16/2024,9/16/2024,
13,131,3288,,,,,,6048,,,,7/22/2024,7/22/2024,
12,124,3289,,,,,,6039,Complete,2/6/2025,,7/22/2024,7/22/2024,8/12/2024
57,470,3290,,,,,,7033,,,,8/19/2024,8/19/2024,
17,174,3291,,,,,,6080,,,,Completed,Completed,
17,176,3292,,,,,,6080,,,,Completed,Completed,
20,209,3293,,,,,,6027,3/22/2024,,,Completed,Completed,
41,242,3294,,,,,,6017,1/20/2025,,,6/24/2024,6/24/2024,5/14/2024
44,356,3295,,,,,,6094,,,,7/15/2024,7/15/2024,
6,64,3296,,,,,,7036,,,,6/24/2024,6/24/2024,9/23/2024
6,67,3297,,,,,,7036,,,,6/24/2024,6/24/2024,
6,60,3298,,,,,,7036,,,,6/24/2024,6/24/2024,9/22/2024
59,502,3299,,,,,,6023,12/12/2024,,,Completed,Completed,
21,222,3300,,,,,,6024,Complete,11/18/2024,,Completed,Completed,
17,161,3301,,,,,,6030,3/4/2024,,,8/5/2024,8/5/2024,
6,64,3302,,,,,,7036,,,,6/24/2024,6/24/2024,
20,311,3303,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
26,298,3304,,,,,,6023,12/12/2024,,,7/22/2024,7/22/2024,8/13/2024
26,298,3305,,,,,,7045,,,,7/22/2024,7/22/2024,
14,97,3307,,,,,,7035,,,,6/24/2024,6/24/2024,
3,101,3308,,,,,,7035,,,,6/24/2024,6/24/2024,6/23/2024
3,98,3309,,,,,,7035,,,,6/24/2024,6/24/2024,7/15/2024
3,94,3310,,,,,,7035,,,,Completed,Completed,
9,553,3311,,,,,,7038,,,,9/16/2024,9/16/2024,
54,376,3313,,,,,,6019,9/9/2025,,,8/19/2024,8/19/2024,
61,510,3314,,,,,,6031,3/31/2025,,,Completed,Completed,
61,510,3315,,,,,,6031,3/31/2025,,,Completed,Completed,
64,570,3317,,,,,,6012,10/10/2024,,,7/15/2024,7/15/2024,
7,81,3319,,,,,,6036,Complete,9/5/2024,,Completed,Completed,
6,80,3320,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
53,442,3322,,,,,,7039,,,,6/24/2024,6/24/2024,
53,444,3324,,,,,,7039,,,,6/24/2024,6/24/2024,
64,533,3327,,,,,,6068,,,,Completed,Completed,
19,200,3328,,,,,,6043,,,,Completed,Completed,
16,187,3329,,,,,,6038,Complete,7/8/2025,,Completed,Completed,
59,502,3330,,,,,,6023,12/12/2024,,,Completed,Completed,
42,327,3331,,,,,,6018,12/20/2024,,,Completed,Completed,7/31/2024
