Region,Market,Store,Digital Shelf Labels,DSL Gen,DSL Start date,Resource Link,Toolkit Link by Gen,RDC,APD Phase 1,APD Phase 2,APD Phase 3,HVDC Start Date,FDD Start Date,CoSTL Install Date
54,378,924,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/5/2024,8/5/2024,8/14/2024
3,114,925,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/29/2024
7,71,927,,,,,,6012,10/10/2024,,,Completed,Completed,
3,98,928,,,,,,7035,,,,6/24/2024,6/24/2024,7/28/2024
9,107,929,,,,,,7038,,,,Completed,Completed,9/4/2024
14,8,930,,,,,,6054,,,,8/19/2024,8/19/2024,8/11/2024
9,92,931,,,,,,7038,,,,Completed,Completed,9/8/2024
14,16,932,,,,,,6054,,,,8/5/2024,8/5/2024,
53,263,933,,,,,,6092,,,,7/22/2024,7/22/2024,
14,1,934,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,
13,130,935,,,,,,6048,,,,7/22/2024,7/22/2024,
40,272,936,,,,,,6069,,,,Completed,Completed,
2,26,937,,,,,,6054,,,,8/5/2024,8/5/2024,
14,8,938,,,,,,6054,,,,8/19/2024,8/19/2024,8/4/2024
5,76,939,,,,,,6036,Complete,9/5/2024,,Completed,Completed,
5,479,940,,,,,,6068,,,,Completed,Completed,3/5/2024
9,116,941,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/10/2024
3,89,942,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/16/2024
9,91,943,,,,,,6020,Complete,,,Completed,Completed,7/22/2024
14,15,944,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,
7,71,945,,,,,,6012,10/10/2024,,,Completed,Completed,
44,350,947,,,,,,6068,,,,Completed,Completed,
26,304,948,,,,,,6070,,,,7/22/2024,7/22/2024,
11,145,950,,,,,,6018,12/20/2024,,,7/22/2024,7/22/2024,
6,85,951,,,,,,7036,,,,,,
3,27,952,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
54,378,953,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/20/2024
13,141,954,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
9,91,955,,,,,,6020,Complete,,,6/24/2024,6/24/2024,9/23/2024
9,92,956,,,,,,7038,,,,Completed,Completed,7/16/2024
25,279,957,,,,,,6009,,,,7/22/2024,7/22/2024,
53,263,958,,,,,,7039,,,,6/24/2024,6/24/2024,
3,89,959,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/29/2024
3,93,960,,,,,,7035,,,,6/24/2024,6/24/2024,6/25/2024
13,129,961,,,,,,6048,,,,7/22/2024,7/22/2024,
54,389,962,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6012,10/10/2024,,,7/15/2024,7/15/2024,
5,48,963,YES,Gen 2,4/30/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6068,,,,Completed,Completed,6/10/2024
7,505,964,,,,,,6012,10/10/2024,,,7/15/2024,7/15/2024,
53,438,965,,,,,,7039,,,,6/24/2024,6/24/2024,
46,375,966,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,7026,,,,7/15/2024,7/15/2024,8/27/2024
3,104,967,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/17/2024
9,116,968,,,,,,6020,Complete,,,6/24/2024,6/24/2024,9/22/2024
13,143,969,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
13,143,970,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
53,438,971,,,,,,7039,,,,6/24/2024,6/24/2024,
5,479,972,,,,,,6068,,,,Completed,Completed,2/28/2024
9,92,973,,,,,,7038,,,,Completed,Completed,9/23/2024
9,92,974,,,,,,7038,,,,Completed,Completed,9/25/2024
44,350,975,,,,,,6068,,,,Completed,Completed,
42,135,976,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
3,98,977,,,,,,7035,,,,6/24/2024,6/24/2024,6/16/2024
47,406,978,,,,,,6094,,,,7/15/2024,7/15/2024,
53,438,979,,,,,,7039,,,,6/24/2024,6/24/2024,
54,378,980,YES,Gen 2,5/14/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/11/2024
11,138,981,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
53,425,982,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
54,376,984,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/18/2024
52,418,985,,,,,,6009,,,,8/5/2024,8/5/2024,
54,388,986,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/19/2024
9,105,987,,,,,,7038,,,,9/16/2024,9/16/2024,9/23/2024
3,104,988,,,,,,6020,Complete,,,6/24/2024,6/24/2024,9/4/2024
13,128,989,,,,,,6048,,,,7/22/2024,7/22/2024,
14,14,990,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,9/15/2024
14,1,991,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,
44,356,992,,,,,,6094,,,,7/15/2024,7/15/2024,
47,407,993,,,,,,6035,5/21/2024,,,8/5/2024,8/5/2024,
3,104,994,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/9/2024
41,251,995,,,,,,6017,1/20/2025,,,Completed,Completed,
41,251,996,,,,,,6017,1/20/2025,,,Completed,Completed,
59,485,998,,,,,,6035,5/21/2024,,,Completed,Completed,
7,86,999,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
6,569,1000,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
54,389,1001,,,,,,6019,9/9/2025,,,8/19/2024,8/19/2024,8/27/2024
41,580,1002,,,,,,6017,1/20/2025,,,Completed,Completed,
25,262,1003,,,,,,6092,,,,7/22/2024,7/22/2024,
9,115,1004,,,,,,6020,Complete,,,9/16/2024,9/16/2024,8/11/2024
52,426,1005,,,,,,6009,,,,Completed,Completed,
3,27,1006,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
53,438,1007,,,,,,7039,,,,6/24/2024,6/24/2024,
54,378,1008,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
40,333,1009,,,,,,6094,,,,Completed,Completed,
26,309,1010,,,,,,6040,3/22/2024,,,7/22/2024,7/22/2024,8/11/2024
4,29,1011,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
53,444,1012,,,,,,7039,,,,6/24/2024,6/24/2024,
41,251,1013,,,,,,6092,,,,,,
40,361,1014,,,,,,6035,5/21/2024,,,Completed,Completed,
7,505,1015,,,,,,6012,10/10/2024,,,7/15/2024,7/15/2024,
13,129,1016,,,,,,6048,,,,7/22/2024,7/22/2024,
4,38,1017,,,,,,6040,3/22/2024,,,Completed,Completed,
3,28,1018,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
54,389,1019,,,,,,6019,9/9/2025,,,8/19/2024,8/19/2024,8/12/2024
53,425,1020,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
40,339,1021,,,,,,6069,,,,8/5/2024,8/5/2024,
5,45,1022,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,
20,311,1023,,,,,,6039,Complete,2/6/2025,,7/22/2024,7/22/2024,7/16/2024
2,30,1024,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
13,141,1025,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
41,580,1026,,,,,,6017,1/20/2025,,,Completed,Completed,
26,306,1027,,,,,,6070,,,,7/22/2024,7/22/2024,8/28/2024
25,278,1028,,,,,,6092,,,,7/22/2024,7/22/2024,
3,104,1029,,,,,,7035,,,,6/24/2024,6/24/2024,7/16/2024
4,38,1030,,,,,,6070,,,,Completed,Completed,9/17/2024
14,15,1032,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,
41,243,1033,,,,,,6017,1/20/2025,,,Completed,Completed,
26,305,1034,,,,,,6070,,,,Completed,Completed,8/26/2024
4,42,1035,,,,,,6070,,,,Completed,Completed,5/13/2024
4,294,1036,,,,,,6070,,,,Completed,Completed,8/19/2024
4,36,1037,,,,,,6040,3/22/2024,,,Completed,Completed,
53,425,1038,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
26,304,1039,,,,,,6039,Complete,2/6/2025,,7/22/2024,7/22/2024,
6,65,1040,,,,,,7036,,,,6/24/2024,6/24/2024,
6,569,1041,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
6,85,1042,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
44,350,1043,,,,,,6068,,,,Completed,Completed,
5,45,1044,,,,,,6036,Complete,9/5/2024,,6/24/2024,6/24/2024,
54,379,1045,,,,,,6019,9/9/2025,,,8/5/2024,8/5/2024,
7,88,1046,,,,,,6016,Complete,8/20/2024,,,,
2,20,1047,,,,,,6054,,,,8/5/2024,8/5/2024,
41,257,1048,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,6/16/2024
7,71,1051,,,,,,6012,10/10/2024,,,Completed,Completed,
11,11,1052,,,,,,6006,7/2/2024,,,7/22/2024,7/22/2024,
41,242,1053,,,,,,6017,1/20/2025,,,6/24/2024,6/24/2024,5/13/2024
47,411,1054,,,,,,6035,5/21/2024,,,Completed,Completed,1/20/2025
5,583,1055,,,,,,6068,,,,9/16/2024,9/16/2024,3/4/2024
44,353,1056,,,,,,6068,,,,Completed,Completed,
14,10,1057,,,,,,6054,,,,8/19/2024,8/19/2024,
54,388,1058,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,9/16/2024,9/16/2024,8/13/2024
11,138,1059,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
26,304,1060,,,,,,6070,,,,7/22/2024,7/22/2024,9/10/2024
3,28,1061,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
6,63,1062,,,,,,7036,,,,6/24/2024,6/24/2024,
14,7,1063,,,,,,6010,Complete,10/8/2024,,,,8/5/2024
26,304,1064,,,,,,6070,,,,7/22/2024,7/22/2024,
42,325,1065,,,,,,6018,12/20/2024,,,Completed,Completed,7/16/2024
13,143,1066,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,
6,84,1067,,,,,,7036,,,,Completed,Completed,
9,92,1068,,,,,,7038,,,,Completed,Completed,7/28/2024
11,138,1069,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
2,18,1070,,,,,,6039,Complete,2/6/2025,,Completed,Completed,
40,341,1071,,,,,,6069,,,,Completed,Completed,
3,27,1072,,,,,,6010,Complete,10/8/2024,,6/24/2024,6/24/2024,
7,81,1073,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
11,136,1074,,,,,,6018,12/20/2024,,,7/22/2024,7/22/2024,
12,149,1075,,,,,,6066,,,,6/24/2024,6/24/2024,
2,32,1076,,,,,,6010,Complete,10/8/2024,,8/5/2024,8/5/2024,
14,97,1077,,,,,,7035,,,,6/24/2024,6/24/2024,3/6/2024
7,74,1078,,,,,,6012,10/10/2024,,,Completed,Completed,
3,94,1079,,,,,,7035,,,,Completed,Completed,6/26/2024
12,124,1080,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
3,93,1081,,,,,,7035,,,,6/24/2024,6/24/2024,6/24/2024
3,98,1082,,,,,,7035,,,,6/24/2024,6/24/2024,7/14/2024
3,101,1083,,,,,,7035,,,,6/24/2024,6/24/2024,7/7/2024
9,91,1084,,,,,,6020,Complete,,,Completed,Completed,
3,104,1085,,,,,,6020,Complete,,,6/24/2024,6/24/2024,9/10/2024
9,90,1086,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/7/2024
9,107,1087,,,,,,7038,,,,Completed,Completed,9/11/2024
13,143,1088,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
12,119,1089,,,,,,6006,7/2/2024,,,6/24/2024,6/24/2024,
3,101,1090,,,,,,7035,,,,6/24/2024,6/24/2024,7/8/2024
14,7,1091,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,8/20/2024
25,273,1093,,,,,,6092,,,,Completed,Completed,
40,361,1094,,,,,,6035,5/21/2024,,,Completed,Completed,
54,388,1095,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/27/2024
26,304,1096,,,,,,6070,,,,7/22/2024,7/22/2024,9/11/2024
26,309,1097,,,,,,6040,3/22/2024,,,7/22/2024,7/22/2024,8/20/2024
6,84,1098,,,,,,7036,,,,6/24/2024,6/24/2024,
44,409,1099,,,,,,6094,,,,7/15/2024,7/15/2024,
11,137,1100,,,,,,6006,7/2/2024,,,7/22/2024,7/22/2024,
14,8,1101,,,,,,6006,7/2/2024,,,8/19/2024,8/19/2024,8/4/2024
13,130,1102,,,,,,6048,,,,7/22/2024,7/22/2024,1/21/2025
6,59,1103,,,,,,7036,,,,6/24/2024,6/24/2024,
3,104,1104,,,,,,7035,,,,6/24/2024,6/24/2024,7/7/2024
42,326,1105,,,,,,6018,12/20/2024,,,Completed,Completed,7/7/2024
13,141,1106,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
13,134,1107,,,,,,6048,,,,6/24/2024,6/24/2024,
42,135,1108,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
42,135,1109,,,,,,6011,Complete,6/20/2025,,Completed,Completed,
42,135,1110,,,,,,6048,,,,Completed,Completed,
2,21,1111,,,,,,6070,,,,Completed,Completed,8/27/2024
14,16,1112,,,,,,6054,,,,8/5/2024,8/5/2024,
20,258,1113,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
42,328,1114,,,,,,6018,12/20/2024,,,Completed,Completed,
11,147,1115,,,,,,6066,,,,6/24/2024,6/24/2024,
44,349,1116,,,,,,6068,,,,Completed,Completed,
5,51,1117,,,,,,6068,,,,9/16/2024,9/16/2024,
5,55,1118,,,,,,6036,Complete,9/5/2024,,9/16/2024,9/16/2024,5/13/2024
9,105,1119,,,,,,7038,,,,9/16/2024,9/16/2024,6/16/2024
40,360,1120,,,,,,6035,5/21/2024,,,Completed,Completed,
2,21,1121,,,,,,6010,Complete,10/8/2024,,Completed,Completed,
2,18,1122,,,,,,6070,,,,Completed,Completed,
4,35,1123,,,,,,6070,,,,Completed,Completed,9/3/2024
11,137,1124,,,,,,6006,7/2/2024,,,6/24/2024,6/24/2024,
25,278,1125,,,,,,6092,,,,7/22/2024,7/22/2024,
7,506,1126,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
13,134,1128,,,,,,6048,,,,7/22/2024,7/22/2024,
7,82,1129,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
4,39,1130,,,,,,6070,,,,Completed,Completed,9/16/2024
26,304,1131,,,,,,6070,,,,7/22/2024,7/22/2024,
26,298,1132,,,,,,6070,,,,7/22/2024,7/22/2024,8/20/2024
26,306,1133,,,,,,6070,,,,7/22/2024,7/22/2024,9/29/2024
14,7,1134,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,6/17/2024
4,38,1135,,,,,,6040,3/22/2024,,,Completed,Completed,6/19/2024
13,131,1136,,,,,,6048,,,,7/22/2024,7/22/2024,
6,60,1137,,,,,,7036,,,,6/24/2024,6/24/2024,
53,441,1138,,,,,,7039,,,,6/24/2024,6/24/2024,
21,259,1139,,,,,,6024,Complete,11/18/2024,,6/24/2024,6/24/2024,
21,259,1140,,,,,,6017,1/20/2025,,,6/24/2024,6/24/2024,8/21/2024
41,249,1141,,,,,,6017,1/20/2025,,,Completed,Completed,7/7/2024
41,243,1142,,,,,,6017,1/20/2025,,,Completed,Completed,
2,30,1143,,,,,,6010,Complete,10/8/2024,,8/5/2024,8/5/2024,
4,42,1144,,,,,,6070,,,,Completed,Completed,5/21/2024
4,36,1146,,,,,,6040,3/22/2024,,,Completed,Completed,
42,328,1147,,,,,,6094,,,,Completed,Completed,7/24/2024
44,349,1148,,,,,,6068,,,,Completed,Completed,
46,367,1149,,,,,,6031,3/31/2025,,,Completed,Completed,
6,85,1150,,,,,,7036,,,,Completed,Completed,
40,362,1151,,,,,,6035,5/21/2024,,,Completed,Completed,
52,426,1152,,,,,,6025,Complete,1/28/2025,,Completed,Completed,
2,32,1153,,,,,,6010,Complete,10/8/2024,,8/5/2024,8/5/2024,
7,506,1154,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
4,310,1155,,,,,,6040,3/22/2024,,,Completed,Completed,
26,306,1156,,,,,,6070,,,,7/22/2024,7/22/2024,
41,243,1157,,,,,,6017,1/20/2025,,,Completed,Completed,
14,2,1158,,,,,,6006,7/2/2024,,,8/5/2024,8/5/2024,
12,123,1159,,,,,,6039,Complete,2/6/2025,,,,
41,243,1160,,,,,,6017,1/20/2025,,,Completed,Completed,
40,339,1161,,,,,,6069,,,,8/5/2024,8/5/2024,
41,580,1162,,,,,,6066,,,,Completed,Completed,
13,125,1163,,,,,,6048,,,,7/22/2024,7/22/2024,
4,41,1164,,,,,,6070,,,,Completed,Completed,3/25/2024
41,256,1165,,,,,,6017,1/20/2025,,,6/24/2024,6/24/2024,8/20/2024
4,300,1166,,,,,,6040,3/22/2024,,,,,
53,435,1167,,,,,,7039,,,,7/22/2024,7/22/2024,
13,141,1168,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
42,127,1169,,,,,,6018,12/20/2024,,,9/16/2024,9/16/2024,
41,256,1170,,,,,,6017,1/20/2025,,,6/24/2024,6/24/2024,6/16/2024
9,115,1171,,,,,,6020,Complete,,,9/16/2024,9/16/2024,
3,98,1172,,,,,,7035,,,,6/24/2024,6/24/2024,
3,98,1173,,,,,,7035,,,,6/24/2024,6/24/2024,7/10/2024
14,14,1174,,,,,,6006,7/2/2024,,,8/19/2024,8/19/2024,
58,364,1175,,,,,,6031,3/31/2025,,,Completed,Completed,
53,441,1176,,,,,,7039,,,,6/24/2024,6/24/2024,
40,340,1177,,,,,,6069,,,,8/5/2024,8/5/2024,
5,50,1178,,,,,,6068,,,,9/16/2024,9/16/2024,6/17/2024
4,294,1179,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
41,243,1180,,,,,,6017,1/20/2025,,,Completed,Completed,
2,26,1181,,,,,,6054,,,,8/5/2024,8/5/2024,
3,94,1182,,,,,,7035,,,,6/24/2024,6/24/2024,
4,41,1183,,,,,,6070,,,,Completed,Completed,3/26/2024
2,23,1184,,,,,,6054,,,,8/5/2024,8/5/2024,
7,83,1185,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
6,60,1186,,,,,,7036,,,,6/24/2024,6/24/2024,9/23/2024
44,410,1187,,,,,,6035,5/21/2024,,,7/15/2024,7/15/2024,
40,339,1188,,,,,,6069,,,,8/5/2024,8/5/2024,
20,258,1189,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,6/17/2024
41,257,1190,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,6/19/2024
26,296,1191,,,,,,6040,3/22/2024,,,7/22/2024,7/22/2024,8/20/2024
13,141,1192,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
42,135,1193,,,,,,6011,Complete,6/20/2025,,Completed,Completed,
12,122,1194,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
13,143,1195,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
13,131,1196,,,,,,6048,,,,7/22/2024,7/22/2024,
26,301,1197,,,,,,6040,3/22/2024,,,Completed,Completed,
7,506,1198,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
54,388,1199,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,8/13/2024
54,391,1200,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
14,3,1201,,,,,,6006,7/2/2024,,,8/5/2024,8/5/2024,
53,439,1202,,,,,,7039,,,,6/24/2024,6/24/2024,
9,116,1203,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/28/2024
13,66,1204,,,,,,6048,,,,6/24/2024,6/24/2024,
3,101,1205,,,,,,7035,,,,6/24/2024,6/24/2024,7/24/2024
13,130,1206,,,,,,6048,,,,7/22/2024,7/22/2024,1/22/2025
14,15,1207,,,,,,6010,Complete,10/8/2024,,8/19/2024,8/19/2024,8/21/2024
26,305,1209,,,,,,6070,,,,7/22/2024,7/22/2024,
41,260,1210,,,,,,6017,1/20/2025,,,6/24/2024,6/24/2024,3/4/2024
25,270,1211,,,,,,7039,,,,7/22/2024,7/22/2024,
14,1,1212,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,
3,104,1213,,,,,,6020,Complete,,,6/24/2024,6/24/2024,7/10/2024
47,406,1214,,,,,,6019,9/9/2025,,,8/5/2024,8/5/2024,
12,120,1215,,,,,,6006,7/2/2024,,,Completed,Completed,
5,53,1216,YES,Gen 3,5/26/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6068,,,,9/16/2024,9/16/2024,5/15/2024
4,294,1217,,,,,,6039,Complete,2/6/2025,,Completed,Completed,
46,366,1218,,,,,,6031,3/31/2025,,,Completed,Completed,
3,101,1219,,,,,,7035,,,,6/24/2024,6/24/2024,6/19/2024
9,90,1220,,,,,,6020,Complete,,,6/24/2024,6/24/2024,6/18/2024
44,409,1221,,,,,,6035,5/21/2024,,,7/15/2024,7/15/2024,
14,14,1222,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,7/8/2024
14,97,1223,,,,,,7035,,,,6/24/2024,6/24/2024,3/25/2024
14,14,1224,,,,,,6011,Complete,6/20/2025,,8/19/2024,8/19/2024,7/31/2024
3,101,1225,YES,Gen 2,5/14/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,7035,,,,6/24/2024,6/24/2024,7/24/2024
12,149,1226,,,,,,6066,,,,6/24/2024,6/24/2024,
2,30,1227,,,,,,6010,Complete,10/8/2024,,Completed,Completed,
25,269,1228,,,,,,7039,,,,7/22/2024,7/22/2024,
14,13,1229,,,,,,6006,7/2/2024,,,8/19/2024,8/19/2024,
58,364,1230,,,,,,6031,3/31/2025,,,Completed,Completed,
54,379,1231,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,
7,81,1232,,,,,,6036,Complete,9/5/2024,,Completed,Completed,
20,258,1233,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,8/19/2024
41,257,1234,,,,,,6066,,,,6/24/2024,6/24/2024,9/9/2024
7,86,1235,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
26,302,1236,,,,,,6040,3/22/2024,,,Completed,Completed,
26,299,1237,,,,,,6040,3/22/2024,,,Completed,Completed,
4,310,1238,YES,Gen 2,4/30/2023,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html,6040,3/22/2024,,,Completed,Completed,8/27/2024
21,217,1239,,,,,,6024,Complete,11/18/2024,,7/15/2024,7/15/2024,1/21/2025
46,367,1240,,,,,,6031,3/31/2025,,,Completed,Completed,
52,418,1241,,,,,,6009,,,,7/22/2024,7/22/2024,
4,294,1242,,,,,,6070,,,,Completed,Completed,8/21/2024
75,312,1243,,,,,,7045,,,,7/22/2024,7/22/2024,9/3/2024
4,35,1244,,,,,,6070,,,,Completed,Completed,
3,114,1245,,,,,,6020,Complete,,,6/24/2024,6/24/2024,6/16/2024
20,258,1247,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
11,144,1248,,,,,,6018,12/20/2024,,,7/22/2024,7/22/2024,
7,74,1249,,,,,,6012,10/10/2024,,,Completed,Completed,
54,380,1252,YES,Gen 3,6/16/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6019,9/9/2025,,,8/19/2024,8/19/2024,5/5/2024
7,82,1253,,,,,,6016,Complete,8/20/2024,,Completed,Completed,
5,76,1254,,,,,,6036,Complete,9/5/2024,,Completed,Completed,
26,309,1255,YES,Gen 2,4/21/2024,DSL Digital Toolkit,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html,6040,3/22/2024,,,Completed,Completed,
25,266,1256,,,,,,6092,,,,7/22/2024,7/22/2024,
7,74,1257,,,,,,6012,10/10/2024,,,Completed,Completed,
20,258,1259,,,,,,6039,Complete,2/6/2025,,6/24/2024,6/24/2024,
13,143,1260,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
4,310,1261,,,,,,6040,3/22/2024,,,Completed,Completed,9/3/2024
41,254,1263,,,,,,6066,,,,Completed,Completed,
21,222,1264,,,,,,6024,Complete,11/18/2024,,Completed,Completed,
40,339,1265,,,,,,6069,,,,8/5/2024,8/5/2024,
13,130,1266,,,,,,6048,,,,7/22/2024,7/22/2024,
53,441,1267,,,,,,7039,,,,6/24/2024,6/24/2024,
4,300,1268,,,,,,6040,3/22/2024,,,Completed,Completed,
4,39,1270,,,,,,6010,Complete,10/8/2024,,Completed,Completed,7/23/2024
11,138,1271,,,,,,6011,Complete,6/20/2025,,7/22/2024,7/22/2024,
7,74,1272,,,,,,6012,10/10/2024,,,Completed,Completed,
54,389,1273,,,,,,6019,9/9/2025,,,8/19/2024,8/19/2024,
53,441,1274,,,,,,7039,,,,6/24/2024,6/24/2024,
41,482,1275,,,,,,6017,1/20/2025,,,Completed,Completed,7/8/2024
