Store,Dept.,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1817,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1817,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1817,95,120ct Cheetos Halloween Tins,Full Stack,3,37,
1817,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1819,1,M&M Peanut Party Size,Full EC,2,37,
1819,2,Jergens Best Sellers PDQ,Full EC,1,37,
1819,7,Holiday Puzzles 1/2 Pallet,Half Stack,1,37,
1819,7,HW Basics Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1819,7,Model Car Kits,Full Stack,1,37,
1819,7,Nerf Elite 2.0 Walmart Exclusive Half-Pallet,Half Stack,2,37,
1819,9,HARD WOOD CLASSIC TIP -UP,Full EC,4,37,
1819,14,Cuisinart - 4 Slice Toaster,Half EC,2,37,
1819,16,"18""SNOW SHOVEL",Full Stack,1,37,
1819,16,20IN SNOWSHVL COMBO,Full Stack,1,37,
1819,23,Insulated Flannel Lined Shirt Jacket,4-way,1,37,
1819,40,12pc IH Pro PDQ,Full EC,1,37,
1819,40,13PC ZzzQuil Mxd PDQ,Full EC,1,37,
1819,40,21pc GB Powder and Spray PDQ,Full EC,1,37,Cancel - supplier does not have product to ship due to supply issues
1819,40,Emergen-C Feature,4-way,1,37,
1819,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1819,40,EQ Naprox cap 100,SDK,2,37,
1819,40,EQ Sinus Wash Kit 7ct PDQ,4-way,1,37,
1819,46,SVE HW CURLS 42P PDQ,Half EC,1,37,
1819,72,ONN.10OZ 2PK,Full EC,1,37,
1819,90,Pillsbury Grands Cinnamon Rolls 5CT,Bunker,1,37,
1819,92,HNZ 38Z KET HP 216CT,Half Stack,1,37,
1819,92,QKR Oats 42oz Mixed Pallet,Full Stack,1,37,
1819,92,VEL 2LB ORIG HP 240 CT,Half Stack,1,37,
1819,95,120ct Cheetos Halloween Tins,Full Stack,2,37,
1819,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1819,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1819,95,Kettle Brand Potato Chips,Full Stack,1,37,
1820,1,M&M Peanut Party Size,Full EC,1,37,
1820,17,MS 54X72 REMNANT,Full Stack,1,37,
1820,22,MS Every Day Pillow,Full Stack,1,37,
1820,40,14PC PRILO SDK,Side-stack,1,37,
1820,40,Centrum Multi-Vitamins,4’wall section,1,37,
1820,40,Emergen-C Feature,4-way,1,37,
1820,40,Tums 29 pc PDQ,Full EC,1,37,
1820,40,Vicks Warm Mist Humidifier,Full EC,1,37,
1820,46,AUSSIE MXD 24CT TRAY,Full EC,1,37,
1820,46,Dove HT PDQ,Half EC,2,37,
1820,46,SVE HW CURLS 42P PDQ,Half EC,2,37,
1820,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1820,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1820,90,Pillsbury Pie Crusts 2CT,Bunker,1,37,
1820,92,Ben's Ready Rice Roasted Chicken,Full EC,1,37,
1820,92,Bottled HV Original Ranch 6/36fo,Half EC,1,37,
1820,92,Del Monte Corn 4pk,Half EC,2,37,
1820,92,Del Monte Green Beans 4pk,Half EC,2,37,
1820,92,Dry HV Salad Dressing Canister Original,Half EC,1,37,
1820,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1820,92,GoGo applesauce 20 ct,Half EC,1,37,
1820,92,HORMEL BACN POUCH 20OZ,Half EC,1,37,
1820,92,Hunts Best Ever 38oz,Half EC,1,37,
1820,92,QKR Oats 42oz Mixed Pallet,Full Stack,1,37,
1820,92,Quaker SQO 42oz ,Full Stack,2,37,
1820,92,"Rice Chex, Corn Chex, Wheat Chex - Family Size",Full Stack,1,37,
1820,92,SG Fry Sauce,Half EC,2,37,
1820,92,Taco Bell Mixed Pallet,Half Stack,2,37,
1821,2,BIC Shv Cntr Disp Mix,4-way,1,37,
1821,7,HW Basics Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1821,7,HW Monster Truck Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1821,7,HW Ultimate Car Wash Asst,Full EC,1,37,Cancel - extreme inventory constraint
1821,9,16.4OZ PROPANE 2PK,Full EC,1,37,
1821,11,GE Foam Asst,4-way,1,37,
1821,12,Kidde Plug -in Carbon Monoxide Alarm with Battery,SDK,1,37,
1821,14,WANDAJUNE 1/2 PALLET,Half Stack,1,37,
1821,40,Afrin 14pc No Drip,SDK,1,37,
1821,40,Coricidin HBP 18pc Max Strength,SDK,1,37,
1821,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1821,40,Tums 29 pc PDQ,Full EC,1,37,
1821,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1821,90,Pillsbury Grands Cinnamon Rolls 5CT,Bunker,1,37,
1822,7,HW Monster Truck Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1822,7,HW Ultimate Car Wash Asst,Full EC,1,37,Cancel - extreme inventory constraint
1823,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,1,37,
1823,40,Carmex 3 Pk Qbin Display,Q-Bin,1,37,
1823,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1823,40,NEXIUM 10PC 42ct $3 IRC,Half EC,1,37,
1823,92,Pumpkin Spice Cheerios FS,Full EC,1,37,
1825,1,M&M Peanut Party Size,Full EC,1,37,
1825,2,BIC Shv Cntr Disp Mix,4-way,1,37,
1825,2,Jergens Best Sellers PDQ,Full EC,1,37,
1825,2,Listerine 108pc PocketPaks Sidekick:,SDK,1,37,
1825,7,HW Ultimate Car Wash Asst,Full EC,1,37,Cancel - extreme inventory constraint
1825,7,MINNIE; 6V CONVERTIBLE,Eaches,1,37,
1825,9,HOTHANDS HALF PALLET DUMP BIN,Half Stack,1,37,
1825,14,Mainstays 12 Cup Coffee Programable,Full EC,1,37,
1825,16,"18""SNOW SHOVEL",Full Stack,1,37,
1825,16,BIG SCOOP/ FLOAT,Eaches,1,37,
1825,16,SJEG700 Impact Reducing,Full Stack,1,37,
1825,22,MS Every Day Pillow,Full Stack,1,37,
1825,23,The Cyril,Side-stack,6,37,
1825,40,13PC ZzzQuil Mxd PDQ,Full EC,1,37,
1825,40,Carmex 3 Pk Qbin Display,Q-Bin,1,37,
1825,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1825,90,Pillsbury Grands Cinnamon Rolls 5CT,Bunker,1,37,
1825,90,Pillsbury Pie Crusts 2CT,Bunker,1,37,
1825,92,Idahoan Mashed Potatoes 26oz,Full EC,1,37,
1825,92,Ken Dressing 16OZ Assortment,Full EC,1,37,
1825,92,KRUSTEAZ PANCAKE 10LB,Half EC,2,37,
1825,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1825,95,Clamato 64oz Original/Picante Feature,Half EC,1,37,
1825,95,Martinelli Display 5 Flavor,Full Stack,3,37,
1826,9,"Intex 15"" Airbed",Full EC,1,37,
1826,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1826,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1826,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1826,40,Emergen-C Feature,4-way,3,37,
1826,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1826,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1826,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1826,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1826,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1826,90,Pillsbury Grands Cinnamon Rolls 5CT,Bunker,1,37,
1826,92,Del Monte Corn 4pk,Half EC,1,37,
1826,92,Del Monte Green Beans 4pk,Half EC,1,37,
1826,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1826,92,Stove Top Chicken Stuffing Twin Pack,Full EC,1,37,
1826,92,VEL 2LB ORIG HP 240 CT,Half Stack,1,37,
1826,95,120ct Cheetos Halloween Tins,Full Stack,3,37,
1826,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1826,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1826,95,Martinelli Display 5 Flavor,Full Stack,2,37,
1827,2,Dr. Teal's Bath Soak & Foam Asst,Full EC,1,37,
1827,8,OUTBACK DOG HOUSE,Full Stack,2,37,
1827,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1827,23,The Isaac black only,Side-stack,1,37,
1827,23,the James,Side-stack,1,37,
1827,23,Waterproof Insulated Snow Sport Pant,4-way,1,37,
1827,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1827,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1827,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1827,40,Emergen-C Feature,4-way,1,37,
1827,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1827,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1827,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1827,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1827,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1827,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1827,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1828,7,HW Basics Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1828,7,Model Car Kits,Full Stack,1,37,
1828,9,9KBTU LP BUDDY HEAT,Full EC,1,37,
1828,9,HART HEATED BLACK JACKET HP,Half Stack,1,37,
1828,9,HART HEATED CAMO JACKET HP,Half Stack,1,37,
1828,9,JS1-Eagle Claw Shappell Jet Sled,Full EC,1,37,
1828,16,RJ205M Telescoping Roof Rake,Half EC,1,37,
1828,32,It's Party Time,SDK,1,37,
1828,40,13PC ZzzQuil Mxd PDQ,Full EC,1,37,
1828,40,15PC SLEEP GUMMY,SDK,1,37,
1828,40,24 pc Family Bag,SDK,1,37,
1828,40,Centrum Multi-Vitamins,4’wall section,1,37,
1828,40,Emergen-C Feature,4-way,1,37,
1828,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1828,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1828,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1829,40,Coricidin HBP 18pc Max Strength,SDK,1,37,
1829,40,EQ Sinus Wash Kit 7ct PDQ,4-way,1,37,
1829,40,NEXIUM 10PC 42ct $3 IRC,Half EC,1,37,
1830,7,Model Car Kits,Full Stack,1,37,
1830,40,Carmex 3 Pk Qbin Display,Q-Bin,1,37,
1830,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1830,71,"Kellum Media Fireplace Console for Tv's up to 58""",Full Stack,1,37,
1830,82,Gushers Super Sour Berry,Full EC,1,37,
1830,90,Pillsbury Pie Crusts 2CT,Bunker,1,37,
1830,92,"Rice Chex, Corn Chex, Wheat Chex - Family Size",Full Stack,1,37,
1830,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,2,37,
1831,7,Model Car Kits,Full Stack,1,37,
1831,40,Aleve Arthritis Pain Gel 8pc,SDK,1,37,
1831,40,EQ ALL ELIXIR 8OZ,SDK,1,37,
1831,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1831,90,Pillsbury Grands Cinnamon Rolls 5CT,Bunker,1,37,
1832,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1832,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1832,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1832,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1832,40,Emergen-C Feature,4-way,3,37,
1832,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1832,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1832,40,Tums 29 pc PDQ,Full EC,1,37,
1832,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1832,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1832,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1832,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1832,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1834,7,Nerf Elite 2.0 Walmart Exclusive Half-Pallet,Half Stack,1,37,
1834,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1834,22,MS Every Day Pillow,Full Stack,1,37,
1834,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1834,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1834,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1834,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1834,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1834,46,Dove HT PDQ,Half EC,2,37,
1834,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1834,71,"BHG 70"" CANTON CONSL",Full Stack,1,37,
1834,72,2 PK Onn Surge,SDK,1,37,
1834,72,"onn. 4-PC Gaming Starter Kit with LED Keyboard, Pr",Full EC,1,37,
1834,72,ONN.10OZ 2PK,Full EC,1,37,
1834,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1834,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1834,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1834,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1835,12,Winter Mailbox Covers,SDK,1,37,
1835,14,Mainstays 12 Cup Coffee Programable,Full EC,1,37,
1835,22,MS Every Day Pillow,Full Stack,1,37,
1835,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1835,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1836,2,Dr. Teal's Bath Soak & Foam Asst,Full EC,1,37,
1836,2,Jergens Best Sellers PDQ,Full EC,1,37,
1836,7,Model Car Kits,Full Stack,1,37,
1836,9,MO CAMO BURLAP,Full EC,1,37,
1836,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1836,92,"Rice Chex, Corn Chex, Wheat Chex - Family Size",Full Stack,1,37,
1836,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1837,3,PG 92/20 COPY 10PK,Full EC,1,37,
1837,3,PG 92/20 COPY PAPER,Full EC,1,37,
1837,7,HW Basics Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1837,7,HW Monster Truck Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1837,7,HW Ultimate Car Wash Asst,Full EC,1,37,Cancel - extreme inventory constraint
1837,22,MS Every Day Pillow,Full Stack,1,37,
1837,40,12pc IH Pro PDQ,Full EC,1,37,
1837,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1837,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1837,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1837,40,Emergen-C Feature,4-way,2,37,
1837,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1837,40,EQ Sinus Wash Kit 7ct PDQ,4-way,1,37,
1837,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1837,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1837,72,ONN.10OZ 2PK,Full EC,1,37,
1837,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1837,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1837,92,Bottled HV Original Ranch 6/36fo,Half EC,1,37,
1837,92,Del Monte Corn 4pk,Half EC,1,37,
1837,92,Del Monte Green Beans 4pk,Half EC,1,37,
1837,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1837,95,120ct Cheetos Halloween Tins,Full Stack,3,37,
1837,95,CNM CARAMEL & CNM BTR TOFFEE 6OZ Asst,Full EC,1,37,
1838,2,Dr. Teal's Bath Soak & Foam Asst,Full EC,1,37,
1838,7,HW Basics Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1838,7,Nerf Elite 2.0 Walmart Exclusive Half-Pallet,Half Stack,2,37,
1838,9,Gatorade GX Bottles & Pods,Quarter Stack,2,37,Cancel - supplier can't fulfill
1838,9,Mini Sports Balls,Half Stack,3,37,
1838,14,Mainstays 12 Cup Coffee Programable,Full EC,2,37,
1838,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1838,22,MS Every Day Pillow,Full Stack,1,37,
1838,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1838,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1838,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1838,40,Emergen-C Feature,4-way,1,37,
1838,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1838,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1838,82,Gushers Super Sour Berry,Full EC,1,37,
1838,95,120ct Cheetos Halloween Tins,Full Stack,2,37,
1839,40,14PC PRILO SDK,Side-stack,1,37,
1839,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1839,40,6PC Nervive 15in PDQ,Half EC,1,37,
1839,40,Carmex 3 Pk Qbin Display,Q-Bin,1,37,
1839,40,Centrum Multi-Vitamins,4’wall section,1,37,
1839,40,Emergen-C Feature,4-way,1,37,
1840,14,Mainstays 12 Cup Coffee Programable,Full EC,1,37,
1840,14,Mr. Coffee Iced Coffee,Full EC,1,37,
1840,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1840,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1840,40,24 pc Family Bag,SDK,1,37,
1840,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1840,40,Emergen-C Feature,4-way,3,37,
1840,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1840,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1840,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1840,71,"Kellum Media Fireplace Console for Tv's up to 58""",Full Stack,1,37,
1840,72,ONN.10OZ 2PK,Full EC,1,37,
1840,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1840,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1840,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1840,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1840,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1840,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1841,7,MODEL KITS PLT 253pc,Full Stack,1,37,
1841,9,HART HEATED BLACK JACKET HP,Half Stack,1,37,
1841,17,BHG/SCTS FP WAX BIN,Full Stack,1,37,
1841,17,MS 54X72 REMNANT,Full Stack,1,37,
1841,20,48PC Holiday Bath Set,Half Stack,2,37,
1841,20,Holiday 54PC Bath Set,Half Stack,2,37,
1841,71,"Kellum Media Fireplace Console for Tv's up to 58""",Full Stack,2,37,
1841,72,ONN.10OZ 2PK,Full EC,1,37,
1841,74,The Home Edit Bin Assortment,Half EC,2,37,
1841,90,Lender's Bagel 6CT Asst,Bunker,1,37,
1841,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1841,95,Circus Time $1 Butter Popcorn,Full Stack,1,37,
1841,95,Martinelli Display 5 Flavor,Full Stack,3,37,
1842,92,Del Monte Corn 4pk,Half EC,1,37,
1842,92,Del Monte Green Beans 4pk,Half EC,1,37,
1843,7,HW Basics Dump Bin,Half Stack,2,37,Cancel - extreme inventory constraint
1843,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1843,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1843,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1843,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1843,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1843,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1843,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1843,79,Eb Bp&J 45Ct Sidekik,SDK,1,37,
1843,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1843,95,120ct Cheetos Halloween Tins,Full Stack,3,37,
1843,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,2,37,
1843,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1843,95,General Mills Chex Mix & Gardettos Pallet,Full Stack,2,37,
1843,95,Martinelli Display 5 Flavor,Full Stack,2,37,
1845,2,Dr. Teal's Bath Soak & Foam Asst,Full EC,1,37,
1845,2,Listerine 108pc PocketPaks Sidekick:,SDK,1,37,
1845,9,28QT Enviro Foam Cooler,Half Stack,1,37,
1845,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1845,46,Dove HT PDQ,Half EC,2,37,
1845,79,OPP Umbrella Stroller,4-way,2,37,
1845,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1846,7,12V Realtree UTV,Eaches,3,37,
1846,9,Cyclone Neoprene Volleyballs,Half Stack,1,37,
1846,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1846,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1846,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1846,40,Coricidin HBP 18pc Max Strength,SDK,1,37,
1846,40,Emergen-C Feature,4-way,3,37,
1846,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1846,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1846,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1846,72,"TCL 55"" 4K ROKU TV",Full Stack,1,37,
1846,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
1846,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1846,92,Dry HV Salad Dressing Original Ranch,Half EC,1,37,
1846,92,HNZ 38Z KET HP 216CT,Half Stack,1,37,
1846,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1846,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1847,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1847,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1848,14,Mainstays 12 Cup Coffee Programable,Full EC,1,37,
1848,22,MS Every Day Pillow,Full Stack,1,37,
1848,40,13PC ZzzQuil Mxd PDQ,Full EC,1,37,
1848,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,1,37,
1848,40,Centrum Multi-Vitamins,4’wall section,1,37,
1848,40,Coricidin HBP 18pc Max Strength,SDK,1,37,
1848,40,Emergen-C Feature,4-way,1,37,
1848,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1848,40,EQ Sinus Wash Kit 7ct PDQ,4-way,1,37,
1848,40,Vicks Warm Mist Humidifier,Full EC,1,37,
1848,72,ONN.10OZ 2PK,Full EC,1,37,
1848,92,Idahoan Mashed Potatoes 26oz,Full EC,1,37,
1848,92,QKR Oats 42oz Mixed Pallet,Full Stack,1,37,
1848,92,Stove Top Chicken Stuffing Twin Pack,Full EC,1,37,
1848,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1848,95,28 OZ UTZ CHEESEBALL BARREL,Full Stack,1,37,
1848,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1849,7,Little Tikes Turtle Sandbox,Eaches,1,37,
1849,40,15PC SLEEP GUMMY,SDK,1,37,
1849,40,EQ Ibuprofen Tablet 2x250ct,Full EC,1,37,
1849,79,CS Umb Str Donnie the Dino,4-way,1,37,
1849,79,CS Umb Str Dragon,4-way,2,37,
1849,79,CS Umb Str Unicorn,4-way,1,37,
1849,79,OPP Umbrella Stroller,4-way,2,37,
1849,90,Pillsbury Grands Biscuits 16 OZ Asst,Bunker,1,37,
1849,92,Del Monte Corn 4pk,Half EC,1,37,
1849,95,120ct Cheetos Halloween Tins,Full Stack,1,37,
1849,95,Martinelli Display 5 Flavor,Full Stack,1,37,
1850,2,27pc 2.7oz Working Hands Jar,SDK,2,37,
1850,7,HW Basics Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1850,7,Model Car Kits,Full Stack,1,37,
1850,9,HOTHANDS HALF PALLET DUMP BIN,Half Stack,2,37,
1850,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1850,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,3,37,
1850,40,24 pc Family Bag,SDK,1,37,
1850,40,Aleve Arthritis Pain Gel 8pc,SDK,2,37,
1850,40,Centrum Multi-Vitamins,4’wall section,3,37,
1850,40,Coricidin HBP 18pc Max Strength,SDK,2,37,
1850,40,Emergen-C Feature,4-way,2,37,
1850,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1850,40,EQ Sinus Wash Kit 7ct PDQ,4-way,2,37,
1850,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1850,92,GV Family Size Canned Green Beans,Half EC,1,37,
1851,2,Listerine 108pc PocketPaks Sidekick:,SDK,1,37,
1851,9,28QT Enviro Foam Cooler,Half Stack,1,37,
1851,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1851,22,MS Every Day Pillow,Full Stack,1,37,
1851,40,Emergen-C Feature,4-way,1,37,
1851,46,AUSSIE MXD 24CT TRAY,Full EC,1,37,
1851,79,CS Umb Str Dragon,4-way,1,37,
1851,79,OPP Umbrella Stroller,4-way,1,37,
1851,82,Chocolate Dunkaroos,Full EC,2,37,
1851,82,Gushers Super Sour Berry,Full EC,1,37,
1851,82,Vanilla Dunkaroos,Full EC,2,37,
1851,92,MT OLIVE LARGE DILL,Half EC,1,37,
1851,92,"Rice Chex, Corn Chex, Wheat Chex - Family Size",Full Stack,1,37,
1851,95,60ct Cheetos Holiday Tins,Full Stack,1,37,
1851,95,General Mills Chex Mix & Gardettos Pallet,Full Stack,1,37,
1852,7,HW Monster Truck Dump Bin,Half Stack,1,37,Cancel - extreme inventory constraint
1852,7,Model Car Kits,Full Stack,1,37,
1852,9,HOTHANDS HALF PALLET DUMP BIN,Half Stack,1,37,
1852,12,MS Rustic Grey Wood Wall Mount Mirror Medic,Half Stack,1,37,
1852,16,"18""SNOW SHOVEL",Full Stack,1,37,
1852,23,The Houston,Side-stack,2,37,
1852,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,3,37,
1852,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1852,92,HNZ 38Z KET HP 216CT,Half Stack,1,37,
1852,95,CIRCUS TIME $1 CHEESE PUFFS,Full Stack,1,37,
1852,95,Martinelli Display 5 Flavor,Full Stack,2,37,
1853,17,120PC YANKEE CNDL HP,Half Stack,1,37,
1853,17,HP FALL/HARVEST SCENTED TEALIGHTS 600PC,Half Stack,1,37,
1853,17,HP HALLOWEEN SCENTED TEALIGHT CNDLS 600PC,Half Stack,1,37,
1853,40,21pc GB Powder and Spray PDQ,Full EC,2,37,Cancel - supplier does not have product to ship due to supply issues
1853,40,22PCEQ LORATADINE 4 (cf Claritin),Full EC,2,37,
1853,40,Carmex 3 Pk Qbin Display,Q-Bin,1,37,
1853,40,Claritin Adult 14pc PDQ,Full EC,2,37,
1853,40,Emergen-C Feature,4-way,3,37,
1853,40,EQ Ibuprofen Tablet 2x250ct,Full EC,2,37,
1853,40,PC42ALLNASXYZ PDQ,Full EC,1,37,
1853,71,BHG 4 CUBE ORG WHT,Half EC,2,37,
1853,90,Pillsbury Cornbread 11 OZ,Bunker,1,37,
