STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales,Right_STORE_NBR,2022 YTD SALES UNITS,2021 SALES UNITS,FYE21 SALES UNITS,FYE20 SALES UNITS,Right_REGION_NBR,CITY_NAME,STATE_PROV_CODE,REGION_NAME,Right_MARKET_AREA_NBR,FYE24 Modular,Total Items on FYE24 Store Modular,Store Set Expected Arrival Wk,DTS Shippments,F16,F17,F18,F19,F20,F21
698,36,27,160,174,145,698,163,146,93,167,2,CLEVELAND,TN,"TN, GA - Atlanta",119,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
699,13,4,30,33,31,699,31,31,36,37,12,OXFORD,MS,"MS, AL, TN",136,LOW VOLUME/BASIC,6,5,,,,,,,
700,0,0,0,No Kayak Modular would need to Request Modular,0,700,0,0,0,0,14,SELMA,AL,"AL, FL",8,No Modular,0,,,,,,,,
701,12,5,24,26,28,701,24,28,52,79,41,OWENSBORO,KY,Kentucky,254,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
702,25,4,34,37,29,702,35,29,25,63,41,WINCHESTER,KY,Kentucky,259,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk7,,,,,,,
703,0,0,0,No Kayak Modular would need to Request Modular,0,703,0,0,1,2,6,TOMBALL,TX,South Texas,67,No Modular,0,,,,,,,,
705,9,12,67,74,58,705,69,64,45,64,9,MOUNT DORA,FL,Florida,89,Angler - Low Volume,10,3,,,,,,,
706,0,0,0,No Kayak Modular would need to Request Modular,0,706,0,0,0,0,9,ZEPHYRHILLS,FL,Florida,114,No Modular,0,,,,,,,,
707,0,0,0,No Kayak Modular would need to Request Modular,0,707,0,0,0,0,12,CLARKSDALE,MS,"MS, AL, TN",136,No Modular,0,,,,,,,,
708,14,4,10,11,28,708,10,28,21,21,13,VICKSBURG,MS,"LA, MS",140,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
709,12,12,45,48,97,709,45,99,101,108,41,ELIZABETHTOWN,KY,Kentucky,256,SIS,14,7,,,,,,,
710,13,6,21,22,42,710,21,42,56,90,12,HERMITAGE,TN,"MS, AL, TN",153,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
711,32,21,136,151,142,711,141,142,111,149,41,GLASGOW,KY,Kentucky,257,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
712,35,11,89,96,108,712,90,110,107,105,12,SCOTTSBORO,AL,"MS, AL, TN",5,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
713,0,0,-1,No Kayak Modular would need to Request Modular,-1,713,-1,-1,0,0,9,DADE CITY,FL,Florida,114,No Modular,0,,,,,,,,
714,0,0,0,No Kayak Modular would need to Request Modular,0,714,0,0,0,0,42,HELENA-WEST HELENA,AR,"AR, MO, LA",327,No Modular,0,,,,,,,,
715,13,0,28,31,14,715,29,14,6,17,14,TUSCALOOSA,AL,"AL, FL",11,LOW VOLUME/BASIC,6,5,,,,,,,
716,11,5,11,12,19,716,11,19,31,18,12,GREENWOOD,MS,"MS, AL, TN",136,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
717,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
718,0,0,0,No Kayak Modular would need to Request Modular,-1,718,0,-1,0,0,9,AUBURNDALE,FL,Florida,114,No Modular,0,,,,,,,,
719,26,11,43,46,49,719,43,50,87,67,41,RICHMOND,KY,Kentucky,257,MID TIER REC,10,No Store Set Use Cur Inventory was wk7,,,,,,,
720,6,10,28,30,32,720,28,32,35,63,41,FRANKFORT,KY,Kentucky,260,LOW VOLUME/BASIC,6,7,,,,,,,
721,5,3,39,43,35,721,40,35,75,106,9,PORT CHARLOTTE,FL,Florida,118,LOW VOLUME/BASIC,6,3,,,,,,,
722,17,103,102,116,22,722,108,22,27,52,2,CARROLLTON,GA,"TN, GA - Atlanta",22,Combo,16,DTS 5,1 (Store Set Only),,,,,,
723,24,7,17,22,17,723,21,17,12,27,14,TROY,AL,"AL, FL",7,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
724,15,93,147,157,73,724,147,74,91,155,2,JEFFERSON CITY,TN,"TN, GA - Atlanta",123,Angler - Mid to High Volume,16,DTS 6,1 (Store Set Only),,,,,,
725,0,0,0,No Kayak Modular would need to Request Modular,-2,725,0,-2,1,0,9,HAINES CITY,FL,Florida,114,No Modular,0,,,,,,,,
726,24,52,71,78,32,726,73,33,73,105,14,ALEXANDER CITY,AL,"AL, FL",10,Angler - Mid to High Volume,16,5,,,,,,,
727,21,3,37,43,2,727,42,2,1,3,2,CEDARTOWN,GA,"TN, GA - Atlanta",22,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
728,37,9,19,20,48,728,19,48,26,37,4,HILTON HEAD ISLAND,SC,North Carolina,29,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
729,24,34,50,55,90,729,51,90,50,132,41,BARDSTOWN,KY,Kentucky,256,Angler - Mid to High Volume,16,7,,,,,,,
730,21,4,45,48,41,730,45,44,50,70,14,SYLACAUGA,AL,"AL, FL",10,MID TIER REC,10,5,,,,,,,
731,5,0,8,9,8,731,8,8,4,3,14,DEMOPOLIS,AL,"AL, FL",11,BARE BONES,3,5,,,,,,,
733,0,0,0,No Kayak Modular would need to Request Modular,0,733,0,0,0,-1,14,VALLEY,AL,"AL, FL",10,No Modular,0,,,,,,,,
734,19,18,46,54,40,734,50,40,30,49,14,ENTERPRISE,AL,"AL, FL",7,Angler - Low Volume,10,4,,,,,,,
735,25,22,81,89,53,735,83,53,92,103,12,WINCHESTER,TN,"MS, AL, TN",151,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
736,0,0,0,No Kayak Modular would need to Request Modular,0,736,0,0,0,0,41,RUSSELLVILLE,KY,Kentucky,253,No Modular,0,,,,,,,,
737,25,14,42,46,134,737,43,134,88,53,12,LEWISBURG,TN,"MS, AL, TN",151,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk5,,,,,,,
738,71,44,203,223,284,738,208,286,310,100,12,CAMDEN,TN,"MS, AL, TN",147,Avid Angler Combo,23,No Store Set Use Cur Inventory was DTS 6,1,,,,,,
739,145,17,233,249,254,739,233,258,371,154,41,MIDDLESBORO,KY,Kentucky,258,Avid Rec Combo,23,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
740,20,7,34,40,31,740,37,31,32,31,14,OZARK,AL,"AL, FL",7,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
741,18,22,72,78,67,741,73,59,118,103,2,LENOIR CITY,TN,"TN, GA - Atlanta",121,Angler - Mid to High Volume,16,6,,,,,,,
742,183,15,178,192,335,742,179,335,190,113,4,KINGSPORT,TN,North Carolina,124,Avid Angler SOT,19,No Store Set Use Cur Inventory was DTS 6,1 (Store Set Only),,,,,,
743,0,0,0,No Kayak Modular would need to Request Modular,0,743,0,0,0,0,44,OKLAHOMA CITY,OK,"Oklahoma, N TX",353,No Modular,0,,,,,,,,
744,15,3,10,12,23,744,11,23,33,25,6,HUMBLE,TX,South Texas,59,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
745,0,0,0,No Kayak Modular would need to Request Modular,0,745,0,0,0,0,2,STOCKBRIDGE,GA,"TN, GA - Atlanta",19,No Modular,0,,,,,,,,
746,32,2,11,12,32,746,11,32,22,30,5,TEMPLE,TX,Dallas,76,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
747,0,0,0,No Kayak Modular would need to Request Modular,0,747,0,0,0,0,25,CAHOKIA,IL,IL / S IN,341,No Modular,0,,,,,,,,
748,0,0,0,No Kayak Modular would need to Request Modular,0,748,0,0,0,0,52,NEWTON,IA,"MN, IA",414,No Modular,0,,,,,,,,
749,0,0,0,No Kayak Modular would need to Request Modular,40,749,0,40,37,0,52,AMES,IA,"MN, IA",414,No Modular,0,,,,,,,,
750,1,3,30,32,25,750,30,25,37,49,52,INDEPENDENCE,IA,"MN, IA",415,LOW VOLUME/BASIC,6,10,,,,,,,
751,10,10,41,44,42,751,41,43,45,58,52,PELLA,IA,"MN, IA",413,Angler - Low Volume,10,10,,,,,,,
752,0,0,0,No Kayak Modular would need to Request Modular,0,752,0,0,2,1,6,PASADENA,TX,South Texas,63,No Modular,0,,,,,,,,
753,13,5,59,63,52,753,59,54,46,75,52,CEDAR FALLS,IA,"MN, IA",415,Angler - Low Volume,10,10,,,,,,,
754,21,10,35,41,37,754,38,37,32,67,3,STATESBORO,GA,"GA, FL",30,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
755,0,0,0,No Kayak Modular would need to Request Modular,0,755,0,0,0,2,46,AMARILLO,TX,Phoenix,70,No Modular,0,,,,,,,,
756,23,5,51,57,42,756,53,42,41,71,2,TRION,GA,"TN, GA - Atlanta",120,Angler - Low Volume,10,5,,,,,,,
757,0,0,0,No Kayak Modular would need to Request Modular,1,757,0,1,0,0,6,PLEASANTON,TX,South Texas,77,No Modular,0,,,,,,,,
758,15,6,31,33,21,758,31,21,18,40,3,AMERICUS,GA,"GA, FL",32,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
759,0,0,-1,No Kayak Modular would need to Request Modular,0,759,-1,0,1,13,9,WAUCHULA,FL,Florida,116,No Modular,0,,,,,,,,
760,0,0,0,No Kayak Modular would need to Request Modular,3,760,0,3,3,24,41,HARDINSBURG,KY,Kentucky,256,No Modular,0,,,,,,,,
761,18,2,9,10,7,761,9,8,9,11,13,RACELAND,LA,"LA, MS",129,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
762,0,0,0,No Kayak Modular would need to Request Modular,0,762,1,0,0,0,14,BIRMINGHAM,AL,"AL, FL",2,No Modular,0,,,,,,,,
764,0,0,0,No Kayak Modular would need to Request Modular,0,764,0,0,0,0,14,BESSEMER,AL,"AL, FL",11,No Modular,0,,,,,,,,
765,18,0,2,2,7,765,2,7,8,6,6,SAN ANTONIO,TX,South Texas,87,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
766,9,2,33,35,21,766,33,21,25,50,12,FLORENCE,AL,"MS, AL, TN",137,LOW VOLUME/BASIC,6,5,,,,,,,
767,5,27,78,92,63,767,86,64,67,89,3,LAKE CITY,FL,"GA, FL",101,Angler - Mid to High Volume,16,3,,,,,,,
768,0,0,0,No Kayak Modular would need to Request Modular,0,768,0,0,0,0,6,KATY,TX,South Texas,65,No Modular,0,,,,,,,,
769,17,16,36,43,51,769,40,51,89,71,9,VENICE,FL,Florida,115,SIS,14,4,,,,,,,
770,9,4,40,45,30,770,42,31,39,87,47,GREAT BEND,KS,Frontier Region,406,MID TIER REC,10,7,,,,,,,
771,13,12,81,89,71,771,83,72,88,95,9,MERRITT ISLAND,FL,Florida,92,SIS,14,3,,,,,,,
772,0,0,0,No Kayak Modular would need to Request Modular,1,772,0,2,0,0,6,HOUSTON,TX,South Texas,64,No Modular,0,,,,,,,,
773,0,0,0,No Kayak Modular would need to Request Modular,2,773,0,2,0,0,13,EUNICE,LA,"LA, MS",134,No Modular,0,,,,,,,,
774,35,15,66,71,138,774,66,139,138,107,47,COLUMBUS,NE,Frontier Region,433,Angler - Mid to High Volume,16,7,,,,,,,
775,0,0,0,No Kayak Modular would need to Request Modular,0,775,0,0,0,0,25,GALESBURG,IL,IL / S IN,279,No Modular,0,,,,,,,,
776,7,10,46,49,60,776,46,60,53,76,47,FREMONT,NE,Frontier Region,432,MID TIER REC,10,10,,,,,,,
777,3,6,16,19,24,777,18,24,28,35,13,WEST ORANGE,TX,"LA, MS",66,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
778,20,19,95,107,44,778,100,44,70,74,9,PUNTA GORDA,FL,Florida,118,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was wk3,1 (Store Set Only),,,,,,
779,0,0,0,No Kayak Modular would need to Request Modular,1,779,0,1,-1,-1,9,LAKELAND,FL,Florida,114,No Modular,0,,,,,,,,
780,0,0,0,No Kayak Modular would need to Request Modular,1,780,0,1,0,0,2,MONROE,GA,"TN, GA - Atlanta",25,No Modular,0,,,,,,,,
781,112,40,390,431,226,781,403,250,381,230,5,MARBLE FALLS,TX,Dallas,81,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 4,2,,,,,,
782,19,18,39,46,46,782,43,46,37,72,46,UVALDE,TX,Phoenix,88,MID TIER REC,10,4,,,,,,,
783,0,0,0,No Kayak Modular would need to Request Modular,0,783,0,0,0,-1,40,MACON,MO,Missouri,359,No Modular,0,,,,,,,,
784,2,3,39,42,0,784,39,0,0,-1,52,MOUNT PLEASANT,IA,"MN, IA",418,LOW VOLUME/BASIC,6,10,,,,,,,
785,12,27,81,88,80,785,82,80,95,94,13,WAYNESBORO,MS,"LA, MS",141,SOT,15,No Store Set Use Cur Inventory was wk4,,,,,,,
786,0,0,0,No Kayak Modular would need to Request Modular,0,786,0,0,0,-2,25,DEKALB,IL,IL / S IN,264,No Modular,0,,,,,,,,
787,2,0,0,No Kayak Modular would need to Request Modular,0,787,0,0,0,0,2,RIVERDALE,GA,"TN, GA - Atlanta",22,No Modular,0,,,,,,,,
788,31,22,179,199,254,788,186,256,264,168,42,CLINTON,AR,"AR, MO, LA",328,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 5,1,,,,,,
789,7,5,5,5,40,789,5,41,37,29,5,MESQUITE,TX,Dallas,583,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
790,0,0,4,No Kayak Modular would need to Request Modular,20,790,4,20,13,18,47,MCCOOK,NE,Frontier Region,429,No Modular,0,,,,,,,,
791,0,0,0,No Kayak Modular would need to Request Modular,6,791,0,6,3,0,6,ALICE,TX,South Texas,78,No Modular,0,,,,,,,,
792,0,0,0,No Kayak Modular would need to Request Modular,0,792,0,0,0,10,25,ALEDO,IL,IL / S IN,279,No Modular,0,,,,,,,,
793,0,0,0,No Kayak Modular would need to Request Modular,0,793,0,0,0,0,46,CANYON,TX,Phoenix,70,No Modular,0,,,,,,,,
794,8,7,29,31,8,794,29,8,20,46,44,HUTCHINSON,KS,"Oklahoma, N TX",409,LOW VOLUME/BASIC,6,7,,,,,,,
795,8,1,30,40,24,795,37,24,21,38,2,BARNWELL,SC,"TN, GA - Atlanta",39,LOW VOLUME/BASIC,6,4,,,,,,,
796,0,0,0,No Kayak Modular would need to Request Modular,0,796,0,0,0,4,25,PERU,IL,IL / S IN,279,No Modular,0,,,,,,,,
797,0,4,34,36,45,797,34,46,42,86,52,WEST BURLINGTON,IA,"MN, IA",418,LOW VOLUME/BASIC,6,10,,,,,,,
798,0,0,0,No Kayak Modular would need to Request Modular,0,798,0,0,0,0,25,MARSHALL,IL,IL / S IN,273,No Modular,0,,,,,,,,
799,0,0,0,No Kayak Modular would need to Request Modular,0,799,0,0,0,0,47,LIBERAL,KS,Frontier Region,406,No Modular,0,,,,,,,,
800,4,14,28,31,34,800,29,34,14,37,9,LEESBURG,FL,Florida,89,MID TIER REC,10,3,,,,,,,
801,0,8,34,36,34,801,34,34,47,134,40,MARYVILLE,MO,Missouri,360,LOW VOLUME/BASIC,6,7,,,,,,,
802,3,5,24,27,36,802,25,37,51,75,53,MONROE,WI,WISCONSIN,263,LOW VOLUME/BASIC,6,10,,,,,,,
803,7,3,22,24,29,803,22,29,41,48,13,BOGALUSA,LA,"LA, MS",128,LOW VOLUME/BASIC,6,4,,,,,,,
804,44,14,59,70,71,804,65,72,73,77,5,MINERAL WELLS,TX,Dallas,48,SOT,15,No Store Set Use Cur Inventory was wk5,,,,,,,
805,4,1,14,18,18,805,17,18,25,66,40,FENTON,MO,Missouri,340,BARE BONES,3,No Store Set Use Cur Inventory was wk7,,,,,,,
806,4,4,14,15,24,806,14,24,6,10,46,LAS CRUCES,NM,Phoenix,387,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
807,14,5,31,37,36,807,35,39,36,37,5,NORTH RICHLAND HILLS,TX,Dallas,50,LOW VOLUME/BASIC,6,5,,,,,,,
808,10,7,21,27,23,808,25,24,28,47,6,LAKE JACKSON,TX,South Texas,61,LOW VOLUME/BASIC,6,4,,,,,,,
809,13,109,120,124,88,809,116,88,94,95,14,OXFORD,AL,"AL, FL",10,SOT,15,DTS 5,1 (Store Set Only),,,,,,
810,1,5,29,31,49,810,29,49,92,92,52,MASON CITY,IA,"MN, IA",426,LOW VOLUME/BASIC,6,10,,,,,,,
811,17,2,52,59,28,811,55,28,44,26,9,ARCADIA,FL,Florida,118,Angler - Low Volume,10,3,,,,,,,
812,0,0,0,No Kayak Modular would need to Request Modular,0,812,0,0,0,0,46,DUMAS,TX,Phoenix,70,No Modular,0,,,,,,,,
813,0,0,0,No Kayak Modular would need to Request Modular,54,813,2,54,35,67,5,BROWNWOOD,TX,Dallas,81,No Modular,0,,,,,,,,
814,5,3,16,21,15,814,20,15,19,34,9,OKEECHOBEE,FL,Florida,107,LOW VOLUME/BASIC,6,3,,,,,,,
815,30,28,347,371,249,815,347,255,320,218,40,OSAGE BEACH,MO,Missouri,336,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 7,2,,,,,,
816,16,10,45,50,55,816,47,55,38,45,13,BROOKHAVEN,MS,"LA, MS",141,Angler - Low Volume,10,4,,,,,,,
817,13,3,13,14,12,817,13,12,0,10,9,KISSIMMEE,FL,Florida,90,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
818,20,13,52,61,38,818,57,39,49,69,14,PANAMA CITY BEACH,FL,"AL, FL",15,Angler - Low Volume,10,4,,,,,,,
819,13,7,75,86,52,819,80,60,91,181,9,CAPE CORAL,FL,Florida,105,Angler - Low Volume,10,3,,,,,,,
820,0,0,0,No Kayak Modular would need to Request Modular,2,820,0,2,1,9,40,BOONVILLE,MO,Missouri,359,No Modular,0,,,,,,,,
821,0,0,0,No Kayak Modular would need to Request Modular,0,821,0,0,0,0,46,CLOVIS,NM,Phoenix,71,No Modular,0,,,,,,,,
822,0,0,0,No Kayak Modular would need to Request Modular,0,822,0,0,0,0,46,AMARILLO,TX,Phoenix,70,No Modular,0,,,,,,,,
823,0,0,0,No Kayak Modular would need to Request Modular,-1,823,0,-1,0,3,44,PONCA CITY,OK,"Oklahoma, N TX",345,No Modular,0,,,,,,,,
824,0,0,-1,No Kayak Modular would need to Request Modular,0,824,-1,0,0,0,46,ALBUQUERQUE,NM,Phoenix,385,No Modular,0,,,,,,,,
825,0,0,19,No Kayak Modular would need to Request Modular,4,825,19,4,5,15,41,STANFORD,KY,Kentucky,257,No Modular,0,,,,,,,,
826,25,105,143,155,71,826,145,72,94,87,46,FARMINGTON,NM,Phoenix,375,Angler - Mid to High Volume,16,DTS 3,1 (Store Set Only),,,,,,
827,7,9,26,28,49,827,26,51,28,42,5,CANTON,TX,Dallas,45,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
828,0,0,0,No Kayak Modular would need to Request Modular,0,828,0,0,0,0,25,PLAINFIELD,IN,IL / S IN,251,No Modular,0,,,,,,,,
829,9,1,13,15,17,829,14,20,6,10,46,SANTA FE,NM,Phoenix,385,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
830,0,0,0,No Kayak Modular would need to Request Modular,0,830,0,0,0,0,25,ROCK FALLS,IL,IL / S IN,279,No Modular,0,,,,,,,,
831,0,0,0,No Kayak Modular would need to Request Modular,0,,0,0,0,0,,ALBUQUERQUE,NM,Phoenix,,No Modular,0,,,,,,,,
833,0,0,0,No Kayak Modular would need to Request Modular,0,833,0,0,10,8,25,CARMI,IL,IL / S IN,271,No Modular,0,,,,,,,,
834,0,0,0,No Kayak Modular would need to Request Modular,0,834,0,0,0,-2,40,BETHANY,MO,Missouri,360,No Modular,0,,,,,,,,
835,9,4,22,24,49,835,22,49,11,10,46,ALBUQUERQUE,NM,Phoenix,385,LOW VOLUME/BASIC,6,5,,,,,,,
836,2,18,36,46,15,836,43,15,18,46,3,SAINT MARYS,GA,"GA, FL",28,MID TIER REC,10,4,,,,,,,
837,71,17,218,238,297,837,222,302,313,151,40,THAYER,MO,Missouri,333,Avid Angler SOT,19,No Store Set Use Cur Inventory was DTS 5,1,,,,,,
838,15,11,46,50,48,838,47,50,29,91,44,SAND SPRINGS,OK,"Oklahoma, N TX",345,Angler - Low Volume,10,6,,,,,,,
839,9,0,0,No Kayak Modular would need to Request Modular,0,839,0,0,0,3,13,BATON ROUGE,LA,"LA, MS",130,No Modular,0,,,,,,,,
840,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
841,0,0,0,No Kayak Modular would need to Request Modular,0,841,0,0,0,0,52,TIPTON,IA,"MN, IA",415,No Modular,0,,,,,,,,
842,9,28,160,171,86,842,160,87,93,87,54,PUEBLO,CO,Rocky Mountain Region,389,Combo,16,DTS 10,1 (Store Set Only),,,,,,
843,0,0,0,No Kayak Modular would need to Request Modular,0,843,0,0,0,0,3,CAMILLA,GA,"GA, FL",27,No Modular,0,,,,,,,,
844,7,26,62,66,53,844,62,53,47,26,25,MORRIS,IL,IL / S IN,262,Angler - Mid to High Volume,16,10,,,,,,,
845,0,0,15,No Kayak Modular would need to Request Modular,22,845,15,22,24,40,40,BUFFALO,MO,Missouri,357,No Modular,0,,,,,,,,
846,10,11,18,21,31,846,20,32,52,41,6,LA GRANGE,TX,South Texas,85,LOW VOLUME/BASIC,6,4,,,,,,,
847,15,2,49,52,49,847,49,49,44,33,53,DODGEVILLE,WI,WISCONSIN,441,Angler - Low Volume,10,10,,,,,,,
848,12,5,16,18,28,848,17,28,10,43,12,SOUTHAVEN,MS,"MS, AL, TN",144,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk5,,,,,,,
849,14,3,5,5,17,849,5,17,25,15,6,SPRING,TX,South Texas,59,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
850,0,0,0,No Kayak Modular would need to Request Modular,-1,850,0,-1,0,-1,46,ALBUQUERQUE,NM,Phoenix,385,No Modular,0,,,,,,,,
851,0,0,0,No Kayak Modular would need to Request Modular,0,851,0,0,0,0,46,RUIDOSO DOWNS,NM,Phoenix,387,No Modular,0,,,,,,,,
852,0,0,0,No Kayak Modular would need to Request Modular,0,852,0,0,1,8,25,OTTAWA,IL,IL / S IN,262,No Modular,0,,,,,,,,
853,9,3,12,16,21,853,15,21,22,23,14,MOBILE,AL,"AL, FL",1,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
854,0,0,0,No Kayak Modular would need to Request Modular,-1,854,0,-1,0,0,21,FRANKFORT,IN,OH/IN,246,No Modular,0,,,,,,,,
855,1,0,0,No Kayak Modular would need to Request Modular,1,855,0,1,0,0,2,UNION CITY,GA,"TN, GA - Atlanta",22,No Modular,0,,,,,,,,
856,10,24,77,86,22,856,80,22,35,93,2,BREMEN,GA,"TN, GA - Atlanta",22,SOT,15,5,,,,,,,
857,5,0,7,10,15,857,9,15,0,10,3,SANFORD,FL,"GA, FL",94,BARE BONES,3,No Store Set Use Cur Inventory was wk3,,,,,,,
858,0,0,0,No Kayak Modular would need to Request Modular,6,858,0,6,6,4,3,CAIRO,GA,"GA, FL",97,No Modular,0,,,,,,,,
859,10,4,25,30,33,859,28,34,25,8,9,LAKE WALES,FL,Florida,116,LOW VOLUME/BASIC,6,4,,,,,,,
860,0,0,0,No Kayak Modular would need to Request Modular,0,860,1,0,1,0,3,DELAND,FL,"GA, FL",94,No Modular,0,,,,,,,,
861,0,0,0,No Kayak Modular would need to Request Modular,0,861,0,0,0,1,46,LUBBOCK,TX,Phoenix,71,No Modular,0,,,,,,,,
862,19,4,18,19,5,862,18,5,4,30,3,HINESVILLE,GA,"GA, FL",28,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
863,7,5,38,41,27,863,38,27,22,74,14,ROANOKE,AL,"AL, FL",10,LOW VOLUME/BASIC,6,5,,,,,,,
864,15,17,24,26,48,864,24,51,104,144,3,VIDALIA,GA,"GA, FL",28,MID TIER REC,10,No Store Set Use Cur Inventory was wk4,,,,,,,
865,15,36,173,193,180,865,180,196,139,135,6,NEW BRAUNFELS,TX,South Texas,87,Avid Rec SOT,18,No Store Set Use Cur Inventory was DTS 4,1 (Store Set Only),,,,,,
866,9,3,22,24,34,866,22,34,44,50,14,MOBILE,AL,"AL, FL",1,LOW VOLUME/BASIC,6,4,,,,,,,
867,30,23,54,58,155,867,54,155,134,129,47,SCOTTSBLUFF,NE,Frontier Region,429,Combo,16,No Store Set Use Cur Inventory was wk10,,,,,,,
868,61,11,113,124,87,868,116,87,24,60,46,CARLSBAD,NM,Phoenix,387,SIS,14,No Store Set Use Cur Inventory was DTS 5,1 (Store Set Only),,,,,,
869,20,11,67,72,57,869,67,57,66,46,46,ALAMOSA,CO,Phoenix,375,MID TIER REC,10,10,,,,,,,
870,4,3,21,25,24,870,23,24,35,48,25,JASPER,IN,IL / S IN,580,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk7,,,,,,,
871,23,17,126,137,68,871,128,70,55,109,40,MOUNTAIN VIEW,MO,Missouri,333,Angler - Mid to High Volume,16,No Store Set Use Cur Inventory was DTS 7,1 (Store Set Only),,,,,,
872,1,0,-1,No Kayak Modular would need to Request Modular,1,872,-1,1,0,0,6,PEARLAND,TX,South Texas,62,No Modular,0,,,,,,,,
873,0,0,0,No Kayak Modular would need to Request Modular,0,873,0,0,0,0,46,TAOS,NM,Phoenix,375,No Modular,0,,,,,,,,
874,9,4,14,15,24,874,14,24,26,26,13,NATCHEZ,MS,"LA, MS",141,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk4,,,,,,,
875,12,1,9,10,11,875,9,11,8,4,13,RIDGELAND,MS,"LA, MS",140,BARE BONES,3,No Store Set Use Cur Inventory was wk4,,,,,,,
876,8,4,35,39,33,876,36,33,34,39,42,MANY,LA,"AR, MO, LA",127,LOW VOLUME/BASIC,6,4,,,,,,,
877,5,3,17,18,27,877,17,27,38,54,26,MONROE,NC,Southeast,309,LOW VOLUME/BASIC,6,No Store Set Use Cur Inventory was wk6,,,,,,,
878,10,1,28,31,27,878,29,27,35,49,2,CUMMING,GA,"TN, GA - Atlanta",24,LOW VOLUME/BASIC,6,5,,,,,,,
879,7,18,35,37,37,879,35,37,61,63,41,LAFAYETTE,TN,Kentucky,152,Angler - Low Volume,10,6,,,,,,,
880,2,3,0,4,4,880,0,4,4,2,5,IRVING,TX,Dallas,50,BARE BONES,3,No Store Set Use Cur Inventory was wk5,,,,,,,
881,3,20,55,59,59,881,55,59,36,41,4,LEXINGTON,SC,North Carolina,41,MID TIER REC,10,6,,,,,,,
882,42,1,50,57,31,882,53,31,27,96,53,PRAIRIE DU CHIEN,WI,WISCONSIN,425,Angler - Low Volume,10,No Store Set Use Cur Inventory was wk10,,,,,,,
884,0,0,0,No Kayak Modular would need to Request Modular,0,884,0,0,0,0,25,SHELBYVILLE,IN,IL / S IN,249,No Modular,0,,,,,,,,
885,0,0,0,No Kayak Modular would need to Request Modular,2,885,0,2,1,0,47,SEWARD,NE,Frontier Region,433,No Modular,0,,,,,,,,
886,8,10,42,45,123,886,42,126,55,132,52,FORT DODGE,IA,"MN, IA",426,SIS,14,10,,,,,,,
887,0,0,0,No Kayak Modular would need to Request Modular,1,887,0,1,0,1,13,PETAL,MS,"LA, MS",141,No Modular,0,,,,,,,,
