Region,Market,Store,BU,Final Tier,Comments
5,49,4503,SOUTWEST BU,Tier 2 - GM Pause,
72,544,4504,NHM BU,Tier 1 - ISA On in Total Store,
4,41,4506,EAST BU,Tier 2 - GM Pause,
6,80,4508,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,48,4509,SOUTWEST BU,Tier 2 - GM Pause,
25,279,4511,NORTH BU,Tier 2 - GM Pause,
6,65,4512,SOUTWEST BU,Tier 2 - GM Pause,
75,286,4514,EAST BU,Tier 2 - GM Pause,
72,537,4516,NHM BU,Tier 1 - ISA On in Total Store,
72,546,4517,NHM BU,Tier 1 - ISA On in Total Store,
72,546,4519,NHM BU,Tier 1 - ISA On in Total Store,
3,97,4520,SOUTHEAST BU,Tier 2 - GM Pause,
4,41,4521,EAST BU,Tier 1 - ISA On in Total Store,
59,494,4524,NHM BU,Tier 1 - ISA On in Total Store,
72,546,4525,NHM BU,Tier 1 - ISA On in Total Store,
6,63,4526,SOUTWEST BU,Tier 2 - GM Pause,
72,546,4527,NHM BU,Tier 1 - ISA On in Total Store,
59,498,4528,NHM BU,Tier 1 - ISA On in Total Store,
25,266,4529,NORTH BU,Tier 3 - Total Store ISA Pause,
72,546,4530,NHM BU,Tier 1 - ISA On in Total Store,
25,265,4531,NORTH BU,Tier 2 - GM Pause,
12,145,4533,SOUTHEAST BU,Tier 2 - GM Pause,
6,67,4538,SOUTWEST BU,Tier 2 - GM Pause,
19,203,4540,NORTH BU,Tier 1 - ISA On in Total Store,
57,365,4543,WEST BU,Tier 1 - ISA On in Total Store,
59,500,4545,NHM BU,Tier 1 - ISA On in Total Store,
72,488,4546,NHM BU,Tier 1 - ISA On in Total Store,
40,361,4553,NORTH BU,Tier 2 - GM Pause,
5,82,4554,SOUTWEST BU,Tier 2 - GM Pause,
4,29,4556,EAST BU,Tier 2 - GM Pause,
57,396,4557,WEST BU,Tier 1 - ISA On in Total Store,
2,25,4558,SOUTHEAST BU,Tier 2 - GM Pause,
72,488,4560,NHM BU,Tier 1 - ISA On in Total Store,
72,549,4561,NHM BU,Tier 1 - ISA On in Total Store,
72,103,4563,NHM BU,Tier 1 - ISA On in Total Store,
26,299,4564,EAST BU,Tier 2 - GM Pause,
72,559,4565,NHM BU,Tier 1 - ISA On in Total Store,
47,379,4567,WEST BU,Tier 2 - GM Pause,
47,432,4568,WEST BU,Tier 1 - ISA On in Total Store,
54,427,4569,WEST BU,Tier 1 - ISA On in Total Store,
17,164,4570,EAST BU,Tier 2 - GM Pause,
4,306,4574,EAST BU,Tier 2 - GM Pause,
64,542,4577,NHM BU,Tier 1 - ISA On in Total Store,
72,537,4579,NHM BU,Tier 1 - ISA On in Total Store,
72,544,4580,NHM BU,Tier 1 - ISA On in Total Store,
14,1,4581,SOUTHEAST BU,Tier 2 - GM Pause,
72,545,4582,NHM BU,Tier 1 - ISA On in Total Store,
2,35,4583,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
64,507,4585,NHM BU,Tier 1 - ISA On in Total Store,
64,543,4586,NHM BU,Tier 1 - ISA On in Total Store,
9,91,4588,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
59,566,4589,NHM BU,Tier 1 - ISA On in Total Store,
40,361,4590,NORTH BU,Tier 2 - GM Pause,
59,566,4591,NHM BU,Tier 1 - ISA On in Total Store,
4,42,4593,EAST BU,Tier 2 - GM Pause,
4,305,4594,EAST BU,Tier 2 - GM Pause,
72,103,4595,NHM BU,Tier 1 - ISA On in Total Store,
17,195,4597,EAST BU,Tier 2 - GM Pause,
54,378,4599,WEST BU,Tier 1 - ISA On in Total Store,
47,433,4600,WEST BU,Tier 1 - ISA On in Total Store,
46,387,4601,SOUTWEST BU,Tier 2 - GM Pause,
61,9,4603,NHM BU,Tier 1 - ISA On in Total Store,
64,542,4605,NHM BU,Tier 1 - ISA On in Total Store,
52,413,4606,WEST BU,Tier 1 - ISA On in Total Store,
59,494,4607,NHM BU,Tier 1 - ISA On in Total Store,
21,225,4609,NORTH BU,Tier 1 - ISA On in Total Store,
40,362,4611,NORTH BU,Tier 1 - ISA On in Total Store,
22,168,4612,EAST BU,Tier 2 - GM Pause,
44,356,4615,SOUTWEST BU,Tier 2 - GM Pause,
2,18,4616,SOUTHEAST BU,Tier 2 - GM Pause,
72,103,4617,NHM BU,Tier 1 - ISA On in Total Store,
64,562,4618,NHM BU,Tier 1 - ISA On in Total Store,
72,492,4619,NHM BU,Tier 1 - ISA On in Total Store,
75,288,4623,EAST BU,Tier 1 - ISA On in Total Store,
61,491,4625,NHM BU,Tier 1 - ISA On in Total Store,
59,485,4626,NHM BU,Tier 1 - ISA On in Total Store,
5,52,4627,SOUTWEST BU,Tier 2 - GM Pause,
19,238,4631,NORTH BU,Tier 2 - GM Pause,
2,121,4635,SOUTHEAST BU,Tier 2 - GM Pause,
75,314,4636,EAST BU,Tier 2 - GM Pause,
44,356,4637,SOUTWEST BU,Tier 1 - ISA On in Total Store,
75,291,4638,EAST BU,Tier 1 - ISA On in Total Store,
47,376,4639,WEST BU,Tier 1 - ISA On in Total Store,
25,270,4641,NORTH BU,Tier 1 - ISA On in Total Store,
20,229,4643,NORTH BU,Tier 2 - GM Pause,
20,227,4644,NORTH BU,Tier 2 - GM Pause,
72,545,4648,NHM BU,Tier 1 - ISA On in Total Store,
54,381,4653,WEST BU,Tier 1 - ISA On in Total Store,
72,492,4654,NHM BU,Tier 1 - ISA On in Total Store,
64,507,4655,NHM BU,Tier 1 - ISA On in Total Store,
72,545,4657,NHM BU,Tier 1 - ISA On in Total Store,
64,541,4659,NHM BU,Tier 1 - ISA On in Total Store,
19,206,4660,NORTH BU,Tier 3 - Total Store ISA Pause,
4,37,4664,EAST BU,Tier 2 - GM Pause,
72,548,4667,NHM BU,Tier 1 - ISA On in Total Store,
72,548,4669,NHM BU,Tier 1 - ISA On in Total Store,
72,544,4672,NHM BU,Tier 1 - ISA On in Total Store,
72,544,4673,NHM BU,Tier 1 - ISA On in Total Store,
64,542,4674,NHM BU,Tier 1 - ISA On in Total Store,
64,526,4676,NHM BU,Tier 1 - ISA On in Total Store,
53,435,4677,NORTH BU,Tier 2 - GM Pause,
46,405,4678,SOUTWEST BU,Tier 2 - GM Pause,
13,131,4679,SOUTWEST BU,Tier 1 - ISA On in Total Store,
9,112,4681,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
75,315,4682,EAST BU,Tier 2 - GM Pause,
13,130,4683,SOUTWEST BU,Tier 2 - GM Pause,
72,534,4686,NHM BU,Tier 1 - ISA On in Total Store,
22,167,4687,EAST BU,Tier 2 - GM Pause,
54,582,4689,WEST BU,Tier 1 - ISA On in Total Store,
9,111,4690,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
72,544,4691,NHM BU,Tier 1 - ISA On in Total Store,
59,498,4692,NHM BU,Tier 1 - ISA On in Total Store,
25,272,4695,NORTH BU,Tier 2 - GM Pause,
54,582,4696,WEST BU,Tier 1 - ISA On in Total Store,
75,315,4697,EAST BU,Tier 2 - GM Pause,
25,262,4699,NORTH BU,Tier 2 - GM Pause,
61,557,4700,NHM BU,Tier 1 - ISA On in Total Store,
61,557,4706,NHM BU,Tier 1 - ISA On in Total Store,
47,585,4734,WEST BU,Tier 2 - GM Pause,
61,490,4747,NHM BU,Tier 1 - ISA On in Total Store,
72,544,4756,NHM BU,Tier 1 - ISA On in Total Store,
61,550,4757,NHM BU,Tier 1 - ISA On in Total Store,
61,552,4759,NHM BU,Tier 1 - ISA On in Total Store,
61,515,4762,NHM BU,Tier 2 - GM Pause,
72,103,4826,NHM BU,Tier 1 - ISA On in Total Store,
59,499,4848,NHM BU,Tier 1 - ISA On in Total Store,
52,419,4849,WEST BU,Tier 1 - ISA On in Total Store,
54,430,4865,WEST BU,Tier 1 - ISA On in Total Store,
46,375,5003,SOUTWEST BU,Tier 2 - GM Pause,
72,549,5005,NHM BU,Tier 1 - ISA On in Total Store,
61,552,5007,NHM BU,Tier 1 - ISA On in Total Store,
61,551,5008,NHM BU,Tier 1 - ISA On in Total Store,
22,170,5012,EAST BU,Tier 2 - GM Pause,
59,509,5013,NHM BU,Tier 1 - ISA On in Total Store,
59,509,5014,NHM BU,Tier 1 - ISA On in Total Store,
64,561,5021,NHM BU,Tier 1 - ISA On in Total Store,
13,125,5022,SOUTWEST BU,Tier 1 - ISA On in Total Store,
57,458,5023,WEST BU,Tier 1 - ISA On in Total Store,
21,248,5025,NORTH BU,Tier 2 - GM Pause,
17,194,5027,EAST BU,Tier 2 - GM Pause,
19,207,5028,NORTH BU,Tier 3 - Total Store ISA Pause,
19,207,5029,NORTH BU,Tier 3 - Total Store ISA Pause,
19,207,5030,NORTH BU,Tier 3 - Total Store ISA Pause,
46,366,5031,SOUTWEST BU,Tier 2 - GM Pause,
57,464,5032,WEST BU,Tier 1 - ISA On in Total Store,
54,378,5033,WEST BU,Tier 1 - ISA On in Total Store,
9,105,5034,SOUTHEAST BU,Tier 2 - GM Pause,
9,116,5035,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
9,112,5036,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,98,5037,SOUTHEAST BU,Tier 2 - GM Pause,
25,262,5038,NORTH BU,Tier 2 - GM Pause,
75,284,5039,EAST BU,Tier 2 - GM Pause,
20,227,5040,NORTH BU,Tier 2 - GM Pause,
60,514,5041,WEST BU,Tier 2 - GM Pause,
72,492,5043,NHM BU,Tier 1 - ISA On in Total Store,
53,263,5044,NORTH BU,Tier 1 - ISA On in Total Store,
6,67,5045,SOUTWEST BU,Tier 2 - GM Pause,
26,299,5046,EAST BU,Tier 2 - GM Pause,
22,558,5047,EAST BU,Tier 1 - ISA On in Total Store,
19,203,5048,NORTH BU,Tier 2 - GM Pause,
47,380,5049,WEST BU,Tier 1 - ISA On in Total Store,
54,378,5051,WEST BU,Tier 1 - ISA On in Total Store,
3,98,5054,SOUTHEAST BU,Tier 2 - GM Pause,
9,105,5055,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
13,131,5056,SOUTWEST BU,Tier 1 - ISA On in Total Store,
12,151,5057,SOUTHEAST BU,Tier 2 - GM Pause,
12,153,5058,SOUTHEAST BU,Tier 2 - GM Pause,
59,566,5059,NHM BU,Tier 1 - ISA On in Total Store,
25,270,5060,NORTH BU,Tier 2 - GM Pause,
72,544,5062,NHM BU,Tier 1 - ISA On in Total Store,
26,309,5063,EAST BU,Tier 2 - GM Pause,
19,201,5064,NORTH BU,Tier 2 - GM Pause,
19,201,5065,NORTH BU,Tier 3 - Total Store ISA Pause,
20,214,5066,NORTH BU,Tier 2 - GM Pause,
57,396,5070,WEST BU,Tier 1 - ISA On in Total Store,
44,349,5071,SOUTWEST BU,Tier 2 - GM Pause,
57,465,5072,WEST BU,Tier 1 - ISA On in Total Store,
60,514,5073,WEST BU,Tier 1 - ISA On in Total Store,
57,460,5075,WEST BU,Tier 1 - ISA On in Total Store,
16,179,5076,EAST BU,Tier 2 - GM Pause,
17,577,5077,EAST BU,Tier 1 - ISA On in Total Store,
60,473,5078,WEST BU,Tier 1 - ISA On in Total Store,
13,143,5079,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,50,5080,SOUTWEST BU,Tier 2 - GM Pause,
64,543,5081,NHM BU,Tier 1 - ISA On in Total Store,
20,214,5082,NORTH BU,Tier 1 - ISA On in Total Store,
20,209,5083,NORTH BU,Tier 3 - Total Store ISA Pause,
4,305,5085,EAST BU,Tier 2 - GM Pause,
4,37,5087,EAST BU,Tier 2 - GM Pause,
20,227,5088,NORTH BU,Tier 2 - GM Pause,
52,423,5089,WEST BU,Tier 1 - ISA On in Total Store,
53,440,5090,NORTH BU,Tier 1 - ISA On in Total Store,
6,67,5091,SOUTWEST BU,Tier 2 - GM Pause,
5,53,5092,SOUTWEST BU,Tier 2 - GM Pause,
64,507,5093,NHM BU,Tier 1 - ISA On in Total Store,
64,562,5094,NHM BU,Tier 1 - ISA On in Total Store,
17,163,5095,EAST BU,Tier 2 - GM Pause,
57,463,5096,WEST BU,Tier 1 - ISA On in Total Store,
19,204,5097,NORTH BU,Tier 3 - Total Store ISA Pause,
72,545,5098,NHM BU,Tier 1 - ISA On in Total Store,
54,388,5099,WEST BU,Tier 2 - GM Pause,
72,544,5100,NHM BU,Tier 1 - ISA On in Total Store,
57,396,5101,WEST BU,Tier 1 - ISA On in Total Store,
64,543,5102,NHM BU,Tier 1 - ISA On in Total Store,
22,166,5103,EAST BU,Tier 2 - GM Pause,
21,221,5104,NORTH BU,Tier 2 - GM Pause,
75,286,5105,EAST BU,Tier 1 - ISA On in Total Store,
72,96,5106,NHM BU,Tier 1 - ISA On in Total Store,
59,566,5107,NHM BU,Tier 1 - ISA On in Total Store,
64,526,5108,NHM BU,Tier 1 - ISA On in Total Store,
61,557,5109,NHM BU,Tier 1 - ISA On in Total Store,
61,557,5110,NHM BU,Tier 1 - ISA On in Total Store,
17,176,5111,EAST BU,Tier 2 - GM Pause,
14,2,5113,SOUTHEAST BU,Tier 2 - GM Pause,
52,418,5115,WEST BU,Tier 1 - ISA On in Total Store,
6,60,5116,SOUTWEST BU,Tier 2 - GM Pause,
75,315,5117,EAST BU,Tier 1 - ISA On in Total Store,
26,297,5118,EAST BU,Tier 2 - GM Pause,
59,566,5119,NHM BU,Tier 1 - ISA On in Total Store,
72,492,5122,NHM BU,Tier 1 - ISA On in Total Store,
47,391,5123,WEST BU,Tier 2 - GM Pause,
46,370,5124,SOUTWEST BU,Tier 2 - GM Pause,
64,541,5125,NHM BU,Tier 1 - ISA On in Total Store,
14,3,5126,SOUTHEAST BU,Tier 2 - GM Pause,
53,438,5127,NORTH BU,Tier 2 - GM Pause,
75,508,5129,EAST BU,Tier 2 - GM Pause,
22,166,5130,EAST BU,Tier 2 - GM Pause,
22,170,5131,EAST BU,Tier 2 - GM Pause,
72,96,5132,NHM BU,Tier 1 - ISA On in Total Store,
56,457,5133,WEST BU,Tier 2 - GM Pause,
57,447,5134,WEST BU,Tier 2 - GM Pause,
59,494,5135,NHM BU,Tier 1 - ISA On in Total Store,
56,455,5136,WEST BU,Tier 2 - GM Pause,
47,376,5137,WEST BU,Tier 2 - GM Pause,
56,453,5139,WEST BU,Tier 2 - GM Pause,
57,459,5140,WEST BU,Tier 1 - ISA On in Total Store,
47,432,5141,WEST BU,Tier 1 - ISA On in Total Store,
22,178,5142,EAST BU,Tier 2 - GM Pause,
59,498,5143,NHM BU,Tier 1 - ISA On in Total Store,
6,77,5144,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,86,5145,SOUTWEST BU,Tier 1 - ISA On in Total Store,
6,506,5146,SOUTWEST BU,Tier 2 - GM Pause,
5,44,5147,SOUTWEST BU,Tier 2 - GM Pause,
59,566,5148,NHM BU,Tier 1 - ISA On in Total Store,
59,485,5149,NHM BU,Tier 1 - ISA On in Total Store,
40,340,5150,NORTH BU,Tier 3 - Total Store ISA Pause,
2,120,5151,SOUTHEAST BU,Tier 2 - GM Pause,
57,446,5152,WEST BU,Tier 1 - ISA On in Total Store,
57,484,5154,WEST BU,Tier 1 - ISA On in Total Store,
46,387,5155,SOUTWEST BU,Tier 2 - GM Pause,
57,463,5156,WEST BU,Tier 1 - ISA On in Total Store,
25,278,5157,NORTH BU,Tier 1 - ISA On in Total Store,
19,204,5159,NORTH BU,Tier 3 - Total Store ISA Pause,
19,202,5160,NORTH BU,Tier 2 - GM Pause,
57,448,5162,WEST BU,Tier 1 - ISA On in Total Store,
6,80,5165,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,387,5166,SOUTWEST BU,Tier 2 - GM Pause,
54,582,5167,WEST BU,Tier 1 - ISA On in Total Store,
46,405,5168,SOUTWEST BU,Tier 2 - GM Pause,
47,429,5170,WEST BU,Tier 1 - ISA On in Total Store,
3,97,5172,SOUTHEAST BU,Tier 2 - GM Pause,
2,120,5173,SOUTHEAST BU,Tier 2 - GM Pause,
14,1,5174,SOUTHEAST BU,Tier 2 - GM Pause,
41,152,5175,NORTH BU,Tier 2 - GM Pause,
17,176,5178,EAST BU,Tier 2 - GM Pause,
72,96,5179,NHM BU,Tier 1 - ISA On in Total Store,
59,485,5180,NHM BU,Tier 1 - ISA On in Total Store,
59,566,5182,NHM BU,Tier 1 - ISA On in Total Store,
59,494,5183,NHM BU,Tier 1 - ISA On in Total Store,
21,219,5184,NORTH BU,Tier 1 - ISA On in Total Store,
21,217,5185,NORTH BU,Tier 2 - GM Pause,
46,373,5186,SOUTWEST BU,Tier 2 - GM Pause,
59,498,5188,NHM BU,Tier 1 - ISA On in Total Store,
46,369,5189,SOUTWEST BU,Tier 2 - GM Pause,
46,370,5190,SOUTWEST BU,Tier 2 - GM Pause,
5,55,5191,SOUTWEST BU,Tier 2 - GM Pause,
56,454,5192,WEST BU,Tier 1 - ISA On in Total Store,
57,461,5193,WEST BU,Tier 1 - ISA On in Total Store,
60,471,5195,WEST BU,Tier 1 - ISA On in Total Store,
12,144,5196,SOUTHEAST BU,Tier 2 - GM Pause,
12,5,5197,SOUTHEAST BU,Tier 2 - GM Pause,
72,546,5198,NHM BU,Tier 1 - ISA On in Total Store,
25,269,5199,NORTH BU,Tier 1 - ISA On in Total Store,
22,233,5200,EAST BU,Tier 2 - GM Pause,
17,175,5201,EAST BU,Tier 1 - ISA On in Total Store,
17,171,5202,EAST BU,Tier 2 - GM Pause,
21,217,5203,NORTH BU,Tier 1 - ISA On in Total Store,
64,542,5204,NHM BU,Tier 1 - ISA On in Total Store,
61,557,5205,NHM BU,Tier 1 - ISA On in Total Store,
61,557,5206,NHM BU,Tier 1 - ISA On in Total Store,
59,485,5207,NHM BU,Tier 1 - ISA On in Total Store,
5,51,5210,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,52,5211,SOUTWEST BU,Tier 2 - GM Pause,
9,90,5214,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
57,581,5215,WEST BU,Tier 1 - ISA On in Total Store,
46,70,5216,SOUTWEST BU,Tier 2 - GM Pause,
9,111,5218,SOUTHEAST BU,Tier 2 - GM Pause,
47,411,5219,WEST BU,Tier 2 - GM Pause,
9,112,5220,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
72,548,5221,NHM BU,Tier 1 - ISA On in Total Store,
64,528,5224,NHM BU,Tier 1 - ISA On in Total Store,
64,528,5226,NHM BU,Tier 1 - ISA On in Total Store,
75,292,5227,EAST BU,Tier 2 - GM Pause,
75,282,5228,EAST BU,Tier 2 - GM Pause,
22,166,5229,EAST BU,Tier 2 - GM Pause,
56,452,5231,WEST BU,Tier 2 - GM Pause,
54,388,5232,WEST BU,Tier 1 - ISA On in Total Store,
54,403,5233,WEST BU,Tier 1 - ISA On in Total Store,
54,401,5234,WEST BU,Tier 1 - ISA On in Total Store,
54,403,5235,WEST BU,Tier 1 - ISA On in Total Store,
41,254,5236,NORTH BU,Tier 2 - GM Pause,
22,167,5239,EAST BU,Tier 2 - GM Pause,
17,190,5240,EAST BU,Tier 2 - GM Pause,
22,231,5241,EAST BU,Tier 2 - GM Pause,
17,191,5242,EAST BU,Tier 2 - GM Pause,
42,324,5244,SOUTHEAST BU,Tier 2 - GM Pause,
6,77,5245,SOUTWEST BU,Tier 2 - GM Pause,
6,65,5246,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,479,5247,SOUTWEST BU,Tier 2 - GM Pause,
72,544,5248,NHM BU,Tier 1 - ISA On in Total Store,
9,90,5250,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
2,120,5251,SOUTHEAST BU,Tier 2 - GM Pause,
2,25,5252,SOUTHEAST BU,Tier 2 - GM Pause,
75,289,5253,EAST BU,Tier 2 - GM Pause,
26,297,5254,EAST BU,Tier 1 - ISA On in Total Store,
72,559,5255,NHM BU,Tier 1 - ISA On in Total Store,
72,544,5256,NHM BU,Tier 1 - ISA On in Total Store,
61,510,5257,NHM BU,Tier 1 - ISA On in Total Store,
61,397,5258,NHM BU,Tier 1 - ISA On in Total Store,
61,397,5259,NHM BU,Tier 1 - ISA On in Total Store,
42,323,5260,SOUTHEAST BU,Tier 2 - GM Pause,
42,323,5261,SOUTHEAST BU,Tier 2 - GM Pause,
14,13,5262,SOUTHEAST BU,Tier 2 - GM Pause,
2,119,5263,SOUTHEAST BU,Tier 2 - GM Pause,
9,115,5264,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
72,559,5265,NHM BU,Tier 1 - ISA On in Total Store,
9,104,5266,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
59,554,5267,NHM BU,Tier 1 - ISA On in Total Store,
61,397,5269,NHM BU,Tier 1 - ISA On in Total Store,
54,582,5270,WEST BU,Tier 1 - ISA On in Total Store,
60,472,5272,WEST BU,Tier 1 - ISA On in Total Store,
60,472,5273,WEST BU,Tier 1 - ISA On in Total Store,
60,470,5274,WEST BU,Tier 2 - GM Pause,
2,26,5275,SOUTHEAST BU,Tier 2 - GM Pause,
25,269,5276,NORTH BU,Tier 2 - GM Pause,
16,154,5278,EAST BU,Tier 2 - GM Pause,
59,496,5279,NHM BU,Tier 1 - ISA On in Total Store,
19,201,5280,NORTH BU,Tier 2 - GM Pause,
17,175,5281,EAST BU,Tier 2 - GM Pause,
17,192,5282,EAST BU,Tier 2 - GM Pause,
20,215,5285,NORTH BU,Tier 2 - GM Pause,
64,533,5286,NHM BU,Tier 1 - ISA On in Total Store,
6,68,5287,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,49,5288,SOUTWEST BU,Tier 1 - ISA On in Total Store,
64,528,5290,NHM BU,Tier 1 - ISA On in Total Store,
59,497,5291,NHM BU,Tier 1 - ISA On in Total Store,
26,297,5292,EAST BU,Tier 1 - ISA On in Total Store,
17,172,5293,EAST BU,Tier 2 - GM Pause,
17,173,5294,EAST BU,Tier 2 - GM Pause,
17,172,5295,EAST BU,Tier 2 - GM Pause,
20,316,5296,NORTH BU,Tier 2 - GM Pause,
59,494,5297,NHM BU,Tier 1 - ISA On in Total Store,
4,305,5298,EAST BU,Tier 1 - ISA On in Total Store,
9,89,5299,SOUTHEAST BU,Tier 2 - GM Pause,
9,116,5300,SOUTHEAST BU,Tier 2 - GM Pause,
9,107,5301,SOUTHEAST BU,Tier 2 - GM Pause,
46,364,5303,SOUTWEST BU,Tier 2 - GM Pause,
61,9,5304,NHM BU,Tier 1 - ISA On in Total Store,
57,458,5305,WEST BU,Tier 1 - ISA On in Total Store,
61,397,5306,NHM BU,Tier 1 - ISA On in Total Store,
44,410,5307,SOUTWEST BU,Tier 2 - GM Pause,
59,485,5308,NHM BU,Tier 1 - ISA On in Total Store,
19,213,5309,NORTH BU,Tier 2 - GM Pause,
64,541,5310,NHM BU,Tier 1 - ISA On in Total Store,
5,52,5311,SOUTWEST BU,Tier 1 - ISA On in Total Store,
5,479,5312,SOUTWEST BU,Tier 2 - GM Pause,
40,339,5313,NORTH BU,Tier 1 - ISA On in Total Store,
64,533,5314,NHM BU,Tier 1 - ISA On in Total Store,
5,479,5316,SOUTWEST BU,Tier 2 - GM Pause,
5,82,5317,SOUTWEST BU,Tier 1 - ISA On in Total Store,
20,317,5319,NORTH BU,Tier 2 - GM Pause,
26,298,5320,EAST BU,Tier 2 - GM Pause,
72,102,5321,NHM BU,Tier 1 - ISA On in Total Store,
64,533,5323,NHM BU,Tier 1 - ISA On in Total Store,
9,109,5325,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,93,5326,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
64,541,5327,NHM BU,Tier 1 - ISA On in Total Store,
64,541,5328,NHM BU,Tier 1 - ISA On in Total Store,
46,370,5329,SOUTWEST BU,Tier 1 - ISA On in Total Store,
46,369,5330,SOUTWEST BU,Tier 2 - GM Pause,
46,368,5331,SOUTWEST BU,Tier 2 - GM Pause,
61,510,5332,NHM BU,Tier 1 - ISA On in Total Store,
47,376,5334,WEST BU,Tier 2 - GM Pause,
57,463,5335,WEST BU,Tier 1 - ISA On in Total Store,
64,507,5336,NHM BU,Tier 1 - ISA On in Total Store,
57,449,5337,WEST BU,Tier 1 - ISA On in Total Store,
57,459,5338,WEST BU,Tier 1 - ISA On in Total Store,
20,235,5339,NORTH BU,Tier 1 - ISA On in Total Store,
22,558,5340,EAST BU,Tier 2 - GM Pause,
47,379,5341,WEST BU,Tier 2 - GM Pause,
57,365,5342,WEST BU,Tier 1 - ISA On in Total Store,
75,291,5343,EAST BU,Tier 1 - ISA On in Total Store,
75,281,5344,EAST BU,Tier 2 - GM Pause,
75,508,5345,EAST BU,Tier 2 - GM Pause,
26,296,5346,EAST BU,Tier 2 - GM Pause,
9,105,5347,SOUTHEAST BU,Tier 2 - GM Pause,
14,8,5348,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
61,510,5349,NHM BU,Tier 1 - ISA On in Total Store,
54,403,5350,WEST BU,Tier 1 - ISA On in Total Store,
25,264,5352,NORTH BU,Tier 2 - GM Pause,
64,562,5353,NHM BU,Tier 1 - ISA On in Total Store,
21,222,5355,NORTH BU,Tier 1 - ISA On in Total Store,
22,231,5356,EAST BU,Tier 1 - ISA On in Total Store,
22,234,5358,EAST BU,Tier 2 - GM Pause,
5,48,5359,SOUTWEST BU,Tier 2 - GM Pause,
17,228,5360,EAST BU,Tier 1 - ISA On in Total Store,
47,432,5361,WEST BU,Tier 1 - ISA On in Total Store,
3,16,5363,SOUTHEAST BU,Tier 2 - GM Pause,requested per mm
64,507,5364,NHM BU,Tier 1 - ISA On in Total Store,
72,96,5365,NHM BU,Tier 1 - ISA On in Total Store,
72,96,5366,NHM BU,Tier 1 - ISA On in Total Store,
59,496,5367,NHM BU,Tier 1 - ISA On in Total Store,
60,477,5368,WEST BU,Tier 2 - GM Pause,
46,368,5369,SOUTWEST BU,Tier 2 - GM Pause,
47,379,5370,WEST BU,Tier 1 - ISA On in Total Store,
59,497,5371,NHM BU,Tier 1 - ISA On in Total Store,
59,494,5372,NHM BU,Tier 1 - ISA On in Total Store,
53,438,5373,NORTH BU,Tier 1 - ISA On in Total Store,
21,239,5374,NORTH BU,Tier 1 - ISA On in Total Store,
19,204,5376,NORTH BU,Tier 3 - Total Store ISA Pause,
59,497,5378,NHM BU,Tier 1 - ISA On in Total Store,
20,235,5379,NORTH BU,Tier 2 - GM Pause,
20,227,5381,NORTH BU,Tier 1 - ISA On in Total Store,
75,282,5382,EAST BU,Tier 2 - GM Pause,
59,497,5383,NHM BU,Tier 1 - ISA On in Total Store,
75,284,5384,EAST BU,Tier 2 - GM Pause,
19,207,5385,NORTH BU,Tier 2 - GM Pause,
19,200,5386,NORTH BU,Tier 2 - GM Pause,
20,209,5387,NORTH BU,Tier 2 - GM Pause,
6,61,5388,SOUTWEST BU,Tier 2 - GM Pause,
5,76,5389,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,23,5390,SOUTHEAST BU,Tier 2 - GM Pause,Requested per MM
9,105,5391,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
3,28,5392,SOUTHEAST BU,Tier 2 - GM Pause,
59,509,5393,NHM BU,Tier 1 - ISA On in Total Store,
57,581,5394,WEST BU,Tier 1 - ISA On in Total Store,
60,478,5396,WEST BU,Tier 2 - GM Pause,
53,438,5397,NORTH BU,Tier 2 - GM Pause,
53,263,5398,NORTH BU,Tier 2 - GM Pause,
25,279,5399,NORTH BU,Tier 2 - GM Pause,
25,267,5402,NORTH BU,Tier 1 - ISA On in Total Store,
21,246,5403,NORTH BU,Tier 2 - GM Pause,
19,238,5404,NORTH BU,Tier 2 - GM Pause,
59,494,5408,NHM BU,Tier 1 - ISA On in Total Store,
21,223,5409,NORTH BU,Tier 2 - GM Pause,
20,215,5410,NORTH BU,Tier 3 - Total Store ISA Pause,
