Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,Dept 40,30 piece Flonase,SK,1,15,
1,Dept 40,9 Piece Zyrtec 60 Count,4-way,1,15,
1,Dept 40,Dymatize,PDQ,1,15,
1,Dept 40,"Premier Protein 1ct Shakes, 32 pieces",4-way,1,15,
1,Dept 40,Tylenol 30pc,PDQ,1,15,
2,Dept 04,Chinet Classic Premium Dinner Paper Plates Qtr Pal,PDQ,1,15,
2,Dept 04,Reynold Wrap Bigger 3 HP,Half Stack,1,15,
2,Dept 04,Reynolds Kitchens Foil Pans HP,Half Stack,1,15,
2,Dept 07,Play Day Kids’ Sand & Water Wheel Tower -,Full Endcap,1,15,
2,Dept 07,Playday Plastic Toy Wagon -24pcs feature,Full Endcap,1,15,
2,Dept 09,Athletic Works Tennis Balls 3ct / 420 units,Full Endcap,1,15,
2,Dept 09,Blitzball & Bat 100pcs,Half Stack,1,15,
2,Dept 16,"Weber USA Charcoal Kettle, 12 pcs w/ Accessories",Full Stack,3,15,
2,Dept 20,Soap Pump 24 pc,Sidekick,1,15,
2,Dept 40,9 Piece Zyrtec 60 Count,4-way,1,15,
2,Dept 40,"Atkins Meal Bar, 20 pieces",4-way,1,15,
2,Dept 40,Equate 24pc Eq Ds Ec Omep,Full Endcap,1,15,
2,Dept 40,Equate Epsom Salt 8lb Shipper 4ct,PDQ,1,15,
2,Dept 74,"MS 18PK HNGR REDENG, 180pcs",Full Stack,1,15,
2,Dept 74,"MS 18PK HNGR SLVHAI, 180pcs",Full Stack,1,15,
2,Dept 93,GV 8LB B/S BRST,Bunker,1,15,
2,Dept 95,23oz UTZ Cheeseball Barrel Feature,Full Stack,2,15,
2,Dept 95,DRP - GV PC Party Size 132ct (Orig13/Ripp13.5/Wavy,Full Stack,2,15,Delayed to WK19 due to facility issue
2,Dept 95,On The Border Café & Thins,Full Stack,2,15,
3,Dept 04,GV 150 count plate display,Full Stack,1,15,
3,Dept 04,Reynold Wrap Bigger 3 HP,Half Stack,1,15,
3,Dept 04,Reynolds Kitchens Foil Pans HP,Half Stack,1,15,
3,Dept 07,Beach Tower of Fun With Toys- 28 pcs Feature,Full Endcap,1,15,
3,Dept 07,Playday Plastic Toy Wagon -24pcs feature,Full Endcap,1,15,
3,Dept 09,Athletic Works Tennis Balls 3ct / 420 units,Full Endcap,1,15,
3,Dept 09,SPIKEBALL,Full Endcap,1,15,
3,Dept 13,Fabuloso 56oz Lavender/Lemon 216 units,Half Stack,1,15,
