Store,Date,Reg,0.01,0.05,0.1,0.25
54,5/14/2024,28,-4,89,142,-49
54,5/14/2024,30,-44,73,61,-17
54,5/14/2024,95,-22,78,67,-14
471,5/14/2024,20,83,213,222,-35
471,5/14/2024,24,58,197,121,-109
471,5/14/2024,26,8,155,90,-53
471,5/14/2024,28,-67,95,66,-50
471,5/14/2024,40,17,51,33,-25
471,5/14/2024,58,60,127,20,-19
471,5/14/2024,62,10,87,74,-23
471,5/14/2024,68,106,153,118,-34
471,5/14/2024,94,118,103,84,-12
488,5/14/2024,6,110,140,309,-17
488,5/14/2024,8,164,193,245,-19
488,5/14/2024,9,107,57,110,-32
880,5/14/2024,10,44,111,111,1
880,5/14/2024,11,-41,62,94,-13
880,5/14/2024,12,129,186,89,-11
880,5/14/2024,13,-8,-2,68,-6
880,5/14/2024,14,-70,127,95,59
880,5/14/2024,15,6,67,54,58
880,5/14/2024,16,-1,104,89,32
880,5/14/2024,17,37,118,49,8
880,5/14/2024,40,92,198,139,45
880,5/14/2024,41,74,263,57,35
880,5/14/2024,58,65,54,65,18
880,5/14/2024,62,51,54,75,-12
880,5/14/2024,63,177,76,94,64
880,5/14/2024,64,-6,107,44,-21
880,5/14/2024,67,-40,98,47,-43
880,5/14/2024,68,97,149,49,26
880,5/14/2024,74,1,0,0,0
880,5/14/2024,79,92,188,106,62
880,5/14/2024,90,38,86,40,-1
880,5/14/2024,91,118,81,1,-39
880,5/14/2024,92,1,0,0,0
880,5/14/2024,93,9,125,91,72
880,5/14/2024,95,120,106,72,0
880,5/14/2024,98,84,99,83,16
1082,5/14/2024,18,-14,45,66,-9
1801,5/14/2024,11,-16,86,88,-21
1801,5/14/2024,12,0,33,84,-51
1801,5/14/2024,14,-43,43,115,4
1801,5/14/2024,23,-20,22,28,-29
1801,5/14/2024,24,36,-30,-1,-64
1801,5/14/2024,25,-47,27,86,26
1801,5/14/2024,26,3,38,71,-28
1801,5/14/2024,58,65,47,36,-18
1801,5/14/2024,64,-88966,43,9,-13
1801,5/14/2024,67,-15,41,35,-15
1801,5/14/2024,68,-25,27,15,-10
1801,5/14/2024,80,-913,71,75,37
1801,5/14/2024,95,82,85,66,-43
2918,5/14/2024,15,172,130,56,86
2918,5/14/2024,17,173,155,67,93
2918,5/14/2024,19,143,139,63,90
2918,5/14/2024,20,-3,-1,-1,0
2918,5/14/2024,21,249,194,77,146
2918,5/14/2024,23,-4,0,-2,-1
2918,5/14/2024,40,95,39,49,38
2918,5/14/2024,41,98,49,57,73
2918,5/14/2024,42,58,66,63,48
2918,5/14/2024,54,147,64,56,74
2918,5/14/2024,58,82,41,94,68
2918,5/14/2024,67,48,50,92,37
2918,5/14/2024,70,10,50,26,43
2918,5/14/2024,71,89,72,85,56
2918,5/14/2024,77,44,80,48,21
2918,5/14/2024,79,100,40,50,40
2918,5/14/2024,80,78,71,78,47
2918,5/14/2024,91,130,107,81,67
2918,5/14/2024,92,-4,0,0,0
2918,5/14/2024,93,157,115,87,80
2918,5/14/2024,98,105,35,83,80
3014,5/14/2024,16,-79,80,14,-18
3014,5/14/2024,17,-90,15,29,-86
3014,5/14/2024,18,-110,108,27,-87
3014,5/14/2024,19,-9,53,19,-15
3014,5/14/2024,20,-66,118,135,-53
3014,5/14/2024,21,-103,8,-3,-68
3014,5/14/2024,23,-65,27,8,-35
3014,5/14/2024,24,-154,117,8,-180
3014,5/14/2024,25,-22,27,-2,-26
3014,5/14/2024,64,-13,-4,-3,-13
3014,5/14/2024,70,-41,-6,-21,-18
3014,5/14/2024,92,-2,105,43,-17
3284,5/14/2024,22,41,26,142,-30
3284,5/14/2024,92,-17,100,81,21
5080,5/14/2024,68,-3,30,-5,1
5080,5/14/2024,93,33,36,26,-11
5172,5/14/2024,92,-7,76,26,-7
5316,5/14/2024,1,93,37,47,28
5316,5/14/2024,2,49,35,31,44
5316,5/14/2024,3,41,55,79,41
5316,5/14/2024,4,61,31,38,2
5316,5/14/2024,5,60,64,68,38
5316,5/14/2024,6,-1,75,18,-7
5316,5/14/2024,7,88,40,9,-16
5316,5/14/2024,8,35,53,98,4
5316,5/14/2024,9,100,38,49,35
5316,5/14/2024,10,2,30,2,9
5316,5/14/2024,11,57,65,44,2
5316,5/14/2024,12,86,20,8,7
5316,5/14/2024,13,100,40,50,40
5316,5/14/2024,14,100,40,50,40
5316,5/14/2024,58,99,39,50,40
5316,5/14/2024,59,41,71,29,36
5316,5/14/2024,67,15,42,37,31
5316,5/14/2024,68,28,37,28,7
5316,5/14/2024,71,77,34,40,22
5316,5/14/2024,72,76,100,80,52
5316,5/14/2024,77,51,34,30,49
5316,5/14/2024,78,39,63,35,16
5316,5/14/2024,79,19,48,31,4
5316,5/14/2024,90,51,86,94,69
5316,5/14/2024,91,100,40,50,40
5316,5/14/2024,92,29,47,52,9
5316,5/14/2024,93,15,18,54,24
5316,5/14/2024,94,31,72,31,-3
5316,5/14/2024,95,111,100,115,28
5316,5/14/2024,98,25,24,43,37
