Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
2,4,Great Value 96ct Assorted Cutlery,Full Endcap,1,38,
2,4,"Great Value Disposable Plastic Red Cups 18oz, 50ct",Full Endcap,1,38,
2,4,"Great Value Plates 10in., 50 ct",Full Endcap,1,38,
2,11,Mainstays Radiator Heater Black & White,Full Stack,1,42,
2,11,Midea Quartz Heater Black & White Black & White,Full Stack,2,42,
2,11,Pelonis Cool Mist Humidifier Black & White,Full Endcap,1,42,
2,14,Cook with Color AA Pallet,Full Stack,1,42,
2,22,Electric Throw SB OTG,Half Endcap,2,38,
2,22,Electric Throw SB OTG,Half Endcap,2,42,
2,95,GV Red & Green Tortilla Chips,Full Stack,2,46,
2,96,Wine Holiday Gift Sets,Full Endcap,1,42,
2,97,Hormel Party Tray Assortment,Bunker,1,42,
2,97,Jimmy Dean Sausage,Bunker,1,42,
2,97,Jimmy Dean Sausage,Bunker,1,46,
3,3,Crayola Light Up Tracing Pad,Full Endcap,1,38,
3,3,Crayola Light Up Tracing Pad,Full Endcap,1,42,
3,4,Great Value 96ct Assorted Cutlery,Full Endcap,1,42,
3,4,"Great Value Disposable Plastic Red Cups 18oz, 50ct",Full Endcap,1,42,
3,7,Bitzee Sidekick,SK,1,42,
3,11,Mainstays Radiator Heater Black & White,Full Stack,1,42,
3,13,Great Value All-Purpose Cleaner Spray Lemon 32oz,Full Endcap,1,46,
3,13,Great Value Wipes 75CT Lemon,Full Endcap,2,46,
3,13,O’Cedar Easywring Spinmop,Full Endcap,1,46,
3,22,Electric Throw SB OTG,Half Endcap,2,38,
3,22,Electric Throw SB OTG,Half Endcap,2,42,
3,40,Calf Massager 9pc 1/2 Pallet,Half Stack,1,42,
3,96,Wine Holiday Gift Sets,Full Endcap,1,46,
3,97,Charcuterie Kit,Bunker,1,42,
3,97,Hormel Party Tray Assortment,Bunker,1,42,
3,97,Charcuterie Kit,Bunker,1,46,
3,97,Hormel Party Tray Assortment,Bunker,2,46,
4,7,Bitzee Sidekick,SK,1,42,
4,92,"Holidays Around the World Tamale 4-Way: Corn Husks, Maseca, Hominy, Armour Lard",4-way,2,38,
4,95,GV Red & Green Tortilla Chips,Full Stack,2,46,
5,3,Crayola Light Up Tracing Pad,Full Endcap,1,38,
5,3,Crayola Ultimate Light Board,Full Endcap,2,38,
5,3,Melissa & Doug Sticker Wow,Half Stack,1,38,
5,3,Crayola Light Up Tracing Pad,Full Endcap,1,42,
5,6,Instax Film Twin,SK,1,42,
5,6,Instax Film Twin,SK,1,46,
5,7,Barbie Dreamhouse Pallet,Full Stack,1,42,
5,7,Barbie Malibu House Pallet,Full Stack,1,42,
5,7,Hot Wheels Neon Speeders,Half Endcap,1,42,
5,7,MJ Mr Sams Truck,SK,1,42,
5,14,Cook with Color AA Pallet,Full Stack,1,42,
5,72,"32"" onn HD Roku TV",Full Stack,2,42,
5,72,HP Laptop - Pink,Table,2,42,
5,72,onn. Google TV 4K Streaming Box,Table,5,42,
5,92,"Holidays Around the World Tamale 4-Way: Corn Husks, Maseca, Hominy, Armour Lard",4-way,1,38,
5,95,Welch's Sparkling Juice Pallet Assortment 672pcs,Full Stack,2,38,
5,97,Hormel Party Tray Assortment,Bunker,1,42,
5,97,Hormel Party Tray Assortment,Bunker,2,46,
8,4,Great Value 96ct Assorted Cutlery,Full Endcap,1,42,
8,4,"Great Value Disposable Plastic Red Cups 18oz, 50ct",Full Endcap,1,42,
8,7,Bitzee Sidekick,SK,1,42,
8,7,Kinetic Sand Sidekick,SK,1,42,
8,7,MJ Mr Sams Truck,SK,1,42,
8,11,Midea Quartz Heater Black & White Black & White,Full Stack,4,42,
8,13,Great Value All-Purpose Cleaner Spray Lemon 32oz,Full Endcap,1,46,
8,13,Great Value Wipes 75CT Lemon,Full Endcap,1,46,
8,14,Cirkul AA Pallet 2,Full Stack,1,42,
8,72,"58"" HISENSE 4K ROKU TV",Full Stack,2,42,
8,79,Parent’s Choice Baby Wipes $0.98,4-way,2,38,
8,79,"Parent's Choice Diapers $17.48, Sz 3-6 20pcs",Full Endcap,4,38,
8,79,"Parent's Choice Diapers $4.98, Sz 3-6 20pcs",Full Endcap,2,38,
8,79,Parent’s Choice Baby Wipes $0.98,4-way,1,42,
8,95,Welch's Sparkling Juice Pallet Assortment 672pcs,Full Stack,2,38,
8,95,GV Red & Green Tortilla Chips,Full Stack,2,46,
8,97,Hormel Party Tray Assortment,Bunker,2,42,
8,97,Jimmy Dean Sausage,Bunker,1,42,
8,97,Hormel Party Tray Assortment,Bunker,1,46,
8,97,Jimmy Dean Sausage,Bunker,1,46,
9,3,Crayola Light Up Tracing Pad,Full Endcap,1,38,
9,4,Great Value 96ct Assorted Cutlery,Full Endcap,1,38,
9,4,"Great Value Disposable Plastic Red Cups 18oz, 50ct",Full Endcap,1,38,
9,4,"Great Value Plates 10in., 50 ct",Full Endcap,1,38,
9,7,Bitzee Sidekick,SK,1,42,
9,7,Kinetic Sand Sidekick,SK,1,42,
9,7,Kinetic Sands Beach Kit 1/2 pallet,Half Stack,1,42,
9,7,MJ Mr Sams Truck,SK,1,42,
9,7,"Value Games Assortment, 108 units",Full Endcap,1,42,
9,11,Midea Quartz Heater Black & White Black & White,Full Stack,2,42,
9,13,Great Value All-Purpose Cleaner Spray Lemon 32oz,Full Endcap,1,46,
9,13,Great Value Wipes 75CT Lemon,Full Endcap,1,46,
9,13,O’Cedar Easywring Spinmop,Full Endcap,1,46,
9,14,Cirkul AA Pallet,Full Stack,1,42,
9,72,"32"" onn HD Roku TV",Full Stack,1,42,
9,72,"32"" onn HD Roku TV",Full Stack,1,46,
9,79,Parent’s Choice Baby Wipes $0.98,4-way,3,42,
9,95,GV Red & Green Tortilla Chips,Full Stack,2,46,
9,97,Charcuterie Kit,Bunker,1,42,
9,97,Hormel Party Tray Assortment,Bunker,1,42,
9,97,Hormel Party Tray Assortment,Bunker,1,46,
10,4,Great Value 96ct Assorted Cutlery,Full Endcap,1,38,
10,4,"Great Value Disposable Plastic Red Cups 18oz, 50ct",Full Endcap,1,38,
10,4,"Great Value Plates 10in., 50 ct",Full Endcap,1,38,
10,7,Bitzee Sidekick,SK,1,42,
10,7,"Value Games Assortment, 108 units",Full Endcap,1,42,
10,11,Mainstays Radiator Heater Black & White,Full Stack,1,42,
10,11,Midea Quartz Heater Black & White Black & White,Full Stack,4,42,
