Store,safety bowl div,Wk,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Total Points,YTD Points, Five Star ,Diff,Safety Bowl Div Rank
6159,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.79 ,0,4
5258,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,5
5614,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,6
4560,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,7
4561,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,8
4468,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,9
4759,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,10
3015,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.75 ,-1,11
4354,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,12
4371,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,13
4105,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,14
2465,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,15
4380,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,16
3126,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,17
5062,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,18
7241,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,-1,19
6149,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,20
5149,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,21
3133,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,22
3135,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,23
6732,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,24
5908,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,25
3101,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,26
2998,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.73 ,1,27
5336,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,28
7146,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,29
3327,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,30
5206,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,31
5826,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,32
5875,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,33
2395,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,34
2907,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.71 ,-1,35
2396,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,36
6398,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,37
5106,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,38
5907,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,39
5286,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,40
7262,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,41
4625,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,42
5658,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,43
4193,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,44
7339,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.70 ,1,45
5755,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,-1,46
4466,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,47
5304,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,48
3845,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,49
5110,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,50
3084,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,51
2979,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,52
3026,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,53
5840,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,54
5108,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,55
3062,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,56
2930,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,1,57
4056,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.69 ,2,58
7298,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,59
5183,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,60
6470,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,61
5043,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,62
3154,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,63
7229,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,64
4134,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,65
5005,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,66
4104,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,67
5365,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,68
5371,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,69
2826,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,70
4445,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,71
4127,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,72
5364,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,73
4579,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,74
3743,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,-1,75
4197,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,76
5782,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,77
2974,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,78
3619,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,79
6968,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,80
5664,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,81
7098,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,82
4674,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,83
5754,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,84
4114,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,85
5393,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,86
4585,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,87
4452,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,88
4211,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.66 ,1,89
4655,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,90
5378,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,91
5421,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,92
3204,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,93
3072,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,94
2394,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,95
3517,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,96
3637,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,97
6942,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,98
4516,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,99
2743,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.64 ,-1,100
5248,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,101
5855,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,102
4434,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,103
3011,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.63 ,-1,104
3132,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,105
4657,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,106
3655,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,107
2451,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,108
5122,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,-1,109
6894,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,-1,110
4464,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,111
3123,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,112
4425,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,113
5198,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,114
5059,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,115
5689,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.62 ,1,116
3703,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,-1,117
5816,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,118
5423,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,119
5427,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,120
3094,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,121
5769,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,122
5657,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,123
6263,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,124
4141,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,125
6971,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,126
4589,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,127
5366,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.61 ,1,128
5627,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,-1,129
3139,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,130
4605,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,131
3317,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,132
6960,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,133
3199,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,134
3082,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,135
4490,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.60 ,1,136
7072,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.59 ,-1,137
2699,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,138
7329,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,139
4747,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,140
4180,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,141
5832,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,142
3022,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,143
4525,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,144
4157,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,145
5383,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,146
4357,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,1,147
6876,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.58 ,1,148
4676,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.57 ,-1,149
5613,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,150
5744,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,151
920,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,152
3146,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,153
4048,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,154
6962,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,155
3156,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.56 ,1,156
4527,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.55 ,0,157
3341,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.55 ,0,158
3172,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,159
7242,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,160
5291,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.54 ,1,161
3175,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.54 ,1,162
2731,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,163
3128,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,164
3385,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,165
5695,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,166
5993,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,167
6172,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.52 ,0,168
4431,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.52 ,0,169
7340,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.49 ,0,170
5982,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.48 ,-1,171
5610,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.47 ,-1,172
2486,Towel In Pocket,37,3,1,2,1,7,0,0,14,28, 4.42 ,0,173
5820,Towel In Pocket,37,3,1,2,1,7,0,0,14,22, 4.69 ,0,174
4498,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.77 ,0,175
3817,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.74 ,0,176
5923,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.73 ,0,177
4848,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.72 ,0,178
4182,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.71 ,0,179
4546,Towel In Pocket,37,3,0,2,1,0,0,0,6,17, 4.69 ,0,180
5624,Towel In Pocket,37,3,0,2,1,0,0,0,6,17, 4.68 ,0,181
5093,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.68 ,0,182
6953,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.66 ,0,183
3846,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.65 ,0,184
6170,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.65 ,1,185
3042,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.64 ,0,186
4432,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.63 ,0,187
4692,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.63 ,0,188
4443,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.62 ,0,189
3238,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.60 ,0,190
3638,Towel In Pocket,37,3,1,2,1,7,0,0,14,17, 4.60 ,0,191
4756,Towel In Pocket,37,3,0,2,1,0,0,0,6,17, 4.59 ,0,192
2632,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.54 ,0,193
2442,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.54 ,0,194
6936,Towel In Pocket,37,3,1,2,0,0,0,0,6,17, 4.53 ,0,195
4054,Towel In Pocket,37,3,0,2,1,0,0,0,6,17, 4.43 ,0,196
5269,Towel In Pocket,37,3,1,0,1,0,0,0,5,16, 4.60 ,0,197
5182,Towel In Pocket,37,0,1,2,1,0,0,0,4,15, 4.77 ,0,198
6813,Towel In Pocket,37,0,1,2,1,0,0,0,4,15, 4.71 ,0,199
5623,Towel In Pocket,37,3,1,2,1,7,0,0,14,15, 4.70 ,0,200
377,Towel In Pocket,37,0,1,2,1,0,0,0,4,15, 4.68 ,0,201
4145,Towel In Pocket,37,3,1,2,1,7,0,0,14,15, 4.67 ,0,202
4100,Towel In Pocket,37,0,1,2,1,0,0,0,4,15, 4.65 ,0,203
5310,Towel In Pocket,37,3,0,2,1,0,0,0,6,6, 4.67 ,0,204
2944,Towel In Pocket,37,3,1,2,0,0,0,0,6,6, 4.66 ,0,205
3138,Towel In Pocket,37,3,1,0,1,0,0,0,5,5, 4.72 ,0,206
2487,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.79 ,0,1
7308,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.79 ,0,2
3990,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.78 ,0,3
5831,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,4
4324,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.76 ,0,5
5601,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.75 ,0,6
2875,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.75 ,1,7
3606,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,8
4140,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,9
3530,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,10
4453,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,11
5204,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.74 ,0,12
3456,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,13
3069,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,14
2975,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,15
4264,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.73 ,0,16
5109,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,17
5700,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.72 ,0,18
5704,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.72 ,1,19
3043,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.72 ,1,20
4563,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,21
4565,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.71 ,0,22
7307,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.71 ,1,23
3090,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,24
4421,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,25
5221,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,26
6578,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,27
3508,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.70 ,0,28
3788,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.70 ,1,29
5760,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.69 ,-1,30
2431,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,31
6941,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,32
3155,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,33
4595,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.69 ,0,34
3046,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,35
4174,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,36
3452,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,37
7177,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,38
4367,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,39
5640,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,40
3356,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.68 ,0,41
5819,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.67 ,-1,42
5988,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,43
5148,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,44
4390,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,45
3604,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.67 ,0,46
3599,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,47
5691,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,48
5611,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,49
2433,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,50
5467,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,0,51
5259,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,1,52
3074,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.66 ,1,53
5297,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,54
5622,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,55
4159,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,56
2392,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,57
6937,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,58
3457,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,59
5608,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.65 ,0,60
4169,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,61
4415,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,62
5609,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,63
3521,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,64
5453,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,65
4366,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.64 ,0,66
3594,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,67
4189,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,68
7342,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.63 ,0,69
5637,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.63 ,1,70
5600,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,71
3355,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,72
4603,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,73
8958,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.62 ,0,74
2840,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.62 ,1,75
6586,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.61 ,-1,76
3635,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.61 ,-1,77
5314,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,78
3143,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,79
5007,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.61 ,0,80
2977,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.60 ,0,81
5606,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.59 ,0,82
5737,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.58 ,-1,83
4494,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,84
5135,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.58 ,0,85
5678,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,86
4178,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.57 ,0,87
4491,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.56 ,0,88
3144,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.55 ,0,89
5725,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,90
4591,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,91
5638,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.54 ,0,92
6174,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.53 ,-1,93
3131,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,94
3740,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.53 ,0,95
3202,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.53 ,1,96
2773,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.50 ,0,97
3140,Team Lift,37,3,1,2,1,7,0,0,14,28, 4.48 ,0,98
5980,Team Lift,37,3,1,2,1,7,0,0,14,25, 4.74 ,0,99
5684,Team Lift,37,3,1,2,1,7,0,0,14,25, 4.62 ,0,100
6500,Team Lift,37,3,1,2,1,7,0,0,14,25, 4.59 ,0,101
3899,Team Lift,37,3,1,2,1,7,0,0,14,25, 4.58 ,-1,102
3147,Team Lift,37,3,1,2,0,0,0,0,6,17, 4.79 ,0,103
4218,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.78 ,0,104
5663,Team Lift,37,3,1,2,0,0,0,0,6,17, 4.75 ,-1,105
5981,Team Lift,37,3,1,2,0,0,0,0,6,17, 4.74 ,0,106
4826,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.73 ,-1,107
6264,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.69 ,0,108
2468,Team Lift,37,3,1,2,0,0,0,0,6,17, 4.67 ,0,109
7240,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.67 ,0,110
4626,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.67 ,0,111
7299,Team Lift,37,3,0,2,1,0,0,0,6,17, 4.67 ,1,112
5604,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.66 ,0,113
7180,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.65 ,0,114
3152,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.62 ,0,115
7362,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.62 ,0,116
5633,Team Lift,37,3,0,2,1,0,0,0,6,17, 4.54 ,1,117
4139,Team Lift,37,3,1,2,0,0,0,0,6,17, 4.52 ,0,118
6178,Team Lift,37,3,1,2,1,7,0,0,14,17, 4.52 ,0,119
2870,Team Lift,37,3,1,2,1,7,0,0,14,16, 4.68 ,0,120
2425,Team Lift,37,3,1,2,1,7,0,0,14,16, 4.57 ,0,121
5804,Team Lift,37,3,1,0,1,0,0,0,5,16, 4.53 ,0,122
3098,Team Lift,37,3,1,2,1,7,0,0,14,15, 4.52 ,0,123
4757,Team Lift,37,0,1,2,0,0,0,0,3,14, 4.68 ,0,124
3357,Team Lift,37,3,1,2,1,7,0,0,14,14, 4.64 ,0,125
3047,Team Lift,37,3,1,2,0,0,0,0,6,6, 4.63 ,0,126
5451,Team Lift,37,3,1,0,1,0,0,0,5,5, 4.61 ,0,127
5602,Team Lift,37,3,1,2,0,0,0,-3,6,4, 4.60 ,0,128
