4736,mktgpr01,marketing,Lexmark MS521dn,Marketing Printer,0x788c7748fd1a,10.199.243.84,4600941313LPN,Remove - Return Used Assets
4771,mktgpr01,marketing,Lexmark MS521dn,Marketing Printer,0x788c77e8bbf4,55.168.60.84,4600944314X4D,Remove - Return Used Assets
4853,mktgpr01,marketing,Lexmark CS521dn,Marketing Printer,0x788c77d4013c,55.187.140.84,502910704B9HL,Remove - Return Used Assets
4861,mktgpr01,marketing,Lexmark MS521dn,Marketing Printer,0x0021b73f3d34,55.89.108.84,460091530T368,Remove - Return Used Assets
4926,mktgpr01,marketing,Lexmark CS521dn,Marketing Printer,0x0021b7ef4348,55.150.20.84,5029905041H97,Remove - Return Used Assets
4992,mktgpr01,marketing,Lexmark MS521dn,Marketing Printer,0x788c779cf463,55.17.132.84,460005031NLHL,Remove - Return Used Assets
6348,mktgpr01,marketing,Lexmark CS521dn,Marketing Printer,0x0021b70f633b,10.216.67.84,502985104164C,Remove - Return Used Assets
8119,mktgpr01,marketing,Lexmark MS521dn,Marketing Printer,0x788c7748704a,10.201.137.84,4600939312Y60,Remove - Return Used Assets
4710,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b73f1967,10.204.49.84,4064919016966,Remove - Return Used Assets
4805,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77ec64a8,55.20.100.84,406403501FT0H,Remove - Return Used Assets
4818,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77228c82,55.130.212.84,406404501HGNX,Remove - Return Used Assets
4859,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77ecba92,55.144.212.84,406403801G7XB,Remove - Return Used Assets
4871,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c7744e290,55.144.76.84,406494901C1LP,Remove - Return Used Assets
4875,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77f0c7fa,55.89.172.84,406494501B4K9,Remove - Return Used Assets
4879,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77a07ae1,55.231.20.84,4064927017R51,Remove - Return Used Assets
4974,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b72f1426,55.167.140.84,4064901014H5R,Remove - Return Used Assets
4994,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b72fd6c4,55.7.172.84,40649090157M0,Remove - Return Used Assets
6240,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77ecf88a,10.198.101.84,406403401FN32,Remove - Return Used Assets
6315,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c7744d9a5,10.222.243.84,406400301CYRY,Remove - Return Used Assets
6356,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77ec0555,10.209.59.84,406404001GMT3,Remove - Return Used Assets
6364,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77ec6286,10.208.223.84,406403601G0KC,Remove - Return Used Assets
6415,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b73f298e,10.212.209.84,4064919016B4L,Remove - Return Used Assets
6482,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b7cf0f39,10.195.243.84,40648490144TR,Remove - Return Used Assets
6539,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c772250e1,10.210.169.84,406404801HT3F,Remove - Return Used Assets
6565,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c77f00565,55.159.60.84,4064941019P2C,Remove - Return Used Assets
6610,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b7cf4ff2,10.200.155.84,40648490144YD,Remove - Return Used Assets
6643,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x788c7722b04e,10.220.67.84,406404901HXDZ,Remove - Return Used Assets
6684,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b73f5eb4,10.206.105.84,406491601620Z,Remove - Return Used Assets
6867,mktgpr01,marketing,Lexmark MS823dn,Marketing Printer,0x0021b777ef08,55.28.36.84,40648430139Z7,Remove - Return Used Assets
