Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,56,Fall Harvest Large Corn Stalk,Full Stack,5,33,
1,56,Fall Harvest Large Straw Hay Bale 30 lb.,Full Stack,8,33,
1,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,3,33,
2,2,"Dr Teal's  184 ea 3lb salts, 120 ea",Full Endcap,1,33,
2,13,Clorox Bleach Liquid Disinfecting Concentrated 84,Train,1,33,
2,17,S4 ScentSationals,Half Stack,1,33,
2,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,2,33,
2,40,"Hydrogen Peroxide 32oz,  240 units",Full Endcap,1,33,
2,40,Theraflu® Custom 12,Full Endcap,1,33,
2,71,Mainstays 5 Piece Resin Card Table Set (10),Full Stack,2,33,
2,74,"Frigidaire 6.5 Cu. ft. Upright Freezer, Platinum",Full Stack,1,33,
2,92,Old El Paso Taco Hut 620 Pieces,Full Stack,1,33,
2,93,GV CKN WINGS 4LB,Bunker,1,33,
2,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,2,33,
2,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,3,33,
2,96,Wondry Cocktail Wines- Pumpkin Spice & Apple Cran,Full Endcap,1,33,
3,93,GV CKN WINGS 4LB,Bunker,1,33,
4,40,Carmex 84 pc ,Sidekick,1,33,
4,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,2,33,
4,40,Theraflu® Custom 12,Full Endcap,1,33,
4,92,Subway/BuffaloWildWings/ChickFilA/OliveGarden 424pc,Full Stack,1,33,
4,93,GV CKN WINGS 4LB,Bunker,2,33,
4,95,CHZIT 170ct CADDY ½ MOD,Half Stack,1,33,
4,95,PRINGLES 96CT SNACK STACKS ½ MOD – 3 flavor,Half Stack,1,33,
5,31,123pc Mixed License Halloween Dressup,Half Stack,1,33,
5,31,License - Halloween Eyewear Dress Up - EC Display,Half Endcap,1,33,
5,32,Howl-O-Ween Party Pet Accessories / 54,Sidekick,1,33,
5,40,"Hydrogen Peroxide 32oz,  240 units",Full Endcap,2,33,
5,92,Old El Paso Taco Hut 620 Pieces,Full Stack,1,33,
5,98,Two Bite Brownie ,Full Stack,2,33,
8,7,157pc Model Kit,Half Stack,1,33,
8,93,GV CKN WINGS 4LB,Bunker,1,33,
8,95,"Great Value Chips DRP 284 Units  Wavy, BBQ, Orgnl",Full Stack,2,33,
8,95,Great Value Tort Chips DRP 156 Units Cantina/Rest,Full Stack,1,33,
8,95,Herr’s 17oz  Jalapeno Popper Curls 144ct,Full Stack,1,33,
8,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,33,
9,11,Hyper Tough Trash Bag,Full Endcap,1,33,
9,13,Clorox Bleach Liquid Disinfecting Concentrated 84,Train,1,33,
9,40,"ClearLax, 50 units",Half Endcap,1,33,
9,40,Quest 4ct Chips,Full Endcap,1,33,
9,40,Zarbees 20 Piece,Sidekick,1,33,
9,56,Fall Harvest Large Corn Stalk,Full Stack,3,33,
9,92,Subway/BuffaloWildWings/ChickFilA/OliveGarden 424pc,Full Stack,1,33,
9,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,1,33,
9,95,Hawiian Punch 1G -192 units,Full Stack,1,33,
9,95,Kettle Party Size Chips Shipper 180ct,Full Stack,1,33,
9,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,33,
9,96,Pink Whitney 20pk 50ML Shot Bucket / 42,Side-stack,1,33,
10,2,"Dr Teal's  184 ea 3lb salts, 120 ea",Full Endcap,1,33,
10,40,42Pc EQ Ds Ec Chld Analg Chew/Liq,Full Endcap,1,33,
10,40,Carmex 84 pc ,Sidekick,1,33,
10,40,Theraflu® Custom 12,Full Endcap,1,33,
10,74,"Avanti 7.3 CF Refrigerator, Stainless Steel",Full Stack,2,33,
10,74,"Frigidaire 6.5 Cu. ft. Upright Freezer, Platinum",Full Stack,2,33,
10,92,300PC MOM BAG ,Full Stack,1,33,
10,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,1,33,
10,95,"Great Value Chips DRP 284 Units  Wavy, BBQ, Orgnl",Full Stack,2,33,
10,95,Great Value Tort Chips DRP 156 Units Cantina/Rest,Full Stack,1,33,
10,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,2,33,
11,2,BIC Best Selling 4-way,4-way,1,33,
11,2,"Dr Teal's  184 ea 3lb salts, 120 ea",Full Endcap,1,33,
11,2,Dr. Squatch Bar Soap Birchwood Pine Fre Asmt,Full Endcap,1,33,
11,7,157pc Model Kit,Half Stack,1,33,
11,7,Monster Jam 1:64 Dump Bin,Half Stack,1,33,
11,11,Hyper Tough Trash Bag,Full Endcap,1,33,
11,16,Western Premium Bbq 420pc,4-way,1,33,
11,17,Yankee Candle 1/2 stack - 120pcs,Half Stack,2,33,
11,31,License - Halloween Eyewear Dress Up - EC Display,Half Endcap,1,33,
11,40,43pc. Ricola 18” ,Half Endcap,1,33,
11,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,1,33,
11,40,EQ META FIBER 72CT,Sidekick,1,33,
11,40,One a Day - 16 Piece,Full Endcap,2,33,
11,56,Fall Harvest Large Corn Stalk,Full Stack,5,33,
11,56,Fall Harvest Large Straw Hay Bale 30 lb.,Full Stack,4,33,
11,71,Mainstays 5 Piece Resin Card Table Set (10),Full Stack,1,33,
11,92,Old El Paso Taco Hut 620 Pieces,Full Stack,2,33,
11,93,GV CKN WINGS 4LB,Bunker,2,33,
11,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,2,33,
11,96,Paulaner Authentic German Oktoberfest Beer 4pk,Sidekick,1,33,
12,2,"Dr Teal's  184 ea 3lb salts, 120 ea",Full Endcap,1,33,
12,2,Dr. Squatch Bar Soap Birchwood Pine Fre Asmt,Full Endcap,1,33,
12,40,42Pc EQ Ds Ec Chld Analg Chew/Liq,Full Endcap,1,33,
12,40,Carmex 84 pc ,Sidekick,1,33,
12,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,1,33,
12,40,EQ META FIBER 72CT,Sidekick,1,33,
12,40,"Hydrogen Peroxide 32oz,  240 units",Full Endcap,2,33,
12,40,Theraflu® Custom 12,Full Endcap,1,33,
12,92,300PC MOM BAG ,Full Stack,2,33,
12,92,Old El Paso Taco Hut 620 Pieces,Full Stack,2,33,
12,92,Samyang Spicy Buldak -  576 units,Full Stack,1,33,
12,92,Subway/BuffaloWildWings/ChickFilA/OliveGarden 424pc,Full Stack,1,33,
12,95,23oz UTZ Cheeseball Barrel  100 units,Full Stack,1,33,
12,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,2,33,
13,20,90 COUNT - 18PK WASHCLOTH BUNDLES GREY HALF EC,Half Endcap,4,33,
13,40,42Pc EQ Ds Ec Chld Analg Chew/Liq,Full Endcap,1,33,
13,40,"Hydrogen Peroxide 32oz,  240 units",Full Endcap,2,33,
13,71,ASHTON FP TV STAND BL/5 PCS,Full Endcap,1,33,
13,71,Mainstays 5 Piece Resin Card Table Set (10),Full Stack,1,33,
13,93,GV CKN WINGS 4LB,Bunker,2,33,
13,95,"Great Value Chips DRP 284 Units  Wavy, BBQ, Orgnl",Full Stack,2,33,
13,95,On The Border DRP 16.5oz Tortilla Chip 152 Units,Full Stack,1,33,
13,95,Super Coffee Pumpkin Pie Latte,Sidekick,1,33,
13,96,Pink Whitney 20pk 50ML Shot Bucket / 42,Side-stack,1,33,
14,2,BIC Best Selling 4-way,4-way,1,33,
14,12,2ft Flood Bags 2/Pk- 10 pieces,Sidekick,1,33,
14,13,Clorox Bleach Liquid Disinfecting Concentrated 84,Train,1,33,
14,17,S4 ScentSationals,Half Stack,1,33,
14,23,SHERPA LINED SHIRT JACKET,4-way,2,33,
14,32,Howl-O-Ween Party Pet Accessories / 54,Sidekick,1,33,
14,40,Carmex 84 pc ,Sidekick,1,33,
14,40,Emergen C Daily Immunity Support (16 pieces),Sidekick,2,33,
14,40,Quest 4ct Chips,Full Endcap,1,33,
14,71,"Zinus Harmony Sofa, Dark Gray |  1 pieces",Train,1,33,
14,74,"Avanti 7.3 CF Refrigerator, Stainless Steel",Full Stack,1,33,
