Store Number,Current Delivery,Current MP Delivery Window,Updated Delivery,Updated MP Delivery Window,Comments
1696,Same Day,18:00-06:00,Same Day,16:00-04:00,
1710,Same Day,18:00-04:00,Same Day,16:00-04:00,
1721,Same Day,18:00-06:00,Same Day,16:00-04:00,
1722,Same Day,18:00-06:00,Same Day,16:00-04:00,
1723,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1726,Same Day,18:00-06:00,Same Day,16:00-04:00,
1730,Same Day,18:00-06:00,Same Day,16:00-04:00,
1732,Same Day,18:00-06:00,Same Day,16:00-04:00,
1735,Same Day,18:00-06:00,Same Day,16:00-04:00,
1736,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1737,Same Day,18:00-06:00,Same Day,16:00-04:00,
1738,Same Day,18:00-06:00,Same Day,16:00-04:00,
1740,Same Day,18:00-06:00,Same Day,18:00-04:00,
1741,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1759,Same Day,18:00-06:00,Same Day,16:00-04:00,
1761,Same Day,18:00-06:00,Same Day,16:00-04:00,
1780,Same Day,18:00-06:00,Same Day,16:00-04:00,
1787,Same Day,18:00-07:00,Same Day,16:00-04:00,
1814,Same Day,18:00-21:00,Same Day,16:00-21:00,
1825,Same Day,18:00-06:00,Same Day,18:00-04:00,
1833,Same Day,18:00-04:00,Same Day,18:00-04:00,
1848,Same Day,07:00-09:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1852,Same Day,18:00-06:00,Same Day,18:00-04:00,
1855,Same Day,18:00-06:00,Same Day,16:00-04:00,
1858,Same Day,18:00-07:00,Same Day,16:00-04:00,
1860,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1864,Same Day,18:00-06:00,Same Day,18:00-04:00,
1865,Same Day,18:00-07:00,Same Day,16:00-04:00,
1875,Same Day,18:00-04:00,Same Day,18:00-04:00,
1890,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
1892,Same Day,18:00-06:00,Same Day,16:00-04:00,
1897,Same Day,18:00-06:00,Same Day,16:00-04:00,
1898,Same Day,18:00-07:00,Same Day,16:00-04:00,
1904,Same Day,14:00-04:00,Same Day,14:00-04:00,
1938,Same Day,18:00-06:00,Same Day,16:00-04:00,
1952,Same Day,18:00-07:00,Same Day,16:00-04:00,
1955,Same Day,18:00-06:00,Same Day,16:00-04:00,
1968,Same Day,16:00-04:00,Same Day,16:00-04:00,
1981,Same Day,18:00-06:00,Same Day,18:00-04:00,
1985,Same Day,18:00-04:00,Same Day,16:00-04:00,
1998,Same Day,18:00-06:00,Same Day,16:00-04:00,
1999,Same Day,18:00-06:00,Same Day,16:00-04:00,
2004,Same Day,18:00-06:00,Same Day,16:00-04:00,
2015,Same Day,18:00-06:00,Same Day,16:00-04:00,
2038,Same Day,18:00-06:00,Same Day,18:00-04:00,
2045,Same Day,14:00-04:00,Same Day,14:00-04:00,
2087,Same Day,18:00-06:00,Same Day,16:00-04:00,
2114,Same Day,18:00-06:00,Same Day,16:00-04:00,
2136,Same Day,18:00-04:00,Same Day,18:00-04:00,
2198,Same Day,18:00-21:00,Same Day,16:00-21:00,
2204,Same Day,18:00-06:00,Same Day,16:00-04:00,
2213,Same Day,18:00-06:00,Same Day,16:00-04:00,
2215,Same Day,06:00-08:00,Next Day,16:00-19:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2231,Same Day,18:00-06:00,Same Day,16:00-04:00,
2272,Same Day,14:00-04:00,Next Day,14:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2274,Same Day,18:00-04:00,Same Day,16:00-04:00,
2279,Same Day,18:00-04:00,Same Day,16:00-04:00,
2295,Same Day,18:00-06:00,Same Day,16:00-04:00,
2306,Same Day,18:00-06:00,Same Day,16:00-04:00,
2322,Same Day,18:00-04:00,Same Day,16:00-04:00,
2352,Same Day,18:00-04:00,Same Day,16:00-04:00,
2357,Same Day,14:00-04:00,Same Day,14:00-04:00,
2412,Same Day,14:00-04:00,Same Day,14:00-04:00,
2425,Same Day,20:00-06:00,Same Day,18:00-04:00,
2435,Same Day,14:00-04:00,Same Day,14:00-04:00,
2436,Same Day,14:00-04:00,Same Day,14:00-04:00,
2437,Same Day,18:00-06:00,Same Day,16:00-04:00,
2438,Same Day,18:00-06:00,Same Day,18:00-04:00,
2443,Next Day,18:00-23:59,Next Day,16:00-04:00,
2460,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2467,Same Day,20:00-06:00,Same Day,18:00-04:00,
2488,Same Day,20:00-06:00,Same Day,18:00-04:00,
2500,Same Day,18:00-06:00,Same Day,16:00-04:00,
2514,Same Day,14:00-04:00,Next Day,14:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2520,Same Day,18:00-06:00,Same Day,16:00-04:00,
2532,Same Day,18:00-06:00,Same Day,16:00-04:00,
2533,Same Day,18:00-06:00,Same Day,16:00-04:00,
2534,Same Day,18:00-06:00,Same Day,16:00-04:00,
2560,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2564,Same Day,18:00-07:00,Same Day,16:00-04:00,
2577,Same Day,18:00-04:00,Same Day,16:00-04:00,
2600,Same Day,18:00-21:00,Same Day,16:00-21:00,
2616,Same Day,18:00-06:00,Same Day,18:00-04:00,
2642,Same Day,18:00-21:00,Same Day,16:00-21:00,
2647,Same Day,18:00-06:00,Same Day,16:00-04:00,
2690,Same Day,18:00-06:00,Same Day,16:00-04:00,
2694,Same Day,18:00-06:00,Same Day,16:00-04:00,
2714,Same Day,18:00-06:00,Same Day,16:00-04:00,
2716,Same Day,18:00-04:00,Same Day,16:00-04:00,
2717,Same Day,18:00-23:59,Same Day,16:00-04:00,
2720,Same Day,18:00-06:00,Same Day,16:00-04:00,
2723,Same Day,18:00-06:00,Same Day,16:00-04:00,
2739,Same Day,18:00-06:00,Same Day,16:00-04:00,
2748,Same Day,18:00-06:00,Same Day,16:00-04:00,
2755,Same Day,18:00-04:00,Same Day,16:00-04:00,
2757,Same Day,18:00-06:00,Same Day,16:00-04:00,
2760,Same Day,18:00-07:00,Same Day,16:00-04:00,
2764,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2791,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2795,Same Day,18:00-06:00,Same Day,16:00-04:00,
2807,Same Day,18:00-06:00,Same Day,16:00-04:00,
2820,Same Day,18:00-06:00,Same Day,16:00-04:00,
2827,Same Day,18:00-04:00,Same Day,16:00-04:00,
2846,Same Day,18:00-06:00,Same Day,16:00-04:00,
2853,Same Day,18:00-06:00,Same Day,16:00-04:00,
2856,Same Day,18:00-07:00,Same Day,16:00-04:00,
2882,Same Day,18:00-04:00,Same Day,16:00-04:00,
2889,Same Day,18:00-06:00,Same Day,16:00-04:00,
2931,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2935,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
2939,Same Day,18:00-07:00,Same Day,16:00-04:00,
2956,Same Day,18:00-04:00,Same Day,18:00-04:00,
2957,Same Day,18:00-07:00,Same Day,16:00-04:00,
2983,Same Day,20:00-06:00,Same Day,18:00-04:00,
2988,Same Day,18:00-06:00,Same Day,16:00-04:00,
2990,Next Day,18:00-23:59,Next Day,16:00-04:00,
2994,Same Day,18:00-06:00,Same Day,18:00-04:00,
3004,Same Day,18:00-06:00,Same Day,16:00-04:00,
3017,Same Day,18:00-06:00,Same Day,16:00-04:00,
3035,Next Day,16:00-10:00,Same Day,16:00-10:00,
3059,Same Day,18:00-07:00,Same Day,18:00-04:00,
3060,Same Day,18:00-07:00,Same Day,16:00-04:00,
3061,Same Day,18:00-21:00,Same Day,16:00-21:00,
3075,Same Day,18:00-06:00,Same Day,16:00-04:00,
3077,Same Day,18:00-06:00,Same Day,16:00-04:00,
3088,Same Day,18:00-06:00,Same Day,16:00-04:00,
3102,Same Day,18:00-07:00,Same Day,16:00-04:00,
3110,Same Day,18:00-21:00,Same Day,18:00-22:00,
3119,Same Day,18:00-06:00,Same Day,16:00-04:00,
3137,Same Day,18:00-06:00,Same Day,16:00-04:00,
3209,Same Day,18:00-04:00,Same Day,16:00-04:00,
3219,Same Day,18:00-06:00,Same Day,16:00-04:00,
3233,Next Day,18:00-23:59,Next Day,16:00-04:00,
3237,Next Day,18:00-23:59,Next Day,16:00-04:00,
3247,Same Day,18:00-06:00,Same Day,16:00-04:00,
3331,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3344,Same Day,16:00-04:00,Same Day,16:00-04:00,
3362,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3364,Same Day,18:00-21:00,Same Day,16:00-21:00,
3400,Same Day,18:00-21:00,Same Day,16:00-21:00,
3404,Same Day,18:00-06:00,Same Day,18:00-04:00,
3434,Same Day,18:00-04:00,Same Day,16:00-04:00,
3439,Same Day,18:00-06:00,Same Day,16:00-04:00,
3459,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3460,Same Day,18:00-04:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3484,Same Day,18:00-06:00,Same Day,18:00-04:00,
3488,Same Day,18:00-06:00,Same Day,16:00-04:00,
3489,Same Day,14:00-04:00,Same Day,14:00-04:00,
3495,Same Day,18:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3498,Same Day,18:00-06:00,Same Day,16:00-04:00,
3513,Same Day,18:00-04:00,Same Day,16:00-04:00,
3573,Same Day,18:00-06:00,Same Day,16:00-04:00,
3588,Same Day,18:00-06:00,Same Day,16:00-04:00,
3593,Same Day,20:00-06:00,Same Day,18:00-04:00,
3597,Same Day,18:00-04:00,Same Day,16:00-04:00,
3599,Same Day,18:00-21:00,Same Day,16:00-21:00,
3601,Same Day,18:00-06:00,Same Day,16:00-04:00,
3619,Same Day,20:00-06:00,Same Day,18:00-04:00,
3624,Same Day,18:00-04:00,Same Day,16:00-04:00,
3630,Same Day,18:00-04:00,Same Day,16:00-04:00,
3635,Same Day,20:00-06:00,Same Day,18:00-04:00,
3639,Same Day,18:00-04:00,Same Day,16:00-04:00,
3659,Same Day,18:00-06:00,Same Day,16:00-04:00,
3660,Same Day,18:00-06:00,Same Day,16:00-04:00,
3717,Same Day,18:00-06:00,Same Day,18:00-04:00,
3720,Same Day,14:00-04:00,Same Day,14:00-04:00,
3725,Same Day,18:00-06:00,Same Day,16:00-04:00,
3758,Next Day,18:00-23:59,Next Day,16:00-04:00,
3760,Same Day,18:00-07:00,Same Day,16:00-04:00,
3761,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3762,Same Day,18:00-21:00,Next Day,16:00-21:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3780,Same Day,18:00-04:00,Same Day,16:00-04:00,
3785,Same Day,18:00-07:00,Same Day,16:00-04:00,
3790,Same Day,18:00-04:00,Same Day,16:00-04:00,
3802,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3804,Same Day,14:00-04:00,Same Day,14:00-04:00,
3806,Same Day,18:00-07:00,Same Day,16:00-04:00,
3835,Same Day,18:00-06:00,Same Day,16:00-04:00,
3837,Same Day,18:00-04:00,Same Day,16:00-04:00,
3843,Same Day,14:00-04:00,Next Day,14:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3853,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
3869,Same Day,18:00-07:00,Same Day,16:00-04:00,
3875,Next Day,18:00-23:59,Next Day,16:00-04:00,
3880,Same Day,20:00-06:00,Same Day,18:00-04:00,
3891,Same Day,18:00-06:00,Same Day,16:00-04:00,
3893,Same Day,18:00-06:00,Same Day,16:00-04:00,
3990,Same Day,20:00-06:00,Same Day,18:00-04:00,
4187,Same Day,18:00-06:00,Same Day,18:00-04:00,
4188,Same Day,20:00-06:00,Same Day,18:00-04:00,
4191,Same Day,05:00-09:00,Same Day,16:00-23:00,
4210,Same Day,20:00-06:00,Same Day,18:00-04:00,
4226,Same Day,18:00-06:00,Same Day,16:00-04:00,
4244,Same Day,18:00-07:00,Same Day,16:00-04:00,
4246,Same Day,18:00-07:00,Same Day,16:00-04:00,
4253,Same Day,18:00-07:00,Same Day,16:00-04:00,
4256,Same Day,18:00-06:00,Same Day,16:00-04:00,
4257,Same Day,18:00-06:00,Same Day,16:00-04:00,
4258,Same Day,18:00-06:00,Same Day,16:00-04:00,
4286,Same Day,18:00-04:00,Same Day,16:00-04:00,
4318,Same Day,18:00-06:00,Same Day,16:00-04:00,
4333,Same Day,18:00-06:00,Same Day,16:00-04:00,
4350,Same Day,18:00-07:00,Same Day,16:00-04:00,
4352,Next Day,18:00-23:59,Next Day,16:00-04:00,
4357,Same Day,20:00-06:00,Same Day,18:00-04:00,
4374,Same Day,18:00-07:00,Same Day,16:00-04:00,
4378,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4388,Same Day,20:00-06:00,Same Day,18:00-04:00,
4405,Same Day,18:00-06:00,Same Day,16:00-04:00,
4407,Same Day,18:00-06:00,Same Day,16:00-04:00,
4414,Same Day,18:00-06:00,Same Day,16:00-04:00,
4435,Same Day,18:00-06:00,Same Day,16:00-04:00,
4469,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4482,Same Day,18:00-06:00,Same Day,16:00-04:00,
4483,Same Day,18:00-06:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4511,Same Day,18:00-04:00,Same Day,16:00-04:00,
4514,Same Day,16:00-04:00,Same Day,16:00-04:00,
4529,Same Day,18:00-04:00,Same Day,16:00-04:00,
4531,Same Day,18:00-06:00,Same Day,16:00-04:00,
4533,Same Day,18:00-07:00,Same Day,16:00-04:00,
4581,Same Day,18:00-06:00,Same Day,16:00-04:00,
4582,Same Day,20:00-06:00,Same Day,18:00-04:00,
4589,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4591,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4606,Same Day,18:00-07:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
4619,Same Day,20:00-06:00,Same Day,18:00-04:00,
4638,Same Day,18:00-06:00,Same Day,16:00-04:00,
4641,Same Day,18:00-06:00,Same Day,16:00-04:00,
4648,Same Day,20:00-06:00,Same Day,18:00-04:00,
4654,Same Day,20:00-06:00,Same Day,18:00-04:00,
4657,Same Day,06:00-08:00,Same Day,16:00-21:00,
4672,Same Day,20:00-06:00,Same Day,18:00-04:00,
4682,Same Day,18:00-06:00,Same Day,16:00-04:00,
4691,Same Day,20:00-06:00,Same Day,18:00-04:00,
4692,Same Day,20:00-06:00,Same Day,18:00-04:00,
4695,Same Day,18:00-04:00,Same Day,16:00-04:00,
4699,Same Day,18:00-07:00,Same Day,16:00-04:00,
4865,Next Day,18:00-23:59,Next Day,16:00-04:00,
5039,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5043,Same Day,20:00-06:00,Same Day,18:00-04:00,
5044,Same Day,18:00-07:00,Same Day,16:00-04:00,
5057,Same Day,18:00-06:00,Same Day,16:00-04:00,
5058,Same Day,18:00-06:00,Same Day,18:00-04:00,
5059,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5060,Same Day,18:00-06:00,Same Day,16:00-04:00,
5098,Same Day,06:00-08:00,Same Day,16:00-21:00,
5105,Same Day,18:00-06:00,Same Day,16:00-04:00,
5107,Same Day,20:00-06:00,Same Day,18:00-04:00,
5115,Same Day,18:00-06:00,Same Day,16:00-04:00,
5117,Same Day,18:00-04:00,Same Day,16:00-04:00,
5119,Same Day,20:00-06:00,Same Day,18:00-04:00,
5122,Same Day,20:00-06:00,Same Day,18:00-04:00,
5143,Same Day,20:00-06:00,Same Day,18:00-04:00,
5148,Same Day,20:00-06:00,Same Day,18:00-04:00,
5150,Same Day,18:00-21:00,Same Day,16:00-21:00,
5157,Same Day,18:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5173,Same Day,18:00-06:00,Same Day,16:00-04:00,
5174,Same Day,18:00-06:00,Same Day,16:00-04:00,
5175,Same Day,18:00-06:00,Same Day,16:00-04:00,
5182,Same Day,20:00-06:00,Same Day,18:00-04:00,
5188,Same Day,20:00-06:00,Same Day,18:00-04:00,
5196,Same Day,18:00-06:00,Same Day,16:00-04:00,
5197,Same Day,18:00-06:00,Same Day,16:00-04:00,
5199,Same Day,18:00-06:00,Same Day,18:00-04:00,
5248,Same Day,20:00-06:00,Same Day,18:00-04:00,
5251,Same Day,18:00-06:00,Same Day,16:00-04:00,
5256,Same Day,20:00-06:00,Same Day,18:00-04:00,
5263,Same Day,18:00-06:00,Same Day,16:00-04:00,
5276,Same Day,09:00-19:00,Same Day,16:00-19:00,
5343,Same Day,18:00-04:00,Same Day,18:00-04:00,
5348,Same Day,18:00-06:00,Same Day,16:00-04:00,
5352,Same Day,18:00-06:00,Same Day,16:00-04:00,
5382,Same Day,14:00-04:00,Same Day,14:00-04:00,
5398,Same Day,18:00-06:00,Same Day,16:00-04:00,
5399,Same Day,18:00-06:00,Same Day,16:00-04:00,
5402,Same Day,18:00-06:00,Same Day,16:00-04:00,
5419,Same Day,18:00-06:00,Same Day,16:00-04:00,
5421,Same Day,20:00-06:00,Same Day,18:00-04:00,
5422,Same Day,18:00-06:00,Same Day,16:00-04:00,
5427,Same Day,20:00-06:00,Same Day,18:00-04:00,
5442,Same Day,18:00-06:00,Same Day,16:00-04:00,
5450,Same Day,16:00-04:00,Next Day,16:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5459,Same Day,20:00-06:00,Same Day,18:00-04:00,
5477,Same Day,18:00-06:00,Same Day,16:00-04:00,
5485,Same Day,18:00-06:00,Same Day,16:00-04:00,
5616,Same Day,18:00-06:00,Same Day,16:00-04:00,
5617,Same Day,18:00-06:00,Same Day,16:00-04:00,
5623,Same Day,05:00-08:00,Same Day,16:00-21:00,
5653,Same Day,05:00-07:00,Same Day,16:00-21:00,
5703,Same Day,18:00-06:00,Same Day,16:00-04:00,
5716,Same Day,20:00-06:00,Same Day,18:00-04:00,
5731,Same Day,18:00-07:00,Same Day,16:00-04:00,
5740,Same Day,20:00-06:00,Same Day,18:00-04:00,
5744,Same Day,20:00-06:00,Same Day,18:00-04:00,
5748,Same Day,18:00-04:00,Same Day,16:00-04:00,
5753,Same Day,18:00-06:00,Same Day,18:00-04:00,
5754,Same Day,20:00-06:00,Same Day,18:00-04:00,
5769,Same Day,20:00-06:00,Same Day,18:00-04:00,
5771,Same Day,20:00-06:00,Same Day,18:00-04:00,
5776,Same Day,20:00-06:00,Same Day,18:00-04:00,
5779,Same Day,18:00-06:00,Same Day,16:00-04:00,
5780,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
5806,Next Day,18:00-23:59,Next Day,16:00-04:00,
5845,Same Day,18:00-06:00,Same Day,16:00-04:00,
5872,Same Day,18:00-06:00,Same Day,16:00-04:00,
5880,Same Day,18:00-06:00,Same Day,16:00-04:00,
5925,Same Day,20:00-06:00,Same Day,18:00-04:00,
5927,Same Day,18:00-22:00,Same Day,16:00-22:00,
5936,Same Day,18:00-06:00,Same Day,16:00-04:00,
5968,Next Day,16:00-10:00,Same Day,16:00-10:00,
5969,Same Day,18:00-06:00,Same Day,18:00-04:00,
5976,Same Day,18:00-06:00,Same Day,16:00-04:00,
5977,Same Day,18:00-06:00,Same Day,16:00-04:00,
5992,Same Day,18:00-07:00,Same Day,16:00-04:00,
6165,Same Day,20:00-06:00,Same Day,18:00-04:00,
6166,Same Day,20:00-06:00,Same Day,18:00-04:00,
6173,Same Day,18:00-06:00,Same Day,16:00-04:00,
6469,Same Day,18:00-06:00,Same Day,16:00-04:00,
6531,Same Day,20:00-06:00,Same Day,18:00-04:00,
6807,Same Day,18:00-06:00,Same Day,16:00-04:00,
6849,Same Day,20:00-06:00,Same Day,18:00-04:00,
6878,Same Day,18:00-06:00,Same Day,16:00-04:00,
6936,Same Day,20:00-06:00,Same Day,18:00-04:00,
6952,Same Day,18:00-07:00,Same Day,16:00-04:00,
6964,Same Day,18:00-06:00,Same Day,16:00-04:00,
7020,Same Day,18:00-06:00,Same Day,18:00-04:00,
7032,Same Day,18:00-06:00,Same Day,16:00-04:00,
7127,Same Day,20:00-06:00,Next Day,18:00-04:00,"Your store will not receive an MP delivery on September 9, 2025. To support this transition, your grocery DC will ship larger MP deliveries in advance."
7177,Same Day,20:00-06:00,Same Day,18:00-04:00,
7247,Same Day,18:00-07:00,Same Day,16:00-04:00,
7280,Same Day,18:00-06:00,Same Day,16:00-04:00,
7324,Same Day,18:00-06:00,Same Day,16:00-04:00,
7342,Same Day,20:00-06:00,Same Day,18:00-04:00,
8861,Same Day,20:00-06:00,Same Day,18:00-04:00,
