Store Number,PO Number,Requested Arrival,Carrier Name,Pro Number,Shipped Date,ETA Date
2104,40350544,07/31/2025,FEDEX NATIONAL LTL INC.,909207552,07/24/2025,07/31/2025
2116,40350550,07/31/2025,FEDEX NATIONAL LTL INC.,909207467,07/24/2025,07/31/2025
2118,40350551,07/31/2025,FEDEX NATIONAL LTL INC.,909207629,07/24/2025,07/31/2025
212,40350553,07/31/2025,FEDEX NATIONAL LTL INC.,909207494,07/24/2025,07/31/2025
2122,40350554,07/31/2025,FEDEX NATIONAL LTL INC.,909207557,07/24/2025,07/31/2025
2133,40350556,07/31/2025,FEDEX NATIONAL LTL INC.,909207013,07/24/2025,07/31/2025
2139,40350557,07/31/2025,FEDEX NATIONAL LTL INC.,909207554,07/24/2025,07/31/2025
2151,40350560,07/31/2025,FEDEX NATIONAL LTL INC.,909206941,07/24/2025,07/31/2025
2154,40350561,07/31/2025,FEDEX NATIONAL LTL INC.,909206691,07/24/2025,07/31/2025
2166,40350564,07/31/2025,FEDEX NATIONAL LTL INC.,909206933,07/24/2025,07/31/2025
2174,40350565,07/31/2025,FEDEX NATIONAL LTL INC.,909207054,07/24/2025,07/31/2025
2180,40350567,07/31/2025,FEDEX NATIONAL LTL INC.,909207184,07/24/2025,07/31/2025
2194,40350570,07/31/2025,FEDEX NATIONAL LTL INC.,909207370,07/24/2025,07/31/2025
2201,40350573,07/31/2025,FEDEX NATIONAL LTL INC.,909207064,07/24/2025,07/31/2025
2210,40350577,07/31/2025,FEDEX NATIONAL LTL INC.,909207393,07/24/2025,07/31/2025
2227,40350581,07/31/2025,FEDEX NATIONAL LTL INC.,909206798,07/24/2025,07/31/2025
2229,40350582,07/31/2025,FEDEX NATIONAL LTL INC.,909207427,07/24/2025,07/31/2025
2239,40350584,07/31/2025,FEDEX NATIONAL LTL INC.,909206925,07/24/2025,07/31/2025
2252,40350591,07/31/2025,FEDEX NATIONAL LTL INC.,909206828,07/24/2025,07/31/2025
2257,40350592,07/31/2025,FEDEX NATIONAL LTL INC.,909206887,07/24/2025,07/31/2025
2258,40350593,07/31/2025,FEDEX NATIONAL LTL INC.,909207061,07/24/2025,07/31/2025
2264,40350594,07/31/2025,FEDEX NATIONAL LTL INC.,909207414,07/24/2025,07/31/2025
2267,40350595,07/31/2025,FEDEX NATIONAL LTL INC.,909206799,07/24/2025,07/31/2025
2281,40350600,07/31/2025,FEDEX NATIONAL LTL INC.,909206833,07/24/2025,07/31/2025
2283,40350602,07/31/2025,FEDEX NATIONAL LTL INC.,909207577,07/24/2025,07/31/2025
2286,40350603,07/31/2025,FEDEX NATIONAL LTL INC.,909207477,07/24/2025,07/31/2025
2300,40350608,07/31/2025,FEDEX NATIONAL LTL INC.,909206786,07/24/2025,07/31/2025
2310,40350610,07/31/2025,FEDEX NATIONAL LTL INC.,909206981,07/24/2025,07/31/2025
2336,40350612,07/31/2025,FEDEX NATIONAL LTL INC.,909206935,07/24/2025,07/31/2025
2341,40350615,07/31/2025,FEDEX NATIONAL LTL INC.,909207587,07/24/2025,07/31/2025
2366,40350618,07/31/2025,FEDEX NATIONAL LTL INC.,909207612,07/24/2025,07/31/2025
2370,40350619,07/31/2025,FEDEX NATIONAL LTL INC.,909207628,07/24/2025,07/31/2025
2373,40350620,07/31/2025,FEDEX NATIONAL LTL INC.,909207645,07/24/2025,07/31/2025
2387,40350622,07/31/2025,FEDEX NATIONAL LTL INC.,909206802,07/24/2025,07/31/2025
2404,40350625,07/31/2025,FEDEX NATIONAL LTL INC.,909207034,07/24/2025,07/31/2025
2405,40350626,07/31/2025,FEDEX NATIONAL LTL INC.,909207372,07/24/2025,07/31/2025
243,40350629,07/31/2025,FEDEX NATIONAL LTL INC.,909207603,07/24/2025,07/31/2025
2438,40350630,07/31/2025,FEDEX NATIONAL LTL INC.,909207017,07/24/2025,07/31/2025
2529,40350658,07/31/2025,FEDEX NATIONAL LTL INC.,909207216,07/24/2025,07/31/2025
2531,40350659,07/31/2025,FEDEX NATIONAL LTL INC.,909207526,07/24/2025,07/31/2025
2561,40350673,07/31/2025,FEDEX NATIONAL LTL INC.,909206984,07/24/2025,07/31/2025
2581,40350676,07/31/2025,FEDEX NATIONAL LTL INC.,909207455,07/24/2025,07/31/2025
2583,40350677,07/31/2025,FEDEX NATIONAL LTL INC.,909207328,07/24/2025,07/31/2025
2586,40350679,07/31/2025,FEDEX NATIONAL LTL INC.,909207401,07/24/2025,07/31/2025
2591,40350680,07/31/2025,FEDEX NATIONAL LTL INC.,909207070,07/24/2025,07/31/2025
2599,40350686,07/31/2025,FEDEX NATIONAL LTL INC.,909206676,07/24/2025,07/31/2025
2612,40350687,07/31/2025,FEDEX NATIONAL LTL INC.,909206760,07/24/2025,07/31/2025
2616,40350689,07/31/2025,FEDEX NATIONAL LTL INC.,909207502,07/24/2025,07/31/2025
2627,40350692,07/31/2025,FEDEX NATIONAL LTL INC.,909207146,07/24/2025,07/31/2025
2637,40350698,07/31/2025,FEDEX NATIONAL LTL INC.,909207437,07/24/2025,07/31/2025
2683,40350714,07/31/2025,FEDEX NATIONAL LTL INC.,909207619,07/24/2025,07/31/2025
2695,40350715,07/31/2025,FEDEX NATIONAL LTL INC.,909206779,07/24/2025,07/31/2025
2718,40350728,07/31/2025,FEDEX NATIONAL LTL INC.,909207103,07/24/2025,07/31/2025
272,40350730,07/31/2025,FEDEX NATIONAL LTL INC.,909206766,07/24/2025,07/31/2025
2747,40350733,07/31/2025,FEDEX NATIONAL LTL INC.,909207585,07/24/2025,07/31/2025
2757,40350736,07/31/2025,FEDEX NATIONAL LTL INC.,909207133,07/24/2025,07/31/2025
2763,40350737,07/31/2025,FEDEX NATIONAL LTL INC.,909207361,07/24/2025,07/31/2025
277,40350742,07/31/2025,FEDEX NATIONAL LTL INC.,909207390,07/24/2025,07/31/2025
2814,40350746,07/31/2025,FEDEX NATIONAL LTL INC.,909206757,07/24/2025,07/31/2025
2847,40350754,07/31/2025,FEDEX NATIONAL LTL INC.,909207462,07/24/2025,07/31/2025
2860,40350758,07/31/2025,FEDEX NATIONAL LTL INC.,909207033,07/24/2025,07/31/2025
2864,40350760,07/31/2025,FEDEX NATIONAL LTL INC.,909207299,07/24/2025,07/31/2025
2874,40350761,07/31/2025,FEDEX NATIONAL LTL INC.,909207281,07/24/2025,07/31/2025
2891,40350765,07/31/2025,FEDEX NATIONAL LTL INC.,909207271,07/24/2025,07/31/2025
2902,40350766,07/31/2025,FEDEX NATIONAL LTL INC.,909207521,07/24/2025,07/31/2025
2903,40350767,07/31/2025,FEDEX NATIONAL LTL INC.,909207541,07/24/2025,07/31/2025
2904,40350768,07/31/2025,FEDEX NATIONAL LTL INC.,909207609,07/24/2025,07/31/2025
2905,40350769,07/31/2025,FEDEX NATIONAL LTL INC.,909207318,07/24/2025,07/31/2025
2906,40350770,07/31/2025,FEDEX NATIONAL LTL INC.,909207206,07/24/2025,07/31/2025
2915,40350773,07/31/2025,FEDEX NATIONAL LTL INC.,909207441,07/24/2025,07/31/2025
2916,40350774,07/31/2025,FEDEX NATIONAL LTL INC.,909207471,07/24/2025,07/31/2025
2917,40350775,07/31/2025,FEDEX NATIONAL LTL INC.,909206694,07/24/2025,07/31/2025
2946,40350779,07/31/2025,FEDEX NATIONAL LTL INC.,909206635,07/24/2025,07/31/2025
2962,40350784,07/31/2025,FEDEX NATIONAL LTL INC.,909206816,07/24/2025,07/31/2025
297,40350786,07/31/2025,FEDEX NATIONAL LTL INC.,909207337,07/24/2025,07/31/2025
2991,40350790,07/31/2025,FEDEX NATIONAL LTL INC.,909207356,07/24/2025,07/31/2025
2993,40350791,07/31/2025,FEDEX NATIONAL LTL INC.,909207389,07/24/2025,07/31/2025
3017,40350794,07/31/2025,FEDEX NATIONAL LTL INC.,909207647,07/24/2025,07/31/2025
3058,40350795,07/31/2025,FEDEX NATIONAL LTL INC.,909207022,07/24/2025,07/31/2025
3106,40350796,07/31/2025,FEDEX NATIONAL LTL INC.,909207402,07/24/2025,07/31/2025
3118,40350797,07/31/2025,FEDEX NATIONAL LTL INC.,909207555,07/24/2025,07/31/2025
3136,40350799,07/31/2025,FEDEX NATIONAL LTL INC.,909206735,07/24/2025,07/31/2025
3163,40350801,07/31/2025,FEDEX NATIONAL LTL INC.,909207201,07/24/2025,07/31/2025
3188,40350803,07/31/2025,FEDEX NATIONAL LTL INC.,909206796,07/24/2025,07/31/2025
322,40350806,07/31/2025,FEDEX NATIONAL LTL INC.,909206775,07/24/2025,07/31/2025
3226,40350808,07/31/2025,FEDEX NATIONAL LTL INC.,909206783,07/24/2025,07/31/2025
3235,40350810,07/31/2025,FEDEX NATIONAL LTL INC.,909206877,07/24/2025,07/31/2025
3243,40350813,07/31/2025,FEDEX NATIONAL LTL INC.,909206995,07/24/2025,07/31/2025
3261,40350817,07/31/2025,FEDEX NATIONAL LTL INC.,909206705,07/24/2025,07/31/2025
3265,40350818,07/31/2025,FEDEX NATIONAL LTL INC.,909206722,07/24/2025,07/31/2025
3274,40350819,07/31/2025,FEDEX NATIONAL LTL INC.,909206707,07/24/2025,07/31/2025
3279,40350821,07/31/2025,FEDEX NATIONAL LTL INC.,909207597,07/24/2025,07/31/2025
3280,40350822,07/31/2025,FEDEX NATIONAL LTL INC.,909207153,07/24/2025,07/31/2025
3296,40350824,07/31/2025,FEDEX NATIONAL LTL INC.,909207314,07/24/2025,07/31/2025
3301,40350825,07/31/2025,FEDEX NATIONAL LTL INC.,909207436,07/24/2025,07/31/2025
3302,40350826,07/31/2025,FEDEX NATIONAL LTL INC.,909206890,07/24/2025,07/31/2025
3320,40350828,07/31/2025,FEDEX NATIONAL LTL INC.,909206647,07/24/2025,07/31/2025
3329,40350829,07/31/2025,FEDEX NATIONAL LTL INC.,909207522,07/24/2025,07/31/2025
3388,40350836,07/31/2025,FEDEX NATIONAL LTL INC.,909207535,07/24/2025,07/31/2025
3390,40350837,07/31/2025,FEDEX NATIONAL LTL INC.,909206695,07/24/2025,07/31/2025
3391,40350838,07/31/2025,FEDEX NATIONAL LTL INC.,909207395,07/24/2025,07/31/2025
3397,40350840,07/31/2025,FEDEX NATIONAL LTL INC.,909206885,07/24/2025,07/31/2025
3420,40350843,07/31/2025,FEDEX NATIONAL LTL INC.,909207449,07/24/2025,07/31/2025
3425,40350845,07/31/2025,FEDEX NATIONAL LTL INC.,909206752,07/24/2025,07/31/2025
3491,40350855,07/31/2025,FEDEX NATIONAL LTL INC.,909207602,07/24/2025,07/31/2025
35,40350858,07/31/2025,FEDEX NATIONAL LTL INC.,909207231,07/24/2025,07/31/2025
3500,40350859,07/31/2025,FEDEX NATIONAL LTL INC.,909206962,07/24/2025,07/31/2025
351,40350860,07/31/2025,FEDEX NATIONAL LTL INC.,909206937,07/24/2025,07/31/2025
3510,40350861,07/31/2025,FEDEX NATIONAL LTL INC.,909207287,07/24/2025,07/31/2025
3518,40350863,07/31/2025,FEDEX NATIONAL LTL INC.,909207293,07/24/2025,07/31/2025
3525,40350867,07/31/2025,FEDEX NATIONAL LTL INC.,909207632,07/24/2025,07/31/2025
3531,40350868,07/31/2025,FEDEX NATIONAL LTL INC.,909207460,07/24/2025,07/31/2025
3569,40350875,07/31/2025,FEDEX NATIONAL LTL INC.,909207289,07/24/2025,07/31/2025
3584,40350877,07/31/2025,FEDEX NATIONAL LTL INC.,909207347,07/24/2025,07/31/2025
3585,40350878,07/31/2025,FEDEX NATIONAL LTL INC.,909206969,07/24/2025,07/31/2025
3588,40350879,07/31/2025,FEDEX NATIONAL LTL INC.,909207129,07/24/2025,07/31/2025
3621,40350884,07/31/2025,FEDEX NATIONAL LTL INC.,909207616,07/24/2025,07/31/2025
3623,40350885,07/31/2025,FEDEX NATIONAL LTL INC.,909207422,07/24/2025,07/31/2025
3640,40350887,07/31/2025,FEDEX NATIONAL LTL INC.,909207412,07/24/2025,07/31/2025
3645,40350888,07/31/2025,FEDEX NATIONAL LTL INC.,909207374,07/24/2025,07/31/2025
3710,40350889,07/31/2025,FEDEX NATIONAL LTL INC.,909207391,07/24/2025,07/31/2025
3757,40350894,07/31/2025,FEDEX NATIONAL LTL INC.,909207589,07/24/2025,07/31/2025
3763,40350896,07/31/2025,FEDEX NATIONAL LTL INC.,909207409,07/24/2025,07/31/2025
3782,40350901,07/31/2025,FEDEX NATIONAL LTL INC.,909207057,07/24/2025,07/31/2025
3794,40350903,07/31/2025,FEDEX NATIONAL LTL INC.,909207272,07/24/2025,07/31/2025
3801,40350906,07/31/2025,FEDEX NATIONAL LTL INC.,909207435,07/24/2025,07/31/2025
3827,40350909,07/31/2025,FEDEX NATIONAL LTL INC.,909207505,07/24/2025,07/31/2025
3888,40350913,07/31/2025,FEDEX NATIONAL LTL INC.,909207484,07/24/2025,07/31/2025
389,40350914,07/31/2025,FEDEX NATIONAL LTL INC.,909207445,07/24/2025,07/31/2025
395,40350915,07/31/2025,FEDEX NATIONAL LTL INC.,909207224,07/24/2025,07/31/2025
400,40350916,07/31/2025,FEDEX NATIONAL LTL INC.,909206804,07/24/2025,07/31/2025
4131,40350920,07/31/2025,FEDEX NATIONAL LTL INC.,909206967,07/24/2025,07/31/2025
4262,40350925,07/31/2025,FEDEX NATIONAL LTL INC.,909206719,07/24/2025,07/31/2025
4298,40350927,07/31/2025,FEDEX NATIONAL LTL INC.,909207569,07/24/2025,07/31/2025
4303,40350929,07/31/2025,FEDEX NATIONAL LTL INC.,909206679,07/24/2025,07/31/2025
4332,40350930,07/31/2025,FEDEX NATIONAL LTL INC.,909206782,07/24/2025,07/31/2025
437,40350934,07/31/2025,FEDEX NATIONAL LTL INC.,909207077,07/24/2025,07/31/2025
4387,40350936,07/31/2025,FEDEX NATIONAL LTL INC.,909207592,07/24/2025,07/31/2025
4394,40350938,07/31/2025,FEDEX NATIONAL LTL INC.,909206664,07/24/2025,07/31/2025
4403,40350939,07/31/2025,FEDEX NATIONAL LTL INC.,909207270,07/24/2025,07/31/2025
4435,40350941,07/31/2025,FEDEX NATIONAL LTL INC.,909206985,07/24/2025,07/31/2025
4444,40350944,07/31/2025,FEDEX NATIONAL LTL INC.,909207469,07/24/2025,07/31/2025
447,40350946,07/31/2025,FEDEX NATIONAL LTL INC.,909207114,07/24/2025,07/31/2025
4482,40350947,07/31/2025,FEDEX NATIONAL LTL INC.,909207128,07/24/2025,07/31/2025
4509,40350948,07/31/2025,FEDEX NATIONAL LTL INC.,909206745,07/24/2025,07/31/2025
452,40350949,07/31/2025,FEDEX NATIONAL LTL INC.,909207116,07/24/2025,07/31/2025
4526,40350951,07/31/2025,FEDEX NATIONAL LTL INC.,909207005,07/24/2025,07/31/2025
456,40350953,07/31/2025,FEDEX NATIONAL LTL INC.,909206685,07/24/2025,07/31/2025
4600,40350956,07/31/2025,FEDEX NATIONAL LTL INC.,909207433,07/24/2025,07/31/2025
461,40350958,07/31/2025,FEDEX NATIONAL LTL INC.,909206958,07/24/2025,07/31/2025
462,40350959,07/31/2025,FEDEX NATIONAL LTL INC.,909206716,07/24/2025,07/31/2025
4621,40350960,07/31/2025,FEDEX NATIONAL LTL INC.,909207530,07/24/2025,07/31/2025
464,40350961,07/31/2025,FEDEX NATIONAL LTL INC.,909206681,07/24/2025,07/31/2025
4644,40350962,07/31/2025,FEDEX NATIONAL LTL INC.,909207030,07/24/2025,07/31/2025
470,40350965,07/31/2025,FEDEX NATIONAL LTL INC.,909206741,07/24/2025,07/31/2025
475,40350966,07/31/2025,FEDEX NATIONAL LTL INC.,909206638,07/24/2025,07/31/2025
500,40350969,07/31/2025,FEDEX NATIONAL LTL INC.,909206785,07/24/2025,07/31/2025
5045,40350974,07/31/2025,FEDEX NATIONAL LTL INC.,909207397,07/24/2025,07/31/2025
5073,40350979,07/31/2025,FEDEX NATIONAL LTL INC.,909207053,07/24/2025,07/31/2025
5091,40350981,07/31/2025,FEDEX NATIONAL LTL INC.,909207475,07/24/2025,07/31/2025
512,40350988,07/31/2025,FEDEX NATIONAL LTL INC.,909207432,07/24/2025,07/31/2025
5145,40350997,07/31/2025,FEDEX NATIONAL LTL INC.,909206998,07/24/2025,07/31/2025
5150,40350999,07/31/2025,FEDEX NATIONAL LTL INC.,909207045,07/24/2025,07/31/2025
5202,40351011,07/31/2025,FEDEX NATIONAL LTL INC.,909207591,07/24/2025,07/31/2025
5214,40351012,07/31/2025,FEDEX NATIONAL LTL INC.,909206764,07/24/2025,07/31/2025
5227,40351014,07/31/2025,FEDEX NATIONAL LTL INC.,909207032,07/24/2025,07/31/2025
5242,40351018,07/31/2025,FEDEX NATIONAL LTL INC.,909207447,07/24/2025,07/31/2025
5245,40351019,07/31/2025,FEDEX NATIONAL LTL INC.,909207155,07/24/2025,07/31/2025
5250,40351021,07/31/2025,FEDEX NATIONAL LTL INC.,909207073,07/24/2025,07/31/2025
5266,40351024,07/31/2025,FEDEX NATIONAL LTL INC.,909206659,07/24/2025,07/31/2025
5278,40351026,07/31/2025,FEDEX NATIONAL LTL INC.,909207485,07/24/2025,07/31/2025
5287,40351028,07/31/2025,FEDEX NATIONAL LTL INC.,909207009,07/24/2025,07/31/2025
529,40351029,07/31/2025,FEDEX NATIONAL LTL INC.,909206867,07/24/2025,07/31/2025
5293,40351030,07/31/2025,FEDEX NATIONAL LTL INC.,909207383,07/24/2025,07/31/2025
5295,40351033,07/31/2025,FEDEX NATIONAL LTL INC.,909207545,07/24/2025,07/31/2025
5299,40351034,07/31/2025,FEDEX NATIONAL LTL INC.,909206714,07/24/2025,07/31/2025
5312,40351037,07/31/2025,FEDEX NATIONAL LTL INC.,909206769,07/24/2025,07/31/2025
5313,40351039,07/31/2025,FEDEX NATIONAL LTL INC.,909207601,07/24/2025,07/31/2025
5317,40351040,07/31/2025,FEDEX NATIONAL LTL INC.,909207109,07/24/2025,07/31/2025
537,40351051,07/31/2025,FEDEX NATIONAL LTL INC.,909206640,07/24/2025,07/31/2025
5388,40351054,07/31/2025,FEDEX NATIONAL LTL INC.,909206709,07/24/2025,07/31/2025
5390,40351055,07/31/2025,FEDEX NATIONAL LTL INC.,909206678,07/24/2025,07/31/2025
5391,40351056,07/31/2025,FEDEX NATIONAL LTL INC.,909206795,07/24/2025,07/31/2025
5420,40351062,07/31/2025,FEDEX NATIONAL LTL INC.,909206706,07/24/2025,07/31/2025
544,40351069,07/31/2025,FEDEX NATIONAL LTL INC.,909207371,07/24/2025,07/31/2025
546,40351073,07/31/2025,FEDEX NATIONAL LTL INC.,909207544,07/24/2025,07/31/2025
5462,40351074,07/31/2025,FEDEX NATIONAL LTL INC.,909206945,07/24/2025,07/31/2025
5488,40351075,07/31/2025,FEDEX NATIONAL LTL INC.,909206738,07/24/2025,07/31/2025
554,40351079,07/31/2025,FEDEX NATIONAL LTL INC.,909207219,07/24/2025,07/31/2025
5612,40351080,07/31/2025,FEDEX NATIONAL LTL INC.,909207353,07/24/2025,07/31/2025
564,40351083,07/31/2025,FEDEX NATIONAL LTL INC.,909207378,7/25/2025,07/31/2025
5717,40351086,07/31/2025,FEDEX NATIONAL LTL INC.,909207295,7/25/2025,07/31/2025
576,40351088,07/31/2025,FEDEX NATIONAL LTL INC.,909207543,7/25/2025,07/31/2025
577,40351089,07/31/2025,FEDEX NATIONAL LTL INC.,909207051,7/25/2025,07/31/2025
578,40351090,07/31/2025,FEDEX NATIONAL LTL INC.,909207627,7/25/2025,07/31/2025
5809,40351092,07/31/2025,FEDEX NATIONAL LTL INC.,909207456,7/25/2025,07/31/2025
5927,40351098,07/31/2025,FEDEX NATIONAL LTL INC.,909207510,7/25/2025,07/31/2025
595,40351099,07/31/2025,FEDEX NATIONAL LTL INC.,909207298,7/25/2025,07/31/2025
5959,40351100,07/31/2025,FEDEX NATIONAL LTL INC.,909207343,7/25/2025,07/31/2025
608,40351102,07/31/2025,FEDEX NATIONAL LTL INC.,909207335,7/25/2025,07/31/2025
622,40351103,07/31/2025,FEDEX NATIONAL LTL INC.,909206651,7/25/2025,07/31/2025
623,40351104,07/31/2025,FEDEX NATIONAL LTL INC.,909206710,7/25/2025,07/31/2025
635,40351106,07/31/2025,FEDEX NATIONAL LTL INC.,909207578,7/25/2025,07/31/2025
648,40351109,07/31/2025,FEDEX NATIONAL LTL INC.,909206645,7/25/2025,07/31/2025
651,40351110,07/31/2025,FEDEX NATIONAL LTL INC.,909207076,7/25/2025,07/31/2025
657,40351111,07/31/2025,FEDEX NATIONAL LTL INC.,909207572,7/25/2025,07/31/2025
659,40351112,07/31/2025,FEDEX NATIONAL LTL INC.,909206723,7/25/2025,07/31/2025
672,40351113,07/31/2025,FEDEX NATIONAL LTL INC.,909207235,7/25/2025,07/31/2025
682,40351114,07/31/2025,FEDEX NATIONAL LTL INC.,909207423,7/25/2025,07/31/2025
685,40351115,07/31/2025,FEDEX NATIONAL LTL INC.,909207229,7/25/2025,07/31/2025
688,40351116,07/31/2025,FEDEX NATIONAL LTL INC.,909207068,7/25/2025,07/31/2025
6930,40351117,07/31/2025,FEDEX NATIONAL LTL INC.,909207534,7/25/2025,07/31/2025
695,40351119,07/31/2025,FEDEX NATIONAL LTL INC.,909207056,7/25/2025,07/31/2025
699,40351121,07/31/2025,FEDEX NATIONAL LTL INC.,909206863,7/25/2025,07/31/2025
6998,40351122,07/31/2025,FEDEX NATIONAL LTL INC.,909207528,7/25/2025,07/31/2025
703,40351123,07/31/2025,FEDEX NATIONAL LTL INC.,909207362,7/25/2025,07/31/2025
712,40351124,07/31/2025,FEDEX NATIONAL LTL INC.,909207036,7/25/2025,07/31/2025
715,40351125,07/31/2025,FEDEX NATIONAL LTL INC.,909206845,7/25/2025,07/31/2025
718,40351126,07/31/2025,FEDEX NATIONAL LTL INC.,909206732,7/25/2025,07/31/2025
721,40351127,07/31/2025,FEDEX NATIONAL LTL INC.,909206920,7/25/2025,07/31/2025
725,40351128,07/31/2025,FEDEX NATIONAL LTL INC.,909206630,7/25/2025,07/31/2025
742,40351129,07/31/2025,FEDEX NATIONAL LTL INC.,909207026,7/25/2025,07/31/2025
743,40351130,07/31/2025,FEDEX NATIONAL LTL INC.,909207157,7/25/2025,07/31/2025
744,40351131,07/31/2025,FEDEX NATIONAL LTL INC.,909206955,7/25/2025,07/31/2025
752,40351132,07/31/2025,FEDEX NATIONAL LTL INC.,909206851,7/25/2025,07/31/2025
772,40351133,07/31/2025,FEDEX NATIONAL LTL INC.,909206753,7/25/2025,07/31/2025
785,40351134,07/31/2025,FEDEX NATIONAL LTL INC.,909207110,7/25/2025,07/31/2025
805,40351137,07/31/2025,FEDEX NATIONAL LTL INC.,909206977,7/25/2025,07/31/2025
807,40351139,07/31/2025,FEDEX NATIONAL LTL INC.,909206803,7/25/2025,07/31/2025
816,40351142,07/31/2025,FEDEX NATIONAL LTL INC.,909206734,7/25/2025,07/31/2025
817,40351143,07/31/2025,FEDEX NATIONAL LTL INC.,909207593,7/25/2025,07/31/2025
8331,40351144,07/31/2025,FEDEX NATIONAL LTL INC.,909207375,7/25/2025,07/31/2025
848,40351146,07/31/2025,FEDEX NATIONAL LTL INC.,909207428,7/25/2025,07/31/2025
849,40351147,07/31/2025,FEDEX NATIONAL LTL INC.,909206896,7/25/2025,07/31/2025
853,40351149,07/31/2025,FEDEX NATIONAL LTL INC.,909207225,7/25/2025,07/31/2025
865,40351150,07/31/2025,FEDEX NATIONAL LTL INC.,909206843,7/25/2025,07/31/2025
866,40351151,07/31/2025,FEDEX NATIONAL LTL INC.,909206911,7/25/2025,07/31/2025
887,40351153,07/31/2025,FEDEX NATIONAL LTL INC.,909207215,7/25/2025,07/31/2025
890,40351154,07/31/2025,FEDEX NATIONAL LTL INC.,909207650,7/25/2025,07/31/2025
908,40351158,07/31/2025,FEDEX NATIONAL LTL INC.,909207637,7/25/2025,07/31/2025
915,40351160,07/31/2025,FEDEX NATIONAL LTL INC.,909206727,7/25/2025,07/31/2025
916,40351161,07/31/2025,FEDEX NATIONAL LTL INC.,909207398,7/25/2025,07/31/2025
928,40351162,07/31/2025,FEDEX NATIONAL LTL INC.,909207615,7/25/2025,07/31/2025
942,40351165,07/31/2025,FEDEX NATIONAL LTL INC.,909207613,7/25/2025,07/31/2025
944,40351166,07/31/2025,FEDEX NATIONAL LTL INC.,909207598,7/25/2025,07/31/2025
945,40351167,07/31/2025,FEDEX NATIONAL LTL INC.,909206881,7/25/2025,07/31/2025
950,40351168,07/31/2025,FEDEX NATIONAL LTL INC.,909207065,7/25/2025,07/31/2025
955,40351170,07/31/2025,FEDEX NATIONAL LTL INC.,909207625,7/25/2025,07/31/2025
964,40351171,07/31/2025,FEDEX NATIONAL LTL INC.,909207413,7/25/2025,07/31/2025
969,40351172,07/31/2025,FEDEX NATIONAL LTL INC.,909206800,7/25/2025,07/31/2025
974,40351174,07/31/2025,FEDEX NATIONAL LTL INC.,909207638,7/25/2025,07/31/2025
981,40351176,07/31/2025,FEDEX NATIONAL LTL INC.,909207093,7/25/2025,07/31/2025
990,40351179,07/31/2025,FEDEX NATIONAL LTL INC.,909207069,7/25/2025,07/31/2025
994,40351180,07/31/2025,FEDEX NATIONAL LTL INC.,909207106,7/25/2025,07/31/2025
999,40351181,07/31/2025,FEDEX NATIONAL LTL INC.,909207417,7/25/2025,07/31/2025
2800,40351217,07/31/2025,FEDEX NATIONAL LTL INC.,909207517,7/25/2025,07/31/2025
2188,40350569,07/31/2025,FEDEX NATIONAL LTL INC.,6344713421,7/10/2025,7/15/2025
