Market ID,Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
441,53,1138,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202314,88.20%,90.60%,6.1,92.00%,93.70%,86.30%,80.90%
441,53,1274,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202314,90.30%,97.60%,7.2,94.50%,94.40%,87.80%,86.60%
442,53,1515,UBER,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202314,91.50%,95.20%,9.2,94.70%,98.00%,86.10%,81.10%
444,53,1012,ROADIE,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202314,74.60%,98.60%,8.6,72.20%,88.20%,78.90%,58.80%
218,21,1564,POINTPICKUP,Scheduled Standard Delivery,39,Executive Review,Degrading,Driver Supply Focus,202314,85.00%,96.70%,9.1,88.00%,88.40%,81.10%,83.80%
223,21,3641,ROADIE,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202314,97.40%,92.40%,5.5,98.80%,100.00%,90.90%,80.00%
225,21,3749,ROADIE,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202314,87.60%,91.50%,9.8,85.70%,96.00%,75.90%,95.70%
239,21,1745,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202314,89.90%,96.50%,8.7,90.50%,93.30%,94.20%,81.20%
239,21,2275,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202314,89.90%,95.80%,6.1,91.40%,94.70%,87.50%,86.60%
248,21,1425,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202314,88.00%,98.40%,6.5,92.50%,90.60%,76.90%,92.50%
15,14,3119,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202314,89.40%,97.00%,8.9,92.20%,90.70%,87.80%,87.10%
93,3,538,UBER,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,202314,91.80%,99.40%,9.6,93.60%,94.30%,93.00%,86.50%
5,12,7324,POINTPICKUP,Scheduled Standard Delivery,48,Executive Review,Degrading,Driver Supply Focus,202314,90.90%,100.00%,8.2,83.30%,100.00%,100.00%,80.00%
11,14,764,UBER,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202314,94.20%,97.70%,9.3,100.00%,95.20%,88.20%,91.70%
121,2,366,SPARK,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202314,94.20%,98.50%,7,94.80%,95.70%,97.40%,89.40%
122,2,1194,POINTPICKUP,Scheduled Standard Delivery,47,Executive Review,Degrading,Driver Supply Focus,202314,45.50%,90.50%,7.9,40.00%,0.00%,50.00%,66.70%
123,2,578,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202314,92.90%,95.60%,7.6,96.20%,95.20%,94.50%,86.10%
123,2,578,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202314,91.80%,93.70%,8.8,96.20%,95.00%,96.90%,84.70%
123,2,724,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202314,73.30%,100.00%,7.1,100.00%,100.00%,40.00%,80.00%
123,2,1159,SPARK,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202314,89.00%,100.00%,5,90.60%,86.00%,87.00%,91.40%
124,4,620,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202314,95.60%,100.00%,7.8,100.00%,100.00%,88.20%,100.00%
124,4,2749,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202314,80.60%,97.30%,5.5,78.90%,84.60%,75.00%,85.70%
140,13,903,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,91.60%,95.30%,8.8,93.60%,94.60%,89.50%,89.00%
140,13,3059,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202314,88.30%,98.40%,7.1,87.30%,85.50%,95.50%,85.60%
144,12,6964,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202314,94.40%,96.80%,9.9,96.40%,96.00%,94.90%,89.80%
147,12,393,SPARK,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202314,90.20%,93.10%,9.9,91.20%,91.70%,87.70%,90.50%
149,12,264,UBER,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202314,51.70%,96.80%,6.1,61.50%,75.00%,50.00%,16.70%
149,12,1075,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202314,87.80%,100.00%,7.1,91.70%,91.30%,85.20%,83.80%
151,12,3017,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202314,87.80%,94.90%,8.9,83.30%,100.00%,82.40%,87.50%
152,41,657,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Degrading,Driver Supply Focus,202314,82.10%,92.50%,7.9,57.10%,84.60%,91.70%,85.70%
152,41,668,POINTPICKUP,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202314,86.90%,90.50%,9.7,96.80%,84.40%,77.10%,88.60%
152,41,5175,POINTPICKUP,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202314,91.20%,99.20%,7.8,88.60%,91.70%,92.30%,93.10%
498,59,5908,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202314,84.40%,100.00%,8.7,100.00%,75.00%,75.00%,83.30%
566,59,5107,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202314,66.30%,97.50%,8.9,60.30%,56.60%,68.60%,78.10%
18,2,2753,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202314,91.40%,99.10%,5.2,92.90%,93.40%,93.20%,85.50%
18,2,5812,SPARK,Scheduled Standard Delivery,39,Executive Review,Recovering,Driver Supply Focus,202314,90.70%,98.60%,6.9,94.10%,95.20%,92.90%,80.20%
19,2,6998,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,89.90%,92.20%,9.2,94.00%,84.70%,88.40%,92.70%
20,2,3118,SPARK,Scheduled Standard Delivery,35,Executive Review,Degrading,Driver Supply Focus,202314,83.60%,91.90%,9.7,89.80%,80.70%,83.10%,80.30%
21,2,3,UBER,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202314,85.40%,95.20%,9.1,100.00%,70.00%,75.00%,92.30%
24,2,2941,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202314,89.80%,93.10%,8.9,91.50%,91.80%,83.80%,91.90%
323,42,5261,POINTPICKUP,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202314,84.70%,91.20%,9.7,83.30%,94.40%,81.70%,80.50%
107,9,814,POINTPICKUP,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202314,86.00%,96.50%,8.6,98.30%,75.50%,85.20%,82.60%
553,9,4303,ROADIE,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202314,78.50%,91.80%,6.8,80.60%,88.90%,80.30%,64.00%
553,9,4303,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,86.30%,93.30%,6.8,91.80%,89.30%,90.40%,73.50%
467,60,5861,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202314,92.80%,95.90%,7,92.10%,95.60%,89.00%,96.10%
472,60,2121,ROADIE,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202314,89.00%,97.90%,8.9,85.70%,100.00%,87.50%,87.70%
472,60,2121,SPARK,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202314,90.50%,97.60%,7.1,91.10%,93.10%,85.60%,91.80%
476,60,1876,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202314,74.40%,98.90%,4.4,42.90%,82.60%,95.20%,67.90%
419,52,1447,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202314,71.10%,99.60%,7.8,78.00%,70.70%,62.80%,72.90%
422,52,3498,POINTPICKUP,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202314,34.70%,100.00%,7.8,50.00%,40.00%,23.80%,34.40%
424,52,3102,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202314,89.80%,97.20%,6,96.80%,92.50%,91.00%,77.50%
405,46,4678,POINTPICKUP,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202314,69.60%,100.00%,7.4,77.80%,57.10%,0.00%,0.00%
388,54,921,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202314,86.70%,95.90%,5.9,98.40%,84.50%,91.50%,71.90%
388,54,986,SPARK,Scheduled Standard Delivery,42,Executive Review,Degrading,Driver Supply Focus,202314,75.50%,100.00%,9.6,77.80%,78.60%,83.30%,50.00%
388,54,1199,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202314,80.50%,98.30%,6.2,83.10%,67.80%,74.60%,93.30%
389,47,842,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202314,95.10%,93.60%,8.7,96.10%,97.40%,98.60%,88.90%
582,54,3208,POINTPICKUP,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202314,46.90%,93.90%,5.3,27.30%,57.10%,40.00%,66.70%
585,47,2293,SPARK,Scheduled Standard Delivery,48,Executive Review,Degrading,Driver Supply Focus,202314,81.10%,96.50%,6.5,78.20%,87.50%,75.50%,81.80%
427,54,1567,POINTPICKUP,Scheduled Standard Delivery,24,Executive Review,Recovering,Driver Supply Focus,202314,83.90%,98.90%,7.6,92.30%,85.70%,60.00%,82.10%
433,47,645,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,85.00%,96.30%,6.4,78.90%,89.00%,88.80%,83.10%
154,16,2174,UBER,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202314,89.90%,98.20%,9.8,96.00%,96.00%,86.40%,83.70%
156,16,2629,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,78.90%,92.60%,8.4,82.20%,75.90%,69.50%,86.70%
157,16,2660,SPARK,Scheduled Standard Delivery,12,Executive Review,Degrading,Driver Supply Focus,202314,86.50%,96.60%,6.6,87.20%,93.50%,81.00%,84.50%
157,16,2903,SPARK,Scheduled Standard Delivery,28,Executive Review,Recovering,Driver Supply Focus,202314,89.80%,91.20%,7.5,91.90%,89.20%,91.20%,87.10%
159,16,2128,POINTPICKUP,Scheduled Standard Delivery,45,Executive Review,Degrading,Driver Supply Focus,202314,76.90%,89.30%,9.9,70.70%,69.00%,80.90%,86.40%
159,16,2902,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,89.30%,97.40%,8.7,92.60%,91.40%,87.90%,84.90%
160,16,3561,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202314,85.90%,98.50%,7,83.60%,93.20%,87.80%,80.00%
181,16,2138,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,89.80%,99.60%,4.8,92.90%,82.50%,90.00%,93.40%
181,16,2332,SPARK,Scheduled Standard Delivery,37,Executive Review,Degrading,Driver Supply Focus,202314,93.20%,88.70%,7.6,87.20%,98.80%,97.10%,91.10%
183,16,2659,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202314,93.30%,97.50%,9.7,94.90%,94.30%,88.00%,95.80%
184,16,1796,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202314,89.60%,93.40%,9.5,88.00%,92.20%,93.30%,85.20%
184,16,1930,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,90.50%,93.90%,7.2,90.40%,87.80%,92.20%,91.80%
194,17,1966,ROADIE,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,92.70%,97.60%,7.9,100.00%,100.00%,91.70%,75.00%
195,17,2210,ROADIE,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202314,82.80%,91.70%,8.5,80.00%,92.90%,66.70%,89.50%
228,17,2278,ROADIE,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202314,85.50%,94.50%,6.7,80.00%,60.00%,100.00%,85.00%
228,17,3253,SPARK,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,202314,95.00%,96.90%,5.8,97.30%,89.90%,96.50%,96.40%
228,17,3429,POINTPICKUP,Scheduled Standard Delivery,36,Executive Review,-,Driver Supply Focus,202314,81.30%,100.00%,4.2,,,,81.30%
228,17,3514,ROADIE,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,55.00%,100.00%,6.1,40.00%,50.00%,50.00%,80.00%
231,22,2502,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,50.00%,96.00%,7.6,66.70%,25.00%,80.00%,37.50%
280,75,2566,POINTPICKUP,Scheduled Standard Delivery,29,Executive Review,-,Driver Supply Focus,202314,66.70%,95.70%,9.4,,,72.70%,64.30%
283,75,3035,ROADIE,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202314,73.10%,97.50%,9.6,61.30%,61.50%,94.40%,81.30%
283,75,3035,SPARK,Scheduled Standard Delivery,27,Executive Review,Degrading,Driver Supply Focus,202314,82.80%,98.50%,9,81.40%,77.50%,86.10%,86.60%
283,75,5753,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202314,88.00%,97.70%,8.1,91.00%,80.90%,87.90%,92.20%
292,75,3639,POINTPICKUP,Scheduled Standard Delivery,39,Executive Review,-,Driver Supply Focus,202314,63.20%,91.30%,6.5,,,,63.20%
296,26,1191,POINTPICKUP,Scheduled Standard Delivery,46,Executive Review,Recovering,Driver Supply Focus,202314,86.60%,91.80%,8.4,90.50%,95.50%,78.10%,80.30%
296,26,2137,UBER,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202314,89.00%,99.60%,9.8,87.00%,89.80%,93.10%,87.30%
296,26,3182,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202314,90.60%,97.70%,7.2,90.00%,87.40%,91.40%,93.90%
299,26,1372,UBER,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202314,93.10%,93.70%,9.6,94.80%,93.90%,91.30%,71.40%
304,4,1064,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,86.70%,93.20%,8.9,89.70%,89.10%,84.20%,85.10%
304,4,1131,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202314,77.50%,97.10%,5.8,64.50%,75.80%,86.90%,84.80%
306,4,3371,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202314,92.10%,96.30%,9.4,96.20%,91.90%,92.10%,88.10%
309,26,1452,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,88.50%,97.20%,7.1,91.80%,84.90%,89.50%,88.00%
320,75,2083,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202314,91.50%,91.50%,5.8,89.80%,95.50%,87.50%,100.00%
500,59,4147,SPARK,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202314,90.00%,98.00%,8.4,93.40%,93.80%,91.10%,82.70%
500,59,4147,UBER,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,79.90%,94.50%,9,84.80%,88.40%,73.80%,73.90%
163,17,5095,SPARK,Scheduled Standard Delivery,11,Executive Review,Degrading,Driver Supply Focus,202314,85.10%,97.30%,9.8,84.60%,80.70%,85.00%,90.10%
166,22,2830,SPARK,Scheduled Standard Delivery,35,Executive Review,Recovering,Driver Supply Focus,202314,91.70%,94.20%,9.3,93.70%,93.60%,92.30%,87.60%
166,22,5495,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202314,86.70%,94.20%,9.9,89.10%,86.60%,87.80%,83.70%
167,22,2167,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202314,91.50%,91.70%,7.7,87.40%,93.60%,88.80%,96.60%
167,22,3252,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202314,89.90%,97.10%,9.3,89.40%,89.20%,96.30%,84.50%
173,17,5294,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202314,89.00%,93.50%,7.4,88.50%,90.50%,93.00%,84.30%
178,22,3830,POINTPICKUP,Scheduled Standard Delivery,6,At Risk,-,Driver Supply Focus,202314,79.50%,100.00%,6.8,,,0.00%,81.60%
178,22,5414,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202314,79.30%,97.90%,7.2,100.00%,62.80%,79.70%,89.30%
232,22,2481,POINTPICKUP,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202314,73.70%,94.40%,9.3,80.90%,73.30%,67.90%,73.90%
234,22,1850,POINTPICKUP,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202314,93.80%,90.80%,7.7,95.70%,96.70%,89.10%,93.40%
284,75,1736,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202314,78.00%,95.50%,9.3,81.00%,84.60%,50.00%,76.20%
284,75,2041,UBER,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202314,91.70%,89.60%,9.1,94.60%,93.80%,91.10%,85.70%
284,75,5039,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202314,86.40%,92.00%,9.6,84.20%,93.50%,81.50%,84.80%
558,22,5047,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202314,89.50%,98.50%,6.5,90.90%,91.40%,84.30%,92.00%
282,75,5228,POINTPICKUP,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202314,77.50%,95.90%,8.1,60.90%,95.10%,67.60%,85.20%
290,75,1524,POINTPICKUP,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202314,91.70%,99.50%,9.4,95.20%,86.60%,88.80%,94.70%
291,75,2136,POINTPICKUP,Scheduled Standard Delivery,37,Executive Review,Recovering,Driver Supply Focus,202314,88.90%,98.40%,7.4,92.90%,90.30%,84.90%,87.60%
293,75,2412,POINTPICKUP,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202314,80.00%,88.20%,6.5,100.00%,100.00%,60.00%,80.00%
312,75,1652,POINTPICKUP,Scheduled Standard Delivery,35,Executive Review,Degrading,Driver Supply Focus,202314,86.10%,89.80%,8.7,82.40%,89.60%,81.00%,93.10%
315,75,2565,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202314,93.90%,89.90%,9.8,93.90%,97.50%,94.50%,89.90%
29,4,606,SPARK,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,202314,89.50%,99.70%,6,92.00%,83.10%,86.40%,96.00%
