STORE_NBR,Kayak On Hands Qty,Total On Order Qty,Season to Date Sales,2023 TOTAL Sales Projection,LY Total Sales
5244,7,2,30,32,26
5245,12,2,28,32,37
5246,0,0,0,No Kayak Modular would need to Request Modular,0
5247,13,2,19,22,27
5248,0,0,0,,0
5250,2,0,0,No Kayak Modular would need to Request Modular,1
5251,0,0,2,No Kayak Modular would need to Request Modular,2
5252,11,0,28,33,18
5253,9,0,30,32,23
5254,61,6,212,228,219
5255,0,0,0,No Kayak Modular would need to Request Modular,0
5256,0,0,0,,0
5257,0,0,0,,0
5258,0,0,0,,0
5259,0,0,0,,0
5260,6,2,29,31,40
5261,15,2,425,456,582
5262,7,0,19,25,22
5263,5,4,57,63,31
5264,11,4,63,70,54
5265,0,0,0,,0
5266,13,9,93,104,124
5267,0,0,0,,0
5269,0,0,0,,0
5270,8,10,39,42,94
5272,46,12,339,377,843
5273,21,0,83,No Kayak Modular would need to Request Modular,307
5274,0,0,0,No Kayak Modular would need to Request Modular,0
5275,16,4,200,217,158
5276,0,0,0,No Kayak Modular would need to Request Modular,0
5278,5,0,28,30,26
5279,0,0,0,,0
5280,0,0,26,29,18
5281,11,0,10,11,10
5282,1,0,20,21,22
5285,0,0,0,No Kayak Modular would need to Request Modular,0
5286,0,0,0,,0
5287,0,0,0,No Kayak Modular would need to Request Modular,0
5288,23,0,9,11,22
5290,0,0,0,,0
5291,0,0,0,No Kayak Modular would need to Request Modular,0
5292,0,0,1,No Kayak Modular would need to Request Modular,0
5293,17,0,1,1,6
5294,11,3,39,42,23
5295,0,0,19,,4
5296,17,0,27,29,37
5297,0,0,0,,0
5298,2,2,12,17,15
5299,9,0,13,14,7
5300,26,0,16,17,23
5301,10,0,14,16,12
5303,2,17,35,37,95
5304,0,0,0,,0
5305,44,0,16,19,36
5306,0,0,0,,0
5307,12,2,47,50,37
5308,0,0,0,,0
5309,0,0,0,No Kayak Modular would need to Request Modular,0
5310,0,0,0,,0
5311,8,2,16,19,15
5312,0,0,0,No Kayak Modular would need to Request Modular,0
5313,4,2,25,27,18
5314,0,0,0,,0
5316,17,4,46,48,61
5317,0,0,0,No Kayak Modular would need to Request Modular,2
5319,32,13,105,112,138
5320,0,0,0,No Kayak Modular would need to Request Modular,0
5321,0,0,0,,0
5323,0,0,0,,0
5325,0,0,0,No Kayak Modular would need to Request Modular,1
5326,8,7,38,44,40
5327,0,0,0,No Kayak Modular would need to Request Modular,0
5328,0,0,0,No Kayak Modular would need to Request Modular,0
5329,35,9,37,40,77
5330,0,0,0,No Kayak Modular would need to Request Modular,0
5331,0,0,0,No Kayak Modular would need to Request Modular,0
5332,0,0,0,,0
5334,2,0,2,No Kayak Modular would need to Request Modular,0
5335,2,0,0,No Kayak Modular would need to Request Modular,0
5336,0,0,0,,0
5337,22,6,49,52,149
5338,0,0,0,No Kayak Modular would need to Request Modular,0
5339,0,0,0,No Kayak Modular would need to Request Modular,0
5340,0,0,0,No Kayak Modular would need to Request Modular,0
5341,0,0,0,No Kayak Modular would need to Request Modular,-1
5342,1,0,-1,No Kayak Modular would need to Request Modular,0
5343,5,4,67,73,39
5344,0,0,0,No Kayak Modular would need to Request Modular,0
5345,0,0,1,No Kayak Modular would need to Request Modular,22
5346,10,0,13,14,12
5347,17,4,33,35,38
5348,0,0,0,No Kayak Modular would need to Request Modular,2
5349,0,0,0,,0
5350,0,0,0,No Kayak Modular would need to Request Modular,0
5352,0,0,0,No Kayak Modular would need to Request Modular,0
5353,0,0,0,,0
5355,0,0,0,No Kayak Modular would need to Request Modular,0
5356,14,0,33,35,24
5358,0,0,0,No Kayak Modular would need to Request Modular,-1
5359,7,4,60,65,122
5360,9,4,31,33,35
5361,1,2,32,34,21
5363,0,0,0,No Kayak Modular would need to Request Modular,0
5364,0,0,0,,0
5365,0,0,0,,0
5366,0,0,0,,0
5367,0,0,0,,0
5368,0,0,0,No Kayak Modular would need to Request Modular,39
5369,0,0,0,No Kayak Modular would need to Request Modular,0
5370,27,2,37,40,94
5371,0,0,0,No Kayak Modular would need to Request Modular,0
5372,0,0,0,,0
5373,5,5,371,400,408
5374,0,0,0,No Kayak Modular would need to Request Modular,2
5376,33,8,281,301,241
5378,0,0,0,,0
5379,6,2,32,35,20
5381,0,0,0,No Kayak Modular would need to Request Modular,-1
5382,0,0,17,No Kayak Modular would need to Request Modular,13
5383,0,0,0,,0
5384,10,0,33,35,37
5385,7,0,21,22,33
5386,2,0,26,28,32
5387,0,0,0,No Kayak Modular would need to Request Modular,0
5388,2,0,16,19,20
5389,10,0,23,25,37
5390,0,0,0,No Kayak Modular would need to Request Modular,0
5391,6,3,30,36,34
5392,1,0,2,No Kayak Modular would need to Request Modular,2
5393,0,0,0,,0
5394,4,0,27,29,18
5396,46,8,357,382,408
5397,7,2,37,41,23
5398,0,0,0,No Kayak Modular would need to Request Modular,0
5399,0,0,0,No Kayak Modular would need to Request Modular,0
5402,0,0,0,,0
5403,0,0,0,No Kayak Modular would need to Request Modular,0
5404,0,0,0,No Kayak Modular would need to Request Modular,0
5408,0,0,0,,0
5409,6,9,86,92,40
5410,0,0,8,No Kayak Modular would need to Request Modular,30
5411,2,0,30,32,59
5414,26,4,236,253,205
5416,0,0,0,No Kayak Modular would need to Request Modular,0
5417,5,0,11,12,15
5418,13,0,9,11,10
5419,5,2,20,21,9
5420,8,0,2,3,4
5421,0,0,0,,0
5422,13,0,26,28,38
5423,0,0,0,,0
5424,44,4,33,35,67
5425,0,0,0,No Kayak Modular would need to Request Modular,-1
5426,1,0,0,No Kayak Modular would need to Request Modular,0
5427,0,0,0,,0
5428,249,6,115,124,239
5429,0,0,0,No Kayak Modular would need to Request Modular,23
5430,0,0,-1,No Kayak Modular would need to Request Modular,0
5432,2,2,52,56,49
5433,3,2,30,32,32
5434,0,0,0,No Kayak Modular would need to Request Modular,0
5435,0,0,0,No Kayak Modular would need to Request Modular,5
5436,6,0,12,13,11
5438,1,0,11,12,12
5439,0,0,0,No Kayak Modular would need to Request Modular,2
5440,3,0,6,No Kayak Modular would need to Request Modular,161
5441,2,2,23,25,16
5442,0,0,0,No Kayak Modular would need to Request Modular,0
5443,0,0,0,No Kayak Modular would need to Request Modular,0
5444,7,2,33,36,40
5445,0,0,0,No Kayak Modular would need to Request Modular,0
5446,5,1,26,28,28
5447,0,0,0,No Kayak Modular would need to Request Modular,14
5448,1,0,29,31,18
5449,0,0,0,No Kayak Modular would need to Request Modular,0
5450,9,4,65,71,61
5451,0,0,0,,0
5452,0,0,0,,0
5453,0,0,0,No Kayak Modular would need to Request Modular,0
5455,7,0,15,19,29
5458,0,8,35,40,105
5460,11,0,21,24,32
5461,11,10,60,64,115
5462,13,12,215,242,144
5463,1,2,19,20,13
5464,0,0,0,No Kayak Modular would need to Request Modular,0
5466,0,0,-1,No Kayak Modular would need to Request Modular,0
5467,0,0,0,No Kayak Modular would need to Request Modular,0
5469,16,4,128,140,137
5470,21,2,57,61,122
5471,3,0,22,24,32
5472,3,0,20,21,12
5476,5,0,19,20,34
5477,0,0,0,No Kayak Modular would need to Request Modular,24
5479,17,0,11,12,32
5480,5,0,7,9,28
5481,5,2,19,20,18
5482,10,4,55,61,73
5483,0,0,0,No Kayak Modular would need to Request Modular,0
5485,0,0,0,No Kayak Modular would need to Request Modular,0
5486,0,0,0,No Kayak Modular would need to Request Modular,0
5487,5,0,28,30,28
5488,10,0,9,10,28
5489,0,0,0,No Kayak Modular would need to Request Modular,0
5490,0,0,0,,0
5491,0,0,0,No Kayak Modular would need to Request Modular,0
5492,0,0,0,No Kayak Modular would need to Request Modular,0
5494,10,7,143,154,134
5495,0,0,0,No Kayak Modular would need to Request Modular,4
5497,13,9,169,181,148
5498,11,5,244,262,161
5499,2,0,33,36,21
5600,0,0,0,,0
5601,0,0,0,,0
5602,0,0,0,,0
5603,0,0,0,,0
5604,0,0,0,,0
5605,0,0,0,,0
5606,0,0,0,,0
5608,0,0,0,,0
5609,0,0,0,,0
5610,0,0,0,,0
5611,0,0,0,,0
5612,0,0,0,No Kayak Modular would need to Request Modular,0
5613,0,0,0,,0
5614,0,0,0,,0
5615,0,0,0,,0
5616,0,0,0,No Kayak Modular would need to Request Modular,0
5617,0,0,0,No Kayak Modular would need to Request Modular,0
5622,0,0,0,,0
5623,0,0,0,No Kayak Modular would need to Request Modular,0
5624,0,0,0,,0
5625,0,0,0,No Kayak Modular would need to Request Modular,0
5626,0,0,0,No Kayak Modular would need to Request Modular,0
5627,0,0,0,,0
5628,119,12,196,214,235
5629,5,2,61,66,43
5632,0,0,0,No Kayak Modular would need to Request Modular,-1
5633,0,0,0,,0
5634,0,0,0,,0
5635,0,0,0,,0
5637,0,0,0,,0
5638,0,0,0,,0
5640,0,0,0,,0
5641,0,0,0,No Kayak Modular would need to Request Modular,0
5643,0,0,0,,0
5644,0,0,0,No Kayak Modular would need to Request Modular,0
5645,0,0,0,,0
5646,0,0,0,,0
5649,1,0,21,22,22
5653,0,0,0,No Kayak Modular would need to Request Modular,0
5654,0,0,0,,0
5657,0,0,0,,0
5658,0,0,0,No Kayak Modular would need to Request Modular,0
5659,0,0,0,,0
5661,0,0,0,,0
5663,0,0,0,,0
5664,0,0,0,,0
5667,0,0,0,No Kayak Modular would need to Request Modular,0
5668,0,0,0,No Kayak Modular would need to Request Modular,0
5669,1,0,0,No Kayak Modular would need to Request Modular,0
5670,0,0,0,,0
5671,8,0,22,25,16
5672,16,2,18,20,13
5673,4,0,1,No Kayak Modular would need to Request Modular,0
5675,0,0,0,,0
5676,0,0,0,No Kayak Modular would need to Request Modular,0
5678,0,0,0,,0
5683,0,0,0,,0
5684,0,0,0,,0
5686,0,0,0,No Kayak Modular would need to Request Modular,0
5689,0,0,0,,0
5691,0,0,0,,0
5692,0,0,0,,0
5693,0,0,0,,0
5695,0,0,0,,0
5697,0,0,0,,0
5700,0,0,0,,1
5701,6,0,12,14,20
5702,0,0,0,,0
5703,8,0,23,29,26
5704,0,0,0,,0
5705,23,2,27,31,49
5706,3,2,17,18,20
5707,35,2,15,16,35
5709,22,0,36,42,21
5710,5,0,17,19,28
5713,0,0,0,No Kayak Modular would need to Request Modular,-1
5715,0,0,0,,0
5716,0,0,0,,0
5717,0,0,0,No Kayak Modular would need to Request Modular,0
5719,0,0,0,,0
5722,0,0,0,,0
5725,0,0,0,,0
5726,0,0,0,,0
5727,2,0,23,31,26
5728,0,0,0,No Kayak Modular would need to Request Modular,5
5731,2,4,33,41,49
5732,2,0,8,9,20
5734,0,0,0,,0
5735,4,0,23,25,14
5737,0,0,0,,0
5738,0,0,0,No Kayak Modular would need to Request Modular,0
5740,0,0,0,,0
5741,0,0,0,,0
5743,0,0,0,No Kayak Modular would need to Request Modular,0
5744,0,0,0,,0
5745,14,9,146,156,66
5747,-1,2,29,31,14
5748,2,4,57,61,57
5751,0,0,-1,No Kayak Modular would need to Request Modular,0
5752,0,0,0,No Kayak Modular would need to Request Modular,0
5753,0,0,0,,0
5754,0,0,0,,0
5755,0,0,0,,0
5758,0,0,0,,0
5759,0,0,0,No Kayak Modular would need to Request Modular,0
5760,0,0,0,,0
5761,0,0,0,No Kayak Modular would need to Request Modular,0
5763,18,0,27,29,47
5764,0,0,0,No Kayak Modular would need to Request Modular,-1
5766,0,0,0,No Kayak Modular would need to Request Modular,0
5767,0,0,0,,0
5768,0,0,0,No Kayak Modular would need to Request Modular,0
5769,0,0,0,,0
5771,0,0,0,,0
5772,2,6,67,74,41
5773,0,0,0,,0
5774,0,0,0,No Kayak Modular would need to Request Modular,0
5776,0,0,0,,0
5777,1,4,40,43,46
5779,1,0,32,34,33
5780,0,0,0,,0
5781,0,0,0,,0
5782,0,0,0,,0
5786,8,8,76,82,95
5787,0,0,0,No Kayak Modular would need to Request Modular,0
5789,0,0,0,,0
5790,0,0,0,,0
5791,0,0,0,,0
5793,11,0,21,22,28
5795,0,0,0,No Kayak Modular would need to Request Modular,6
5797,0,0,0,No Kayak Modular would need to Request Modular,0
5799,0,0,0,No Kayak Modular would need to Request Modular,-2
5802,9,0,10,13,14
5803,8,1,28,31,28
5804,0,0,0,,0
5805,0,0,0,,0
5806,5,0,28,31,23
5807,0,0,0,No Kayak Modular would need to Request Modular,0
5808,0,0,1,No Kayak Modular would need to Request Modular,0
5809,0,0,0,No Kayak Modular would need to Request Modular,0
5810,0,0,0,No Kayak Modular would need to Request Modular,0
5812,14,6,173,185,264
5813,0,0,0,,0
5814,8,0,46,51,33
5815,0,0,0,,0
5816,0,0,0,,0
5817,0,0,0,,0
5818,0,0,0,,0
5819,0,0,0,,0
5820,0,0,0,,0
5823,0,0,0,No Kayak Modular would need to Request Modular,-1
5824,0,0,0,,0
5826,0,0,0,,0
5828,0,0,0,,0
5829,0,0,0,No Kayak Modular would need to Request Modular,0
5831,0,0,0,,0
5832,0,0,0,,0
5835,16,6,46,52,48
5837,0,0,0,,0
5839,47,8,188,201,155
5840,0,0,0,,0
5841,105,4,146,158,139
5842,2,0,9,10,6
5843,14,0,17,19,23
5844,0,0,0,No Kayak Modular would need to Request Modular,-1
5845,22,5,57,66,67
5846,0,0,0,,0
5847,6,0,29,31,34
5848,10,2,30,32,40
5851,16,0,11,12,6
5853,35,12,187,201,263
5854,1,0,-1,No Kayak Modular would need to Request Modular,0
5855,0,0,0,,0
5857,2,0,14,15,36
5858,6,6,26,28,17
5859,0,0,0,No Kayak Modular would need to Request Modular,0
5861,138,11,267,295,287
5863,0,0,0,,0
5864,60,2,130,140,118
5866,9,0,8,10,13
5867,0,0,0,No Kayak Modular would need to Request Modular,2
5869,0,0,0,No Kayak Modular would need to Request Modular,0
5871,0,0,0,No Kayak Modular would need to Request Modular,0
5872,23,2,26,32,53
5874,0,0,0,No Kayak Modular would need to Request Modular,0
5875,0,0,0,,0
5876,0,0,0,,0
5879,5,0,6,6,8
5880,0,0,0,No Kayak Modular would need to Request Modular,0
5881,0,0,0,No Kayak Modular would need to Request Modular,0
5882,3,0,0,No Kayak Modular would need to Request Modular,4
5883,29,11,226,242,194
5884,2,0,0,No Kayak Modular would need to Request Modular,0
5886,3,0,27,30,27
5888,0,2,33,35,21
5889,0,0,0,No Kayak Modular would need to Request Modular,0
5890,0,0,0,No Kayak Modular would need to Request Modular,-2
5891,0,0,0,No Kayak Modular would need to Request Modular,0
5893,1,0,11,12,4
5894,0,0,0,No Kayak Modular would need to Request Modular,0
5898,11,0,13,15,4
5899,1,0,18,No Kayak Modular would need to Request Modular,221
5903,0,0,0,,0
5907,0,0,0,,0
5908,0,0,0,No Kayak Modular would need to Request Modular,0
5911,16,0,10,12,30
5912,0,0,0,No Kayak Modular would need to Request Modular,-2
5922,12,0,19,22,31
5923,0,0,0,,0
5925,0,0,0,,0
5927,0,0,0,No Kayak Modular would need to Request Modular,0
5929,190,12,209,241,262
5930,0,0,0,No Kayak Modular would need to Request Modular,0
5932,18,0,9,12,23
5935,0,2,19,20,31
5936,0,0,0,No Kayak Modular would need to Request Modular,0
5938,67,0,5,5,6
5941,0,0,0,No Kayak Modular would need to Request Modular,0
5944,6,4,39,44,31
5945,0,0,0,,0
5947,0,0,0,No Kayak Modular would need to Request Modular,0
5954,0,0,0,No Kayak Modular would need to Request Modular,0
5956,0,0,0,No Kayak Modular would need to Request Modular,5
5957,0,0,0,No Kayak Modular would need to Request Modular,0
5959,0,0,0,No Kayak Modular would need to Request Modular,0
5960,0,0,0,,0
5962,0,0,0,,0
5963,0,0,0,,0
5964,0,0,1,No Kayak Modular would need to Request Modular,0
5965,0,0,0,No Kayak Modular would need to Request Modular,0
5968,0,0,0,No Kayak Modular would need to Request Modular,0
5969,0,0,0,No Kayak Modular would need to Request Modular,0
5976,5,2,21,22,30
5977,9,2,26,28,25
5979,0,0,0,,0
5980,0,0,0,,0
5981,0,0,0,,0
5982,0,0,0,,0
5987,37,0,6,11,24
5988,0,0,0,,0
5990,0,0,0,,0
5991,0,0,0,,0
5992,3,1,26,30,21
5993,0,0,0,No Kayak Modular would need to Request Modular,0
5994,0,0,0,,0
5996,0,0,0,No Kayak Modular would need to Request Modular,0
6078,0,0,0,,0
6098,0,0,0,No Kayak Modular would need to Request Modular,0
6159,0,0,0,,0
6165,0,0,0,,0
6166,0,0,0,,0
6170,0,0,0,,0
6172,0,0,0,,0
6173,3,0,15,16,21
6174,0,0,0,,0
6176,0,0,0,,0
6178,0,0,0,,0
6190,0,0,0,No Kayak Modular would need to Request Modular,0
6207,0,0,0,,0
6226,0,0,0,,0
6233,0,0,0,,0
6243,0,0,0,,0
6263,0,0,0,,0
6264,0,0,0,,0
6286,10,0,19,20,41
6300,0,0,0,19,0
6323,0,0,0,,0
6370,8,6,148,161,254
6390,0,0,0,,0
6392,10,2,28,31,19
6394,0,0,0,No Kayak Modular would need to Request Modular,0
6395,41,2,23,26,64
6397,3,0,2,,0
6398,0,0,0,,0
6459,0,0,0,No Kayak Modular would need to Request Modular,0
6467,7,0,16,18,25
6469,5,0,7,No Kayak Modular would need to Request Modular,5
6470,0,0,0,,0
6476,0,0,0,No Kayak Modular would need to Request Modular,0
6477,0,0,0,No Kayak Modular would need to Request Modular,0
6480,0,0,0,No Kayak Modular would need to Request Modular,0
6500,0,0,0,,0
6531,0,0,0,,0
6548,0,0,0,,0
6576,43,8,51,56,73
6577,0,0,1,,0
6578,0,0,0,,0
6579,2,0,18,25,27
6583,0,0,0,,0
6585,0,0,0,,0
6586,0,0,0,,0
6587,0,0,0,,0
6588,0,0,0,,0
6590,0,0,0,,0
6732,0,0,0,,0
6734,0,0,0,,0
6786,0,0,0,,0
6789,11,11,62,67,65
6798,0,0,0,,0
6807,0,0,0,No Kayak Modular would need to Request Modular,1
6813,0,0,0,No Kayak Modular would need to Request Modular,0
6814,0,0,0,,0
6828,0,0,0,,0
6849,0,0,0,,0
6850,0,0,0,,0
6851,0,0,0,,0
6876,0,0,0,,0
6878,17,7,152,164,90
6879,10,2,22,24,12
6887,6,4,40,43,32
6894,0,0,0,,0
6898,0,0,0,No Kayak Modular would need to Request Modular,0
6929,10,4,60,66,68
6931,0,0,0,No Kayak Modular would need to Request Modular,0
6932,0,0,0,No Kayak Modular would need to Request Modular,4
6936,0,0,0,No Kayak Modular would need to Request Modular,0
6937,0,0,0,,0
6941,0,0,0,,0
6942,0,0,0,,0
6943,0,0,0,,0
6951,88,13,180,196,138
6952,4,4,52,56,67
6953,0,0,0,,0
6958,6,2,21,24,19
6960,0,0,0,,0
6962,0,0,0,,0
6963,1,2,27,35,53
6964,0,0,0,No Kayak Modular would need to Request Modular,2
6966,0,0,0,,0
6967,0,0,0,,0
6968,0,0,0,,0
6971,0,0,0,,0
6975,0,0,0,,0
6978,0,0,0,11,0
6998,0,0,0,No Kayak Modular would need to Request Modular,1
7004,0,0,0,,0
7009,6,2,17,19,19
7020,3,0,25,27,27
7032,14,0,7,9,10
7043,0,0,0,,0
7062,0,0,0,,0
7072,0,0,0,,0
7087,18,6,77,88,111
7098,0,0,0,,0
7099,0,0,0,,0
7127,0,0,0,No Kayak Modular would need to Request Modular,0
7129,7,2,70,75,148
7137,0,0,0,,0
7146,0,0,0,,0
7156,5,0,16,19,21
7162,0,0,14,No Kayak Modular would need to Request Modular,8
7168,0,0,0,,0
7174,0,0,0,No Kayak Modular would need to Request Modular,0
7177,0,0,0,,0
7178,20,4,40,46,57
7179,0,0,0,59,0
7180,0,0,0,,0
7181,65,2,97,113,45
7185,5,0,32,36,21
7188,19,2,13,14,8
7194,0,0,0,33,0
7199,1,2,154,170,238
7205,0,0,0,,0
7206,0,0,0,,0
7209,0,0,0,No Kayak Modular would need to Request Modular,0
7218,0,0,0,,0
7220,0,0,0,,0
7221,0,0,0,,0
7222,0,0,0,,0
7224,0,0,0,,0
7229,0,0,0,,0
7232,0,0,0,,0
7233,0,0,0,,0
7235,0,0,0,,0
7238,3,2,30,32,15
7240,0,0,0,,0
7241,0,0,0,,0
7242,0,0,0,,0
7243,3,0,1,No Kayak Modular would need to Request Modular,5
7245,14,0,6,11,13
7246,0,0,0,No Kayak Modular would need to Request Modular,1
7247,1,0,0,No Kayak Modular would need to Request Modular,2
7249,2,0,22,24,21
7251,0,0,0,,0
7262,0,0,0,,0
7280,9,4,36,41,39
7281,11,0,33,37,49
7290,8,0,15,17,12
7294,0,0,0,No Kayak Modular would need to Request Modular,0
7296,0,0,0,,0
7298,0,0,0,,0
7299,0,0,0,,0
7301,14,0,7,7,14
7304,0,0,0,,0
7307,0,0,0,,0
7308,0,0,0,,0
7309,0,0,0,,0
7310,0,0,0,,0
7311,0,0,0,No Kayak Modular would need to Request Modular,0
7315,0,0,0,,0
7317,0,0,0,,0
7320,0,0,0,,0
7324,11,2,38,43,36
7326,0,0,22,24,13
7329,0,0,0,,0
7334,0,0,0,,0
7337,0,0,0,,0
7339,0,0,0,,0
7340,0,0,0,,0
7342,0,0,0,,0
7347,0,0,0,,0
7349,0,0,0,,0
7357,0,0,0,,0
7361,0,0,0,,0
7362,0,0,0,,0
7368,0,0,0,,0
8331,0,0,14,,0
8930,0,0,0,No Kayak Modular would need to Request Modular,0
8958,0,0,0,,0
9894,0,0,0,,0
