Store Number,Number of Scales,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor,Floorplan,Floorplan Link Title,Give Feedback,Give Feedback Title
5218,4,8/27/2023,Wachter,9/13/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5218_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5219,3,10/16/2023,Telaid,10/5/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5219_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5220,3,9/24/2023,Wachter,10/5/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5220_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5221,3,Remodel / Pilot,Remodel / Pilot,TBD,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5221_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5224,2,2/2/2024,Telaid,2/7/2024,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5224_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5226,2,1/26/2024,Telaid,2/9/2024,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5226_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5231,3,8/6/2023,Telaid,8/16/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5231_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5232,3,8/6/2023,Telaid,11/2/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5232_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5233,3,9/11/2023,Telaid,10/23/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5233_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5234,3,8/6/2023,Telaid,8/23/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5234_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5235,3,7/23/2023,Telaid,9/7/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5235_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5236,3,10/24/2023,Wachter,11/1/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5236_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5239,3,7/31/2023,Telaid,8/4/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5239_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5240,3,7/19/2023,Telaid,8/3/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5240_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5241,3,7/27/2023,Telaid,10/26/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5241_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5242,3,10/5/2023,Telaid,8/10/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5242_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5244,3,8/29/2023,Wachter,9/27/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5244_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5245,3,2/4/2024,Telaid,2/9/2024,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5245_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5246,3,2/25/2024,Telaid,1/12/2024,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5246_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5247,3,1/7/2024,Telaid,TBD,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5247_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5248,2,8/29/2023,Wachter,10/17/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5248_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5250,3,7/26/2023,Wachter,8/17/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5250_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5251,3,9/6/2023,Wachter,9/13/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5251_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5252,3,8/30/2023,Wachter,12/1/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5252_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5253,4,9/21/2023,Wachter,10/9/2023,Hobart,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5253_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5254,4,8/28/2023,Wachter,10/24/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5254_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5255,3,1/31/2024,Wachter,9/25/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5255_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5256,2,1/15/2024,Wachter,TBD,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5256_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
5257,3,6/20/2023,Telaid,6/30/2023,Mettler Toledo,https://teams.wal-mart.com/:b:/r/sites/2023ProduceScaleRollout/Shared%20Documents/VENDOR%20SHARE%20FOLDER%20-%20NO%20SENSITIVE%20MATERIALS/FLOOR%20PLANS%20-%20TELAID_WACHTER%20SHARE%20FOLDER/5257_Produce_Scales.pdf,Link to store map,https://teams.wal-mart.com/sites/2023ProduceScaleRollout/_layouts/15/listform.aspx?PageType=8&ListId=%7B60D1AE33-0C1C-41A9-B032-67B05B74512A%7D&RootFolder=%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%20Produce%20Scales%20%20Placement%20Feedback&Source=https%3A%2F%2Fteams.wal-mart.com%2Fsites%2F2023ProduceScaleRollout%2FLists%2FDigital%2520Produce%2520Scales%2520%2520Placement%2520Feedback%2FAllItems.aspx&ContentTypeId=0x0100B69057863686CC498E5242D69A0FC996008E427BBD76758146A1B282FA46FF0783,Survey link
