Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
351,103,18,18,19
351,121,15,10,10
351,123,13,9,9
351,231,20,18,18
351,276,8,5,6
351,340,15,9,10
352,137,15,9,8
352,360,18,16,16
352,387,12,10,10
352,389,13,8,9
352,1626,12,10,10
352,2803,12,7,8
352,2804,11,7,7
352,3430,10,5,5
352,4195,16,10,11
352,4241,10,7,7
353,139,9,8,8
353,212,8,7,8
353,277,13,10,11
353,517,11,9,10
353,544,10,8,9
353,743,9,8,9
353,1056,8,6,7
353,2734,7,6,6
353,7294,9,7,8
353,7326,10,9,10
356,73,24,21,21
356,324,9,7,8
356,472,16,12,12
356,894,13,8,8
356,992,12,10,10
356,1597,13,8,8
356,3295,13,9,9
356,4615,16,11,12
356,4637,17,11,13
357,14,11,10,11
357,27,5,4,5
357,46,15,11,12
357,78,8,6,7
357,86,11,7,7
357,88,7,6,6
357,138,9,7,7
357,166,5,4,5
357,173,6,5,5
357,179,10,6,7
357,250,6,5,6
359,25,6,5,6
359,40,10,9,10
359,51,5,4,4
359,80,4,3,4
359,159,9,7,8
359,189,7,6,7
359,203,5,4,5
359,363,7,6,7
359,451,4,3,4
359,820,7,5,6
360,109,8,7,7
360,135,8,7,8
360,195,8,7,8
360,234,14,9,9
360,325,9,8,8
360,560,14,12,13
360,801,5,4,5
360,834,4,4,4
360,1120,12,8,8
360,2857,12,10,10
360,2994,11,9,10
361,20,11,7,8
361,61,9,8,9
361,96,12,8,8
361,184,10,8,9
361,319,13,8,8
361,573,9,6,6
361,1014,15,10,11
361,1094,9,6,7
361,2856,5,4,5
361,4553,11,7,8
361,4590,9,6,7
362,486,9,6,6
362,577,10,6,7
362,1151,12,9,9
362,1599,4,1,1
362,2855,10,6,7
362,2955,8,5,5
362,3273,7,5,5
362,4475,8,4,5
362,4611,8,5,5
364,1175,0,0,0
364,1230,16,14,15
364,1299,8,6,7
364,1328,7,5,6
364,1369,9,7,7
364,1417,7,5,5
364,3730,10,8,9
364,4252,11,9,10
364,4355,11,8,9
364,5303,6,3,4
365,1364,10,8,9
365,1370,11,8,9
365,1474,22,18,20
365,4203,10,7,8
365,4325,15,12,14
365,4337,23,20,23
365,4543,6,5,6
365,5342,25,21,23
366,1218,24,19,22
366,1324,29,25,28
366,1411,17,13,15
366,1612,27,23,26
366,1846,24,20,22
366,2922,11,9,10
366,3379,7,5,6
366,5031,12,10,11
367,1149,20,16,16
367,1240,16,14,16
367,1291,10,8,9
367,3807,17,13,13
367,3884,8,6,7
367,5626,19,16,18
367,5799,7,5,6
367,5858,7,6,6
368,1549,17,13,15
368,2554,15,11,13
368,2777,11,8,8
368,3407,26,23,23
368,3896,7,6,6
368,4336,9,7,7
368,5331,21,17,19
368,5369,12,10,11
368,5429,14,12,13
369,1532,7,6,7
369,1533,12,9,10
369,2512,10,7,7
369,3241,8,6,7
369,3465,18,15,15
369,5124,12,9,10
369,5189,18,14,16
369,5330,12,8,9
370,1598,5,4,4
370,2113,10,7,8
370,2515,9,7,8
370,4232,4,2,2
370,5190,7,5,6
370,5329,5,3,4
370,5835,4,2,2
370,6477,8,5,6
371,1512,5,3,4
371,1746,9,6,7
371,2768,9,7,8
371,3771,17,13,15
371,3799,7,5,6
371,5768,4,3,3
371,6480,7,5,5
372,1334,6,5,5
372,1381,9,7,7
372,1646,6,4,5
372,2112,5,4,4
372,2482,10,8,8
372,2766,4,3,3
372,2767,8,6,7
372,5428,6,5,5
373,2671,7,5,5
373,2778,14,12,13
373,3360,8,5,6
373,3751,14,11,12
373,3833,10,7,8
373,3861,6,4,5
373,4430,17,15,17
373,4451,10,9,10
373,5186,6,5,5
375,826,27,21,23
375,869,11,8,9
375,966,12,9,10
375,1380,15,11,11
375,2270,9,7,8
375,2656,14,10,11
375,3428,15,11,12
375,5003,4,2,2
376,984,6,4,5
376,1492,7,5,5
376,1689,8,6,7
376,2892,7,5,5
376,3313,4,3,3
376,4639,4,3,3
376,5137,8,5,6
376,5334,10,8,9
378,924,9,7,8
378,953,10,8,8
378,980,13,9,10
378,1008,6,5,5
378,2729,7,5,6
378,3177,3,2,2
378,4599,8,6,7
378,5033,10,7,8
378,5051,12,9,10
379,905,7,5,6
379,1045,4,3,3
379,1231,10,8,9
379,1659,10,8,9
379,3867,7,6,6
379,4288,5,4,4
379,4567,11,8,9
379,5341,3,2,2
379,5370,6,4,4
380,1252,4,3,3
380,1308,5,4,4
380,2125,7,5,6
380,2751,5,3,3
380,3566,6,4,4
380,4284,7,5,5
380,5049,6,5,5
380,5676,4,3,3
381,1315,11,8,10
381,1412,8,6,6
381,1456,5,4,5
381,1457,10,7,8
381,1461,9,7,7
381,1617,10,8,9
381,3778,9,6,7
381,4471,4,2,3
381,4653,12,9,9
382,1485,13,9,10
382,1508,8,7,7
382,1778,6,5,5
382,1956,9,6,7
382,2084,4,3,4
382,2608,4,3,3
382,2923,10,8,9
382,4412,5,4,4
383,1872,5,4,5
383,1901,7,6,6
383,2147,6,4,4
383,2259,8,6,6
383,2455,7,6,7
383,2607,5,3,4
383,3259,9,6,6
383,4247,6,5,5
383,7199,7,6,6
384,906,27,19,18
384,1397,14,11,11
384,1414,13,9,10
384,2652,8,6,6
384,2924,17,12,13
384,3596,16,11,11
384,5430,20,15,17
384,5492,6,4,4
385,824,9,6,6
385,829,6,5,5
385,835,14,9,8
385,850,12,7,8
385,3423,8,6,7
385,3731,16,14,13
385,3732,11,9,10
385,4201,10,7,8
385,5491,12,9,9
387,611,16,11,11
387,806,18,14,14
387,851,8,5,5
387,868,21,18,18
387,1306,15,11,11
387,1357,12,8,8
387,3427,10,7,7
387,4341,8,5,5
387,4601,20,15,15
387,5155,20,14,15
387,5166,13,8,8
388,921,5,4,4
388,1058,7,5,6
388,1199,3,2,2
388,1280,10,9,9
388,4377,14,11,11
388,5099,9,8,9
388,5232,8,7,8
388,5458,7,5,6
389,842,19,13,14
389,962,8,5,6
389,1001,13,10,11
389,1019,9,6,7
389,1273,15,12,13
389,1384,8,6,6
389,2672,6,4,5
389,3018,10,8,8
389,3382,14,10,11
391,1200,9,7,7
391,1434,7,5,5
391,1896,9,7,7
391,3227,7,5,6
391,3582,12,10,11
391,3805,5,4,5
391,4335,15,12,12
391,5123,11,9,11
392,2106,5,4,5
392,2189,5,4,4
392,2453,10,8,8
392,3254,6,5,6
392,3277,5,4,5
392,3729,7,6,7
392,4239,6,5,6
392,4370,10,8,9
394,1559,0,0,0
394,2483,7,6,7
394,2592,13,11,12
394,2884,11,10,11
394,3350,13,12,13
394,3351,11,9,10
394,3473,9,7,8
394,3728,12,10,11
396,1560,7,6,6
396,1584,6,5,6
396,2050,7,6,7
396,2593,11,9,10
396,2838,10,9,10
396,4356,7,6,7
396,4557,6,4,5
396,5070,8,7,8
396,5101,9,8,9
397,3354,3,2,3
397,3355,5,5,5
397,3356,2,2,2
397,3655,2,2,2
397,3788,3,3,3
397,4339,5,4,5
397,5258,4,3,3
397,5259,3,2,3
397,5269,3,2,3
397,5306,3,3,3
397,5423,8,7,8
399,1951,12,10,11
399,2508,5,4,5
399,2617,9,8,8
399,2780,11,10,10
399,2781,9,7,8
399,2861,3,2,3
399,2862,5,4,5
399,3093,7,6,6
399,3739,7,6,6
399,5841,6,5,6
400,1878,8,7,7
400,1900,8,6,7
400,1902,10,8,9
400,1905,8,7,7
400,1995,6,5,6
400,2402,10,9,10
400,2782,6,5,5
400,2831,4,3,4
400,3897,7,6,7
400,5494,10,8,10
401,1699,6,5,6
401,1708,7,6,7
401,1888,5,4,5
401,2921,8,7,8
401,3366,4,4,4
401,3454,12,10,12
401,3789,6,5,5
401,3848,6,5,5
401,4208,2,1,1
401,4272,6,5,5
401,5234,9,7,8
403,1440,14,12,13
403,1686,5,4,5
403,2207,2,2,2
403,2307,4,3,3
403,3232,8,7,7
403,3568,8,7,8
403,3589,4,3,3
403,3620,5,4,4
403,5233,10,8,8
403,5235,3,2,2
403,5350,5,4,4
403,5763,4,4,4
405,1438,15,12,14
405,1439,8,7,7
405,1442,7,5,6
405,1573,12,10,11
405,2051,18,15,17
405,2794,6,5,5
405,3220,8,7,7
405,3847,6,5,5
405,4678,7,6,6
405,5168,10,8,8
406,369,9,4,4
406,370,8,5,5
406,372,9,6,7
406,419,10,4,4
406,592,13,8,9
406,652,11,8,9
406,664,10,8,8
406,770,8,6,7
406,799,7,5,6
406,978,9,4,4
406,1214,5,3,3
406,1437,6,4,4
406,2562,4,3,3
407,35,14,9,9
407,43,8,6,7
407,341,5,3,3
407,418,4,3,3
407,557,13,8,9
407,558,9,7,8
407,993,7,4,4
407,1282,6,4,4
407,2784,5,4,4
407,4209,5,4,4
407,4322,4,3,3
409,186,11,6,6
409,346,9,4,4
409,794,14,8,9
409,1099,12,7,8
409,1221,14,8,9
409,1507,11,6,7
409,2428,10,5,5
409,3103,10,5,5
409,3283,14,9,9
409,3492,13,8,9
409,4321,13,7,8
410,39,9,5,6
410,42,11,7,7
410,72,12,8,8
410,111,11,6,6
410,242,11,7,6
410,368,10,8,8
410,382,12,7,7
410,1187,10,6,6
410,2893,11,7,8
410,5307,10,7,7
411,26,10,7,7
411,342,6,5,5
411,378,5,4,5
411,484,9,6,6
411,1054,6,5,5
411,1802,11,7,8
411,2131,10,6,7
411,5219,6,4,4
411,5441,16,13,13
411,6392,8,5,6
412,1545,6,4,5
412,1632,7,5,5
412,1696,5,4,4
412,2957,8,7,8
412,3758,3,2,2
412,3761,4,3,4
412,4244,3,2,2
412,4246,4,3,3
412,4253,4,2,3
412,5806,5,3,4
413,751,2,2,2
413,1393,3,3,3
413,1435,5,4,4
413,1491,5,4,5
413,1683,6,4,4
413,1723,7,6,7
413,1764,7,5,6
413,2935,3,2,3
413,3394,5,3,3
413,3762,5,4,5
413,4606,3,2,2
414,581,5,4,5
414,647,2,2,2
414,748,4,3,3
414,749,3,2,2
414,892,9,7,7
414,1389,3,2,2
414,1732,4,3,3
414,1787,6,4,4
414,2764,8,7,7
414,4256,4,3,3
414,5748,6,4,5
415,646,3,2,2
415,750,4,3,3
415,753,7,6,6
415,1496,6,4,5
415,1506,3,2,2
415,1509,5,3,4
415,1528,8,6,7
415,2004,4,4,4
415,2716,7,5,6
415,2889,6,5,6
415,3630,6,4,5
418,559,7,5,5
418,784,4,3,3
418,797,8,7,8
418,985,3,2,2
418,1241,8,5,5
418,1285,5,4,5
418,1431,6,5,6
418,1475,2,2,2
418,1621,4,3,3
418,1721,4,3,3
418,2827,6,4,5
418,5115,8,6,7
419,1447,5,4,4
419,1609,5,4,4
419,1634,4,4,4
419,1654,7,6,7
419,1757,5,4,4
419,1929,5,4,5
419,2367,6,5,5
419,2937,4,3,3
419,3233,8,7,8
419,4849,5,4,4
421,1415,3,2,2
421,1470,6,5,5
421,1473,6,5,5
421,1722,4,3,3
421,1738,6,5,5
421,1858,4,3,3
421,1865,3,2,2
421,2820,3,2,2
421,3760,5,3,4
421,3806,4,3,3
421,4374,4,3,3
422,1861,5,4,4
422,1864,5,4,5
422,1952,4,3,4
422,2087,5,4,4
422,2643,4,2,3
422,2882,5,4,5
422,3364,4,3,4
422,3404,7,5,5
422,3498,4,4,4
423,1472,4,3,3
423,1855,3,2,2
423,2198,4,3,3
423,2448,5,4,4
423,2642,5,4,5
423,3513,7,7,7
423,5977,4,3,3
423,5992,4,4,4
424,1562,1,1,1
424,1577,10,9,9
424,1633,6,4,5
424,1999,6,5,6
424,2274,8,7,7
424,2352,8,7,8
424,3088,4,3,3
424,3102,5,4,5
424,3209,5,5,5
424,3624,5,5,5
424,5976,6,5,6
425,882,5,3,4
425,913,4,2,3
425,982,4,2,3
425,1020,4,3,4
425,1038,3,2,2
425,1657,4,2,3
425,1971,5,4,4
425,2812,5,3,3
425,3534,6,5,5
425,4257,4,2,2
426,810,6,5,5
426,886,6,5,5
426,1005,4,3,3
426,1152,3,2,2
426,1332,5,4,5
426,1361,8,6,7
426,1526,4,3,3
426,1546,0,0,0
426,1625,4,3,3
426,2714,4,3,3
426,3590,7,5,6
427,1534,8,6,6
427,1565,14,11,11
427,1567,10,8,9
427,1581,6,4,4
427,1627,6,5,5
427,1636,13,11,12
427,1649,5,4,4
427,1695,5,4,4
427,2033,5,3,4
427,3648,5,4,4
427,3875,5,3,3
427,4352,6,4,5
427,4569,3,2,1
429,598,10,8,8
429,637,4,3,3
429,790,8,6,6
429,867,16,13,15
429,1326,8,6,6
429,1460,11,8,8
429,1585,12,10,11
429,2579,5,3,3
429,3395,5,4,4
429,5170,4,2,3
429,7129,4,3,3
430,1483,6,5,6
430,1500,6,5,5
430,1520,9,7,8
430,1535,5,4,4
430,1538,5,4,4
430,1543,8,6,6
430,1604,16,12,13
430,1685,7,6,6
430,2443,5,3,4
430,2990,9,6,7
430,3237,5,4,4
430,3734,4,3,3
430,3853,4,3,3
430,3872,9,7,8
430,4865,6,5,5
432,776,6,5,6
432,1637,7,6,6
432,1965,9,7,8
432,3150,9,7,7
432,3151,6,5,5
432,3267,6,4,5
432,4358,5,4,4
432,4568,5,4,4
432,5141,7,5,5
432,5361,8,6,7
433,350,6,5,5
433,645,10,7,8
433,774,4,3,3
433,885,4,2,2
433,1671,10,7,8
433,1943,7,5,6
433,2432,5,4,4
433,2847,7,6,7
433,3278,6,5,5
433,3823,6,5,5
433,4600,6,5,5
435,1167,7,6,6
435,1394,5,3,4
435,1551,4,2,3
435,1571,5,3,4
435,2668,8,6,6
435,2828,5,3,4
435,3488,4,3,4
435,4677,3,2,2
435,5667,4,3,3
435,5668,3,1,2
436,1446,7,6,6
436,1672,4,2,2
436,1819,6,5,5
436,2192,6,5,5
436,2421,7,6,6
436,3245,4,3,3
436,4281,5,3,3
436,5432,5,4,4
436,5444,5,3,3
438,847,5,3,3
438,965,6,5,5
438,971,4,2,2
438,979,4,3,3
438,1007,5,4,4
438,1277,5,3,3
438,1669,6,5,6
438,1679,6,4,5
438,5127,4,2,3
438,5373,7,6,6
438,5397,4,3,3
439,1202,7,6,6
439,1316,4,2,2
439,1430,5,4,4
439,1449,5,3,4
439,1727,4,2,3
439,1828,6,5,5
439,1982,5,4,4
439,2509,3,1,2
439,2958,6,4,5
439,2986,5,4,4
440,1366,4,2,3
440,1453,6,5,5
440,1908,5,3,3
440,1931,7,5,6
440,2127,6,4,4
440,2271,5,4,4
440,2510,4,3,3
440,2813,5,3,4
440,3268,4,2,2
440,3643,4,2,3
440,5090,5,3,3
441,1176,4,3,3
441,1267,4,3,3
441,1274,3,2,2
441,1305,6,5,5
441,1396,7,5,6
441,1799,5,4,4
441,2335,4,2,2
441,3505,5,3,4
441,3857,3,2,2
442,910,6,5,6
442,1515,5,3,3
442,1635,4,2,3
442,1678,3,1,2
442,1776,4,3,3
442,3247,6,5,5
442,3499,4,2,2
442,5438,4,3,3
442,5669,5,3,4
444,1012,6,4,5
444,1276,5,3,3
444,1643,6,4,4
444,1650,3,2,2
444,2452,7,6,6
444,2658,4,2,3
444,3324,4,3,3
444,3497,3,2,2
444,5463,4,3,3
444,6394,6,4,5
445,1588,16,12,13
445,1692,11,7,8
445,1879,10,8,10
445,1914,19,16,16
445,4340,20,16,18
445,4392,18,12,12
446,2032,7,5,6
446,2526,8,7,8
446,3180,12,11,12
447,1574,13,10,12
447,1600,8,7,8
447,1624,13,12,14
447,1989,6,5,6
447,2557,10,9,10
447,4317,8,7,7
447,5134,12,11,12
448,1563,13,11,13
448,1660,10,9,10
448,2297,0,0,0
448,2950,11,10,11
448,2951,9,7,8
448,3523,9,7,8
448,5162,7,6,7
448,5686,11,9,10
449,1815,11,10,11
449,2001,10,8,9
449,2277,7,6,7
449,2985,14,12,14
449,4238,10,9,10
449,5337,12,10,11
449,5632,8,7,8
449,5701,10,8,9
450,1587,0,0,0
450,1840,11,9,11
450,1963,0,0,0
450,1983,12,10,11
450,2030,11,9,10
450,2039,0,0,0
450,5710,8,7,8
450,5843,8,7,8
450,5890,13,11,12
451,2002,10,9,10
451,2117,13,11,13
451,2280,0,0,0
451,2458,8,7,8
451,4488,7,5,6
451,5435,11,9,10
451,5751,9,8,9
451,5766,6,4,4
451,5884,7,5,6
452,1554,11,8,9
452,1615,0,0,0
452,1651,7,6,6
452,2697,10,8,9
452,2925,5,4,4
452,3352,15,12,13
452,3455,0,0,0
452,3493,0,0,0
453,1704,6,5,5
453,1881,6,5,5
453,2048,9,7,7
453,3652,13,10,11
453,3708,9,7,7
453,4393,10,8,9
453,5139,6,4,5
454,1789,11,9,10
454,2054,0,0,0
454,2457,8,6,7
454,2464,10,8,9
454,2735,10,8,9
454,3081,9,8,9
454,5231,6,5,5
455,1648,5,4,5
455,1760,4,3,3
455,1988,6,5,5
455,3408,5,4,5
455,3587,8,5,6
455,3712,6,5,6
455,4202,4,3,3
455,4309,2,2,2
455,5192,8,6,7
455,5864,5,4,5
457,1575,10,8,9
457,1608,8,7,8
457,1903,10,9,10
457,2052,0,0,0
457,2053,3,3,4
457,2537,8,7,7
457,2553,0,0,0
457,5133,7,6,6
457,5136,14,11,12
458,2253,15,12,13
458,2291,0,0,0
458,3516,24,21,24
458,3947,17,13,15
458,5023,21,18,20
458,5938,0,0,0
459,1700,10,6,7
459,1917,0,0,0
459,2177,0,0,0
459,2479,17,13,14
459,5886,4,2,2
460,2077,11,7,8
460,2094,10,5,6
460,2245,10,7,8
460,2494,9,6,7
460,2708,16,12,13
460,5075,8,5,6
461,1747,15,11,12
461,1853,22,16,16
461,1899,14,10,11
461,1912,10,7,7
461,2028,14,9,10
461,2842,12,8,9
461,5193,14,9,9
461,5425,19,15,16
462,1862,18,14,16
462,1922,0,0,0
462,1941,10,7,8
462,2288,0,0,0
462,3464,14,11,12
462,3796,16,12,14
463,1555,32,26,29
463,1805,10,7,8
463,1832,14,10,11
463,1859,54,41,43
463,1915,14,10,12
463,2181,12,9,9
463,5096,10,6,7
463,5156,18,14,15
463,5335,15,11,13
464,2082,12,7,8
464,2242,9,6,7
464,2546,0,1,1
464,3248,11,7,7
464,5032,0,0,0
464,5641,7,5,5
464,5930,9,6,6
465,2110,12,8,9
465,2609,8,7,8
465,3477,10,6,7
465,4101,11,8,8
465,4132,13,9,10
465,5807,10,8,9
466,2218,7,5,5
466,2495,0,0,0
466,2517,10,7,7
466,4171,7,5,5
466,5644,9,6,6
467,2249,19,16,18
467,2469,9,8,8
467,3218,12,9,9
467,3531,9,7,7
467,3537,10,7,7
467,3705,7,6,7
467,3850,8,6,6
467,4137,6,4,4
467,5853,7,5,6
468,1630,5,4,4
468,1772,12,9,10
468,1834,11,9,9
468,1880,12,9,10
468,1910,8,6,6
468,2069,4,4,4
468,2320,7,6,6
468,2477,9,6,6
468,5424,7,5,5
468,5839,5,5,5
469,2070,6,3,4
469,2071,8,5,6
469,2074,14,11,13
469,2188,6,4,4
469,2722,11,8,9
469,4359,10,5,5
469,4474,7,5,5
470,2126,3,2,2
470,2308,4,4,5
470,2314,4,3,3
470,2321,5,3,4
470,2473,4,3,4
470,3290,4,3,4
470,3478,4,3,4
470,3883,6,4,4
470,5274,3,3,3
471,2595,5,4,4
471,2596,9,7,7
471,3053,5,3,4
471,3757,6,4,5
471,3801,7,6,6
471,5628,4,3,3
472,2037,14,11,12
472,2121,8,7,7
472,2196,5,4,4
472,2317,0,0,0
472,2325,11,8,8
472,5272,7,5,5
472,5273,4,3,3
472,5861,5,3,3
473,1947,10,7,8
473,2007,13,8,8
473,2016,9,6,7
473,2187,8,5,6
473,2269,11,8,9
473,3217,6,3,3
473,3260,9,7,7
473,3754,4,2,2
473,5078,10,7,8
474,2485,9,6,6
474,2539,9,7,8
474,2549,12,10,10
474,3472,8,6,6
474,3511,10,7,7
474,4249,5,3,3
474,4394,9,7,7
474,4395,7,5,6
474,5883,7,6,7
475,1817,14,11,12
475,1870,4,2,2
475,1889,7,5,5
475,2006,8,6,6
475,2101,9,7,8
475,2241,13,9,9
475,2476,10,7,7
475,2492,6,5,5
475,3261,11,8,8
475,3380,12,8,9
475,5869,5,3,3
476,2550,5,3,4
476,2927,8,6,7
476,3742,5,3,3
476,5461,5,4,4
476,5462,6,4,5
476,5929,6,4,5
477,1784,9,7,7
477,1793,8,5,6
477,1920,0,0,0
477,4176,5,3,3
477,4221,6,4,4
477,5368,12,8,9
477,5935,5,3,3
478,1775,9,7,8
478,1925,6,5,5
478,2075,7,6,7
478,2243,15,11,12
478,2315,0,0,0
478,3239,11,9,9
478,3258,8,7,7
478,5396,9,7,8
479,421,17,12,13
479,940,12,7,7
479,972,16,11,12
479,2980,12,7,7
479,3773,16,10,11
479,4165,12,8,8
479,5247,8,7,7
479,5312,16,12,11
479,5316,19,13,14
479,5764,15,10,10
481,2226,4,4,4
481,3138,5,4,5
481,3139,6,5,6
481,3140,7,5,6
481,3141,6,5,5
481,3147,3,2,3
481,3179,1,1,1
481,5602,4,4,4
481,5604,6,5,6
481,5605,3,3,3
481,5643,3,3,3
481,5658,4,3,4
481,5659,2,2,2
481,5664,3,3,3
482,923,8,6,7
482,1275,6,5,6
482,1518,6,5,5
482,1557,9,7,7
482,1601,6,4,5
482,1655,10,8,9
482,2786,9,7,8
482,2788,8,7,7
482,3781,6,4,5
482,6476,6,5,6
484,2251,14,9,10
484,2292,13,10,9
484,2886,14,12,13
484,2948,11,9,10
484,3522,13,9,10
484,5154,16,11,12
485,998,2,2,2
485,2425,4,3,3
485,2442,5,4,4
485,4198,3,2,3
485,5149,3,3,3
485,5207,4,3,3
485,5308,2,1,1
485,5372,2,2,2
485,5421,1,1,1
485,5427,2,2,2
485,5452,3,3,3
485,6172,4,3,4
485,6500,4,3,4
488,2396,2,2,2
488,2406,1,1,1
488,3011,2,1,1
488,3104,2,2,2
488,4380,2,2,2
488,4441,2,2,2
488,4546,3,3,3
488,4560,3,2,3
488,5704,3,3,3
488,5758,3,2,3
488,5759,2,1,1
488,6967,2,2,2
488,7299,3,3,3
490,3019,3,3,3
490,3082,4,3,3
490,3083,3,2,2
490,3126,3,2,2
490,3127,3,2,2
490,3128,4,4,4
490,3175,3,2,2
490,3176,4,3,4
490,3740,2,2,2
490,4196,2,2,2
490,4491,4,4,4
490,4747,3,3,3
490,5828,8,6,6
491,3152,2,1,1
491,3153,4,2,2
491,3154,6,5,5
491,3155,4,3,3
491,3172,1,1,1
491,3173,3,2,3
491,4138,2,1,2
491,4139,3,2,2
491,4625,2,2,2
491,4626,4,3,3
491,5855,4,3,3
491,5990,2,2,2
491,5991,3,2,2
491,6585,3,2,2
492,2431,7,5,6
492,2743,3,3,3
492,3593,4,3,3
492,3599,6,4,4
492,4619,4,3,4
492,4654,5,4,4
492,5043,4,3,3
492,5122,4,4,4
492,5780,4,3,4
492,6876,5,3,3
492,6943,5,4,5
492,6975,5,4,4
494,3110,4,2,3
494,4053,2,2,2
494,4054,3,2,3
494,4413,2,2,2
494,4607,2,1,1
494,5408,4,3,3
494,5695,3,2,2
494,5767,1,1,1
494,5804,2,2,2
494,6390,3,2,2
494,6470,3,2,3
496,2840,2,2,2
496,3646,4,4,4
496,3713,3,3,3
496,3724,4,2,2
496,3899,4,3,4
496,4519,3,3,3
496,4525,5,4,5
496,4530,2,2,2
496,5279,5,4,5
496,5291,6,4,4
496,5378,4,3,4
496,6174,4,4,4
497,2328,3,3,3
497,2465,8,6,7
497,2699,4,3,3
497,2731,3,2,2
497,3338,4,3,3
497,3628,4,3,4
497,4145,4,3,4
497,4206,3,2,3
497,4443,4,3,4
497,4445,2,1,2
497,4452,3,2,3
497,5371,4,3,4
497,5813,3,3,3
497,7339,5,4,4
498,3603,2,2,2
498,3605,3,3,3
498,3614,3,3,3
498,3622,3,2,3
498,3959,3,2,3
498,4524,6,4,5
498,5135,5,3,4
498,5183,2,2,2
498,5297,2,1,2
498,5467,4,3,3
498,5734,6,5,5
498,5908,4,4,4
499,3359,3,2,2
499,3504,6,5,6
499,4148,2,2,2
499,4432,4,3,4
499,4848,2,1,1
499,6962,4,3,3
499,7004,4,4,4
499,7062,3,3,3
499,7146,9,7,8
499,7180,3,2,3
499,7296,6,5,6
499,7304,4,4,4
499,7315,6,4,4
500,2414,1,1,1
500,3411,2,2,2
500,3456,4,3,3
500,3600,3,3,3
500,4147,1,1,1
500,4157,1,1,1
500,4545,4,3,3
500,5829,6,5,5
500,7222,3,2,2
500,7235,4,3,3
500,7334,2,2,2
500,7337,2,2,2
500,7340,5,3,3
502,3156,4,3,3
502,3157,4,4,4
502,3299,3,2,3
502,3330,4,3,3
502,3880,3,2,2
502,4184,4,3,3
502,4220,2,2,2
502,4388,4,4,4
502,5754,3,3,3
502,5755,5,4,5
502,6226,3,3,3
502,6798,4,3,4
502,6936,4,4,4
502,7174,2,2,2
502,7177,5,4,4
503,140,14,13,14
503,163,11,9,11
503,214,13,11,13
503,236,6,4,5
503,249,10,8,9
503,275,14,13,14
503,285,8,6,6
503,288,8,7,8
503,364,9,7,8
504,2974,1,1,1
504,2995,1,1,1
504,3198,1,1,2
504,3199,1,1,1
504,3287,1,1,1
504,3521,3,2,2
504,3574,1,1,1
504,4104,3,2,3
504,4182,1,0,0
504,4453,3,3,3
504,5657,1,1,1
504,5963,1,1,1
504,6078,0,0,0
504,6851,1,1,1
504,6966,1,1,1
505,500,30,24,26
505,512,32,27,30
505,964,46,39,39
505,1015,25,20,22
505,2201,36,30,30
505,2612,44,35,37
505,3136,31,25,27
505,3763,27,22,25
505,5717,26,20,23
505,5947,20,15,16
506,508,4,3,4
506,1126,3,2,2
506,1154,2,1,2
506,1198,3,2,2
506,2864,4,3,3
506,3056,4,4,4
506,3057,3,2,2
506,3107,2,1,1
506,4131,3,2,2
506,4162,2,1,1
506,5146,3,2,2
507,2395,2,2,2
507,2880,3,3,3
507,3340,5,4,4
507,3457,4,3,4
507,3508,2,2,2
507,4390,5,4,5
507,4585,5,4,4
507,4655,2,2,2
507,5093,3,3,3
507,5336,3,3,3
507,5364,3,2,3
507,5840,3,2,3
507,6170,3,3,3
507,6942,3,3,3
508,1981,14,13,14
508,2853,7,6,7
508,5779,10,9,10
509,4431,3,3,3
509,5013,3,3,3
509,5014,2,2,2
509,5393,4,3,4
509,6176,3,3,3
509,6233,1,1,1
509,6243,3,3,3
509,6263,2,2,2
509,6264,3,2,2
509,6586,2,2,2
509,6814,4,4,4
509,6828,4,3,4
509,7205,6,5,6
509,7206,4,3,4
510,2632,2,2,2
510,3314,3,2,3
510,3315,3,2,2
510,3604,5,3,3
510,3844,4,3,3
510,3845,3,2,2
510,3846,2,2,2
510,4218,3,2,2
510,4233,2,1,1
510,4275,2,2,2
510,5257,2,2,2
510,5332,3,2,2
510,5349,2,2,2
510,7320,6,5,5
511,2025,7,5,6
511,2119,8,7,7
511,2161,0,0,0
511,2989,0,0,0
512,2486,3,3,3
512,2689,4,4,4
512,3023,2,2,2
512,3046,4,4,4
512,3047,7,6,7
512,3123,3,3,3
512,4174,5,4,5
512,5610,1,1,1
512,5611,1,0,0
512,5633,5,4,5
512,5634,4,3,4
512,5635,5,4,5
514,2385,10,8,8
514,2403,9,6,6
514,2516,6,3,4
514,3525,8,7,7
514,3794,6,3,4
514,5041,7,4,4
515,2487,3,2,2
515,2826,4,3,4
515,2998,4,3,4
515,3026,2,1,2
515,3131,5,5,5
515,3132,4,3,4
515,3133,6,5,6
515,4762,4,3,3
515,5600,2,1,1
515,5663,6,4,5
515,5689,5,4,5
515,5691,6,5,5
515,8958,2,1,1
516,377,6,5,5
516,2870,2,1,1
516,2887,1,1,1
516,3442,2,2,2
516,3638,3,2,2
516,5367,0,0,0
516,5383,5,4,4
516,5923,2,2,2
516,7098,3,2,2
516,7137,3,3,3
516,7162,4,2,3
516,7209,5,3,3
516,7218,3,2,2
516,7329,4,3,3
526,3661,9,7,7
