store_nbr,Estimated In-store Week,Estimated Receipt Qty,Direct to Store Receipt Qty,Direct to Store PO Nbr
92,WK06,12,0,
92,WK07,4,0,
93,WK03,6,0,
93,WK04,2,0,
93,WK07,1,0,
95,WK03,16,0,
95,WK04,4,0,
95,WK07,4,109,
95,WK08,1,0,
96,WK03,6,0,
96,WK04,2,0,
96,WK07,5,0,
98,WK03,6,0,
98,WK04,1,0,
99,WK03,6,0,
99,WK04,2,0,
99,WK07,6,0,
100,WK03,20,0,
100,WK04,4,0,
100,WK06,9,0,
100,WK07,4,0,
101,WK03,16,0,
101,WK04,4,0,
101,WK08,1,0,
103,WK03,12,0,
103,WK06,6,0,
103,WK07,3,0,
104,WK03,10,0,
104,WK04,2,0,
104,WK06,4,0,
104,WK07,3,0,
105,WK03,12,0,
105,WK05,7,0,
105,WK06,3,0,
107,WK03,10,0,
107,WK04,2,0,
107,WK06,4,0,
107,WK07,3,0,
108,WK03,6,0,
108,WK04,2,0,
108,WK06,4,0,
108,WK07,1,0,
109,WK03,6,0,
109,WK04,2,0,
109,WK07,5,0,
112,WK03,8,0,
112,WK05,3,0,
112,WK06,1,0,
113,WK03,12,0,
113,WK05,3,0,
113,WK06,2,0,
113,WK07,1,0,
114,WK03,12,0,
114,WK06,2,0,
117,WK03,28,0,
117,WK04,7,0,
117,WK05,2,0,
117,WK06,2,0,
118,WK03,8,0,
118,WK05,4,0,
118,WK06,1,0,
119,WK03,16,0,
119,WK04,4,0,
119,WK05,3,0,
119,WK06,1,0,
121,WK03,6,0,
121,WK04,2,0,
121,WK06,4,0,
121,WK07,1,0,
122,WK03,12,0,
122,WK07,1,0,
122,WK08,2,0,
125,WK03,22,0,
125,WK04,4,0,
125,WK06,8,0,
125,WK07,4,0,
126,WK03,6,0,
126,WK04,2,0,
126,WK07,1,0,
127,WK03,6,0,
127,WK04,2,0,
127,WK05,3,0,
127,WK07,1,0,
128,WK03,6,0,
128,WK04,2,0,
128,WK05,3,0,
128,WK07,1,0,
129,WK03,12,0,
129,WK04,4,0,
131,WK03,18,0,
131,WK04,7,102,
131,WK05,2,0,
131,WK07,1,0,
134,WK03,12,0,
135,WK03,4,0,
135,WK04,2,0,
135,WK10,9,0,
137,WK03,12,0,
137,WK06,5,0,
137,WK07,3,0,
138,WK03,12,0,
138,WK04,4,0,
138,WK07,5,120,
139,WK03,6,0,
139,WK05,9,0,
139,WK06,2,0,
139,WK07,2,0,
140,WK03,12,0,
140,WK05,2,0,
140,WK07,1,0,
141,WK03,12,0,
141,WK06,5,0,
141,WK07,3,0,
143,WK03,23,0,
143,WK04,3,0,
143,WK07,2,0,
144,WK03,20,0,
144,WK04,4,0,
144,WK06,2,0,
144,WK07,4,0,
146,WK03,12,0,
146,WK04,5,0,
146,WK05,2,0,
146,WK07,1,0,
147,WK03,20,0,
147,WK04,5,0,
147,WK05,2,95,
147,WK06,2,0,
147,WK07,1,0,
148,WK03,18,0,
148,WK04,6,109,
148,WK05,2,0,
148,WK07,1,0,
149,WK03,6,0,
149,WK04,3,0,
151,WK03,19,0,
151,WK04,4,0,
151,WK06,11,0,
151,WK07,6,0,
152,WK03,23,0,
152,WK04,4,0,
152,WK07,4,101,
152,WK08,2,0,
153,WK03,7,0,
154,WK03,22,0,
154,WK04,4,0,
155,WK03,6,0,
155,WK04,2,0,
155,WK05,3,0,
155,WK07,1,0,
157,WK03,12,0,
157,WK04,4,0,
157,WK05,4,0,
157,WK07,1,0,
158,WK03,18,0,
158,WK04,5,0,
158,WK05,2,0,
159,WK03,6,0,
159,WK04,2,0,
160,WK03,20,0,
160,WK04,4,0,
160,WK05,11,0,
160,WK06,2,0,
160,WK07,1,0,
161,WK03,19,0,
161,WK04,4,0,
161,WK07,2,0,
163,WK03,12,0,
163,WK04,2,0,
163,WK05,2,0,
163,WK07,1,0,
165,WK03,6,0,
165,WK04,2,0,
165,WK07,1,0,
166,WK03,18,0,
166,WK04,4,0,
166,WK07,4,102,
166,WK08,2,0,
167,WK03,6,0,
167,WK04,2,0,
167,WK05,5,0,
167,WK07,1,0,
168,WK03,22,0,
168,WK04,4,0,
168,WK06,11,0,
168,WK07,5,0,
170,WK03,6,0,
170,WK04,1,0,
172,WK03,12,0,
172,WK07,7,0,
172,WK08,2,0,
173,WK03,12,0,
173,WK07,7,0,
173,WK08,2,0,
177,WK03,22,0,
177,WK04,5,0,
177,WK06,2,0,
177,WK07,4,0,
179,WK03,12,0,
179,WK06,6,0,
179,WK07,3,0,
180,WK03,12,0,
180,WK05,2,0,
180,WK07,1,0,
182,WK03,4,0,
182,WK04,2,0,
182,WK07,1,0,
184,WK03,12,0,
184,WK07,7,0,
184,WK08,2,0,
184,WK10,1,0,
185,WK03,12,0,
185,WK04,4,0,
185,WK05,12,0,
185,WK07,2,0,
186,WK03,12,0,
186,WK07,8,0,
186,WK08,1,0,
188,WK03,22,0,
188,WK04,6,0,
188,WK07,3,0,
188,WK08,2,0,
189,WK03,8,0,
189,WK04,4,0,
189,WK10,7,0,
189,WK11,1,0,
190,WK03,6,0,
190,WK04,2,0,
190,WK05,4,0,
190,WK07,1,0,
192,WK03,11,0,
192,WK04,2,0,
192,WK07,2,0,
195,WK03,12,0,
195,WK07,11,0,
195,WK08,2,0,
195,WK10,1,0,
196,WK03,8,0,
202,WK03,6,0,
202,WK04,2,0,
204,WK03,10,0,
204,WK04,2,0,
204,WK06,5,0,
204,WK07,3,0,
205,WK03,6,0,
205,WK04,4,0,
205,WK05,2,0,
206,WK03,6,0,
206,WK04,2,0,
206,WK07,1,0,
207,WK03,6,0,
207,WK04,2,0,
207,WK06,4,0,
207,WK07,1,0,
211,WK03,12,0,
211,WK04,2,0,
211,WK05,2,0,
211,WK07,1,0,
212,WK03,6,0,
212,WK04,2,0,
212,WK07,1,0,
213,WK03,6,0,
213,WK04,2,0,
213,WK07,4,0,
214,WK03,16,0,
214,WK04,2,0,
214,WK05,1,0,
216,WK03,8,0,
216,WK06,4,0,
216,WK07,1,0,
217,WK03,6,0,
217,WK04,2,0,
217,WK07,1,0,
219,WK03,24,0,
219,WK04,6,0,
219,WK07,10,0,
219,WK08,2,0,
220,WK03,12,0,
220,WK05,3,0,
220,WK06,2,0,
220,WK07,1,0,
222,WK03,6,0,
222,WK04,2,0,
222,WK07,1,0,
225,WK03,18,0,
225,WK04,4,0,
225,WK05,1,0,
225,WK06,2,0,
226,WK03,6,0,
226,WK05,1,0,
228,WK03,6,0,
228,WK04,6,0,
228,WK05,1,0,
228,WK07,1,0,
230,WK03,6,0,
230,WK04,2,0,
230,WK06,3,0,
230,WK07,1,0,
231,WK03,6,0,
231,WK05,6,0,
231,WK06,2,0,
231,WK07,1,0,
232,WK03,19,0,
232,WK04,6,0,
232,WK05,5,0,
232,WK06,2,0,
232,WK07,1,0,
234,WK03,12,0,
234,WK07,8,0,
234,WK08,1,0,
236,WK03,6,0,
237,WK03,8,0,
237,WK06,4,0,
237,WK07,1,0,
238,WK03,33,0,
238,WK05,2,0,
238,WK06,2,0,
242,WK03,18,0,
242,WK04,6,0,
242,WK07,13,0,
243,WK03,6,0,
243,WK04,2,0,
243,WK07,5,0,
246,WK03,6,0,
247,WK03,6,0,
247,WK04,2,0,
247,WK06,4,0,
247,WK07,1,0,
248,WK03,6,0,
248,WK05,1,0,
249,WK03,12,0,
249,WK04,3,0,
249,WK06,2,0,
250,WK03,16,0,
250,WK04,4,0,
250,WK07,5,108,
250,WK08,1,0,
251,WK03,18,0,
251,WK04,2,0,
251,WK05,2,0,
251,WK07,1,0,
252,WK03,6,0,
252,WK04,2,0,
252,WK07,5,0,
256,WK03,6,0,
256,WK04,2,0,
256,WK07,5,0,
257,WK03,8,0,
257,WK06,4,0,
257,WK07,1,0,
258,WK03,8,0,
258,WK05,3,0,
258,WK06,1,0,
259,WK03,6,0,
259,WK04,6,0,
259,WK05,1,0,
259,WK07,1,0,
260,WK03,6,0,
261,WK03,6,0,
261,WK05,10,0,
261,WK06,1,0,
261,WK07,1,0,
262,WK03,10,0,
262,WK04,2,0,
262,WK06,5,0,
262,WK07,3,0,
264,WK03,34,0,
264,WK04,2,0,
264,WK06,3,107,
264,WK07,4,0,
265,WK03,6,0,
265,WK07,1,0,
266,WK03,6,0,
266,WK04,2,0,
266,WK05,3,0,
266,WK07,1,0,
267,WK03,12,0,
267,WK06,3,0,
267,WK07,3,0,
268,WK03,26,0,
268,WK04,2,0,
268,WK05,7,0,
268,WK06,3,0,
272,WK03,8,0,
272,WK06,3,0,
272,WK07,1,0,
273,WK03,6,0,
273,WK06,1,0,
274,WK03,6,0,
274,WK05,7,0,
274,WK06,2,0,
275,WK03,12,0,
275,WK05,2,0,
275,WK07,1,0,
279,WK03,12,0,
279,WK05,3,0,
279,WK06,3,0,
279,WK07,1,0,
281,WK03,16,0,
281,WK04,4,0,
281,WK05,5,0,
281,WK06,1,0,
281,WK07,1,0,
284,WK03,6,0,
284,WK04,7,0,
284,WK05,1,0,
284,WK07,1,0,
285,WK03,6,0,
285,WK04,3,0,
285,WK07,1,0,
286,WK03,6,0,
286,WK04,3,0,
286,WK07,1,0,
287,WK03,18,0,
287,WK05,7,84,
287,WK06,3,0,
288,WK03,6,0,
288,WK04,2,0,
288,WK05,1,0,
288,WK07,1,0,
295,WK03,6,0,
295,WK04,2,0,
295,WK07,5,0,
296,WK03,6,0,
296,WK04,1,0,
296,WK05,4,0,
296,WK07,1,0,
297,WK03,6,0,
298,WK03,11,0,
298,WK06,3,0,
299,WK03,10,0,
299,WK04,2,0,
299,WK06,6,0,
299,WK07,3,0,
300,WK03,21,0,
300,WK04,3,0,
300,WK05,1,0,
300,WK06,2,0,
301,WK03,16,0,
301,WK05,4,108,
301,WK06,1,0,
306,WK03,8,0,
307,WK03,6,0,
307,WK04,5,0,
307,WK06,2,0,
308,WK03,24,0,
308,WK05,5,0,
308,WK06,3,0,
309,WK03,6,0,
313,WK03,12,0,
313,WK07,7,0,
313,WK08,2,0,
314,WK03,12,0,
314,WK06,3,0,
315,WK03,8,0,
315,WK06,1,0,
316,WK03,12,0,
316,WK06,3,0,
318,WK03,6,0,
318,WK04,2,0,
318,WK05,4,0,
318,WK07,1,0,
319,WK03,12,0,
319,WK07,8,0,
319,WK08,1,0,
321,WK03,6,0,
329,WK03,8,0,
329,WK06,1,0,
330,WK03,6,0,
331,WK03,6,0,
331,WK04,4,0,
335,WK03,8,0,
335,WK06,2,0,
335,WK07,1,0,
336,WK03,6,0,
336,WK04,2,0,
336,WK05,5,0,
336,WK07,1,0,
337,WK03,20,0,
337,WK04,4,0,
337,WK07,3,93,
337,WK08,2,0,
338,WK03,6,0,
338,WK04,2,0,
338,WK06,4,0,
338,WK07,1,0,
340,WK03,20,0,
340,WK04,4,0,
340,WK06,9,0,
340,WK07,5,0,
342,WK03,6,0,
342,WK04,2,0,
342,WK07,5,0,
345,WK03,12,0,
345,WK05,2,0,
345,WK07,1,0,
348,WK03,6,0,
348,WK04,2,0,
348,WK05,4,0,
348,WK07,1,0,
350,WK03,12,0,
350,WK07,6,0,
350,WK10,1,0,
352,WK03,6,0,
352,WK04,2,0,
352,WK07,5,0,
353,WK03,12,0,
353,WK05,5,0,
353,WK06,2,0,
353,WK07,1,0,
354,WK03,6,0,
354,WK04,2,0,
354,WK07,5,0,
355,WK03,6,0,
355,WK05,7,0,
355,WK06,1,0,
355,WK07,1,0,
357,WK03,19,0,
357,WK04,3,0,
357,WK07,13,0,
357,WK08,2,0,
359,WK03,6,0,
359,WK06,7,0,
359,WK07,3,0,
360,WK03,6,0,
360,WK04,2,0,
360,WK07,1,0,
364,WK03,6,0,
364,WK04,3,0,
364,WK07,1,0,
366,WK03,24,0,
366,WK04,3,0,
366,WK06,12,0,
366,WK07,2,0,
369,WK03,6,0,
369,WK04,1,0,
369,WK07,5,0,
371,WK03,16,0,
371,WK04,4,0,
371,WK05,0,118,
371,WK06,1,0,
372,WK03,6,0,
372,WK05,1,0,
372,WK06,1,0,
372,WK07,1,0,
373,WK03,22,0,
373,WK04,1,0,
373,WK06,3,0,
373,WK07,2,0,
376,WK03,6,0,
376,WK04,4,0,
376,WK07,1,0,
379,WK03,16,0,
379,WK04,4,0,
379,WK07,1,0,
379,WK08,1,0,
381,WK03,6,0,
381,WK04,1,0,
381,WK05,1,0,
381,WK07,1,0,
382,WK03,12,0,
382,WK07,8,0,
382,WK08,2,0,
383,WK03,6,0,
383,WK07,1,0,
384,WK03,6,0,
387,WK03,6,0,
387,WK04,2,0,
387,WK06,4,0,
387,WK07,1,0,
389,WK03,6,0,
389,WK04,2,0,
389,WK06,4,0,
389,WK07,1,0,
390,WK03,10,0,
390,WK04,2,0,
390,WK06,5,0,
390,WK07,3,0,
391,WK03,6,0,
391,WK05,8,0,
391,WK06,3,0,
394,WK03,8,0,
394,WK06,1,0,
396,WK03,8,0,
396,WK06,4,0,
398,WK03,6,0,
398,WK04,3,0,
398,WK07,1,0,
399,WK03,12,0,
399,WK04,3,0,
399,WK05,2,0,
399,WK07,1,0,
400,WK03,6,0,
403,WK03,12,0,
403,WK05,3,0,
403,WK06,3,0,
404,WK03,14,0,
404,WK04,13,0,
404,WK06,1,0,
405,WK03,6,0,
405,WK04,4,0,
406,WK03,10,0,
406,WK04,2,0,
406,WK06,5,0,
406,WK07,3,0,
407,WK03,12,0,
407,WK04,4,0,
407,WK07,1,0,
409,WK03,8,0,
409,WK05,5,0,
409,WK06,1,0,
410,WK03,34,0,
410,WK04,2,0,
410,WK06,3,111,
410,WK07,5,0,
412,WK03,12,0,
412,WK04,5,0,
412,WK05,3,0,
412,WK07,1,0,
413,WK03,2,0,
413,WK04,8,0,
413,WK06,1,0,
416,WK03,11,0,
416,WK04,1,0,
416,WK06,3,0,
416,WK07,3,0,
417,WK03,12,0,
417,WK04,2,0,
417,WK05,2,0,
417,WK07,1,0,
419,WK03,6,0,
419,WK04,2,0,
419,WK07,4,0,
421,WK03,21,0,
421,WK04,6,0,
421,WK05,2,0,
421,WK06,2,0,
423,WK03,8,0,
423,WK06,1,0,
424,WK03,8,0,
424,WK06,1,0,
426,WK03,6,0,
426,WK04,2,0,
426,WK05,3,0,
426,WK07,1,0,
427,WK03,6,0,
427,WK04,8,0,
427,WK05,1,0,
427,WK07,1,0,
430,WK06,3,0,
431,WK03,10,0,
431,WK04,2,0,
431,WK06,4,0,
431,WK07,3,0,
434,WK03,8,0,
434,WK05,2,0,
434,WK06,1,0,
436,WK03,12,0,
436,WK07,9,0,
436,WK08,3,0,
440,WK03,18,0,
440,WK04,6,0,
440,WK05,2,0,
440,WK06,2,0,
443,WK03,6,0,
444,WK03,16,0,
444,WK04,1,0,
444,WK06,4,0,
444,WK07,2,0,
445,WK03,22,0,
445,WK04,5,0,
445,WK06,11,0,
445,WK07,4,0,
447,WK03,3,0,
447,WK04,2,0,
447,WK06,1,0,
450,WK03,6,0,
450,WK04,4,0,
451,WK03,6,0,
451,WK04,2,0,
451,WK07,5,0,
457,WK03,6,0,
457,WK04,3,0,
458,WK03,4,0,
458,WK04,2,0,
458,WK06,1,0,
459,WK03,12,0,
459,WK05,2,0,
459,WK06,2,0,
459,WK07,1,0,
462,WK03,6,0,
462,WK04,3,0,
464,WK03,6,0,
467,WK03,6,0,
467,WK04,2,0,
467,WK05,5,0,
467,WK07,1,0,
469,WK03,6,0,
475,WK03,6,0,
477,WK03,10,0,
477,WK04,2,0,
477,WK06,5,0,
477,WK07,3,0,
479,WK03,12,0,
479,WK05,1,0,
479,WK06,3,0,
479,WK07,2,0,
481,WK03,14,0,
481,WK04,4,0,
481,WK07,2,0,
481,WK09,1,0,
481,WK10,11,0,
483,WK03,6,0,
483,WK05,8,0,
483,WK06,2,0,
484,WK03,12,0,
484,WK07,9,0,
484,WK10,1,0,
489,WK03,6,0,
490,WK03,9,0,
490,WK04,8,0,
490,WK06,1,0,
493,WK03,4,0,
493,WK04,2,0,
494,WK03,6,0,
494,WK05,3,0,
494,WK07,1,0,
495,WK03,8,0,
495,WK05,4,0,
495,WK06,1,0,
498,WK03,6,0,
501,WK03,12,0,
502,WK03,12,0,
502,WK04,7,0,
502,WK06,2,0,
504,WK03,6,0,
505,WK03,6,0,
505,WK04,2,0,
508,WK03,25,0,
508,WK04,6,0,
508,WK06,1,0,
510,WK03,12,0,
510,WK05,4,108,
510,WK07,1,0,
511,WK03,6,0,
511,WK05,1,0,
511,WK06,1,0,
511,WK07,1,0,
515,WK03,35,0,
515,WK04,3,0,
515,WK06,5,0,
515,WK07,4,0,
516,WK03,18,0,
516,WK04,4,0,
516,WK05,2,0,
517,WK03,6,0,
517,WK04,2,0,
517,WK05,3,0,
517,WK07,1,0,
518,WK03,16,0,
518,WK05,6,0,
518,WK06,1,0,
518,WK07,2,0,
519,WK03,6,0,
519,WK06,4,0,
519,WK07,1,0,
520,WK03,6,0,
520,WK06,1,0,
523,WK03,12,0,
523,WK04,1,0,
523,WK05,2,0,
523,WK07,1,0,
528,WK03,6,0,
528,WK04,5,0,
529,WK03,6,0,
529,WK04,2,0,
531,WK03,6,0,
531,WK04,1,0,
532,WK03,6,0,
532,WK04,4,0,
533,WK03,6,0,
535,WK03,6,0,
535,WK05,1,0,
535,WK06,1,0,
535,WK07,1,0,
536,WK03,12,0,
536,WK06,2,0,
536,WK07,1,0,
538,WK03,10,0,
538,WK04,1,0,
539,WK03,6,0,
541,WK03,10,0,
541,WK04,6,0,
541,WK05,2,0,
542,WK03,6,0,
542,WK04,1,0,
544,WK03,6,0,
544,WK04,2,0,
544,WK06,3,0,
544,WK07,1,0,
545,WK03,6,0,
545,WK06,4,0,
545,WK07,1,0,
548,WK03,12,0,
548,WK06,2,0,
548,WK07,1,0,
551,WK03,11,0,
551,WK04,2,0,
552,WK03,18,0,
552,WK04,4,0,
552,WK06,1,0,
552,WK07,1,0,
553,WK03,6,0,
553,WK04,3,0,
556,WK03,6,0,
557,WK03,6,0,
557,WK04,2,0,
557,WK07,5,0,
558,WK03,6,0,
558,WK04,2,0,
558,WK07,5,0,
559,WK03,4,0,
559,WK04,2,0,
559,WK10,10,0,
559,WK11,1,0,
560,WK03,6,0,
560,WK04,2,0,
560,WK07,5,0,
561,WK03,20,0,
561,WK04,6,0,
561,WK06,2,0,
562,WK03,8,0,
563,WK03,5,0,
563,WK04,1,0,
564,WK03,6,0,
564,WK04,2,0,
564,WK05,4,0,
564,WK07,1,0,
565,WK03,12,0,
565,WK05,2,0,
568,WK03,10,0,
568,WK04,2,0,
568,WK06,3,0,
568,WK07,3,0,
569,WK03,34,0,
569,WK04,2,0,
569,WK06,1,0,
569,WK07,2,0,
571,WK03,8,0,
571,WK04,5,0,
571,WK07,7,0,
572,WK03,6,0,
572,WK07,1,0,
573,WK03,12,0,
573,WK07,8,0,
573,WK10,1,0,
574,WK03,12,0,
574,WK05,3,0,
574,WK06,2,0,
574,WK07,1,0,
577,WK03,6,0,
577,WK04,2,0,
577,WK07,8,0,
578,WK03,24,0,
578,WK04,3,0,
578,WK07,1,0,
579,WK03,17,0,
579,WK04,3,0,
580,WK03,6,0,
582,WK03,11,0,
582,WK04,2,0,
583,WK03,21,0,
583,WK04,4,0,
583,WK06,8,0,
583,WK07,3,0,
584,WK03,8,0,
584,WK04,5,0,
584,WK07,4,0,
585,WK03,8,0,
586,WK03,18,0,
586,WK04,6,0,
586,WK05,3,0,
586,WK06,2,0,
587,WK03,11,0,
587,WK04,2,0,
587,WK06,2,0,
587,WK07,3,0,
588,WK03,11,0,
588,WK04,5,0,
588,WK05,3,0,
589,WK03,6,0,
592,WK03,6,0,
592,WK04,2,0,
592,WK06,3,0,
592,WK07,1,0,
593,WK03,6,0,
596,WK03,8,0,
596,WK06,4,0,
596,WK07,1,0,
598,WK03,28,0,
598,WK04,8,0,
599,WK03,5,0,
599,WK04,1,0,
599,WK06,6,0,
599,WK07,1,0,
601,WK03,16,0,
601,WK05,8,0,
601,WK06,1,0,
601,WK07,2,0,
603,WK03,14,0,
603,WK04,4,0,
603,WK07,2,0,
603,WK09,2,0,
603,WK10,6,109,
604,WK03,6,0,
605,WK03,6,0,
606,WK03,6,0,
609,WK03,4,0,
609,WK04,2,0,
609,WK10,10,0,
609,WK11,1,0,
610,WK03,12,0,
610,WK04,4,0,
610,WK05,7,0,
610,WK07,1,0,
613,WK03,6,0,
614,WK03,6,0,
614,WK05,5,0,
614,WK06,1,0,
614,WK07,1,0,
615,WK03,12,0,
615,WK05,3,0,
615,WK06,2,0,
615,WK07,1,0,
616,WK03,6,0,
617,WK03,8,0,
617,WK06,4,0,
617,WK07,1,0,
619,WK03,18,0,
619,WK04,5,0,
619,WK06,13,0,
619,WK07,3,0,
620,WK03,11,0,
620,WK04,1,0,
620,WK06,5,0,
620,WK07,2,0,
621,WK03,12,0,
621,WK06,2,0,
621,WK07,1,0,
623,WK03,15,0,
623,WK04,2,0,
624,WK03,8,0,
624,WK06,5,0,
624,WK07,1,0,
625,WK03,18,0,
625,WK04,5,0,
625,WK05,3,0,
625,WK06,2,0,
625,WK07,1,0,
630,WK03,6,0,
630,WK04,2,0,
630,WK07,1,0,
631,WK03,8,0,
631,WK06,4,0,
631,WK07,1,0,
632,WK03,6,0,
632,WK04,2,0,
634,WK03,12,0,
634,WK06,5,0,
634,WK07,2,0,
635,WK03,18,0,
635,WK04,9,0,
635,WK05,4,0,
637,WK03,6,0,
637,WK07,8,0,
638,WK03,12,0,
638,WK06,6,0,
638,WK08,1,0,
639,WK03,6,0,
640,WK03,8,0,
640,WK06,4,0,
640,WK07,1,0,
642,WK03,8,0,
643,WK03,6,0,
643,WK04,2,0,
643,WK05,3,0,
643,WK07,1,0,
644,WK03,12,0,
644,WK06,7,0,
644,WK07,2,0,
645,WK03,12,0,
645,WK04,4,0,
645,WK07,1,0,
646,WK03,6,0,
646,WK10,6,0,
646,WK11,1,0,
648,WK07,3,0,
649,WK03,8,0,
649,WK04,1,0,
652,WK03,6,0,
652,WK05,7,0,
652,WK06,1,0,
652,WK07,2,0,
653,WK03,23,0,
653,WK04,1,0,
653,WK06,1,0,
653,WK07,2,0,
656,WK03,12,0,
656,WK05,7,0,
656,WK06,3,0,
657,WK03,22,0,
657,WK04,5,0,
657,WK06,2,0,
657,WK07,3,0,
658,WK03,12,0,
