Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,Dept 13,Gain Liquid 88z Detergent/31ct Flings,Half Stack,1,32,
1,Dept 40,EMC 10PC PDQ,PDQ,2,32,
1,Dept 40,EQ 40pc Allergy PDQ - Pills and Nasal Sprays,PDQ,2,32,
1,Dept 40,One A Day OPP Mixed PSQ Tray 14pc,PDQ,1,32,
1,Dept 40,Quest Chips 96 ct,Full Endcap,1,32,
2,Dept 08,Vibrant Life 141L Cedar Shavings 50Ct,Full Stack,1,32,
2,Dept 08,Vibrant Life 141L Pine Shavings 50CT,Full Stack,1,32,
2,Dept 17,BHG Value Wax 320pc 1/2 pallet,Half Stack,1,32,
2,Dept 17,"Halloween Doormat, 50ct",Full Stack,2,32,
2,Dept 17,MS 20oz Candles 300pc 1/2 Pallet,Half Stack,1,32,
2,Dept 17,Religious 1/4 Pallet Day of the Dead 360pc,Side-stack,1,32,
2,Dept 67,"Tailgate Partyware, 262pcs",Full Endcap,1,32,
2,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,32,
2,Dept 92,OLD EL PASO BOLD/PRI 416 Pieces,Full Stack,1,32,
2,Dept 95,UTZ LTO Cheeseball Barrel Mixed Pallet 192 Each,Full Stack,1,32,
3,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,1,32,
4,Dept 09,"Crossbow Shooter Buck 3-D Target, Special High Den",Full Stack,1,32,
4,Dept 11,".65 FIREWOOD BUNDLE, 65 units",Full Stack,3,32,
4,Dept 40,EQ Dayqul/Nyquil Compare to 15pc,PDQ,2,32,
5,Dept 04,HEFTY 13G 20CT CPS S,Sidekick,2,32,
5,Dept 05,Crosley Jukebox (3),Half Stack,2,32,
5,Dept 09,"Crossbow Shooter Buck 3-D Target, Special High Den",Full Stack,1,32,
5,Dept 09,Rtic Drinkware Assortment (2 half stacks/2 pricepoints),Full Stack,1,32,
5,Dept 11,"GT BUNDLED FIREWOOD, 80 units",Full Stack,3,32,
5,Dept 13,Febreze Falliday $3.24 Half Pallet,Half Stack,1,32,
5,Dept 17,"Halloween Doormat, 50ct",Full Stack,2,32,
5,Dept 17,MS 11.5oz Candles 450pc Half Pallet,Half Stack,1,32,
5,Dept 17,Scented Pinecones 145pc Dump Bin,Dump Bin,2,32,
5,Dept 19,"6YD Cheesecloth, 32pcs",Sidekick,1,32,
5,Dept 26,"4 cc, Infant Beary Fleece Jacket",4-way,1,32,
5,Dept 40,CH TYL MTRN 36PC SDK,Sidekick,1,32,
5,Dept 40,EMC 10PC PDQ,PDQ,2,32,
5,Dept 40,EQ 40pc Allergy PDQ - Pills and Nasal Sprays,PDQ,1,32,
5,Dept 82,BIC 2pk Ult Ltr PDQ,Full Endcap,1,32,
5,Dept 95,MOTT'S 64OZ 80CT,Full Stack,1,32,
7,Dept 29,AVIA Ladies P10 Cushions Socks/124,Half Stack,2,32,Cancel due to tariffs.
7,Dept 11,"GT BUNDLED FIREWOOD, 80 units",Full Stack,2,32,
7,Dept 40,EMC 10PC PDQ,PDQ,2,32,
7,Dept 40,EQ 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,3,32,
7,Dept 40,Hydrogen Peroxide 32oz Shipper 12ct,PDQ,3,32,
7,Dept 46,"Assorted Beauty Sponge Sidekick, 126 pc",Sidekick,1,32,
7,Dept 46,"EQ Salon Files & Emery Boards, 128 PC",Sidekick,2,32,
7,Dept 82,DUR HP 510pc,Half Stack,1,32,
8,Dept 04,HEFTY 13G 20CT CPS S,Sidekick,1,32,
8,Dept 04,Value Star 200 count Charola,Half Stack,1,32,
8,Dept 07,149PC ModelKit Promo,Half Stack,1,32,
8,Dept 11,"GT BUNDLED FIREWOOD, 80 units",Full Stack,2,32,
8,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,1,32,
8,Dept 14,Foil Red Blue,Half Stack,1,32,
8,Dept 17,MS 11.5oz Candles 450pc Half Pallet,Half Stack,1,32,
8,Dept 19,"6YD Cheesecloth, 32pcs",Sidekick,1,32,
8,Dept 40,EMC 10PC PDQ,PDQ,1,32,
8,Dept 40,EQ 40pc Allergy PDQ - Pills and Nasal Sprays,PDQ,1,32,
8,Dept 40,EQ 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,1,32,
8,Dept 40,EQ Dayqul/Nyquil Compare to 15pc,PDQ,1,32,
8,Dept 40,Hydrogen Peroxide 32oz Shipper 12ct,PDQ,1,32,
8,Dept 82,60ct TWANG BEER SALT SIDE KICK,Sidekick,1,32,
10,Dept 04,Value Star 200 count Charola,Half Stack,1,32,
10,Dept 09,Giant Beer Pong 12PC PDQ,PDQ,1,32,
10,Dept 09,LED Beer Pong Table 8PC Pallet PDQ,PDQ,1,32,
10,Dept 11,".65 FIREWOOD BUNDLE, 65 units",Full Stack,1,32,
10,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,1,32,
10,Dept 40,CH TYL MTRN 36PC SDK,Sidekick,1,32,
10,Dept 40,EQ 91% Isopropyl Alcohol 32oz Shipper 12ct,PDQ,1,32,
10,Dept 40,EQ Dayqul/Nyquil Compare to 15pc,PDQ,1,32,
