,900,901,902,903,904,905,584 (SPRING 27'),804
2784,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2785,No,No,No,No,No,No,No,No
2786,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2787,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2788,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2789,No,No,No,No,No,No,Yes,No
2790,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2791,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2792,Yes,No,Yes,Yes,Yes,Yes,No,No
2793,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2794,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2795,No,No,No,No,No,No,No,No
2796,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2797,No,No,No,No,No,No,Yes,No
2799,No,No,No,No,No,No,Yes,No
2800,No,No,No,No,No,No,Yes,No
2803,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2804,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2805,Yes,No,Yes,Yes,Yes,Yes,No,No
2806,No,No,No,No,No,No,Yes,No
2807,Yes,No,Yes,Yes,Yes,Yes,No,No
2808,No,No,No,No,No,No,Yes,No
2809,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2810,Yes,No,Yes,Yes,Yes,Yes,No,No
2811,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2812,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2813,No,No,No,No,No,No,Yes,No
2814,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2815,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2816,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2817,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2818,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2819,No,No,No,No,No,No,Yes,No
2820,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2821,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2822,No,No,No,No,No,No,No,No
2823,No,No,No,No,No,No,No,No
2825,No,No,No,No,No,No,No,No
2827,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2828,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2830,No,No,No,No,No,No,No,No
2831,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2832,No,No,No,No,No,No,No,No
2833,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2834,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2836,No,No,No,No,No,No,Yes,No
2838,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2841,No,No,No,No,No,No,No,No
2842,No,No,No,No,No,No,No,No
2843,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2844,No,No,No,No,No,No,No,No
2845,No,No,No,No,No,No,Yes,No
2846,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2847,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2849,Yes,No,Yes,Yes,Yes,Yes,No,No
2850,No,No,No,No,No,No,Yes,No
2852,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2853,No,No,No,No,No,No,No,No
2854,No,No,No,No,No,No,Yes,No
2855,No,No,No,No,No,No,Yes,No
2856,Yes,No,Yes,Yes,Yes,Yes,No,No
2857,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2859,No,No,No,No,No,No,Yes,No
2860,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2861,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2862,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2864,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2865,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2866,No,No,No,No,No,No,No,No
2867,No,No,No,No,No,No,No,No
2869,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2871,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2872,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2873,Yes,No,Yes,Yes,Yes,Yes,No,No
2874,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2881,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2882,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2883,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2884,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2885,Yes,No,Yes,Yes,Yes,Yes,No,No
2886,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2888,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2889,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2890,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2891,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2892,Yes,No,Yes,Yes,Yes,Yes,No,No
2893,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2894,No,No,No,No,No,No,Yes,No
2897,No,No,No,No,No,No,Yes,No
2898,No,No,No,No,No,No,No,No
2899,No,No,No,No,No,No,Yes,No
2900,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2901,No,No,No,No,No,No,Yes,No
2902,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2903,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2904,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2905,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2906,No,No,No,No,No,No,No,No
2908,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2909,No,No,No,No,No,No,Yes,No
2910,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2911,Yes,No,Yes,Yes,Yes,Yes,No,No
2912,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2913,No,No,No,No,No,No,No,No
2914,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2915,No,No,No,No,No,No,Yes,No
2916,No,No,No,No,No,No,Yes,No
2917,No,No,No,No,No,No,No,No
2918,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2920,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2921,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2922,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2923,No,No,No,No,No,No,Yes,No
2924,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2925,No,No,No,No,No,No,No,No
2926,Yes,No,Yes,Yes,Yes,No,No,No
2927,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2928,No,No,No,No,No,No,Yes,No
2929,No,No,No,No,No,No,Yes,No
2931,Yes,No,Yes,Yes,Yes,Yes,No,No
2932,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2933,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2934,No,No,No,No,No,No,No,No
2935,No,No,Yes,Yes,Yes,No,No,No
2937,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2938,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2939,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2941,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2945,No,No,No,No,No,No,No,No
2946,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2947,No,No,No,No,No,No,No,No
2948,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2950,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2951,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2952,No,No,No,No,No,No,Yes,No
2953,Yes,No,Yes,Yes,Yes,Yes,No,No
2954,No,No,No,No,No,No,Yes,No
2955,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2956,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2957,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2958,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2959,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2962,No,No,No,No,No,No,Yes,No
2963,Yes,No,Yes,Yes,Yes,Yes,No,No
2964,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2965,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2966,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2967,No,No,No,No,No,No,No,No
2968,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2973,Yes,No,Yes,Yes,Yes,Yes,No,No
2978,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2980,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2985,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2986,No,No,No,No,No,No,Yes,No
2987,No,No,No,No,No,No,No,No
2988,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2989,No,No,No,No,No,No,No,No
2990,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2991,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2992,No,No,No,No,No,No,No,No
2993,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2994,No,No,No,No,No,No,No,No
2996,Yes,No,Yes,Yes,Yes,Yes,No,No
3004,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3014,Yes,No,Yes,Yes,Yes,Yes,No,No
3017,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3018,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3035,No,No,No,No,No,No,No,No
3044,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3053,Yes,No,Yes,Yes,Yes,No,No,No
3055,Yes,No,Yes,Yes,Yes,Yes,No,No
3056,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3057,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3058,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3059,Yes,No,Yes,Yes,Yes,Yes,No,No
3060,No,No,No,No,No,No,Yes,No
3061,Yes,No,Yes,Yes,Yes,Yes,No,No
3067,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3075,Yes,No,Yes,Yes,Yes,Yes,No,No
3077,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3078,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3081,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3087,Yes,No,Yes,Yes,Yes,Yes,No,No
3088,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3093,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3102,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3103,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3106,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3107,Yes,No,Yes,Yes,Yes,Yes,No,No
3112,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3114,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3118,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3119,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3136,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3137,Yes,No,Yes,Yes,Yes,Yes,No,No
3150,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3151,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3159,Yes,No,Yes,Yes,Yes,No,No,No
3163,Yes,No,Yes,Yes,No,Yes,Yes,No
3167,Yes,No,Yes,Yes,Yes,Yes,No,No
3169,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3170,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3177,Yes,No,Yes,Yes,Yes,Yes,No,No
3180,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3182,Yes,No,Yes,Yes,Yes,Yes,No,Yes
3188,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3191,No,No,No,No,No,No,No,No
3192,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3197,Yes,No,Yes,Yes,Yes,Yes,No,No
3200,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3201,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3205,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3206,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3207,Yes,No,Yes,Yes,Yes,Yes,No,No
3208,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3209,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3210,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3212,No,No,No,No,No,No,No,No
3213,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3214,No,No,No,No,No,No,Yes,No
3215,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3216,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3217,Yes,No,Yes,Yes,Yes,Yes,No,No
3218,No,No,No,No,No,No,Yes,No
3219,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3220,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3221,No,No,No,No,No,No,No,No
3222,No,No,No,No,No,No,Yes,No
3223,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3224,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3225,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3226,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3227,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3228,Yes,No,Yes,Yes,Yes,Yes,No,No
3229,No,No,No,No,No,No,No,No
3230,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3231,Yes,No,Yes,Yes,Yes,Yes,No,No
3232,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3233,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3234,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3235,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3236,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3237,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3239,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3241,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3243,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3245,Yes,No,Yes,Yes,Yes,Yes,No,No
3247,Yes,No,Yes,Yes,Yes,Yes,No,No
3248,No,No,No,No,No,No,No,No
3250,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3251,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3252,Yes,No,Yes,Yes,Yes,Yes,No,No
3253,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3254,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3255,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3258,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3259,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3260,No,No,No,No,No,No,No,No
3261,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3262,No,No,No,No,No,No,No,No
3265,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3266,Yes,No,Yes,Yes,Yes,Yes,No,No
3267,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3268,Yes,No,Yes,Yes,Yes,Yes,No,No
3269,Yes,No,Yes,Yes,Yes,Yes,No,No
3270,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3271,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3273,Yes,No,Yes,Yes,Yes,Yes,No,No
3274,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3276,No,No,No,No,No,No,No,No
3277,No,No,No,No,No,No,No,No
3278,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3279,No,No,No,No,No,No,Yes,No
3280,No,No,No,No,No,No,No,No
3281,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3282,No,No,No,No,No,No,Yes,No
3283,No,No,No,No,No,No,Yes,No
3284,Yes,No,Yes,Yes,Yes,Yes,No,No
3285,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3286,Yes,No,Yes,Yes,Yes,Yes,No,No
3288,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3289,No,No,No,No,No,No,No,No
3290,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3291,No,No,No,No,No,No,No,No
3292,No,No,No,No,No,No,Yes,No
3293,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3294,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3295,Yes,No,Yes,Yes,Yes,Yes,No,No
3296,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3297,No,No,No,No,No,No,No,No
3298,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3300,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3301,No,No,No,No,No,No,No,No
3302,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3303,Yes,No,Yes,Yes,Yes,Yes,No,No
3304,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3305,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3307,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3308,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3309,Yes,No,Yes,Yes,Yes,No,Yes,No
3310,No,No,No,No,No,No,Yes,No
3311,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3313,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3319,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3320,No,No,No,No,No,No,Yes,No
3322,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3324,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3328,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3329,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3331,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3332,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3334,Yes,No,Yes,Yes,Yes,Yes,No,No
3336,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3337,No,No,No,No,No,No,No,No
3339,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3342,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3344,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3347,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3348,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3349,No,No,No,No,No,No,Yes,No
3350,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3351,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3352,No,No,No,No,No,No,Yes,No
3360,No,No,No,No,No,No,Yes,No
3362,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3363,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3364,Yes,No,Yes,Yes,Yes,Yes,No,No
3366,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3367,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3370,No,No,No,No,No,No,Yes,No
3371,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3372,Yes,No,Yes,Yes,Yes,Yes,No,No
3379,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3380,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3381,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3382,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3383,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3384,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3386,Yes,No,Yes,Yes,Yes,Yes,No,No
3387,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3388,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3389,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3390,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3391,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3394,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3395,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3397,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3400,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3401,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3402,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3403,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3404,No,No,Yes,Yes,Yes,Yes,Yes,No
3406,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3407,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3408,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3409,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3412,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3415,Yes,No,Yes,Yes,No,No,No,No
3417,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3418,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3420,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3422,No,No,No,No,No,No,No,No
3423,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3425,No,No,No,No,No,No,No,No
3427,No,No,No,No,No,No,No,No
3428,No,No,No,No,No,No,Yes,No
3429,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3430,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3431,No,No,No,No,No,No,No,No
3432,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3433,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3434,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3435,No,No,No,No,No,No,No,No
3436,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3439,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3443,No,No,No,No,No,No,Yes,No
3445,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3447,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3453,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3454,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3455,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3458,No,No,No,No,No,No,Yes,No
3459,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3460,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3461,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3462,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3463,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3464,No,No,No,No,No,No,No,No
3465,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3469,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3471,Yes,No,Yes,Yes,Yes,Yes,No,No
3472,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3473,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3474,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3475,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3476,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3477,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3478,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3480,No,No,No,No,No,No,Yes,No
3481,No,No,No,No,No,No,No,No
3482,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3483,No,No,No,No,No,No,No,No
3484,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3485,No,No,No,No,No,No,Yes,No
3486,No,No,No,No,No,No,No,No
3487,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3488,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3489,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3490,No,No,No,No,No,No,No,No
3491,No,No,No,No,No,No,No,No
3492,No,No,No,No,No,No,Yes,No
3493,No,No,No,No,No,No,Yes,No
3494,No,No,No,No,No,No,No,No
3495,No,No,No,No,No,No,Yes,No
3497,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3498,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3499,Yes,No,Yes,Yes,Yes,Yes,No,No
3500,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3501,Yes,No,Yes,Yes,Yes,Yes,No,No
3502,No,No,No,No,No,No,Yes,No
3503,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3505,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3510,Yes,No,Yes,Yes,Yes,Yes,No,No
3511,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3513,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3514,No,No,No,No,No,No,No,No
3515,No,No,No,No,No,No,Yes,No
3516,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3518,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3520,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3522,No,No,No,No,No,No,Yes,No
3523,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3525,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3526,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3527,No,No,No,No,No,No,No,No
3528,No,No,No,No,No,No,Yes,No
3529,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3531,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3533,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3534,No,No,No,No,No,No,No,No
3535,No,No,No,No,No,No,No,No
3537,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3538,No,No,No,No,No,No,Yes,No
3541,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3543,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3545,No,No,No,No,No,No,No,No
3546,Yes,No,Yes,Yes,Yes,Yes,No,No
3548,No,No,No,No,No,No,No,No
3549,No,No,No,No,No,No,No,No
3560,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3561,Yes,No,Yes,Yes,Yes,Yes,No,No
3562,No,No,No,No,No,No,Yes,No
3563,No,No,No,No,No,No,No,No
3564,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3566,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3567,No,No,No,No,No,No,No,No
3568,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3569,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3570,No,No,No,No,No,No,No,No
3571,No,No,No,No,No,No,No,No
3572,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3573,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3580,No,No,No,No,No,No,No,No
3581,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3582,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3583,No,No,No,No,No,No,No,No
3584,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3585,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3587,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3588,No,No,No,No,No,No,Yes,No
3589,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3590,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3591,No,No,No,No,No,No,Yes,No
3595,No,No,No,No,No,No,No,No
3596,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3597,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3598,No,No,No,No,No,No,No,No
3601,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3602,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3607,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3608,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3609,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3611,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3612,Yes,No,Yes,Yes,Yes,Yes,No,No
3616,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3620,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3621,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3623,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3624,No,No,No,No,No,No,Yes,No
3625,No,No,No,No,No,No,Yes,No
3626,No,No,No,No,No,No,Yes,No
3627,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3630,No,No,No,No,No,No,Yes,No
3631,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3632,No,No,No,No,No,No,Yes,No
3633,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3634,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3639,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3640,Yes,No,Yes,Yes,Yes,Yes,No,No
