Market Number,Store Number,Total Season Pallet Shipped ,Total Season Pallets Sold ,FY26 Projected Pallet Ships 
353,139,12,10,12
353,212,12,11,11
353,277,17,14,16
353,517,16,14,15
353,544,14,12,14
353,743,13,11,12
353,1056,12,10,11
353,2734,11,10,10
353,7294,14,11,13
353,7326,13,12,13
356,73,29,26,25
356,324,11,10,10
356,472,21,17,17
356,894,16,11,12
356,992,15,13,13
356,1597,18,12,13
356,3295,17,13,14
356,4615,19,15,16
356,4637,20,14,16
357,14,14,14,15
357,27,6,6,6
357,46,19,15,16
357,78,10,9,10
357,86,14,9,11
357,88,9,8,9
357,138,12,8,10
357,166,7,6,7
357,173,7,7,7
357,179,12,9,9
357,250,8,7,8
359,25,9,8,8
359,40,14,12,13
359,51,7,6,7
359,80,7,6,6
359,159,11,10,11
359,189,9,9,9
359,203,6,6,6
359,363,9,9,9
359,451,7,5,6
359,820,8,7,8
360,109,10,8,10
360,135,10,8,9
360,195,11,10,10
360,234,18,13,14
360,325,10,9,10
360,560,18,15,17
360,801,7,7,7
360,834,7,5,6
360,1120,14,11,11
360,2857,16,13,13
360,2994,14,12,12
361,20,15,10,11
361,61,13,12,12
361,96,16,11,12
361,184,13,12,14
361,319,17,11,12
361,573,13,8,9
361,1014,18,13,13
361,1094,11,8,8
361,2856,7,6,6
361,4553,13,10,10
361,4590,10,8,9
362,486,12,8,9
362,577,12,9,9
362,1151,14,10,11
362,1599,7,3,4
362,2855,13,9,9
362,2955,11,8,8
362,3273,10,7,8
362,4475,10,7,7
362,4611,10,7,7
364,1175,0,1,1
364,1230,20,18,20
364,1299,12,10,11
364,1328,10,8,9
364,1369,13,11,12
364,1417,11,8,9
364,3730,13,11,12
364,4252,15,12,13
364,4355,15,11,13
364,5303,9,6,7
365,1364,15,12,13
365,1370,15,12,14
365,1474,26,22,23
365,4203,14,12,12
365,4325,19,16,18
365,4337,27,22,25
365,4543,7,7,7
365,5342,30,25,28
366,1218,30,25,28
366,1324,34,31,35
366,1411,21,18,20
366,1612,31,28,32
366,1846,29,24,26
366,2922,14,12,13
366,3379,11,9,10
366,5031,16,14,15
367,1149,23,20,20
367,1240,25,22,25
367,1291,13,12,13
367,3807,19,15,15
367,3884,10,9,9
367,5626,23,18,20
367,5799,11,8,9
367,5858,11,9,10
368,1549,20,16,18
368,2554,20,15,17
368,2777,15,12,13
368,3407,30,26,27
368,3896,10,9,9
368,4336,13,9,11
368,5331,25,20,23
368,5369,17,15,17
368,5429,17,14,15
369,1532,11,10,10
369,1533,17,14,14
369,2512,13,9,11
369,3241,11,10,10
369,3465,24,19,19
369,5124,15,11,13
369,5189,21,17,19
369,5330,15,11,13
370,1598,8,6,6
370,2113,14,10,12
370,2515,13,10,11
370,4232,6,5,5
370,5190,11,8,9
370,5329,8,6,7
370,5835,6,5,5
370,6477,11,8,9
371,1512,8,6,6
371,1746,13,10,12
371,2768,11,9,10
371,3771,20,17,18
371,3799,10,8,8
371,5768,5,4,4
371,6480,10,7,7
372,1334,9,6,8
372,1381,13,11,13
372,1646,9,8,8
372,2112,9,6,7
372,2482,13,10,11
372,2766,6,5,5
372,2767,11,9,10
372,5428,10,7,9
373,2671,9,8,8
373,2778,17,19,17
373,3360,10,7,8
373,3751,19,15,16
373,3833,14,12,14
373,3861,8,7,7
373,4430,22,20,23
373,4451,12,11,12
373,5186,8,7,7
375,826,31,25,26
375,869,15,11,12
375,966,15,12,13
375,1380,18,14,14
375,2270,13,10,11
375,2656,18,13,14
375,3428,19,14,15
375,5003,7,5,5
376,984,9,8,8
376,1492,10,7,7
376,1689,11,10,10
376,2892,10,7,8
376,3313,7,4,4
376,4639,7,6,6
376,5137,11,8,9
376,5334,14,11,13
378,924,14,11,12
378,953,15,12,13
378,980,16,13,14
378,1008,10,7,8
378,2729,10,8,10
378,3177,5,3,4
378,4599,12,9,11
378,5033,14,11,11
378,5051,17,13,14
379,905,11,9,9
379,1045,7,4,4
379,1231,15,12,12
379,1659,15,11,12
379,3867,10,8,10
379,4288,7,6,7
379,4567,16,13,14
379,5341,6,3,3
379,5370,9,7,7
380,1252,7,5,6
380,1308,8,6,7
380,2125,9,8,8
380,2751,9,6,5
380,3566,9,7,7
380,4284,9,7,8
380,5049,9,7,7
380,5676,5,4,4
381,1315,16,13,15
381,1412,12,9,9
381,1456,8,7,8
381,1457,14,10,12
381,1461,12,10,11
381,1617,15,12,13
381,3778,12,10,10
381,4471,6,4,5
381,4653,15,13,13
382,1485,16,13,13
382,1508,12,10,11
382,1778,10,7,8
382,1956,12,10,11
382,2084,6,6,6
382,2608,7,4,5
382,2923,13,12,13
382,4412,9,6,8
383,1872,7,7,7
383,1901,11,9,9
383,2147,8,7,7
383,2259,10,9,9
383,2455,10,10,10
383,2607,6,5,5
383,3259,12,8,10
383,4247,9,8,8
383,7199,11,10,11
384,906,31,23,23
384,1397,19,14,15
384,1414,17,13,15
384,2652,11,7,8
384,2924,21,16,16
384,3596,20,15,15
384,5430,23,17,20
384,5492,8,5,6
385,824,12,9,8
385,829,7,6,6
385,835,18,12,12
385,850,14,10,11
385,3423,11,8,9
385,3731,19,16,16
385,3732,17,14,15
385,4201,14,9,11
385,5491,16,11,12
387,611,20,14,15
387,806,22,16,18
387,851,10,8,8
387,868,24,22,21
387,1306,19,15,16
387,1357,15,10,11
387,3427,12,10,10
387,4341,10,7,8
387,4601,23,19,19
387,5155,24,17,17
387,5166,16,11,12
388,921,7,5,6
388,1058,10,8,9
388,1095,1,1,1
388,1199,6,3,3
388,1280,16,13,14
388,4377,16,12,12
388,5099,14,12,14
388,5232,10,10,11
388,5458,9,8,8
389,842,24,18,19
389,962,11,8,8
389,1001,17,15,17
389,1019,13,10,10
389,1273,20,17,18
389,1384,10,8,9
389,2672,8,6,6
389,3018,15,12,14
389,3382,17,14,15
391,1200,13,10,12
391,1434,10,7,9
391,1896,12,10,11
391,3227,11,9,9
391,3582,17,15,17
391,3805,8,7,7
391,4335,18,15,16
391,5123,16,14,15
392,2106,9,7,8
392,2189,7,7,7
392,2453,14,11,11
392,3254,10,9,9
392,3277,9,8,8
392,3729,11,10,10
392,4239,10,9,10
392,4370,13,12,14
394,2483,12,10,12
394,2592,17,15,17
394,2884,15,15,16
394,3350,17,15,17
394,3351,15,13,14
394,3473,13,11,11
394,3728,17,13,16
396,1560,11,8,10
396,1584,10,8,9
396,2050,10,9,10
396,2593,15,14,15
396,2838,15,13,14
396,4356,11,10,11
396,4557,10,7,7
396,5070,13,11,12
396,5101,14,12,14
397,3354,5,5,5
397,3355,8,6,8
397,3356,4,3,3
397,3655,4,3,4
397,3788,5,4,4
397,4339,6,6,6
397,5258,6,6,6
397,5259,4,4,4
397,5269,4,4,4
397,5306,5,4,5
397,5423,11,10,10
399,1951,15,13,14
399,2508,9,7,8
399,2617,13,10,10
399,2780,16,14,15
399,2781,12,11,12
399,2861,5,5,5
399,2862,7,7,8
399,3093,10,9,10
399,3739,10,9,10
399,5841,10,9,9
400,1878,12,11,11
400,1900,11,9,11
400,1902,14,12,13
400,1905,11,9,11
400,1995,10,8,9
400,2402,14,13,13
400,2782,8,7,8
400,2831,6,6,6
400,3897,11,10,11
400,5494,13,12,13
401,1699,9,8,8
401,1708,10,9,10
401,1888,8,7,7
401,2921,12,11,12
401,3366,7,6,7
401,3454,15,13,15
401,3789,8,7,8
401,3848,9,7,9
401,4208,3,3,3
401,4272,8,8,9
401,5234,12,11,11
403,1440,20,18,20
403,1686,8,6,7
403,2207,5,5,5
403,2307,6,6,6
403,3232,10,10,11
403,3568,10,9,10
403,3589,6,6,6
403,3620,7,7,6
403,5233,13,11,11
403,5235,5,5,5
403,5350,7,6,6
403,5763,6,6,6
405,1438,19,16,18
405,1439,13,11,12
405,1442,9,8,8
405,1573,16,14,16
405,2051,24,21,24
405,2794,8,7,7
405,3220,11,9,10
405,3847,9,8,9
405,4678,10,9,10
405,5168,14,11,12
406,369,10,5,6
406,370,9,7,7
406,372,12,9,9
406,419,12,6,6
406,592,17,12,13
406,652,14,11,12
406,664,15,12,12
406,770,11,9,10
406,799,9,8,8
406,978,11,5,7
406,1214,7,5,6
406,1437,10,7,7
406,2562,7,5,6
407,35,18,14,15
407,43,11,10,10
407,341,7,5,6
407,418,6,4,4
407,557,16,11,12
407,558,14,11,12
407,993,10,7,7
407,1282,9,6,6
407,2784,8,7,7
407,4209,7,5,6
407,4322,6,6,6
409,186,13,7,9
409,346,10,6,6
409,794,18,12,12
409,1099,16,10,11
409,1221,18,12,13
409,1507,13,8,8
409,2428,14,8,9
409,3103,13,6,7
409,3283,19,13,14
409,3492,17,12,12
409,4321,17,10,11
410,39,12,8,8
410,42,13,8,9
410,72,15,11,11
410,111,14,9,9
410,242,13,9,9
410,368,13,10,11
410,382,15,10,11
410,1187,12,8,9
410,2893,14,10,11
410,5307,12,10,10
411,26,13,9,10
411,342,9,6,6
411,378,7,7,7
411,484,12,8,9
411,1054,7,6,8
411,1802,15,11,11
411,2131,13,9,9
411,5219,9,6,6
411,5441,19,17,17
411,6392,11,8,8
412,1545,8,7,7
412,1632,10,8,9
412,1696,8,5,5
412,2957,9,8,9
412,3758,5,3,3
412,3761,7,6,6
412,4244,6,4,4
412,4246,6,5,5
412,4253,6,4,4
412,5806,8,6,6
413,751,4,3,3
413,1393,5,4,5
413,1435,7,5,7
413,1491,7,7,7
413,1683,8,5,5
413,1723,10,9,9
413,1764,11,8,9
413,2935,4,4,4
413,3394,7,6,6
413,3762,8,7,7
413,4606,4,4,4
414,581,7,7,7
414,647,4,3,3
414,748,5,5,5
414,749,6,3,3
414,892,12,10,11
414,1389,5,3,3
414,1732,7,4,6
414,1787,10,7,6
414,2764,9,8,9
414,4256,6,4,5
414,5748,8,7,7
415,646,5,3,4
415,750,7,5,6
415,753,10,9,9
415,1496,8,7,7
415,1506,5,4,4
415,1509,7,6,6
415,1528,10,9,9
415,2004,7,6,7
415,2716,10,8,8
415,2889,9,8,8
415,3630,10,7,8
418,559,9,8,8
418,784,6,5,6
418,797,11,9,11
418,985,4,4,4
418,1241,10,8,8
418,1285,8,7,7
418,1431,9,8,8
418,1475,4,4,4
418,1621,5,5,5
418,1721,6,5,5
418,2827,8,7,7
418,5115,11,10,10
419,1447,8,6,7
419,1609,8,6,6
419,1634,7,6,6
419,1654,10,10,10
419,1757,7,6,7
419,1929,8,7,7
419,2367,10,7,9
419,2937,6,4,5
419,3233,12,11,12
419,4849,7,6,6
421,1415,6,4,4
421,1470,9,7,8
421,1473,10,7,8
421,1722,7,5,5
421,1738,9,7,8
421,1858,5,5,5
421,1865,5,4,4
421,2820,5,3,4
421,3760,6,5,5
421,3806,6,4,5
421,4374,6,5,5
422,1861,7,5,6
422,1864,8,6,7
422,1952,7,5,6
422,2087,7,6,7
422,2643,7,4,5
422,2882,7,6,7
422,3364,7,6,6
422,3404,9,7,7
422,3498,7,6,7
423,1472,6,5,6
423,1855,4,4,4
423,2198,5,4,4
423,2448,8,5,7
423,2642,8,6,7
423,3513,10,9,9
423,5977,5,4,4
423,5992,6,5,6
424,1562,1,1,1
424,1577,12,11,11
424,1633,10,8,8
424,1999,8,7,8
424,2274,10,9,10
424,2352,12,11,12
424,3088,6,4,5
424,3102,7,7,7
424,3209,8,7,8
424,3624,9,7,9
424,5976,10,8,9
425,882,7,6,6
425,913,7,4,4
425,982,5,4,4
425,1020,7,6,6
425,1038,5,3,4
425,1657,5,4,4
425,1971,9,7,8
425,2812,7,6,6
425,3534,9,7,9
425,4257,6,4,4
426,810,9,7,8
426,886,10,7,8
426,1005,7,5,6
426,1152,6,3,4
426,1332,8,7,7
426,1361,11,9,9
426,1526,5,4,5
426,1625,5,4,4
426,2714,7,6,6
426,3590,10,8,8
427,1534,11,8,9
427,1565,19,15,15
427,1567,14,12,12
427,1581,9,5,6
427,1627,9,7,9
427,1636,19,16,16
427,1649,7,7,6
427,1695,8,6,7
427,2033,7,5,6
427,3648,9,8,8
427,3875,6,5,5
427,4352,10,8,9
427,4569,5,3,3
429,598,14,11,13
429,637,7,5,6
429,790,11,8,9
429,867,21,17,19
429,1326,11,8,10
429,1460,15,11,10
429,1585,17,13,15
429,2579,6,5,5
429,3395,8,5,5
429,5170,6,5,5
429,7129,6,4,4
430,1483,9,8,8
430,1500,9,7,8
430,1520,11,10,11
430,1535,7,6,6
430,1538,8,7,7
430,1543,11,9,10
430,1604,21,17,19
430,1685,10,8,10
430,2443,7,6,6
430,2990,11,9,9
430,3237,7,6,6
430,3734,7,4,4
430,3853,7,4,5
430,3872,14,12,14
430,4865,9,7,7
432,776,10,8,8
432,1637,11,8,10
432,1965,14,11,12
432,3150,13,11,11
432,3151,9,8,8
432,3267,9,7,8
432,4358,7,6,6
432,4568,8,6,7
432,5141,11,9,8
432,5361,11,10,10
433,350,10,7,7
433,645,11,9,9
433,774,7,6,6
433,885,6,4,4
433,1671,13,11,11
433,1943,11,8,9
433,2432,7,6,6
433,2847,11,8,10
433,3278,10,7,9
433,3823,9,7,8
433,4600,10,9,9
435,1167,11,8,10
435,1394,8,6,6
435,1551,7,4,5
435,1571,7,6,6
435,2668,11,8,10
435,2828,8,6,6
435,3488,7,5,5
435,4677,6,3,4
435,5667,7,6,6
435,5668,6,3,3
436,1446,11,8,10
436,1672,6,4,4
436,1819,10,7,8
436,2192,9,7,9
436,2421,11,8,10
436,3245,7,6,6
436,4281,6,5,5
436,5432,8,6,7
436,5444,6,5,4
438,847,8,6,6
438,965,10,7,8
438,971,6,5,5
438,979,7,4,5
438,1007,8,6,6
438,1277,7,5,5
438,1669,10,9,9
438,1679,8,7,7
438,5127,6,4,5
438,5373,10,8,9
438,5397,7,5,5
439,1202,11,9,10
439,1316,5,3,3
439,1430,9,7,8
439,1449,8,6,6
439,1727,6,4,5
439,1828,10,7,9
439,1982,8,6,6
439,2509,5,3,3
439,2958,9,7,8
439,2986,7,7,6
440,1366,6,5,5
440,1453,8,7,7
440,1908,7,6,6
440,1931,10,9,9
440,2127,9,7,8
440,2271,9,6,7
440,2510,7,5,5
440,2813,9,7,7
440,3268,6,5,5
440,3643,6,4,4
440,5090,7,6,6
441,1176,7,4,4
441,1267,6,4,5
441,1274,5,3,3
441,1305,9,7,7
441,1396,10,9,9
441,1799,9,7,8
441,2335,6,3,4
441,3505,7,6,6
441,3857,6,4,4
442,910,9,8,8
442,1515,7,6,6
442,1635,6,5,5
442,1678,5,3,4
442,1776,7,6,6
442,3247,9,8,8
442,3499,6,5,5
442,5438,7,5,5
442,5669,6,5,5
444,1012,9,7,8
444,1276,7,6,6
444,1643,9,7,8
444,1650,6,3,3
444,2452,9,7,7
444,2658,8,5,5
444,3324,6,5,5
444,3497,6,4,4
444,5463,7,6,6
444,6394,7,6,6
445,1588,20,16,17
445,1692,14,10,10
445,1879,12,11,13
445,1914,21,18,18
445,4340,24,20,21
445,4392,21,15,14
446,2032,9,7,8
446,2526,11,9,11
446,3180,15,13,14
447,1574,16,13,15
447,1600,12,10,11
447,1624,17,15,16
447,1989,9,8,9
447,2557,13,12,14
447,4317,10,9,10
447,5134,16,14,17
448,1563,17,15,16
448,1660,14,13,13
448,2950,16,14,15
448,2951,11,10,11
448,3523,12,11,12
448,5162,10,9,10
448,5686,13,11,12
449,1815,14,12,13
449,2001,13,11,12
449,2277,10,9,10
449,2985,17,16,17
449,4238,12,11,12
449,5337,15,14,15
449,5632,11,8,10
449,5701,12,11,12
450,1840,15,14,16
450,1963,0,0,0
450,1983,15,13,15
450,2030,16,14,14
450,2039,0,0,0
450,5710,11,10,11
450,5843,11,9,10
450,5890,16,14,16
451,2002,13,12,13
451,2117,15,14,15
451,2458,10,8,9
451,4488,10,8,9
451,5435,14,12,13
451,5751,11,9,11
451,5766,8,6,7
451,5884,10,8,9
452,1554,14,12,13
452,1651,11,8,9
452,2697,14,12,14
452,2925,7,5,6
452,3352,18,16,17
452,3493,0,0,0
453,1704,10,8,9
453,1881,9,7,9
453,2048,12,10,11
453,3652,19,15,15
453,3708,13,10,12
453,4393,15,12,14
453,5139,9,7,7
454,1789,16,13,14
454,2457,11,10,10
454,2464,14,12,13
454,2735,13,11,12
454,3081,14,11,13
454,5231,9,8,8
455,1648,9,7,8
455,1760,6,6,6
455,1988,10,9,9
455,3408,8,7,8
455,3587,12,9,10
455,3712,8,8,8
455,4202,6,5,5
455,4309,5,3,5
455,5192,11,9,10
455,5864,9,8,8
457,1575,15,13,14
457,1608,11,10,10
457,1903,15,12,14
457,2053,6,5,6
457,2537,12,10,12
457,5133,10,9,11
457,5136,18,16,16
458,2253,19,16,18
458,2291,0,0,0
458,3516,27,24,28
458,3947,21,17,19
458,5023,25,22,24
458,5938,0,0,0
459,1700,12,9,9
459,1917,0,0,0
459,2177,0,0,0
459,2479,21,17,18
459,5886,6,3,3
460,2077,14,10,12
460,2094,13,8,8
460,2245,13,10,11
460,2494,11,8,9
460,2708,20,15,17
460,5075,10,7,8
461,1747,17,14,14
461,1853,26,20,20
461,1899,17,13,15
461,1912,12,9,10
461,2028,16,12,12
461,2842,14,10,11
461,5193,17,12,13
461,5425,21,17,20
462,1862,21,17,19
462,1922,0,0,0
462,1941,13,10,10
462,3464,16,13,14
462,3796,20,15,17
463,1555,34,29,33
463,1805,13,10,10
463,1832,17,13,13
463,1859,57,45,47
463,1915,18,13,15
463,2181,14,11,11
463,5096,13,9,9
463,5156,21,18,19
463,5335,18,13,15
464,2082,14,9,10
464,2242,12,9,9
464,3248,13,9,11
464,5641,8,6,6
464,5930,11,8,9
465,2110,14,10,10
465,2609,11,10,10
465,3477,14,9,10
465,4101,13,10,10
465,4132,15,11,12
465,5807,12,11,12
466,2218,9,7,8
466,2495,0,1,0
466,2517,12,8,10
466,4171,9,6,8
466,5644,11,8,8
467,2249,24,22,24
467,2469,13,12,11
467,3218,16,12,12
467,3531,13,10,11
467,3537,14,11,11
467,3705,11,10,10
467,3850,12,10,10
467,4137,10,7,9
467,5853,10,8,9
468,1630,8,7,8
468,1772,16,13,13
468,1834,17,14,14
468,1880,17,14,15
468,1910,10,8,8
468,2069,8,7,7
468,2320,9,8,8
468,2477,11,9,8
468,5424,10,9,9
468,5839,9,7,8
469,2070,8,6,6
469,2071,11,8,9
469,2074,18,16,16
469,2188,8,6,6
469,2722,14,11,12
469,4359,14,8,8
469,4474,9,8,8
470,2308,4,5,5
470,2473,4,4,4
470,3290,5,4,4
470,3478,5,4,4
470,3883,6,4,4
471,2595,7,6,6
471,2596,14,10,12
471,3053,9,6,6
471,3757,9,7,8
471,3801,10,8,8
471,5628,8,6,7
472,2037,19,16,18
472,2121,12,10,11
472,2196,9,7,8
472,2317,0,0,0
472,2325,15,12,12
472,5272,11,8,10
472,5273,7,5,5
472,5861,7,6,6
473,1947,14,10,12
473,2007,17,12,12
473,2016,12,10,10
473,2187,11,8,8
473,2269,14,11,12
473,3217,7,5,4
473,3260,13,10,11
473,3754,6,4,5
473,5078,14,11,12
474,2485,12,9,9
474,2539,13,11,12
474,2549,17,15,15
474,3472,12,10,10
474,3511,14,11,11
474,4249,8,6,6
474,4394,13,11,11
474,4395,10,8,8
474,5883,12,10,10
475,1817,19,15,17
475,1870,6,5,5
475,1889,9,8,8
475,2006,12,9,10
475,2101,14,11,13
475,2241,16,12,13
475,2476,13,9,11
475,2492,10,8,8
475,3261,16,11,13
475,3380,17,12,14
475,5869,7,6,5
476,2550,8,6,7
476,2927,12,9,10
476,3742,7,6,6
476,5461,9,7,7
476,5462,8,7,7
476,5929,8,7,7
477,1784,12,10,11
477,1793,10,8,8
477,4176,7,5,5
477,4221,8,6,6
477,5368,17,13,13
477,5935,8,5,5
478,1775,14,11,11
478,1925,8,7,7
478,2075,11,9,10
478,2243,18,15,15
478,3239,15,14,14
478,3258,12,10,11
478,5396,13,11,11
479,421,22,18,19
479,940,15,11,11
479,972,20,14,16
479,2980,17,11,11
479,3773,19,13,14
479,4165,16,10,10
479,5247,10,9,10
479,5312,20,14,14
479,5316,24,17,19
479,5764,21,15,17
481,2226,6,5,5
481,3138,8,7,8
481,3139,8,7,8
481,3140,9,8,9
481,3141,8,6,8
481,3147,4,4,5
481,3179,3,3,3
481,5602,6,5,5
481,5604,8,7,8
481,5605,5,4,5
481,5643,5,5,5
481,5658,5,5,6
481,5659,4,3,3
481,5664,5,4,4
482,923,11,9,11
482,1275,9,8,8
482,1518,8,7,8
482,1557,11,9,10
482,1601,8,6,7
482,1655,13,12,12
482,2786,11,10,10
482,2788,11,9,10
482,3781,9,7,7
482,6476,8,8,8
484,2251,16,11,11
484,2292,17,12,13
484,2886,17,14,17
484,2948,13,11,13
484,3522,16,12,13
484,5154,19,15,16
485,998,3,3,3
485,2425,5,5,5
485,2442,7,5,6
485,4198,4,4,4
485,5149,6,4,5
485,5207,5,4,4
485,5308,3,3,3
485,5372,4,3,3
485,5421,4,4,4
485,5427,4,3,3
485,5452,6,4,5
485,6172,6,5,5
485,6500,5,5,5
488,2396,4,3,3
488,2406,2,2,2
488,3011,3,3,3
488,3104,4,3,3
488,4380,3,3,3
488,4441,3,3,3
488,4546,6,5,5
488,4560,5,4,5
488,5704,5,5,5
488,5758,4,4,4
488,5759,3,3,3
488,6967,3,3,3
488,7299,5,5,5
490,3019,4,4,4
490,3082,5,4,5
490,3083,5,4,4
490,3126,5,4,3
490,3127,5,4,5
490,3128,6,5,5
490,3175,6,5,5
490,3176,8,6,7
490,3740,4,3,3
490,4196,3,3,3
490,4491,7,5,6
490,4747,5,5,5
490,5828,10,9,9
491,3152,3,3,3
491,3153,5,4,4
491,3154,9,7,8
491,3155,5,5,5
491,3172,3,2,3
491,3173,4,4,4
491,4138,3,3,3
491,4139,4,3,3
491,4625,3,3,3
491,4626,5,4,5
491,5855,5,5,5
491,5990,4,3,4
491,5991,4,4,4
491,6585,4,4,4
492,2431,8,7,7
492,2743,5,4,4
492,3593,6,5,6
492,3599,8,6,6
492,4619,7,6,6
492,4654,7,6,6
492,5043,5,4,4
492,5122,6,5,5
492,5780,7,5,6
492,6876,6,5,5
492,6943,8,6,7
492,6975,8,7,6
494,3110,6,5,5
494,4053,3,3,3
494,4054,5,4,5
494,4413,4,3,5
494,4607,3,3,3
494,5408,5,5,5
494,5695,6,5,5
494,5767,3,3,3
494,5804,4,3,4
494,6390,4,4,4
494,6470,4,4,4
496,2840,5,4,5
496,3646,6,5,6
496,3713,6,5,6
496,3724,6,4,4
496,3899,7,7,6
496,4519,5,5,5
496,4525,7,7,7
496,4530,4,4,4
496,5279,8,6,7
496,5291,8,6,6
496,5378,6,5,5
496,6174,6,6,6
497,2328,5,4,5
497,2465,11,10,11
497,2699,5,4,4
497,2731,4,4,4
497,3338,6,5,5
497,3628,6,5,5
497,4145,6,6,6
497,4206,5,5,5
497,4443,6,6,6
497,4445,3,3,3
497,4452,5,5,5
497,5371,7,5,6
497,5813,5,4,4
497,7339,8,6,7
498,3603,5,4,4
498,3605,6,5,6
498,3614,6,5,6
498,3622,5,5,5
498,3959,6,4,5
498,4524,8,7,7
498,5135,7,6,6
498,5183,4,3,3
498,5297,3,3,3
498,5467,6,6,6
498,5734,8,6,8
498,5908,7,7,8
499,3359,4,4,4
499,3504,9,7,8
499,4148,4,3,3
499,4432,6,6,6
499,4848,4,3,3
499,6962,6,5,6
499,7004,8,6,8
499,7062,6,5,5
499,7146,11,10,10
499,7180,4,4,4
499,7296,8,8,8
499,7304,7,6,7
499,7315,8,7,7
500,2414,2,2,2
500,3411,5,4,4
500,3456,6,5,5
500,3600,5,5,5
500,4147,2,2,2
500,4157,2,2,2
500,4545,6,5,5
500,5829,8,6,7
500,7222,4,4,3
500,7235,5,4,4
500,7334,4,3,3
500,7337,3,3,3
500,7340,6,5,5
502,3156,5,5,5
502,3157,7,5,6
502,3299,5,4,5
502,3330,6,5,6
502,3880,5,4,5
502,4184,7,6,6
502,4220,4,4,4
502,4388,7,6,7
502,5754,6,4,5
502,5755,7,7,7
502,6226,5,5,5
502,6798,7,5,5
502,6936,7,6,6
502,7174,4,3,3
502,7177,7,7,7
503,140,19,17,20
503,163,15,13,15
503,214,18,16,18
503,236,7,6,6
503,249,13,11,13
503,275,19,17,20
503,285,11,8,9
503,288,11,10,10
503,364,13,10,11
504,2974,3,2,3
504,2995,2,2,2
504,3198,3,3,3
504,3199,2,2,2
504,3287,3,2,3
504,3521,4,4,4
504,3574,3,3,3
504,4104,5,4,5
504,4182,2,2,2
504,4453,5,4,5
504,5657,2,2,2
504,5963,3,3,3
504,6078,2,2,2
504,6851,2,2,2
504,6966,3,2,2
505,500,34,28,30
505,512,37,30,34
505,964,51,43,43
505,1015,29,23,25
505,2201,41,35,35
505,2612,47,39,40
505,3136,34,28,29
505,3763,33,27,31
505,5717,29,24,26
505,5947,24,19,20
506,508,7,6,6
506,1126,4,3,3
506,1154,4,3,3
506,1198,5,5,5
506,2864,6,5,5
506,3056,7,6,6
506,3057,4,4,4
506,3107,3,2,2
506,4131,5,4,5
506,4162,4,3,3
506,5146,5,4,5
507,2395,4,3,3
507,2880,5,4,6
507,3340,7,7,7
507,3457,5,5,5
507,3508,4,3,4
507,4390,7,6,7
507,4585,7,6,7
507,4655,5,3,4
507,5093,5,4,5
507,5336,5,4,4
507,5364,5,5,5
507,5840,4,4,4
507,6170,5,4,4
507,6942,5,4,4
508,1717,0,0,0
508,1893,0,0,0
508,1981,19,18,20
508,2853,10,9,11
508,5779,16,14,15
509,4431,6,5,5
509,5013,5,4,6
509,5014,4,3,3
509,5393,6,6,6
509,6176,5,5,5
509,6233,3,3,3
509,6243,5,4,6
509,6263,5,5,5
509,6264,4,4,4
509,6586,4,3,4
509,6814,5,5,5
509,6828,6,6,6
509,7205,8,7,7
509,7206,5,5,6
510,2632,4,3,4
510,3314,4,4,4
510,3315,4,4,4
510,3604,6,5,5
510,3844,5,5,5
510,3845,4,4,4
510,3846,4,3,3
510,4218,4,3,3
510,4233,3,3,3
510,4275,4,4,4
510,5257,4,3,3
510,5332,4,3,3
510,5349,4,3,3
510,7320,7,6,7
511,2025,9,8,8
511,2119,11,9,10
511,2989,0,1,0
512,2486,5,4,5
512,2689,6,5,6
512,3023,4,3,4
512,3046,7,5,7
512,3047,10,9,10
512,3123,5,4,5
512,4174,7,6,7
512,5610,3,2,3
512,5611,2,2,2
512,5633,7,6,7
512,5634,5,5,5
512,5635,7,6,6
514,2385,13,11,12
514,2403,13,9,10
514,2516,9,6,7
514,3525,14,11,13
514,3794,9,6,7
514,5041,9,7,7
515,2487,4,3,3
515,2826,6,5,5
515,2998,6,5,5
515,3026,4,3,3
515,3131,7,6,7
515,3132,5,5,5
515,3133,8,7,8
515,4762,6,4,5
515,5600,4,3,3
515,5663,7,6,6
515,5689,6,6,6
515,5691,9,6,7
515,8958,4,3,3
516,377,8,8,8
516,2870,3,3,3
516,2887,3,2,2
516,3442,3,3,3
516,3638,4,4,4
516,5367,2,2,2
516,5383,7,6,6
516,5923,4,3,3
516,7098,5,3,4
516,7137,5,5,5
516,7162,6,4,5
516,7209,8,6,6
516,7218,5,4,4
516,7329,7,5,6
526,3661,10,9,9
526,4105,7,5,6
526,4366,8,7,7
526,4415,13,10,12
526,5108,8,7,7
526,5726,6,5,5
526,5782,5,4,5
526,5960,10,9,10
526,5962,7,6,6
526,6587,9,8,8
526,6813,10,8,9
526,7229,7,6,6
528,2835,2,2,2
528,3449,5,3,3
528,3450,4,3,3
528,4056,3,3,3
528,5224,2,2,2
528,5226,2,2,2
528,5290,3,3,3
528,5490,3,3,3
528,5715,5,4,5
528,6098,2,2,2
528,6159,3,2,2
528,6459,3,3,4
528,6786,2,2,2
528,6850,3,2,2
528,7220,3,3,3
528,7311,3,2,2
533,2393,6,4,6
533,2394,4,4,4
533,2875,7,4,5
533,2876,4,4,5
533,2877,6,5,5
