Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
19,1429,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202411,93.50%,96.90%,9.8,87.80%,96.40%,97.40%,92.60%
19,1423,SPARK,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202411,92.90%,97.60%,6.8,96.10%,99.00%,85.10%,93.10%
19,2866,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,86.30%,96.80%,6.1,88.70%,94.30%,85.20%,77.90%
19,1798,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202411,88.40%,96.10%,7.4,95.80%,89.90%,84.60%,83.00%
19,2354,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202411,93.40%,95.20%,6.2,93.50%,95.40%,95.90%,88.30%
19,2354,UBER,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202411,86.80%,95.40%,7.8,93.90%,89.50%,85.30%,81.30%
19,3632,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202411,88.10%,100.00%,6,98.00%,87.00%,84.50%,83.20%
19,2959,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202411,93.80%,96.50%,9.8,92.50%,95.00%,97.80%,89.10%
19,5844,UBER,Scheduled Standard Delivery,45,Executive Review,Degrading,Driver Supply Focus,202411,88.70%,95.80%,10,89.30%,87.40%,93.70%,84.00%
19,5065,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202411,92.20%,90.20%,7.5,90.90%,93.00%,95.20%,89.90%
25,957,SPARK,Scheduled Standard Delivery,38,Executive Review,Recovering,Driver Supply Focus,202411,85.60%,97.80%,5.1,95.30%,81.10%,90.00%,77.80%
25,5402,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202411,89.80%,93.20%,9.7,87.60%,92.00%,90.20%,89.80%
25,5617,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202411,90.10%,92.00%,8.2,85.70%,91.10%,94.40%,90.20%
20,2300,SPARK,Scheduled Standard Delivery,26,Executive Review,Degrading,Driver Supply Focus,202411,92.60%,89.20%,9.7,85.20%,94.80%,97.00%,93.00%
20,2008,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202411,87.00%,99.80%,5.2,92.50%,77.40%,89.40%,90.60%
20,5387,UBER,Scheduled Standard Delivery,36,Executive Review,Recovering,Driver Supply Focus,202411,90.70%,99.00%,5.2,95.20%,86.80%,94.20%,87.20%
20,2792,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202411,90.90%,99.50%,5.5,92.60%,88.90%,90.70%,91.40%
20,4278,UBER,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202411,88.60%,100.00%,6,77.80%,95.10%,86.00%,93.90%
40,44,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Driver Supply Focus,202411,88.40%,96.70%,4.3,75.90%,84.80%,100.00%,93.80%
40,65,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Degrading,Driver Supply Focus,202411,91.80%,97.90%,7.4,89.00%,93.10%,91.20%,94.20%
40,436,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202411,94.30%,100.00%,4.8,100.00%,90.70%,87.50%,100.00%
21,1667,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202411,90.80%,97.30%,8.5,93.60%,91.60%,95.30%,83.00%
21,3282,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202411,85.30%,98.90%,7.2,82.10%,84.00%,87.30%,87.60%
21,3515,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,91.40%,98.30%,8.3,94.10%,83.10%,96.10%,91.80%
53,802,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202411,81.80%,98.10%,4.7,77.20%,83.50%,89.70%,76.70%
53,3857,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202411,85.40%,94.70%,9.4,88.70%,82.70%,88.10%,81.70%
53,5444,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202411,91.80%,99.00%,4.4,91.90%,86.40%,94.80%,94.60%
14,930,SPARK,Scheduled Standard Delivery,29,Executive Review,Recovering,Driver Supply Focus,202411,93.50%,93.30%,9.2,94.30%,96.70%,95.40%,88.20%
14,1408,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,92.30%,98.30%,8.7,95.00%,91.80%,89.80%,92.60%
14,494,UBER,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202411,90.20%,95.10%,8.3,94.40%,87.70%,93.00%,86.00%
14,3461,UBER,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202411,91.00%,92.80%,9.1,94.50%,89.80%,92.90%,87.20%
59,4426,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,94.60%,97.70%,6.7,96.10%,99.10%,97.30%,86.20%
3,5392,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202411,90.50%,98.90%,7.5,94.40%,93.80%,89.20%,84.90%
3,1283,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202411,89.30%,99.20%,7.1,94.30%,83.60%,92.20%,87.50%
12,1089,UBER,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,88.70%,100.00%,5.8,86.20%,91.90%,87.20%,89.10%
12,5251,UBER,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,87.60%,99.00%,9.4,86.00%,86.70%,90.30%,87.20%
12,678,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Degrading,Driver Supply Focus,202411,89.80%,94.10%,8.9,83.90%,90.90%,91.50%,93.30%
12,6370,UBER,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202411,81.60%,97.50%,7,85.70%,84.00%,70.00%,88.20%
12,1694,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,93.10%,99.80%,7.9,93.10%,92.80%,96.80%,89.40%
12,2749,SPARK,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202411,87.40%,93.80%,7.2,87.30%,87.70%,91.20%,82.90%
12,3289,SPARK,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202411,91.60%,97.60%,8,88.90%,99.00%,92.10%,87.20%
59,3959,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,96.50%,96.70%,7.8,95.80%,100.00%,100.00%,88.90%
11,93,UBER,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202411,86.70%,100.00%,6.9,100.00%,100.00%,75.00%,60.00%
11,97,UBER,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202411,81.50%,96.60%,9.3,0.00%,75.00%,0.00%,100.00%
11,120,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202411,87.20%,99.30%,7,90.90%,85.30%,83.30%,89.50%
12,5616,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,86.70%,99.30%,8,90.70%,83.10%,90.00%,84.70%
11,2939,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,92.00%,100.00%,7.6,92.60%,96.30%,86.20%,93.30%
11,3059,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,88.50%,88.90%,7.5,88.90%,87.70%,92.70%,84.40%
11,365,UBER,Scheduled Standard Delivery,11,At Risk,Degrading,Driver Supply Focus,202411,89.40%,96.30%,9.3,86.40%,90.90%,84.70%,94.90%
2,1363,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202411,91.50%,98.50%,7.9,90.70%,89.90%,93.20%,91.70%
2,3627,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202411,93.10%,93.10%,9.8,93.10%,95.30%,95.00%,88.90%
2,907,SPARK,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202411,89.40%,88.20%,9.6,79.20%,91.20%,96.10%,91.40%
2,1070,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202411,92.10%,90.50%,9.8,88.30%,99.50%,96.80%,83.90%
59,3072,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202411,88.20%,91.90%,9.4,90.40%,93.10%,89.30%,81.20%
2,855,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202411,90.30%,96.70%,8.5,93.00%,93.20%,90.50%,84.70%
2,3118,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202411,80.00%,96.50%,9.8,71.30%,87.00%,80.70%,82.40%
2,3741,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202411,93.00%,99.20%,9.7,95.90%,97.70%,89.10%,89.00%
2,1658,SPARK,Scheduled Standard Delivery,30,Executive Review,Recovering,Driver Supply Focus,202411,92.20%,97.10%,9.8,91.00%,91.00%,97.30%,89.50%
42,169,SPARK,Scheduled Standard Delivery,10,At Risk,Degrading,Driver Supply Focus,202411,95.10%,96.00%,8.9,87.80%,98.80%,95.10%,99.00%
9,2091,UBER,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202411,83.30%,99.20%,9.3,93.10%,81.30%,80.00%,79.30%
9,3235,SPARK,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202411,85.10%,97.60%,6.9,90.60%,89.70%,88.60%,70.60%
60,1876,SPARK,Scheduled Standard Delivery,38,Executive Review,Degrading,Driver Supply Focus,202411,80.10%,95.50%,4.6,78.30%,75.00%,80.60%,86.70%
60,5861,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202411,86.40%,93.10%,7.4,87.70%,84.00%,87.70%,86.80%
60,4394,SPARK,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202411,92.30%,99.00%,6.8,88.70%,95.20%,95.10%,90.00%
52,1389,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202411,86.80%,98.50%,6.5,98.30%,81.60%,81.60%,86.90%
52,1005,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202411,87.40%,99.70%,5.1,87.90%,89.00%,87.70%,85.20%
58,4337,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,88.90%,99.80%,7.1,97.40%,89.80%,84.40%,85.00%
57,3473,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202411,88.90%,92.80%,8.2,79.90%,91.70%,94.20%,91.70%
57,4557,UBER,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202411,86.40%,92.40%,8,79.50%,81.50%,93.80%,92.90%
57,2321,SPARK,Scheduled Standard Delivery,9,At Risk,Degrading,Driver Supply Focus,202411,88.80%,96.80%,7.4,89.00%,92.60%,79.50%,94.60%
57,3290,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202411,91.70%,93.30%,9.1,94.30%,88.30%,90.70%,93.50%
54,986,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202411,83.60%,97.40%,4.4,91.70%,78.30%,84.20%,80.00%
54,2293,SPARK,Scheduled Standard Delivery,23,Executive Review,Degrading,Driver Supply Focus,202411,86.30%,97.70%,6.1,82.10%,95.80%,81.00%,87.90%
54,2752,SPARK,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202411,91.80%,92.70%,6.2,89.90%,88.90%,96.40%,92.80%
22,5130,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,88.30%,96.80%,6.9,86.20%,88.00%,92.10%,87.20%
22,2167,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202411,83.40%,99.10%,7.3,87.20%,78.50%,79.70%,87.80%
22,5891,SPARK,Scheduled Express Delivery ,13,Executive Review,Recovering,Driver Supply Focus,202411,91.20%,98.60%,3.8,92.90%,95.40%,97.50%,80.90%
22,5891,UBER,Scheduled Standard Delivery,29,Executive Review,-,Driver Supply Focus,202411,79.60%,92.00%,7.7,,,,79.60%
16,1975,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202411,85.30%,97.50%,9.2,81.50%,86.70%,86.00%,88.00%
16,1994,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202411,89.80%,96.50%,9.4,97.20%,92.80%,87.50%,81.40%
16,1932,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202411,89.20%,98.20%,8.1,97.10%,90.70%,76.90%,89.90%
16,1698,SPARK,Scheduled Standard Delivery,30,Executive Review,Degrading,Driver Supply Focus,202411,88.90%,94.40%,8.4,87.50%,82.80%,91.30%,93.70%
16,2659,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202411,84.50%,96.30%,6.8,79.40%,82.90%,86.10%,89.50%
16,1753,SPARK,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202411,88.20%,91.40%,8.1,87.30%,84.00%,86.90%,94.10%
16,2138,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202411,67.80%,100.00%,5.1,63.70%,66.70%,65.60%,75.80%
16,2224,SPARK,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202411,81.70%,97.20%,7.9,84.60%,75.20%,76.80%,87.50%
16,2424,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202411,88.30%,94.70%,7.1,87.60%,83.30%,94.00%,88.30%
16,5497,UBER,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202411,88.50%,99.50%,8.3,89.10%,88.00%,87.20%,89.80%
16,2152,UBER,Scheduled Standard Delivery,5,At Risk,Recovering,Driver Supply Focus,202411,89.80%,99.80%,8.6,95.00%,89.90%,84.60%,89.60%
16,2444,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202411,91.50%,98.70%,8.9,96.40%,89.80%,85.70%,93.10%
76,2597,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,88.50%,98.70%,8.8,88.80%,85.30%,94.10%,86.10%
76,3253,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,92.10%,98.50%,6.1,96.10%,90.60%,93.70%,88.50%
26,1064,UBER,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,89.80%,98.10%,9,94.80%,83.60%,93.30%,88.60%
26,2134,SPARK,Scheduled Standard Delivery,25,Executive Review,Recovering,Driver Supply Focus,202411,90.80%,99.20%,9.9,92.50%,89.80%,89.80%,90.90%
26,2256,SPARK,Scheduled Standard Delivery,31,Executive Review,Degrading,Driver Supply Focus,202411,87.90%,97.10%,8.8,89.40%,93.70%,83.40%,85.10%
26,3182,UBER,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202411,88.60%,98.60%,9.3,93.10%,82.80%,87.90%,89.90%
26,1097,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Driver Supply Focus,202411,91.20%,95.30%,9.3,82.80%,93.70%,95.70%,92.60%
76,3035,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202411,76.30%,90.90%,9,67.10%,81.10%,79.00%,78.70%
76,5129,UBER,Scheduled Standard Delivery,34,Executive Review,Degrading,Driver Supply Focus,202411,74.80%,99.60%,8.3,74.40%,68.70%,71.30%,80.80%
76,2564,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202411,90.60%,94.50%,3.9,86.70%,93.30%,92.90%,88.90%
76,2833,SPARK,Scheduled Standard Delivery,7,Executive Review,Degrading,Driver Supply Focus,202411,84.40%,100.00%,5.5,79.30%,86.50%,87.20%,85.00%
76,4372,SPARK,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202411,95.60%,99.60%,7.6,98.80%,98.80%,95.20%,89.00%
26,1614,SPARK,Scheduled Standard Delivery,33,Executive Review,-,Driver Supply Focus,202411,88.90%,97.80%,9.6,,,100.00%,88.70%
26,5118,SPARK,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202411,88.70%,99.30%,8.9,90.00%,87.90%,88.30%,88.50%
26,5118,UBER,Scheduled Standard Delivery,18,Executive Review,Recovering,Driver Supply Focus,202411,90.50%,98.00%,8.3,90.70%,91.60%,90.60%,89.40%
59,4147,UBER,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,89.20%,98.90%,8,96.40%,87.00%,86.70%,86.90%
75,1243,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Degrading,Driver Supply Focus,202411,87.20%,96.40%,9.4,77.40%,89.90%,96.50%,85.30%
75,1730,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202411,89.70%,99.40%,6.9,91.00%,80.30%,96.20%,91.20%
75,2577,SPARK,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202411,93.30%,90.90%,9.8,94.40%,96.40%,87.60%,94.10%
75,2577,UBER,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202411,90.70%,89.70%,8.5,91.40%,93.50%,89.10%,88.80%
75,3489,SPARK,Scheduled Express Delivery ,12,Executive Review,Degrading,Driver Supply Focus,202411,45.70%,99.00%,9.3,38.30%,43.30%,55.30%,
75,3780,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202411,89.60%,93.50%,8.1,98.70%,91.70%,85.90%,83.10%
4,605,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,92.50%,94.10%,9,95.00%,92.00%,93.40%,89.70%
4,728,UBER,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202411,84.20%,95.60%,8.6,95.90%,74.40%,85.40%,79.50%
4,1383,UBER,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,83.50%,97.50%,9.2,93.00%,77.60%,77.90%,87.70%
4,2832,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,91.10%,90.20%,8.2,94.40%,90.00%,100.00%,81.00%
4,1270,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202411,91.00%,97.90%,9.9,92.30%,92.50%,90.50%,88.60%
4,4506,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202411,92.10%,92.00%,9,98.00%,97.90%,98.00%,74.40%
4,2806,UBER,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202411,90.90%,99.40%,9.4,91.90%,88.20%,90.20%,93.30%
4,1179,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202411,93.00%,94.20%,9.9,93.80%,98.00%,93.00%,87.30%
4,1795,SPARK,Scheduled Standard Delivery,47,Executive Review,Degrading,Driver Supply Focus,202411,80.80%,99.70%,5.4,88.40%,85.70%,81.60%,70.10%
59,5378,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202411,94.00%,98.90%,5.7,95.10%,97.50%,95.00%,88.30%
4,1359,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202411,89.80%,95.00%,9.1,88.90%,91.20%,93.60%,85.70%
4,1359,UBER,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202411,92.20%,95.40%,9.7,94.40%,91.90%,93.60%,89.10%
4,1748,UBER,Scheduled Standard Delivery,20,Executive Review,Degrading,Driver Supply Focus,202411,87.30%,96.00%,9.4,86.30%,85.40%,88.50%,88.70%
17,2898,SPARK,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202411,88.50%,99.70%,4.3,90.00%,86.50%,85.90%,92.10%
17,5201,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202411,87.70%,99.80%,7.8,88.90%,85.50%,88.40%,88.00%
17,5447,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202411,80.90%,99.50%,8.7,86.70%,73.60%,82.70%,81.80%
17,3159,UBER,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202411,79.30%,97.80%,9.7,84.90%,75.30%,82.20%,75.80%
17,3443,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202411,88.70%,98.30%,6,90.50%,88.00%,89.40%,87.10%
17,3520,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202411,82.20%,99.10%,8.1,72.40%,81.50%,82.80%,84.40%
17,3795,SPARK,Scheduled Standard Delivery,19,Executive Review,Degrading,Driver Supply Focus,202411,87.00%,99.60%,7.1,85.30%,84.90%,86.50%,91.90%
17,3795,UBER,Scheduled Standard Delivery,29,Executive Review,Degrading,Driver Supply Focus,202411,74.20%,99.50%,9.5,69.70%,67.70%,74.80%,82.10%
5,471,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202411,81.00%,88.80%,16.4,91.40%,93.60%,86.00%,50.70%
5,3406,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202411,92.30%,98.40%,10.3,90.00%,94.60%,93.90%,90.40%
5,3777,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202411,94.20%,91.60%,13.5,94.90%,96.80%,95.90%,89.00%
5,5823,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202411,93.50%,91.00%,11.9,95.30%,95.80%,92.50%,89.40%
5,2649,,Scheduled Delivery Standard,29,Executive Review,Recovering,Store Focus,202411,86.40%,85.80%,15.1,93.60%,95.50%,68.30%,86.30%
44,1626,,Scheduled Delivery Standard,48,Executive Review,Recovering,Store Focus,202411,91.40%,89.90%,13.9,91.00%,93.60%,88.20%,92.80%
44,185,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202411,87.40%,93.00%,10.5,86.10%,88.50%,87.50%,87.30%
13,839,,Scheduled Delivery Standard,29,Executive Review,Degrading,Store Focus,202411,86.10%,86.30%,15.3,89.10%,83.80%,93.70%,77.60%
13,935,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202411,83.80%,78.70%,19.2,92.10%,84.30%,88.10%,70.50%
13,1206,,Scheduled Delivery Standard,46,Executive Review,Degrading,Store Focus,202411,81.90%,85.40%,16.5,77.50%,82.30%,91.30%,75.60%
13,1266,,Scheduled Delivery Standard,33,Executive Review,Recovering,Store Focus,202411,91.80%,85.90%,11.6,92.20%,94.90%,93.00%,87.70%
13,1136,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202411,92.20%,97.00%,11,95.30%,94.50%,92.50%,86.90%
13,180,,Scheduled Delivery Standard,33,Executive Review,Recovering,Store Focus,202411,89.70%,93.90%,11.3,91.20%,89.80%,89.50%,88.20%
