Site,Quantity,Ship Date,Carrier,Tracking,Delivery Date,
3014,4,01-MAY-2023,FedEx,397709868197,03-MAY-2023,
3017,3,02-MAY-2023,FedEx,397790563886,05-MAY-2023,
3022,5,27-APR-2023,FedEx,397578290565,02-MAY-2023,
3023,2,01-MAY-2023,FedEx,397697144230,08-MAY-2023,
3026,5,02-MAY-2023,FedEx,397748621179,05-MAY-2023,
3035,2,01-MAY-2023,FedEx,397646925590,04-MAY-2023,
3043,3,02-MAY-2023,FedEx,397786794568,04-MAY-2023,
3044,3,28-APR-2023,FedEx,397639882890,02-MAY-2023,
3053,1,01-MAY-2023,FedEx,397709982127,08-MAY-2023,
3056,1,02-MAY-2023,FedEx,397767826984,04-MAY-2023,
3061,4,01-MAY-2023,FedEx,397711413476,03-MAY-2023,
3069,1,01-MAY-2023,FedEx,397737340499,04-MAY-2023,
3071,3,02-MAY-2023,FedEx,397790600391,05-MAY-2023,
3072,2,02-MAY-2023,FedEx,397742216229,04-MAY-2023,
3075,2,01-MAY-2023,FedEx,397717931937,04-MAY-2023,
3078,5,27-APR-2023,FedEx,397584898914,01-MAY-2023,
3083,2,28-APR-2023,FedEx,397615884211,02-MAY-2023,
3084,1,02-MAY-2023,FedEx,397758280020,05-MAY-2023,
3087,2,01-MAY-2023,FedEx,397726765680,05-MAY-2023,
3088,4,01-MAY-2023,FedEx,397647544671,04-MAY-2023,
3090,1,02-MAY-2023,FedEx,397753440719,05-MAY-2023,
3093,5,01-MAY-2023,FedEx,397731977932,05-MAY-2023,
3098,5,01-MAY-2023,FedEx,397721485053,08-MAY-2023,
3099,1,02-MAY-2023,FedEx,397766833957,05-MAY-2023,
3101,1,02-MAY-2023,FedEx,397752517062,05-MAY-2023,
3104,2,01-MAY-2023,FedEx,397721117783,04-MAY-2023,
3107,4,28-APR-2023,FedEx,397631924476,01-MAY-2023,
3110,4,01-MAY-2023,FedEx,397705029023,04-MAY-2023,
3112,4,01-MAY-2023,FedEx,397707004971,03-MAY-2023,
3126,5,28-APR-2023,FedEx,397627800212,02-MAY-2023,
3127,6,27-APR-2023,FedEx,397578531369,01-MAY-2023,
3132,6,27-APR-2023,FedEx,397578876373,01-MAY-2023,
3133,3,28-APR-2023,FedEx,397639168327,04-MAY-2023,
3135,4,28-APR-2023,FedEx,397644528908,02-MAY-2023,
3136,1,03-MAY-2023,FedEx,397820982180,05-MAY-2023,
3143,2,01-MAY-2023,FedEx,397725354366,04-MAY-2023,
3145,1,03-MAY-2023,FedEx,397795732726, ,
3146,3,01-MAY-2023,FedEx,397688408957,08-MAY-2023,
3147,5,28-APR-2023,FedEx,397613884311,01-MAY-2023,
3152,1,03-MAY-2023,FedEx,397810687414,05-MAY-2023,
3153,5,02-MAY-2023,FedEx,397753088182,04-MAY-2023,
3154,4,01-MAY-2023,FedEx,397721632331,04-MAY-2023,
3155,2,02-MAY-2023,FedEx,397767504499,03-MAY-2023,
3156,3,01-MAY-2023,FedEx,397646797733,04-MAY-2023,
3162,4,28-APR-2023,FedEx,397614303170,02-MAY-2023,
3163,2,02-MAY-2023,FedEx,397741958261,05-MAY-2023,
3167,3,02-MAY-2023,FedEx,397786236723,08-MAY-2023,
3168,1,03-MAY-2023,FedEx,397804468061,04-MAY-2023,
3169,2,01-MAY-2023,FedEx,397647598064,02-MAY-2023,
3170,2,28-APR-2023,FedEx,397643597566,02-MAY-2023,
3172,3,28-APR-2023,FedEx,397624165910,02-MAY-2023,
3173,4,01-MAY-2023,FedEx,397647590773,03-MAY-2023,
3179,2,01-MAY-2023,FedEx,397734971933,08-MAY-2023,
3180,2,28-APR-2023,FedEx,397645055904,04-MAY-2023,
3182,4,28-APR-2023,FedEx,397620188055,01-MAY-2023,
3185,5,02-MAY-2023,FedEx,397742432816,04-MAY-2023,
3188,3,03-MAY-2023,FedEx,397809233800,05-MAY-2023,
3191,4,28-APR-2023,FedEx,397644238360,03-MAY-2023,
3192,4,01-MAY-2023,FedEx,397698027735,04-MAY-2023,
3197,2,02-MAY-2023,FedEx,397763201680,05-MAY-2023,
3198,2,03-MAY-2023,FedEx,397817099140,04-MAY-2023,
3199,4,28-APR-2023,FedEx,397632009880,01-MAY-2023,
3201,1,01-MAY-2023,FedEx,397709082800,04-MAY-2023,
3207,2,01-MAY-2023,FedEx,397726518624,04-MAY-2023,
3208,7,26-APR-2023,FedEx,397510942463,01-MAY-2023,
3209,1,01-MAY-2023,FedEx,397730408645,05-MAY-2023,
3212,2,03-MAY-2023,FedEx,397817340560,08-MAY-2023,
3213,3,02-MAY-2023,FedEx,397787632357,04-MAY-2023,
3215,3,01-MAY-2023,FedEx,397647355250,04-MAY-2023,
3216,2,03-MAY-2023,FedEx,397815280259,08-MAY-2023,
3218,1,02-MAY-2023,FedEx,397785690026, ,
3222,2,01-MAY-2023,FedEx,397647009687,03-MAY-2023,
3225,7,26-APR-2023,FedEx,397511321178,27-APR-2023,
3226,3,02-MAY-2023,FedEx,397786806944,03-MAY-2023,
3227,4,28-APR-2023,FedEx,397630131182,02-MAY-2023,
3229,1,03-MAY-2023,FedEx,397813877050,04-MAY-2023,
3231,1,03-MAY-2023,FedEx,397796836190,04-MAY-2023,
3233,1,02-MAY-2023,FedEx,397753424219,05-MAY-2023,
3234,4,01-MAY-2023,FedEx,397694338345,05-MAY-2023,
3236,1,01-MAY-2023,FedEx,397736318766,05-MAY-2023,
3237,3,02-MAY-2023,FedEx,397790100994,08-MAY-2023,
3238,1,02-MAY-2023,FedEx,397740955690,04-MAY-2023,
3241,3,28-APR-2023,FedEx,397643890618,03-MAY-2023,
3243,3,02-MAY-2023,FedEx,397764431674,08-MAY-2023,
3247,1,02-MAY-2023,FedEx,397785169597,05-MAY-2023,
3248,2,01-MAY-2023,FedEx,397694441470,04-MAY-2023,
3250,4,02-MAY-2023,FedEx,397765232259,08-MAY-2023,
3253,2,01-MAY-2023,FedEx,397722450868,05-MAY-2023,
3254,1,02-MAY-2023,FedEx,397765242374,05-MAY-2023,
3255,2,01-MAY-2023,FedEx,397698598102,03-MAY-2023,
3258,1,02-MAY-2023,FedEx,397777546783,08-MAY-2023,
3259,1,03-MAY-2023,FedEx,397826681264,08-MAY-2023,
3260,1,02-MAY-2023,FedEx,397785606688, ,
3265,6,27-APR-2023,FedEx,397580350450,02-MAY-2023,
3266,2,01-MAY-2023,FedEx,397647031792,05-MAY-2023,
3268,2,01-MAY-2023,FedEx,397696101780,04-MAY-2023,
3271,3,01-MAY-2023,FedEx,397707745981,04-MAY-2023,
3276,3,02-MAY-2023,FedEx,397756051048,05-MAY-2023,
3279,3,03-MAY-2023,FedEx,397811569485,04-MAY-2023,
3282,2,01-MAY-2023,FedEx,397732311814,05-MAY-2023,
3284,2,01-MAY-2023,FedEx,397704815239,02-MAY-2023,
3285,3,02-MAY-2023,FedEx,397765400720,04-MAY-2023,
3288,3,01-MAY-2023,FedEx,397723646683,04-MAY-2023,
3291,5,26-APR-2023,FedEx,397546272917,01-MAY-2023,
3294,3,02-MAY-2023,FedEx,397791919188,08-MAY-2023,
3300,1,02-MAY-2023,FedEx,397766085985,05-MAY-2023,
3302,6,27-APR-2023,FedEx,397554407835,28-APR-2023,
3304,4,01-MAY-2023,FedEx,397694606290,05-MAY-2023,
3305,1,02-MAY-2023,FedEx,397750936629,05-MAY-2023,
3307,1,01-MAY-2023,FedEx,397722147360,03-MAY-2023,
3313,13,28-APR-2023,FedEx,397607942919,01-MAY-2023,
3314,7,26-APR-2023,FedEx,397518525703,28-APR-2023,
3319,2,01-MAY-2023,FedEx,397697049413,03-MAY-2023,
3320,2,28-APR-2023,FedEx,397617800211,03-MAY-2023,
3324,3,02-MAY-2023,FedEx,397788268607,08-MAY-2023,
3328,3,02-MAY-2023,FedEx,397792049252,08-MAY-2023,
3329,1,02-MAY-2023,FedEx,397751647900,08-MAY-2023,
3330,1,03-MAY-2023,FedEx,397796637206,06-MAY-2023,
3334,1,02-MAY-2023,FedEx,397776738394,08-MAY-2023,
3335,1,02-MAY-2023,FedEx,397777079380,05-MAY-2023,
3336,3,02-MAY-2023,FedEx,397740627750,05-MAY-2023,
3337,3,01-MAY-2023,FedEx,397646717688,05-MAY-2023,
3339,1,02-MAY-2023,FedEx,397776992684,08-MAY-2023,
3341,2,28-APR-2023,FedEx,397638242470,02-MAY-2023,
3348,1,02-MAY-2023,FedEx,397769335521,08-MAY-2023,
3350,5,02-MAY-2023,FedEx,397750875921,05-MAY-2023,
3352,1,02-MAY-2023,FedEx,397780488810,05-MAY-2023,
3354,6,26-APR-2023,FedEx,397546765139,02-MAY-2023,
3356,1,02-MAY-2023,FedEx,397770789776,08-MAY-2023,
3357,3,02-MAY-2023,FedEx,397792606326,05-MAY-2023,
3360,3,01-MAY-2023,FedEx,397706736101,04-MAY-2023,
3362,1,02-MAY-2023,FedEx,397753244866,04-MAY-2023,
3363,1,02-MAY-2023,FedEx,397740702278,04-MAY-2023,
3367,2,01-MAY-2023,FedEx,397647494240,04-MAY-2023,
3370,5,28-APR-2023,FedEx,397606315990,02-MAY-2023,
3371,2,01-MAY-2023,FedEx,397697731260,05-MAY-2023,
3379,1,01-MAY-2023,FedEx,397708503688,04-MAY-2023,
3384,1,03-MAY-2023,FedEx,397797222323,05-MAY-2023,
3386,3,02-MAY-2023,FedEx,397790077043,05-MAY-2023,
3390,1,02-MAY-2023,FedEx,397779967443,03-MAY-2023,
3391,2,01-MAY-2023,FedEx,397647535015,02-MAY-2023,
3400,1,02-MAY-2023,FedEx,397740685190,04-MAY-2023,
3401,1,03-MAY-2023,FedEx,397818707580,05-MAY-2023,
3403,2,02-MAY-2023,FedEx,397741217001,04-MAY-2023,
3404,6,27-APR-2023,FedEx,397571386549,02-MAY-2023,
3407,6,26-APR-2023,FedEx,397507551986,28-APR-2023,
3409,5,02-MAY-2023,FedEx,397742169790,05-MAY-2023,
3411,4,01-MAY-2023,FedEx,397718297125,05-MAY-2023,
3414,4,01-MAY-2023,FedEx,397730408634,04-MAY-2023,
3417,9,27-APR-2023,FedEx,397580711741,01-MAY-2023,
3419,3,02-MAY-2023,FedEx,397787663610,04-MAY-2023,
3422,6,27-APR-2023,FedEx,397564570430,02-MAY-2023,
3424,1,02-MAY-2023,FedEx,397778701698,05-MAY-2023,
3427,2,01-MAY-2023,FedEx,397698003955,03-MAY-2023,
3430,2,01-MAY-2023,FedEx,397718153112,03-MAY-2023,
3432,7,26-APR-2023,FedEx,397544915468,28-APR-2023,
3433,2,01-MAY-2023,FedEx,397721146036,03-MAY-2023,
3435,4,01-MAY-2023,FedEx,397709286925,03-MAY-2023,
3436,1,03-MAY-2023,FedEx,397797305356,08-MAY-2023,
3443,2,02-MAY-2023,FedEx,397742347746,05-MAY-2023,
3445,1,02-MAY-2023,FedEx,397780492890,08-MAY-2023,
3453,1,02-MAY-2023,FedEx,397768950197,05-MAY-2023,
3455,4,01-MAY-2023,FedEx,397711658385,05-MAY-2023,
3459,1,01-MAY-2023,FedEx,397720982430,04-MAY-2023,
3461,1,01-MAY-2023,FedEx,397735360720,04-MAY-2023,
3465,4,28-APR-2023,FedEx,397622033026,02-MAY-2023,
3471,1,02-MAY-2023,FedEx,397741331935,04-MAY-2023,
3472,3,28-APR-2023,FedEx,397623611860,01-MAY-2023,
3473,4,28-APR-2023,FedEx,397620686608,02-MAY-2023,
3474,2,28-APR-2023,FedEx,397644966612,03-MAY-2023,
3476,2,01-MAY-2023,FedEx,397647584767,04-MAY-2023,
3480,2,01-MAY-2023,FedEx,397707169916,05-MAY-2023,
3481,1,02-MAY-2023,FedEx,397769491329,08-MAY-2023,
3485,4,01-MAY-2023,FedEx,397726170433,04-MAY-2023,
3486,1,02-MAY-2023,FedEx,397784640378,08-MAY-2023,
3487,2,03-MAY-2023,FedEx,397815138149,08-MAY-2023,
3488,1,02-MAY-2023,FedEx,397755933150,04-MAY-2023,
3489,1,02-MAY-2023,FedEx,397751990026,05-MAY-2023,
3490,4,28-APR-2023,FedEx,397644595445,04-MAY-2023,
3492,1,02-MAY-2023,FedEx,397793103076,04-MAY-2023,
3493,3,28-APR-2023,FedEx,397644726657,04-MAY-2023,
3498,1,02-MAY-2023,FedEx,397763139339,05-MAY-2023,
3499,1,03-MAY-2023,FedEx,397796674152,08-MAY-2023,
3500,1,03-MAY-2023,FedEx,397825177022,04-MAY-2023,
3503,1,03-MAY-2023,FedEx,397819035278,08-MAY-2023,
3505,1,01-MAY-2023,FedEx,397691849792,04-MAY-2023,
3510,2,28-APR-2023,FedEx,397615551266,02-MAY-2023,
3512,5,01-MAY-2023,FedEx,397720907310,05-MAY-2023,
3515,1,02-MAY-2023,FedEx,397793133480,08-MAY-2023,
3516,4,01-MAY-2023,FedEx,397708571133,05-MAY-2023,
3520,5,28-APR-2023,FedEx,397627685959,02-MAY-2023,
3522,1,02-MAY-2023,FedEx,397771770330,08-MAY-2023,
3524,2,01-MAY-2023,FedEx,397646963693,04-MAY-2023,
3526,5,02-MAY-2023,FedEx,397742462278,04-MAY-2023,
3529,1,02-MAY-2023,FedEx,397778419761,08-MAY-2023,
3530,2,01-MAY-2023,FedEx,397726040714,03-MAY-2023,
3531,1,01-MAY-2023,FedEx,397719687452,08-MAY-2023,
3535,2,02-MAY-2023,FedEx,397742005855,05-MAY-2023,
3537,3,28-APR-2023,FedEx,397645168208,05-MAY-2023,
3538,1,03-MAY-2023,FedEx,397797198428,05-MAY-2023,
3542,3,28-APR-2023,FedEx,397638215032,02-MAY-2023,
3546,3,02-MAY-2023,FedEx,397786575887,05-MAY-2023,
3547,7,26-APR-2023,FedEx,397508744894,02-MAY-2023,
3549,3,03-MAY-2023,FedEx,397797133442,08-MAY-2023,
3562,3,01-MAY-2023,FedEx,397732134511,05-MAY-2023,
3563,5,01-MAY-2023,FedEx,397721351843,05-MAY-2023,
3564,1,01-MAY-2023,FedEx,397724137052,05-MAY-2023,
3567,1,02-MAY-2023,FedEx,397762663617,04-MAY-2023,
3569,2,01-MAY-2023,FedEx,397724311390,03-MAY-2023,
3571,1,02-MAY-2023,FedEx,397742527897,05-MAY-2023,
3581,3,03-MAY-2023,FedEx,397808809507,08-MAY-2023,
3588,3,01-MAY-2023,FedEx,397704525643,05-MAY-2023,
3590,4,01-MAY-2023,FedEx,397697459871,03-MAY-2023,
3591,3,02-MAY-2023,FedEx,397786652580,03-MAY-2023,
3596,7,26-APR-2023,FedEx,397509012039,28-APR-2023,
3602,2,01-MAY-2023,FedEx,397721263513,04-MAY-2023,
3603,2,03-MAY-2023,FedEx,397824209687,08-MAY-2023,
3604,1,03-MAY-2023,FedEx,397797030153,05-MAY-2023,
3607,2,01-MAY-2023,FedEx,397693521875,04-MAY-2023,
3608,1,02-MAY-2023,FedEx,397795410734,08-MAY-2023,
3609,4,01-MAY-2023,FedEx,397647124933,03-MAY-2023,
3611,2,02-MAY-2023,FedEx,397778125200,05-MAY-2023,
3612,1,02-MAY-2023,FedEx,397767593582,08-MAY-2023,
3617,3,02-MAY-2023,FedEx,397791570781,05-MAY-2023,
3621,8,26-APR-2023,FedEx,397541796721,01-MAY-2023,
3622,5,28-APR-2023,FedEx,397644550597,04-MAY-2023,
3623,1,02-MAY-2023,FedEx,397785807977,05-MAY-2023,
3625,1,03-MAY-2023,FedEx,397797266333,08-MAY-2023,
3626,2,01-MAY-2023,FedEx,397687520174,04-MAY-2023,
3628,1,02-MAY-2023,FedEx,397777635848,05-MAY-2023,
3630,3,28-APR-2023,FedEx,397639004323,04-MAY-2023,
3631,1,03-MAY-2023,FedEx,397825122747,04-MAY-2023,
3632,1,02-MAY-2023,FedEx,397793054523,08-MAY-2023,
3633,2,02-MAY-2023,FedEx,397765588926,08-MAY-2023,
3634,1,02-MAY-2023,FedEx,397741303133,05-MAY-2023,
3638,3,03-MAY-2023,FedEx,397797511894,08-MAY-2023,
3640,1,02-MAY-2023,FedEx,397751900613,03-MAY-2023,
3644,2,03-MAY-2023,FedEx,397815063548,08-MAY-2023,
3645,1,03-MAY-2023,FedEx,397797234647,04-MAY-2023,
3653,3,28-APR-2023,FedEx,397645100500,02-MAY-2023,
3654,2,01-MAY-2023,FedEx,397646748600,03-MAY-2023,
3659,3,01-MAY-2023,FedEx,397690475510,03-MAY-2023,
3660,1,02-MAY-2023,FedEx,397741153073,04-MAY-2023,
3661,2,01-MAY-2023,FedEx,397646649257,03-MAY-2023,
3703,1,02-MAY-2023,FedEx,397760627189,04-MAY-2023,
3708,5,02-MAY-2023,FedEx,397742976598,05-MAY-2023,
3709,4,01-MAY-2023,FedEx,397689615090,03-MAY-2023,
3710,2,01-MAY-2023,FedEx,397735219914,04-MAY-2023,
3717,1,02-MAY-2023,FedEx,397766644981,04-MAY-2023,
3720,4,28-APR-2023,FedEx,397633252080,02-MAY-2023,
3724,2,02-MAY-2023,FedEx,397766578152,04-MAY-2023,
3725,6,26-APR-2023,FedEx,397546092361,01-MAY-2023,
3726,1,02-MAY-2023,FedEx,397768549332,05-MAY-2023,
3733,2,02-MAY-2023,FedEx,397741398740,05-MAY-2023,
3734,5,27-APR-2023,FedEx,397579998311,01-MAY-2023,
3736,5,27-APR-2023,FedEx,397561290927,28-APR-2023,
3741,1,02-MAY-2023,FedEx,397775318112,04-MAY-2023,
3743,6,27-APR-2023,FedEx,397578370772,28-APR-2023,
3748,1,02-MAY-2023,FedEx,397793156047,05-MAY-2023,
3749,3,02-MAY-2023,FedEx,397786490266,08-MAY-2023,
3750,2,01-MAY-2023,FedEx,397646833231,03-MAY-2023,
3751,2,02-MAY-2023,FedEx,397763640027,05-MAY-2023,
3764,2,28-APR-2023,FedEx,397619829327,01-MAY-2023,
3765,4,28-APR-2023,FedEx,397621856787,02-MAY-2023,
3768,5,01-MAY-2023,FedEx,397689135282,04-MAY-2023,
3771,4,01-MAY-2023,FedEx,397706045265,04-MAY-2023,
3773,3,02-MAY-2023,FedEx,397777397815,03-MAY-2023,
3781,2,02-MAY-2023,FedEx,397767635939,04-MAY-2023,
3782,3,28-APR-2023,FedEx,397639547238,03-MAY-2023,
3783,1,02-MAY-2023,FedEx,397776067336,05-MAY-2023,
3786,5,02-MAY-2023,FedEx,397755897056,04-MAY-2023,
3789,2,01-MAY-2023,FedEx,397697514754,05-MAY-2023,
3790,1,02-MAY-2023,FedEx,397794981918,05-MAY-2023,
3791,5,27-APR-2023,FedEx,397579287429,01-MAY-2023,
3794,3,01-MAY-2023,FedEx,397690295593,05-MAY-2023,
3795,6,27-APR-2023,FedEx,397580027720,01-MAY-2023,
3796,1,03-MAY-2023,FedEx,397821300823,08-MAY-2023,
3802,4,28-APR-2023,FedEx,397644372909,04-MAY-2023,
3803,2,01-MAY-2023,FedEx,397687741020,04-MAY-2023,
3804,2,28-APR-2023,FedEx,397620162640,02-MAY-2023,
3806,9,27-APR-2023,FedEx,397584388380,02-MAY-2023,
3810,1,03-MAY-2023,FedEx,397796819820,08-MAY-2023,
3816,1,02-MAY-2023,FedEx,397776837725,05-MAY-2023,X
3826,5,02-MAY-2023,FedEx,397742272376,03-MAY-2023,
3827,1,03-MAY-2023,FedEx,397824995370,04-MAY-2023,
3828,1,01-MAY-2023,FedEx,397737513549,03-MAY-2023,
3829,2,01-MAY-2023,FedEx,397695732230,03-MAY-2023,
3830,1,02-MAY-2023,FedEx,397755485176,05-MAY-2023,
3831,2,01-MAY-2023,FedEx,397647355353,04-MAY-2023,
3833,1,01-MAY-2023,FedEx,397692837854,03-MAY-2023,
3838,1,03-MAY-2023,FedEx,397797810646,08-MAY-2023,
3840,1,03-MAY-2023,FedEx,397797145295,08-MAY-2023,
3842,2,01-MAY-2023,FedEx,397697196249,05-MAY-2023,
3843,1,02-MAY-2023,FedEx,397792933383,08-MAY-2023,
3844,2,02-MAY-2023,FedEx,397741792754,04-MAY-2023,
3845,2,02-MAY-2023,FedEx,397741997626,04-MAY-2023,
3846,2,28-APR-2023,FedEx,397614007844,02-MAY-2023,
3847,2,02-MAY-2023,FedEx,397741831056,04-MAY-2023,
3851,2,01-MAY-2023,FedEx,397646976888,03-MAY-2023,
3853,2,28-APR-2023,FedEx,397642146487,04-MAY-2023,
3858,2,01-MAY-2023,FedEx,397722463960,04-MAY-2023,
3862,1,01-MAY-2023,FedEx,397708191123,04-MAY-2023,
3870,4,01-MAY-2023,FedEx,397690575247,02-MAY-2023,
3872,2,01-MAY-2023,FedEx,397697026412,05-MAY-2023,
3874,3,28-APR-2023,FedEx,397638567726,03-MAY-2023,
3877,3,02-MAY-2023,FedEx,397787611750,04-MAY-2023,
3884,2,02-MAY-2023,FedEx,397765732815,04-MAY-2023,
3886,1,02-MAY-2023,FedEx,397792953981,05-MAY-2023,
3888,4,01-MAY-2023,FedEx,397719519993,02-MAY-2023,
3889,3,01-MAY-2023,FedEx,397693268603,04-MAY-2023,
3891,1,02-MAY-2023,FedEx,397773382184,05-MAY-2023,
3893,1,02-MAY-2023,FedEx,397793119970,05-MAY-2023,
3899,1,02-MAY-2023,FedEx,397776889582,08-MAY-2023,
3935,1,01-MAY-2023,FedEx,397737307971,04-MAY-2023,
4049,2,01-MAY-2023,FedEx,397724516310,04-MAY-2023,
4064,2,01-MAY-2023,FedEx,397647163128,04-MAY-2023,
4065,3,02-MAY-2023,FedEx,397786309560,08-MAY-2023,
4101,1,01-MAY-2023,FedEx,397689140822,04-MAY-2023,
4103,4,01-MAY-2023,FedEx,397647068127,03-MAY-2023,
4104,1,02-MAY-2023,FedEx,397767841252,03-MAY-2023,
4105,5,28-APR-2023,FedEx,397623826478,01-MAY-2023,
4108,1,03-MAY-2023,FedEx,397816498193,05-MAY-2023,
4111,1,02-MAY-2023,FedEx,397765619539,03-MAY-2023,
4112,3,01-MAY-2023,FedEx,397706485189, ,
4114,1,03-MAY-2023,FedEx,397814046652,04-MAY-2023,
4127,3,02-MAY-2023,FedEx,397791493882,08-MAY-2023,
4129,2,02-MAY-2023,FedEx,397740468192,04-MAY-2023,
4130,3,02-MAY-2023,FedEx,397787283449,03-MAY-2023,
4132,1,02-MAY-2023,FedEx,397762018331,05-MAY-2023,
4134,3,03-MAY-2023,FedEx,397807754084, ,
4139,5,01-MAY-2023,FedEx,397693617338,03-MAY-2023,
4140,2,01-MAY-2023,FedEx,397735501141,04-MAY-2023,
4142,1,02-MAY-2023,FedEx,397768263728,05-MAY-2023,
4144,1,02-MAY-2023,FedEx,397761527105,05-MAY-2023,
4145,2,01-MAY-2023,FedEx,397646689630,03-MAY-2023,
4147,5,28-APR-2023,FedEx,397626744337,02-MAY-2023,
4153,4,28-APR-2023,FedEx,397631533296,01-MAY-2023,
4157,5,28-APR-2023,FedEx,397627910856,01-MAY-2023,
4159,1,01-MAY-2023,FedEx,397737080119,04-MAY-2023,
4160,3,28-APR-2023,FedEx,397644977837,03-MAY-2023,
4161,1,01-MAY-2023,FedEx,397694067402,04-MAY-2023,
4162,1,02-MAY-2023,FedEx,397762861723,03-MAY-2023,
4169,1,01-MAY-2023,FedEx,397731196590,05-MAY-2023,
4174,1,02-MAY-2023,FedEx,397767858615,08-MAY-2023,
4176,1,02-MAY-2023,FedEx,397779313447,08-MAY-2023,
4180,5,02-MAY-2023,FedEx,397742204590,05-MAY-2023,
4182,2,01-MAY-2023,FedEx,397708124240,02-MAY-2023,
4184,1,02-MAY-2023,FedEx,397752301686,05-MAY-2023,
4185,1,02-MAY-2023,FedEx,397770446087,05-MAY-2023,
4187,1,02-MAY-2023,FedEx,397787174739,05-MAY-2023,
4188,3,01-MAY-2023,FedEx,397690306745,03-MAY-2023,
4191,2,01-MAY-2023,FedEx,397718253479,05-MAY-2023,
4193,3,03-MAY-2023,FedEx,397809405860,04-MAY-2023,
4197,1,03-MAY-2023,FedEx,397823535491,05-MAY-2023,
4200,4,28-APR-2023,FedEx,397635096454,01-MAY-2023,
4201,2,01-MAY-2023,FedEx,397695729223,04-MAY-2023,
4202,3,02-MAY-2023,FedEx,397787352990,05-MAY-2023,
4203,1,02-MAY-2023,FedEx,397779388880,05-MAY-2023,
4206,6,27-APR-2023,FedEx,397570810872,01-MAY-2023,
4208,2,01-MAY-2023,FedEx,397695849993,04-MAY-2023,
4215,6,26-APR-2023,FedEx,397507767351,27-APR-2023,
4216,4,28-APR-2023,FedEx,397621757644,02-MAY-2023,
4220,1,03-MAY-2023,FedEx,397826181400,08-MAY-2023,
4223,1,01-MAY-2023,FedEx,397693223229,03-MAY-2023,
4226,2,01-MAY-2023,FedEx,397705045589,03-MAY-2023,
4230,1,03-MAY-2023,FedEx,397796049556,08-MAY-2023,
4233,7,26-APR-2023,FedEx,397532269925,28-APR-2023,
4235,1,02-MAY-2023,FedEx,397751074746,04-MAY-2023,
4237,2,01-MAY-2023,FedEx,397717701170,05-MAY-2023,
4243,1,02-MAY-2023,FedEx,397775937239,05-MAY-2023,
4246,1,01-MAY-2023,FedEx,397737664093,05-MAY-2023,
4252,7,26-APR-2023,FedEx,397517812360,01-MAY-2023,
4253,1,02-MAY-2023,FedEx,397751015276,05-MAY-2023,
4255,1,02-MAY-2023,FedEx,397771014503,08-MAY-2023,
4259,1,03-MAY-2023,FedEx,397797188048,05-MAY-2023,
4273,3,28-APR-2023,FedEx,397622209987,02-MAY-2023,
4276,3,03-MAY-2023,FedEx,397809128922,08-MAY-2023,
4279,1,01-MAY-2023,FedEx,397722945520,02-MAY-2023,
4283,3,02-MAY-2023,FedEx,397792354319,05-MAY-2023,
4288,2,28-APR-2023,FedEx,397644871620,03-MAY-2023,
4298,3,28-APR-2023,FedEx,397639979587,02-MAY-2023,
4299,4,01-MAY-2023,FedEx,397703846047,03-MAY-2023,
4303,1,02-MAY-2023,FedEx,397756800597,05-MAY-2023,
4321,8,27-APR-2023,FedEx,397556737449,28-APR-2023,
4325,4,01-MAY-2023,FedEx,397709458232,03-MAY-2023,
4332,1,03-MAY-2023,FedEx,397796762004,05-MAY-2023,
4334,2,01-MAY-2023,FedEx,397646916702,04-MAY-2023,
4336,3,02-MAY-2023,FedEx,397762006897,04-MAY-2023,
4339,5,01-MAY-2023,FedEx,397687855074,03-MAY-2023,
4340,2,03-MAY-2023,FedEx,397797290739,08-MAY-2023,
4352,1,01-MAY-2023,FedEx,397708710880,05-MAY-2023,
4356,1,03-MAY-2023,FedEx,397797310528,08-MAY-2023,
4358,4,01-MAY-2023,FedEx,397718163087,04-MAY-2023,
4366,2,02-MAY-2023,FedEx,397742283650,04-MAY-2023,
4367,2,02-MAY-2023,FedEx,397741642518,03-MAY-2023,
4370,4,01-MAY-2023,FedEx,397693960759,05-MAY-2023,
4373,1,02-MAY-2023,FedEx,397776620264,03-MAY-2023,
4374,7,26-APR-2023,FedEx,397514165148,01-MAY-2023,
4376,1,02-MAY-2023,FedEx,397741070268,04-MAY-2023,
4377,2,02-MAY-2023,FedEx,397742196315,05-MAY-2023,
4378,1,01-MAY-2023,FedEx,397692471686,08-MAY-2023,
4380,2,02-MAY-2023,FedEx,397741488216,04-MAY-2023,
4381,4,01-MAY-2023,FedEx,397719512966,04-MAY-2023,
4383,7,26-APR-2023,FedEx,397545049490,01-MAY-2023,
4390,5,02-MAY-2023,FedEx,397748894629,03-MAY-2023,
4394,3,02-MAY-2023,FedEx,397791995065,08-MAY-2023,
4395,3,28-APR-2023,FedEx,397639232855,04-MAY-2023,
4403,2,28-APR-2023,FedEx,397645243663,04-MAY-2023,
4405,2,01-MAY-2023,FedEx,397722191517,04-MAY-2023,
4407,5,02-MAY-2023,FedEx,397750807218,04-MAY-2023,
4410,1,02-MAY-2023,FedEx,397792975780,08-MAY-2023,
4415,3,28-APR-2023,FedEx,397636384797,03-MAY-2023,
4416,5,28-APR-2023,FedEx,397609109120,01-MAY-2023,
4417,6,27-APR-2023,FedEx,397559707011,01-MAY-2023,
