Market,Region,Store,BU,Final Tier,Details
52,5,467,SOUTWEST BU,Tier 2 - GM Pause,
47,44,468,SOUTWEST BU,Tier 2 - GM Pause,
66,13,469,SOUTWEST BU,Tier 2 - GM Pause,
78,6,470,SOUTWEST BU,Tier 1 - ISA On in Total Store,
49,5,471,SOUTWEST BU,Tier 2 - GM Pause,
356,44,472,SOUTWEST BU,Tier 1 - ISA On in Total Store,
85,6,473,SOUTWEST BU,Tier 1 - ISA On in Total Store,
83,5,475,SOUTWEST BU,Tier 2 - GM Pause,
81,5,476,SOUTWEST BU,Tier 2 - GM Pause,
119,2,477,SOUTHEAST BU,Tier 2 - GM Pause,
77,6,478,SOUTWEST BU,Tier 1 - ISA On in Total Store,
349,44,479,SOUTWEST BU,Tier 2 - GM Pause,
275,25,480,NORTH BU,Tier 1 - ISA On in Total Store,
273,25,481,NORTH BU,Tier 1 - ISA On in Total Store,
61,6,482,SOUTWEST BU,Tier 1 - ISA On in Total Store,
8,14,483,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
411,47,484,WEST BU,Tier 2 - GM Pause,
129,13,485,SOUTWEST BU,Tier 2 - GM Pause,
362,40,486,NORTH BU,Tier 2 - GM Pause,
97,3,488,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
128,13,489,SOUTWEST BU,Tier 2 - GM Pause,
78,6,490,SOUTWEST BU,Tier 1 - ISA On in Total Store,
253,41,491,NORTH BU,Tier 1 - ISA On in Total Store,
273,25,492,NORTH BU,Tier 1 - ISA On in Total Store,
260,41,493,NORTH BU,Tier 1 - ISA On in Total Store,
16,3,494,SOUTHEAST BU,Tier 2 - GM Pause,
138,14,495,SOUTHEAST BU,Tier 2 - GM Pause,
242,41,497,NORTH BU,Tier 2 - GM Pause,
134,13,498,SOUTWEST BU,Tier 2 - GM Pause,
344,44,499,SOUTWEST BU,Tier 2 - GM Pause,
505,46,500,SOUTWEST BU,Tier 2 - GM Pause,
141,13,501,SOUTWEST BU,Tier 2 - GM Pause,
129,13,502,SOUTWEST BU,Tier 1 - ISA On in Total Store,
84,6,503,SOUTWEST BU,Tier 2 - GM Pause,
61,6,504,SOUTWEST BU,Tier 2 - GM Pause,
134,13,505,SOUTWEST BU,Tier 2 - GM Pause,
273,25,506,NORTH BU,Tier 1 - ISA On in Total Store,
260,41,507,NORTH BU,Tier 2 - GM Pause,
506,6,508,SOUTWEST BU,Tier 2 - GM Pause,
21,2,510,SOUTHEAST BU,Tier 2 - GM Pause,
38,4,511,EAST BU,Tier 2 - GM Pause,
505,46,512,SOUTWEST BU,Tier 2 - GM Pause,
73,46,513,SOUTWEST BU,Tier 2 - GM Pause,
39,2,514,SOUTHEAST BU,Tier 2 - GM Pause,
18,2,515,SOUTHEAST BU,Tier 2 - GM Pause,
45,5,516,SOUTWEST BU,Tier 2 - GM Pause,
353,44,517,SOUTWEST BU,Tier 1 - ISA On in Total Store,
26,2,518,SOUTHEAST BU,Tier 2 - GM Pause,
260,41,519,NORTH BU,Tier 3 - Total Store ISA Pause,
25,2,520,SOUTHEAST BU,Tier 2 - GM Pause,
66,13,521,SOUTWEST BU,Tier 1 - ISA On in Total Store,
60,6,522,SOUTWEST BU,Tier 2 - GM Pause,
46,5,523,SOUTWEST BU,Tier 2 - GM Pause,
84,6,524,SOUTWEST BU,Tier 2 - GM Pause,
549,72,525,NHM BU,Tier 1 - ISA On in Total Store,
242,41,526,NORTH BU,Tier 2 - GM Pause,
61,6,527,SOUTWEST BU,Tier 1 - ISA On in Total Store,
115,9,528,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
61,6,529,SOUTWEST BU,Tier 2 - GM Pause,
327,42,530,SOUTHEAST BU,Tier 2 - GM Pause,
132,13,531,SOUTWEST BU,Tier 2 - GM Pause,
130,13,532,SOUTWEST BU,Tier 2 - GM Pause,
132,13,533,SOUTWEST BU,Tier 2 - GM Pause,
74,5,535,SOUTWEST BU,Tier 2 - GM Pause,
74,5,536,SOUTWEST BU,Tier 2 - GM Pause,
73,46,537,SOUTWEST BU,Tier 2 - GM Pause,
93,3,538,SOUTHEAST BU,Tier 2 - GM Pause,
134,13,539,SOUTWEST BU,Tier 1 - ISA On in Total Store,
129,13,540,SOUTWEST BU,Tier 1 - ISA On in Total Store,
128,13,541,SOUTWEST BU,Tier 1 - ISA On in Total Store,
129,13,542,SOUTWEST BU,Tier 1 - ISA On in Total Store,
132,13,543,SOUTWEST BU,Tier 2 - GM Pause,
353,44,544,SOUTWEST BU,Tier 2 - GM Pause,
258,41,545,NORTH BU,Tier 1 - ISA On in Total Store,
62,6,546,SOUTWEST BU,Tier 2 - GM Pause,
114,9,547,SOUTHEAST BU,Tier 2 - GM Pause,
25,2,548,SOUTHEAST BU,Tier 2 - GM Pause,
71,46,549,SOUTWEST BU,Tier 2 - GM Pause,
273,25,550,NORTH BU,Tier 1 - ISA On in Total Store,
93,3,551,SOUTHEAST BU,Tier 2 - GM Pause,
258,41,552,NORTH BU,Tier 1 - ISA On in Total Store,
125,13,553,SOUTWEST BU,Tier 1 - ISA On in Total Store,
88,46,554,SOUTWEST BU,Tier 2 - GM Pause,
32,3,555,SOUTHEAST BU,Tier 2 - GM Pause,
28,3,556,SOUTHEAST BU,Tier 2 - GM Pause,
407,47,557,WEST BU,Tier 2 - GM Pause,
407,47,558,WEST BU,Tier 1 - ISA On in Total Store,
418,52,559,WEST BU,Tier 1 - ISA On in Total Store,
360,40,560,NORTH BU,Tier 2 - GM Pause,
76,5,561,SOUTWEST BU,Tier 1 - ISA On in Total Store,
2,14,562,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
94,3,563,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
344,44,564,SOUTWEST BU,Tier 2 - GM Pause,
55,5,565,SOUTWEST BU,Tier 2 - GM Pause,
580,25,566,NORTH BU,Tier 1 - ISA On in Total Store,
85,6,567,SOUTWEST BU,Tier 1 - ISA On in Total Store,
152,41,568,NORTH BU,Tier 2 - GM Pause,
257,41,569,NORTH BU,Tier 1 - ISA On in Total Store,
260,41,571,NORTH BU,Tier 2 - GM Pause,
46,5,572,SOUTWEST BU,Tier 2 - GM Pause,
361,40,573,NORTH BU,Tier 1 - ISA On in Total Store,
37,4,574,EAST BU,Tier 1 - ISA On in Total Store,
24,2,575,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
345,44,576,SOUTWEST BU,Tier 1 - ISA On in Total Store,
362,40,577,NORTH BU,Tier 2 - GM Pause,
123,2,578,SOUTHEAST BU,Tier 2 - GM Pause,
94,3,579,SOUTHEAST BU,Tier 2 - GM Pause,
116,9,580,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
414,52,581,WEST BU,Tier 1 - ISA On in Total Store,
94,3,582,SOUTHEAST BU,Tier 2 - GM Pause,
121,2,583,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
260,41,584,NORTH BU,Tier 2 - GM Pause,
42,4,585,EAST BU,Tier 2 - GM Pause,
37,4,586,EAST BU,Tier 1 - ISA On in Total Store,
152,41,587,NORTH BU,Tier 2 - GM Pause,
27,3,588,SOUTHEAST BU,Tier 2 - GM Pause,
256,41,589,NORTH BU,Tier 1 - ISA On in Total Store,
48,5,590,SOUTWEST BU,Tier 2 - GM Pause,
259,41,591,NORTH BU,Tier 1 - ISA On in Total Store,
406,47,592,WEST BU,Tier 2 - GM Pause,
28,3,593,SOUTHEAST BU,Tier 2 - GM Pause,
22,2,594,SOUTHEAST BU,Tier 2 - GM Pause,
569,6,595,SOUTWEST BU,Tier 2 - GM Pause,
271,25,596,NORTH BU,Tier 1 - ISA On in Total Store,
429,47,598,WEST BU,Tier 2 - GM Pause,
124,4,599,EAST BU,Tier 2 - GM Pause,
70,46,600,SOUTWEST BU,Tier 2 - GM Pause,
74,5,601,SOUTWEST BU,Tier 2 - GM Pause,
68,6,602,SOUTWEST BU,Tier 1 - ISA On in Total Store,
278,25,603,NORTH BU,Tier 1 - ISA On in Total Store,
7,14,604,SOUTHEAST BU,Tier 2 - GM Pause,
29,4,605,EAST BU,Tier 2 - GM Pause,
29,4,606,EAST BU,Tier 1 - ISA On in Total Store,
349,44,607,SOUTWEST BU,Tier 2 - GM Pause,
73,46,608,SOUTWEST BU,Tier 2 - GM Pause,
275,25,609,NORTH BU,Tier 1 - ISA On in Total Store,
76,5,610,SOUTWEST BU,Tier 2 - GM Pause,
387,46,611,SOUTWEST BU,Tier 2 - GM Pause,
273,25,612,NORTH BU,Tier 1 - ISA On in Total Store,
94,3,613,SOUTHEAST BU,Tier 2 - GM Pause,
16,3,614,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
26,2,615,SOUTHEAST BU,Tier 2 - GM Pause,
38,4,616,EAST BU,Tier 2 - GM Pause,
580,25,617,NORTH BU,Tier 1 - ISA On in Total Store,
26,2,618,SOUTHEAST BU,Tier 2 - GM Pause,
119,2,619,SOUTHEAST BU,Tier 2 - GM Pause,
124,4,620,EAST BU,Tier 2 - GM Pause,
37,4,621,EAST BU,Tier 1 - ISA On in Total Store,
344,44,622,SOUTWEST BU,Tier 2 - GM Pause,
118,9,623,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
39,2,624,SOUTHEAST BU,Tier 2 - GM Pause,
37,4,625,EAST BU,Tier 1 - ISA On in Total Store,
73,46,626,SOUTWEST BU,Tier 2 - GM Pause,
38,4,627,EAST BU,Tier 2 - GM Pause,
36,4,628,EAST BU,Tier 2 - GM Pause,
42,4,629,EAST BU,Tier 2 - GM Pause,
38,4,630,EAST BU,Tier 2 - GM Pause,
35,2,631,SOUTHEAST BU,Tier 2 - GM Pause,
36,4,632,EAST BU,Tier 2 - GM Pause,
279,25,633,NORTH BU,Tier 1 - ISA On in Total Store,
38,4,634,EAST BU,Tier 2 - GM Pause,
29,4,635,EAST BU,Tier 2 - GM Pause,
279,25,636,NORTH BU,Tier 1 - ISA On in Total Store,
429,47,637,WEST BU,Tier 1 - ISA On in Total Store,
42,4,638,EAST BU,Tier 2 - GM Pause,
28,3,639,SOUTHEAST BU,Tier 2 - GM Pause,
35,2,640,SOUTHEAST BU,Tier 2 - GM Pause,
35,2,641,SOUTHEAST BU,Tier 2 - GM Pause,
38,4,642,EAST BU,Tier 2 - GM Pause,
37,4,643,EAST BU,Tier 1 - ISA On in Total Store,
39,2,644,SOUTHEAST BU,Tier 2 - GM Pause,
433,47,645,WEST BU,Tier 2 - GM Pause,
415,52,646,WEST BU,Tier 1 - ISA On in Total Store,
414,52,647,WEST BU,Tier 1 - ISA On in Total Store,
339,40,648,NORTH BU,Tier 1 - ISA On in Total Store,
92,9,649,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
66,13,651,SOUTWEST BU,Tier 2 - GM Pause,
406,47,652,WEST BU,Tier 2 - GM Pause,
253,41,653,NORTH BU,Tier 1 - ISA On in Total Store,
253,41,655,NORTH BU,Tier 1 - ISA On in Total Store,
151,12,656,SOUTHEAST BU,Tier 2 - GM Pause,
152,41,657,NORTH BU,Tier 2 - GM Pause,
120,2,658,SOUTHEAST BU,Tier 2 - GM Pause,
153,12,659,SOUTHEAST BU,Tier 2 - GM Pause,
137,12,660,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
137,12,661,SOUTHEAST BU,Tier 2 - GM Pause,
137,12,662,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
119,2,663,SOUTHEAST BU,Tier 2 - GM Pause,
406,47,664,WEST BU,Tier 2 - GM Pause,
257,41,665,NORTH BU,Tier 2 - GM Pause,
115,9,666,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
151,12,667,SOUTHEAST BU,Tier 2 - GM Pause,
152,41,668,NORTH BU,Tier 2 - GM Pause,
120,2,669,SOUTHEAST BU,Tier 2 - GM Pause,
2,14,670,SOUTHEAST BU,Tier 2 - GM Pause,
152,41,671,NORTH BU,Tier 2 - GM Pause,
122,2,672,SOUTHEAST BU,Tier 2 - GM Pause,
149,12,673,SOUTHEAST BU,Tier 2 - GM Pause,
152,41,674,NORTH BU,Tier 2 - GM Pause,
146,41,675,NORTH BU,Tier 1 - ISA On in Total Store,
121,2,676,SOUTHEAST BU,Tier 2 - GM Pause,
146,41,677,NORTH BU,Tier 1 - ISA On in Total Store,
123,2,678,SOUTHEAST BU,Tier 2 - GM Pause,
123,2,680,SOUTHEAST BU,Tier 2 - GM Pause,
3,14,681,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
151,12,682,SOUTHEAST BU,Tier 2 - GM Pause,
147,12,683,SOUTHEAST BU,Tier 2 - GM Pause,
147,12,684,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
123,2,685,SOUTHEAST BU,Tier 2 - GM Pause,
28,3,686,SOUTHEAST BU,Tier 2 - GM Pause,
121,2,687,SOUTHEAST BU,Tier 2 - GM Pause,
153,12,688,SOUTHEAST BU,Tier 2 - GM Pause,
257,41,689,NORTH BU,Tier 2 - GM Pause,
124,4,690,EAST BU,Tier 2 - GM Pause,
3,14,691,SOUTHEAST BU,Tier 2 - GM Pause,
260,41,692,NORTH BU,Tier 2 - GM Pause,
259,41,693,NORTH BU,Tier 1 - ISA On in Total Store,
254,41,694,NORTH BU,Tier 1 - ISA On in Total Store,
149,12,695,SOUTHEAST BU,Tier 2 - GM Pause,
258,41,696,NORTH BU,Tier 1 - ISA On in Total Store,
93,3,697,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
119,2,698,SOUTHEAST BU,Tier 2 - GM Pause,
136,12,699,SOUTHEAST BU,Tier 2 - GM Pause,
8,14,700,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
254,41,701,NORTH BU,Tier 1 - ISA On in Total Store,
259,41,702,NORTH BU,Tier 2 - GM Pause,
67,6,703,SOUTWEST BU,Tier 1 - ISA On in Total Store,
89,9,705,SOUTHEAST BU,Tier 2 - GM Pause,
114,9,706,SOUTHEAST BU,Tier 2 - GM Pause,
136,12,707,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
140,13,708,SOUTWEST BU,Tier 1 - ISA On in Total Store,
256,41,709,NORTH BU,Tier 1 - ISA On in Total Store,
153,12,710,SOUTHEAST BU,Tier 2 - GM Pause,
257,41,711,NORTH BU,Tier 2 - GM Pause,
5,12,712,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
114,9,713,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
327,42,714,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
11,14,715,SOUTHEAST BU,Tier 2 - GM Pause,
136,12,716,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
114,9,718,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
257,41,719,NORTH BU,Tier 2 - GM Pause,
260,41,720,NORTH BU,Tier 2 - GM Pause,
118,9,721,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
22,2,722,SOUTHEAST BU,Tier 2 - GM Pause,
7,14,723,SOUTHEAST BU,Tier 2 - GM Pause,
123,2,724,SOUTHEAST BU,Tier 2 - GM Pause,
114,9,725,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
10,14,726,SOUTHEAST BU,Tier 2 - GM Pause,
22,2,727,SOUTHEAST BU,Tier 2 - GM Pause,
29,4,728,EAST BU,Tier 2 - GM Pause,
256,41,729,NORTH BU,Tier 1 - ISA On in Total Store,
10,14,730,SOUTHEAST BU,Tier 2 - GM Pause,
11,14,731,SOUTHEAST BU,Tier 2 - GM Pause,
10,14,733,SOUTHEAST BU,Tier 2 - GM Pause,
7,14,734,SOUTHEAST BU,Tier 2 - GM Pause,
151,12,735,SOUTHEAST BU,Tier 2 - GM Pause,
253,41,736,NORTH BU,Tier 1 - ISA On in Total Store,
151,12,737,SOUTHEAST BU,Tier 2 - GM Pause,
147,12,738,SOUTHEAST BU,Tier 2 - GM Pause,
258,41,739,NORTH BU,Tier 1 - ISA On in Total Store,
7,14,740,SOUTHEAST BU,Tier 2 - GM Pause,
121,2,741,SOUTHEAST BU,Tier 2 - GM Pause,
124,4,742,EAST BU,Tier 2 - GM Pause,
353,44,743,SOUTWEST BU,Tier 2 - GM Pause,
59,6,744,SOUTWEST BU,Tier 1 - ISA On in Total Store,
19,2,745,SOUTHEAST BU,Tier 2 - GM Pause,
76,5,746,SOUTWEST BU,Tier 2 - GM Pause,
341,25,747,NORTH BU,Tier 1 - ISA On in Total Store,
414,52,748,WEST BU,Tier 1 - ISA On in Total Store,
414,52,749,WEST BU,Tier 1 - ISA On in Total Store,
415,52,750,WEST BU,Tier 1 - ISA On in Total Store,
413,52,751,WEST BU,Tier 1 - ISA On in Total Store,
63,6,752,SOUTWEST BU,Tier 2 - GM Pause,
415,52,753,WEST BU,Tier 1 - ISA On in Total Store,
30,3,754,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
70,46,755,SOUTWEST BU,Tier 2 - GM Pause,
120,2,756,SOUTHEAST BU,Tier 2 - GM Pause,
77,6,757,SOUTWEST BU,Tier 1 - ISA On in Total Store,
32,3,758,SOUTHEAST BU,Tier 2 - GM Pause,
116,9,759,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
256,41,760,NORTH BU,Tier 1 - ISA On in Total Store,
129,13,761,SOUTWEST BU,Tier 2 - GM Pause,
2,14,762,SOUTHEAST BU,Tier 2 - GM Pause,
11,14,764,SOUTHEAST BU,Tier 2 - GM Pause,
87,6,765,SOUTWEST BU,Tier 1 - ISA On in Total Store,
137,12,766,SOUTHEAST BU,Tier 2 - GM Pause,
101,3,767,SOUTHEAST BU,Tier 2 - GM Pause,
65,6,768,SOUTWEST BU,Tier 1 - ISA On in Total Store,
115,9,769,SOUTHEAST BU,Tier 2 - GM Pause,
406,47,770,WEST BU,Tier 1 - ISA On in Total Store,
92,9,771,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
64,6,772,SOUTWEST BU,Tier 1 - ISA On in Total Store,
134,13,773,SOUTWEST BU,Tier 2 - GM Pause,
433,47,774,WEST BU,Tier 2 - GM Pause,
279,25,775,NORTH BU,Tier 1 - ISA On in Total Store,
432,47,776,WEST BU,Tier 2 - GM Pause,
66,13,777,SOUTWEST BU,Tier 2 - GM Pause,
118,9,778,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
114,9,779,SOUTHEAST BU,Tier 2 - GM Pause,
25,2,780,SOUTHEAST BU,Tier 2 - GM Pause,
81,5,781,SOUTWEST BU,Tier 2 - GM Pause,
88,46,782,SOUTWEST BU,Tier 1 - ISA On in Total Store,
359,40,783,NORTH BU,Tier 2 - GM Pause,
418,52,784,WEST BU,Tier 1 - ISA On in Total Store,
141,13,785,SOUTWEST BU,Tier 2 - GM Pause,
264,25,786,NORTH BU,Tier 2 - GM Pause,
22,2,787,SOUTHEAST BU,Tier 2 - GM Pause,
328,42,788,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
583,5,789,SOUTWEST BU,Tier 2 - GM Pause,
429,47,790,WEST BU,Tier 1 - ISA On in Total Store,
78,6,791,SOUTWEST BU,Tier 1 - ISA On in Total Store,
279,25,792,NORTH BU,Tier 1 - ISA On in Total Store,
70,46,793,SOUTWEST BU,Tier 2 - GM Pause,
409,44,794,SOUTWEST BU,Tier 2 - GM Pause,
39,2,795,SOUTHEAST BU,Tier 2 - GM Pause,
279,25,796,NORTH BU,Tier 1 - ISA On in Total Store,
418,52,797,WEST BU,Tier 1 - ISA On in Total Store,
273,25,798,NORTH BU,Tier 1 - ISA On in Total Store,
406,47,799,WEST BU,Tier 2 - GM Pause,
89,9,800,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
360,40,801,NORTH BU,Tier 2 - GM Pause,
263,53,802,NORTH BU,Tier 1 - ISA On in Total Store,
128,13,803,SOUTWEST BU,Tier 1 - ISA On in Total Store,
48,5,804,SOUTWEST BU,Tier 2 - GM Pause,
340,40,805,NORTH BU,Tier 2 - GM Pause,
387,46,806,SOUTWEST BU,Tier 2 - GM Pause,
50,5,807,SOUTWEST BU,Tier 2 - GM Pause,
61,6,808,SOUTWEST BU,Tier 1 - ISA On in Total Store,
10,14,809,SOUTHEAST BU,Tier 2 - GM Pause,
426,52,810,WEST BU,Tier 1 - ISA On in Total Store,
118,9,811,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
70,46,812,SOUTWEST BU,Tier 2 - GM Pause,
81,5,813,SOUTWEST BU,Tier 1 - ISA On in Total Store,
107,9,814,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
336,40,815,NORTH BU,Tier 1 - ISA On in Total Store,
141,13,816,SOUTWEST BU,Tier 2 - GM Pause,
90,9,817,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
15,14,818,SOUTHEAST BU,Tier 2 - GM Pause,
105,9,819,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
359,40,820,NORTH BU,Tier 1 - ISA On in Total Store,
71,46,821,SOUTWEST BU,Tier 2 - GM Pause,
70,46,822,SOUTWEST BU,Tier 2 - GM Pause,
345,44,823,SOUTWEST BU,Tier 1 - ISA On in Total Store,
385,46,824,SOUTWEST BU,Tier 2 - GM Pause,
257,41,825,NORTH BU,Tier 1 - ISA On in Total Store,
375,46,826,SOUTWEST BU,Tier 2 - GM Pause,
45,5,827,SOUTWEST BU,Tier 2 - GM Pause,
251,25,828,NORTH BU,Tier 1 - ISA On in Total Store,
385,46,829,SOUTWEST BU,Tier 2 - GM Pause,
279,25,830,NORTH BU,Tier 1 - ISA On in Total Store,
385,46,831,SOUTWEST BU,Tier 2 - GM Pause,
271,25,833,NORTH BU,Tier 1 - ISA On in Total Store,
360,40,834,NORTH BU,Tier 2 - GM Pause,
385,46,835,SOUTWEST BU,Tier 2 - GM Pause,
28,3,836,SOUTHEAST BU,Tier 2 - GM Pause,
333,40,837,NORTH BU,Tier 1 - ISA On in Total Store,
345,44,838,SOUTWEST BU,Tier 1 - ISA On in Total Store,
130,13,839,SOUTWEST BU,Tier 2 - GM Pause,
554,59,840,NHM BU,Tier 1 - ISA On in Total Store,
415,52,841,WEST BU,Tier 1 - ISA On in Total Store,
389,47,842,WEST BU,Tier 1 - ISA On in Total Store,
27,3,843,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
262,25,844,NORTH BU,Tier 2 - GM Pause,
357,40,845,NORTH BU,Tier 1 - ISA On in Total Store,
85,6,846,SOUTWEST BU,Tier 1 - ISA On in Total Store,
441,53,847,NORTH BU,Tier 1 - ISA On in Total Store,
144,12,848,SOUTHEAST BU,Tier 2 - GM Pause,
59,6,849,SOUTWEST BU,Tier 2 - GM Pause,
385,46,850,SOUTWEST BU,Tier 2 - GM Pause,
387,46,851,SOUTWEST BU,Tier 2 - GM Pause,
262,25,852,NORTH BU,Tier 3 - Total Store ISA Pause,
1,14,853,SOUTHEAST BU,Tier 2 - GM Pause,
246,21,854,NORTH BU,Tier 2 - GM Pause,
22,2,855,SOUTHEAST BU,Tier 2 - GM Pause,
22,2,856,SOUTHEAST BU,Tier 2 - GM Pause,
94,3,857,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
97,3,858,SOUTHEAST BU,Tier 2 - GM Pause,
116,9,859,SOUTHEAST BU,Tier 2 - GM Pause,
94,3,860,SOUTHEAST BU,Tier 2 - GM Pause,
71,46,861,SOUTWEST BU,Tier 2 - GM Pause,
28,3,862,SOUTHEAST BU,Tier 2 - GM Pause,
10,14,863,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
28,3,864,SOUTHEAST BU,Tier 2 - GM Pause,
87,6,865,SOUTWEST BU,Tier 1 - ISA On in Total Store,
1,14,866,SOUTHEAST BU,Tier 2 - GM Pause,
429,47,867,WEST BU,Tier 1 - ISA On in Total Store,
387,46,868,SOUTWEST BU,Tier 2 - GM Pause,
375,46,869,SOUTWEST BU,Tier 2 - GM Pause,
580,25,870,NORTH BU,Tier 1 - ISA On in Total Store,
333,40,871,NORTH BU,Tier 1 - ISA On in Total Store,
62,6,872,SOUTWEST BU,Tier 2 - GM Pause,
375,46,873,SOUTWEST BU,Tier 1 - ISA On in Total Store,
141,13,874,SOUTWEST BU,Tier 1 - ISA On in Total Store,
140,13,875,SOUTWEST BU,Tier 2 - GM Pause,
127,42,876,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
309,26,877,EAST BU,Tier 2 - GM Pause,
24,2,878,SOUTHEAST BU,Tier 2 - GM Pause,
152,41,879,NORTH BU,Tier 2 - GM Pause,
50,5,880,SOUTWEST BU,Tier 2 - GM Pause,
41,4,881,EAST BU,Tier 1 - ISA On in Total Store,
425,53,882,NORTH BU,Tier 2 - GM Pause,
249,25,884,NORTH BU,Tier 2 - GM Pause,
433,47,885,WEST BU,Tier 1 - ISA On in Total Store,
426,52,886,WEST BU,Tier 1 - ISA On in Total Store,
141,13,887,SOUTWEST BU,Tier 2 - GM Pause,
334,42,888,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
27,3,889,SOUTHEAST BU,Tier 2 - GM Pause,
91,9,890,SOUTHEAST BU,Tier 2 - GM Pause,
279,25,891,NORTH BU,Tier 1 - ISA On in Total Store,
414,52,892,WEST BU,Tier 2 - GM Pause,
349,44,893,SOUTWEST BU,Tier 2 - GM Pause,
356,44,894,SOUTWEST BU,Tier 2 - GM Pause,
336,40,895,NORTH BU,Tier 1 - ISA On in Total Store,
49,5,896,SOUTWEST BU,Tier 1 - ISA On in Total Store,
73,46,897,SOUTWEST BU,Tier 2 - GM Pause,
73,46,898,SOUTWEST BU,Tier 2 - GM Pause,
27,3,899,SOUTHEAST BU,Tier 2 - GM Pause,
70,46,900,SOUTWEST BU,Tier 2 - GM Pause,
77,6,901,SOUTWEST BU,Tier 1 - ISA On in Total Store,
251,25,902,NORTH BU,Tier 2 - GM Pause,
140,13,903,SOUTWEST BU,Tier 2 - GM Pause,
1,14,904,SOUTHEAST BU,Tier 2 - GM Pause,
379,47,905,WEST BU,Tier 2 - GM Pause,
384,46,906,SOUTWEST BU,Tier 2 - GM Pause,
32,3,907,SOUTHEAST BU,Tier 2 - GM Pause,
90,9,908,SOUTHEAST BU,Tier 2 - GM Pause,
125,13,909,SOUTWEST BU,Tier 1 - ISA On in Total Store,
442,53,910,NORTH BU,Tier 2 - GM Pause,
128,13,911,SOUTWEST BU,Tier 2 - GM Pause,
125,13,912,SOUTWEST BU,Tier 1 - ISA On in Total Store,
425,53,913,NORTH BU,Tier 2 - GM Pause,
322,42,914,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
62,6,915,SOUTWEST BU,Tier 2 - GM Pause,
141,13,916,SOUTWEST BU,Tier 3 - Total Store ISA Pause,
81,5,917,SOUTWEST BU,Tier 2 - GM Pause,
46,5,918,SOUTWEST BU,Tier 2 - GM Pause,
15,14,919,SOUTHEAST BU,Tier 2 - GM Pause,
554,59,920,NHM BU,Tier 1 - ISA On in Total Store,
388,54,921,WEST BU,Tier 1 - ISA On in Total Store,
243,25,922,NORTH BU,Tier 1 - ISA On in Total Store,
482,25,923,NORTH BU,Tier 3 - Total Store ISA Pause,
378,54,924,WEST BU,Tier 1 - ISA On in Total Store,
114,9,925,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
71,46,927,SOUTWEST BU,Tier 2 - GM Pause,
98,3,928,SOUTHEAST BU,Tier 2 - GM Pause,
107,9,929,SOUTHEAST BU,Tier 2 - GM Pause,
8,14,930,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
92,9,931,SOUTHEAST BU,Tier 1 - ISA On in Total Store,
16,3,932,SOUTHEAST BU,Tier 3 - Total Store ISA Pause,
263,53,933,NORTH BU,Tier 1 - ISA On in Total Store,
1,14,934,SOUTHEAST BU,Tier 2 - GM Pause,
130,13,935,SOUTWEST BU,Tier 2 - GM Pause,
273,25,936,NORTH BU,Tier 1 - ISA On in Total Store,
26,2,937,SOUTHEAST BU,Tier 2 - GM Pause,
