Store,Invoice Date,Store Invoice Period,Invoice #,Machine,Total,OOS Billing Category,Area of Machine,Memo
453,01/03/2022,March 2022,545774,7000 - BCR2,$940.67,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1443,01/03/2022,March 2022,545775,8000 - BCR2,$380.45,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3806,01/03/2022,March 2022,545776,8000 - BCR2,$429.27,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
6931,01/03/2022,March 2022,545777,8000 - BCR2,$628.13,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
182,01/04/2022,March 2022,545808,8000 - BCR2,$321.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
2780,01/04/2022,March 2022,545809,8000 - BCR2,$394.53,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#cassettes"">IMPROPER HANDLING - CASSETTES</a>",BNR,
543,01/04/2022,March 2022,545811,8000 - BCR2,$370.92,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
1927,01/04/2022,March 2022,545813,8000 - BCR2,$717.89,IMPROPER HANDLING - SHUTTER,BNR,
1596,01/04/2022,March 2022,545814,8000 - BCR2,$650.09,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
411,01/04/2022,March 2022,545815,8000 - BCR2,"$1,225.91","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
5341,01/04/2022,March 2022,545816,DUAL - 7000 - BCR2,$459.69,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
1959,01/04/2022,March 2022,545817,8000 - BCR2,$380.78,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1424,01/04/2022,March 2022,545818,8000 - BCR2,$447.53,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
5479,01/04/2022,March 2022,545820,8000 - BCR2,$516.46,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1196,01/04/2022,March 2022,545821,8000,$465.16,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#failed"">CUSTOMER FAILED TO CANCEL CALL</a>",OTHER,
719,01/04/2022,March 2022,545823,8000 - BCR2,$645.24,IMPROPER HANDLING - SHUTTER,BNR,
2113,01/04/2022,March 2022,545826,8000 - BCR2,$420.52,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
2477,01/04/2022,March 2022,545828,8000 - BCR2,$483.72,IMPROPER HANDLING - SHUTTER,BNR,
354,01/04/2022,March 2022,545829,DUAL - 7000 - BCR2,$562.32,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1082,01/04/2022,March 2022,545830,8000 - BCR2,$322.50,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
5142,01/04/2022,March 2022,545833,8000 - BCR2,$453.16,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#declined"">SITE DECLINED TROUBLESHOOTING</a>",OTHER,
445,01/04/2022,March 2022,545834,8000 - BCR2,$683.19,IMPROPER HANDLING - SHUTTER,BNR,
5046,01/04/2022,March 2022,545835,8000 - BCR2,$554.97,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
1024,01/04/2022,March 2022,545838,8000 - BCR2,$378.51,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
2574,01/04/2022,March 2022,545839,8000 - BCR2,$318.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
5414,01/04/2022,March 2022,545841,8000 - BCR2,$453.16,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#failed"">CUSTOMER FAILED TO CANCEL CALL</a>",OTHER,
1203,01/04/2022,March 2022,545842,8000 - BCR2,$589.31,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
1035,01/04/2022,March 2022,545843,8000 - BCR2,$690.02,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
2322,01/04/2022,March 2022,545847,8000 - BCR2,$466.44,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
5396,01/04/2022,March 2022,545848,8000 - BCR2,$765.03,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
3061,01/04/2022,March 2022,545849,DUAL - 7000 - BCR2,$447.21,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#declined"">SITE DECLINED TROUBLESHOOTING</a>",OTHER,
204,01/04/2022,March 2022,545850,DUAL - 7000 - BCR2,$450.50,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
5326,01/04/2022,March 2022,545851,8000 - BCR2,"$1,054.25",IMPROPER HANDLING - SHUTTER,BNR,
3061,01/04/2022,March 2022,545853,DUAL - 7000 - BCR2,"$2,868.42","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
4055,01/04/2022,March 2022,545858,8000 - BCR2,$568.05,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
5795,01/04/2022,March 2022,545859,8000 - BCR2,"$1,032.93","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
3209,01/04/2022,March 2022,545860,8000 - BCR2,$384.47,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1324,01/04/2022,March 2022,545872,8000 - BCR2,$517.95,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3568,01/04/2022,March 2022,545873,8000 - BCR2,"$2,923.61","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
1901,01/04/2022,March 2022,545874,8000 - BCR2,$425.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
2276,01/04/2022,March 2022,545877,8000 - BCR2,$507.51,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
2311,01/04/2022,March 2022,545878,8000 - BCR2,"$1,077.95","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
6898,01/04/2022,March 2022,545883,8000,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
2665,01/04/2022,March 2022,545884,8000 - BCR2,$469.13,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1115,01/04/2022,March 2022,545885,8000 - BCR2,$519.37,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
4138,01/04/2022,March 2022,545886,7000 - BCR2,$454.76,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
7032,01/04/2022,March 2022,545887,8000 - BCR2,$807.50,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1502,01/04/2022,March 2022,545888,8000 - BCR2,$454.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
2688,01/04/2022,March 2022,545889,8000 - BCR2,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
653,01/04/2022,March 2022,545890,8000 - BCR2,$373.18,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
50,01/04/2022,March 2022,545891,8000 - BCR2,"$1,103.14","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
2118,01/04/2022,March 2022,545892,8000 - BCR2,$997.30,IMPROPER HANDLING - SHUTTER,BNR,
85,01/04/2022,March 2022,545893,8000 - BCR2,"$2,844.82","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
453,01/04/2022,March 2022,545894,7000 - BCR2,$349.10,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
2422,01/04/2022,March 2022,545896,8000 - BCR2,$519.88,IMPROPER HANDLING - SHUTTER,BNR,
1554,01/04/2022,March 2022,545897,8000,"$1,026.45","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2406,01/04/2022,March 2022,545900,7000,"$1,383.82",FOREIGN OBJECT - COIN,BNR,
936,01/04/2022,March 2022,545901,8000 - BCR2,$318.75,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
3833,01/04/2022,March 2022,545903,8000,$644.00,IMPROPER HANDLING - SHUTTER,BNR,
2726,01/04/2022,March 2022,545906,8000 - BCR2,$557.19,IMPROPER HANDLING - SHUTTER,BNR,
396,01/04/2022,March 2022,545907,8000 - BCR2,$511.15,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
1901,01/04/2022,March 2022,545911,8000 - BCR2,$761.78,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
256,01/04/2022,March 2022,545912,8000 - BCR2,"$1,217.31","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BNR,
4232,01/04/2022,March 2022,545914,8000 - BCR2,$461.56,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
3778,01/05/2022,March 2022,545972,8000 - BCR2,"$1,810.59",IMPROPER HANDLING - SHUTTER,BNR,
1554,01/05/2022,March 2022,545973,8000,$590.66,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3614,01/05/2022,March 2022,545974,7000,$839.62,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
1530,01/05/2022,March 2022,545975,8000 - BCR2,"$1,064.02","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
811,01/05/2022,March 2022,545976,8000 - BCR2,$640.60,IMPROPER HANDLING - SHUTTER,BNR,
40,01/05/2022,March 2022,545977,8000 - BCR2,$458.90,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#refused"">REFUSED ACCESS TO DEVICE</a>",OTHER,
470,01/05/2022,March 2022,545978,8000 - BCR2,$516.46,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
2820,01/05/2022,March 2022,545979,8000 - BCR2,$519.32,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5305,01/05/2022,March 2022,545980,8000,"$1,059.34","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
5960,01/05/2022,March 2022,545982,7000,$425.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2532,01/05/2022,March 2022,545983,8000 - BCR2,$448.38,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#maintenance"">MAINTENANCE & CLEANING</a>",BNR,
4201,01/05/2022,March 2022,545984,8000 - BCR2,"$1,042.23","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
2835,01/05/2022,March 2022,545985,7000,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
5146,01/05/2022,March 2022,545986,8000 - BCR2,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#failed"">CUSTOMER FAILED TO CANCEL CALL</a>",OTHER,
3401,01/05/2022,March 2022,545987,8000 - BCR2,$465.04,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
1909,01/05/2022,March 2022,545988,8000,$826.44,IMPROPER HANDLING - SHUTTER,BNR,
3743,01/05/2022,March 2022,545989,7000,"$1,839.53",FOREIGN OBJECT - COIN,BNR,
1960,01/05/2022,March 2022,545990,8000 - BCR2,$456.88,IMPROPER HANDLING - SHUTTER,BNR,
2886,01/05/2022,March 2022,545991,8000 - BCR2,$716.04,IMPROPER HANDLING - SHUTTER,BNR,
2399,01/05/2022,March 2022,545992,8000,$644.88,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
2705,01/05/2022,March 2022,545993,8000 - BCR2,"$2,889.55","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#foreign"">FOREIGN OBJECT - OTHER</a>",BCR,
4381,01/05/2022,March 2022,545994,8000 - BCR2,$626.68,IMPROPER HANDLING - SHUTTER,BNR,
901,01/05/2022,March 2022,545995,8000 - BCR2,$460.06,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#failed"">CUSTOMER FAILED TO CANCEL CALL</a>",OTHER,
568,01/05/2022,March 2022,545997,8000 - BCR2,$520.56,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
1841,01/05/2022,March 2022,545998,8000 - BCR2,"$1,032.94","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
452,01/05/2022,March 2022,545999,8000 - BCR2,"$2,509.79",IMPROPER HANDLING - SHUTTER,BNR,
4335,01/05/2022,March 2022,546000,DUAL - 7000 - BCR2,$441.58,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
523,01/05/2022,March 2022,546001,8000 - BCR2,"$3,353.77","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
945,01/05/2022,March 2022,546002,8000 - BCR2,"$1,100.23",IMPROPER HANDLING - SHUTTER,BNR,
2839,01/05/2022,March 2022,546003,7000,"$1,472.45","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3201,01/05/2022,March 2022,546004,8000 - BCR2,$549.98,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
4332,01/05/2022,March 2022,546005,8000 - BCR2,$636.35,IMPROPER HANDLING - SHUTTER,BNR,
548,01/05/2022,March 2022,546007,8000 - BCR2,$377.79,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
313,01/05/2022,March 2022,546008,8000 - BCR2,$425.48,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
3425,01/05/2022,March 2022,546011,8000,"$2,815.56","<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#coin"">IMPROPER HANDLING - COIN SORTER</a>",BCR,
1762,01/05/2022,March 2022,546013,8000 - BCR2,$636.68,IMPROPER HANDLING - SHUTTER,BNR,
720,01/05/2022,March 2022,546014,8000 - BCR2,$574.41,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2697,01/05/2022,March 2022,546015,8000 - BCR2,"$1,112.43",IMPROPER HANDLING - SHUTTER,BNR,
2804,01/05/2022,March 2022,546016,8000,$461.66,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
1556,01/05/2022,March 2022,546017,8000 - BCR2,$699.04,IMPROPER HANDLING - SHUTTER,BNR,
3449,01/05/2022,March 2022,546018,7000,$467.68,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
89,01/05/2022,March 2022,546019,8000 - BCR2,$681.81,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#gas"">IMPROPER HANDLING - GAS SPRING</a>",OTHER,
3162,01/05/2022,March 2022,546020,7000,"$1,510.49",FOREIGN OBJECT - COIN,BNR,
4215,01/05/2022,March 2022,546021,8000 - BCR2,$381.15,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5175,01/05/2022,March 2022,546022,8000 - BCR2,$385.65,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
625,01/05/2022,March 2022,546023,8000 - BCR2,$318.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#non"">NON DEVICE RELATED ISSUES</a>",OTHER,
2133,01/05/2022,March 2022,546024,8000 - BCR2,$381.15,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5899,01/05/2022,March 2022,546025,8000 - BCR2,$882.43,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#touch"">IMPROPER HANDLING - TOUCH SCREEN</a>",OTHER,
2404,01/05/2022,March 2022,546026,8000 - BCR2,$324.75,IMPROPER HANDLING - SHUTTER,BNR,
1683,01/05/2022,March 2022,546028,8000 - BCR2,"$1,009.61",IMPROPER HANDLING - SHUTTER,BNR,
785,01/05/2022,March 2022,546030,8000 - BCR2,$540.52,IMPROPER HANDLING - SHUTTER,BNR,
1987,01/05/2022,March 2022,546029,8000 - BCR2,$377.78,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
5352,01/05/2022,March 2022,546031,DUAL - 7000 - BCR2,$405.37,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
862,01/05/2022,March 2022,546033,8000 - BCR2,$591.28,IMPROPER HANDLING - SHUTTER,BNR,
1896,01/05/2022,March 2022,546034,DUAL - 7000 - BCR2,$320.91,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#hopper"">IMPROPER HANDLING - HOPPERS</a>",BCR,
3430,01/05/2022,March 2022,546035,8000 - BCR2,$388.83,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",BNR,
2128,01/05/2022,March 2022,546036,8000 - BCR2,$407.50,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
746,01/05/2022,March 2022,546037,8000 - BCR2,$508.47,IMPROPER HANDLING - SHUTTER,BNR,
1909,01/05/2022,March 2022,546038,8000,$324.00,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#declined"">SITE DECLINED TROUBLESHOOTING</a>",OTHER,
4335,01/06/2022,March 2022,546334,DUAL - 7000 - BCR2,$319.50,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#vault"">IMPROPER HANDLING - VAULT</a>",OTHER,
372,01/06/2022,March 2022,546340,8000 - BCR2,$333.14,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
6828,01/06/2022,March 2022,546342,7000,$594.13,"<a href=""https://one.walmart.com/content/uswire/en_us/work1/operations/frontend/cash-management/cash-recycler/out-of-scope-charges-lookup.html#other"">IMPROPER HANDLING - OTHER</a>",OTHER,
