ZIP       ,DEALER ID,SITE NAME,LOCNO,BW,ADDRESS,CITY,STATE,MOBILE PAY STATUS
60130,4820247,7-ELEVEN 26063,322996,"SEI FUEL SERVICES, IN",7749 W ROOSEVELT         ,FOREST PARK,IL,Participating – Online
60030,4820254,7-ELEVEN 33131,322997,"SEI FUEL SERVICES, IN",92 W. BELVIDERE ROAD     ,HAINESVILLE,IL,Participating – Online
60142,4820262,7-ELEVEN 33079,322998,"SEI FUEL SERVICES, IN",12400 PRINCETON DR.      ,HUNTLEY,IL,Participating – Online
60143,4820270,7-ELEVEN 33346,323000,"SEI FUEL SERVICES, IN",950 N. ROHLWING ROAD     ,ITASCA,IL,Participating – Online
60525,4820288,7-ELEVEN 32927,323001,"SEI FUEL SERVICES, IN",9600 E OGDEN AVENUE      ,LA GRANGE,IL,Participating – Online
60803,4820296,7-ELEVEN 23364,323002,"SEI FUEL SERVICES, IN",11459 S KEDZIE AVE       ,MERRIONETTE PARK,IL,Participating – Online
60067,4820312,7-ELEVEN 30135,323004,"SEI FUEL SERVICES, IN",799 W. NORTHWEST HWY.    ,PALATINE,IL,Participating – Online
60546,4820320,7-ELEVEN 32655,323005,"SEI FUEL SERVICES, IN",2600 S HARLEM AVE        ,RIVERSIDE,IL,Participating – Online
60177,4820338,7-ELEVEN 32821,323006,"SEI FUEL SERVICES, IN",1230 W. SPRING STREET    ,SOUTH ELGIN,IL,Participating – Online
60181,4822979,7-ELEVEN 30138,323576,"SEI FUEL SERVICES, IN",17 W 619 ROOSEVELT RD    ,OAK BROOK TERRACE,IL,Participating – Online
60187,4825378,7-ELEVEN 30137,324128,"SEI FUEL SERVICES, IN",625 W ROOSEVELT          ,WHEATON,IL,Participating – Online
60618,4833976,7-ELEVEN 38484,326948,"SEI FUEL SERVICES, IN",3159 N. CLYBOURN AVE     ,CHICAGO,IL,Participating – Online
60646,4833984,7-ELEVEN 38544,326949,"SEI FUEL SERVICES, IN",6367 N. MILWAUKEE AVE    ,CHICAGO,IL,Participating – Online
60402,4834115,7-ELEVEN 38580,326996,"SEI FUEL SERVICES, IN",7148 OGDEN AVE           ,BERWYN,IL,Participating – Online
60517,4834123,7-ELEVEN 38632,326998,"SEI FUEL SERVICES, IN",7500 JANES AVE           ,WOODRIDGE,IL,Participating – Online
60056,4834198,7-ELEVEN 38644,327008,"SEI FUEL SERVICES, IN",1650 W. ALGONQUIN RD     ,ARLINGTON HEIGHTS,IL,Participating – Online
60544,4834206,7-ELEVEN 38958,327009,"SEI FUEL SERVICES, IN",15809 IL-59              ,PLAINFIELD,IL,Participating – Online
60647,4834214,7-ELEVEN 38948,327010,"SEI FUEL SERVICES, IN",2366 N. DAMEN AVE        ,CHICAGO,IL,Participating – Online
60090,4834222,7-ELEVEN 38743,327012,"SEI FUEL SERVICES, IN",14 N. ELMHURST RD        ,WHEELING,IL,Participating – Online
60169,4834248,7-ELEVEN 38964,327018,"SEI FUEL SERVICES, IN",2270 W. HIGGINS RD       ,HOFFMAN ESTATES,IL,Participating – Online
60480,9989492,"SHAKTI STORES, INC",328231,"SEI FUEL SERVICES, IN",8700 ARCHER AVE          ,WILLOW SPRINGS,IL,Participating – Online
60085,9992892,FRIENDLY MART,328889,"SEI FUEL SERVICES, IN",2107 GRAND AVE           ,WAUKEGAN,IL,Non-participating – Offline (≥ 15 days)
60482,9993593,"AR OIL, INC",328978,"SEI FUEL SERVICES, IN",11458 S. HARLEM AVE      ,WORTH,IL,Participating – Online
08804,4795340,TA BLOOMSBURY #48,309967,TA OPERATING LLC     ,975 ROUTE 173            ,BLOOMSBURY,NJ,Participating – Online
82053,4792966,TA CHEYENNE #187,310611,TA OPERATING LLC     ,4000 I-80 SERVICE ROAD   ,BURNS,WY,Participating – Online
07832,4795357,TA COLUMBIA #6,310929,TA OPERATING LLC     ,2 SIMPSON ROAD           ,COLUMBIA,NJ,Participating – Online
99224,4774915,PETRO SPOKANE #339,314990,TA OPERATING LLC     ,10506 W AERO RD          ,SPOKANE,WA,Participating – Online
79118,4537908,TA AMARILLO #55,316857,TA OPERATING LLC     ,7000 E. INTERSTATE 40    ,AMARILLO,TX,Participating – Online
75241,4742458,TA DALLAS SOUTH # 150,317398,TA OPERATING LLC     ,7751 BONNIE VIEW RD      ,DALLAS,TX,Participating – Online
13165,4794558,PETRO WATERLOO #371,317756,TA OPERATING LLC     ,1255 ROUTE 414           ,WATERLOO,NY,Participating – Online
76645,4782751,PETRO CARL'S CORNER #340,317965,TA OPERATING LLC     ,101 CORNELIUS            ,HILLSBORO,TX,Participating – Online
58831,4808481,WILD BISON TRAVEL CENTER,320139,TA OPERATING LLC     ,14256 HIGHWAY 85 N       ,ALEXANDER,ND,Participating – Temporarily Offline (< 15 days)
08505,4816195,PETRO BORDENTOWN,321839,TA OPERATING LLC     ,402 RISING SQUARE ROAD   ,BORDENTOWN,NJ,Participating – Online
59044,4841524,TA LAUREL,328826,TA OPERATING LLC     ,11360 S FRONTAGE RD      ,LAUREL,MT,Participating – Online
21921,9763061,TA ELKTON #19,311639,TA OPERATING LLC     ,1400 ELKTON ROAD         ,ELKTON,MD,Participating – Online
70403,9636812,PETRO HAMMOND #310,314987,TA OPERATING LLC     ,2100 SW RAILROAD AVE     ,HAMMOND,LA,Participating – Online
65262,9635327,PETRO KINGDOM CIRY #318,314988,TA OPERATING LLC     ,3304 GOLD ROAD           ,KINGDOM CITY,MO,Participating – Online
93206,9767005,TA BUTTONWILLOW #160,318725,TA OPERATING LLC     ,27769 LAGOOD DRIVE       ,BUTTONWILLOW,CA,Participating – Online
60099,9767013,TA CHICAGO NORTH #30,318726,TA OPERATING LLC     ,16650 W. RUSSELL RD.     ,RUSSELL,IL,Participating – Online
32259,9890732,TA JACKSONVILLE SOUTH,320184,TA OPERATING LLC     ,1650 C.R. 210 WEST       ,JACKSONVILLE,FL,Participating – Online
14036,9956400,TA PEMBROKE,324692,TA OPERATING LLC     ,8420 ALLEGHANY RD        ,CORFU,NY,Participating – Online
65565,9618828,ON THE RUN #100,308852,"WALLIS OIL CO., INC. ",510 W MAIN ST            ,STEELVILLE,MO,Participating – Online
65401,9641770,ON THE RUN #120,308853,"WALLIS OIL CO., INC. ",1710 N BISHOP AVE        ,ROLLA,MO,Participating – Online
65559,9649948,ON THE RUN #140,308854,"WALLIS OIL CO., INC. ",101 HWY B                ,SAINT JAMES,MO,Participating – Online
65584,9674672,ON THE RUN #250,308858,"WALLIS OIL CO., INC. ",122 ST ROBERT BLVD       ,SAINT ROBERT,MO,Participating – Online
63028,9677402,ON THE RUN #300,308859,"WALLIS OIL CO., INC. ",620 S TRUMAN BLVD        ,FESTUS,MO,Participating – Online
63070,9677352,ON THE RUN #325,308860,"WALLIS OIL CO., INC. ",1632 HWY Z               ,PEVELY,MO,Participating – Online
65453,9963240,ON THE RUN #40,308861,"WALLIS OIL CO., INC. ",102 TRUMAN DRIVE         ,CUBA,MO,Participating – Online
63069,9953241,#401 WALLIS,308862,"WALLIS OIL CO., INC. ",1815 W OSAGE ST          ,PACIFIC,MO,Participating – Online
63080,9984329,#402 WALLIS,308863,"WALLIS OIL CO., INC. ",771 NORTH SERVICE ROAD W ,SULLIVAN,MO,Participating – Online
65441,9963273,ON THE RUN #60,308864,"WALLIS OIL CO., INC. ",214 WEST PINE            ,BOURBON,MO,Participating – Online
63129,9677360,ARCH ENERGY #1681,309615,"WALLIS OIL CO., INC. ",4591 TELEGRAPH RD        ,SAINT LOUIS,MO,Participating – Online
65560,9742479,SALEM MART 1150,311333,"WALLIS OIL CO., INC. ",1103 S. MAIN STREET      ,SALEM,MO,Participating – Online
63077,9939083,ON THE RUN #345,312288,"WALLIS OIL CO., INC. ",1445 N MAIN ST # I-44    ,SAINT CLAIR,MO,Participating – Online
65535,9963281,LEASBURG STORE,313643,"WALLIS OIL CO., INC. ",6969 N SERVICE RD        ,LEASBURG,MO,Participating – Online
63084,9641366,MORE THAN CONVENIENCE MO,314356,"WALLIS OIL CO., INC. ",516 HWY 50 WEST          ,UNION,MO,Participating – Online
63130,9647918,STORE # 235,316509,"WALLIS OIL CO., INC. ",8001 PAGE AVE            ,SAINT LOUIS,MO,Participating – Online
63060,9999046,WAGMART'S MOBIL,317707,"WALLIS OIL CO., INC. ",3732 HWY 30              ,LONEDELL,MO,Participating – Online
65588,9768482,CUBE EXPRESS,319107,"WALLIS OIL CO., INC. ",710 C SOUTH HWY 19 NORTH ,WINONA,MO,Participating – Online
63601,9870338,LEADINGTON MART,319515,"WALLIS OIL CO., INC. ",1 CHAT ROAD              ,LEADINGTON,MO,Participating – Online
62298,9950585,ON THE RUN #519,324230,"WALLIS OIL CO., INC. ",1000 NORTH ROUTE #3      ,WATERLOO,IL,Participating – Online
60077,9747098,DEMPSTER / SKOKIE BLVD G,309373,CASEY'S MARKETING COM,4802 DEMPSTER ST         ,SKOKIE,IL,Participating – Online
60074,9747106,BUCKY'S STORE 419,309411,CASEY'S MARKETING COM,1228 DUNDEE RD           ,PALATINE,IL,Participating – Online
60016,9747262,WOLF & CENTRAL MART,309570,CASEY'S MARKETING COM,710 N WOLF RD            ,DES PLAINES,IL,Participating – Online
60018,9747114,ANDY'S ROSEMONT SERVICE,309588,CASEY'S MARKETING COM,9401 W HIGGINS RD        ,ROSEMONT,IL,Participating – Online
60103,9747577,BUCKY'S STORE 515,309763,CASEY'S MARKETING COM,900 S IL 59              ,BARTLETT,IL,Participating – Online
60004,9747296,BUCKY'S STORE 403,310187,CASEY'S MARKETING COM,3005 E RAND RD           ,ARLINGTON HEIGHTS,IL,Participating – Online
60646,9747056,BUCKY'S STORE 413,310193,CASEY'S MARKETING COM,6401 N CICERO AVE        ,LINCOLNWOOD,IL,Participating – Online
60148,9746991,BUCKY'S STORE 527,310194,CASEY'S MARKETING COM,2150 S HIGHLAND AVE      ,LOMBARD,IL,Participating – Online
60018,9747288,BUCKY'S STORE 409,310200,CASEY'S MARKETING COM,800 W OAKTON ST          ,DES PLAINES,IL,Participating – Online
60040,9747312,BUCKY'S STORE 432,310203,CASEY'S MARKETING COM,1000 SHERIDAN RD         ,HIGHWOOD,IL,Non-participating – Offline HBD Card Not Updated
60195,9747346,BUCKY'S STORE 411,310206,CASEY'S MARKETING COM,1700 W ALGONQUIN RD      ,HOFFMAN ESTATES,IL,Participating – Online
60148,9747486,LOMBARD GAS & MART,310208,CASEY'S MARKETING COM,435 W ROOSEVELT RD       ,LOMBARD,IL,Participating – Online
60016,9747361,BUCKY'S STORE 410,310210,CASEY'S MARKETING COM,9701 MILWAUKEE AVE       ,DES PLAINES,IL,Participating – Online
60008,9747379,EUCLID/HICKS MART,310211,CASEY'S MARKETING COM,2101 HICKS RD            ,ROLLING MEADOWS,IL,Participating – Online
60035,9747387,BUCKY'S STORE 431,310212,CASEY'S MARKETING COM,2580 SKOKIE VALLEY RD    ,HIGHLAND PARK,IL,Participating – Online
60156,9747411,BUCKY'S STORE 440,310213,CASEY'S MARKETING COM,101 PYOTT RD             ,LAKE IN THE HILLS,IL,Participating – Online
60517,9747551,STORE 543,310216,CASEY'S MARKETING COM,1940 75TH ST             ,WOODRIDGE,IL,Participating – Online
60540,9747627,BUCKY'S STORE 533,310219,CASEY'S MARKETING COM,1290 S STATE ROUTE 59    ,NAPERVILLE,IL,Participating – Online
60172,9747650,ROSELLE GAS & WASH,310220,CASEY'S MARKETING COM,799 E NERGE RD           ,ROSELLE,IL,Participating – Online
60540,9747668,BUCKY'S STORE 530,310221,CASEY'S MARKETING COM,1598 W OGDEN AVE         ,NAPERVILLE,IL,Participating – Online
60137,9747676,BUTTERFIELD MARKET & CAR,310222,CASEY'S MARKETING COM,22 W 070 BUTTERFIELD RD  ,GLEN ELLYN,IL,Participating – Online
60563,9747684,BUCKY'S STORE 531,310223,CASEY'S MARKETING COM,20 E OGDEN AVE           ,NAPERVILLE,IL,Participating – Online
60563,9747692,STORE 532,310224,CASEY'S MARKETING COM,1280 W OGDEN AVE         ,NAPERVILLE,IL,Participating – Online
60563,9747718,BUCKY'S STORE 534,310226,CASEY'S MARKETING COM,1420 E OGDEN AVE         ,NAPERVILLE,IL,Participating – Online
60143,9747726,ITASCA GAS & MART,310227,CASEY'S MARKETING COM,1150 W IRVING PARK RD    ,ITASCA,IL,Participating – Online
60194,9747734,BUCKY'S STORE 510,310228,CASEY'S MARKETING COM,1530 W SCHAUMBURG RD     ,SCHAUMBURG,IL,Participating – Online
60565,9747742,BUCKY'S STORE 535,310229,CASEY'S MARKETING COM,1576 S WASHINGTON ST     ,NAPERVILLE,IL,Participating – Online
60195,9747775,BUCKY'S STORE 505,310232,CASEY'S MARKETING COM,615 W HIGGINS RD         ,HOFFMAN ESTATES,IL,Participating – Online
60007,9747809,PATKO OIL INC,310234,CASEY'S MARKETING COM,8 E HIGGINS RD           ,ELK GROVE VILLAGE,IL,Participating – Online
60139,9747817,BUCKY'S STORE 522,310235,CASEY'S MARKETING COM,1202 BLOOMINGDALE RD     ,GLENDALE HEIGHTS,IL,Participating – Online
60126,9747825,BUCKY'S STORE 520,310236,CASEY'S MARKETING COM,1000 N YORK RD           ,ELMHURST,IL,Participating – Online
60516,9747833,BUCKY'S STORE 519,310237,CASEY'S MARKETING COM,2181 63RD ST             ,DOWNERS GROVE,IL,Participating – Online
60107,9747841,BUCKY'S STORE 511,310238,CASEY'S MARKETING COM,2 SUTTON RD              ,STREAMWOOD,IL,Non-participating – Offline HBD Card Not Updated
60077,9747429,MIDEWEST FOOD MART INC,310242,CASEY'S MARKETING COM,8401 SKOKIE BLVD         ,SKOKIE,IL,Participating – Online
60173,9747189,BUCKY'S STORE 423,311450,CASEY'S MARKETING COM,1601 E ALGONQUIN RD      ,SCHAUMBURG,IL,Participating – Online
60015,9747395,"EKTAA ENTERPRISES, INC",311597,CASEY'S MARKETING COM,650 WAUKEGAN RD          ,DEERFIELD,IL,Participating – Online
60018,9747197,RIVER OAK MART,312681,CASEY'S MARKETING COM,1602 S RIVER RD          ,DES PLAINES,IL,Participating – Online
60053,9747023,J & T PETROLEUM OIL INC.,312983,CASEY'S MARKETING COM,7971 GOLF ROAD           ,MORTON GROVE,IL,Participating – Online
60101,9747445,JAMES E KRAGE,313032,CASEY'S MARKETING COM,191 E LAKE ST            ,ADDISON,IL,Participating – Online
60564,9747601,BUCKY'S STORE 529,313147,CASEY'S MARKETING COM,1304 S NAPERVILLE        ,NAPERVILLE,IL,Participating – Online
60646,9747221,LINCOLN MOBIL,313533,CASEY'S MARKETING COM,6777 N LINCOLN AVE       ,LINCOLNWOOD,IL,Participating – Online
60044,9747163,LAKE GAS & OIL INC.,313577,CASEY'S MARKETING COM,2 N WAUKEGAN RD          ,LAKE BLUFF,IL,Participating – Online
60005,9747155,LUKOSE MATHEW,313836,CASEY'S MARKETING COM,1880 S ARLINGTON HEIGHTS ,ARLINGTON HEIGHTS,IL,Participating – Online
60062,9747072,MADISON PARK ENTERPRISES,313897,CASEY'S MARKETING COM,1999 WILLOW RD           ,NORTHBROOK,IL,Participating – Online
60194,9747569,BUCKY'S STORE 509,314000,CASEY'S MARKETING COM,780 E SCHAUMBURG RD      ,SCHAUMBURG,IL,Participating – Online
60062,9747239,MGSG INC,314150,CASEY'S MARKETING COM,3155 W DUNDEE RD         ,NORTHBROOK,IL,Participating – Online
60559,9747536,"PHB AND ASSOCIATE, INC.",315020,CASEY'S MARKETING COM,798 E OGDEN AVE          ,WESTMONT,IL,Participating – Online
60061,9747247,P.T.A GAS & WASH,315335,CASEY'S MARKETING COM,485 E TOWNLINE ROAD      ,VERNON HILLS,IL,Participating – Online
60656,9737412,NORRIDGE,315487,CASEY'S MARKETING COM,8339 W. LAWRENCE AVE     ,NORRIDGE,IL,Participating – Online
60108,9747007,LAKE & BLOOMINGDALE GAS.,316017,CASEY'S MARKETING COM,102 E LAKE ST            ,BLOOMINGDALE,IL,Participating – Online
60076,9747049,DEMPSTER / CRAWFORD MART,316549,CASEY'S MARKETING COM,4002 DEMPSTER ST         ,SKOKIE,IL,Participating – Online
60195,9747452,BUCKY'S STORE 504,316550,CASEY'S MARKETING COM,1 W GOLF RD              ,HOFFMAN ESTATES,IL,Participating – Online
60169,9747585,ROSELLE/BODE GAS & MART,316864,CASEY'S MARKETING COM,810 N ROSELLE RD         ,HOFFMAN ESTATES,IL,Participating – Online
60018,9747213,TOUHY RIVER INC.,317376,CASEY'S MARKETING COM,2380 S RIVER RD          ,DES PLAINES,IL,Participating – Online
60015,9747031,"UAYL STORES, INC. DBA RI",317469,CASEY'S MARKETING COM,2201 DEERFIELD RD        ,RIVERWOODS,IL,Participating – Online
60005,9747205,BUCKY'S STORE 402,317895,CASEY'S MARKETING COM,1712 W ALGONQUIN ROAD    ,ARLINGTON HEIGHTS,IL,Participating – Online
60527,9747510,"WILLOWBROOK, INC",317910,CASEY'S MARKETING COM,7675 KINGERY HWY         ,WILLOWBROOK,IL,Participating – Online
60714,9910985,DEMPSTER AND GREENWOOD M,321151,CASEY'S MARKETING COM,8575 W. DEMPSTER STREET  ,NILES,IL,Participating – Online
60646,9922345,PREMIER FOOD MART INC,321876,CASEY'S MARKETING COM,7169 N CRAWFORD AVENUE   ,LINCOLNWOOD,IL,Participating – Online
60048,9922972,MILWAUKEE RD & RT 137 GA,321965,CASEY'S MARKETING COM,1790 N MILWAUKEE AVE     ,LIBERTYVILLE,IL,Participating – Online
60559,9947409,DAAN & SON'S,323920,CASEY'S MARKETING COM,260 NORTH CASS AVE       ,WESTMONT,IL,Participating – Online
60106,9977158,BUCKY'S STORE 448,326743,CASEY'S MARKETING COM,1225 DEVON AVE           ,BENSENVILLE,IL,Participating – Online
60077,9754896,LAKHANI OIL COMPANY,313614,"GRAHAM ENTERPRISE, IN",5015 W TOUGHY AVE        ,SKOKIE,IL,Participating – Online
60181,9911439,OAKBROOK MART,321169,"GRAHAM ENTERPRISE, IN",1 EAST ROOSEVELT ROAD    ,OAKBROOK TERRACE,IL,Participating – Online
60050,9911637,MCHENRY MART,321170,"GRAHAM ENTERPRISE, IN",4416 W. ELM STREET       ,MCHENRY,IL,Participating – Online
60172,9922543,ROSELLE FOOD MART,321913,"GRAHAM ENTERPRISE, IN",1030 LAKE STREET         ,ROSELLE,IL,Participating – Temporarily Offline (< 15 days)
60060,9933938,DIAMOND LAKE MART,322655,"GRAHAM ENTERPRISE, IN",55 E. RT. 83             ,MUNDELEIN,IL,Participating – Online
60004,9933946,ARLINGTON MART,322656,"GRAHAM ENTERPRISE, IN",102 W. NORTHWEST HWY     ,ARLINGTON HEIGHTS,IL,Participating – Online
60131,9941758,"RPN PETRO, INC.",323439,"GRAHAM ENTERPRISE, IN",3201 N MANNHEIM RD       ,FRANKLIN PARK,IL,Participating – Online
60070,9972837,WOLF & PALATINE SERVICE,326505,"GRAHAM ENTERPRISE, IN",1201 SOUTH WOLF ROAD     ,PROSPECT HEIGHTS,IL,Participating – Online
60172,9990367,ROSELLE MART,328436,"GRAHAM ENTERPRISE, IN",38 IRVING PARK RD        ,ROSELLE,IL,Participating – Online
60630,4843645,5200 N CICERO AVE - CHIC,329387,"GRAHAM ENTERPRISE, IN",5200 N CICERO AVE        ,CHICAGO,IL,Participating – Online
60432,4845400,"334 COLLINS ST - JOLIET,",329632,"GRAHAM ENTERPRISE, IN",334 COLLINS ST           ,JOLIET,IL,Participating – Online
60621,4846630,MORGAN GAS INC.,329852,"GRAHAM ENTERPRISE, IN",5901 S MORGAN ST         ,CHICAGO,IL,Participating – Online
53704,9671389,ABERG AVE MART,309414,KELLEY WILLIAMSON CO ,2601 SHOPKO DR           ,MADISON,WI,Participating – Online
61107,9763764,ALPINE MART,309552,KELLEY WILLIAMSON CO ,321 N ALPINE RD          ,ROCKFORD,IL,Participating – Online
61101,9624909,AUBURN & DAY MOBIL,309669,KELLEY WILLIAMSON CO ,4432 AUBURN ST           ,ROCKFORD,IL,Participating – Online
53511,9994559,SHOPIERE GAS MART INC,309847,KELLEY WILLIAMSON CO ,1902 SHOPIERE RD         ,BELOIT,WI,Participating – Online
53511,9740655,RIVERSIDE GAS MART INC,309848,KELLEY WILLIAMSON CO ,2405 RIVERSIDE DRIVE     ,BELOIT,WI,Participating – Online
61008,9600867,BELVIDERE MOBIL,309853,KELLEY WILLIAMSON CO ,1741 PEARL ST            ,BELVIDERE,IL,Participating – Online
61108,9918673,BROADWAY MOBIL,310133,KELLEY WILLIAMSON CO ,2605 BROADWAY            ,ROCKFORD,IL,Participating – Online
61010,9918996,BRYON MOBIL,310181,KELLEY WILLIAMSON CO ,100 S UNION ST           ,BYRON,IL,Participating – Online
61108,9646811,BUCKLEY MOBIL,310192,KELLEY WILLIAMSON CO ,7250 E STATE ST          ,ROCKFORD,IL,Participating – Online
61013,9918970,CEDARVILLE MOBIL,310513,KELLEY WILLIAMSON CO ,10 S STEPHENSON          ,CEDARVILLE,IL,Participating – Online
53716,9741539,CG MART,310556,KELLEY WILLIAMSON CO ,605 COTTAGE GROVE RD     ,MADISON,WI,Participating – Online
61016,9629288,CHERRYVALE MOBIL,310597,KELLEY WILLIAMSON CO ,1736 S PERRYVILLE ROAD   ,CHERRY VALLEY,IL,Participating – Online
61008,9742149,"CK PETROLEUM, LLC",310808,KELLEY WILLIAMSON CO ,1901 NORTH STATE ST      ,BELVIDERE,IL,Participating – Online
53593,9630542,COLONIAL MART,310920,KELLEY WILLIAMSON CO ,101 E VERONA AVE         ,VERONA,WI,Participating – Online
60112,9652876,CORTLAND MOBIL,310999,KELLEY WILLIAMSON CO ,15 WEST LINCOLN HWY      ,CORTLAND,IL,Participating – Online
61021,9633801,DIXON MART,311324,KELLEY WILLIAMSON CO ,1300 N GALENA AVE        ,DIXON,IL,Participating – Online
53704,9682576,E WASH MOBIL,311461,KELLEY WILLIAMSON CO ,3859 E WASHINGTON AVE    ,MADISON,WI,Participating – Online
61107,9622945,EDGEBROOK MOBIL,311576,KELLEY WILLIAMSON CO ,1621 N ALPINE RD         ,ROCKFORD,IL,Participating – Online
53713,9630443,FISH HATCHERY,312031,KELLEY WILLIAMSON CO ,2956 FISH HATCHERY RD    ,MADISON,WI,Participating – Online
61111,9918483,FOREST HILLS MOBIL,312149,KELLEY WILLIAMSON CO ,5902 FOREST HILLS RD     ,LOVES PARK,IL,Participating – Online
61032,9660507,FREEPORT MOBIL,312197,KELLEY WILLIAMSON CO ,1730 SOUTH WEST AVE      ,FREEPORT,IL,Participating – Online
53719,9738402,GAMMON RD. MART,312263,KELLEY WILLIAMSON CO ,901 S. GAMMON RD         ,MADISON,WI,Participating – Online
60135,9918814,GENOA MOBIL,312328,KELLEY WILLIAMSON CO ,439 W MAIN ST            ,GENOA,IL,Participating – Online
61103,9998923,"GREEN MARKET, INC.",312460,KELLEY WILLIAMSON CO ,1320 N MAIN ST           ,ROCKFORD,IL,Participating – Online
61109,9631326,HARRISON AVE MART,312693,KELLEY WILLIAMSON CO ,2624 STOWMARKET AVE      ,ROCKFORD,IL,Participating – Online
61073,9605783,HONONEGAH MOBIL,312843,KELLEY WILLIAMSON CO ,5213 ELEVATOR ROAD       ,ROSCOE,IL,Participating – Online
60115,9742024,MJ UNITED,313008,KELLEY WILLIAMSON CO ,1740 E. LINCOLN HWY      ,DEKALB,IL,Participating – Online
61008,9740457,JUM GROUP APPLETON,313105,KELLEY WILLIAMSON CO ,171 S. APPLETON RD       ,BELVIDERE,IL,Participating – Online
53147,9736604,LAKE GENEVA EXPRESS,313578,KELLEY WILLIAMSON CO ,350 N EDWARDS BLVD       ,LAKE GENEVA,WI,Participating – Online
53551,9757089,"LAKE MILLS MART, INC.",313583,KELLEY WILLIAMSON CO ,219 S. MAIN ST           ,LAKE MILLS,WI,Participating – Online
61019,9742180,LAKE VIEW QUICK STOP,313590,KELLEY WILLIAMSON CO ,13965 BEST RD            ,DAVIS,IL,Participating – Online
61008,9642000,LOGAN AVENUE MART,313762,KELLEY WILLIAMSON CO ,1776 LOGAN AVE           ,BELVIDERE,IL,Participating – Online
61111,9741869,LOVES PARK MART,313809,KELLEY WILLIAMSON CO ,6224 N. SECOND ST        ,LOVES PARK,IL,Participating – Online
61108,9727561,LYFORD RD MOBIL,313845,KELLEY WILLIAMSON CO ,8061 E STATE ST          ,ROCKFORD,IL,Participating – Online
61108,9937418,MARKETSIDE MOBIL,314011,KELLEY WILLIAMSON CO ,5810 E STATE ST          ,ROCKFORD,IL,Participating – Online
53704,9630633,MARQUETTE MOBIL,314013,KELLEY WILLIAMSON CO ,3019 E WASHINGTON AVE    ,MADISON,WI,Participating – Online
53562,9728601,MIDDLETON MOBIL,314175,KELLEY WILLIAMSON CO ,8613 UNIVERSITY GREEN    ,MIDDLETON,WI,Participating – Online
60115,9627050,DE KALB MOBIL,314305,KELLEY WILLIAMSON CO ,2400 SYCAMORE RD         ,DEKALB,IL,Participating – Online
61054,9974155,MT MORRIS MOBIL,314375,KELLEY WILLIAMSON CO ,214 E HITT ST            ,MOUNT MORRIS,IL,Participating – Online
61053,9918772,MT CARROLL MOBIL,314421,KELLEY WILLIAMSON CO ,315 S CLAY ST            ,MOUNT CARROLL,IL,Participating – Online
61115,9678046,N 2ND ST MOBIL,314447,KELLEY WILLIAMSON CO ,8200 N 2ND ST            ,MACHESNEY PARK,IL,Participating – Online
61103,9918616,N MAIN ST MOBIL,314449,KELLEY WILLIAMSON CO ,3338 N MAIN ST           ,ROCKFORD,IL,Participating – Online
53717,9995747,OLD SAUK MART,314689,KELLEY WILLIAMSON CO ,633 JUNCTION ROAD        ,MADISON,WI,Participating – Online
61115,9641994,ORLANDO MART,314794,KELLEY WILLIAMSON CO ,9915 ORLANDO ST          ,MACHESNEY PARK,IL,Participating – Online
61063,9918756,PECATONICA MOBIL,314937,KELLEY WILLIAMSON CO ,102 E 9TH ST             ,PECATONICA,IL,Participating – Online
61114,9616897,PERRYVILLE MOBIL,314964,KELLEY WILLIAMSON CO ,3251 N PERRYVILLE RD     ,ROCKFORD,IL,Participating – Online
61065,9762964,"POPLAR GROVE PACEMAKER,",315147,KELLEY WILLIAMSON CO ,13517 IL RTE 76          ,POPLAR GROVE,IL,Participating – Online
61080,9733866,"PATE GAS MART, INC.",315317,KELLEY WILLIAMSON CO ,1401 PATE PLAZA          ,SOUTH BELOIT,IL,Participating – Online
61111,9623745,MAFH VENTURES,315530,KELLEY WILLIAMSON CO ,1030 E RIVERSIDE BLVD    ,LOVES PARK,IL,Participating – Online
61104,9622952,TRUST GAS CO,315561,KELLEY WILLIAMSON CO ,360 COLLEGE AVE          ,ROCKFORD,IL,Participating – Online
61072,9915919,ROCKTON MOBIL,315568,KELLEY WILLIAMSON CO ,111 N BLACKHAWK BLVD     ,ROCKTON,IL,Participating – Online
61073,9957820,ROSCOE MOBIL,315592,KELLEY WILLIAMSON CO ,9789 N 2ND ST            ,ROSCOE,IL,Participating – Online
61109,9609249,SANDY HOLLOW MOBIL,315768,KELLEY WILLIAMSON CO ,1621 SANDY HOLLOW RD     ,ROCKFORD,IL,Participating – Online
61071,9926247,FIRST AVE MART,315812,KELLEY WILLIAMSON CO ,1308 1ST AVE             ,ROCK FALLS,IL,Participating – Online
61102,9640608,SOUTH MAIN MART,316113,KELLEY WILLIAMSON CO ,550 SOUTHROCK DRIVE      ,ROCKFORD,IL,Participating – Online
53562,9733825,SPRINGFIELD KELLEY'S MAR,316322,KELLEY WILLIAMSON CO ,6859 COUNTY TRUCK HWY K  ,MIDDLETON,WI,Participating – Online
61081,9633793,STERLING MART,316420,KELLEY WILLIAMSON CO ,4002 E LINCOLN WAY       ,STERLING,IL,Participating – Online
53590,9630419,SUN PRAIRIE MOBIL,316565,KELLEY WILLIAMSON CO ,276 DAVISON DR           ,SUN PRAIRIE,WI,Participating – Online
