Region,Market,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
3,89,705,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,89,705,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,89,705,233,Tablets,,,4 feet,Moved tablets to the table
3,89,705,267,Tonies,,,4 feet,Repurposed tablet – footage
3,89,705,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
3,89,800,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,89,800,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,89,800,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,89,800,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
3,89,800,233,Tablets,,,4 feet,Moved tablets to the table
3,89,942,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,89,942,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,89,942,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,89,942,233,Tablets,,,4 feet,Moved tablets to the table
3,89,959,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,89,2695,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,89,2695,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,89,2695,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,89,2695,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,89,2695,233,Tablets,,,4 feet,Moved tablets to the table
3,89,2843,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,89,4262,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,89,4262,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,89,4262,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,89,4262,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,89,4262,233,Tablets,,,4 feet,Moved tablets to the table
3,89,5299,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,89,5299,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
3,89,5299,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,93,538,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,93,551,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,93,551,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,93,551,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
3,93,551,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,93,551,233,Tablets,,,4 feet,Moved tablets to the table
3,93,697,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,93,697,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,93,697,233,Tablets,,,4 feet,Moved tablets to the table
3,93,697,267,Tonies,,,4 feet,Repurposed tablet – footage
3,93,697,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
3,93,960,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,93,960,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,93,960,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,93,1081,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,93,1283,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,93,1297,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,93,1847,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,93,1847,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,93,1847,233,Tablets,,,4 feet,Moved tablets to the table
3,93,1847,267,Tonies,,,4 feet,Repurposed tablet – footage
3,93,1847,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
3,93,3877,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,93,3877,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,93,3877,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,93,3877,233,Tablets,,,4 feet,Moved tablets to the table
3,93,4368,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,93,5326,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,93,5326,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,93,5326,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,93,5326,233,Tablets,,,4 feet,Moved tablets to the table
3,94,563,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,563,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,94,563,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,94,563,233,Tablets,,,4 feet,Moved tablets to the table
3,94,579,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,94,579,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,579,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,94,579,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,94,579,233,Tablets,,,4 feet,Moved tablets to the table
3,94,582,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,582,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,94,582,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,94,582,233,Tablets,,,4 feet,Moved tablets to the table
3,94,613,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,94,613,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
3,94,857,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,857,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,94,857,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,94,857,233,Tablets,,,4 feet,Moved tablets to the table
3,94,860,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,860,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,94,860,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,94,860,233,Tablets,,,4 feet,Moved tablets to the table
3,94,1079,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,94,1079,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,94,1079,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,94,1182,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,94,1182,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,1182,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,94,1182,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,94,1182,233,Tablets,,,4 feet,Moved tablets to the table
3,94,1391,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,94,1391,104,Samsung Ecosystem,,,8 feet,Repurposed tablet – fixtures/footage
3,94,1391,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,94,1391,233,Tablets,,,8 feet,Moved tablets to the table
3,94,3207,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
3,94,3207,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,98,928,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
3,98,928,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,98,977,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,98,977,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
3,98,1172,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,98,1172,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,98,1172,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
3,98,1172,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
3,98,1172,233,Tablets,,,8 feet,Moved tablets to the table
3,98,1173,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,98,1173,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,98,1173,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,98,1173,233,Tablets,,,4 feet,Moved tablets to the table
3,98,1444,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,98,1444,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,98,1444,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,98,1444,233,Tablets,,,4 feet,Moved tablets to the table
3,98,3309,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,98,3702,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,98,3702,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,98,3702,233,Tablets,,,4 feet,Moved tablets to the table
3,98,3702,267,Tonies,,,4 feet,Repurposed tablet – footage
3,98,3702,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
3,98,4444,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,98,4444,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
3,98,4444,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,98,5037,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,98,5037,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
3,98,5037,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,98,5054,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,98,5054,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,98,5054,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,98,5054,233,Tablets,,,4 feet,Moved tablets to the table
3,101,767,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,101,767,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,101,767,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,101,767,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,101,767,233,Tablets,,,4 feet,Moved tablets to the table
3,101,1083,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,101,1083,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,101,1083,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,101,1083,233,Tablets,,,4 feet,Moved tablets to the table
3,101,1090,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,101,1090,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
3,101,1090,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,101,1205,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,101,1219,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,101,1219,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
3,101,1219,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,101,1219,233,Tablets,,,4 feet,Moved tablets to the table
3,101,1225,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,101,1225,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,101,1225,233,Tablets,,,4 feet,Moved tablets to the table
3,101,1225,267,Tonies,,,4 feet,Repurposed tablet – footage
3,101,1225,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
3,101,2626,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,101,2920,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,101,2920,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
3,101,2920,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,101,3308,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,101,3308,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,101,3308,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,101,3308,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,101,3308,233,Tablets,,,4 feet,Moved tablets to the table
3,101,6978,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,101,6978,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
3,104,967,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,104,967,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,967,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,104,967,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,104,967,233,Tablets,,,4 feet,Moved tablets to the table
3,104,988,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,104,988,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,988,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,104,988,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,104,988,233,Tablets,,,4 feet,Moved tablets to the table
3,104,994,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,104,994,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,994,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,104,994,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
3,104,994,233,Tablets,,,4 feet,Moved tablets to the table
3,104,1029,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,104,1085,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,104,1085,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,1085,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
3,104,1085,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,104,1085,233,Tablets,,,4 feet,Moved tablets to the table
3,104,1104,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,104,1104,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,1104,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,104,1104,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
3,104,1104,233,Tablets,,,4 feet,Moved tablets to the table
3,104,1213,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,104,1213,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,1213,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,104,1213,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,104,1213,233,Tablets,,,4 feet,Moved tablets to the table
3,104,3526,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,104,5266,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,104,5266,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,104,5266,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,104,5266,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,104,5266,233,Tablets,,,4 feet,Moved tablets to the table
3,104,5772,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
3,104,5772,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
3,104,5772,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,111,1390,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,111,1390,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,111,1390,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
3,111,1390,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,111,1390,233,Tablets,,,4 feet,Moved tablets to the table
3,111,1513,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,111,1536,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,111,1536,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
3,111,1712,100,Laptops,16 feet,36,20 feet,Increasing laptop footage
3,111,2081,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
3,111,2796,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
3,111,2796,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,111,2796,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
3,111,2796,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
3,111,2796,233,Tablets,,,4 feet,Moved tablets to the table
3,111,3372,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
3,111,4690,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
3,111,4690,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
3,111,5218,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
3,111,5218,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
