,,,
,,,
Store Nbr,UPC,Prime Item Desc,Inventory
1748,0506044252062,ELVIE STRIDE,3
1749,0506044252062,ELVIE STRIDE,2
1750,0506044252062,ELVIE STRIDE,3
1752,0506044252062,ELVIE STRIDE,4
1754,0506044252062,ELVIE STRIDE,3
1756,0506044252062,ELVIE STRIDE,0
1757,0506044252062,ELVIE STRIDE,4
1758,0506044252062,ELVIE STRIDE,2
1759,0506044252062,ELVIE STRIDE,2
1762,0506044252062,ELVIE STRIDE,2
1763,0506044252062,ELVIE STRIDE,2
1764,0506044252062,ELVIE STRIDE,3
1765,0506044252062,ELVIE STRIDE,2
1767,0506044252062,ELVIE STRIDE,2
1768,0506044252062,ELVIE STRIDE,3
1769,0506044252062,ELVIE STRIDE,3
1770,0506044252062,ELVIE STRIDE,3
1771,0506044252062,ELVIE STRIDE,3
1772,0506044252062,ELVIE STRIDE,8
1773,0506044252062,ELVIE STRIDE,2
1774,0506044252062,ELVIE STRIDE,5
1775,0506044252062,ELVIE STRIDE,2
1776,0506044252062,ELVIE STRIDE,3
1777,0506044252062,ELVIE STRIDE,2
1778,0506044252062,ELVIE STRIDE,2
1779,0506044252062,ELVIE STRIDE,2
1780,0506044252062,ELVIE STRIDE,2
1781,0506044252062,ELVIE STRIDE,2
1782,0506044252062,ELVIE STRIDE,4
1783,0506044252062,ELVIE STRIDE,2
1786,0506044252062,ELVIE STRIDE,2
1787,0506044252062,ELVIE STRIDE,5
1788,0506044252062,ELVIE STRIDE,2
1789,0506044252062,ELVIE STRIDE,5
1790,0506044252062,ELVIE STRIDE,2
1792,0506044252062,ELVIE STRIDE,2
1793,0506044252062,ELVIE STRIDE,2
1794,0506044252062,ELVIE STRIDE,2
1797,0506044252062,ELVIE STRIDE,2
1798,0506044252062,ELVIE STRIDE,2
1799,0506044252062,ELVIE STRIDE,3
1800,0506044252062,ELVIE STRIDE,2
1801,0506044252062,ELVIE STRIDE,1
1802,0506044252062,ELVIE STRIDE,3
1803,0506044252062,ELVIE STRIDE,4
1804,0506044252062,ELVIE STRIDE,2
1805,0506044252062,ELVIE STRIDE,2
1806,0506044252062,ELVIE STRIDE,2
1807,0506044252062,ELVIE STRIDE,2
1809,0506044252062,ELVIE STRIDE,3
1810,0506044252062,ELVIE STRIDE,2
1811,0506044252062,ELVIE STRIDE,2
1812,0506044252062,ELVIE STRIDE,4
1813,0506044252062,ELVIE STRIDE,4
1814,0506044252062,ELVIE STRIDE,2
1815,0506044252062,ELVIE STRIDE,2
1817,0506044252062,ELVIE STRIDE,5
1819,0506044252062,ELVIE STRIDE,4
1820,0506044252062,ELVIE STRIDE,0
1821,0506044252062,ELVIE STRIDE,2
1823,0506044252062,ELVIE STRIDE,2
1825,0506044252062,ELVIE STRIDE,3
1828,0506044252062,ELVIE STRIDE,2
1830,0506044252062,ELVIE STRIDE,2
1831,0506044252062,ELVIE STRIDE,3
1832,0506044252062,ELVIE STRIDE,0
1833,0506044252062,ELVIE STRIDE,2
1834,0506044252062,ELVIE STRIDE,2
1835,0506044252062,ELVIE STRIDE,1
1836,0506044252062,ELVIE STRIDE,2
1837,0506044252062,ELVIE STRIDE,2
1838,0506044252062,ELVIE STRIDE,3
1839,0506044252062,ELVIE STRIDE,2
1840,0506044252062,ELVIE STRIDE,4
1841,0506044252062,ELVIE STRIDE,2
1842,0506044252062,ELVIE STRIDE,1
1843,0506044252062,ELVIE STRIDE,4
1845,0506044252062,ELVIE STRIDE,1
1846,0506044252062,ELVIE STRIDE,2
1847,0506044252062,ELVIE STRIDE,2
1848,0506044252062,ELVIE STRIDE,2
1849,0506044252062,ELVIE STRIDE,2
1850,0506044252062,ELVIE STRIDE,2
1851,0506044252062,ELVIE STRIDE,0
1852,0506044252062,ELVIE STRIDE,0
1853,0506044252062,ELVIE STRIDE,1
1856,0506044252062,ELVIE STRIDE,3
1857,0506044252062,ELVIE STRIDE,5
1858,0506044252062,ELVIE STRIDE,2
1859,0506044252062,ELVIE STRIDE,5
1860,0506044252062,ELVIE STRIDE,2
1861,0506044252062,ELVIE STRIDE,3
1862,0506044252062,ELVIE STRIDE,3
1863,0506044252062,ELVIE STRIDE,1
1864,0506044252062,ELVIE STRIDE,2
1866,0506044252062,ELVIE STRIDE,2
1868,0506044252062,ELVIE STRIDE,0
1870,0506044252062,ELVIE STRIDE,2
1871,0506044252062,ELVIE STRIDE,3
1872,0506044252062,ELVIE STRIDE,2
1873,0506044252062,ELVIE STRIDE,1
1875,0506044252062,ELVIE STRIDE,2
1877,0506044252062,ELVIE STRIDE,3
1878,0506044252062,ELVIE STRIDE,3
1879,0506044252062,ELVIE STRIDE,2
1880,0506044252062,ELVIE STRIDE,2
1881,0506044252062,ELVIE STRIDE,2
1883,0506044252062,ELVIE STRIDE,0
1884,0506044252062,ELVIE STRIDE,3
1885,0506044252062,ELVIE STRIDE,2
1886,0506044252062,ELVIE STRIDE,2
1887,0506044252062,ELVIE STRIDE,4
1888,0506044252062,ELVIE STRIDE,4
1889,0506044252062,ELVIE STRIDE,2
1890,0506044252062,ELVIE STRIDE,3
1891,0506044252062,ELVIE STRIDE,4
1892,0506044252062,ELVIE STRIDE,3
1893,0506044252062,ELVIE STRIDE,1
1894,0506044252062,ELVIE STRIDE,3
1895,0506044252062,ELVIE STRIDE,2
1896,0506044252062,ELVIE STRIDE,2
1898,0506044252062,ELVIE STRIDE,1
1899,0506044252062,ELVIE STRIDE,0
1901,0506044252062,ELVIE STRIDE,3
1902,0506044252062,ELVIE STRIDE,2
1904,0506044252062,ELVIE STRIDE,3
1905,0506044252062,ELVIE STRIDE,2
1907,0506044252062,ELVIE STRIDE,2
1908,0506044252062,ELVIE STRIDE,6
1909,0506044252062,ELVIE STRIDE,3
1910,0506044252062,ELVIE STRIDE,7
1911,0506044252062,ELVIE STRIDE,2
1912,0506044252062,ELVIE STRIDE,2
1913,0506044252062,ELVIE STRIDE,3
1914,0506044252062,ELVIE STRIDE,2
1915,0506044252062,ELVIE STRIDE,3
1916,0506044252062,ELVIE STRIDE,2
1919,0506044252062,ELVIE STRIDE,2
1920,0506044252062,ELVIE STRIDE,2
1921,0506044252062,ELVIE STRIDE,2
1923,0506044252062,ELVIE STRIDE,0
1924,0506044252062,ELVIE STRIDE,3
1927,0506044252062,ELVIE STRIDE,2
1928,0506044252062,ELVIE STRIDE,1
1929,0506044252062,ELVIE STRIDE,2
1931,0506044252062,ELVIE STRIDE,4
1932,0506044252062,ELVIE STRIDE,2
1933,0506044252062,ELVIE STRIDE,2
1934,0506044252062,ELVIE STRIDE,2
1935,0506044252062,ELVIE STRIDE,1
1936,0506044252062,ELVIE STRIDE,2
1937,0506044252062,ELVIE STRIDE,8
1938,0506044252062,ELVIE STRIDE,1
1939,0506044252062,ELVIE STRIDE,3
1940,0506044252062,ELVIE STRIDE,3
1942,0506044252062,ELVIE STRIDE,2
1943,0506044252062,ELVIE STRIDE,2
1945,0506044252062,ELVIE STRIDE,2
1946,0506044252062,ELVIE STRIDE,2
1947,0506044252062,ELVIE STRIDE,2
1948,0506044252062,ELVIE STRIDE,2
1949,0506044252062,ELVIE STRIDE,3
1951,0506044252062,ELVIE STRIDE,2
1953,0506044252062,ELVIE STRIDE,2
1954,0506044252062,ELVIE STRIDE,2
1955,0506044252062,ELVIE STRIDE,2
1956,0506044252062,ELVIE STRIDE,5
1957,0506044252062,ELVIE STRIDE,2
1958,0506044252062,ELVIE STRIDE,2
1959,0506044252062,ELVIE STRIDE,2
1960,0506044252062,ELVIE STRIDE,2
1961,0506044252062,ELVIE STRIDE,2
1962,0506044252062,ELVIE STRIDE,2
1963,0506044252062,ELVIE STRIDE,2
1964,0506044252062,ELVIE STRIDE,2
1965,0506044252062,ELVIE STRIDE,3
1966,0506044252062,ELVIE STRIDE,1
1967,0506044252062,ELVIE STRIDE,5
1968,0506044252062,ELVIE STRIDE,2
1969,0506044252062,ELVIE STRIDE,0
1970,0506044252062,ELVIE STRIDE,2
1971,0506044252062,ELVIE STRIDE,3
1972,0506044252062,ELVIE STRIDE,2
1975,0506044252062,ELVIE STRIDE,2
1976,0506044252062,ELVIE STRIDE,2
1978,0506044252062,ELVIE STRIDE,3
1979,0506044252062,ELVIE STRIDE,2
1981,0506044252062,ELVIE STRIDE,2
1982,0506044252062,ELVIE STRIDE,2
1983,0506044252062,ELVIE STRIDE,3
1984,0506044252062,ELVIE STRIDE,3
1985,0506044252062,ELVIE STRIDE,1
1986,0506044252062,ELVIE STRIDE,1
1987,0506044252062,ELVIE STRIDE,3
1988,0506044252062,ELVIE STRIDE,1
1989,0506044252062,ELVIE STRIDE,3
1991,0506044252062,ELVIE STRIDE,2
1993,0506044252062,ELVIE STRIDE,4
1994,0506044252062,ELVIE STRIDE,2
1995,0506044252062,ELVIE STRIDE,2
1996,0506044252062,ELVIE STRIDE,3
1997,0506044252062,ELVIE STRIDE,2
1998,0506044252062,ELVIE STRIDE,0
1999,0506044252062,ELVIE STRIDE,3
2001,0506044252062,ELVIE STRIDE,2
2002,0506044252062,ELVIE STRIDE,2
2003,0506044252062,ELVIE STRIDE,3
2004,0506044252062,ELVIE STRIDE,3
2005,0506044252062,ELVIE STRIDE,3
2006,0506044252062,ELVIE STRIDE,3
2007,0506044252062,ELVIE STRIDE,2
2009,0506044252062,ELVIE STRIDE,4
2010,0506044252062,ELVIE STRIDE,2
2014,0506044252062,ELVIE STRIDE,3
2015,0506044252062,ELVIE STRIDE,0
2016,0506044252062,ELVIE STRIDE,3
2019,0506044252062,ELVIE STRIDE,2
2021,0506044252062,ELVIE STRIDE,4
2022,0506044252062,ELVIE STRIDE,2
2023,0506044252062,ELVIE STRIDE,2
2025,0506044252062,ELVIE STRIDE,0
2027,0506044252062,ELVIE STRIDE,5
2028,0506044252062,ELVIE STRIDE,0
2031,0506044252062,ELVIE STRIDE,2
2032,0506044252062,ELVIE STRIDE,4
2033,0506044252062,ELVIE STRIDE,2
2035,0506044252062,ELVIE STRIDE,3
2036,0506044252062,ELVIE STRIDE,0
2037,0506044252062,ELVIE STRIDE,2
2038,0506044252062,ELVIE STRIDE,2
2039,0506044252062,ELVIE STRIDE,1
2040,0506044252062,ELVIE STRIDE,2
2041,0506044252062,ELVIE STRIDE,1
2044,0506044252062,ELVIE STRIDE,1
2045,0506044252062,ELVIE STRIDE,0
2046,0506044252062,ELVIE STRIDE,3
2047,0506044252062,ELVIE STRIDE,2
2048,0506044252062,ELVIE STRIDE,3
2049,0506044252062,ELVIE STRIDE,3
2050,0506044252062,ELVIE STRIDE,4
2051,0506044252062,ELVIE STRIDE,4
2054,0506044252062,ELVIE STRIDE,3
2055,0506044252062,ELVIE STRIDE,0
2056,0506044252062,ELVIE STRIDE,2
2058,0506044252062,ELVIE STRIDE,2
2059,0506044252062,ELVIE STRIDE,2
2062,0506044252062,ELVIE STRIDE,4
2064,0506044252062,ELVIE STRIDE,4
2065,0506044252062,ELVIE STRIDE,5
2066,0506044252062,ELVIE STRIDE,2
2067,0506044252062,ELVIE STRIDE,3
2068,0506044252062,ELVIE STRIDE,3
2069,0506044252062,ELVIE STRIDE,2
2070,0506044252062,ELVIE STRIDE,3
2071,0506044252062,ELVIE STRIDE,4
2072,0506044252062,ELVIE STRIDE,3
2074,0506044252062,ELVIE STRIDE,4
2075,0506044252062,ELVIE STRIDE,5
2077,0506044252062,ELVIE STRIDE,2
2078,0506044252062,ELVIE STRIDE,2
2079,0506044252062,ELVIE STRIDE,2
2080,0506044252062,ELVIE STRIDE,4
2081,0506044252062,ELVIE STRIDE,2
2083,0506044252062,ELVIE STRIDE,2
2084,0506044252062,ELVIE STRIDE,2
2086,0506044252062,ELVIE STRIDE,0
2087,0506044252062,ELVIE STRIDE,2
2088,0506044252062,ELVIE STRIDE,3
2089,0506044252062,ELVIE STRIDE,4
2091,0506044252062,ELVIE STRIDE,1
2092,0506044252062,ELVIE STRIDE,2
2093,0506044252062,ELVIE STRIDE,2
2094,0506044252062,ELVIE STRIDE,2
2095,0506044252062,ELVIE STRIDE,4
2097,0506044252062,ELVIE STRIDE,0
2098,0506044252062,ELVIE STRIDE,2
2099,0506044252062,ELVIE STRIDE,4
2100,0506044252062,ELVIE STRIDE,3
2101,0506044252062,ELVIE STRIDE,2
2102,0506044252062,ELVIE STRIDE,2
2103,0506044252062,ELVIE STRIDE,3
2104,0506044252062,ELVIE STRIDE,1
2105,0506044252062,ELVIE STRIDE,2
2106,0506044252062,ELVIE STRIDE,5
2107,0506044252062,ELVIE STRIDE,3
2108,0506044252062,ELVIE STRIDE,2
2109,0506044252062,ELVIE STRIDE,2
2110,0506044252062,ELVIE STRIDE,2
2111,0506044252062,ELVIE STRIDE,0
2112,0506044252062,ELVIE STRIDE,2
2113,0506044252062,ELVIE STRIDE,4
2115,0506044252062,ELVIE STRIDE,2
2116,0506044252062,ELVIE STRIDE,2
2117,0506044252062,ELVIE STRIDE,4
2118,0506044252062,ELVIE STRIDE,2
2119,0506044252062,ELVIE STRIDE,1
2120,0506044252062,ELVIE STRIDE,2
2121,0506044252062,ELVIE STRIDE,2
2123,0506044252062,ELVIE STRIDE,4
2124,0506044252062,ELVIE STRIDE,4
2125,0506044252062,ELVIE STRIDE,3
2126,0506044252062,ELVIE STRIDE,5
2127,0506044252062,ELVIE STRIDE,2
2129,0506044252062,ELVIE STRIDE,2
2130,0506044252062,ELVIE STRIDE,2
2131,0506044252062,ELVIE STRIDE,2
2132,0506044252062,ELVIE STRIDE,1
2133,0506044252062,ELVIE STRIDE,2
2134,0506044252062,ELVIE STRIDE,2
2135,0506044252062,ELVIE STRIDE,2
2136,0506044252062,ELVIE STRIDE,6
2137,0506044252062,ELVIE STRIDE,3
2140,0506044252062,ELVIE STRIDE,2
2141,0506044252062,ELVIE STRIDE,2
2142,0506044252062,ELVIE STRIDE,3
2143,0506044252062,ELVIE STRIDE,2
2145,0506044252062,ELVIE STRIDE,1
2146,0506044252062,ELVIE STRIDE,3
2147,0506044252062,ELVIE STRIDE,2
2149,0506044252062,ELVIE STRIDE,2
2152,0506044252062,ELVIE STRIDE,3
2153,0506044252062,ELVIE STRIDE,2
2154,0506044252062,ELVIE STRIDE,2
2155,0506044252062,ELVIE STRIDE,2
2156,0506044252062,ELVIE STRIDE,2
2157,0506044252062,ELVIE STRIDE,2
2158,0506044252062,ELVIE STRIDE,4
2159,0506044252062,ELVIE STRIDE,3
2160,0506044252062,ELVIE STRIDE,2
2164,0506044252062,ELVIE STRIDE,3
2166,0506044252062,ELVIE STRIDE,3
2167,0506044252062,ELVIE STRIDE,2
2169,0506044252062,ELVIE STRIDE,4
2174,0506044252062,ELVIE STRIDE,2
2176,0506044252062,ELVIE STRIDE,2
2177,0506044252062,ELVIE STRIDE,4
2181,0506044252062,ELVIE STRIDE,0
2184,0506044252062,ELVIE STRIDE,2
2187,0506044252062,ELVIE STRIDE,2
2189,0506044252062,ELVIE STRIDE,3
2190,0506044252062,ELVIE STRIDE,2
2191,0506044252062,ELVIE STRIDE,1
2192,0506044252062,ELVIE STRIDE,2
2193,0506044252062,ELVIE STRIDE,2
2194,0506044252062,ELVIE STRIDE,4
2195,0506044252062,ELVIE STRIDE,3
2196,0506044252062,ELVIE STRIDE,2
2197,0506044252062,ELVIE STRIDE,2
2199,0506044252062,ELVIE STRIDE,2
2200,0506044252062,ELVIE STRIDE,3
2201,0506044252062,ELVIE STRIDE,4
2202,0506044252062,ELVIE STRIDE,2
2204,0506044252062,ELVIE STRIDE,3
2205,0506044252062,ELVIE STRIDE,2
2207,0506044252062,ELVIE STRIDE,0
2208,0506044252062,ELVIE STRIDE,2
2209,0506044252062,ELVIE STRIDE,2
2210,0506044252062,ELVIE STRIDE,2
2211,0506044252062,ELVIE STRIDE,2
2213,0506044252062,ELVIE STRIDE,1
2214,0506044252062,ELVIE STRIDE,3
2215,0506044252062,ELVIE STRIDE,1
2221,0506044252062,ELVIE STRIDE,2
2222,0506044252062,ELVIE STRIDE,2
2223,0506044252062,ELVIE STRIDE,2
2224,0506044252062,ELVIE STRIDE,2
2227,0506044252062,ELVIE STRIDE,4
2230,0506044252062,ELVIE STRIDE,3
2231,0506044252062,ELVIE STRIDE,3
2233,0506044252062,ELVIE STRIDE,2
2234,0506044252062,ELVIE STRIDE,2
2237,0506044252062,ELVIE STRIDE,3
2238,0506044252062,ELVIE STRIDE,3
2239,0506044252062,ELVIE STRIDE,2
2241,0506044252062,ELVIE STRIDE,2
2242,0506044252062,ELVIE STRIDE,3
2243,0506044252062,ELVIE STRIDE,2
2244,0506044252062,ELVIE STRIDE,2
2245,0506044252062,ELVIE STRIDE,2
2248,0506044252062,ELVIE STRIDE,2
2249,0506044252062,ELVIE STRIDE,6
2250,0506044252062,ELVIE STRIDE,2
2251,0506044252062,ELVIE STRIDE,2
2252,0506044252062,ELVIE STRIDE,4
2253,0506044252062,ELVIE STRIDE,2
2255,0506044252062,ELVIE STRIDE,1
2256,0506044252062,ELVIE STRIDE,3
2257,0506044252062,ELVIE STRIDE,2
2258,0506044252062,ELVIE STRIDE,1
2259,0506044252062,ELVIE STRIDE,1
2261,0506044252062,ELVIE STRIDE,2
2262,0506044252062,ELVIE STRIDE,2
2264,0506044252062,ELVIE STRIDE,2
2265,0506044252062,ELVIE STRIDE,2
2266,0506044252062,ELVIE STRIDE,3
2269,0506044252062,ELVIE STRIDE,3
2270,0506044252062,ELVIE STRIDE,2
2271,0506044252062,ELVIE STRIDE,9
2272,0506044252062,ELVIE STRIDE,2
2273,0506044252062,ELVIE STRIDE,2
2274,0506044252062,ELVIE STRIDE,3
2275,0506044252062,ELVIE STRIDE,2
2276,0506044252062,ELVIE STRIDE,4
2277,0506044252062,ELVIE STRIDE,2
2278,0506044252062,ELVIE STRIDE,1
2279,0506044252062,ELVIE STRIDE,2
2280,0506044252062,ELVIE STRIDE,2
2281,0506044252062,ELVIE STRIDE,3
2282,0506044252062,ELVIE STRIDE,5
2283,0506044252062,ELVIE STRIDE,4
2285,0506044252062,ELVIE STRIDE,1
2286,0506044252062,ELVIE STRIDE,0
2287,0506044252062,ELVIE STRIDE,4
2288,0506044252062,ELVIE STRIDE,2
2291,0506044252062,ELVIE STRIDE,5
2292,0506044252062,ELVIE STRIDE,0
2293,0506044252062,ELVIE STRIDE,4
2294,0506044252062,ELVIE STRIDE,3
2295,0506044252062,ELVIE STRIDE,2
2300,0506044252062,ELVIE STRIDE,2
2306,0506044252062,ELVIE STRIDE,2
2307,0506044252062,ELVIE STRIDE,2
2308,0506044252062,ELVIE STRIDE,3
2309,0506044252062,ELVIE STRIDE,4
2310,0506044252062,ELVIE STRIDE,2
2312,0506044252062,ELVIE STRIDE,4
2314,0506044252062,ELVIE STRIDE,4
2317,0506044252062,ELVIE STRIDE,2
2318,0506044252062,ELVIE STRIDE,2
2322,0506044252062,ELVIE STRIDE,2
2323,0506044252062,ELVIE STRIDE,0
2325,0506044252062,ELVIE STRIDE,1
2326,0506044252062,ELVIE STRIDE,3
2330,0506044252062,ELVIE STRIDE,2
2331,0506044252062,ELVIE STRIDE,1
2332,0506044252062,ELVIE STRIDE,2
2334,0506044252062,ELVIE STRIDE,2
2335,0506044252062,ELVIE STRIDE,2
2336,0506044252062,ELVIE STRIDE,2
2337,0506044252062,ELVIE STRIDE,2
2338,0506044252062,ELVIE STRIDE,2
2339,0506044252062,ELVIE STRIDE,1
2340,0506044252062,ELVIE STRIDE,2
2350,0506044252062,ELVIE STRIDE,2
2352,0506044252062,ELVIE STRIDE,3
2355,0506044252062,ELVIE STRIDE,2
2357,0506044252062,ELVIE STRIDE,2
2358,0506044252062,ELVIE STRIDE,2
2359,0506044252062,ELVIE STRIDE,2
2360,0506044252062,ELVIE STRIDE,2
2362,0506044252062,ELVIE STRIDE,3
2366,0506044252062,ELVIE STRIDE,2
2367,0506044252062,ELVIE STRIDE,4
2368,0506044252062,ELVIE STRIDE,3
2369,0506044252062,ELVIE STRIDE,1
2370,0506044252062,ELVIE STRIDE,2
2371,0506044252062,ELVIE STRIDE,6
2373,0506044252062,ELVIE STRIDE,2
2385,0506044252062,ELVIE STRIDE,2
2387,0506044252062,ELVIE STRIDE,5
2388,0506044252062,ELVIE STRIDE,2
2398,0506044252062,ELVIE STRIDE,2
2399,0506044252062,ELVIE STRIDE,0
2400,0506044252062,ELVIE STRIDE,8
2401,0506044252062,ELVIE STRIDE,2
2402,0506044252062,ELVIE STRIDE,3
2403,0506044252062,ELVIE STRIDE,2
2404,0506044252062,ELVIE STRIDE,2
2405,0506044252062,ELVIE STRIDE,2
2412,0506044252062,ELVIE STRIDE,2
2418,0506044252062,ELVIE STRIDE,4
2420,0506044252062,ELVIE STRIDE,2
2421,0506044252062,ELVIE STRIDE,2
2423,0506044252062,ELVIE STRIDE,0
2426,0506044252062,ELVIE STRIDE,2
2427,0506044252062,ELVIE STRIDE,15
2428,0506044252062,ELVIE STRIDE,2
2429,0506044252062,ELVIE STRIDE,2
2432,0506044252062,ELVIE STRIDE,3
2434,0506044252062,ELVIE STRIDE,7
2435,0506044252062,ELVIE STRIDE,2
2436,0506044252062,ELVIE STRIDE,2
2438,0506044252062,ELVIE STRIDE,3
2439,0506044252062,ELVIE STRIDE,2
2440,0506044252062,ELVIE STRIDE,2
2443,0506044252062,ELVIE STRIDE,5
2444,0506044252062,ELVIE STRIDE,2
2445,0506044252062,ELVIE STRIDE,2
2446,0506044252062,ELVIE STRIDE,10
2447,0506044252062,ELVIE STRIDE,3
2448,0506044252062,ELVIE STRIDE,1
2450,0506044252062,ELVIE STRIDE,2
2452,0506044252062,ELVIE STRIDE,2
2453,0506044252062,ELVIE STRIDE,2
2455,0506044252062,ELVIE STRIDE,1
2457,0506044252062,ELVIE STRIDE,1
2459,0506044252062,ELVIE STRIDE,4
2463,0506044252062,ELVIE STRIDE,2
2464,0506044252062,ELVIE STRIDE,0
2469,0506044252062,ELVIE STRIDE,2
2471,0506044252062,ELVIE STRIDE,4
2472,0506044252062,ELVIE STRIDE,5
2473,0506044252062,ELVIE STRIDE,3
2474,0506044252062,ELVIE STRIDE,2
2475,0506044252062,ELVIE STRIDE,2
2476,0506044252062,ELVIE STRIDE,2
2477,0506044252062,ELVIE STRIDE,4
2479,0506044252062,ELVIE STRIDE,6
2480,0506044252062,ELVIE STRIDE,2
2481,0506044252062,ELVIE STRIDE,2
2482,0506044252062,ELVIE STRIDE,2
2483,0506044252062,ELVIE STRIDE,2
2484,0506044252062,ELVIE STRIDE,2
2485,0506044252062,ELVIE STRIDE,2
2490,0506044252062,ELVIE STRIDE,3
2491,0506044252062,ELVIE STRIDE,2
2493,0506044252062,ELVIE STRIDE,2
2495,0506044252062,ELVIE STRIDE,2
2496,0506044252062,ELVIE STRIDE,3
2497,0506044252062,ELVIE STRIDE,0
2503,0506044252062,ELVIE STRIDE,2
2505,0506044252062,ELVIE STRIDE,2
2506,0506044252062,ELVIE STRIDE,4
2507,0506044252062,ELVIE STRIDE,2
2511,0506044252062,ELVIE STRIDE,4
2512,0506044252062,ELVIE STRIDE,4
2513,0506044252062,ELVIE STRIDE,2
2514,0506044252062,ELVIE STRIDE,1
2515,0506044252062,ELVIE STRIDE,2
2516,0506044252062,ELVIE STRIDE,3
2517,0506044252062,ELVIE STRIDE,2
2518,0506044252062,ELVIE STRIDE,2
2520,0506044252062,ELVIE STRIDE,3
2526,0506044252062,ELVIE STRIDE,2
2528,0506044252062,ELVIE STRIDE,3
2529,0506044252062,ELVIE STRIDE,4
2530,0506044252062,ELVIE STRIDE,3
2531,0506044252062,ELVIE STRIDE,2
2532,0506044252062,ELVIE STRIDE,3
2533,0506044252062,ELVIE STRIDE,1
2534,0506044252062,ELVIE STRIDE,3
2535,0506044252062,ELVIE STRIDE,1
2536,0506044252062,ELVIE STRIDE,3
2537,0506044252062,ELVIE STRIDE,2
2538,0506044252062,ELVIE STRIDE,2
2539,0506044252062,ELVIE STRIDE,2
2540,0506044252062,ELVIE STRIDE,2
2541,0506044252062,ELVIE STRIDE,2
2542,0506044252062,ELVIE STRIDE,2
2543,0506044252062,ELVIE STRIDE,5
2544,0506044252062,ELVIE STRIDE,4
2546,0506044252062,ELVIE STRIDE,0
2547,0506044252062,ELVIE STRIDE,2
2548,0506044252062,ELVIE STRIDE,2
2549,0506044252062,ELVIE STRIDE,2
2550,0506044252062,ELVIE STRIDE,2
2551,0506044252062,ELVIE STRIDE,3
2554,0506044252062,ELVIE STRIDE,5
2555,0506044252062,ELVIE STRIDE,2
2556,0506044252062,ELVIE STRIDE,3
2557,0506044252062,ELVIE STRIDE,2
2559,0506044252062,ELVIE STRIDE,4
2560,0506044252062,ELVIE STRIDE,2
2561,0506044252062,ELVIE STRIDE,2
2565,0506044252062,ELVIE STRIDE,2
2566,0506044252062,ELVIE STRIDE,5
2567,0506044252062,ELVIE STRIDE,2
2568,0506044252062,ELVIE STRIDE,2
2574,0506044252062,ELVIE STRIDE,2
2575,0506044252062,ELVIE STRIDE,2
2576,0506044252062,ELVIE STRIDE,6
2577,0506044252062,ELVIE STRIDE,2
2579,0506044252062,ELVIE STRIDE,4
2581,0506044252062,ELVIE STRIDE,2
2583,0506044252062,ELVIE STRIDE,0
2584,0506044252062,ELVIE STRIDE,2
2585,0506044252062,ELVIE STRIDE,0
2586,0506044252062,ELVIE STRIDE,2
2587,0506044252062,ELVIE STRIDE,3
2588,0506044252062,ELVIE STRIDE,2
2591,0506044252062,ELVIE STRIDE,2
2592,0506044252062,ELVIE STRIDE,1
2593,0506044252062,ELVIE STRIDE,3
2594,0506044252062,ELVIE STRIDE,2
2595,0506044252062,ELVIE STRIDE,2
2596,0506044252062,ELVIE STRIDE,3
2597,0506044252062,ELVIE STRIDE,2
2598,0506044252062,ELVIE STRIDE,2
2599,0506044252062,ELVIE STRIDE,4
2605,0506044252062,ELVIE STRIDE,6
2608,0506044252062,ELVIE STRIDE,2
2610,0506044252062,ELVIE STRIDE,2
2611,0506044252062,ELVIE STRIDE,1
2612,0506044252062,ELVIE STRIDE,2
2614,0506044252062,ELVIE STRIDE,3
2615,0506044252062,ELVIE STRIDE,2
2616,0506044252062,ELVIE STRIDE,8
2618,0506044252062,ELVIE STRIDE,2
2619,0506044252062,ELVIE STRIDE,2
2620,0506044252062,ELVIE STRIDE,2
2626,0506044252062,ELVIE STRIDE,2
2627,0506044252062,ELVIE STRIDE,3
2628,0506044252062,ELVIE STRIDE,2
2631,0506044252062,ELVIE STRIDE,2
2633,0506044252062,ELVIE STRIDE,2
2634,0506044252062,ELVIE STRIDE,2
2636,0506044252062,ELVIE STRIDE,1
2637,0506044252062,ELVIE STRIDE,3
2641,0506044252062,ELVIE STRIDE,2
2642,0506044252062,ELVIE STRIDE,3
2643,0506044252062,ELVIE STRIDE,7
2644,0506044252062,ELVIE STRIDE,2
2648,0506044252062,ELVIE STRIDE,2
2649,0506044252062,ELVIE STRIDE,2
2650,0506044252062,ELVIE STRIDE,1
2651,0506044252062,ELVIE STRIDE,2
2656,0506044252062,ELVIE STRIDE,1
2662,0506044252062,ELVIE STRIDE,2
2663,0506044252062,ELVIE STRIDE,3
2665,0506044252062,ELVIE STRIDE,3
2667,0506044252062,ELVIE STRIDE,2
2668,0506044252062,ELVIE STRIDE,3
2671,0506044252062,ELVIE STRIDE,2
2678,0506044252062,ELVIE STRIDE,2
2679,0506044252062,ELVIE STRIDE,4
2681,0506044252062,ELVIE STRIDE,2
2682,0506044252062,ELVIE STRIDE,2
2684,0506044252062,ELVIE STRIDE,3
2687,0506044252062,ELVIE STRIDE,2
2688,0506044252062,ELVIE STRIDE,1
2690,0506044252062,ELVIE STRIDE,4
2691,0506044252062,ELVIE STRIDE,3
2692,0506044252062,ELVIE STRIDE,3
2693,0506044252062,ELVIE STRIDE,2
