Store Nbr,"Mixed BQT 
Double Bucket Wingstack Display","Mixed BQT 
Double Decker Pallet Display","Rose Lily
Double Bucket Wingstack Display",Small Bouquet Double Bucket Wingstack Display,"XL Premium Roses
Double Bucket Wingstack Display","XL Premium Roses
Pallet Display",TOTAL VALDAY PROMO DISPLAYS,Total WINGSTACK DISPLAYS,TOTAL PALLET DISPLAYS
1640,,2,2,,1,,20,11,9
1641,1,1,3,,,1,12,5,7
1642,,1,,,,3,25,18,7
1643,3,1,2,,,4,32,21,11
1644,,2,,,,,16,10,6
1645,,1,,6,2,1,61,35,26
1646,,2,3,6,2,4,32,23,9
1647,2,1,3,,,,20,15,5
1648,,1,2,,,4,21,13,8
1649,1,1,3,,,4,24,17,7
1650,2,,1,,,4,22,15,7
1651,,1,3,,,4,21,13,8
1652,,1,3,1,1,2,33,23,10
1653,3,,3,,3,,41,30,11
1654,3,1,3,,,,27,18,9
1655,,1,2,,1,4,30,21,9
1656,2,1,2,2,1,1,28,18,10
1657,,1,3,,1,,18,11,7
1658,2,,3,,,3,22,15,7
1659,,1,3,5,,1,27,14,13
1660,2,2,2,7,,,38,23,15
1661,2,1,3,,,1,29,15,14
1662,1,1,2,1,,1,28,15,13
1663,2,1,3,6,1,1,46,35,11
1664,1,1,3,,2,4,39,24,15
1665,3,2,3,3,,3,62,49,13
1666,,3,3,,1,1,27,14,13
1667,3,1,,,1,2,28,20,8
1668,1,1,4,,,2,18,10,8
1669,1,2,5,,2,2,29,18,11
1671,3,2,3,2,1,2,40,25,15
1672,,1,,,1,1,15,10,5
1673,3,1,2,6,,1,22,17,5
1674,,2,3,4,,,25,14,11
1675,,2,4,,,2,17,13,4
1676,3,1,3,,,2,28,20,8
1677,,1,4,3,,1,34,23,11
1678,3,,3,1,,1,16,10,6
1679,3,3,3,3,1,1,43,28,15
1680,2,1,3,4,,3,34,22,12
1681,3,1,4,3,,2,26,20,6
1682,2,2,3,,,3,27,17,10
1683,3,,3,,,2,19,14,5
1685,3,2,4,,1,2,36,21,15
1686,,2,,1,1,3,31,17,14
1687,,1,1,,1,2,22,10,12
1688,3,,5,5,1,4,34,24,10
1689,,1,4,4,,1,27,18,9
1690,2,1,,10,,2,33,21,12
1692,3,1,3,2,1,4,33,23,10
1694,2,1,,3,2,2,36,25,11
1695,,1,4,2,1,,27,18,9
1696,,1,4,,1,,17,7,10
1698,,1,4,,,2,24,17,7
1699,3,2,4,3,1,3,48,35,13
1700,3,,3,,,,21,14,7
1702,2,2,4,,2,1,36,18,18
1703,,3,4,3,,,32,17,15
1704,1,1,5,5,,3,27,21,6
1705,,,6,,,1,32,21,11
1707,3,2,,,1,1,32,19,13
1708,1,2,3,,2,,31,14,17
1709,1,1,5,,,2,25,17,8
1710,3,1,4,,1,,17,10,7
1711,,2,4,6,,1,29,18,11
1712,,1,4,7,,2,40,27,13
1714,1,2,6,2,2,2,48,29,19
1718,,1,4,1,,1,28,20,8
1719,,1,5,,,1,25,18,7
1720,2,1,3,15,,1,38,28,10
1721,3,,3,,1,1,19,11,8
1722,3,1,4,,,2,24,21,3
1723,3,,,1,,2,23,12,11
1724,,1,4,,1,2,20,14,6
1726,1,3,5,6,2,3,52,35,17
1727,2,,4,,,4,25,21,4
1728,,1,3,3,2,4,42,30,12
1729,3,,4,,1,3,35,28,7
1730,1,2,5,,,2,19,14,5
1731,3,1,2,,,1,12,8,4
1732,1,1,4,,,4,19,12,7
1733,,1,5,,1,,27,20,7
1734,,1,4,,1,2,25,17,8
1735,,2,3,2,,3,36,25,11
1736,1,2,4,7,,4,37,25,12
1737,3,,3,,,2,19,13,6
1738,1,1,4,,,3,25,17,8
1739,,1,5,2,1,3,37,24,13
1740,1,1,3,,,2,31,22,9
1741,2,3,3,6,,,40,21,19
1742,2,1,,2,,3,26,14,12
1744,3,,3,3,,2,24,14,10
1745,2,2,4,,,1,28,20,8
1746,,1,5,4,,2,39,30,9
1747,,1,4,8,2,3,42,30,12
1748,3,,6,,1,3,37,29,8
1749,1,1,4,,2,3,31,20,11
1750,,1,,,,3,15,6,9
1752,3,1,4,,,4,32,26,6
1753,,1,3,,3,,24,11,13
1754,3,1,4,,,4,18,14,4
1757,2,1,,,1,2,18,6,12
1758,,1,3,,1,2,22,16,6
1759,,2,5,4,1,1,35,20,15
1760,,1,4,,,2,18,11,7
1761,,1,2,,,3,14,6,8
1762,1,1,4,,,1,28,19,9
1763,2,,3,8,1,2,49,36,13
1764,3,1,4,8,,1,28,21,7
1765,3,3,2,1,,3,33,22,11
1766,2,,4,,,2,11,8,3
1767,,2,4,6,1,2,28,15,13
1768,,3,2,4,,4,54,35,19
1769,1,2,3,,,3,29,18,11
1770,1,1,3,,,3,30,14,16
1771,2,1,4,,,1,26,19,7
1772,2,,2,4,,3,31,23,8
1773,2,1,5,2,1,1,33,18,15
1774,2,2,,9,2,2,64,44,20
1775,,2,6,,,2,21,16,5
1776,,1,,,,4,15,7,8
1777,3,1,,2,1,2,15,12,3
1778,,,5,4,,1,22,16,6
1780,1,1,5,,,1,21,14,7
1781,1,1,4,,1,,23,14,9
1782,2,,3,,3,1,43,29,14
1783,2,1,4,,,4,31,22,9
1784,2,1,,3,1,4,34,24,10
1787,3,,4,,1,2,21,17,4
1788,2,1,4,6,,3,24,18,6
1789,3,1,4,11,,1,37,29,8
1790,,,4,,,4,22,16,6
1791,3,1,3,,,1,24,19,5
1792,3,2,,,1,,20,8,12
1793,,1,4,,1,,20,11,9
1794,1,3,4,,,2,23,12,11
1796,,1,4,,,4,23,14,9
1797,,1,4,,1,2,28,19,9
1798,2,2,4,,,1,19,13,6
1799,,1,3,6,1,4,30,19,11
1800,2,2,2,4,2,1,34,19,15
1801,,1,4,,1,3,37,24,13
1802,2,1,,,,1,18,12,6
1803,,,5,,1,2,26,15,11
1804,,1,2,,,4,33,24,9
1805,,1,5,8,1,2,33,20,13
1806,2,,3,,,3,16,10,6
1807,,2,,,,2,22,13,9
1809,1,1,5,,,2,26,18,8
1810,,2,3,4,2,4,40,24,16
1811,2,3,5,,,2,36,20,16
1812,2,3,3,3,,2,24,12,12
1813,2,1,3,4,,3,26,21,5
1814,1,1,3,,,2,21,10,11
1815,3,2,5,,,4,42,31,11
1817,2,2,3,4,2,3,31,21,10
1819,2,2,4,,1,3,32,19,13
1820,3,2,5,4,,3,39,30,9
1823,2,2,3,,,2,25,15,10
1825,,1,,2,2,3,39,22,17
1826,2,1,5,,,,10,7,3
1827,1,1,2,1,,4,17,11,6
1828,,1,4,3,1,3,33,22,11
1829,,2,4,,,1,24,20,4
1830,2,1,4,,,1,20,15,5
1831,3,1,4,,,1,19,10,9
1832,1,2,4,9,,3,33,24,9
1833,1,2,5,4,3,,33,17,16
1834,,,3,7,,4,35,28,7
1835,3,2,3,,,1,22,13,9
1836,,1,4,,1,,22,14,8
1837,,2,,,1,4,33,16,17
1839,,1,4,1,1,4,22,14,8
1840,2,2,3,,,,29,21,8
1841,1,1,,,1,,9,5,4
1842,2,2,4,7,,2,45,31,14
1845,3,,4,,1,1,26,20,6
1846,3,1,5,7,2,4,56,40,16
1847,1,1,4,,,3,32,20,12
1848,,1,3,,,,13,9,4
1849,3,1,4,3,2,1,37,24,13
1850,1,2,3,,,1,32,21,11
1851,1,1,4,,,1,25,15,10
1852,1,2,4,,3,1,40,19,21
1853,,2,4,5,1,4,45,30,15
1855,,,3,1,,2,10,7,3
1856,,1,3,,,4,26,17,9
1858,2,,4,,,4,24,18,6
1859,1,1,,6,3,4,58,34,24
1860,1,1,3,5,1,1,26,17,9
1861,,1,3,,,3,18,11,7
1862,3,1,5,4,,1,41,28,13
1863,1,2,4,,1,,25,14,11
1864,2,1,4,,,4,21,15,6
1865,3,,3,,,1,18,13,5
1866,,2,4,,,2,19,10,9
1868,2,2,4,,2,,30,17,13
1870,,1,5,,2,1,16,8,8
1871,1,1,3,,1,2,31,17,14
1872,,1,3,5,1,1,31,19,12
1873,1,1,3,5,2,,28,17,11
1874,1,3,8,6,,,38,27,11
1875,3,2,5,10,1,4,66,46,20
1878,1,3,4,7,1,1,43,25,18
1879,,1,6,7,1,3,44,35,9
1880,,1,4,,2,,22,12,10
1881,1,,5,6,,4,37,28,9
1882,3,3,5,7,3,1,46,32,14
1883,3,2,3,4,1,1,36,24,12
1884,,2,4,,,3,27,20,7
1885,3,,4,5,3,1,54,31,23
1886,1,1,3,,,,24,16,8
1888,1,3,3,8,2,2,45,30,15
1889,1,2,4,,,2,23,18,5
1890,,2,4,3,1,2,43,29,14
1891,,2,3,,,2,24,17,7
1892,,1,2,6,,2,28,16,12
1894,1,,3,2,1,1,33,21,12
1896,2,2,4,8,,1,37,25,12
1897,,1,3,,,2,16,7,9
1898,,1,3,,,1,15,10,5
1899,3,1,4,5,1,1,29,17,12
1900,2,,3,4,,2,47,35,12
1901,3,2,3,,,3,26,17,9
1902,3,2,3,7,2,,45,28,17
1903,3,,5,6,,1,53,35,18
1904,,1,5,,2,1,21,9,12
1905,1,2,4,4,1,2,32,18,14
1907,,,3,,,2,14,8,6
1908,3,1,,5,1,2,37,25,12
1909,3,1,3,,,1,25,18,7
1910,3,,3,,,3,21,17,4
1911,1,1,5,,,4,25,16,9
1912,2,2,3,3,,3,23,14,9
1913,,1,,,1,1,23,14,9
1914,1,1,4,,,2,19,9,10
1915,1,1,3,,,4,21,14,7
1916,,,3,3,,2,21,13,8
1923,1,1,3,,,3,29,21,8
1924,1,2,4,,,1,24,15,9
1925,,2,4,,,3,18,10,8
1926,3,1,5,,,1,20,12,8
1927,2,1,4,6,,3,27,21,6
1928,,,4,,,2,22,15,7
1929,3,1,5,,2,1,47,31,16
1931,,2,4,,1,,25,16,9
1932,3,1,3,7,2,1,35,26,9
1934,3,,3,,,2,22,12,10
1935,3,2,4,10,,3,59,41,18
1936,,1,,,,3,19,13,6
1937,3,1,,,,2,29,18,11
1938,2,1,3,,,3,23,12,11
1939,,1,3,,,4,27,19,8
1940,2,1,4,,,2,24,14,10
1941,,1,3,3,1,,19,10,9
1942,,1,2,4,,4,23,16,7
1943,,2,3,,1,2,32,21,11
1945,1,1,4,,1,1,23,16,7
1946,2,1,4,,,1,27,17,10
1947,3,,4,,,3,31,27,4
1948,3,,4,,,2,27,19,8
1949,2,2,4,3,,3,46,33,13
1950,,1,3,,,,15,3,12
1951,2,3,4,1,2,3,40,20,20
1952,,1,4,,,3,13,8,5
1953,2,1,4,,,1,19,8,11
1954,,1,4,,,2,19,13,6
1955,3,1,4,5,1,1,41,30,11
1956,1,2,4,,2,4,34,20,14
1957,,,4,6,1,3,25,17,8
1958,3,,,4,1,4,51,37,14
1959,,2,5,5,,,41,23,18
1960,1,1,3,6,3,3,41,24,17
1961,2,1,4,,,4,22,18,4
1962,,1,4,,1,,23,13,10
1964,1,1,,,,2,16,9,7
1965,,2,5,,1,,37,24,13
1966,,1,2,,,3,23,16,7
1967,,1,4,,,1,29,17,12
1968,1,1,,4,,3,26,14,12
1969,3,1,4,,,1,18,12,6
1970,2,,3,,,1,20,13,7
1971,,1,3,5,,4,29,20,9
1973,,1,,,1,1,19,6,13
1975,1,1,3,,,1,21,14,7
1976,,2,4,4,,3,36,25,11
1977,,2,4,3,,2,27,13,14
1978,,1,4,,1,2,30,17,13
1980,,1,4,,,1,14,8,6
1981,1,2,5,8,,2,44,30,14
1982,,1,4,,1,,32,16,16
1983,2,1,6,,,,10,8,2
1984,,1,3,,,1,16,8,8
1985,2,,5,4,,2,30,18,12
1986,3,1,,3,1,1,35,19,16
1987,3,,4,,1,,21,14,7
1988,,,3,,,1,15,10,5
1989,2,1,8,,1,3,21,15,6
1991,2,1,4,5,,1,30,22,8
1993,,2,3,,,3,29,21,8
1994,2,1,3,,1,1,20,9,11
1995,,2,3,,,1,27,19,8
1996,2,1,3,3,,1,22,14,8
1997,,1,,4,,1,17,7,10
1998,1,,2,,,2,17,8,9
1999,1,2,,,,3,21,12,9
2000,2,,4,,,,19,11,8
2001,2,,6,,,,26,22,4
2002,1,,4,5,,2,27,19,8
2003,,2,4,3,,4,36,27,9
2004,2,1,4,,,1,20,14,6
2005,1,1,4,,,1,32,17,15
2006,2,4,4,,,1,21,12,9
2007,,3,4,10,3,3,60,44,16
2010,3,,4,,1,1,30,22,8
2012,3,2,4,,1,4,35,23,12
2013,,1,4,,2,,24,15,9
2014,2,,4,,,3,27,25,2
2015,1,1,5,,,3,26,17,9
2016,2,1,,,1,1,23,14,9
2019,,2,4,6,,3,58,36,22
2021,2,1,4,5,2,1,50,33,17
2022,2,1,4,4,1,2,31,19,12
2023,2,1,,5,1,2,23,14,9
2024,3,2,4,9,,2,36,28,8
2025,,,4,8,,1,32,23,9
2027,2,1,4,11,1,1,40,25,15
2028,1,1,4,,2,,20,14,6
2030,2,,5,6,,1,27,22,5
2032,2,,4,,,,12,9,3
2033,1,1,3,5,2,3,34,22,12
2035,,,3,,,2,14,9,5
2036,2,1,3,,1,,28,17,11
2037,1,3,,,,4,15,7,8
2038,1,2,5,5,,2,38,27,11
2040,3,,,,,2,21,13,8
2045,1,1,2,,,2,25,14,11
2046,3,1,5,,1,,31,22,9
2047,2,2,5,,,2,22,14,8
2048,2,,4,4,,1,25,18,7
2049,3,1,4,,,3,33,22,11
2050,1,1,3,,1,3,20,11,9
2051,2,1,4,,,4,36,23,13
2053,,,5,3,,,24,16,8
2055,3,1,4,,1,1,21,13,8
2056,3,1,4,2,,,19,13,6
2058,,1,3,,2,2,26,16,10
2059,2,2,4,,1,1,35,22,13
2061,2,1,4,,,1,23,17,6
2062,2,,4,,,3,27,23,4
2063,3,1,5,,1,1,37,22,15
2064,,1,4,4,,2,28,16,12
2065,,1,2,,,2,27,19,8
2066,,1,3,5,1,3,36,24,12
2068,1,3,4,,,4,28,14,14
2069,2,,3,4,,4,35,28,7
2073,,2,4,4,,1,32,21,11
2075,,,3,,,2,18,10,8
2077,2,,3,,,,12,8,4
2078,,3,4,,1,3,36,25,11
2079,3,1,4,,,3,28,22,6
2080,1,1,3,,,3,23,16,7
2081,,1,3,7,2,3,38,26,12
2082,,2,2,,1,1,15,5,10
2083,3,1,8,2,2,2,46,33,13
2084,3,,3,,,4,17,11,6
2086,,,4,1,,1,21,13,8
2087,,1,4,,,3,17,8,9
2088,,,4,5,,1,48,33,15
2089,1,1,2,,,3,28,21,7
2091,,,4,,1,,19,8,11
2093,,2,3,4,,1,24,14,10
2094,1,1,3,,,2,18,8,10
2095,,1,4,,,1,18,8,10
2096,2,,4,,,1,20,13,7
2097,3,1,3,3,,2,23,16,7
2098,3,1,4,7,,4,34,27,7
2100,3,,4,,1,1,19,15,4
2101,,3,5,9,2,2,49,33,16
2102,1,,,,1,3,20,14,6
2103,2,,3,,1,1,18,11,7
2104,3,2,3,3,,4,44,28,16
2105,2,,4,2,1,4,38,25,13
2106,3,,2,4,,3,29,15,14
2107,3,1,4,9,,,34,27,7
2108,3,1,3,4,,4,31,18,13
2110,,1,4,,,2,17,11,6
2111,3,1,3,1,,,20,11,9
2112,,,5,9,,3,31,28,3
2113,1,1,4,2,,2,36,26,10
2114,1,2,3,9,,4,34,25,9
2115,3,1,4,,,4,35,22,13
2116,,1,,,,2,12,6,6
2117,3,2,5,6,2,,32,23,9
2119,1,,5,6,,2,30,23,7
2120,2,1,3,,,3,18,13,5
2121,3,2,4,,1,2,30,23,7
2122,3,1,3,,,1,21,13,8
2123,1,1,5,6,,1,24,17,7
2124,3,1,5,,,1,20,14,6
2125,3,1,3,4,,1,22,16,6
2127,2,1,3,,1,1,30,15,15
2128,2,1,4,,1,4,19,13,6
2129,,2,3,,,3,35,24,11
2130,2,,4,,,1,14,9,5
2131,,1,4,4,,1,25,17,8
2132,1,1,2,,,,12,6,6
2133,1,1,4,,,3,22,16,6
2134,,2,4,10,1,2,42,29,13
2135,3,1,3,,,,11,7,4
2136,,,5,1,,2,30,18,12
2137,1,1,4,,,1,22,14,8
2140,,1,3,,,1,16,12,4
2141,,1,2,,,1,12,6,6
2142,1,1,2,5,1,1,23,13,10
2143,,1,4,,,2,15,11,4
2145,3,1,3,,1,2,28,16,12
2146,,1,4,,,2,16,7,9
2147,2,2,4,,2,,33,21,12
2149,1,,4,,,1,25,17,8
2151,,1,5,4,,1,20,12,8
2152,3,1,1,,,2,23,11,12
2153,,1,3,,1,3,18,11,7
2154,1,3,3,4,,1,26,13,13
2155,,1,3,,,2,27,19,8
2157,2,1,4,,1,1,27,16,11
2158,3,1,4,3,,3,26,19,7
2159,,2,,13,,,39,26,13
2160,1,1,2,,1,1,26,17,9
2164,2,2,3,5,,4,36,26,10
2166,,1,4,,1,1,21,10,11
2169,1,1,4,,,,24,18,6
2174,2,2,4,,,3,22,12,10
2175,,1,3,,,2,26,17,9
2176,,1,4,,1,2,22,14,8
2178,,1,3,,,1,19,11,8
2181,3,3,5,4,,4,52,41,11
2183,1,1,5,,1,,15,7,8
2185,1,1,3,,,1,18,8,10
2187,2,,3,6,2,4,35,24,11
2189,,,3,4,,3,29,19,10
2191,,2,4,5,1,1,40,30,10
2192,3,1,4,2,2,2,31,23,8
2193,,2,4,,,1,28,16,12
2195,3,1,,,1,1,15,7,8
2196,3,,3,,,3,18,14,4
2197,,2,,5,1,1,32,16,16
2198,3,,3,1,,1,24,18,6
2199,1,1,4,,,4,23,15,8
2201,2,2,4,6,3,,41,25,16
2202,3,1,4,,1,3,21,14,7
2204,2,1,,3,,1,26,13,13
2205,2,1,3,,1,,26,13,13
2207,1,,3,,,3,19,11,8
2208,1,1,4,,1,3,29,16,13
2209,1,1,,,,3,32,23,9
2210,,,,,,1,25,15,10
2211,3,2,5,,,2,41,29,12
2213,1,1,1,3,1,,25,13,12
2214,3,,3,4,,2,39,27,12
2215,2,1,4,9,,1,26,23,3
2218,3,,4,,,2,18,12,6
2221,,3,3,,1,2,20,8,12
2222,3,,4,5,,1,22,15,7
2223,,2,4,,1,1,29,19,10
2225,2,1,4,3,,1,25,16,9
2226,1,,3,,,,8,8,0
2230,1,2,3,,,2,18,10,8
2231,,1,3,,,2,27,19,8
2233,,2,3,5,,1,38,24,14
2234,1,2,4,,,1,31,20,11
2237,,1,,9,1,4,50,33,17
2238,1,2,4,,1,,21,13,8
2239,,1,4,8,2,3,61,42,19
2241,3,4,4,1,,4,48,36,12
2242,3,,3,2,1,1,23,13,10
2243,1,2,4,,1,4,48,41,7
2244,,2,4,,3,1,33,20,13
2245,3,2,4,,,2,23,14,9
2247,,1,4,5,,4,25,16,9
2249,,2,4,8,2,2,61,49,12
2250,3,,4,,,2,16,10,6
2251,1,1,3,3,,2,20,12,8
2252,2,1,4,,1,1,27,17,10
2253,1,2,2,,1,1,28,19,9
2255,2,2,3,6,1,2,46,24,22
2256,2,1,4,,,3,32,24,8
2257,,3,,2,2,1,37,22,15
2259,2,1,4,4,,4,35,28,7
2261,,1,5,3,2,2,25,17,8
2262,,1,,9,,1,36,25,11
2263,2,,1,,,,16,9,7
2265,1,4,,5,,1,42,24,18
2266,3,2,3,3,2,1,33,21,12
2269,3,4,3,7,1,2,45,31,14
2270,3,2,,,,2,36,23,13
2271,,2,,,,1,23,13,10
2272,1,2,4,7,,2,29,19,10
2273,2,1,3,4,1,,27,19,8
2274,,1,,4,,2,25,14,11
2275,,,3,,,2,13,11,2
2276,2,1,4,3,1,1,36,27,9
2277,3,,7,,,,20,16,4
2278,3,1,3,,,2,27,14,13
2279,1,2,5,3,,1,33,20,13
2281,2,2,4,,1,1,24,12,12
2282,,1,4,2,,2,20,10,10
2283,,1,2,,3,4,16,7,9
2284,3,2,3,6,2,,28,19,9
2285,3,1,5,,,3,25,18,7
2287,,2,4,,1,3,30,19,11
2289,3,1,3,,,2,25,16,9
2292,,1,3,2,1,,17,9,8
2293,1,,2,,,,9,7,2
2294,1,1,3,,,3,18,11,7
2295,3,1,6,,,4,33,26,7
2299,1,1,,7,,1,22,16,6
2300,1,2,3,,1,1,21,10,11
2306,1,1,5,1,,3,26,18,8
2307,,2,6,4,1,2,39,29,10
2309,2,1,4,3,,3,26,20,6
2310,,1,5,,,1,21,15,6
2311,,1,3,,1,1,31,21,10
2312,2,,3,,,,23,19,4
2313,,1,2,6,1,2,29,20,9
2316,3,,4,4,,3,38,23,15
2318,,1,4,,1,,43,25,18
2320,1,,3,,,3,14,11,3
2322,2,,2,,,,20,13,7
2323,1,1,4,1,,4,29,21,8
2325,,2,4,,1,2,24,18,6
2328,2,,3,,,,10,5,5
2329,2,,4,,,2,25,21,4
2330,3,1,4,6,1,,41,33,8
2331,,,4,4,,,15,9,6
2334,2,1,3,3,,,29,18,11
2335,,1,,,,3,18,9,9
2336,2,,3,3,2,,28,15,13
2337,2,,2,,,4,21,15,6
2338,1,2,4,,1,1,20,13,7
2339,1,1,4,,1,2,32,21,11
2340,,3,3,,,2,22,9,13
2348,3,,4,,,4,20,16,4
2350,2,1,4,,1,1,25,17,8
2351,3,1,3,5,,2,28,22,6
2352,,1,4,,2,1,24,14,10
2354,1,1,4,6,,2,25,19,6
2355,,1,2,,,,11,5,6
2357,1,,,5,,1,21,10,11
2358,2,1,3,,1,1,23,18,5
2359,1,2,4,6,3,1,56,35,21
2360,2,,4,2,,1,25,16,9
2362,3,,3,,,4,24,17,7
2365,,3,,4,,1,20,11,9
2366,,,4,,,4,28,20,8
2367,1,2,4,,1,,35,26,9
2368,,1,4,,1,1,30,17,13
2369,,1,4,,,3,22,15,7
2370,2,1,3,,,1,14,8,6
2371,1,2,3,2,,3,27,19,8
2385,3,,4,,1,2,21,15,6
2386,,1,3,6,,2,27,20,7
2387,,2,5,7,1,4,37,21,16
2388,3,1,4,,,1,31,21,10
2391,1,,3,,,4,15,11,4
2392,1,,3,,,4,17,12,5
2393,,1,3,,1,1,18,9,9
2394,2,,3,2,1,,30,18,12
2395,2,,4,,1,3,16,12,4
2396,3,1,3,,,1,13,10,3
2397,,,,,,2,9,2,7
2399,2,1,4,5,,4,33,23,10
2400,2,1,3,,,2,24,15,9
2402,3,,3,4,,2,32,22,10
2403,1,2,4,4,2,4,49,37,12
2404,2,1,3,5,,2,41,30,11
2405,,2,3,5,,1,41,22,19
2406,2,,2,,,4,19,14,5
2412,2,1,3,5,,2,28,15,13
2414,3,,2,,,1,12,9,3
2417,3,1,4,,,2,21,17,4
2420,,2,,7,3,2,48,28,20
2421,,1,4,,1,2,22,12,10
2424,1,1,4,,,3,17,13,4
2425,1,,3,,,,17,16,1
2426,,1,3,,,3,20,11,9
2427,1,1,4,,1,1,18,9,9
2428,1,1,4,,,1,14,7,7
2429,,1,4,,1,1,24,16,8
2431,1,2,5,,1,,17,11,6
2432,,1,4,,,2,15,9,6
2433,3,,4,2,,2,19,15,4
2434,,1,,,1,2,21,13,8
2435,3,2,3,,,,13,8,5
2436,2,2,3,1,,2,27,16,11
2437,2,1,5,1,,3,33,25,8
2438,3,3,6,10,3,4,54,41,13
2439,,1,4,2,,1,40,26,14
2440,2,1,5,7,1,1,37,27,10
2441,2,,3,,,,10,6,4
2442,3,,4,5,,,20,15,5
2443,1,1,5,,1,1,23,14,9
2444,3,1,3,3,1,,23,14,9
2445,2,,3,,,1,15,8,7
2446,,2,,,,2,11,4,7
2447,3,,5,,1,4,24,19,5
2448,2,,4,,,4,20,13,7
2451,,,4,,,2,11,10,1
2452,3,1,,,,,16,8,8
2453,,,3,5,,3,28,17,11
2455,2,1,4,,1,,27,16,11
2457,2,,5,,,2,19,13,6
2458,,,3,,,,14,5,9
2459,1,1,4,,,2,22,14,8
2460,1,2,4,7,2,3,49,33,16
2463,3,1,5,1,,1,23,14,9
2464,3,,5,3,,2,46,33,13
2465,3,,4,,,1,20,12,8
2468,2,,3,,,1,13,9,4
2469,,2,4,,1,,14,7,7
2471,,,5,5,,3,32,23,9
2472,1,,3,2,2,1,32,18,14
2474,3,2,,,,1,15,7,8
2475,,2,4,2,,,26,10,16
2476,,1,5,5,2,1,49,36,13
2477,2,,,,1,,11,7,4
2479,,1,3,,1,1,29,15,14
2480,1,1,4,,,1,19,9,10
2481,2,1,4,,1,4,24,17,7
2482,1,2,5,7,3,,48,33,15
2483,3,1,6,5,,1,34,20,14
2484,1,1,6,5,1,1,38,22,16
2485,1,2,5,5,,3,30,23,7
2486,1,,2,,,1,10,6,4
2487,,,4,4,1,3,28,19,9
2488,,1,5,1,,,23,15,8
2491,,,4,,,2,24,17,7
2492,3,1,,,,1,13,11,2
2493,1,,3,,,1,11,8,3
2494,,2,4,,,2,19,10,9
2496,3,2,3,6,,1,32,26,6
2497,,3,,,1,1,21,6,15
2499,,,3,,1,,14,9,5
2502,3,3,4,2,,1,46,32,14
2503,3,1,3,,,1,20,11,9
2504,2,,2,3,,,23,17,6
2505,,2,4,3,,1,28,21,7
2506,1,1,4,2,1,,26,18,8
2508,,1,4,,,3,26,18,8
2509,,1,,,,2,16,10,6
2510,3,,4,,,4,22,17,5
2511,,3,4,4,1,1,37,22,15
2512,2,1,1,,1,4,38,24,14
2513,3,1,4,5,,,37,25,12
2514,,1,5,,,3,26,17,9
2515,,1,4,11,2,1,40,27,13
2516,3,,4,4,1,,19,17,2
2517,2,1,3,4,,1,22,17,5
2519,1,2,3,,,1,24,13,11
2520,2,3,5,,1,3,30,22,8
2522,2,1,4,,1,1,23,15,8
2526,1,,2,,,,12,6,6
2528,3,2,,,,3,27,14,13
2529,3,2,5,3,1,1,34,18,16
2532,1,2,4,7,,2,58,37,21
2533,,2,4,7,1,4,36,25,11
2534,,2,4,,,1,33,22,11
2535,2,2,4,,1,2,24,12,12
2537,,,4,5,,,23,18,5
2539,,1,4,7,2,1,34,25,9
2540,1,2,3,,,2,24,14,10
2541,1,3,3,5,,3,41,30,11
2542,,1,3,,1,1,22,16,6
2543,,2,3,4,,,23,12,11
2544,2,1,3,6,2,1,49,39,10
2545,,1,4,6,1,,31,20,11
2547,,,2,2,,2,19,12,7
2548,1,1,,,1,4,36,24,12
2549,3,2,4,,1,3,44,36,8
2550,2,1,3,,,4,20,14,6
2554,,1,,11,2,4,42,24,18
2557,,1,4,,,3,14,9,5
2559,,1,4,,1,2,34,24,10
2560,3,3,5,4,1,1,36,21,15
2561,1,1,4,7,1,2,38,28,10
2562,1,,3,,,1,14,8,6
2563,,,3,,,4,22,17,5
2564,,1,,,,3,16,9,7
2565,,1,5,,1,1,35,22,13
2566,1,2,3,5,,1,29,16,13
2567,1,,4,,,1,16,10,6
2572,,1,4,,,3,24,16,8
2574,,2,2,,,1,14,6,8
2575,,1,4,,,3,30,21,9
2576,3,1,4,,2,1,34,23,11
2577,3,,4,,,2,23,13,10
2579,2,,,,,2,11,6,5
2580,2,2,4,,1,4,47,35,12
2581,,1,3,5,,1,26,16,10
2584,3,,,,,2,14,7,7
2586,1,1,4,,,1,29,18,11
2587,,3,5,,2,,38,22,16
2588,1,1,4,,,4,29,18,11
2590,3,,4,,,3,16,14,2
2591,,2,4,7,1,1,35,20,15
2592,2,,4,1,2,,32,14,18
2593,,1,5,6,1,3,37,21,16
2595,3,,3,,,2,15,12,3
2596,3,1,6,,1,1,28,20,8
2597,,1,3,,2,1,26,12,14
2599,2,1,5,6,2,4,44,27,17
2600,,,,2,1,,14,6,8
2605,3,2,4,7,3,2,45,30,15
2607,1,1,5,,,3,17,12,5
2608,3,,4,,3,,19,13,6
2609,1,,4,,,1,10,9,1
2610,2,,4,,,,49,28,21
2611,,2,3,,,,39,22,17
2612,1,4,3,6,4,,80,50,30
2613,1,1,4,,,2,17,12,5
2614,,1,4,1,,2,32,13,19
2615,3,1,3,6,2,2,45,32,13
2616,,,1,7,4,2,42,24,18
2617,1,,2,2,,4,31,20,11
2618,2,,3,,,3,20,15,5
2619,1,1,,,1,3,17,9,8
2620,1,1,3,,1,1,30,24,6
2626,3,1,3,2,,2,27,22,5
