Store Nbr,"Mixed BQT 
Double Bucket Wingstack Display","Mixed BQT 
Double Decker Pallet Display","Rose Lily
Double Bucket Wingstack Display",Small Bouquet Double Bucket Wingstack Display,"XL Premium Roses
Double Bucket Wingstack Display","XL Premium Roses
Pallet Display",TOTAL VALDAY PROMO DISPLAYS,Total WINGSTACK DISPLAYS,TOTAL PALLET DISPLAYS
835,3,1,3,3,,1,25,12,13
836,3,1,,7,1,4,42,23,19
838,2,3,3,,,2,28,16,12
839,3,,1,,,,22,13,9
840,3,,4,,,2,15,12,3
842,3,2,3,,2,3,29,18,11
843,2,,1,1,,,23,17,6
844,,1,3,6,,1,18,12,6
846,1,1,2,,1,3,29,18,11
847,,2,3,,1,4,29,18,11
848,2,1,4,2,,3,34,24,10
849,3,1,3,4,2,1,27,13,14
850,2,2,2,,1,3,31,16,15
851,3,,3,,1,2,27,21,6
852,2,1,3,,,1,16,10,6
853,1,1,3,,,4,23,13,10
854,1,1,,2,1,4,39,25,14
855,2,1,1,7,,,40,23,17
856,1,1,3,,,4,29,20,9
857,1,2,4,,,1,32,15,17
858,2,1,3,,,3,26,17,9
859,3,3,,,1,1,31,13,18
860,2,3,3,7,1,3,34,19,15
861,3,,2,5,2,1,50,36,14
862,3,2,4,5,2,2,53,25,28
863,2,,2,,,1,16,7,9
864,,,4,6,3,3,31,24,7
865,2,2,2,8,,2,50,31,19
866,,2,3,,2,,43,22,21
867,,2,3,5,2,1,47,24,23
868,2,1,3,3,3,,47,24,23
869,1,1,2,,1,3,16,9,7
870,2,2,2,,,2,27,15,12
872,,2,3,,3,4,39,23,16
874,,2,3,,1,2,26,17,9
875,,,4,,,2,15,9,6
876,2,,,,,,10,4,6
877,2,1,3,4,1,4,50,31,19
878,,1,3,8,,3,27,18,9
879,2,2,,,1,1,28,16,12
880,1,2,2,5,2,2,43,24,19
881,3,1,3,,1,,36,26,10
882,,1,3,,1,2,17,10,7
884,1,1,3,,,,23,16,7
885,1,1,3,,,1,14,9,5
886,,1,3,,,3,22,14,8
887,3,2,3,1,,2,29,17,12
888,,,3,,,3,24,18,6
889,3,,1,,,3,21,12,9
890,2,2,6,5,3,2,52,24,28
891,2,1,3,,,3,23,15,8
892,1,1,2,,1,1,19,9,10
894,3,3,3,5,1,3,41,25,16
896,,2,,2,2,1,26,8,18
897,,2,2,2,,1,26,18,8
899,3,1,4,5,1,1,39,24,15
900,1,,2,,,4,17,11,6
901,2,2,3,,3,,30,15,15
902,,,3,,,1,25,17,8
903,,,2,,,2,15,7,8
904,,1,2,6,2,4,45,31,14
905,1,1,2,4,1,,15,10,5
906,1,2,3,,1,,75,53,22
907,3,,3,,,2,17,11,6
908,,1,4,9,,2,40,21,19
909,1,1,,,,,21,14,7
910,,1,2,5,1,3,46,30,16
911,,1,1,,,,34,16,18
912,,1,,,,,25,19,6
913,1,2,2,,1,1,18,10,8
914,3,1,3,,1,1,20,14,6
915,1,2,2,10,,3,53,31,22
916,3,1,2,4,2,2,30,12,18
917,2,,3,,1,3,21,16,5
918,1,1,3,,,2,24,15,9
919,2,2,3,,,1,54,33,21
920,1,1,3,,,,13,8,5
921,,1,4,,1,,16,8,8
922,2,1,3,2,,4,31,22,9
923,,2,2,,3,2,29,20,9
924,1,1,4,5,1,,32,21,11
927,1,,4,9,3,,54,35,19
928,3,3,5,6,1,,41,26,15
929,1,1,4,6,,2,40,25,15
930,1,1,4,,1,1,26,11,15
931,1,1,3,,1,4,30,18,12
932,2,,3,7,1,4,45,31,14
933,2,1,3,8,,,34,26,8
934,3,1,3,,,4,26,17,9
935,2,2,,,,,21,10,11
936,,1,3,,,1,26,20,6
937,2,3,3,,,,31,18,13
938,1,2,3,,,2,15,6,9
939,2,2,,,2,2,35,17,18
940,1,1,3,2,2,,27,15,12
941,3,2,5,3,1,2,34,22,12
942,,2,6,5,3,,63,42,21
943,3,1,4,3,1,2,32,24,8
944,2,1,3,10,1,,66,44,22
945,2,2,3,,,3,48,33,15
947,2,1,2,,,3,27,11,16
948,,3,3,4,2,1,35,21,14
950,2,,1,,,3,19,8,11
952,2,2,3,3,1,,36,21,15
953,1,1,3,,2,2,31,21,10
954,3,,3,,,1,20,11,9
955,2,3,3,7,1,,45,26,19
958,,3,2,,,3,19,9,10
959,2,1,3,,1,1,28,17,11
960,,,,6,,2,34,24,10
961,,,,,,,15,7,8
962,,,3,,1,3,23,15,8
963,1,2,6,3,1,3,29,13,16
964,1,2,3,12,4,1,61,37,24
965,1,1,4,,1,3,30,18,12
966,3,1,,,,3,15,11,4
967,,1,3,10,,1,37,23,14
968,2,2,5,8,1,3,66,47,19
969,,2,4,1,1,2,38,24,14
970,2,2,3,5,1,,36,21,15
971,2,1,2,,,3,20,15,5
972,3,1,3,6,2,1,41,23,18
973,1,1,4,6,3,,44,25,19
974,3,2,4,6,1,4,49,29,20
975,,2,3,12,2,1,53,33,20
976,3,,,,,,11,6,5
978,1,,3,,1,4,17,11,6
979,,1,3,,1,2,22,12,10
980,2,1,3,7,2,,39,23,16
981,2,1,3,2,,1,35,23,12
982,,,2,,,1,12,7,5
984,2,1,3,,,2,20,14,6
985,,1,2,,,1,13,7,6
987,,1,3,2,,1,27,17,10
988,1,1,1,4,2,2,34,19,15
989,2,2,,,,,21,11,10
990,2,2,3,1,,3,41,24,17
991,3,,2,5,,2,29,20,9
992,,1,3,,2,4,24,14,10
993,,1,1,,,1,16,10,6
994,,2,3,6,1,4,42,23,19
995,,1,2,,,1,15,10,5
998,2,,2,3,,3,19,12,7
999,3,2,3,,2,,43,22,21
1000,,3,3,4,1,1,37,21,16
1001,1,2,3,,,2,46,30,16
1002,,1,3,3,1,1,24,12,12
1003,2,1,3,,2,,42,26,16
1004,3,2,2,5,3,2,48,33,15
1005,1,,3,,,1,11,7,4
1006,2,,4,,,2,26,17,9
1007,,1,2,,,3,21,13,8
1008,,2,,,,2,16,11,5
1009,3,2,3,4,2,4,47,30,17
1010,3,1,2,4,2,2,34,21,13
1011,3,1,,,,1,31,15,16
1012,1,2,3,6,,1,48,34,14
1014,3,1,2,,,2,19,12,7
1015,3,,3,,,1,41,25,16
1016,,1,1,,,,11,2,9
1017,2,1,3,,3,2,39,25,14
1018,2,,2,,1,1,15,8,7
1019,,1,2,6,,1,32,20,12
1020,,,3,,,3,21,15,6
1021,2,2,2,3,,1,18,9,9
1022,1,1,6,4,1,2,34,21,13
1023,2,2,3,4,,2,32,24,8
1024,3,,3,,,1,23,13,10
1025,,1,1,2,,,27,9,18
1026,2,2,2,,,4,51,35,16
1027,3,,,2,,2,25,16,9
1028,1,1,3,,,1,17,10,7
1029,3,2,2,,1,2,18,11,7
1030,2,1,3,,2,4,58,34,24
1032,,2,3,3,,2,48,27,21
1033,1,1,2,,1,3,37,23,14
1034,2,1,2,,,2,28,19,9
1035,,1,,,3,1,30,11,19
1036,,,3,,,4,33,16,17
1037,3,4,5,2,4,3,51,27,24
1038,,1,3,,,3,19,12,7
1039,3,1,,10,2,2,51,34,17
1040,2,2,4,1,2,3,43,25,18
1041,3,2,4,5,2,2,68,45,23
1042,3,5,4,,2,3,38,24,14
1043,1,2,2,,1,2,22,14,8
1044,,2,5,5,,2,40,29,11
1045,2,,2,,,1,17,12,5
1047,3,,,6,1,1,45,26,19
1048,3,2,3,,,2,25,17,8
1051,3,,3,,,3,27,20,7
1052,,1,3,,,2,20,14,6
1053,,1,3,,,2,22,13,9
1054,2,1,3,,,2,21,14,7
1055,1,2,3,6,2,,43,26,17
1056,2,2,3,,3,1,37,16,21
1057,,1,2,,,,16,9,7
1058,,1,3,,,2,17,10,7
1059,,1,3,,,3,21,12,9
1060,1,2,2,,1,2,24,14,10
1061,1,1,2,,,1,18,9,9
1062,1,2,2,,,1,26,9,17
1064,3,1,3,2,1,1,32,22,10
1065,1,,3,,,3,27,17,10
1066,2,2,4,,2,1,42,27,15
1068,,1,2,4,,2,20,13,7
1069,2,,2,,,1,15,11,4
1070,,2,5,,,2,30,18,12
1071,,1,2,3,,3,28,17,11
1072,,2,2,,,,26,11,15
1073,2,1,3,,,4,20,16,4
1074,1,1,1,2,,2,23,13,10
1075,1,2,,4,,3,39,23,16
1076,2,1,3,,,2,22,14,8
1077,,1,2,,,3,19,11,8
1079,,2,2,,1,1,15,5,10
1080,2,,3,,1,1,26,14,12
1081,1,1,2,2,1,,29,18,11
1082,2,1,2,6,,2,29,20,9
1083,3,2,3,5,,4,41,28,13
1085,3,2,2,8,1,3,41,26,15
1086,,2,3,6,2,2,37,15,22
1087,,3,3,6,,2,33,16,17
1088,1,2,3,6,2,1,32,21,11
1089,,1,3,,2,1,32,18,14
1090,,1,3,8,1,1,35,21,14
1091,,2,,,,,28,16,12
1093,,1,2,,1,,22,15,7
1094,,1,2,,,1,17,7,10
1096,1,1,4,,,4,36,23,13
1097,,1,2,7,2,4,38,26,12
1098,2,1,3,,,,22,13,9
1099,3,3,3,,2,,24,13,11
1100,2,1,1,,,2,16,7,9
1101,,1,3,,1,,22,9,13
1102,1,1,1,,,,18,12,6
1103,,3,2,7,3,4,48,32,16
1104,3,2,3,,1,4,42,30,12
1105,,2,3,,1,,19,7,12
1106,3,1,,,,,10,4,6
1107,,1,1,,,,14,8,6
1108,3,1,,,,,12,6,6
1109,1,1,1,,,,11,6,5
1110,3,,1,,,,14,10,4
1111,3,,3,1,,2,29,20,9
1112,1,2,3,,1,4,28,19,9
1113,1,,2,,1,3,28,14,14
1114,,1,4,,,2,20,15,5
1115,3,2,2,,,2,22,11,11
1116,1,2,3,,1,3,39,21,18
1117,,1,3,2,2,2,34,16,18
1118,3,2,5,6,1,3,39,23,16
1120,3,2,3,6,,1,30,23,7
1121,,2,,,,3,26,16,10
1122,,2,1,,,1,29,18,11
1123,3,2,,,,3,24,13,11
1124,3,,3,,,1,22,16,6
1125,2,1,3,,,1,32,21,11
1126,3,2,3,2,1,2,25,16,9
1128,1,2,1,,,,31,17,14
1129,1,1,5,3,,2,20,15,5
1130,,1,2,,,2,21,10,11
1131,,1,3,,,2,26,21,5
1132,3,2,4,11,2,2,68,43,25
1133,,2,3,,,1,27,17,10
1134,1,2,3,7,2,3,50,36,14
1135,,2,,,1,1,36,22,14
1136,,1,,,,,15,3,12
1137,2,3,4,5,,4,44,29,15
1139,3,1,3,2,1,1,25,15,10
1140,2,,3,,1,,32,22,10
1141,2,,5,5,,2,29,20,9
1142,,1,3,,,1,30,21,9
1143,3,,3,,,,17,10,7
1144,2,1,3,,,3,24,12,12
1146,,3,5,,2,2,49,30,19
1147,,1,,,,2,11,5,6
1148,3,2,3,4,2,,42,22,20
1149,,2,,5,3,,41,23,18
1150,,1,3,,1,4,32,19,13
1151,1,3,,5,,1,23,15,8
1152,2,2,3,,,4,40,29,11
1153,1,,2,,,2,15,9,6
1154,3,1,3,,,2,19,9,10
1155,3,3,3,,2,4,63,36,27
1156,3,2,1,,1,4,30,15,15
1157,,1,3,,,,22,16,6
1158,,1,3,,,2,27,14,13
1160,1,,3,,,1,18,9,9
1161,1,2,1,3,3,,26,9,17
1162,1,1,3,,,1,27,17,10
1163,3,1,1,,,,23,15,8
1164,2,1,2,,1,1,32,20,12
1165,3,1,3,6,1,2,39,24,15
1167,3,2,,,1,1,26,13,13
1168,1,,1,,1,4,17,11,6
1169,2,,,,,,10,7,3
1170,2,,3,,,1,16,11,5
1171,2,1,3,4,,3,27,17,10
1172,,1,3,7,,3,39,30,9
1173,1,1,2,2,,1,25,14,11
1174,1,1,3,,1,1,13,8,5
1176,,1,2,,,2,16,9,7
1177,1,1,2,1,,1,15,7,8
1178,2,,2,2,,1,19,11,8
1179,2,,2,2,,3,23,16,7
1180,,1,3,,,1,30,18,12
1181,1,2,3,6,,1,29,19,10
1182,1,2,1,8,1,1,32,21,11
1183,2,3,3,5,,1,48,25,23
1184,2,1,2,,1,1,27,15,12
1185,2,,3,5,,4,29,21,8
1186,1,2,5,3,1,3,37,24,13
1187,2,,3,,1,3,28,22,6
1188,3,1,1,,,,23,8,15
1190,,1,3,2,,4,38,27,11
1191,,1,2,9,1,2,43,28,15
1192,3,1,,,,2,28,16,12
1193,1,1,1,,,,23,14,9
1194,,1,2,5,,3,37,28,9
1195,3,1,,4,1,3,45,33,12
1196,3,,1,,,,16,10,6
1197,,3,2,4,,2,28,16,12
1198,2,1,2,4,,1,28,21,7
1199,3,1,3,,2,3,20,12,8
1200,1,1,3,4,2,4,46,31,15
1201,2,2,2,5,2,1,36,22,14
1202,3,1,3,,2,1,34,23,11
1203,2,1,3,10,3,2,57,40,17
1204,2,,1,,,,14,7,7
1205,,2,4,,2,2,24,15,9
1206,,2,1,,,,19,12,7
1207,1,1,,6,,4,46,29,17
1209,3,1,3,7,,,40,27,13
1210,,1,3,,1,1,24,14,10
1211,,,3,2,,1,33,23,10
1212,3,2,3,4,,2,32,20,12
1213,2,2,3,,4,1,40,19,21
1214,3,,2,,,1,13,9,4
1215,2,2,3,,,,27,13,14
1216,,1,4,,1,1,22,9,13
1217,1,2,3,,,2,32,26,6
1218,1,4,1,14,2,4,64,46,18
1219,3,1,,,,3,24,13,11
1220,3,2,4,7,1,2,39,22,17
1221,,1,3,,,4,22,13,9
1222,,2,,4,,2,29,15,14
1223,1,,2,1,,3,21,13,8
1224,2,2,3,11,,,49,36,13
1225,1,1,2,,1,2,30,21,9
1226,1,2,3,3,,1,33,21,12
1227,,1,4,1,,2,29,15,14
1228,2,1,3,4,,3,35,21,14
1229,,1,2,2,1,4,26,15,11
1230,3,1,3,6,2,1,46,35,11
1231,3,2,2,4,1,,42,24,18
1232,2,2,2,,,2,37,22,15
1233,,1,2,,,2,29,21,8
1234,,1,3,,,1,24,15,9
1235,,1,2,6,2,,29,17,12
1236,3,2,2,8,1,4,36,23,13
1237,3,3,,,,2,39,22,17
1238,,1,4,1,1,3,55,35,20
1239,3,,3,,,3,17,12,5
1240,3,2,3,,1,3,29,23,6
1241,1,1,3,,,1,22,13,9
1242,1,1,3,4,,3,43,33,10
1243,,1,2,,,,14,6,8
1244,1,1,2,,,3,19,9,10
1245,1,2,2,9,,2,41,22,19
1247,1,2,3,6,2,1,43,30,13
1248,3,1,3,2,1,1,30,17,13
1249,1,2,4,6,1,,40,24,16
1252,1,,,,,3,15,12,3
1253,1,2,5,3,,2,39,24,15
1254,2,1,3,2,,1,37,24,13
1255,3,2,3,5,,2,38,26,12
1256,1,1,3,5,,4,37,28,9
1257,2,,,,1,2,16,10,6
1259,,,3,,1,4,28,15,13
1260,1,1,3,,3,1,20,9,11
1261,1,3,5,2,,2,56,38,18
1263,1,2,3,,1,1,36,21,15
1264,,1,4,,1,2,21,14,7
1265,2,1,2,,,2,14,9,5
1266,,,,,,,15,7,8
1267,,1,2,,,1,14,8,6
1268,1,1,4,,,3,34,20,14
1270,1,1,3,,,3,23,13,10
1271,,1,3,,,2,28,18,10
1272,,1,5,,1,4,28,16,12
1273,1,3,3,5,3,1,56,33,23
1274,,1,3,5,1,1,25,17,8
1275,1,,2,,,2,15,10,5
1276,3,1,3,7,2,,32,20,12
1277,3,1,3,,,3,24,17,7
1279,,2,6,10,1,1,57,37,20
1280,,1,2,,,4,33,21,12
1281,2,,2,,,3,20,11,9
1282,,1,2,,,3,10,8,2
1283,1,1,3,,1,2,26,20,6
1284,2,3,3,7,,1,50,33,17
1285,,1,2,,,2,16,9,7
1286,2,1,2,5,,2,43,30,13
1287,1,2,2,8,1,1,55,38,17
1288,3,1,3,,,3,30,21,9
1289,2,,2,,,2,14,9,5
1290,1,3,1,6,2,1,31,19,12
1291,3,1,2,3,1,,23,15,8
1292,1,2,2,,1,2,32,22,10
1293,,1,1,13,,1,29,18,11
1294,3,1,2,,,4,31,25,6
1295,1,2,3,,,3,18,11,7
1296,2,2,3,,,3,41,28,13
1297,1,3,3,5,,1,35,21,14
1298,1,1,3,3,2,4,42,21,21
1299,3,1,3,,,4,26,19,7
1300,,1,2,,1,,31,19,12
1301,,1,3,,,3,27,19,8
1302,1,1,2,,,1,30,21,9
1303,3,2,3,6,1,2,38,23,15
1304,2,1,4,5,,2,48,31,17
1305,2,2,7,5,2,1,48,34,14
1306,,2,3,5,3,2,39,20,19
1307,1,1,3,,3,1,36,22,14
1308,,1,3,2,,3,17,13,4
1309,1,1,2,,,,18,12,6
1310,3,1,3,,,3,31,26,5
1311,,,1,4,1,1,35,21,14
1312,1,2,3,2,3,,35,18,17
1313,1,,,7,1,2,53,36,17
1314,2,,1,6,,2,29,16,13
1315,1,1,3,,1,2,26,18,8
1316,,1,3,,,2,20,13,7
1317,2,1,3,,,3,22,14,8
1318,3,1,3,,,1,24,17,7
1319,,1,3,,,1,24,14,10
1320,,1,2,,,4,29,24,5
1321,2,2,3,7,3,,61,38,23
1322,1,2,3,1,,1,37,23,14
1324,2,2,3,,1,,35,21,14
1326,3,1,3,5,2,1,47,29,18
1327,,1,3,,,1,29,19,10
1328,3,,2,,,3,15,11,4
1329,2,1,2,5,2,1,41,33,8
1330,,1,2,,,,27,15,12
1331,3,1,3,,,2,19,13,6
1332,3,1,3,1,2,2,43,29,14
1333,1,1,3,4,1,2,34,29,5
1334,2,,2,,,,15,10,5
1335,2,1,3,,,,27,15,12
1337,1,2,3,6,2,1,34,20,14
1338,1,1,,4,,3,33,20,13
1339,,2,,6,2,,43,26,17
1340,,1,2,,,3,19,7,12
1341,,1,3,,1,,28,18,10
1342,,1,,,,,21,12,9
1344,1,1,3,,,,23,13,10
1345,,2,3,,,2,26,13,13
1346,,3,3,7,2,3,53,35,18
1347,2,,3,,1,1,20,12,8
1348,1,2,4,8,,2,40,31,9
1349,,1,,,1,1,20,10,10
1350,3,2,3,,,2,39,26,13
1351,3,,2,,1,,24,9,15
1352,,1,,,,2,26,16,10
1353,1,2,1,,,,24,11,13
1354,1,1,4,,2,1,21,9,12
1355,2,2,3,,1,4,26,16,10
1356,1,1,,,,,11,5,6
1357,3,1,3,2,1,2,30,19,11
1358,1,1,3,,3,,24,15,9
1359,,,3,5,2,4,47,30,17
1360,1,3,2,,1,2,30,16,14
1361,1,1,3,,,2,23,14,9
1362,1,1,3,1,,1,22,11,11
1363,2,,6,,,,19,10,9
1364,2,1,3,,,3,18,11,7
1366,3,1,,,1,1,22,15,7
1367,3,2,3,,,1,36,19,17
1368,,2,3,,,,13,8,5
1369,3,,3,,,3,18,12,6
1370,,1,3,,,3,23,16,7
1371,,1,3,8,,2,30,21,9
1372,,2,3,8,2,3,44,31,13
1373,2,2,5,9,,4,70,47,23
1375,2,2,3,1,2,1,29,20,9
1376,1,1,3,,,2,25,16,9
1377,1,1,2,,,1,18,10,8
1378,,1,3,,2,4,39,18,21
1379,2,2,3,,1,,27,13,14
1380,2,2,5,,4,2,48,26,22
1381,,1,2,4,3,2,30,19,11
1382,2,2,3,,,,28,14,14
1383,2,1,2,7,2,2,43,23,20
1384,3,1,3,,,2,19,13,6
1385,3,,2,3,,4,38,29,9
1386,3,,3,,1,3,22,13,9
1387,,1,3,7,,1,24,13,11
1388,2,,,,,4,26,19,7
1389,1,1,3,,,3,19,15,4
1390,3,1,2,10,2,1,43,29,14
1391,3,1,,,,3,22,11,11
1392,,1,2,2,,,28,17,11
1393,3,1,1,,,2,14,9,5
1394,,1,2,,,4,26,16,10
1395,,1,3,,,2,15,8,7
1396,,1,,4,1,4,27,18,9
1397,,2,3,,2,1,41,24,17
1398,2,1,,3,,1,24,13,11
1399,,2,3,,,3,23,13,10
1400,3,1,2,8,,,34,23,11
1401,2,,2,2,,1,22,14,8
1403,1,3,3,5,,2,36,26,10
1404,,1,1,,,1,9,3,6
1405,,1,2,,1,3,14,8,6
1406,3,2,1,3,1,1,29,20,9
1407,,,6,,,2,12,9,3
1408,3,2,3,,1,1,32,17,15
1409,3,1,3,9,3,1,38,26,12
1410,,1,3,,,3,22,15,7
1411,1,2,3,,1,1,30,15,15
1412,3,2,6,,1,1,39,28,11
1413,1,1,3,2,1,1,28,16,12
1414,1,2,5,4,,3,60,43,17
1415,3,,3,,,4,22,15,7
1416,,1,,,1,1,16,11,5
1417,1,1,3,,1,1,19,12,7
1418,,1,2,4,1,3,24,15,9
1419,2,,3,,1,,37,25,12
1420,2,1,3,,,1,18,9,9
1421,2,1,4,,,2,20,10,10
1422,3,1,2,,,,19,13,6
1423,1,1,4,,1,1,14,11,3
1424,,2,4,8,2,1,43,23,20
1425,,1,2,,,1,16,8,8
1426,2,2,3,,,,33,19,14
1427,1,2,2,,,1,21,11,10
1428,1,1,4,8,1,1,33,26,7
1429,1,1,4,,2,2,26,15,11
1430,1,1,3,5,1,,30,20,10
1431,3,1,1,,,2,17,11,6
1432,2,1,4,6,,3,38,30,8
1433,3,1,3,,,2,31,21,10
1434,2,2,3,,1,1,20,13,7
1435,,1,1,,,1,15,8,7
1436,,1,4,4,2,1,28,16,12
1437,2,1,3,7,2,3,51,32,19
1438,3,4,5,4,3,3,43,21,22
1439,2,2,,4,3,4,36,23,13
1440,3,4,2,3,1,2,49,25,24
1441,,,2,3,,2,18,10,8
1442,2,,2,,,3,18,13,5
1443,2,1,3,,,4,20,13,7
1444,,1,3,7,,3,38,24,14
1445,,,4,,,3,14,12,2
1446,3,1,3,,2,3,37,22,15
1447,2,,,4,2,2,33,22,11
1448,2,,,5,1,3,33,22,11
1449,,1,3,,1,1,18,11,7
1450,1,2,3,1,,4,22,17,5
1451,3,1,3,,,2,21,14,7
1453,3,1,3,,,3,32,20,12
1454,3,1,1,,,2,21,14,7
1455,2,,3,,,2,26,16,10
1456,1,1,3,,,4,22,14,8
1457,1,1,3,,,2,16,10,6
1458,,3,,4,,2,38,26,12
1459,,1,2,,,4,23,17,6
1460,,1,3,9,2,1,34,25,9
1461,3,,2,,1,4,29,20,9
1462,2,,3,,,1,17,9,8
1463,2,2,1,4,,4,29,21,8
1464,,1,2,4,1,1,33,19,14
1465,,2,3,1,1,3,56,26,30
1466,,1,3,,,4,25,16,9
1467,,1,,,1,,30,22,8
1468,1,1,3,,,3,18,12,6
1469,3,2,2,3,,4,39,29,10
1470,3,,3,,1,1,21,13,8
1472,,1,3,,1,3,18,11,7
1473,,1,3,6,,2,24,19,5
1474,1,1,3,2,3,,57,38,19
1475,3,,1,,,1,14,9,5
1476,3,1,3,,,2,28,22,6
1477,,1,6,,3,2,33,19,14
1478,1,2,,,1,,28,14,14
1479,,2,2,3,,2,32,24,8
1480,,1,,,,3,18,13,5
1481,2,1,2,5,,2,32,20,12
1483,,1,3,,1,3,31,22,9
1485,,1,3,,3,1,25,15,10
1486,3,2,4,,1,,28,17,11
1487,1,2,3,,,2,31,23,8
1488,2,,,,1,3,30,22,8
1490,,2,,6,,1,40,24,16
1491,2,1,3,,,1,13,10,3
1492,1,1,2,7,,4,28,19,9
1493,1,1,3,,1,4,24,13,11
1494,1,2,3,,1,1,30,18,12
1495,3,1,2,,1,4,20,12,8
1496,3,,2,,,1,16,9,7
1497,2,1,2,6,,,45,36,9
1498,3,1,2,,,3,18,12,6
1499,1,2,1,,,1,18,8,10
1500,,1,4,,1,1,23,16,7
1502,3,3,3,,,3,35,20,15
1503,,,3,,,2,15,10,5
1504,3,,3,,1,1,19,11,8
1505,2,2,,,,1,36,22,14
1506,,1,3,,,3,23,17,6
1507,3,1,3,,,4,20,13,7
1508,1,1,3,3,,2,32,22,10
1509,1,1,3,,,4,21,19,2
1510,1,1,3,,,2,26,18,8
1511,,1,3,1,,2,16,8,8
1512,,1,3,1,,1,20,13,7
1513,2,2,2,9,1,4,40,27,13
1514,1,2,,8,1,3,30,15,15
1515,2,,2,,1,1,18,10,8
1516,2,,3,,1,,23,15,8
1517,3,,3,2,1,2,24,18,6
1518,2,,3,,,4,27,16,11
1519,,,3,,2,2,38,25,13
1520,,1,3,6,1,,43,31,12
1521,2,,2,,,,11,7,4
1522,1,3,3,,1,1,36,21,15
1523,,1,4,,1,2,20,9,11
1524,2,1,3,,,3,29,18,11
1525,1,2,3,,1,,20,10,10
1526,,1,3,2,2,1,22,12,10
1527,2,2,1,9,,2,59,39,20
1528,2,,3,,,1,19,13,6
1529,,2,2,,,3,30,18,12
1530,3,,2,,,1,17,12,5
1531,1,2,,5,1,,43,23,20
1532,,1,3,,2,3,29,18,11
1533,2,1,3,,4,2,62,44,18
1534,1,2,,10,2,4,51,34,17
1535,3,,3,,,4,24,17,7
1536,3,2,4,4,1,4,46,30,16
1538,,1,3,,1,,35,26,9
1539,2,1,3,,1,3,27,19,8
1540,1,1,5,,,3,21,19,2
1541,2,2,1,6,1,,28,15,13
1542,,1,4,,,3,25,18,7
1543,3,2,3,4,,1,32,24,8
1544,1,2,3,1,1,1,35,18,17
1545,,1,3,3,,2,30,23,7
1547,,1,2,4,,,27,16,11
1548,1,,3,,,2,18,11,7
1549,1,2,3,13,2,4,57,39,18
1551,1,1,3,,,3,18,12,6
1552,,1,3,3,1,1,32,18,14
1553,2,1,2,,,2,18,10,8
1554,,2,4,8,,4,49,33,16
1555,,3,5,4,2,3,55,35,20
1556,,1,2,,,1,16,10,6
1557,,1,2,,,3,21,13,8
1558,3,,,,,4,25,19,6
1560,,2,,12,2,2,40,24,16
1561,,,3,,,1,16,9,7
1563,1,2,6,4,1,1,45,29,16
1564,3,1,,,3,1,40,21,19
1565,,2,3,6,2,,49,30,19
1566,,1,2,,,3,43,30,13
1567,1,2,3,2,3,1,48,28,20
1568,,1,3,,1,,34,17,17
1569,,1,3,,2,3,18,10,8
1570,,1,4,2,1,4,36,25,11
1571,3,,2,,1,,20,11,9
1572,,1,3,,2,1,31,16,15
1573,,1,2,,,4,22,11,11
1574,3,2,3,5,1,1,26,15,11
1575,3,1,4,,,,36,26,10
1577,,,3,,1,1,14,6,8
1578,,1,3,3,,2,27,15,12
1579,,1,3,1,,3,19,9,10
1580,2,1,2,9,1,3,32,23,9
1581,3,1,3,,,2,23,18,5
1584,,1,3,,,3,31,18,13
1585,2,4,2,6,2,3,57,34,23
1586,3,,2,7,,3,41,27,14
1588,3,2,4,4,1,4,35,20,15
1589,3,1,1,11,,1,33,24,9
1590,,1,2,,1,1,14,7,7
1591,3,1,,6,2,2,29,17,12
1592,,1,3,,1,,17,11,6
1593,3,1,,,,2,27,19,8
1594,3,1,,,,3,23,16,7
1595,,,3,,1,1,19,12,7
1596,1,2,3,4,,1,25,15,10
1597,2,3,3,6,2,3,43,29,14
1598,,1,3,,3,,27,17,10
1599,1,1,3,3,,1,21,14,7
1600,3,,,7,,1,30,21,9
1601,,1,2,,1,4,23,13,10
1602,2,2,2,,1,2,18,7,11
1603,,1,3,,,3,23,15,8
1604,,4,3,4,2,2,62,40,22
1605,,,3,1,,2,33,23,10
1606,3,2,2,3,,3,24,15,9
1607,1,2,2,,,2,25,12,13
1608,2,,3,9,,4,45,37,8
1609,,1,3,3,,1,35,23,12
1611,1,,4,,,3,17,12,5
1612,3,2,4,8,3,3,72,44,28
1613,,1,3,5,,2,42,30,12
1614,,2,3,7,1,1,38,23,15
1617,,1,4,3,1,4,27,18,9
1618,2,2,,,,3,25,14,11
1619,1,2,2,,,2,15,7,8
1620,,1,3,,1,2,20,13,7
1621,1,1,,,,1,18,13,5
1622,2,1,2,,,3,26,19,7
1623,2,2,3,4,3,2,32,19,13
1624,,,3,5,1,,44,29,15
1625,3,,3,,,4,22,15,7
1626,,1,3,4,1,2,28,17,11
1627,,1,3,,,3,18,11,7
1628,1,1,4,,,3,18,14,4
1630,,,3,,1,1,15,9,6
1631,,1,,,2,3,32,17,15
1632,2,1,3,,2,,22,12,10
1633,,1,3,,1,,17,10,7
1634,1,1,3,,,2,17,13,4
1635,1,,2,,,2,19,13,6
1636,1,2,3,12,3,3,60,40,20
1637,,1,3,,,3,21,12,9
1638,2,1,2,,1,1,17,8,9
1639,,1,3,,,2,14,9,5
