Store,Dept,Item Description,Feature Type,Feature Order Quantity,Feature Arrival WK,Comments
1,Dept 13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,2,28,
1,Dept 13,Gain Liquid 88z Detergent/31ct Flings,Half Stack,1,28,
1,Dept 13,Suavitel Base 105oz Shipper,Full Stack,1,28,
1,Dept 40,EQ Epsom Salt 8lb Shipper 4ct,PDQ,1,28,
1,Dept 40,Eq Omep 42Ct 36Pc Pd,Full Endcap,1,28,
1,Dept 40,One A Day OPP Mixed PSQ Tray 14pc,PDQ,1,28,
1,Dept 40,Quest Chips 96 ct,Full Endcap,1,28,
2,Dept 02,EQ Barbie TBB 20pc,Sidekick,1,28,
2,Dept 09,Giant Beer Pong 12PC PDQ,PDQ,1,28,
2,Dept 09,LED Beer Pong Table 8PC Pallet PDQ,PDQ,1,28,
2,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,2,28,
2,Dept 14,Your Zone Dinnerware Sets Assortment,Full Endcap,1,28,
2,Dept 40,10PCEQ DS EC PEG/ORG,Full Endcap,1,28,
2,Dept 40,Eq Omep 42Ct 36Pc Pd,Full Endcap,1,28,
2,Dept 46,"EQ Salon Files & Emery Boards, 128 PC",Sidekick,1,28,
2,Dept 92,Heinz Grilling Pallet (484 Units),Full Stack,1,28,
2,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,28,
2,Dept 92,OLD EL PASO BOLD/PRI 416 Pieces,Full Stack,1,28,
2,Dept 95,384pc Capri Sun 10 pack mixed pallet,Full Stack,1,28,
3,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,1,28,
3,Dept 40,EOS 48PC SK,Sidekick,1,28,
3,Dept 40,EQ Epsom Salt 8lb Shipper 4ct,PDQ,1,28,
4,Dept 09,"Athletic Works Tennis Balls 3ct, 216 units",Half Endcap,1,28,
4,Dept 09,Giant Beer Pong 12PC PDQ,PDQ,2,28,
4,Dept 09,Wooden Cornhole 6PC Endcap PDQ,Half Stack,4,28,
4,Dept 18,5ft Halloween Nutcracker,Half Stack,3,28,
4,Dept 18,60in LED Skeleton Cat & Dog,Full Stack,3,28,
4,Dept 18,Bales of Hay 20 inch,Full Stack,2,28,
4,Dept 40,Quest Chips 96 ct,Full Endcap,2,28,
4,Dept 92,Heinz Grilling Pallet (484 Units),Full Stack,1,28,
5,Dept 04,Value Star 200 count Charola,Half Stack,2,28,
5,Dept 07,"Hot Wheels 5-Pack, 36pcs",Sidekick,1,28,
5,Dept 07,Monster Jam 1:64 Vehicle Dumpbin,Dump Bin,1,28,
5,Dept 09,Giant Beer Pong 12PC PDQ,PDQ,1,28,
5,Dept 09,LED Beer Pong Table 8PC Pallet PDQ,PDQ,1,28,
5,Dept 20,18pk Washcloth 180,Full Endcap,2,28,
5,Dept 20,MS Basic Toilet Bowl Brush 162 ct 1/2 Pallet,Half Stack,2,28,
5,Dept 40,PEPTO LIQUIDS TRAY,4’wall section,1,28,
5,Dept 67,Helium Tank 32 Count,Full Endcap,2,28,
5,Dept 95,384pc Capri Sun 10 pack mixed pallet,Full Stack,2,28,
5,Dept 95,Hostess Pumpkin Spice Twinkies 8ct 10.86oz,Half Endcap,1,28,
5,Dept 95,Liquid IV half Pallet 300ct,Half Stack,1,28,
7,Dept 13,Raid FIK/W&H 32ct PDQ,Half Endcap,2,28,
7,Dept 17,BHG 12oz Candles 264pc 1/2 Pallet,Half Stack,2,28,
7,Dept 20,354pc MS Shower Solution Half Pallet,Half Stack,2,28,
7,Dept 40,10PCEQ DS EC PEG/ORG,Full Endcap,2,28,
7,Dept 40,EQ Epsom Salt 8lb Shipper 4ct,PDQ,3,28,
7,Dept 40,Quest Chips 96 ct,Full Endcap,1,28,
7,Dept 46,EQ 30 CT  Black Elastic,Sidekick,1,28,
7,Dept 46,"EQ Nail Polish Remover 6oz, 4 Endcap Displays",Full Endcap,2,28,
7,Dept 46,"EQ Salon Files & Emery Boards, 128 PC",Sidekick,3,28,
7,Dept 82,DUR HP 510pc,Half Stack,1,28,
7,Dept 92,Kraft Miracle Whip HP  (160 pieces),Half Stack,1,28,
8,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,1,28,
8,Dept 18,Bales of Hay 20 inch,Full Stack,1,28,
8,Dept 20,MS Basic Toilet Bowl Brush 162 ct 1/2 Pallet,Half Stack,1,28,
8,Dept 40,10PCEQ DS EC PEG/ORG,Full Endcap,1,28,
8,Dept 40,Eq Omep 42Ct 36Pc Pd,Full Endcap,1,28,
8,Dept 46,EQ Spray Bottle 32PC,Sidekick,1,28,
8,Dept 67,Helium Tank 32 Count,Full Endcap,1,28,
8,Dept 74,"MS 18PK HNGR REDSED, 180pcs",Full Stack,1,28,
8,Dept 92,Heinz Grilling Pallet (484 Units),Full Stack,1,28,
8,Dept 92,KNORR MX 768 PC PLT,Full Stack,1,28,
8,Dept 92,"Kraft $1 Mac & Cheese Cups, 300CT",Dump Bin,1,28,
8,Dept 92,OLD EL PASO BOLD/PRI 416 Pieces,Full Stack,1,28,
8,Dept 95,384pc Capri Sun 10 pack mixed pallet,Full Stack,1,28,
8,Dept 95,Kool-Aid Jammers 10pk  Mixed Pallet 384CT,Full Stack,1,28,
9,Dept 18,Renaissance Costumes,Full Stack,1,28,
10,Dept 09,Giant Beer Pong 12PC PDQ,PDQ,1,28,
10,Dept 09,LED Beer Pong Table 8PC Pallet PDQ,PDQ,1,28,
10,Dept 13,Clorox Disinfecting Wipes Multiscent 72/2x75ct,Half Stack,2,28,
10,Dept 13,Gain Liquid 88z Detergent/31ct Flings,Half Stack,1,28,
10,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,1,28,
10,Dept 18,5ft Halloween Nutcracker,Half Stack,2,28,
10,Dept 18,60in LED Skeleton Cat & Dog,Full Stack,3,28,
10,Dept 18,Bales of Hay 13 inch,Full Endcap,1,28,
10,Dept 18,Bales of Hay 20 inch,Full Stack,2,28,
10,Dept 18,Day of the Dead (feature has multiple pricepoints),Full Endcap,1,28,
10,Dept 18,Scarecrow Assortment,Full Endcap,1,28,
10,Dept 32,Way to Celebrate Halloween,Sidekick,2,28,Store will receive 1 feature 8/26 then the rest will arrive 9/5
10,Dept 40,Eq Omep 42Ct 36Pc Pd,Full Endcap,1,28,
10,Dept 40,One A Day OPP Mixed PSQ Tray 14pc,PDQ,1,28,
10,Dept 46,"EQ Nail Polish Remover 6oz, 4 Endcap Displays",Full Endcap,1,28,
10,Dept 92,Heinz Grilling Pallet (484 Units),Full Stack,1,28,
10,Dept 92,KNORR MX 768 PC PLT,Full Stack,2,28,
10,Dept 92,Kraft Miracle Whip HP  (160 pieces),Half Stack,1,28,
10,Dept 92,"Malt-O-Meal Bagged Cereal, 140 ct",Full Stack,4,28,
10,Dept 92,"WIC Kellogg's Cereal Pallet, 240 ct",Full Stack,1,28,
10,Dept 95,384pc Capri Sun 10 pack mixed pallet,Full Stack,2,28,
10,Dept 95,Hawaiian Punch 1 Gallon Variety 48 pc,Full Stack,1,28,
10,Dept 95,Hostess Pumpkin Spice Twinkies 8ct 10.86oz,Half Endcap,1,28,
10,Dept 95,Kool-Aid Jammers 10pk  Mixed Pallet 384CT,Full Stack,2,28,
10,Dept 95,RKT 3-Flavor Family Size (40ct / 24ct / 52ct),Half Stack,1,28,
11,Dept 02,EQ 12pc TB RF Head Trios,Sidekick,1,28,
11,Dept 02,EQ Mens 5BLD DISP Razor PDQ,4-way,1,28,
11,Dept 13,Mr. Clean Magic Eraser $5.94 Ultra Side Kick,Sidekick,2,28,
11,Dept 13,Swiffer Sweeper Starter Kit PDQ,Half Endcap,1,28,
11,Dept 17,BHG 12oz Candles 264pc 1/2 Pallet,Half Stack,1,28,
11,Dept 18,5ft Halloween Nutcracker,Half Stack,3,28,
11,Dept 18,60in LED Skeleton Cat & Dog,Full Stack,2,28,
11,Dept 18,Bales of Hay 13 inch,Full Endcap,1,28,
11,Dept 18,Bales of Hay 20 inch,Full Stack,1,28,
11,Dept 18,Scarecrow Assortment,Full Endcap,1,28,
11,Dept 32,Packed Party Back to School,Sidekick,2,28,"Due to inventory available, store will only receive 1 feature"
11,Dept 32,Way to Celebrate Halloween,Sidekick,2,28,Store will receive 1 feature 8/26 then the rest will arrive 9/5
11,Dept 40,10PCEQ DS EC PEG/ORG,Full Endcap,1,28,
11,Dept 40,EQ Epsom Salt 8lb Shipper 4ct,PDQ,1,28,
11,Dept 40,Eq Omep 42Ct 36Pc Pd,Full Endcap,1,28,
11,Dept 46,EQ 30 CT  Black Elastic,Sidekick,1,28,
11,Dept 46,MAYBELLINE Mascara,Sidekick,1,28,
11,Dept 67,Helium Tank 32 Count,Full Endcap,1,28,
11,Dept 95,Hostess Pumpkin Spice Twinkies 8ct 10.86oz,Half Endcap,1,28,
12,Dept 02,EQ 12pc TB RF Head Trios,Sidekick,1,28,
12,Dept 02,EQ Barbie TBB 20pc,Sidekick,1,28,
12,Dept 02,Firefly TBB 30pc,Sidekick,1,28,
12,Dept 08,"Vibrant Life 2.5 Waterer, 36 units",Full Endcap,1,28,
