Store Number,Number of Scales,Tracking for Scales Shipment,Power/Data Install Date,Power/Data Install Vendor,Scale Install Date,Scale Install Vendor
4466,2,TBD,10/11/2023,Telaid,10/18/2023,Mettler - Toledo
3542,3,TBD,8/15/2023,Telaid,8/22/2023,Mettler - Toledo
4618,2,TBD,9/10/2023,Telaid,9/15/2023,Mettler - Toledo
5094,3,TBD,8/17/2023,Telaid,8/24/2023,Mettler - Toledo
4465,2,TBD,7/25/2023,Telaid,8/4/2023,Mettler - Toledo
2763,3,TBD,10/9/2023,Telaid,10/16/2023,Mettler - Toledo
4112,3,TBD,10/8/2023,Telaid,10/13/2023,Mettler - Toledo
2765,3,TBD,10/18/2023,Telaid,10/25/2023,Mettler - Toledo
3317,3,TBD,7/25/2023,Telaid,8/7/2023,Mettler - Toledo
3385,3,TBD,7/26/2023,Telaid,8/8/2023,Mettler - Toledo
4676,2,TBD,7/30/2023,Telaid,8/10/2023,Mettler - Toledo
4464,2,TBD,8/8/2023,Telaid,8/11/2023,Mettler - Toledo
3517,2,TBD,8/20/2023,Telaid,8/25/2023,Mettler - Toledo
3512,2,TBD,7/27/2023,Telaid,8/9/2023,Mettler - Toledo
5215,3,TBD,10/12/2023,Telaid,8/25/2023,Hobart
4689,3,TBD,7/23/2023,Telaid,8/14/2023,Mettler - Toledo
2511,3,TBD,7/24/2023,Telaid,8/14/2023,Mettler - Toledo
3208,3,TBD,7/16/2023,Telaid,8/1/2023,Mettler - Toledo
5270,3,TBD,7/19/2023,Telaid,8/14/2023,Mettler - Toledo
4068,3,TBD,7/12/2023,Telaid,8/14/2023,Mettler - Toledo
3225,4,TBD,11/5/2023,Telaid,11/10/2023,Mettler - Toledo
3224,4,TBD,9/7/2023,Telaid,9/14/2023,Mettler - Toledo
2752,3,TBD,8/1/2023,Telaid,8/14/2023,Mettler - Toledo
3824,3,TBD,7/25/2023,Telaid,8/14/2023,Mettler - Toledo
4734,3,TBD,7/9/2023,Telaid,7/28/2023,Mettler - Toledo
1434,3,TBD,9/25/2023,Telaid,10/2/2023,Mettler - Toledo
813,3,TBD,8/27/2023,Telaid,9/1/2023,Mettler - Toledo
1994,3,TBD,7/26/2023,Telaid,7/18/2023,Hobart
1910,3,TBD,7/23/2023,Telaid,7/24/2023,Hobart
2121,3,TBD,11/22/2023,Telaid,12/4/2023,Hobart
2241,3,TBD,7/24/2023,Telaid,7/25/2023,Hobart
1793,4,TBD,10/26/2023,Telaid,1/0/1900,Hobart
1422,3,TBD,7/19/2023,Telaid,7/24/2023,Hobart
2181,3,TBD,10/16/2023,Telaid,9/8/2023,Hobart
2030,3,TBD,7/26/2023,Telaid,7/27/2023,Hobart
1022,4,TBD,10/2/2023,Telaid,10/9/2023,Mettler - Toledo
1987,3,TBD,8/23/2023,Telaid,8/24/2023,Hobart
1492,3,TBD,8/16/2023,Telaid,8/23/2023,Mettler - Toledo
1161,4,TBD,8/23/2023,Telaid,8/24/2023,Hobart
2101,4,TBD,7/27/2023,Telaid,7/28/2023,Hobart
1820,3,TBD,9/25/2023,Telaid,9/27/2023,Hobart
1770,4,TBD,9/27/2023,Telaid,9/29/2023,Hobart
2281,3,TBD,10/23/2023,Telaid,1/0/1900,Hobart
1784,4,TBD,10/5/2023,Telaid,10/6/2023,Hobart
2292,3,TBD,8/15/2023,Telaid,8/16/2023,Hobart
1928,3,TBD,8/2/2023,Telaid,8/3/2023,Hobart
392,3,TBD,7/9/2023,Telaid,8/3/2023,Mettler - Toledo
1295,3,TBD,7/10/2023,Telaid,8/8/2023,Mettler - Toledo
801,3,TBD,8/27/2023,Telaid,8/28/2023,Hobart
882,3,TBD,8/9/2023,Telaid,8/10/2023,Hobart
1571,3,TBD,7/9/2023,Telaid,7/10/2023,Hobart
1862,3,TBD,8/16/2023,Telaid,8/17/2023,Hobart
1913,3,TBD,9/6/2023,Telaid,9/7/2023,Hobart
1394,3,TBD,8/2/2023,Telaid,8/3/2023,Hobart
1608,4,TBD,7/25/2023,Telaid,7/26/2023,Hobart
1249,3,TBD,10/8/2023,Telaid,10/13/2023,Mettler - Toledo
1423,3,TBD,7/5/2023,Telaid,7/10/2023,Hobart
2357,3,TBD,9/21/2023,Telaid,9/22/2023,Hobart
2037,3,TBD,11/26/2023,Telaid,12/4/2023,Hobart
1984,3,TBD,8/15/2023,Telaid,7/24/2023,Hobart
1959,3,TBD,7/27/2023,Telaid,7/29/2023,Hobart
2135,3,TBD,7/18/2023,Telaid,7/13/2023,Hobart
1656,3,TBD,10/2/2023,Telaid,10/4/2023,Hobart
1912,3,TBD,8/17/2023,Telaid,8/18/2023,Hobart
2370,3,TBD,7/13/2023,Telaid,8/16/2023,Hobart
1832,3,TBD,10/10/2023,Telaid,10/11/2023,Hobart
2447,3,TBD,10/9/2023,Telaid,10/10/2023,Hobart
2001,3,TBD,7/19/2023,Telaid,7/20/2023,Hobart
2269,4,TBD,7/19/2023,Telaid,7/20/2023,Hobart
2013,3,TBD,10/18/2023,Telaid,1/0/1900,Hobart
2100,3,TBD,7/10/2023,Telaid,7/12/2023,Hobart
1116,3,TBD,7/6/2023,Telaid,8/1/2023,Mettler - Toledo
752,3,TBD,9/19/2023,Telaid,9/26/2023,Mettler - Toledo
1806,3,TBD,7/19/2023,Telaid,7/17/2023,Hobart
1677,3,TBD,7/13/2023,Telaid,7/18/2023,Hobart
1542,3,TBD,7/13/2023,Telaid,7/17/2023,Hobart
1551,3,TBD,7/25/2023,Telaid,7/26/2023,Hobart
1062,3,780413190237; 780413190785; 780413191987; 780413194357,6/11/2023,Telaid,7/10/2023,Mettler - Toledo
513,3,399529917956; 399521064371; 399521067153; 399521065600,6/11/2023,Telaid,6/19/2023,Mettler - Toledo
537,3,399530708695; 399519225943; 399519227589; 399519229022,6/12/2023,Telaid,6/21/2023,Mettler - Toledo
897,3,Ports were not active but scales are all installed 780067778860; 780067774773; 780067776445; 780067778194,6/18/2023,Telaid,6/30/2023,Mettler - Toledo
608,3,no ethernet cables left 399575367920; 399575368754; 399575369842; 399575370695,6/14/2023,Telaid,6/26/2023,Mettler - Toledo
1752,3,TBD,6/18/2023,Telaid,7/13/2023,Hobart
1433,3,TBD,6/13/2023,Telaid,6/20/2023,Hobart
2185,3,TBD,6/18/2023,Telaid,6/30/2023,Hobart
2255,3,TBD,6/19/2023,Telaid,6/26/2023,Hobart
1644,3,TBD,6/15/2023,Telaid,6/20/2023,Hobart
472,3,399530513725; 399518745390; 399518745839; 399518747316,6/12/2023,Telaid,6/21/2023,Mettler - Toledo
992,3,399575391260; 399575392830; 399575408681; 399575410085,6/13/2023,Telaid,6/26/2023,Mettler - Toledo
924,3,780413248670; 780413250247; 780413251770; 780413253441,6/18/2023,Telaid,7/10/2023,Mettler - Toledo
953,3,399530404728; 399534419612; 399534420535; 399534420785,6/11/2023,Telaid,6/23/2023,Mettler - Toledo
750,3,TBD,6/14/2023,Telaid,7/11/2023,Hobart
1453,3,TBD,6/11/2023,Telaid,6/21/2023,Hobart
2458,3,TBD,6/15/2023,Telaid,6/30/2023,Hobart
2397,3,TBD,6/11/2023,Telaid,7/25/2023,Mettler - Toledo
2098,4,TBD,7/9/2023,Telaid,7/11/2023,Hobart
412,3,TBD,7/11/2023,Telaid,8/14/2023,Mettler - Toledo
1044,3,TBD,11/19/2023,Telaid,11/24/2023,Mettler - Toledo
827,3,TBD,7/25/2023,Telaid,8/14/2023,Mettler - Toledo
523,3,TBD,7/27/2023,Telaid,7/31/2023,Mettler - Toledo
572,3,TBD,10/4/2023,Telaid,10/11/2023,Mettler - Toledo
398,3,TBD,10/12/2023,Telaid,10/19/2023,Mettler - Toledo
2123,3,TBD,12/7/2023,Telaid,12/14/2023,Mettler - Toledo
427,3,TBD,9/17/2023,Telaid,9/22/2023,Mettler - Toledo
417,3,TBD,11/15/2023,Telaid,11/22/2023,Mettler - Toledo
590,3,TBD,8/22/2023,Telaid,8/29/2023,Mettler - Toledo
804,3,TBD,7/9/2023,Telaid,8/14/2023,Mettler - Toledo
963,4,TBD,11/26/2023,Telaid,12/1/2023,Mettler - Toledo
471,3,TBD,10/8/2023,Telaid,10/13/2023,Mettler - Toledo
896,4,TBD,9/13/2023,Telaid,9/20/2023,Mettler - Toledo
807,4,TBD,10/22/2023,Telaid,10/27/2023,Mettler - Toledo
880,4,TBD,10/1/2023,Telaid,10/6/2023,Mettler - Toledo
1178,4,TBD,7/16/2023,Telaid,8/14/2023,Mettler - Toledo
2105,3,TBD,8/3/2023,Telaid,8/14/2023,Mettler - Toledo
2086,3,780413102562; 780413103661; 780413104999; 780413105675,6/20/2023,Telaid,7/10/2023,Mettler - Toledo
849,4,TBD,10/4/2023,Telaid,10/11/2023,Mettler - Toledo
1837,3,TBD,8/22/2023,Telaid,8/29/2023,Mettler - Toledo
1279,3,TBD,8/6/2023,Telaid,8/14/2023,Mettler - Toledo
744,3,TBD,8/21/2023,Telaid,8/28/2023,Mettler - Toledo
522,3,TBD,7/24/2023,Telaid,8/2/2023,Mettler - Toledo
1137,3,TBD,8/3/2023,Telaid,8/14/2023,Mettler - Toledo
2439,3,TBD,7/11/2023,Telaid,7/19/2023,Mettler - Toledo
529,3,TBD,9/6/2023,Telaid,9/13/2023,Mettler - Toledo
504,4,TBD,7/31/2023,Telaid,8/14/2023,Mettler - Toledo
527,3,780532488277; 780532489641; 780532490370; 780532490792,7/9/2023,Telaid,7/17/2023,Mettler - Toledo
546,4,TBD,9/27/2023,Telaid,10/4/2023,Mettler - Toledo
2066,3,TBD,8/8/2023,Telaid,8/15/2023,Mettler - Toledo
772,3,TBD,8/1/2023,Telaid,8/14/2023,Mettler - Toledo
1409,3,TBD,8/7/2023,Telaid,8/14/2023,Mettler - Toledo
1040,3,TBD,8/2/2023,Telaid,8/14/2023,Mettler - Toledo
768,3,TBD,8/27/2023,Telaid,9/1/2023,Mettler - Toledo
383,3,TBD,10/2/2023,Telaid,10/9/2023,Mettler - Toledo
449,3,TBD,9/25/2023,Telaid,10/2/2023,Mettler - Toledo
777,3,TBD,10/19/2023,Telaid,10/26/2023,Mettler - Toledo
651,4,TBD,7/12/2023,Telaid,7/21/2023,Mettler - Toledo
457,3,TBD,10/18/2023,Telaid,10/25/2023,Mettler - Toledo
703,3,TBD,10/16/2023,Telaid,10/23/2023,Mettler - Toledo
2257,3,TBD,8/9/2023,Telaid,8/16/2023,Mettler - Toledo
400,3,TBD,7/23/2023,Telaid,8/1/2023,Mettler - Toledo
602,3,TBD,10/3/2023,Telaid,10/10/2023,Mettler - Toledo
1516,3,TBD,7/27/2023,Telaid,7/31/2023,Mettler - Toledo
600,3,TBD,8/2/2023,Telaid,8/4/2023,Mettler - Toledo
793,3,TBD,8/27/2023,Telaid,9/1/2023,Mettler - Toledo
900,3,TBD,12/13/2023,Telaid,12/20/2023,Mettler - Toledo
755,3,TBD,8/3/2023,Telaid,8/7/2023,Mettler - Toledo
822,4,TBD,8/6/2023,Telaid,8/9/2023,Mettler - Toledo
927,3,TBD,7/26/2023,Telaid,8/10/2023,Mettler - Toledo
821,3,TBD,7/9/2023,Telaid,8/1/2023,Mettler - Toledo
1051,3,TBD,7/18/2023,Telaid,7/27/2023,Mettler - Toledo
945,4,TBD,7/19/2023,Telaid,7/31/2023,Mettler - Toledo
536,3,TBD,7/11/2023,Telaid,8/11/2023,Mettler - Toledo
1257,3,TBD,7/16/2023,Telaid,8/14/2023,Mettler - Toledo
438,3,TBD,12/14/2023,Telaid,12/21/2023,Mettler - Toledo
601,3,TBD,11/5/2023,Telaid,11/10/2023,Mettler - Toledo
1272,3,TBD,7/13/2023,Telaid,8/14/2023,Mettler - Toledo
535,4,TBD,7/10/2023,Telaid,8/4/2023,Mettler - Toledo
939,3,TBD,9/27/2023,Telaid,10/4/2023,Mettler - Toledo
1254,3,TBD,7/17/2023,Telaid,8/14/2023,Mettler - Toledo
561,3,TBD,7/12/2023,Telaid,8/14/2023,Mettler - Toledo
757,3,TBD,12/11/2023,Telaid,12/18/2023,Mettler - Toledo
1313,3,TBD,12/27/2023,Telaid,1/3/2024,Mettler - Toledo
901,3,TBD,12/14/2023,Telaid,12/21/2023,Mettler - Toledo
465,3,TBD,11/28/2023,Telaid,12/5/2023,Mettler - Toledo
1494,3,TBD,12/18/2023,Telaid,12/25/2023,Mettler - Toledo
470,3,TBD,12/14/2023,Telaid,12/21/2023,Mettler - Toledo
490,3,TBD,12/17/2023,Telaid,12/22/2023,Mettler - Toledo
458,3,TBD,12/4/2023,Telaid,12/11/2023,Mettler - Toledo
440,3,TBD,12/11/2023,Telaid,12/18/2023,Mettler - Toledo
464,3,TBD,12/13/2023,Telaid,12/20/2023,Mettler - Toledo
442,3,TBD,12/6/2023,Telaid,12/13/2023,Mettler - Toledo
395,3,TBD,10/24/2023,Telaid,10/31/2023,Mettler - Toledo
1958,3,TBD,10/30/2023,Telaid,11/6/2023,Mettler - Toledo
429,3,TBD,10/10/2023,Telaid,10/17/2023,Mettler - Toledo
1073,3,TBD,9/19/2023,Telaid,9/26/2023,Mettler - Toledo
407,4,TBD,9/21/2023,Telaid,9/28/2023,Mettler - Toledo
917,3,TBD,9/11/2023,Telaid,9/18/2023,Mettler - Toledo
1232,3,TBD,9/10/2023,Telaid,9/15/2023,Mettler - Toledo
381,3,TBD,9/12/2023,Telaid,9/19/2023,Mettler - Toledo
1303,4,TBD,11/6/2023,Telaid,11/13/2023,Mettler - Toledo
1253,3,TBD,7/27/2023,Telaid,7/31/2023,Mettler - Toledo
1129,3,TBD,10/19/2023,Telaid,10/26/2023,Mettler - Toledo
2133,3,TBD,10/24/2023,Telaid,10/31/2023,Mettler - Toledo
1185,3,TBD,10/22/2023,Telaid,10/27/2023,Mettler - Toledo
475,3,TBD,11/14/2023,Telaid,11/21/2023,Mettler - Toledo
437,3,TBD,10/1/2023,Telaid,10/6/2023,Mettler - Toledo
463,3,TBD,12/5/2023,Telaid,12/12/2023,Mettler - Toledo
524,3,TBD,12/5/2023,Telaid,12/12/2023,Mettler - Toledo
1098,3,TBD,12/7/2023,Telaid,12/14/2023,Mettler - Toledo
1042,3,TBD,10/30/2023,Telaid,11/6/2023,Mettler - Toledo
846,3,TBD,9/18/2023,Telaid,9/25/2023,Mettler - Toledo
1150,3,TBD,7/20/2023,Telaid,7/31/2023,Mettler - Toledo
1235,3,TBD,12/26/2023,Telaid,1/2/2024,Mettler - Toledo
2239,3,TBD,1/3/2024,Telaid,1/10/2024,Mettler - Toledo
999,3,TBD,12/20/2023,Telaid,12/27/2023,Mettler - Toledo
2404,3,TBD,1/4/2024,Telaid,1/11/2024,Mettler - Toledo
1803,3,TBD,1/2/2024,Telaid,1/9/2024,Mettler - Toledo
404,3,TBD,12/12/2023,Telaid,12/19/2023,Mettler - Toledo
765,4,TBD,12/19/2023,Telaid,12/26/2023,Mettler - Toledo
865,3,TBD,12/10/2023,Telaid,12/15/2023,Mettler - Toledo
1347,3,TBD,12/28/2023,Telaid,1/4/2024,Mettler - Toledo
447,3,TBD,1/29/2024,Telaid,2/5/2024,Mettler - Toledo
443,3,TBD,12/4/2023,Telaid,12/11/2023,Mettler - Toledo
461,3,TBD,1/30/2024,Telaid,2/6/2024,Mettler - Toledo
1967,3,TBD,8/10/2023,Telaid,7/25/2023,Hobart
2386,3,TBD,9/14/2023,Telaid,8/16/2023,Hobart
2174,4,TBD,9/7/2023,Telaid,7/25/2023,Hobart
2158,4,TBD,9/6/2023,Telaid,9/7/2023,Hobart
2012,3,TBD,8/16/2023,Telaid,8/17/2023,Hobart
2329,3,TBD,9/11/2023,Telaid,7/26/2023,Hobart
2155,3,TBD,8/30/2023,Telaid,8/31/2023,Hobart
2336,3,TBD,9/12/2023,Telaid,9/13/2023,Hobart
1970,3,TBD,8/14/2023,Telaid,8/15/2023,Hobart
2128,3,TBD,8/29/2023,Telaid,8/30/2023,Hobart
2103,3,TBD,8/22/2023,Telaid,8/23/2023,Hobart
2122,3,TBD,8/28/2023,Telaid,8/29/2023,Hobart
2157,3,TBD,9/5/2023,Telaid,9/6/2023,Hobart
2021,3,TBD,8/17/2023,Telaid,8/18/2023,Hobart
2366,3,TBD,9/13/2023,Telaid,9/14/2023,Hobart
2095,3,TBD,8/21/2023,Telaid,8/22/2023,Hobart
1964,4,TBD,8/7/2023,Telaid,8/8/2023,Hobart
1873,3,TBD,8/3/2023,Telaid,8/4/2023,Hobart
2225,3,TBD,8/8/2023,Telaid,8/9/2023,Hobart
2283,4,TBD,8/9/2023,Telaid,8/10/2023,Hobart
2282,4,TBD,11/14/2023,Telaid,1/0/1900,Hobart
2022,3,TBD,11/13/2023,Telaid,1/0/1900,Hobart
1980,3,TBD,11/9/2023,Telaid,1/0/1900,Hobart
2331,3,TBD,11/20/2023,Telaid,1/0/1900,Hobart
1891,3,TBD,11/8/2023,Telaid,1/0/1900,Hobart
2299,3,TBD,11/16/2023,Telaid,1/0/1900,Hobart
2371,4,TBD,11/21/2023,Telaid,1/0/1900,Hobart
1810,4,TBD,7/31/2023,Telaid,8/4/2023,Hobart
2104,3,TBD,7/30/2023,Telaid,8/1/2023,Hobart
1807,3,TBD,8/8/2023,Telaid,8/11/2023,Hobart
1742,3,TBD,8/7/2023,Telaid,8/8/2023,Hobart
2141,3,TBD,9/3/2023,Telaid,9/7/2023,Hobart
2263,3,TBD,8/6/2023,Telaid,8/7/2023,Hobart
1777,3,TBD,7/26/2023,Telaid,7/27/2023,Hobart
2252,3,TBD,7/18/2023,Telaid,7/19/2023,Hobart
2145,4,TBD,7/17/2023,Telaid,7/18/2023,Hobart
2068,3,TBD,8/18/2023,Telaid,8/22/2023,Hobart
2445,4,TBD,8/3/2023,Telaid,8/4/2023,Hobart
2446,3,TBD,8/2/2023,Telaid,8/3/2023,Hobart
2096,3,TBD,8/7/2023,Telaid,8/10/2023,Hobart
2284,3,TBD,11/15/2023,Telaid,1/0/1900,Hobart
2365,3,TBD,7/23/2023,Telaid,7/24/2023,Hobart
2368,4,TBD,7/24/2023,Telaid,7/25/2023,Hobart
2178,3,TBD,10/26/2023,Telaid,1/0/1900,Hobart
2143,3,TBD,10/24/2023,Telaid,1/0/1900,Hobart
1924,3,TBD,10/11/2023,Telaid,10/4/2023,Hobart
1797,3,TBD,10/3/2023,Telaid,8/3/2023,Hobart
1856,3,TBD,10/4/2023,Telaid,8/24/2023,Hobart
1932,3,TBD,10/12/2023,Telaid,10/5/2023,Hobart
2047,3,TBD,10/23/2023,Telaid,1/0/1900,Hobart
1868,4,TBD,10/10/2023,Telaid,10/3/2023,Hobart
1866,3,TBD,10/5/2023,Telaid,8/25/2023,Hobart
1939,3,TBD,10/16/2023,Telaid,1/0/1900,Hobart
2140,3,TBD,8/24/2023,Telaid,8/1/2023,Hobart
2202,3,TBD,11/1/2023,Telaid,1/0/1900,Hobart
2046,3,TBD,10/19/2023,Telaid,1/0/1900,Hobart
2183,3,TBD,10/30/2023,Telaid,1/0/1900,Hobart
1975,3,TBD,7/17/2023,Telaid,7/11/2023,Hobart
2369,3,TBD,7/25/2023,Telaid,7/14/2023,Hobart
1954,3,TBD,10/17/2023,Telaid,1/0/1900,Hobart
2055,3,TBD,7/18/2023,Telaid,7/12/2023,Hobart
1788,3,TBD,10/2/2023,Telaid,8/2/2023,Hobart
2130,3,TBD,8/23/2023,Telaid,7/28/2023,Hobart
2153,3,TBD,10/25/2023,Telaid,1/0/1900,Hobart
2330,3,TBD,7/24/2023,Telaid,7/13/2023,Hobart
1749,3,TBD,7/11/2023,Telaid,7/11/2023,Hobart
1698,3,TBD,7/10/2023,Telaid,7/10/2023,Hobart
1796,3,TBD,7/12/2023,Telaid,7/14/2023,Hobart
2399,3,TBD,7/26/2023,Telaid,7/19/2023,Hobart
1907,3,TBD,7/13/2023,Telaid,7/12/2023,Hobart
1946,3,TBD,7/30/2023,Telaid,8/4/2023,Hobart
1871,4,TBD,8/2/2023,Telaid,8/10/2023,Hobart
2116,3,TBD,7/25/2023,Telaid,7/24/2023,Hobart
1997,4,TBD,7/16/2023,Telaid,8/17/2023,Hobart
2351,3,TBD,7/23/2023,Telaid,7/21/2023,Hobart
1940,4,TBD,7/19/2023,Telaid,7/18/2023,Hobart
2056,4,TBD,7/23/2023,Telaid,7/20/2023,Hobart
2152,4,TBD,7/17/2023,Telaid,7/12/2023,Hobart
2097,3,TBD,7/20/2023,Telaid,7/20/2023,Hobart
2093,4,TBD,7/16/2023,Telaid,7/20/2023,Hobart
2146,3,TBD,7/20/2023,Telaid,7/19/2023,Hobart
2285,3,TBD,7/17/2023,Telaid,7/24/2023,Hobart
2444,3,TBD,7/12/2023,Telaid,7/17/2023,Hobart
1781,3,TBD,7/26/2023,Telaid,8/2/2023,Hobart
1976,3,TBD,8/1/2023,Telaid,8/10/2023,Hobart
2120,3,TBD,8/6/2023,Telaid,8/15/2023,Hobart
1835,3,TBD,8/2/2023,Telaid,8/11/2023,Hobart
1926,3,TBD,7/12/2023,Telaid,7/17/2023,Hobart
2166,3,TBD,7/10/2023,Telaid,7/12/2023,Hobart
1831,3,TBD,7/10/2023,Telaid,7/11/2023,Hobart
1705,3,TBD,7/24/2023,Telaid,7/31/2023,Hobart
1830,3,TBD,7/25/2023,Telaid,8/1/2023,Hobart
1744,3,TBD,7/18/2023,Telaid,7/25/2023,Hobart
1731,3,TBD,7/23/2023,Telaid,7/28/2023,Hobart
1673,3,TBD,7/20/2023,Telaid,7/27/2023,Hobart
1619,3,TBD,7/10/2023,Telaid,7/11/2023,Hobart
1813,3,TBD,7/13/2023,Telaid,7/19/2023,Hobart
1949,3,TBD,8/1/2023,Telaid,8/9/2023,Hobart
1966,3,TBD,7/27/2023,Telaid,8/2/2023,Hobart
2164,3,TBD,7/30/2023,Telaid,8/4/2023,Hobart
2159,3,TBD,8/3/2023,Telaid,8/15/2023,Hobart
1973,3,TBD,8/2/2023,Telaid,8/11/2023,Hobart
2405,3,TBD,7/31/2023,Telaid,8/7/2023,Hobart
1909,3,TBD,7/18/2023,Telaid,7/24/2023,Hobart
2107,3,TBD,7/17/2023,Telaid,7/21/2023,Hobart
2355,3,TBD,7/23/2023,Telaid,7/27/2023,Hobart
1993,3,TBD,7/13/2023,Telaid,7/18/2023,Hobart
2088,3,TBD,7/26/2023,Telaid,8/1/2023,Hobart
2210,3,TBD,7/20/2023,Telaid,7/26/2023,Hobart
1936,3,TBD,7/11/2023,Telaid,7/13/2023,Hobart
2338,3,TBD,9/5/2023,Telaid,9/6/2023,Hobart
2417,3,TBD,7/12/2023,Telaid,7/14/2023,Hobart
2358,3,TBD,7/9/2023,Telaid,7/11/2023,Hobart
1790,3,TBD,8/28/2023,Telaid,8/29/2023,Hobart
2238,3,TBD,8/29/2023,Telaid,8/30/2023,Hobart
1942,3,TBD,8/16/2023,Telaid,8/17/2023,Hobart
2102,3,TBD,8/27/2023,Telaid,8/29/2023,Hobart
2493,3,TBD,8/10/2023,Telaid,8/11/2023,Hobart
1923,3,TBD,8/1/2023,Telaid,8/2/2023,Hobart
1791,3,TBD,8/7/2023,Telaid,8/8/2023,Hobart
1540,3,TBD,9/19/2023,Telaid,9/20/2023,Hobart
2010,3,TBD,8/22/2023,Telaid,8/23/2023,Hobart
2062,3,TBD,8/23/2023,Telaid,8/24/2023,Hobart
2061,3,TBD,9/12/2023,Telaid,9/13/2023,Hobart
1771,3,TBD,8/21/2023,Telaid,8/22/2023,Hobart
1593,3,TBD,8/27/2023,Telaid,8/28/2023,Hobart
1809,3,TBD,8/28/2023,Telaid,8/29/2023,Hobart
1836,3,TBD,8/29/2023,Telaid,8/30/2023,Hobart
2080,3,TBD,7/20/2023,Telaid,7/21/2023,Hobart
1642,3,TBD,7/26/2023,Telaid,7/27/2023,Hobart
1754,3,TBD,8/17/2023,Telaid,8/18/2023,Hobart
1733,3,TBD,9/10/2023,Telaid,9/11/2023,Hobart
1611,3,TBD,8/3/2023,Telaid,8/4/2023,Hobart
1592,3,TBD,7/17/2023,Telaid,7/18/2023,Hobart
2273,3,TBD,7/23/2023,Telaid,7/24/2023,Hobart
1798,3,TBD,7/18/2023,Telaid,7/19/2023,Hobart
2354,3,TBD,9/14/2023,Telaid,9/15/2023,Hobart
1416,3,TBD,8/16/2023,Telaid,8/17/2023,Hobart
2191,3,TBD,8/20/2023,Telaid,8/21/2023,Hobart
2350,3,TBD,8/17/2023,Telaid,8/18/2023,Hobart
2211,3,TBD,10/12/2023,Telaid,10/13/2023,Hobart
1707,3,TBD,10/10/2023,Telaid,10/12/2023,Hobart
2063,3,TBD,10/15/2023,Telaid,1/0/1900,Hobart
2193,3,TBD,10/9/2023,Telaid,10/11/2023,Hobart
1863,3,TBD,7/6/2023,Telaid,6/29/2023,Hobart
2313,3,TBD,7/11/2023,Telaid,7/13/2023,Hobart
1927,3,TBD,7/12/2023,Telaid,7/14/2023,Hobart
1628,3,TBD,8/24/2023,Telaid,8/17/2023,Hobart
1622,3,TBD,8/21/2023,Telaid,8/16/2023,Hobart
1445,3,TBD,8/23/2023,Telaid,8/24/2023,Hobart
1539,3,TBD,8/16/2023,Telaid,8/11/2023,Hobart
1448,3,TBD,8/14/2023,Telaid,7/13/2023,Hobart
1986,3,TBD,8/27/2023,Telaid,8/18/2023,Hobart
1429,3,TBD,8/22/2023,Telaid,8/23/2023,Hobart
2073,3,TBD,9/10/2023,Telaid,9/6/2023,Hobart
2316,4,TBD,9/5/2023,Telaid,8/30/2023,Hobart
1839,4,TBD,8/30/2023,Telaid,8/28/2023,Hobart
2266,4,TBD,9/6/2023,Telaid,8/31/2023,Hobart
2362,4,TBD,7/9/2023,Telaid,6/30/2023,Hobart
2323,3,TBD,7/13/2023,Telaid,7/17/2023,Hobart
1911,3,TBD,8/1/2023,Telaid,8/7/2023,Hobart
1894,3,TBD,8/3/2023,Telaid,8/10/2023,Hobart
1812,4,TBD,8/13/2023,Telaid,8/15/2023,Hobart
2149,3,TBD,8/7/2023,Telaid,7/11/2023,Hobart
2209,3,TBD,8/2/2023,Telaid,7/31/2023,Hobart
1724,3,TBD,8/10/2023,Telaid,7/12/2023,Hobart
2199,3,TBD,7/30/2023,Telaid,8/1/2023,Hobart
2115,3,TBD,8/9/2023,Telaid,8/11/2023,Hobart
2078,3,TBD,7/27/2023,Telaid,8/22/2023,Hobart
1937,3,TBD,8/8/2023,Telaid,8/10/2023,Hobart
2426,3,TBD,7/17/2023,Telaid,8/28/2023,Hobart
1239,3,TBD,7/18/2023,Telaid,8/4/2023,Hobart
1595,3,TBD,7/16/2023,Telaid,8/3/2023,Hobart
1368,3,TBD,7/5/2023,Telaid,8/1/2023,Hobart
1427,3,TBD,7/20/2023,Telaid,8/2/2023,Hobart
2400,3,TBD,7/19/2023,Telaid,7/19/2023,Hobart
1519,3,TBD,7/10/2023,Telaid,7/18/2023,Hobart
1594,3,TBD,8/3/2023,Telaid,7/31/2023,Hobart
1503,3,TBD,7/27/2023,Telaid,8/4/2023,Hobart
2309,3,TBD,8/2/2023,Telaid,8/28/2023,Hobart
1463,3,TBD,7/26/2023,Telaid,8/24/2023,Hobart
1504,3,TBD,7/30/2023,Telaid,8/25/2023,Hobart
1495,3,TBD,7/19/2023,Telaid,7/20/2023,Hobart
2441,3,TBD,8/6/2023,Telaid,7/12/2023,Hobart
1410,3,TBD,8/10/2023,Telaid,7/21/2023,Hobart
2429,3,TBD,7/17/2023,Telaid,8/17/2023,Hobart
1331,3,TBD,8/14/2023,Telaid,8/22/2023,Hobart
2124,3,TBD,7/25/2023,Telaid,9/8/2023,Hobart
1443,3,TBD,10/15/2023,Telaid,10/12/2023,Hobart
2250,3,TBD,10/11/2023,Telaid,9/19/2023,Hobart
2208,4,TBD,10/24/2023,Telaid,10/9/2023,Hobart
1945,3,TBD,8/13/2023,Telaid,9/27/2023,Hobart
