Store,safety bowl div,Wk,Associate Material Handling,Associate Falls,Associate Falling Merchandise,Associate Other,Accident Free Week,Safety Meetings,Late Reporting,Total Points,YTD Points, Five Star ,Diff,Safety Bowl Div Rank
4441,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.74 ,0,34
7233,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.73 ,-1,35
3542,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,36
7004,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,37
2981,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,38
4376,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,39
4686,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,40
5962,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,41
6165,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,42
5780,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,43
3752,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,44
6967,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,45
5741,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,46
3359,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,47
3629,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,48
3509,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.70 ,-1,49
5290,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,50
2742,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,51
6814,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,52
5653,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,53
4142,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,54
6590,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,-1,55
4188,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,-1,56
5837,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,57
5789,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,58
7099,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,59
5459,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,60
7218,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,61
3603,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,62
5143,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,63
5659,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,64
3111,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.69 ,1,65
3661,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,66
6588,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,67
4691,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,68
5990,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,69
5327,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,70
4413,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,71
5021,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,1,72
3419,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.68 ,2,73
4275,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,74
3168,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,75
3628,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,76
4648,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,77
5715,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,78
5692,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,79
3314,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,-2,80
4577,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,81
3450,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,82
5081,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,83
3605,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,84
2488,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,85
2741,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,86
6798,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,87
6233,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,88
5014,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,89
4057,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,90
3653,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,91
4375,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,92
7337,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,93
4470,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,94
4339,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.66 ,1,95
2995,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.65 ,0,96
6243,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.65 ,0,97
5791,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.65 ,0,98
4673,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.64 ,0,99
4517,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.64 ,0,100
2878,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.64 ,0,101
4530,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.64 ,1,102
5759,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.63 ,-1,103
5828,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,104
3723,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,-1,105
5815,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,106
7232,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,107
5256,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,108
3066,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,109
3862,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,110
5776,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,111
4667,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,112
4545,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,113
7334,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,114
7209,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.62 ,1,115
4206,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.61 ,0,116
5991,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.61 ,0,117
7168,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.60 ,-1,118
7222,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.60 ,0,119
4046,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.60 ,0,120
4524,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.60 ,0,121
5738,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.60 ,0,122
5771,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.60 ,0,123
3023,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.59 ,-1,124
4659,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,125
4426,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,126
6390,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,127
5119,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,128
3178,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,129
5308,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.56 ,0,130
3614,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.55 ,0,131
7062,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.55 ,0,132
5279,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.52 ,0,133
5372,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.52 ,1,134
5740,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.49 ,-1,135
3330,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.49 ,0,136
2801,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.49 ,1,137
3724,Safety Sweep,38,3,1,2,1,7,0,0,14,42, 4.47 ,1,138
3885,Safety Sweep,38,3,1,2,1,7,0,0,14,42, -   ,-1,139
4388,Safety Sweep,38,3,1,2,1,7,0,0,14,39, 4.69 ,-3,140
5605,Safety Sweep,38,3,1,2,1,7,0,0,14,39, 4.68 ,1,141
5643,Safety Sweep,38,3,1,2,0,0,0,-3,6,34, 4.75 ,-1,142
4700,Safety Sweep,38,3,1,2,0,0,0,0,6,34, 4.71 ,0,143
5267,Safety Sweep,38,3,1,2,0,0,0,0,6,34, 4.64 ,-1,144
5102,Safety Sweep,38,3,0,2,1,0,0,0,6,34, 4.62 ,0,145
2499,Safety Sweep,38,3,0,2,1,0,0,0,6,34, 4.59 ,0,146
5100,Safety Sweep,38,0,1,2,1,0,0,0,4,32, 4.73 ,0,147
3153,Safety Sweep,38,0,1,2,1,0,0,0,4,32, 4.60 ,0,148
3141,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.74 ,0,149
6850,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.74 ,1,150
7224,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.73 ,1,151
3880,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.71 ,0,152
5107,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.70 ,1,153
6548,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.69 ,-1,154
5205,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.68 ,0,155
5328,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.67 ,0,156
6323,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.67 ,1,157
7205,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.65 ,0,158
2877,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.64 ,1,159
3013,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.62 ,0,160
2839,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.62 ,1,161
4196,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.59 ,0,162
3622,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.59 ,0,163
5925,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.58 ,-1,164
3127,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.57 ,-1,165
2858,Safety Sweep,38,3,1,2,1,7,0,0,14,31, 4.54 ,0,166
3479,Safety Sweep,38,3,1,2,1,7,0,0,14,30, 4.58 ,0,167
6207,Safety Sweep,38,3,1,2,1,7,0,0,14,29, 4.65 ,2,168
4473,Safety Sweep,38,3,1,2,1,7,0,0,14,29, 4.58 ,1,169
5790,Safety Sweep,38,3,1,2,1,7,0,0,14,29, 4.57 ,0,170
6531,Safety Sweep,38,3,1,2,1,7,0,0,14,29, 4.52 ,0,171
7347,Safety Sweep,38,3,1,2,1,7,0,0,14,28, 4.59 ,0,172
5098,Safety Sweep,38,3,1,2,0,0,0,0,6,21, 4.61 ,0,173
7251,Safety Sweep,38,0,1,2,1,0,0,0,4,21, 4.52 ,0,174
2976,Safety Sweep,38,3,1,2,1,7,0,0,14,20, 4.56 ,0,175
4233,PPE,38,3,1,2,1,7,0,0,14,42, 4.86 ,0,176
5945,PPE,38,3,1,2,1,7,0,0,14,42, 4.81 ,0,177
5224,PPE,38,3,1,2,1,7,0,0,14,42, 4.80 ,-1,178
3104,PPE,38,3,1,2,1,7,0,0,14,42, 4.79 ,-1,179
5654,PPE,38,3,1,2,1,7,0,0,14,42, 4.79 ,1,180
5490,PPE,38,3,1,2,1,7,0,0,14,42, 4.78 ,-1,181
5960,PPE,38,3,1,2,1,7,0,0,14,42, 4.78 ,-1,182
7311,PPE,38,3,1,2,1,7,0,0,14,42, 4.78 ,0,183
4465,PPE,38,3,1,2,1,7,0,0,14,42, 4.78 ,0,184
4706,PPE,38,3,1,2,1,7,0,0,14,42, 4.78 ,0,185
7296,PPE,38,3,1,2,1,7,0,0,14,42, 4.77 ,0,186
5963,PPE,38,3,1,2,1,7,0,0,14,42, 4.77 ,0,187
3959,PPE,38,3,1,2,1,7,0,0,14,42, 4.77 ,0,188
5125,PPE,38,3,1,2,1,7,0,0,14,42, 4.77 ,0,189
3988,PPE,38,3,1,2,1,7,0,0,14,42, 4.77 ,0,190
6849,PPE,38,3,1,2,1,7,0,0,14,42, 4.76 ,-1,191
3099,PPE,38,3,1,2,1,7,0,0,14,42, 4.76 ,0,192
5817,PPE,38,3,1,2,1,7,0,0,14,42, 4.76 ,0,193
5813,PPE,38,3,1,2,1,7,0,0,14,42, 4.76 ,0,194
3736,PPE,38,3,1,2,1,7,0,0,14,42, 4.75 ,0,195
4128,PPE,38,3,1,2,1,7,0,0,14,42, 4.75 ,0,196
525,PPE,38,3,1,2,1,7,0,0,14,42, 4.74 ,0,197
5226,PPE,38,3,1,2,1,7,0,0,14,42, 4.74 ,0,198
5634,PPE,38,3,1,2,1,7,0,0,14,42, 4.74 ,0,199
5321,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,-1,200
5615,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,201
3179,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,202
5661,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,203
5824,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,204
7304,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,0,205
5464,PPE,38,3,1,2,1,7,0,0,14,42, 4.73 ,1,206
3449,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,-1,207
3083,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,208
4519,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,209
2689,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,210
2984,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,211
5876,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,212
5683,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,0,213
3354,PPE,38,3,1,2,1,7,0,0,14,42, 4.72 ,1,214
2406,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,215
5332,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,216
5323,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,217
3287,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,218
2414,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,219
4478,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,220
5818,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,0,221
3745,PPE,38,3,1,2,1,7,0,0,14,42, 4.71 ,1,222
4586,PPE,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,223
3600,PPE,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,224
7320,PPE,38,3,1,2,1,7,0,0,14,42, 4.70 ,0,225
4053,PPE,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,226
6585,PPE,38,3,1,2,1,7,0,0,14,42, 4.69 ,0,227
5188,PPE,38,3,1,2,1,7,0,0,14,42, 4.69 ,1,228
4672,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,229
5349,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,230
7349,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,231
4654,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,232
7317,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,233
5670,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,234
6577,PPE,38,3,1,2,1,7,0,0,14,42, 4.68 ,0,235
4582,PPE,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,236
2880,PPE,38,3,1,2,1,7,0,0,14,42, 4.67 ,0,237
5367,PPE,38,3,1,2,1,7,0,0,14,42, 4.67 ,3,238
3071,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,-1,239
4160,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,-1,240
5758,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,241
6851,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,242
3593,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,243
4138,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,244
3275,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,0,245
5726,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,1,246
7357,PPE,38,3,1,2,1,7,0,0,14,42, 4.66 ,1,247
6966,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,-1,248
5773,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,0,249
4148,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,0,250
6176,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,0,251
4528,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,1,252
2397,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,1,253
5722,PPE,38,3,1,2,1,7,0,0,14,42, 4.65 ,3,254
5846,PPE,38,3,1,2,1,7,0,0,14,42, 4.64 ,0,255
840,PPE,38,3,1,2,1,7,0,0,14,42, 4.64 ,0,256
2887,PPE,38,3,1,2,1,7,0,0,14,42, 4.64 ,0,257
3727,PPE,38,3,1,2,1,7,0,0,14,42, 4.64 ,1,258
7361,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,259
6226,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,260
6459,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,261
3615,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,262
5767,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,263
2328,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,0,264
3299,PPE,38,3,1,2,1,7,0,0,14,42, 4.63 ,1,265
3392,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,-1,266
2919,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,267
5353,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,268
6975,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,269
7127,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,270
6078,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,271
7315,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,272
3746,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,273
3654,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,274
2744,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,0,275
3340,PPE,38,3,1,2,1,7,0,0,14,42, 4.62 ,1,276
3338,PPE,38,3,1,2,1,7,0,0,14,42, 4.61 ,2,277
3377,PPE,38,3,1,2,1,7,0,0,14,42, 4.60 ,0,278
4147,PPE,38,3,1,2,1,7,0,0,14,42, 4.60 ,1,279
3198,PPE,38,3,1,2,1,7,0,0,14,42, 4.60 ,1,280
3512,PPE,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,281
5675,PPE,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,282
3176,PPE,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,283
3110,PPE,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,284
7235,PPE,38,3,1,2,1,7,0,0,14,42, 4.59 ,0,285
3162,PPE,38,3,1,2,1,7,0,0,14,42, 4.59 ,1,286
3185,PPE,38,3,1,2,1,7,0,0,14,42, 4.58 ,0,287
2391,PPE,38,3,1,2,1,7,0,0,14,42, 4.58 ,1,288
5255,PPE,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,289
3184,PPE,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,290
6583,PPE,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,291
2745,PPE,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,292
5179,PPE,38,3,1,2,1,7,0,0,14,42, 4.57 ,0,293
3049,PPE,38,3,1,2,1,7,0,0,14,42, 4.56 ,0,294
5979,PPE,38,3,1,2,1,7,0,0,14,42, 4.56 ,0,295
5408,PPE,38,3,1,2,1,7,0,0,14,42, 4.56 ,0,296
3713,PPE,38,3,1,2,1,7,0,0,14,42, 4.55 ,0,297
5452,PPE,38,3,1,2,1,7,0,0,14,42, 4.55 ,0,298
4469,PPE,38,3,1,2,1,7,0,0,14,42, 4.55 ,1,299
4504,PPE,38,3,1,2,1,7,0,0,14,42, 4.54 ,-1,300
5207,PPE,38,3,1,2,1,7,0,0,14,42, 4.54 ,0,301
3157,PPE,38,3,1,2,1,7,0,0,14,42, 4.54 ,0,302
5635,PPE,38,3,1,2,1,7,0,0,14,42, 4.53 ,-1,303
6828,PPE,38,3,1,2,1,7,0,0,14,42, 4.52 ,-1,304
6943,PPE,38,3,1,2,1,7,0,0,14,42, 4.52 ,0,305
5903,PPE,38,3,1,2,1,7,0,0,14,42, 4.50 ,0,306
5863,PPE,38,3,1,2,1,7,0,0,14,42, 4.50 ,1,307
5697,PPE,38,3,1,2,1,7,0,0,14,42, 4.46 ,0,308
5734,PPE,38,3,1,2,1,7,0,0,14,39, 4.64 ,0,309
7220,PPE,38,3,0,2,1,0,0,0,6,34, 4.68 ,0,310
5132,PPE,38,3,0,2,1,0,0,0,6,34, 4.62 ,0,311
3070,PPE,38,3,0,2,1,0,0,0,6,34, 4.61 ,0,312
3019,PPE,38,3,1,2,0,0,0,0,6,34, 4.59 ,0,313
4293,PPE,38,3,1,2,0,0,0,0,6,34, 4.56 ,0,314
3145,PPE,38,3,1,2,0,0,0,0,6,34, 4.52 ,0,315
5013,PPE,38,3,1,0,1,0,0,-3,5,33, 4.64 ,-1,316
3050,PPE,38,0,1,2,1,0,0,-3,4,32, 4.63 ,0,317
7162,PPE,38,3,1,2,1,7,0,0,14,31, 4.74 ,0,318
6098,PPE,38,3,1,2,1,7,0,0,14,31, 4.74 ,1,319
4580,PPE,38,3,1,2,1,7,0,0,14,31, 4.70 ,-1,320
2393,PPE,38,3,1,2,1,7,0,0,14,31, 4.70 ,-1,321
3414,PPE,38,3,1,2,1,7,0,0,14,31, 4.70 ,0,322
7221,PPE,38,3,1,2,1,7,0,0,14,31, 4.62 ,0,323
2590,PPE,38,3,1,2,1,7,0,0,14,31, 4.60 ,0,324
5693,PPE,38,3,1,2,1,7,0,0,14,31, 4.60 ,0,325
4210,PPE,38,3,1,2,1,7,0,0,14,31, 4.60 ,1,326
4198,PPE,38,3,1,2,1,7,0,0,14,31, 4.57 ,0,327
3161,PPE,38,3,1,2,1,7,0,0,14,31, 4.55 ,-1,328
2940,PPE,38,3,1,2,1,7,0,0,14,30, 4.69 ,0,329
3183,PPE,38,3,1,2,1,7,0,0,14,30, 4.67 ,-2,330
3173,PPE,38,3,1,2,1,7,0,0,14,30, 4.53 ,1,331
3646,PPE,38,3,1,2,1,7,0,0,14,29, 4.71 ,0,332
5008,PPE,38,3,1,2,1,7,0,0,14,29, 4.70 ,1,333
2226,PPE,38,3,1,2,1,7,0,0,14,29, 4.69 ,0,334
5603,PPE,38,3,1,2,1,7,0,0,14,29, 4.67 ,1,335
6166,PPE,38,3,1,2,1,7,0,0,14,29, 4.64 ,0,336
5994,PPE,38,3,1,2,1,7,0,0,14,29, 4.62 ,0,337
5265,PPE,38,3,1,2,1,7,0,0,14,29, 4.59 ,1,338
3617,PPE,38,3,0,2,1,0,0,0,6,21, 4.69 ,0,339
3411,PPE,38,3,1,2,0,0,0,0,6,21, 4.68 ,0,340
3315,Towel In Pocket,38,3,1,2,1,7,0,0,14,42, 4.84 ,0,341
4762,Towel In Pocket,38,3,1,2,1,7,0,0,14,42, 4.79 ,0,342
6159,Towel In Pocket,38,3,1,2,1,7,0,0,14,42, 4.78 ,0,343
