Market,Region,Date,Start,End,Session,Room/Level,Room/Level
15,South,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
15,South,8/26/2025,1:10 PM,1:55 PM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
15,South,8/26/2025,2:00 PM,2:45 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
15,South,8/26/2025,2:50 PM,3:35 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
15,South,8/26/2025,3:40 PM,4:25 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
15,South,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
17,South,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
17,South,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
17,South,8/26/2025,8:45 AM,9:30 AM,Fresh 2,Indiana Convention Center,"HALL I,J,K"
17,South,8/26/2025,9:35 AM,10:20 AM,Next 45 Days,Indiana Convention Center,RM 232/233
17,South,8/26/2025,10:25 AM,11:10 AM,Membership Mastery,Indiana Convention Center,RM 234/235
17,South,8/26/2025,11:15 AM,12:00 PM,"We Care, Safety",Indiana Convention Center,RM 236/237
17,South,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
17,South,8/26/2025,1:10 PM,1:55 PM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
17,South,8/26/2025,2:00 PM,2:45 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
17,South,8/26/2025,2:50 PM,3:35 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
17,South,8/26/2025,3:40 PM,4:25 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
17,South,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
24,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
24,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
24,Southeast,8/26/2025,8:45 AM,9:30 AM,Next 45 Days,Indiana Convention Center,RM 232/233
24,Southeast,8/26/2025,9:35 AM,10:20 AM,Membership Mastery,Indiana Convention Center,RM 234/235
24,Southeast,8/26/2025,10:25 AM,11:10 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
24,Southeast,8/26/2025,11:15 AM,12:00 PM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
24,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
24,Southeast,8/26/2025,1:10 PM,1:55 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/26/2025,2:00 PM,2:45 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/26/2025,2:50 PM,3:35 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/26/2025,3:40 PM,4:25 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
24,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
28,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
28,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
28,Southeast,8/26/2025,8:45 AM,9:30 AM,Next 45 Days,Indiana Convention Center,RM 232/233
28,Southeast,8/26/2025,9:35 AM,10:20 AM,Membership Mastery,Indiana Convention Center,RM 234/235
28,Southeast,8/26/2025,10:25 AM,11:10 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
28,Southeast,8/26/2025,11:15 AM,12:00 PM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
28,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
28,Southeast,8/26/2025,1:10 PM,1:55 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/26/2025,2:00 PM,2:45 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/26/2025,2:50 PM,3:35 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/26/2025,3:40 PM,4:25 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
28,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
29,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
29,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
29,Southeast,8/26/2025,8:45 AM,9:30 AM,Next 45 Days,Indiana Convention Center,RM 232/233
29,Southeast,8/26/2025,9:35 AM,10:20 AM,Membership Mastery,Indiana Convention Center,RM 234/235
29,Southeast,8/26/2025,10:25 AM,11:10 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
29,Southeast,8/26/2025,11:15 AM,12:00 PM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
29,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
29,Southeast,8/26/2025,1:10 PM,1:55 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/26/2025,2:00 PM,2:45 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/26/2025,2:50 PM,3:35 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/26/2025,3:40 PM,4:25 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
29,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
30,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
30,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
30,Southeast,8/26/2025,8:45 AM,9:30 AM,Next 45 Days,Indiana Convention Center,RM 232/233
30,Southeast,8/26/2025,9:35 AM,10:20 AM,Membership Mastery,Indiana Convention Center,RM 234/235
30,Southeast,8/26/2025,10:25 AM,11:10 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
30,Southeast,8/26/2025,11:15 AM,12:00 PM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
30,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
30,Southeast,8/26/2025,1:10 PM,1:55 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/26/2025,2:00 PM,2:45 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/26/2025,2:50 PM,3:35 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/26/2025,3:40 PM,4:25 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
30,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
31,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
31,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
31,Southeast,8/26/2025,8:45 AM,9:30 AM,Membership Mastery,Indiana Convention Center,RM 234/235
31,Southeast,8/26/2025,9:35 AM,10:20 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
31,Southeast,8/26/2025,10:25 AM,11:10 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
31,Southeast,8/26/2025,11:15 AM,12:00 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
31,Southeast,8/26/2025,1:10 PM,1:55 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/26/2025,2:00 PM,2:45 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/26/2025,2:50 PM,3:35 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/26/2025,3:40 PM,4:25 PM,TEO,Indiana Convention Center,"HALL I,J,K"
31,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
32,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
32,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
32,Southeast,8/26/2025,8:45 AM,9:30 AM,Membership Mastery,Indiana Convention Center,RM 234/235
32,Southeast,8/26/2025,9:35 AM,10:20 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
32,Southeast,8/26/2025,10:25 AM,11:10 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
32,Southeast,8/26/2025,11:15 AM,12:00 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
32,Southeast,8/26/2025,1:10 PM,1:55 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/26/2025,2:00 PM,2:45 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/26/2025,2:50 PM,3:35 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/26/2025,3:40 PM,4:25 PM,TEO,Indiana Convention Center,"HALL I,J,K"
32,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
35,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
35,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
35,Southeast,8/26/2025,8:45 AM,9:30 AM,Membership Mastery,Indiana Convention Center,RM 234/235
35,Southeast,8/26/2025,9:35 AM,10:20 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
35,Southeast,8/26/2025,10:25 AM,11:10 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
35,Southeast,8/26/2025,11:15 AM,12:00 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
35,Southeast,8/26/2025,1:10 PM,1:55 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/26/2025,2:00 PM,2:45 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/26/2025,2:50 PM,3:35 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/26/2025,3:40 PM,4:25 PM,TEO,Indiana Convention Center,"HALL I,J,K"
35,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
36,Southeast,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
36,Southeast,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
36,Southeast,8/26/2025,8:45 AM,9:30 AM,Membership Mastery,Indiana Convention Center,RM 234/235
36,Southeast,8/26/2025,9:35 AM,10:20 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
36,Southeast,8/26/2025,10:25 AM,11:10 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
36,Southeast,8/26/2025,11:15 AM,12:00 PM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
36,Southeast,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
36,Southeast,8/26/2025,1:10 PM,1:55 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
36,Southeast,8/26/2025,2:00 PM,2:45 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
36,Southeast,8/26/2025,2:50 PM,3:35 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
36,Southeast,8/26/2025,3:40 PM,4:25 PM,TEO,Indiana Convention Center,"HALL I,J,K"
36,Southeast,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
1,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
1,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
1,West,8/26/2025,8:45 AM,9:30 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
1,West,8/26/2025,9:35 AM,10:20 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
1,West,8/26/2025,10:25 AM,11:10 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
1,West,8/26/2025,11:15 AM,12:00 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
1,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
1,West,8/26/2025,1:10 PM,1:55 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
1,West,8/26/2025,2:00 PM,2:45 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
1,West,8/26/2025,2:50 PM,3:35 PM,TEO,Indiana Convention Center,"HALL I,J,K"
1,West,8/26/2025,3:40 PM,4:25 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
1,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
2,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
2,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
2,West,8/26/2025,8:45 AM,9:30 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
2,West,8/26/2025,9:35 AM,10:20 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
2,West,8/26/2025,10:25 AM,11:10 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
2,West,8/26/2025,11:15 AM,12:00 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
2,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
2,West,8/26/2025,1:10 PM,1:55 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
2,West,8/26/2025,2:00 PM,2:45 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
2,West,8/26/2025,2:50 PM,3:35 PM,TEO,Indiana Convention Center,"HALL I,J,K"
2,West,8/26/2025,3:40 PM,4:25 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
2,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
3,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
3,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
3,West,8/26/2025,8:45 AM,9:30 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
3,West,8/26/2025,9:35 AM,10:20 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
3,West,8/26/2025,10:25 AM,11:10 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
3,West,8/26/2025,11:15 AM,12:00 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
3,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
3,West,8/26/2025,1:10 PM,1:55 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
3,West,8/26/2025,2:00 PM,2:45 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
3,West,8/26/2025,2:50 PM,3:35 PM,TEO,Indiana Convention Center,"HALL I,J,K"
3,West,8/26/2025,3:40 PM,4:25 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
3,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
4,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
4,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
4,West,8/26/2025,8:45 AM,9:30 AM,"We Care, Safety",Indiana Convention Center,RM 236/237
4,West,8/26/2025,9:35 AM,10:20 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
4,West,8/26/2025,10:25 AM,11:10 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
4,West,8/26/2025,11:15 AM,12:00 PM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
4,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
4,West,8/26/2025,1:10 PM,1:55 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
4,West,8/26/2025,2:00 PM,2:45 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
4,West,8/26/2025,2:50 PM,3:35 PM,TEO,Indiana Convention Center,"HALL I,J,K"
4,West,8/26/2025,3:40 PM,4:25 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
4,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
5,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
5,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
5,West,8/26/2025,8:45 AM,9:30 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
5,West,8/26/2025,9:35 AM,10:20 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,10:25 AM,11:10 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,11:15 AM,12:00 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
5,West,8/26/2025,1:10 PM,1:55 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,2:00 PM,2:45 PM,TEO,Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,2:50 PM,3:35 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,3:40 PM,4:25 PM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
5,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
6,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
6,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
6,West,8/26/2025,8:45 AM,9:30 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
6,West,8/26/2025,9:35 AM,10:20 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,10:25 AM,11:10 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,11:15 AM,12:00 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
6,West,8/26/2025,1:10 PM,1:55 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,2:00 PM,2:45 PM,TEO,Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,2:50 PM,3:35 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,3:40 PM,4:25 PM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
6,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
7,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
7,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
7,West,8/26/2025,8:45 AM,9:30 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
7,West,8/26/2025,9:35 AM,10:20 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,10:25 AM,11:10 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,11:15 AM,12:00 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
7,West,8/26/2025,1:10 PM,1:55 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,2:00 PM,2:45 PM,TEO,Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,2:50 PM,3:35 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,3:40 PM,4:25 PM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
7,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
10,West,8/26/2025,6:00 AM,7:15 AM,BREAKFAST,HOTELS,
10,West,8/26/2025,7:45 AM,8:30 AM,Culture of Ownership,Indiana Convention Center,HALL H
10,West,8/26/2025,8:45 AM,9:30 AM,Own It. Solve It. Together.,Indiana Convention Center,SAGAMORE 5/6/7
10,West,8/26/2025,9:35 AM,10:20 AM,"Home, Apparel, Seasonal",Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,10:25 AM,11:10 AM,Member’s Mark,Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,11:15 AM,12:00 PM,Future of Serving Members Online,Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,12:05 PM,1:05 PM,LUNCH,Indiana Convention Center,SAGAMORE
10,West,8/26/2025,1:10 PM,1:55 PM,Services and Club Experience,Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,2:00 PM,2:45 PM,TEO,Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,2:50 PM,3:35 PM,Pantry and Consumables,Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,3:40 PM,4:25 PM,Fresh 1,Indiana Convention Center,"HALL I,J,K"
10,West,8/26/2025,4:30 PM,5:45 PM,Evening Reception,Indiana Convention Center,Pre-function
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
